date_obj,Karil's%20leathertop price
2018-11-24,1773271
2018-11-25,1785316
2018-11-26,1787754
2018-11-27,1772940
2018-11-28,1762605
2018-11-29,1767816
2018-12-01,1853583
2018-12-02,1932810
2018-12-03,1952569
2018-12-04,1933836
2018-12-05,1896335
2018-12-07,1874776
2018-12-09,1946667
2018-12-11,1944076
2018-12-12,1959880
2018-12-13,1952746
2018-12-14,1956988
2018-12-15,1986226
2018-12-16,1987903
2018-12-17,2025945
2018-12-18,2042535
2018-12-19,2066500
2018-12-20,2037957
2018-12-21,2033229
2018-12-22,2025875
2018-12-23,2067028
2018-12-24,2087537
2018-12-25,2153080
2018-12-26,2210672
2018-12-27,2307242
2018-12-28,2319959
2018-12-29,2386976
2018-12-30,2392845
2018-12-31,2353332
2019-01-01,2345419
2019-01-02,2348959
2019-01-03,2368274
2019-01-04,2432922
2019-01-05,2440857
2019-01-06,2547802
2019-01-08,2631081
2019-01-10,2752054
2019-01-11,2888303
2019-01-12,2934269
2019-01-13,3018836
2019-01-14,2995934
2019-01-15,2850216
2019-01-16,2708553
2019-01-17,2596169
2019-01-18,2519741
2019-01-19,2540408
2019-01-20,2517512
2019-01-21,2499634
2019-01-22,2466584
2019-01-23,2431382
2019-01-24,2385252
2019-01-25,2400660
2019-01-26,2418736
2019-01-27,2457359
2019-01-28,2465631
2019-01-29,2463484
2019-01-30,2469393
2019-01-31,2468014
2019-02-01,2471359
2019-02-02,2527405
2019-02-03,2554698
2019-02-04,2479827
2019-02-05,2443300
2019-02-06,2382460
2019-02-07,2298406
2019-02-08,2279230
2019-02-09,2267676
2019-02-10,2239977
2019-02-11,2190815
2019-02-12,2158945
2019-02-13,2104043
2019-02-14,2006822
2019-02-15,1948591
2019-02-16,1918695
2019-02-17,1885556
2019-02-18,1866707
2019-02-19,1845767
2019-02-20,1828525
2019-02-21,1797939
2019-02-22,1789960
2019-02-23,1836152
2019-02-24,1902621
2019-02-25,1910223
2019-02-26,1905071
2019-02-27,1895395
2019-02-28,1843286
2019-03-01,1837373
2019-03-02,1831962
2019-03-03,1823178
2019-03-04,1794111
2019-03-05,1775136
2019-03-06,1767957
2019-03-07,1761038
2019-03-08,1813756
2019-03-09,1836611
2019-03-10,1881600
2019-03-11,1901665
2019-03-12,1881021
2019-03-13,1874863
2019-03-14,1833654
2019-03-15,1822539
2019-03-16,1844532
2019-03-17,1868785
2019-03-18,1868239
2019-03-19,1887101
2019-03-20,1890782
2019-03-21,1904404
2019-03-22,1882302
2019-03-23,1886215
2019-03-24,1886088
2019-03-25,1878573
2019-03-26,1890127
2019-03-27,1885195
2019-03-28,1850501
2019-03-29,1832728
2019-03-30,1826190
2019-03-31,1829064
2019-04-01,1812115
2019-04-02,1799279
2019-04-03,1765119
2019-04-04,1742312
2019-04-05,1765705
2019-04-06,1807470
2019-04-07,1828243
2019-04-08,1822754
2019-04-09,1808457
2019-04-10,1806658
2019-04-11,1777987
2019-04-12,1749817
2019-04-13,1733769
2019-04-14,1723240
2019-04-15,1705922
2019-04-16,1684955
2019-04-17,1643889
2019-04-18,1618643
2019-04-19,1645488
2019-04-20,1709801
2019-04-21,1774049
2019-04-22,1811826
2019-04-23,1803183
2019-04-24,1826028
2019-04-25,1857667
2019-04-26,1850252
2019-04-27,1916857
2019-04-28,1895539
2019-04-29,1873297
2019-04-30,1867103
2019-05-01,1842243
2019-05-02,1837962
2019-05-03,1902216
2019-05-04,1993101
2019-05-05,2079127
2019-05-06,2045238
2019-05-07,2063930
2019-05-08,2046948
2019-05-09,2016942
2019-05-10,1967072
2019-05-11,1931972
2019-05-12,1924943
2019-05-13,1925178
2019-05-14,1948935
2019-05-15,1932397
2019-05-16,1936469
2019-05-17,1932314
2019-05-18,1933794
2019-05-19,1921216
2019-05-20,1895583
2019-05-21,1875058
2019-05-22,1864305
2019-05-23,1859354
2019-05-24,1909032
2019-05-25,1902981
2019-05-26,1907408
2019-05-27,1915731
2019-05-28,1900025
2019-05-29,1896075
2019-05-30,1887819
2019-05-31,1881807
2019-06-01,1865622
2019-06-02,1847297
2019-06-03,1815882
2019-06-04,1789436
2019-06-05,1756158
2019-06-06,1758737
2019-06-07,1755618
2019-06-08,1772911
2019-06-09,1799020
2019-06-10,1782042
2019-06-11,1775381
2019-06-12,1771983
2019-06-13,1774014
2019-06-14,1765595
2019-06-15,1758809
2019-06-16,1762771
2019-06-17,1798664
2019-06-18,1767398
2019-06-19,1755416
2019-06-20,1742560
2019-06-21,1706513
2019-06-22,1690316
2019-06-23,1672355
2019-06-24,1637331
2019-06-25,1596256
2019-06-26,1580681
2019-06-27,1571948
2019-06-28,1593947
2019-06-29,1657799
2019-06-30,1711792
2019-07-01,1780142
2019-07-02,1791981
2019-07-03,1852834
2019-07-04,1877514
2019-07-05,1882132
2019-07-06,1898530
2019-07-07,1898085
2019-07-08,1906356
2019-07-09,1895511
2019-07-10,1892309
2019-07-11,1901813
2019-07-12,1890649
2019-07-13,1885777
2019-07-14,1933156
2019-07-15,1904935
2019-07-16,1896046
2019-07-17,1880482
2019-07-18,1837375
2019-07-19,1777504
2019-07-20,1773946
2019-07-21,1753397
2019-07-22,1728604
2019-07-23,1711429
2019-07-24,1699264
2019-07-25,1680855
2019-07-26,1648919
2019-07-27,1656258
2019-07-28,1704769
2019-07-29,1697246
2019-07-30,1672285
2019-07-31,1654471
2019-08-01,1685507
2019-08-02,1737281
2019-08-03,1765795
2019-08-04,1762106
2019-08-05,1745164
2019-08-06,1724793
2019-08-07,1708363
2019-08-08,1686835
2019-08-09,1683389
2019-08-10,1680269
2019-08-11,1687588
2019-08-12,1692907
2019-08-13,1727733
2019-08-14,1777219
2019-08-15,1779615
2019-08-16,1796768
2019-08-17,1801826
2019-08-18,1805630
2019-08-19,1802344
2019-08-20,1791456
2019-08-21,1782979
2019-08-22,1781389
2019-08-23,1816303
2019-08-24,1838305
2019-08-24,1838305
2019-08-25,1826617
2019-08-25,1826617
2019-08-26,1796981
2019-08-26,1796981
2019-08-27,1776680
2019-08-27,1776680
2019-08-28,1742610
2019-08-29,1720981
2019-08-30,1689494
2019-08-31,1682095
2019-09-01,1669081
2019-09-02,1657431
2019-09-03,1645160
2019-09-04,1641109
2019-09-05,1621958
2019-09-06,1626322
2019-09-07,1632850
2019-09-08,1647069
2019-09-09,1644618
2019-09-10,1625679
2019-09-11,1617444
2019-09-12,1629621
2019-09-13,1616208
2019-09-14,1608443
2019-09-15,1621629
2019-09-16,1649752
2019-09-17,1630710
2019-09-18,1627873
2019-09-19,1607087
2019-09-20,1592098
2019-09-21,1588498
2019-09-22,1578082
2019-09-23,1594403
2019-09-24,1585022
2019-09-25,1605230
2019-09-26,1632338
2019-09-27,1635987
2019-09-28,1615149
2019-09-29,1581565
2019-09-30,1581194
2019-10-01,1599310
2019-10-02,1664408
2019-10-03,1733546
2019-10-04,1754875
2019-10-05,1817269
2019-10-06,1799468
2019-10-07,1733362
2019-10-08,1708396
2019-10-09,1683398
2019-10-10,1680485
2019-10-11,1685077
2019-10-12,1676402
2019-10-13,1667645
2019-10-14,1688961
2019-10-15,1666430
2019-10-16,1646950
2019-10-17,1630871
2019-10-18,1600101
2019-10-19,1597794
2019-10-20,1593065
2019-10-21,1596170
2019-10-22,1624377
2019-10-23,1646596
2019-10-24,1635736
2019-10-25,1634538
2019-10-26,1657051
2019-10-27,1662425
2019-10-28,1640155
2019-10-29,1629657
2019-10-30,1626865
2019-10-31,1610567
2019-11-01,1602864
2019-11-02,1600423
2019-11-03,1619352
2019-11-04,1607418
2019-11-05,1606952
2019-11-06,1596738
2019-11-07,1587272
2019-11-08,1571076
2019-11-09,1603354
2019-11-10,1644086
2019-11-11,1631699
2019-11-12,1628612
2019-11-13,1627831
2019-11-14,1623339
2019-11-15,1626399
2019-11-16,1618367
2019-11-17,1615544
2019-11-18,1609486
2019-11-19,1627476
2019-11-20,1632456
2019-11-21,1646219
2019-11-22,1653805
2019-11-23,1658790
2019-11-24,1654275
2019-11-25,1630615
2019-11-26,1647500
2019-11-27,1648369
2019-11-28,1635715
2019-11-29,1650717
2019-11-30,1714254
2019-12-01,1745526
2019-12-02,1774947
2019-12-03,1756353
2019-12-04,1710136
2019-12-05,1692186
2019-12-06,1670626
2019-12-07,1683026
2019-12-08,1672796
2019-12-09,1656805
2019-12-10,1640130
2019-12-11,1619504
2019-12-12,1616183
2019-12-13,1626415
2019-12-14,1694924
2019-12-15,1700863
2019-12-16,1739461
2019-12-17,1712436
2019-12-18,1688377
2019-12-19,1674768
2019-12-20,1657311
2019-12-21,1653757
2019-12-22,1638052
2019-12-23,1649439
2019-12-24,1648860
2019-12-25,1648307
2019-12-26,1654813
2019-12-27,1655716
2019-12-28,1700283
2019-12-29,1694038
2019-12-30,1684793
2019-12-31,1668353
2020-01-01,1685737
2020-01-02,1746017
2020-01-03,1816219
2020-01-04,1869215
2020-01-05,1837788
2020-01-06,1809961
2020-01-07,1813180
2020-01-08,1800173
2020-01-09,1795027
2020-01-10,1775736
2020-01-11,1797351
2020-01-12,1857896
2020-01-13,1821207
2020-01-14,1808811
2020-01-15,1829792
2020-01-16,1822813
2020-01-17,1881103
2020-01-18,1916741
2020-01-19,1937040
2020-01-20,1918400
2020-01-21,1912072
2020-01-22,1894582
2020-01-23,1890135
2020-01-24,1898643
2020-01-25,1978796
2020-01-26,1961481
2020-01-27,1948210
2020-01-28,1935032
2020-01-29,1921149
2020-01-30,1930447
2020-01-31,1907363
2020-02-01,1913154
2020-02-02,1887648
2020-02-03,1865440
2020-02-04,1838337
2020-02-05,1848230
2020-02-06,1773796
2020-02-07,1694136
2020-02-08,1686418
2020-02-09,1729244
2020-02-10,1710809
2020-02-11,1693125
2020-02-12,1687112
2020-02-13,1683390
2020-02-14,1673666
2020-02-15,1705239
2020-02-16,1723434
2020-02-17,1728229
2020-02-18,1729150
2020-02-19,1721085
2020-02-20,1749063
2020-02-21,1785313
2020-02-22,1790504
2020-02-23,1790606
2020-02-24,1789935
2020-02-25,1791079
2020-02-26,1833380
2020-02-27,1840943
2020-02-28,1910916
2020-02-29,1958993
2020-03-01,2055931
2020-03-02,2040546
2020-03-03,2026982
2020-03-04,2014762
2020-03-05,1997009
2020-03-06,1968008
2020-03-07,1978789
2020-03-08,1959758
2020-03-09,1957474
2020-03-10,1990291
2020-03-11,1937897
2020-03-12,1938764
2020-03-13,1914788
2020-03-14,1881293
2020-03-15,1872206
2020-03-16,1877651
2020-03-17,1928440
2020-03-18,2017852
2020-03-19,2013798
2020-03-20,2055400
2020-03-21,2131445
2020-03-22,2189490
2020-03-23,2171856
2020-03-24,2187142
2020-03-25,2204813
2020-03-26,2175388
2020-03-27,2168141
2020-03-28,2195491
2020-03-29,2280925
2020-03-30,2259456
2020-03-31,2262461
2020-04-01,2265427
2020-04-02,2261881
2020-04-03,2261310
2020-04-04,2283013
2020-04-05,2299670
2020-04-06,2272042
2020-04-07,2236710
2020-04-08,2224392
2020-04-09,2217532
2020-04-10,2206683
2020-04-11,2213891
2020-04-12,2210705
2020-04-13,2204657
2020-04-14,2224454
2020-04-15,2211013
2020-04-16,2200746
2020-04-17,2235727
2020-04-18,2219106
2020-04-19,2236790
2020-04-20,2226149
2020-04-21,2198943
2020-04-22,2150858
2020-04-23,2089495
2020-04-24,2037546
2020-04-25,1984900
2020-04-26,1967630
2020-04-27,1948839
2020-04-28,1955549
2020-04-29,1925645
2020-04-30,1909299
2020-05-01,1927593
2020-05-02,1925232
2020-05-03,1922449
2020-05-04,1909578
2020-05-05,1901276
2020-05-06,1893272
2020-05-07,1880257
2020-05-08,1918775
2020-05-09,1928328
2020-05-10,1944955
2020-05-11,1956606
2020-05-12,1971827
2020-05-13,1962431
