date_obj,Adamant%20helm%20(h1) price
2015-03-26,5732
2015-03-27,5732
2015-03-28,5489
2015-03-29,5489
2015-03-30,5251
2015-03-31,5251
2015-04-01,5251
2015-04-02,5059
2015-04-03,5059
2015-04-04,4879
2015-04-05,4879
2015-04-06,4879
2015-04-07,4688
2015-04-08,4688
2015-04-09,4688
2015-04-10,4505
2015-04-11,4505
2015-04-12,4310
2015-04-13,4310
2015-04-14,4310
2015-04-15,4112
2015-04-16,4112
2015-04-17,3964
2015-04-18,3964
2015-04-19,3846
2015-04-20,3846
2015-04-21,3846
2015-04-22,3773
2015-04-23,3773
2015-04-24,3626
2015-04-25,3626
2015-04-26,3631
2015-04-27,3631
2015-04-28,3631
2015-04-29,3536
2015-04-30,3536
2015-05-01,3412
2015-05-02,3412
2015-05-03,3412
2015-05-04,3301
2015-05-05,3301
2015-05-06,3190
2015-05-07,3190
2015-05-08,3041
2015-05-09,3041
2015-05-10,2963
2015-05-11,2963
2015-05-12,2963
2015-05-13,2885
2015-05-14,2885
2015-05-15,2885
2015-05-16,2773
2015-05-17,2773
2015-05-18,2674
2015-05-19,2674
2015-05-20,2674
2015-05-21,2674
2015-05-22,2572
2015-05-23,2572
2015-05-24,2518
2015-05-25,2518
2015-05-26,2606
2015-05-27,2606
2015-05-28,2606
2015-05-29,2495
2015-05-30,2495
2015-05-31,2441
2015-06-01,2441
2015-06-02,2441
2015-06-03,2436
2015-06-04,2436
2015-06-05,2436
2015-06-06,2341
2015-06-07,2341
2015-06-08,2341
2015-06-09,2282
2015-06-10,2282
2015-06-11,2282
2015-06-12,2251
2015-06-13,2251
2015-06-14,2251
2015-06-15,2306
2015-06-16,2306
2015-06-17,2306
2015-06-18,2351
2015-06-19,2351
2015-06-20,2351
2015-06-21,2456
2015-06-22,2456
2015-06-23,2456
2015-06-24,2496
2015-06-25,2496
2015-06-26,2496
2015-06-27,2580
2015-06-28,2580
2015-06-29,2690
2015-06-30,2690
2015-07-01,2690
2015-07-02,2814
2015-07-03,2814
2015-07-04,2759
2015-07-05,2759
2015-07-06,2759
2015-07-07,2774
2015-07-08,2774
2015-07-09,2774
2015-07-10,2841
2015-07-11,2841
2015-07-12,2841
2015-07-13,2727
2015-07-14,2727
2015-07-15,2727
2015-07-16,2671
2015-07-17,2671
2015-07-18,2671
2015-07-19,2556
2015-07-20,2556
2015-07-21,2556
2015-07-22,2428
2015-07-23,2428
2015-07-24,2386
2015-07-25,2386
2015-07-26,2386
2015-07-27,2426
2015-07-28,2426
2015-07-29,2398
2015-07-30,2398
2015-07-31,2398
2015-08-01,2342
2015-08-02,2342
2015-08-03,2286
2015-08-04,2286
2015-08-05,2286
2015-08-06,2192
2015-08-07,2192
2015-08-08,2100
2015-08-09,2100
2015-08-10,2075
2015-08-11,2075
2015-08-12,2075
2015-08-13,2157
2015-08-14,2157
2015-08-15,2126
2015-08-16,2126
2015-08-17,2175
2015-08-18,2175
2015-08-19,2175
2015-08-20,2109
2015-08-21,2109
2015-08-22,2175
2015-08-23,2175
2015-08-24,2175
2015-08-25,2205
2015-08-26,2205
2015-08-27,2184
2015-08-28,2184
2015-08-29,2184
2015-08-30,2209
2015-08-31,2209
2015-09-01,2209
2015-09-02,2185
2015-09-03,2185
2015-09-04,2185
2015-09-05,2233
2015-09-06,2233
2015-09-07,2233
2015-09-08,2305
2015-09-09,2305
2015-09-10,2305
2015-09-11,2409
2015-09-12,2409
2015-09-13,2409
2015-09-14,2500
2015-09-15,2500
2015-09-16,2500
2015-09-17,2583
2015-09-18,2583
2015-09-19,2583
2015-09-20,2565
2015-09-21,2565
2015-09-22,2565
2015-09-23,2518
2015-09-24,2518
2015-09-25,2518
2015-09-27,2514
2015-09-28,2514
2015-09-29,2514
2015-09-30,2497
2015-10-05,2587
2015-10-06,2587
2015-10-07,2587
2015-10-08,2633
2015-10-09,2633
2015-10-10,2633
2015-10-11,2562
2015-10-12,2562
2015-10-13,2562
2015-10-14,2559
2015-10-15,2559
2015-10-16,2601
2015-10-17,2601
2015-10-18,2601
2015-10-19,2565
2015-10-20,2565
2015-10-22,2542
2015-10-23,2542
2015-10-24,2542
2015-10-25,2628
2015-10-26,2628
2015-10-27,2628
2015-10-28,2749
2015-10-29,2749
2015-10-30,2749
2015-10-31,2835
2015-11-01,2835
2015-11-02,2835
2015-11-03,2920
