date_obj,3rd%20age%20robe%20top price
2015-03-26,130797426
2015-03-27,126308267
2015-03-28,126308267
2015-03-29,126308267
2015-03-30,122980974
2015-03-31,122980974
2015-04-01,122980974
2015-04-02,122980974
2015-04-03,121649339
2015-04-04,121649339
2015-04-05,121649339
2015-04-06,121649339
2015-04-07,123258635
2015-04-08,123258635
2015-04-09,123258635
2015-04-10,123258635
2015-04-11,123258635
2015-04-12,123791586
2015-04-13,123791586
2015-04-14,123791586
2015-04-15,123791586
2015-04-16,123540242
2015-04-17,123540242
2015-04-18,123540242
2015-04-19,123540242
2015-04-20,124277405
2015-04-21,124277405
2015-04-22,124277405
2015-04-23,124277405
2015-04-24,124943065
2015-04-25,124943065
2015-04-26,124943065
2015-04-27,124943065
2015-04-28,127273034
2015-04-29,127273034
2015-04-30,127273034
2015-05-01,127273034
2015-05-02,127273034
2015-05-03,128318543
2015-05-04,128318543
2015-05-05,128318543
2015-05-06,128318543
2015-05-07,129892321
2015-05-08,129892321
2015-05-09,129892321
2015-05-10,133228453
2015-05-11,133228453
2015-05-12,133228453
2015-05-13,133228453
2015-05-14,137733352
2015-05-15,137733352
2015-05-16,137733352
2015-05-17,137733352
2015-05-18,138914824
2015-05-19,138914824
2015-05-20,138914824
2015-05-21,138914824
2015-05-22,138914824
2015-05-23,135621484
2015-05-24,135621484
2015-05-25,135621484
2015-05-26,135621484
2015-05-27,133975855
2015-05-28,133975855
2015-05-29,133975855
2015-05-30,136262368
2015-05-31,136262368
2015-06-01,136262368
2015-06-02,138046741
2015-06-03,138046741
2015-06-04,138046741
2015-06-05,139789797
2015-06-06,139789797
2015-06-07,139789797
2015-06-08,139789797
2015-06-09,139125828
2015-06-10,139125828
2015-06-11,139125828
2015-06-12,139125828
2015-06-13,139125828
2015-06-14,135462510
2015-06-15,135462510
2015-06-16,135462510
2015-06-17,135462510
2015-06-18,135462510
2015-06-19,133257650
2015-06-20,133257650
2015-06-21,133257650
2015-06-22,133257650
2015-06-23,129569370
2015-06-24,129569370
2015-06-25,129569370
2015-06-26,126398871
2015-06-27,126398871
2015-06-28,126398871
2015-06-29,126398871
2015-06-30,126398871
2015-07-01,124194717
2015-07-02,124194717
2015-07-03,124194717
2015-07-04,124943015
2015-07-05,124943015
2015-07-06,124943015
2015-07-07,126018779
2015-07-08,126018779
2015-07-09,126018779
2015-07-10,130214825
2015-07-11,130214825
2015-07-12,130214825
2015-07-13,135075791
2015-07-14,135075791
2015-07-15,135075791
2015-07-16,135075791
2015-07-17,136246476
2015-07-18,136246476
2015-07-19,136246476
2015-07-20,137957107
2015-07-21,137957107
2015-07-22,137957107
2015-07-23,137957107
2015-07-24,137558228
2015-07-25,137558228
2015-07-26,137558228
2015-07-27,136271866
2015-07-28,136271866
2015-07-29,137057250
2015-07-30,137057250
2015-07-31,137057250
2015-08-01,137057250
2015-08-02,136325868
2015-08-03,136325868
2015-08-04,136325868
2015-08-05,135720345
2015-08-06,135720345
2015-08-07,135720345
2015-08-08,135928108
2015-08-09,135928108
2015-08-10,135992458
2015-08-11,135992458
2015-08-12,135992458
2015-08-13,136380156
2015-08-14,136380156
2015-08-15,137509083
2015-08-16,137509083
2015-08-17,137509083
2015-08-18,137221915
2015-08-19,137221915
2015-08-20,137221915
2015-08-21,137036264
2015-08-22,137036264
2015-08-23,137036264
2015-08-24,137036264
2015-08-25,136433459
2015-08-26,136433459
2015-08-27,135412942
2015-08-28,135412942
2015-08-29,135412942
2015-08-30,135412942
2015-08-31,134503516
2015-09-01,134503516
2015-09-02,134503516
2015-09-03,134503516
2015-09-04,133259487
2015-09-05,133259487
2015-09-06,133259487
2015-09-07,133259487
2015-09-08,130438436
2015-09-09,130438436
2015-09-10,130438436
2015-09-11,131212104
2015-09-12,131212104
2015-09-13,131212104
2015-09-14,131623862
2015-09-15,131623862
2015-09-16,131623862
2015-09-17,132415981
2015-09-18,132415981
2015-09-19,132415981
2015-09-20,133394959
2015-09-21,133394959
2015-09-22,134046520
2015-09-23,134046520
2015-09-24,134046520
2015-09-25,135611908
2015-09-27,135611908
2015-09-28,135254976
2015-09-29,135254976
2015-09-30,135400528
2015-10-05,135961968
2015-10-06,137093540
2015-10-07,137093540
2015-10-08,137093540
2015-10-09,136798547
2015-10-10,136798547
2015-10-11,136798547
2015-10-12,136671116
2015-10-13,136671116
2015-10-14,136671116
2015-10-15,136595340
2015-10-16,136595340
2015-10-17,136595340
2015-10-18,137746302
2015-10-19,137746302
2015-10-20,137612864
2015-10-22,137612864
2015-10-23,137055710
2015-10-24,137055710
2015-10-25,137836344
2015-10-26,137836344
2015-10-27,137836344
2015-10-28,140166493
2015-10-29,140166493
2015-10-30,140166493
2015-10-31,145462878
2015-11-01,145462878
2015-11-02,145462878
2015-11-03,146434074
2015-11-04,146434074
2015-11-05,146434074
2015-11-06,146374959
2015-11-07,146374959
2015-11-08,146374959
2015-11-09,146374959
2015-11-10,145876213
2015-11-11,145876213
2015-11-12,145876213
2015-11-13,147246769
2015-11-14,147246769
2015-11-15,147246769
2015-11-16,146651479
2015-11-17,146651479
2015-11-18,146651479
2015-11-19,146651479
2015-11-20,146824603
2015-11-21,146824603
2015-11-22,146824603
2015-11-23,151674352
2015-11-24,151674352
2015-11-25,151674352
2015-11-26,152567891
2015-11-27,152567891
2015-11-28,152567891
2015-11-29,152567891
2015-11-30,153683162
2015-12-01,153683162
2015-12-02,153683162
2015-12-03,153683162
2015-12-04,154306120
2015-12-05,154306120
2015-12-06,154306120
2015-12-07,155689960
2015-12-08,155689960
2015-12-09,155689960
2015-12-10,158195282
2015-12-11,158195282
2015-12-12,158195282
2015-12-13,165018314
2015-12-14,165018314
2015-12-15,165018314
2015-12-16,165942479
2015-12-17,165942479
2015-12-18,165942479
2015-12-19,165942479
2015-12-20,162985217
2015-12-21,162985217
2015-12-22,162985217
2015-12-23,162985217
2015-12-24,158152835
2015-12-25,158152835
2015-12-26,158152835
2015-12-27,156377035
2015-12-28,156377035
2015-12-29,156377035
2015-12-30,155679573
2015-12-31,155679573
2016-01-01,155679573
2016-01-02,158142454
2016-01-03,158142454
2016-01-04,161600721
2016-01-05,161600721
2016-01-06,161600721
2016-01-07,161600721
2016-01-08,167792158
2016-01-09,167792158
2016-01-10,167792158
2016-01-11,167792158
2016-01-12,173274269
2016-01-13,173274269
2016-01-14,173274269
2016-01-15,176161355
2016-01-16,176161355
2016-01-17,176161355
2016-01-18,183294919
2016-01-19,183294919
2016-01-20,183294919
2016-01-21,183294919
2016-01-22,184355124
2016-01-23,184355124
2016-01-24,184355124
2016-01-25,184355124
2016-01-26,176746793
2016-01-27,176746793
2016-01-28,176746793
2016-01-29,173298074
2016-01-30,173298074
2016-01-31,173298074
2016-02-01,169365565
2016-02-02,169365565
2016-02-03,169365565
2016-02-04,165962073
2016-02-05,165962073
2016-02-06,165962073
2016-02-07,164831499
2016-02-08,164831499
2016-02-09,164831499
2016-02-10,163101260
2016-02-11,163101260
2016-02-12,163101260
2016-02-13,161312620
2016-02-14,161312620
2016-02-15,161312620
2016-02-16,162981700
2016-02-17,162981700
2016-02-18,162981700
2016-02-19,163076243
2016-02-20,163076243
2016-02-21,162677569
2016-02-22,162677569
2016-02-23,162677569
2016-02-24,163567713
2016-02-25,163567713
2016-02-26,163567713
2016-02-27,164013760
2016-02-28,164013760
2016-02-29,164013760
2016-03-01,163657545
2016-03-02,163657545
2016-03-03,163657545
2016-03-04,163966375
2016-03-05,163966375
2016-03-06,163966375
2016-03-07,162728739
2016-03-08,162728739
2016-03-09,162728739
2016-03-10,163276956
2016-03-11,163276956
2016-03-12,163276956
2016-03-13,162817009
2016-03-14,162817009
2016-03-15,162817009
2016-03-16,161905572
2016-03-17,161905572
2016-03-18,161905572
2016-03-19,161269044
2016-03-20,161269044
2016-03-21,161269044
2016-03-22,160177330
2016-03-23,160177330
2016-03-24,160177330
2016-03-25,158426978
2016-03-26,158426978
2016-03-27,158426978
2016-03-28,151751868
2016-03-29,151751868
2016-03-30,151751868
2016-03-31,144939779
2016-04-01,144939779
2016-04-02,144939779
2016-04-03,139213682
2016-04-04,139213682
2016-04-05,144859652
2016-04-06,144859652
2016-04-07,144859652
2016-04-08,147642333
2016-04-09,147642333
2016-04-10,147642333
2016-04-11,147642333
2016-04-12,145251878
2016-04-13,145251878
2016-04-14,145251878
2016-04-15,146162975
2016-04-16,146162975
2016-04-17,146162975
2016-04-18,145293795
2016-04-19,145293795
2016-04-20,145293795
2016-04-21,145293795
2016-04-22,144369552
2016-04-23,144369552
2016-04-24,144369552
2016-04-25,144802642
2016-04-26,144802642
2016-04-27,147205176
2016-04-28,147205176
2016-04-29,147205176
2016-04-30,146758697
2016-05-01,146758697
2016-05-02,146758697
2016-05-03,145517891
2016-05-04,145517891
2016-05-05,144805435
2016-05-06,144805435
2016-05-07,143981301
2016-05-08,143981301
2016-05-09,143981301
2016-05-10,140191463
2016-05-11,140191463
2016-05-12,140191463
2016-05-13,137389162
2016-05-14,137389162
2016-05-15,137389162
2016-05-16,134544211
2016-05-17,134544211
2016-05-18,134544211
2016-05-19,131756385
2016-05-21,131756385
2016-05-22,130892677
2016-05-23,130892677
2016-05-24,130892677
2016-05-25,130827728
2016-05-26,130827728
2016-05-27,131388723
2016-05-28,131388723
2016-05-29,131388723
2016-05-30,131105127
2016-05-31,131105127
2016-06-01,131392640
2016-06-02,131392640
2016-06-03,131214067
2016-06-04,131214067
2016-06-05,131214067
2016-06-06,131375697
2016-06-07,131375697
2016-06-08,131375697
2016-06-09,131803990
2016-06-10,131803990
2016-06-11,132700189
2016-06-12,132700189
2016-06-13,132700189
2016-06-14,134038356
2016-06-15,134038356
2016-06-16,134038356
2016-06-17,132169427
2016-06-18,132169427
2016-06-19,131785340
2016-06-20,131785340
2016-06-21,130909880
2016-06-22,130909880
2016-06-23,129153625
2016-06-24,129153625
2016-06-25,129153625
2016-06-26,127541743
2016-06-27,127541743
2016-06-28,127541743
2016-06-29,127029433
2016-06-30,127029433
2016-07-01,127029433
2016-07-02,126572112
2016-07-03,126572112
2016-07-04,126572112
2016-07-05,125821689
2016-07-06,125821689
2016-07-07,125821689
2016-07-08,121523493
2016-07-09,121523493
2016-07-10,121523493
2016-07-11,118467372
2016-07-12,118467372
2016-07-13,118467372
2016-07-14,120129009
2016-07-15,120129009
2016-07-16,120129009
2016-07-17,122509482
2016-07-18,122509482
2016-07-23,128465890
2016-07-24,128465890
2016-07-25,128465890
2016-07-26,128465890
2016-07-27,128835982
2016-07-28,128835982
2016-07-29,127149578
2016-07-30,127149578
2016-07-31,127149578
2016-08-01,122865435
2016-08-02,122865435
2016-08-03,118634365
2016-08-04,118634365
2016-08-05,118634365
2016-08-06,118286562
2016-08-07,118286562
2016-08-08,118286562
2016-08-09,118166227
2016-08-10,118166227
2016-08-11,118166227
2016-08-12,117271883
2016-08-13,117271883
2016-08-14,117271883
2016-08-15,116722138
2016-08-16,116722138
2016-08-17,116722138
2016-08-18,113737261
2016-08-19,113737261
2016-08-20,108206623
2016-08-21,108206623
2016-08-22,108206623
2016-08-23,107544443
2016-08-24,107544443
2016-08-25,107544443
2016-08-26,107544443
2016-08-28,106460826
2016-08-31,106826757
2016-09-01,106826757
2016-09-02,107075798
2016-09-03,107075798
2016-09-04,107000325
2016-09-05,107000325
2016-09-06,103831611
2016-09-07,103831611
2016-09-08,103831611
2016-09-09,99863896
2016-09-10,99863896
2016-09-11,99863896
2016-09-12,94917642
2016-09-13,94917642
2016-09-14,93039519
2016-09-15,93039519
2016-09-16,89589437
2016-09-17,89589437
2016-09-18,86373111
2016-09-19,86373111
2016-09-20,82969273
2016-09-21,82969273
2016-09-22,83575651
2016-09-23,83575651
2016-09-24,83575651
2016-09-25,87140131
2016-09-26,87140131
2016-09-27,91281952
2016-09-28,95200512
2016-09-29,95200512
2016-09-30,96985106
2016-10-01,96985106
2016-10-02,92276496
2016-10-03,92276496
2016-10-04,89253056
2016-10-05,89253056
2016-10-06,89797129
2016-10-07,89797129
2016-10-08,91577766
2016-10-09,91577766
2016-10-10,91577766
2016-10-11,93607474
2016-10-12,93607474
2016-10-13,94310940
2016-10-14,94310940
2016-10-15,92793668
2016-10-16,92793668
2016-10-17,93434263
2016-10-18,93434263
2016-10-19,93434263
2016-10-20,93785404
2016-10-21,93785404
2016-10-22,93474537
2016-10-23,93474537
2016-10-24,93042629
2016-10-25,93042629
2016-10-26,92715391
2016-10-27,92715391
2016-10-28,92715391
2016-10-29,92169525
2016-10-30,92169525
2016-10-31,91742725
2016-11-01,91742725
2016-11-02,91189778
2016-11-03,91189778
2016-11-04,90237769
2016-11-05,90237769
2016-11-06,88329380
2016-11-07,88329380
2016-11-08,88329380
2016-11-09,87554197
2016-11-10,87554197
2016-11-11,87554197
2016-11-12,87017063
2016-11-13,87017063
2016-11-14,87017063
2016-11-15,86559592
2016-12-07,89881652
2016-12-08,89674643
2016-12-09,89674643
2016-12-10,86931048
2016-12-11,86931048
2016-12-12,86453686
2016-12-13,86453686
2016-12-14,85746522
2016-12-15,85746522
2016-12-16,85746522
2016-12-17,85611351
2016-12-18,85611351
2016-12-19,86701480
2016-12-20,86701480
2016-12-21,87014737
2016-12-22,87014737
2016-12-23,86235101
2016-12-24,86235101
2016-12-25,85575574
2016-12-26,85575574
2016-12-27,85619350
2016-12-28,85619350
2016-12-29,86463852
2016-12-30,86463852
2016-12-31,86990107
2017-01-01,86990107
2017-01-02,87656189
2017-01-03,87656189
2017-01-04,86559806
2017-01-05,86559806
2017-01-06,82638987
2017-01-07,78638717
2017-01-08,78638717
2017-01-09,76505505
2017-01-10,76505505
2017-01-11,77036077
2017-01-12,77036077
2017-01-13,75675987
2017-01-14,75675987
2017-01-15,75185470
2017-01-16,75185470
2017-01-17,74003557
2017-01-18,74003557
2017-01-19,73141125
2017-01-20,73141125
2017-01-21,71237634
2017-01-22,71237634
2017-01-23,71133010
2017-01-27,70304608
2017-01-28,70304608
2017-01-29,66857923
2017-01-30,66857923
2017-01-31,63515026
2017-02-01,60339274
2017-02-02,60339274
2017-02-03,60412175
2017-02-04,62844626
2017-02-05,62844626
2017-02-06,61894460
2017-02-07,61894460
2017-02-08,62239611
2017-02-09,62239611
2017-02-10,64113410
2017-02-11,64113410
2017-02-12,63270245
2017-02-13,63270245
2017-02-14,62688662
2017-02-15,62688662
2017-02-16,62134038
2017-02-17,62134038
2017-02-18,62134038
2017-02-19,62731262
2017-02-20,62731262
2017-02-21,63828277
2017-02-22,63828277
2017-02-23,60884951
2017-02-24,60884951
2017-02-25,58056232
2017-02-26,58056232
2017-02-27,55618583
2017-02-28,55046812
2017-03-01,55046812
2017-03-02,56370662
2017-03-03,56370662
2017-03-04,57071072
2017-03-05,57071072
2017-03-06,56592939
2017-03-07,56592939
2017-03-08,58363452
2017-03-09,58363452
2017-03-10,57932165
2017-03-11,57932165
2017-03-12,56184612
2017-03-13,57313001
2017-03-14,57871245
2017-03-15,57871245
2017-03-16,59031449
2017-03-17,59031449
2017-03-18,59960808
2017-03-19,60386346
2017-03-20,60386346
2017-03-21,59538150
2017-03-22,59538150
2017-03-23,60285134
2017-03-24,60285134
2017-03-25,60285134
2017-03-26,60544288
2017-03-27,60544288
2017-03-28,60808991
2017-03-29,61815227
2017-03-30,61815227
2017-03-31,62273667
2017-04-01,62273667
2017-04-02,62273667
2017-04-03,62507195
2017-04-04,62507195
2017-04-05,62707201
2017-04-12,62670494
2017-04-13,60917470
2017-04-14,60917470
2017-04-15,59577175
2017-04-16,59577175
2017-04-17,59436447
2017-04-18,59436447
2017-04-19,62056794
2017-04-20,62056794
2017-04-21,61644216
2017-04-22,61644216
2017-04-23,61677434
2017-04-24,61677434
2017-04-25,61443871
2017-04-26,61443871
2017-04-27,61310446
2017-04-28,61310446
2017-04-29,60798084
2017-04-30,61576213
2017-05-01,61576213
2017-05-02,63136867
2017-05-03,63136867
2017-05-04,64380638
2017-05-05,64380638
2017-05-06,63194561
2017-05-07,63194561
2017-05-08,62023277
2017-05-09,61934601
2017-05-10,61934601
2017-05-11,61368011
2017-05-12,61368011
2017-05-13,61073677
2017-05-14,61073677
2017-05-15,59790799
2017-05-16,59790799
2017-05-17,59434561
2017-05-18,59434561
2017-05-19,58880592
2017-05-20,58640396
2017-05-21,58640396
2017-05-22,58640396
2017-05-23,57992855
2017-05-24,57411613
2017-05-25,57411613
2017-05-26,55995699
2017-05-27,55995699
2017-05-28,57211177
2017-05-29,57211177
2017-05-30,59664294
2017-05-31,59664294
2017-06-01,60147703
2017-06-02,60147703
2017-06-03,57512036
2017-06-04,57512036
2017-06-05,56038616
2017-06-06,56506103
2017-06-07,57433982
2017-06-08,57433982
2017-06-09,58848073
2017-06-10,57426931
2017-06-11,57426931
2017-06-12,54865848
2017-06-13,54865848
2017-06-14,56598753
2017-06-15,56598753
2017-06-16,59042750
2017-06-17,59042750
2017-06-18,61079791
2017-06-19,61079791
2017-06-20,61079791
2017-06-21,61527731
2017-06-22,61527731
2017-06-23,61527731
2017-06-24,59824757
2017-06-25,59824757
2017-06-26,56859521
2017-06-27,56859521
2017-06-28,55891464
2017-06-29,55891464
2017-06-30,55201004
2017-07-01,55201004
2017-07-02,54541511
2017-07-03,55093490
2017-07-04,55093490
2017-07-05,54900033
2017-07-06,54900033
2017-07-07,54253462
2017-07-08,54253462
2017-07-09,53995861
2017-07-13,51883305
2017-07-14,51883305
2017-07-15,50866981
2017-07-16,50866981
2017-07-17,52627698
2017-07-18,52627698
2017-07-19,50354844
2017-07-20,50354844
2017-07-21,49435763
2017-07-22,49755827
2017-07-23,51027677
2017-07-24,51027677
2017-07-25,53050849
2017-07-26,53050849
2017-07-27,51550883
2017-07-28,51550883
2017-07-29,51472699
2017-07-30,51472699
2017-07-31,50737774
2017-08-01,50737774
2017-08-02,50571182
2017-08-03,50571182
2017-08-04,50571182
2017-08-05,50779377
2017-08-06,50779377
2017-08-07,51399642
2017-08-08,51399642
2017-08-09,52478815
2017-08-10,52478815
2017-08-11,52479880
2017-08-12,52479880
2017-08-13,52054849
2017-08-14,52054849
2017-08-15,51788365
2017-08-16,51788365
2017-08-17,51638487
2017-08-18,51638487
2017-08-19,51638487
2017-08-20,52013501
2017-08-21,52013501
2017-08-22,51639627
2017-08-23,51639627
2017-08-24,51639627
2017-08-25,51049406
2017-08-26,51049406
2017-08-27,50517791
2017-08-28,50517791
2017-08-29,50517791
2017-08-30,50300544
2017-08-31,50300544
2017-09-01,50300544
2017-09-02,49958830
2017-09-03,49958830
2017-09-04,49958830
2017-09-05,50288716
2017-09-06,50288716
2017-09-07,50649763
2017-09-08,50649763
2017-09-09,50649763
2017-09-10,50258450
2017-09-11,50258450
2017-09-12,50258450
2017-09-13,50379478
