date_obj,Saradomin%20full%20helm price
2015-10-15,104462
2015-10-16,104462
2015-10-17,104462
2015-10-18,99835
2015-10-19,99835
2015-10-20,94945
2015-10-22,91228
2015-10-23,91228
2015-10-24,86769
2015-10-25,82913
2015-10-26,82913
2015-10-27,83442
2015-10-29,83404
2015-10-30,83404
2015-10-31,81592
2015-11-01,81592
2015-11-02,80870
2015-11-03,80870
2015-11-04,81001
2015-11-05,81001
2015-11-06,80655
2015-11-07,81740
2015-11-08,81740
2015-11-09,81740
2015-11-10,83151
2015-11-11,83151
2015-11-12,82981
2015-11-13,82981
2015-11-14,84376
2015-11-15,84376
2015-11-16,85846
2015-11-17,85846
2015-11-18,87246
2015-11-19,87246
2015-11-20,86854
2015-11-21,86854
2015-11-22,87501
2015-11-23,87501
2015-11-24,90366
2015-11-25,92560
2015-11-26,92560
2015-11-27,94955
2015-11-28,94955
2015-11-29,95569
2015-11-30,95569
2015-12-01,97422
2015-12-02,97422
2015-12-03,99718
2015-12-04,99718
2015-12-05,99718
2015-12-06,101843
2015-12-07,101843
2015-12-08,104789
2015-12-09,105413
2015-12-10,105413
2015-12-11,106436
2015-12-12,106436
2015-12-13,105572
2015-12-14,105572
2015-12-15,104893
2015-12-16,104893
2015-12-17,106964
2015-12-18,106964
2015-12-19,107449
2015-12-20,107449
2015-12-21,107239
2015-12-22,107239
2015-12-23,107691
2015-12-24,107691
2015-12-25,109058
2015-12-26,109058
2015-12-27,109133
2015-12-28,109133
2015-12-29,107932
2015-12-30,107932
2015-12-31,107763
2016-01-01,107763
2016-01-02,107811
2016-01-03,107811
2016-01-04,107032
2016-01-05,107032
2016-01-06,102508
2016-01-07,102508
2016-01-08,97770
2016-01-09,97770
2016-01-10,93953
2016-01-11,93953
2016-01-12,94413
2016-01-13,94413
2016-01-14,92544
2016-01-15,92544
2016-01-16,90024
2016-01-17,90024
2016-01-18,87220
2016-01-19,87220
2016-01-20,87089
2016-01-21,87089
2016-01-22,87561
2016-01-23,87561
2016-01-24,87279
2016-01-25,87292
2016-01-26,87292
2016-01-27,85535
2016-01-28,85535
2016-01-29,83637
2016-01-30,83637
2016-01-31,83202
2016-02-01,83641
2016-02-02,83641
2016-02-03,83093
2016-02-04,83093
2016-02-05,82817
2016-02-06,83384
2016-02-07,83384
2016-02-08,84733
2016-02-09,84733
2016-02-10,83217
2016-02-11,83217
2016-02-12,82014
2016-02-13,81328
2016-02-14,81328
2016-02-15,82181
2016-02-16,82181
2016-02-17,84291
2016-02-18,84291
2016-02-19,87900
2016-02-20,87900
2016-02-21,91938
2016-02-22,91938
2016-02-23,96506
2016-02-24,96506
2016-02-25,101332
2016-02-26,101332
2016-02-27,106399
2016-02-28,106399
2016-02-29,111719
2016-03-01,116643
2016-03-02,116643
2016-03-03,122476
2016-03-04,127999
2016-03-05,127999
2016-03-06,134399
2016-03-07,134399
2016-03-08,140838
2016-03-09,147393
2016-03-10,153978
2016-03-11,153978
2016-03-12,161615
2016-03-13,161615
2016-03-14,167942
2016-03-15,167942
2016-03-16,172121
2016-03-17,172121
2016-03-18,174920
2016-03-19,174920
2016-03-20,174755
2016-03-21,174755
2016-03-22,170108
2016-03-23,170108
2016-03-24,163049
2016-03-25,155835
2016-03-26,155835
2016-03-27,150059
2016-03-28,146601
2016-03-29,146601
2016-03-30,149546
2016-03-31,149546
2016-04-01,155691
2016-04-02,155691
2016-04-03,156014
2016-04-04,156014
2016-04-05,148672
2016-04-06,148672
2016-04-07,141987
2016-04-08,141987
2016-04-09,136640
2016-04-10,136640
2016-04-11,136289
2016-04-12,136289
2016-04-13,134012
2016-04-14,134012
2016-04-15,131903
2016-04-16,131903
2016-04-17,136442
2016-04-18,134188
2016-04-19,134188
2016-04-20,131588
2016-04-21,131588
2016-04-22,131036
2016-04-23,131036
2016-04-24,129760
2016-04-25,127918
2016-04-26,127918
2016-04-27,129325
2016-04-28,129325
2016-04-29,130740
2016-04-30,130740
2016-05-01,131374
2016-05-02,131374
2016-05-03,136217
2016-05-04,136217
2016-05-05,139740
2016-05-06,139740
2016-05-07,137570
2016-05-08,137570
2016-05-09,134977
2016-05-10,134977
2016-05-11,132029
2016-05-12,132029
2016-05-13,128461
2016-05-14,128461
2016-05-15,126028
2016-05-16,126028
2016-05-17,127126
2016-05-18,127126
2016-05-19,128491
2016-05-22,119530
2016-05-23,116013
2016-05-24,115819
2016-05-25,115819
2016-05-26,115605
2016-05-27,114806
2016-05-28,114806
2016-05-29,111158
2016-05-30,111158
2016-05-31,108032
2016-06-01,106433
2016-06-02,106433
2016-06-03,103559
2016-06-04,103447
2016-06-05,103447
2016-06-06,103403
2016-06-07,103403
2016-06-08,102405
2016-06-09,103581
2016-06-10,103893
2016-06-11,103893
2016-06-12,105899
2016-06-13,105899
2016-06-14,108263
2016-06-15,108263
2016-06-16,110866
2016-06-17,111518
2016-06-18,111518
2016-06-19,110721
2016-06-20,110721
2016-06-21,112550
2016-06-22,114285
2016-06-23,114915
2016-06-24,114915
2016-06-25,114729
2016-06-26,114729
2016-06-27,115650
2016-06-28,115650
2016-06-29,114520
2016-06-30,114520
2016-07-01,113611
2016-07-02,113611
2016-07-03,110338
2016-07-04,105393
2016-07-05,105393
2016-07-06,100896
2016-07-07,100896
2016-07-08,96727
2016-07-09,92400
2016-07-10,88215
2016-07-11,85287
2016-07-12,85287
2016-07-13,83323
2016-07-14,83323
2016-07-15,85534
2016-07-16,85534
2016-07-17,85932
2016-07-18,85932
2016-07-23,77413
2016-07-24,77413
2016-07-25,78672
2016-07-26,78672
2016-07-27,79312
2016-07-28,79312
2016-07-29,78472
2016-07-30,78472
2016-07-31,76419
2016-08-01,76419
2016-08-02,77473
2016-08-03,77473
2016-08-04,78069
2016-08-05,78069
2016-08-06,78115
2016-08-07,78115
2016-08-08,76797
2016-08-09,76797
2016-08-10,78491
2016-08-11,78491
2016-08-12,80532
2016-08-13,80532
2016-08-14,83501
2016-08-15,83501
2016-08-16,85362
2016-08-17,85362
2016-08-18,88549
2016-08-19,88549
2016-08-20,91425
2016-08-21,91425
2016-08-22,92826
2016-08-23,92826
2016-08-24,94177
2016-08-25,94177
2016-08-26,94177
2016-08-28,95253
2016-08-31,96381
2016-09-01,97421
2016-09-02,97421
2016-09-03,97081
2016-09-04,97081
2016-09-05,98948
2016-09-06,98948
2016-09-07,100611
2016-09-08,100611
2016-09-09,103335
2016-09-10,103335
2016-09-11,107900
2016-09-12,107900
2016-09-13,112750
2016-09-14,112750
2016-09-15,117555
2016-09-16,117555
2016-09-17,122577
2016-09-18,122577
2016-09-19,128706
2016-09-20,128706
2016-09-21,128706
2016-09-22,133684
2016-09-23,133684
2016-09-24,133684
2016-09-25,138462
2016-09-26,138462
2016-09-27,139433
2016-09-28,139433
2016-09-29,144189
2016-09-30,144189
2016-10-01,150204
2016-10-02,150204
2016-10-03,150204
2016-10-04,153083
2016-10-05,153083
2016-10-06,145428
2016-10-07,145428
2016-10-08,138156
2016-10-09,138156
2016-10-10,131395
2016-10-11,125144
2016-10-12,119264
2016-10-13,113677
2016-10-14,108353
2016-10-15,103186
2016-10-16,98672
2016-10-17,93738
2016-10-18,93738
2016-10-19,89301
2016-10-20,89301
2016-10-21,86800
2016-10-22,86800
2016-10-23,84667
2016-10-24,81948
2016-10-25,81948
2016-10-26,81132
2016-10-27,81132
2016-10-28,81132
2016-10-29,78554
2016-10-30,78554
2016-10-31,75349
2016-11-01,75349
2016-11-02,73109
2016-11-03,73109
2016-11-04,71153
2016-11-05,71153
2016-11-06,69264
2016-11-07,69264
2016-11-08,67171
2016-11-09,67171
2016-11-10,65675
2016-11-11,65675
2016-11-12,66027
2016-11-13,66027
2016-11-14,65422
2016-12-08,58778
2016-12-09,59624
2016-12-10,59624
2016-12-11,59049
2016-12-12,59049
2016-12-13,59713
2016-12-14,60557
2016-12-15,60557
2016-12-16,60850
2016-12-17,60684
2016-12-18,60684
2016-12-19,61239
2016-12-20,61239
2016-12-21,60356
2016-12-22,60356
2016-12-23,60403
2016-12-24,60403
2016-12-25,58329
2016-12-26,58329
2016-12-27,57463
2016-12-28,57463
2016-12-29,55873
2016-12-30,55873
2016-12-31,54808
2017-01-01,54808
2017-01-02,53365
2017-01-03,53365
2017-01-04,53569
2017-01-05,53569
2017-01-06,53913
2017-01-07,53880
2017-01-08,53880
2017-01-09,53808
2017-01-10,53808
2017-01-11,52860
2017-01-12,51310
2017-01-13,51310
2017-01-14,50308
2017-01-15,48436
2017-01-16,47709
2017-01-17,48062
2017-01-18,47826
2017-01-19,47826
2017-01-20,49049
2017-01-21,49817
2017-01-22,49817
2017-01-27,53362
2017-01-28,54076
2017-01-29,52966
2017-01-30,52966
2017-01-31,52382
2017-02-01,52814
2017-02-02,52814
2017-02-03,51004
2017-02-04,49535
2017-02-05,49535
2017-02-06,49134
2017-02-07,49134
2017-02-08,48850
2017-02-09,48850
2017-02-10,47459
2017-02-11,46952
2017-02-12,46952
2017-02-13,46082
2017-02-14,44815
2017-02-15,44815
2017-02-16,43317
2017-02-18,41648
2017-02-19,40582
2017-02-20,40582
2017-02-21,40498
2017-02-22,40498
2017-02-23,40136
2017-02-24,40136
2017-02-25,38474
2017-02-26,38474
2017-02-27,36937
2017-02-28,35282
2017-03-01,35282
2017-03-02,34395
2017-03-03,34395
2017-03-04,34644
2017-03-05,34644
2017-03-06,34669
2017-03-07,34669
2017-03-08,34886
2017-03-09,34886
2017-03-10,35822
2017-03-11,36913
2017-03-12,36913
2017-03-13,37339
2017-03-14,36629
2017-03-15,35111
2017-03-16,34889
2017-03-17,34889
2017-03-18,34609
2017-03-19,35172
2017-03-20,35797
2017-03-21,35873
2017-03-22,35873
2017-03-23,36048
2017-03-24,35958
2017-03-25,35958
2017-03-26,36364
2017-03-27,36937
2017-03-28,36937
2017-03-29,36833
2017-03-30,36354
2017-03-31,35786
2017-04-01,35786
2017-04-02,35646
2017-04-03,35243
2017-04-04,35243
2017-04-12,39514
2017-04-13,40667
2017-04-14,40667
2017-04-15,41281
2017-04-16,41627
2017-04-17,41704
2017-04-18,41704
2017-04-19,42731
2017-04-20,42731
2017-04-21,43886
2017-04-22,43886
2017-04-23,43958
2017-04-24,44332
2017-04-25,44959
2017-04-26,44959
2017-04-27,45989
2017-04-28,45989
2017-04-29,46516
2017-04-30,46516
2017-05-01,47164
2017-05-02,47164
2017-05-03,47278
2017-05-04,47328
2017-05-05,47328
2017-05-06,47391
2017-05-07,47391
2017-05-08,47634
2017-05-09,48264
2017-05-10,48264
2017-05-11,48436
2017-05-12,48633
2017-05-13,48106
2017-05-14,48106
2017-05-15,48270
2017-05-16,47300
2017-05-17,47300
2017-05-18,47185
2017-05-19,47185
2017-05-20,47612
2017-05-21,47612
2017-05-22,48420
2017-05-23,48420
2017-05-24,48636
2017-05-25,48636
2017-05-26,48420
2017-05-27,48420
2017-05-28,47918
2017-05-29,47918
2017-05-30,47154
2017-05-31,46970
2017-06-01,46646
2017-06-02,46378
2017-06-03,46378
2017-06-06,45336
2017-06-07,45539
2017-06-08,45539
2017-06-09,44466
2017-06-10,43134
2017-06-11,42487
2017-06-12,42487
2017-06-13,42695
2017-06-14,42695
2017-06-15,42635
2017-06-16,42635
2017-06-17,42653
2017-06-18,42746
2017-06-19,42746
2017-06-20,43110
2017-06-21,43110
2017-06-22,42835
2017-06-23,42835
2017-06-24,42413
2017-06-25,42413
2017-06-26,41815
2017-06-27,42165
2017-06-28,42165
2017-06-29,41560
2017-06-30,41560
2017-07-01,40993
2017-07-02,40993
2017-07-03,41531
2017-07-04,41531
2017-07-05,42331
2017-07-06,43194
2017-07-07,43194
2017-07-08,44541
2017-07-13,42818
2017-07-14,41900
2017-07-15,41900
2017-07-16,42283
2017-07-17,42609
2017-07-18,42609
2017-07-19,42227
2017-07-20,42321
2017-07-21,42357
2017-07-22,41626
2017-07-23,41595
2017-07-24,41595
2017-07-25,41335
2017-07-26,41279
2017-07-27,42169
2017-07-28,42169
2017-07-29,41654
2017-07-30,42017
2017-07-31,42017
2017-08-01,42352
2017-08-02,42148
2017-08-03,42148
2017-08-04,42363
2017-08-05,42041
2017-08-06,42041
2017-08-09,41930
2017-08-10,41806
2017-08-11,41806
2017-08-12,41932
2017-08-13,41932
2017-08-14,42558
2017-08-15,42993
2017-08-17,43975
2017-08-18,43975
2017-08-19,44334
2017-08-20,43714
2017-08-21,43714
2017-08-22,43694
2017-08-23,43694
2017-08-24,43355
2017-08-25,43355
2017-08-26,43659
2017-08-27,43659
2017-08-28,43858
2017-08-29,43858
2017-08-30,44627
2017-08-31,44627
2017-09-01,44656
2017-09-02,44797
2017-09-03,44797
2017-09-04,44984
2017-09-05,44806
2017-09-06,44806
2017-09-07,45406
2017-09-08,45406
2017-09-09,45119
2017-09-10,45119
2017-09-11,45112
2017-09-12,45112
2017-09-13,44870
2017-09-14,44945
2017-09-15,44945
2017-09-16,44713
2017-09-17,45410
2017-09-19,44982
2017-09-20,44982
2017-09-21,45046
2017-09-22,45046
2017-09-23,43915
2017-09-24,43915
2017-09-25,44455
2017-09-26,44455
2017-09-27,43855
2017-09-28,43855
2017-09-29,43345
2017-09-30,43345
2017-10-01,43533
2017-10-02,43533
2017-10-03,44869
2017-10-04,44869
2017-10-05,45752
2017-10-06,45752
2017-10-07,45916
2017-10-08,45916
2017-10-09,45948
2017-10-10,45948
2017-10-11,45295
2017-10-12,44429
2017-10-13,44429
2017-10-14,43841
2017-10-15,43841
2017-10-16,44367
2017-10-17,44367
2017-10-18,44374
2017-10-19,44374
2017-10-20,45908
2017-10-21,45908
2017-10-22,46904
2017-10-23,46904
2017-10-24,47695
2017-10-25,47865
2017-10-26,47865
2017-10-27,48438
2017-10-28,48438
2017-10-29,49135
2017-10-30,49135
2017-10-31,50570
2017-11-01,50570
2017-11-02,50828
2017-11-03,50828
2017-11-04,49776
2017-11-05,49776
2017-11-06,48388
2017-11-07,48388
2017-11-08,48305
2017-11-09,48305
2017-11-10,48271
2017-11-11,48271
2017-11-12,47608
2017-11-13,47608
2017-11-14,47351
2017-11-15,47351
2017-11-16,46802
2017-11-17,46802
2017-11-18,46638
2017-11-19,46625
2017-11-20,46625
2017-11-21,46830
2017-11-22,46830
2017-11-23,45718
2017-11-24,45718
2017-11-25,45902
2017-11-26,45902
2017-11-27,46624
2017-11-28,46624
2017-11-29,47133
2017-11-30,47133
2017-12-01,46940
2017-12-02,46940
2017-12-03,46180
2017-12-04,46180
2017-12-05,46941
2017-12-06,46941
2017-12-07,46986
2017-12-08,46986
2017-12-09,46634
2017-12-10,47023
2017-12-11,47023
2017-12-12,47236
2017-12-13,47236
2017-12-14,48318
2017-12-15,48840
2017-12-16,48840
2017-12-17,49576
2017-12-18,50195
2017-12-19,50195
2017-12-20,50331
2017-12-21,49825
2017-12-22,49825
2017-12-23,48577
2017-12-24,48577
2017-12-25,47976
2017-12-26,46458
2017-12-27,46367
2017-12-28,46367
2017-12-29,46954
2017-12-30,47616
2017-12-31,47616
2018-01-01,47997
2018-01-02,47997
2018-01-03,48846
2018-01-04,48846
2018-01-05,48823
2018-01-06,48083
2018-01-07,48083
2018-01-08,47135
2018-01-09,46267
2018-01-10,46267
2018-01-11,46054
2018-01-12,46054
2018-01-13,46795
2018-01-14,46795
2018-01-15,47079
2018-01-16,47176
2018-01-17,46981
2018-01-18,47147
2018-01-19,47147
2018-01-20,47422
2018-01-21,47422
2018-01-22,48505
2018-01-23,48825
2018-01-24,48915
2018-01-25,48582
2018-01-26,47604
2018-01-27,46775
2018-01-28,46636
2018-01-29,47229
2018-01-30,47768
2018-02-01,48448
2018-02-02,47903
2018-02-03,47924
2018-02-04,47991
2018-02-05,48084
2018-02-06,47749
2018-02-07,47423
2018-02-08,47423
2018-02-09,48116
2018-02-10,48116
2018-02-11,49161
2018-02-12,50281
2018-02-13,50507
2018-02-14,51675
2018-02-15,53262
2018-02-16,54416
2018-02-17,55220
2018-02-18,55281
2018-02-19,55816
2018-02-20,56711
2018-02-21,57718
2018-02-22,58427
2018-02-23,59206
2018-02-24,59116
2018-02-25,57628
2018-02-26,57727
2018-02-27,57099
2018-02-28,57099
2018-03-01,55187
2018-03-02,53954
2018-03-03,53360
2018-03-04,53360
2018-03-05,53669
2018-03-06,53873
2018-03-07,54281
2018-03-08,54404
2018-03-09,54369
2018-03-10,55257
2018-03-11,55408
2018-03-12,54608
2018-03-13,54043
2018-03-14,54547
2018-03-15,52665
2018-03-16,51567
2018-03-17,49643
2018-03-18,48963
2018-03-19,48963
2018-03-20,48249
2018-03-21,47852
2018-03-23,48668
2018-03-24,49009
2018-03-26,48322
2018-03-27,49847
2018-03-28,50377
2018-03-29,51057
2018-03-30,51501
2018-03-31,52484
2018-04-01,52889
2018-04-02,53569
2018-04-03,53813
2018-04-04,53381
2018-04-05,53381
2018-04-06,52993
2018-04-08,53393
2018-04-09,52440
2018-04-10,52169
2018-04-11,52948
2018-04-12,53553
2018-04-13,54040
2018-04-14,54095
2018-04-15,52897
2018-04-16,52897
2018-04-17,52482
2018-04-18,52482
2018-04-19,52318
2018-04-20,52434
2018-04-21,53613
2018-04-22,54196
2018-04-23,54728
2018-04-24,54759
2018-04-25,55335
2018-04-26,55335
2018-04-27,55774
2018-04-28,55693
2018-04-29,54825
2018-04-30,54438
2018-05-01,54693
2018-05-02,55540
2018-05-03,55977
2018-05-04,55932
2018-05-05,56379
2018-05-06,56379
2018-05-07,57197
2018-05-08,57408
2018-05-09,57995
2018-05-10,57249
2018-05-11,56187
2018-05-12,54984
2018-05-13,54984
2018-05-14,55146
2018-05-15,54886
2018-05-16,56392
2018-05-17,56964
2018-05-18,56547
2018-05-19,58353
2018-05-20,58033
2018-05-21,58925
2018-05-22,58925
2018-05-23,59581
2018-05-24,59751
2018-05-25,59743
2018-05-26,59517
2018-05-27,59517
2018-05-28,57775
2018-05-29,56001
2018-05-30,56237
2018-05-31,55713
2018-06-01,54833
2018-06-02,55292
2018-06-03,55156
2018-06-04,54331
2018-06-05,55258
2018-06-06,55359
2018-06-07,55296
2018-06-08,54756
2018-06-09,54756
2018-06-10,53797
2018-06-11,53864
2018-06-12,53859
2018-06-13,52587
2018-06-14,51561
2018-06-15,50759
2018-06-16,49579
2018-06-17,48895
2018-06-18,48737
2018-06-19,49142
2018-06-20,49142
2018-06-21,48612
2018-06-22,49195
2018-06-23,49195
2018-06-24,47430
2018-06-25,47527
2018-06-26,47996
2018-06-27,48688
2018-06-28,49394
2018-06-29,49320
2018-06-30,48224
2018-07-01,48037
2018-07-02,48037
2018-07-03,47216
2018-07-04,48203
2018-07-05,48351
2018-07-06,48503
2018-07-07,48274
2018-07-08,47661
2018-07-09,47331
2018-07-10,48314
2018-07-11,48492
2018-07-12,49308
2018-07-13,50169
2018-07-14,50521
2018-07-15,50751
2018-07-16,50614
2018-07-17,50170
2018-07-18,49895
2018-07-19,49155
2018-07-20,49711
2018-07-21,49830
2018-07-22,50529
2018-07-23,52560
2018-07-24,54406
2018-07-25,55809
2018-07-26,57570
2018-07-27,60038
2018-07-28,61973
2018-07-29,62870
2018-07-30,64361
2018-07-31,65558
2018-08-01,65558
2018-08-02,65737
2018-08-03,67515
2018-08-04,67975
2018-08-05,69281
2018-08-06,70124
2018-08-07,70863
2018-08-08,69732
2018-08-09,69732
2018-08-10,69550
2018-08-11,68786
2018-08-12,68093
2018-08-14,67546
2018-08-16,66762
2018-08-17,66216
2018-08-18,66034
2018-08-19,66584
2018-08-20,66738
2018-08-21,66679
2018-08-22,68019
2018-08-23,67719
2018-08-24,67869
2018-08-25,66972
2018-08-26,66012
2018-08-27,66385
2018-08-28,67430
2018-08-29,67497
2018-08-30,67936
2018-08-31,68295
2018-09-01,66520
2018-09-02,65889
2018-09-03,65319
2018-09-04,65006
2018-09-05,63773
2018-09-06,63773
2018-09-07,63661
2018-09-08,63525
2018-09-09,63213
2018-09-10,63128
2018-09-11,61509
2018-09-12,61371
2018-09-13,62207
2018-09-14,61705
2018-09-15,61314
2018-09-16,62901
2018-09-17,62917
2018-09-18,62650
2018-09-19,61745
2018-09-20,61060
2018-09-21,60353
2018-09-22,58582
2018-09-23,59391
2018-09-24,59319
2018-09-25,58834
2018-09-26,58750
2018-09-27,59058
2018-09-28,58961
2018-09-29,59409
2018-09-30,59761
2018-10-02,61589
2018-10-03,61321
2018-10-04,61422
2018-10-05,61026
2018-10-06,60871
2018-10-07,58592
2018-10-08,57236
2018-10-09,57567
2018-10-10,58449
2018-10-11,59446
2018-10-12,60475
2018-10-13,60908
2018-10-14,61275
2018-10-15,62018
2018-10-16,63210
2018-10-17,63465
2018-10-18,64518
2018-10-19,65678
2018-10-20,65678
2018-10-21,65440
2018-10-22,64443
2018-10-23,65967
2018-10-24,67142
2018-10-25,66862
2018-10-26,65373
2018-10-27,65680
2018-10-28,67133
2018-10-29,69392
2018-10-30,71335
2018-10-31,73855
2018-11-01,76454
2018-11-03,79532
2018-11-04,81499
2018-11-05,85266
2018-11-06,89530
2018-11-07,94007
2018-11-08,98708
2018-11-09,103644
2018-11-10,108798
2018-11-11,114238
2018-11-12,119950
2018-11-13,125948
2018-11-14,132246
2018-11-15,138859
2018-11-16,145591
2018-11-17,152871
2018-11-18,160515
2018-11-19,168541
2018-11-20,176969
2018-11-21,185809
2018-11-22,195100
2018-11-23,203908
2018-11-24,213830
2018-11-25,221387
2018-11-26,229542
2018-11-27,225763
2018-11-28,221052
2018-11-29,216689
2018-12-01,205328
2018-12-02,197782
2018-12-03,188776
2018-12-04,183130
2018-12-05,177638
2018-12-07,168206
2018-12-09,161986
2018-12-10,159304
2018-12-11,158554
2018-12-12,159836
2018-12-13,156861
2018-12-14,153137
2018-12-15,148665
2018-12-16,145916
2018-12-17,141442
2018-12-18,139219
2018-12-19,138052
2018-12-20,134963
2018-12-21,130275
2018-12-22,128199
2018-12-23,125446
2018-12-24,124451
2018-12-25,122441
2018-12-26,120037
2018-12-27,120232
2018-12-28,119727
2018-12-29,116939
2018-12-30,113041
2018-12-31,110173
2019-01-01,107786
2019-01-02,104724
2019-01-03,101760
2019-01-04,100620
2019-01-05,98379
2019-01-06,100106
2019-01-08,100554
2019-01-10,98564
2019-01-11,93793
2019-01-12,89112
2019-01-13,85020
2019-01-14,81520
2019-01-15,80278
2019-01-16,80994
2019-01-17,80769
2019-01-18,79729
2019-01-19,77799
2019-01-20,78167
2019-01-21,77906
2019-01-22,76272
2019-01-23,75553
2019-01-24,74536
2019-01-25,74425
2019-01-26,73517
2019-01-27,72419
2019-01-29,70243
2019-01-30,68979
2019-01-31,68644
2019-02-01,68078
2019-02-02,68565
2019-02-03,69296
2019-02-04,69517
2019-02-05,70739
2019-02-06,72049
2019-02-07,73762
2019-02-08,74400
2019-02-09,74685
2019-02-10,73679
2019-02-11,72655
2019-02-12,70980
2019-02-13,69815
2019-02-14,68034
2019-02-15,66430
2019-02-16,65887
2019-02-17,64487
2019-02-18,64082
2019-02-19,63531
2019-02-20,63465
2019-02-21,62487
2019-02-22,61971
2019-02-23,62383
2019-02-24,63016
2019-02-25,63399
2019-02-26,64174
2019-02-27,64815
2019-02-28,63786
2019-03-01,63792
2019-03-02,63508
2019-03-03,62602
2019-03-04,61784
2019-03-05,61942
2019-03-06,61201
2019-03-07,60358
2019-03-08,60239
2019-03-09,59345
2019-03-10,59458
2019-03-11,59929
2019-03-12,59804
2019-03-13,60580
2019-03-14,60613
2019-03-15,61785
2019-03-16,62080
2019-03-17,62017
2019-03-18,62800
2019-03-19,61338
2019-03-20,60667
2019-03-21,61024
2019-03-22,60240
2019-03-23,60540
2019-03-24,60555
2019-03-25,61186
2019-03-26,60611
2019-03-27,59940
2019-03-28,59786
2019-03-29,59880
2019-03-30,59880
2019-03-31,59493
2019-04-01,59687
2019-04-02,59735
2019-04-03,60148
2019-04-04,60381
