date_obj,Red%20partyhat price
2019-04-06,4853
2019-04-07,4753
2019-04-08,4753
2019-04-09,4815
2019-04-10,4815
2019-04-11,4730
2019-04-12,4730
2019-04-13,4528
2019-04-14,4528
2019-04-15,4398
2019-04-16,4398
2019-04-17,4188
2019-04-18,4188
2019-04-19,3988
2019-04-20,3988
2019-04-21,3801
2019-04-22,3801
2019-04-23,3672
2019-04-24,3672
2019-04-25,3721
2019-04-26,3721
2019-04-27,3688
2019-04-28,3688
2019-04-29,3603
2019-04-30,3603
2019-05-01,3687
2019-05-02,3687
2019-05-03,3702
2019-05-04,3702
2019-05-05,3833
2019-05-06,3833
2019-05-07,3911
2019-05-08,3911
2019-05-09,3911
2019-05-10,3891
2019-05-11,3891
2019-05-12,3824
2019-05-13,3824
2019-05-14,3900
2019-05-15,3900
2019-05-16,3900
2019-05-17,3955
2019-05-18,3955
2019-05-19,4087
2019-05-20,4087
2019-05-21,4179
2019-05-22,4179
2019-05-23,4161
2019-05-24,4161
2019-05-25,4328
2019-05-26,4328
2019-05-27,4437
2019-05-28,4437
2019-05-29,4544
2019-05-30,4544
2019-05-31,4544
2019-06-01,4682
2019-06-02,4682
2019-06-03,4682
2019-06-04,4877
2019-06-05,4877
2019-06-06,5070
2019-06-07,5070
2019-06-08,5210
2019-06-09,5210
2019-06-10,5210
2019-06-11,5347
2019-06-12,5347
2019-06-13,5487
2019-06-14,5487
2019-06-15,5487
2019-06-16,5618
2019-06-17,5618
2019-06-18,5702
2019-06-19,5702
2019-06-20,5919
2019-06-21,5919
2019-06-22,5919
2019-06-23,6102
2019-06-24,6102
2019-06-25,6102
2019-06-26,6297
2019-06-27,6297
2019-06-28,6297
2019-06-29,6383
2019-06-30,6383
2019-07-01,6383
2019-07-02,6555
2019-07-03,6555
2019-07-04,6555
2019-07-05,6502
2019-07-06,6502
2019-07-07,6502
2019-07-08,6373
2019-07-09,6373
2019-07-10,6298
2019-07-11,6298
2019-07-12,6298
2019-07-13,6269
2019-07-14,6269
2019-07-15,6265
2019-07-16,6265
2019-07-17,6425
2019-07-18,6425
2019-07-19,6425
2019-07-20,6339
2019-07-21,6339
2019-07-22,6184
2019-07-23,6184
2019-07-24,6184
2019-07-25,6188
2019-07-26,6188
2019-07-27,6188
2019-07-28,6157
2019-07-29,6157
2019-07-30,6157
2019-07-31,6148
2019-08-01,6148
2019-08-02,6148
2019-08-03,6017
2019-08-04,6017
2019-08-05,6017
2019-08-06,5930
2019-08-07,5930
2019-08-08,5930
2019-08-09,5869
2019-08-10,5869
2019-08-11,6063
2019-08-12,6063
2019-08-13,6063
2019-08-14,6265
2019-08-15,6265
2019-08-16,6333
2019-08-17,6333
2019-08-18,6333
2019-08-19,6407
2019-08-20,6407
2019-08-21,6407
2019-08-22,6461
2019-08-23,6461
2019-08-24,6461
2019-08-24,6461
2019-08-25,6474
2019-08-25,6474
2019-08-26,6474
2019-08-26,6474
2019-08-27,6474
2019-08-27,6474
2019-08-28,6564
2019-08-29,6564
2019-08-30,6564
2019-08-31,6609
2019-09-01,6609
2019-09-02,6609
2019-09-03,6796
2019-09-04,6796
2019-09-05,6796
2019-09-06,6977
2019-09-07,6977
2019-09-08,7016
2019-09-09,7016
2019-09-10,7016
2019-09-11,7053
2019-09-12,7053
2019-09-13,7053
2019-09-14,6893
2019-09-15,6893
2019-09-16,6893
2019-09-17,7055
2019-09-18,7055
2019-09-19,7055
2019-09-20,7146
2019-09-21,7146
2019-09-22,7146
2019-09-23,7235
2019-09-24,7235
2019-09-25,7235
2019-09-26,7071
2019-09-27,7071
2019-09-28,7071
2019-09-29,7071
2019-09-30,6720
2019-10-01,6720
2019-10-02,6720
2019-10-03,6623
2019-10-04,6623
2019-10-05,6623
2019-10-06,6511
2019-10-07,6511
2019-10-08,6511
2019-10-09,6511
2019-10-10,6432
2019-10-11,6432
2019-10-12,6432
2019-10-13,6589
2019-10-14,6589
2019-10-15,6589
2019-10-16,6537
2019-10-17,6537
2019-10-18,6537
2019-10-19,6759
2019-10-20,6759
2019-10-21,6759
2019-10-22,6796
2019-10-23,6796
2019-10-24,6796
2019-10-25,6840
2019-10-26,6840
2019-10-27,6840
2019-10-28,6935
2019-10-29,6935
2019-10-30,6935
2019-10-31,6971
2019-11-01,6971
2019-11-02,6971
2019-11-03,6984
2019-11-04,6984
2019-11-05,6984
2019-11-06,6984
2019-11-07,7032
2019-11-08,7032
2019-11-09,7032
2019-11-10,6923
2019-11-11,6923
2019-11-12,6923
2019-11-13,6630
2019-11-14,6630
2019-11-15,6630
2019-11-16,6406
2019-11-17,6406
2019-11-18,6406
2019-11-19,6406
2019-11-20,6138
2019-11-21,6138
2019-11-22,6138
2019-11-23,5865
2019-11-24,5865
2019-11-25,5865
2019-11-26,5581
2019-11-27,5581
2019-11-28,5581
2019-11-29,5581
2019-11-30,5311
2019-12-01,5311
2019-12-02,5311
2019-12-03,5060
2019-12-04,5060
2019-12-05,5060
2019-12-06,4824
2019-12-07,4824
2019-12-08,4824
2019-12-09,4593
2019-12-10,4363
2019-12-11,4144
2019-12-12,3936
2019-12-13,3739
2019-12-14,3552
2019-12-15,3375
2019-12-16,3219
2019-12-17,3095
2019-12-18,2970
2019-12-19,2922
2019-12-20,2893
2019-12-21,2933
2019-12-22,2906
2019-12-23,2837
2019-12-24,2867
2019-12-25,2749
2019-12-26,2732
2019-12-27,2597
2019-12-28,2469
2019-12-29,2425
2019-12-30,2429
2019-12-31,2484
2020-01-01,2492
2020-01-02,2522
2020-01-03,2550
2020-01-04,2589
2020-01-05,2596
2020-01-06,2607
2020-01-07,2623
2020-01-08,2623
2020-01-09,2565
2020-01-10,2436
2020-01-11,2314
2020-01-12,2199
2020-01-13,2199
2020-01-14,2166
2020-01-15,2220
2020-01-16,2251
2020-01-17,2259
2020-01-18,2259
2020-01-19,2283
2020-01-20,2283
2020-01-21,2326
2020-01-22,2326
2020-01-23,2367
2020-01-24,2367
2020-01-25,2480
2020-01-26,2480
2020-01-27,2451
2020-01-28,2451
2020-01-29,2546
2020-01-30,2546
2020-01-31,2446
2020-02-01,2446
2020-02-02,2351
2020-02-03,2351
2020-02-04,2300
2020-02-05,2300
2020-02-06,2286
2020-02-07,2286
2020-02-08,2348
2020-02-09,2348
2020-02-10,2385
2020-02-11,2385
2020-02-12,2462
2020-02-13,2462
2020-02-14,2532
2020-02-15,2532
2020-02-16,2434
2020-02-17,2434
2020-02-18,2476
2020-02-19,2476
2020-02-20,2470
2020-02-21,2470
2020-02-22,2377
2020-02-23,2377
2020-02-24,2409
2020-02-25,2409
2020-02-26,2422
2020-02-27,2422
2020-02-28,2469
2020-02-29,2469
2020-03-01,2503
2020-03-02,2503
2020-03-03,2541
2020-03-04,2541
2020-03-05,2541
2020-03-06,2573
2020-03-07,2573
2020-03-08,2573
2020-03-09,2572
2020-03-10,2572
2020-03-11,2619
2020-03-12,2619
2020-03-13,2686
2020-03-14,2686
2020-03-15,2709
2020-03-16,2709
2020-03-17,2692
2020-03-18,2692
2020-03-19,2701
2020-03-20,2701
2020-03-21,2675
2020-03-22,2675
2020-03-23,2636
2020-03-24,2636
2020-03-25,2576
2020-03-26,2576
2020-03-27,2553
2020-03-28,2553
2020-03-29,2437
2020-03-30,2437
2020-03-31,2316
2020-04-01,2259
2020-04-02,2259
2020-04-03,2207
2020-04-04,2247
2020-04-05,2247
2020-04-06,2291
2020-04-07,2291
2020-04-08,2278
2020-04-09,2278
2020-04-10,2246
2020-04-11,2213
2020-04-12,2213
2020-04-13,2110
2020-04-14,2110
2020-04-15,2095
2020-04-16,2095
2020-04-17,2095
2020-04-18,2146
2020-04-19,2146
2020-04-20,2171
2020-04-21,2171
2020-04-22,2188
2020-04-23,2188
2020-04-24,2171
2020-04-25,2171
2020-04-26,2170
2020-04-27,2170
2020-04-28,2211
2020-04-29,2211
2020-04-30,2267
2020-05-01,2267
2020-05-02,2267
2020-05-03,2260
2020-05-04,2260
2020-05-05,2235
2020-05-06,2235
2020-05-07,2248
2020-05-08,2248
2020-05-09,2260
2020-05-10,2260
2020-05-11,2260
2020-05-12,2195
2020-05-13,2195
