date_obj,Blue%20boater price
2016-03-23,4193
2016-03-24,4193
2016-03-25,4193
2016-03-26,4106
2016-03-27,4106
2016-03-28,4106
2016-03-29,4106
2016-03-30,4106
2016-03-31,4210
2016-04-01,4210
2016-04-02,4210
2016-04-03,4210
2016-04-04,4210
2016-04-05,4210
2016-04-06,4350
2016-04-07,4350
2016-04-08,4350
2016-04-09,4350
2016-04-10,4350
2016-04-11,4350
2016-04-12,4407
2016-04-13,4407
2016-04-14,4407
2016-04-15,4407
2016-04-16,4407
2016-04-17,4407
2016-04-18,4480
2016-04-19,4480
2016-04-20,4480
2016-04-21,4480
2016-04-22,4480
2016-04-23,4480
2016-04-24,4480
2016-04-25,4584
2016-04-26,4584
2016-04-27,4584
2016-04-28,4584
2016-04-29,4584
2016-04-30,4568
2016-05-01,4568
2016-05-02,4568
2016-05-03,4568
2016-05-04,4568
2016-05-05,4579
2016-05-06,4579
2016-05-07,4579
2016-05-08,4579
2016-05-09,4579
2016-05-10,4579
2016-05-11,4579
2016-05-12,4464
2016-05-13,4464
2016-05-14,4464
2016-05-15,4464
2016-05-16,4464
2016-05-17,4285
2016-05-18,4285
2016-05-19,4285
2016-05-22,4285
2016-05-23,4237
2016-05-24,4237
2016-05-25,4237
2016-05-26,4237
2016-05-27,4237
2016-05-28,4237
2016-05-29,4216
2016-05-30,4216
2016-05-31,4216
2016-06-01,4216
2016-06-02,4216
2016-06-03,4216
2016-06-04,4273
2016-06-05,4273
2016-06-06,4273
2016-06-07,4273
2016-06-08,4273
2016-06-09,4273
2016-06-10,4304
2016-06-11,4304
2016-06-12,4304
2016-06-13,4304
2016-06-14,4304
2016-06-15,4136
2016-06-16,4136
2016-06-17,4136
2016-06-18,4136
2016-06-19,4136
2016-06-20,3964
2016-06-21,3964
2016-06-22,3964
2016-06-23,3964
2016-06-24,3964
2016-06-25,3906
2016-06-26,3906
2016-06-27,3906
2016-06-28,3906
2016-06-29,3906
2016-06-30,3906
2016-07-01,4021
2016-07-02,4021
2016-07-03,4021
2016-07-04,4021
2016-07-05,4021
2016-07-06,4121
2016-07-07,4121
2016-07-08,4121
2016-07-09,4283
2016-07-10,4283
2016-07-11,4283
2016-07-12,4283
2016-07-13,4305
2016-07-14,4305
2016-07-15,4305
2016-07-16,4305
2016-07-17,4379
2016-07-18,4379
2016-07-23,4334
2016-07-24,4334
2016-07-25,4334
2016-07-26,4334
2016-07-27,4319
2016-07-28,4319
2016-07-29,4319
2016-07-30,4319
2016-07-31,4319
2016-08-01,4319
2016-08-02,4427
2016-08-03,4427
2016-08-04,4427
2016-08-05,4427
2016-08-06,4427
2016-08-07,4427
2016-08-08,4538
2016-08-09,4538
2016-08-10,4538
2016-08-11,4538
2016-08-12,4538
2016-08-13,4538
2016-08-14,4622
2016-08-15,4622
2016-08-16,4622
2016-08-17,4622
2016-08-18,4622
2016-08-19,4622
2016-08-20,4622
2016-08-21,4622
2016-08-22,4622
2016-08-23,4622
2016-08-24,4709
2016-08-25,4709
2016-08-26,4709
2016-08-28,4709
2016-08-31,4603
2016-09-01,4603
2016-09-02,4603
2016-09-03,4603
2016-09-04,4603
2016-09-05,4603
2016-09-06,4603
2016-09-07,4763
2016-09-08,4763
2016-09-09,4763
2016-09-10,4763
2016-09-11,4763
2016-09-12,4763
2016-09-13,4763
2016-09-14,4763
2016-09-15,4921
2016-09-16,4921
2016-09-17,4921
2016-09-18,4921
2016-09-19,4921
2016-09-20,4921
2016-09-21,4921
2016-09-22,4965
2016-09-23,4965
2016-09-24,4965
2016-09-25,4965
2016-09-26,4965
2016-09-27,4965
2016-09-28,4965
2016-09-29,5091
2016-09-30,5091
2016-10-01,5091
2016-10-02,5091
2016-10-03,5091
2016-10-04,5091
2016-10-05,5091
2016-10-06,5196
2016-10-07,5196
2016-10-08,5196
2016-10-09,5196
2016-10-10,5196
2016-10-11,5196
2016-10-12,5196
2016-10-13,5196
2016-10-14,5276
2016-10-15,5276
2016-10-16,5276
2016-10-17,5276
2016-10-18,5276
2016-10-19,5276
2016-10-20,5276
2016-10-21,5256
2016-10-22,5256
2016-10-23,5256
2016-10-24,5256
2016-10-25,5256
2016-10-26,5256
2016-10-27,5256
2016-10-28,5279
2016-10-29,5279
2016-10-30,5279
2016-10-31,5279
2016-11-01,5279
2016-11-02,5279
2016-11-03,5279
2016-11-04,5254
2016-11-05,5254
2016-11-06,5254
2016-11-07,5254
2016-11-08,5254
2016-11-09,5254
2016-11-10,5254
2016-11-11,5254
2016-11-12,5236
2016-11-13,5236
2016-11-14,5236
2016-11-15,5236
2016-12-07,5443
2016-12-08,5443
2016-12-09,5443
2016-12-10,5443
2016-12-11,5487
2016-12-12,5487
2016-12-13,5487
2016-12-14,5487
2016-12-15,5487
2016-12-16,5487
2016-12-17,5571
2016-12-18,5571
2016-12-19,5571
2016-12-20,5571
2016-12-21,5571
2016-12-22,5571
2016-12-23,5532
2016-12-24,5532
2016-12-25,5532
2016-12-26,5532
2016-12-27,5532
2016-12-28,5532
2016-12-29,5417
2016-12-30,5417
2016-12-31,5417
2017-01-01,5417
2017-01-02,5417
2017-01-03,5417
2017-01-04,5354
2017-01-05,5354
2017-01-06,5354
2017-01-07,5354
2017-01-08,5354
2017-01-09,5354
2017-01-10,5265
2017-01-11,5265
2017-01-12,5265
2017-01-13,5265
2017-01-14,5265
2017-01-15,5262
2017-01-16,5262
2017-01-17,5262
2017-01-18,5262
2017-01-19,5262
2017-01-20,5124
2017-01-21,5124
2017-01-22,5124
2017-01-23,5124
2017-01-27,5211
2017-01-28,5211
2017-01-29,5211
2017-01-30,5317
2017-01-31,5317
2017-02-01,5317
2017-02-02,5317
2017-02-03,5317
2017-02-04,5219
2017-02-05,5219
2017-02-06,5219
2017-02-07,5219
2017-02-08,5219
2017-02-09,5283
2017-02-10,5283
2017-02-11,5283
2017-02-12,5283
2017-02-13,5406
2017-02-14,5406
2017-02-15,5406
2017-02-16,5406
2017-02-18,5600
2017-02-19,5600
2017-02-20,5600
2017-02-21,5600
2017-02-22,5600
2017-02-23,5747
2017-02-24,5747
2017-02-25,5747
2017-02-26,5747
2017-02-27,5747
2017-02-28,5698
2017-03-01,5698
2017-03-02,5698
2017-03-03,5698
2017-03-04,5698
2017-03-05,5517
2017-03-06,5517
2017-03-07,5517
2017-03-08,5517
2017-03-09,5517
2017-03-10,5615
2017-03-11,5615
2017-03-12,5615
2017-03-13,5615
2017-03-14,5584
2017-03-15,5584
2017-03-16,5584
2017-03-17,5584
2017-03-18,5584
2017-03-19,5634
2017-03-20,5634
2017-03-21,5634
2017-03-22,5634
2017-03-23,5634
2017-03-24,5617
2017-03-25,5617
2017-03-26,5617
2017-03-27,5617
2017-03-28,5617
2017-03-29,5574
2017-03-30,5574
2017-03-31,5574
2017-04-01,5574
2017-04-02,5574
2017-04-03,5429
2017-04-04,5429
2017-04-12,5215
2017-04-13,5215
2017-04-14,5215
2017-04-15,5208
2017-04-16,5208
2017-04-17,5208
2017-04-18,5208
2017-04-19,5107
2017-04-20,5107
2017-04-21,5107
2017-04-22,5107
2017-04-23,5107
2017-04-24,4969
2017-04-25,4969
2017-04-26,4969
2017-04-27,4969
2017-04-28,5089
2017-04-29,5089
2017-04-30,5089
2017-05-01,5089
2017-05-02,5065
2017-05-03,5065
2017-05-04,5065
2017-05-05,5065
2017-05-06,5064
2017-05-07,5064
2017-05-08,5064
2017-05-09,5064
2017-05-10,5064
2017-05-11,5001
2017-05-12,5001
2017-05-13,5001
2017-05-14,5001
2017-05-15,5001
2017-05-16,4943
2017-05-17,4943
2017-05-18,4943
2017-05-19,4943
2017-05-20,4943
2017-05-21,4912
2017-05-22,4912
2017-05-23,4912
2017-05-24,4912
2017-05-25,4912
2017-05-26,4824
2017-05-27,4824
2017-05-28,4824
2017-05-29,4824
2017-05-30,4824
2017-05-31,4824
2017-06-01,4695
2017-06-02,4695
2017-06-03,4695
2017-06-04,4695
2017-06-05,4695
2017-06-06,4775
2017-06-07,4775
2017-06-08,4775
2017-06-09,4775
2017-06-10,4762
2017-06-11,4762
2017-06-12,4762
2017-06-13,4762
2017-06-14,4762
2017-06-15,4762
2017-06-16,4721
2017-06-17,4721
2017-06-18,4721
2017-06-19,4721
2017-06-20,4721
2017-06-21,4749
2017-06-22,4749
2017-06-23,4749
2017-06-24,4749
2017-06-25,4749
2017-06-26,4749
2017-06-27,4840
2017-06-28,4840
2017-06-29,4840
2017-06-30,4840
2017-07-01,4840
2017-07-02,4840
2017-07-03,4840
2017-07-04,4943
2017-07-05,4943
2017-07-06,4943
2017-07-07,4943
2017-07-08,4943
2017-07-13,5079
2017-07-14,5079
2017-07-15,5079
2017-07-16,5048
2017-07-17,5048
2017-07-18,5048
2017-07-19,5048
2017-07-20,5048
2017-07-21,5001
2017-07-22,5001
2017-07-23,5001
2017-07-24,5001
2017-07-25,5001
2017-07-26,5001
2017-07-27,4884
2017-07-28,4884
2017-07-29,4884
2017-07-30,4884
2017-07-31,4884
2017-08-01,4884
2017-08-02,4790
2017-08-03,4790
2017-08-04,4790
2017-08-05,4790
2017-08-06,4790
2017-08-09,4674
2017-08-10,4674
2017-08-11,4674
2017-08-12,4674
2017-08-13,4774
2017-08-14,4774
2017-08-15,4774
2017-08-16,4774
2017-08-17,4774
2017-08-18,4774
2017-08-19,4854
2017-08-20,4854
2017-08-21,4854
2017-08-22,4854
2017-08-23,4854
2017-08-24,4879
2017-08-25,4879
2017-08-26,4879
2017-08-27,4879
2017-08-28,4879
2017-08-29,4879
2017-08-30,5041
2017-08-31,5041
2017-09-01,5041
2017-09-02,5041
2017-09-03,5041
2017-09-04,5041
2017-09-05,5095
2017-09-06,5095
2017-09-07,5095
2017-09-08,5095
2017-09-09,5095
2017-09-10,5118
2017-09-11,5118
2017-09-12,5118
2017-09-13,5118
2017-09-14,5118
2017-09-15,5118
2017-09-16,5094
2017-09-17,5094
2017-09-18,5094
2017-09-19,5094
2017-09-20,5094
2017-09-22,5113
2017-09-23,5113
2017-09-24,5113
2017-09-25,5113
2017-09-26,5113
2017-09-27,5208
2017-09-28,5208
2017-09-29,5208
2017-09-30,5208
2017-10-01,5208
2017-10-02,5208
2017-10-03,5305
2017-10-04,5305
2017-10-05,5305
2017-10-06,5305
2017-10-07,5305
2017-10-08,5305
2017-10-09,5170
2017-10-10,5170
2017-10-11,5170
2017-10-12,5170
2017-10-13,5170
2017-10-14,5089
2017-10-15,5089
2017-10-16,5089
2017-10-17,5089
2017-10-18,5089
2017-10-19,5089
2017-10-20,5099
2017-10-21,5099
2017-10-22,5099
2017-10-23,5099
2017-10-24,5099
2017-10-25,5118
2017-10-26,5118
2017-10-27,5118
2017-10-28,5118
2017-10-29,5118
2017-10-30,5118
2017-10-31,5099
2017-11-01,5099
2017-11-02,5099
2017-11-03,5099
2017-11-04,5099
2017-11-05,5099
2017-11-06,5114
2017-11-07,5114
2017-11-08,5114
2017-11-09,5114
2017-11-10,5114
2017-11-11,5114
2017-11-12,5112
2017-11-13,5112
2017-11-14,5112
2017-11-15,5112
2017-11-16,5112
2017-11-17,5112
2017-11-18,5054
2017-11-19,5054
2017-11-20,5054
2017-11-21,5054
2017-11-22,5054
2017-11-23,5054
2017-11-24,5064
2017-11-25,5064
2017-11-26,5064
2017-11-27,5064
2017-11-28,5064
2017-11-29,5064
2017-11-30,5014
2017-12-01,5014
2017-12-02,5014
2017-12-03,5014
2017-12-04,5014
2017-12-05,5014
2017-12-06,4936
2017-12-07,4936
2017-12-08,4936
2017-12-09,4936
2017-12-10,4936
2017-12-11,4848
2017-12-12,4848
2017-12-13,4848
2017-12-14,4848
2017-12-15,4848
2017-12-16,4848
2017-12-17,4830
2017-12-18,4830
2017-12-19,4830
2017-12-20,4830
2017-12-21,4830
2017-12-22,4830
2017-12-23,4885
2017-12-24,4885
2017-12-25,4885
2017-12-26,4885
2017-12-27,4885
2017-12-28,4885
2017-12-29,4789
2017-12-30,4789
2017-12-31,4789
2018-01-01,4789
2018-01-02,4789
2018-01-03,4758
2018-01-04,4758
2018-01-05,4758
2018-01-06,4758
2018-01-07,4758
2018-01-08,4848
2018-01-09,4848
2018-01-10,4848
2018-01-11,4848
2018-01-12,4848
2018-01-13,4802
2018-01-14,4802
2018-01-15,4802
2018-01-16,4802
2018-01-17,4932
2018-01-18,4932
2018-01-19,4932
2018-01-20,4932
2018-01-21,4932
2018-01-22,4907
2018-01-23,4907
2018-01-24,4911
2018-01-25,4911
2018-01-26,4911
2018-01-27,4817
2018-01-28,4817
2018-01-29,4715
2018-01-30,4715
2018-01-31,4560
2018-02-01,4560
2018-02-02,4560
2018-02-03,4420
2018-02-04,4420
2018-02-05,4420
2018-02-06,4204
2018-02-07,4204
2018-02-08,4071
2018-02-09,4071
2018-02-10,3975
2018-02-11,3975
2018-02-12,3947
2018-02-13,3947
2018-02-14,3907
2018-02-15,3907
2018-02-16,3907
2018-02-17,3830
2018-02-18,3830
2018-02-19,3793
2018-02-20,3793
2018-02-21,3970
2018-02-22,3970
2018-02-23,3970
2018-02-24,3918
2018-02-25,3918
2018-02-26,3989
2018-02-27,3989
2018-02-28,3973
2018-03-01,3973
2018-03-02,3850
2018-03-03,3850
2018-03-04,3688
2018-03-05,3688
2018-03-06,3646
2018-03-07,3646
2018-03-08,3651
2018-03-09,3651
2018-03-10,3663
2018-03-11,3663
2018-03-12,3712
2018-03-13,3712
2018-03-14,3712
2018-03-15,3751
2018-03-16,3751
2018-03-17,3752
2018-03-18,3752
2018-03-20,3749
2018-03-21,3749
2018-03-22,3749
2018-03-23,3727
2018-03-24,3727
2018-03-25,3712
2018-03-26,3712
2018-03-27,3686
2018-03-28,3686
2018-03-29,3686
2018-03-30,3629
2018-03-31,3629
2018-04-01,3629
2018-04-02,3689
2018-04-03,3689
2018-04-04,3740
2018-04-05,3740
2018-04-06,3740
2018-04-07,3793
2018-04-08,3793
2018-04-09,3814
2018-04-10,3814
2018-04-11,3814
2018-04-12,3923
2018-04-13,3923
2018-04-14,3923
2018-04-15,3958
2018-04-16,3958
2018-04-17,3958
2018-04-18,3968
2018-04-19,3968
2018-04-20,3968
2018-04-21,3996
2018-04-22,3996
2018-04-23,3996
2018-04-24,3821
2018-04-25,3821
2018-04-26,3753
2018-04-27,3753
2018-04-28,3915
2018-04-29,3915
2018-04-30,4006
2018-05-01,4006
2018-05-02,4006
2018-05-03,4075
2018-05-04,4075
2018-05-05,4018
2018-05-06,4018
2018-05-07,4018
2018-05-08,3824
2018-05-09,3824
2018-05-10,3712
2018-05-11,3712
2018-05-12,3661
2018-05-13,3661
2018-05-14,3661
2018-05-15,3733
2018-05-16,3733
2018-05-17,3733
2018-05-18,3778
2018-05-19,3778
2018-05-20,3893
2018-05-21,3893
2018-05-22,3893
2018-05-23,3903
2018-05-24,3903
2018-05-25,3903
2018-05-26,3939
2018-05-27,3939
2018-05-28,3854
2018-05-29,3854
2018-05-30,3810
2018-05-31,3810
2018-06-01,3810
2018-06-02,3731
2018-06-03,3731
2018-06-04,3731
2018-06-05,3659
2018-06-06,3659
2018-06-07,3564
2018-06-08,3564
2018-06-09,3478
2018-06-10,3478
2018-06-11,3457
2018-06-12,3457
2018-06-13,3434
2018-06-14,3434
2018-06-15,3434
2018-06-16,3398
2018-06-17,3398
2018-06-18,3417
2018-06-19,3417
2018-06-20,3417
2018-06-21,3372
2018-06-22,3372
2018-06-23,3372
2018-06-24,3391
2018-06-25,3391
2018-06-26,3391
2018-06-27,3407
2018-06-28,3407
2018-06-29,3437
2018-06-30,3437
2018-07-01,3387
2018-07-02,3387
2018-07-03,3386
2018-07-04,3386
2018-07-05,3386
2018-07-06,3236
2018-07-07,3236
2018-07-08,3084
2018-07-09,3084
2018-07-10,3122
2018-07-11,3122
2018-07-12,3122
2018-07-13,3166
2018-07-14,3166
2018-07-15,3129
2018-07-16,3129
2018-07-17,3152
2018-07-18,3152
2018-07-19,3152
2018-07-20,3141
2018-07-21,3141
2018-07-22,3213
2018-07-23,3213
2018-07-24,3270
2018-07-25,3270
2018-07-26,3259
2018-07-27,3259
2018-07-28,3227
2018-07-29,3227
2018-07-30,3225
2018-07-31,3315
2018-08-01,3315
2018-08-02,3322
2018-08-03,3322
2018-08-04,3285
2018-08-05,3285
2018-08-06,3254
2018-08-07,3254
2018-08-08,3328
2018-08-09,3328
2018-08-10,3453
2018-08-11,3453
2018-08-12,3391
2018-08-14,3508
2018-08-16,3508
2018-08-17,3498
2018-08-18,3498
2018-08-19,3527
2018-08-20,3527
2018-08-21,3478
2018-08-22,3478
2018-08-23,3441
2018-08-24,3441
2018-08-25,3440
2018-08-26,3440
2018-08-27,3553
2018-08-28,3553
2018-08-29,3596
2018-08-30,3596
2018-08-31,3662
2018-09-01,3662
2018-09-02,3599
2018-09-03,3599
2018-09-04,3709
2018-09-05,3709
2018-09-06,3709
2018-09-07,3749
2018-09-08,3749
2018-09-09,3747
2018-09-10,3747
2018-09-11,3749
2018-09-12,3749
2018-09-13,3749
2018-09-14,3740
2018-09-15,3740
2018-09-16,3696
2018-09-17,3696
2018-09-18,3752
2018-09-19,3752
2018-09-20,3735
2018-09-21,3735
2018-09-22,3674
2018-09-23,3674
2018-09-24,3727
2018-09-25,3727
2018-09-26,3849
2018-09-27,3849
2018-09-28,3790
2018-09-29,3790
2018-09-30,3795
2018-10-01,3795
2018-10-02,3737
2018-10-03,3737
2018-10-04,3862
2018-10-05,3862
2018-10-06,3915
2018-10-07,3915
2018-10-08,4026
2018-10-09,4026
2018-10-10,4190
2018-10-11,4190
2018-10-12,4386
2018-10-13,4386
2018-10-14,4597
2018-10-15,4597
2018-10-16,4817
2018-10-17,4817
2018-10-18,4908
2018-10-19,4908
2018-10-20,4945
2018-10-21,4945
2018-10-22,5061
2018-10-23,5061
2018-10-24,5066
2018-10-25,5066
2018-10-26,4904
2018-10-27,4904
2018-10-28,4790
2018-10-29,4790
2018-10-30,4790
2018-10-31,4564
2018-11-01,4564
2018-11-03,4131
2018-11-04,3939
2018-11-05,3779
2018-11-06,3779
2018-11-07,3713
2018-11-08,3713
2018-11-09,3741
2018-11-10,3741
2018-11-11,3783
2018-11-12,3867
2018-11-13,3867
2018-11-15,3930
2018-11-16,3996
2018-11-17,3996
2018-11-18,4112
2018-11-19,4112
2018-11-20,4215
2018-11-21,4215
2018-11-22,4241
2018-11-23,4241
2018-11-24,4285
2018-11-25,4343
2018-11-26,4343
2018-11-27,4448
2018-11-28,4448
2018-11-29,4435
2018-12-01,4361
2018-12-02,4361
2018-12-03,4272
2018-12-04,4272
2018-12-05,4175
2018-12-07,4065
2018-12-09,3958
2018-12-10,3843
2018-12-11,3843
2018-12-12,3711
2018-12-13,3576
2018-12-14,3576
2018-12-15,3443
2018-12-16,3278
2018-12-17,3278
2018-12-18,3114
2018-12-19,3114
2018-12-20,2961
2018-12-21,2961
2018-12-22,2886
2018-12-23,2833
2018-12-24,2833
2018-12-25,2821
2018-12-26,2821
2018-12-27,2767
2018-12-28,2767
2018-12-29,2738
2018-12-30,2738
2018-12-31,2668
2019-01-01,2668
2019-01-02,2608
2019-01-03,2608
2019-01-04,2534
2019-01-05,2438
2019-01-06,2461
2019-01-08,2445
2019-01-10,2405
2019-01-11,2405
2019-01-12,2335
2019-01-13,2335
2019-01-14,2275
2019-01-15,2199
2019-01-16,2199
2019-01-17,2137
2019-01-18,2137
2019-01-19,2053
2019-01-20,2042
2019-01-21,2042
2019-01-22,2045
2019-01-23,2045
2019-01-24,2012
2019-01-25,2050
2019-01-26,2050
2019-01-27,2058
2019-01-28,2058
2019-01-29,2083
2019-01-30,2083
2019-01-31,2038
2019-02-01,2000
2019-02-02,2000
2019-02-03,1968
2019-02-04,1968
2019-02-05,1948
2019-02-06,1948
2019-02-07,1895
2019-02-08,1895
2019-02-09,1885
2019-02-10,1842
2019-02-11,1842
2019-02-12,1828
2019-02-13,1857
2019-02-14,1857
2019-02-15,1861
2019-02-16,1861
2019-02-17,1848
2019-02-18,1848
2019-02-19,1840
2019-02-20,1840
2019-02-21,1895
2019-02-22,1895
2019-02-23,1936
2019-02-24,1968
2019-02-25,1968
2019-02-26,2015
2019-02-27,2015
2019-02-28,2015
2019-03-01,2005
2019-03-02,2005
2019-03-03,1963
2019-03-04,1922
2019-03-05,1922
2019-03-06,1895
2019-03-07,1895
2019-03-08,1873
2019-03-09,1873
2019-03-10,1872
2019-03-11,1872
2019-03-12,1851
2019-03-13,1851
2019-03-14,1930
2019-03-15,1930
2019-03-16,2022
2019-03-17,2081
2019-03-18,2081
2019-03-19,2081
2019-03-20,2081
2019-03-21,2081
2019-03-22,2046
2019-03-23,2050
2019-03-24,2050
2019-03-25,2020
2019-03-26,2020
