date_obj,Pink%20headband price
2019-04-10,3447
2019-04-11,3434
2019-04-12,3357
2019-04-13,3265
2019-04-14,3257
2019-04-15,3289
2019-04-16,3275
2019-04-17,3272
2019-04-18,3223
2019-04-19,3211
2019-04-20,3186
2019-04-21,3080
2019-04-22,2948
2019-04-23,2823
2019-04-24,2722
2019-04-25,2663
2019-04-26,2593
2019-04-27,2504
2019-04-28,2458
2019-04-29,2435
2019-04-30,2446
2019-05-01,2446
2019-05-02,2409
2019-05-03,2321
2019-05-04,2267
2019-05-05,2247
2019-05-06,2238
2019-05-07,2172
2019-05-08,2172
2019-05-09,2168
2019-05-10,2142
2019-05-11,2124
2019-05-12,2143
2019-05-13,2168
2019-05-14,2100
2019-05-15,2100
2019-05-16,2065
2019-05-17,2065
2019-05-18,2004
2019-05-19,2004
2019-05-20,2015
2019-05-21,2114
2019-05-22,2100
2019-05-23,2055
2019-05-24,1972
2019-05-25,1883
2019-05-26,1822
2019-05-27,1795
2019-05-28,1804
2019-05-29,1797
2019-05-30,1829
2019-05-31,1829
2019-06-01,1787
2019-06-02,1775
2019-06-03,1729
2019-06-04,1681
2019-06-05,1710
2019-06-06,1729
2019-06-07,1727
2019-06-08,1756
2019-06-09,1745
2019-06-10,1745
2019-06-11,1823
2019-06-12,1913
2019-06-13,2009
2019-06-14,2110
2019-06-15,2213
2019-06-16,2306
2019-06-17,2422
2019-06-18,2422
2019-06-19,2521
2019-06-20,2463
2019-06-21,2463
2019-06-22,2375
2019-06-23,2285
2019-06-24,2285
2019-06-25,2205
2019-06-26,2183
2019-06-27,2129
2019-06-28,2129
2019-06-29,2046
2019-06-30,2003
2019-07-01,2003
2019-07-02,2027
2019-07-03,2027
2019-07-04,1981
2019-07-05,1903
2019-07-06,1903
2019-07-07,1873
2019-07-08,1873
2019-07-09,1890
2019-07-10,1890
2019-07-11,1873
2019-07-12,1873
2019-07-13,1878
2019-07-14,1943
2019-07-15,1943
2019-07-16,1979
2019-07-17,1993
2019-07-18,1993
2019-07-19,2056
2019-07-20,2056
2019-07-21,2159
2019-07-22,2159
2019-07-23,2218
2019-07-24,2218
2019-07-25,2229
2019-07-26,2229
2019-07-27,2332
2019-07-28,2332
2019-07-29,2441
2019-07-30,2560
2019-07-31,2560
2019-08-01,2664
2019-08-02,2664
2019-08-03,2761
2019-08-04,2761
2019-08-05,2761
2019-08-06,2761
2019-08-07,2834
2019-08-08,2834
2019-08-09,2918
2019-08-10,3002
2019-08-11,3002
2019-08-12,3047
2019-08-13,3082
2019-08-14,3082
2019-08-15,3128
2019-08-16,3093
2019-08-17,3093
2019-08-18,3063
2019-08-19,3134
2019-08-20,3134
2019-08-21,3140
2019-08-22,3129
2019-08-23,3129
2019-08-24,3134
2019-08-24,3134
2019-08-25,3134
2019-08-25,3134
2019-08-26,3211
2019-08-26,3211
2019-08-27,3211
2019-08-27,3211
2019-08-28,3321
2019-08-29,3321
2019-08-30,3299
2019-08-31,3299
2019-09-01,3217
2019-09-02,3217
2019-09-03,3161
2019-09-04,3161
2019-09-05,3072
2019-09-06,3072
2019-09-07,2970
2019-09-08,2970
2019-09-09,2924
2019-09-10,2924
2019-09-11,3027
2019-09-12,3027
2019-09-13,3130
2019-09-14,3210
2019-09-15,3153
2019-09-16,3235
2019-09-17,3235
2019-09-18,3181
2019-09-19,3181
2019-09-20,3111
2019-09-21,3063
2019-09-22,2970
2019-09-23,2970
2019-09-24,3022
2019-09-25,3158
2019-09-26,3158
2019-09-27,3228
2019-09-28,3250
2019-09-29,3250
2019-09-30,3259
2019-10-01,3255
2019-10-02,3255
2019-10-03,3129
2019-10-04,3129
2019-10-05,3017
2019-10-06,2874
2019-10-07,2874
2019-10-08,2784
2019-10-09,2784
2019-10-10,2672
2019-10-11,2672
2019-10-12,2615
2019-10-13,2506
2019-10-14,2397
2019-10-15,2397
2019-10-16,2286
2019-10-17,2286
2019-10-18,2199
2019-10-19,2139
2019-10-20,2139
2019-10-21,2128
2019-10-22,2128
2019-10-23,2200
2019-10-24,2200
2019-10-25,2184
2019-10-26,2184
2019-10-27,2121
2019-10-28,2085
2019-10-29,2085
2019-10-30,2081
2019-10-31,2109
2019-11-01,2109
2019-11-02,2119
2019-11-03,2190
2019-11-04,2190
2019-11-05,2227
2019-11-06,2227
2019-11-07,2245
2019-11-08,2245
2019-11-09,2297
2019-11-10,2267
2019-11-11,2267
2019-11-12,2293
2019-11-13,2293
2019-11-14,2304
2019-11-15,2304
2019-11-16,2202
2019-11-17,2202
2019-11-18,2235
2019-11-19,2235
2019-11-20,2220
2019-11-21,2220
2019-11-22,2192
2019-11-23,2192
2019-11-24,2182
2019-11-25,2182
2019-11-26,2182
2019-11-27,2182
2019-11-28,2215
2019-11-29,2215
2019-11-30,2220
2019-12-01,2221
2019-12-02,2221
2019-12-03,2204
2019-12-04,2204
2019-12-05,2196
2019-12-06,2196
2019-12-07,2194
2019-12-08,2194
2019-12-09,2237
2019-12-10,2244
2019-12-11,2244
2019-12-12,2308
2019-12-13,2308
2019-12-14,2361
2019-12-15,2289
2019-12-16,2289
2019-12-17,2174
2019-12-18,2174
2019-12-19,2065
2019-12-20,1963
2019-12-21,1869
2019-12-22,1781
2019-12-23,1699
2019-12-24,1618
2019-12-25,1542
2019-12-26,1542
2019-12-27,1464
2019-12-28,1391
2019-12-29,1391
2019-12-30,1321
2019-12-31,1273
2020-01-01,1278
2020-01-02,1304
2020-01-03,1304
2020-01-04,1344
2020-01-05,1397
2020-01-06,1397
2020-01-07,1339
2020-01-08,1339
2020-01-09,1377
2020-01-10,1444
2020-01-11,1515
2020-01-12,1515
2020-01-13,1548
2020-01-14,1548
2020-01-15,1570
2020-01-16,1570
2020-01-17,1570
2020-01-18,1570
2020-01-19,1614
2020-01-20,1614
2020-01-21,1591
2020-01-22,1591
2020-01-23,1618
2020-01-24,1676
2020-01-25,1676
2020-01-26,1667
2020-01-27,1716
2020-01-28,1716
2020-01-29,1672
2020-01-30,1672
2020-01-31,1664
2020-02-01,1664
2020-02-02,1647
2020-02-03,1647
2020-02-04,1658
2020-02-05,1658
2020-02-06,1630
2020-02-07,1630
2020-02-08,1609
2020-02-09,1630
2020-02-10,1659
2020-02-11,1659
2020-02-12,1664
2020-02-13,1664
2020-02-14,1620
2020-02-15,1620
2020-02-16,1672
2020-02-17,1716
2020-02-18,1717
2020-02-19,1717
2020-02-20,1731
2020-02-21,1731
2020-02-22,1756
2020-02-23,1756
2020-02-24,1781
2020-02-25,1781
2020-02-26,1832
2020-02-27,1832
2020-02-28,1801
2020-02-29,1801
2020-03-01,1717
2020-03-02,1744
2020-03-03,1808
2020-03-04,1808
2020-03-05,1821
2020-03-06,1765
2020-03-07,1765
2020-03-08,1698
2020-03-09,1686
2020-03-10,1707
2020-03-11,1707
2020-03-12,1692
2020-03-13,1692
2020-03-14,1676
2020-03-15,1676
2020-03-16,1655
2020-03-17,1655
2020-03-18,1604
2020-03-19,1647
2020-03-20,1711
2020-03-21,1772
2020-03-22,1838
2020-03-23,1917
2020-03-24,2004
2020-03-25,2081
2020-03-26,2149
2020-03-27,2234
2020-03-28,2256
2020-03-29,2283
2020-03-30,2283
2020-03-31,2284
2020-04-01,2231
2020-04-02,2240
2020-04-03,2240
2020-04-04,2272
2020-04-05,2223
2020-04-06,2140
2020-04-07,2073
2020-04-08,2050
2020-04-09,1963
2020-04-10,1874
2020-04-11,1807
2020-04-12,1784
2020-04-13,1755
2020-04-14,1718
2020-04-15,1710
2020-04-16,1710
2020-04-17,1684
2020-04-18,1671
2020-04-19,1641
2020-04-20,1613
2020-04-21,1616
2020-04-22,1587
2020-04-23,1571
2020-04-24,1578
2020-04-25,1564
2020-04-26,1583
2020-04-27,1591
2020-04-28,1608
2020-04-29,1628
2020-04-30,1638
2020-05-01,1640
2020-05-02,1612
2020-05-03,1598
2020-05-04,1550
2020-05-05,1490
2020-05-06,1451
2020-05-07,1404
2020-05-08,1379
2020-05-09,1326
2020-05-10,1306
2020-05-11,1298
2020-05-12,1279
2020-05-13,1283
