date_obj,White%20unicorn%20mask price
2017-08-16,69615
2017-08-17,69615
2017-08-18,69615
2017-08-19,70364
2017-08-20,70364
2017-08-21,70364
2017-08-22,70364
2017-08-23,70375
2017-08-24,70375
2017-08-25,70375
2017-08-26,70375
2017-08-27,69645
2017-08-28,69645
2017-08-29,69645
2017-08-30,69645
2017-08-31,69973
2017-09-01,69973
2017-09-02,69973
2017-09-03,69973
2017-09-04,70303
2017-09-05,70303
2017-09-06,70303
2017-09-07,70303
2017-09-08,69161
2017-09-09,69161
2017-09-10,69161
2017-09-11,69161
2017-09-12,66724
2017-09-13,66724
2017-09-14,66724
2017-09-15,66724
2017-09-16,65811
2017-09-17,65811
2017-09-18,65811
2017-09-19,65811
2017-09-20,65180
2017-09-21,65180
2017-09-22,65180
2017-09-23,65180
2017-09-24,65537
2017-09-25,65537
2017-09-26,65537
2017-09-27,65537
2017-09-28,65537
2017-09-29,64839
2017-09-30,64839
2017-10-01,64839
2017-10-02,64839
2017-10-03,64425
2017-10-04,64425
2017-10-05,64425
2017-10-06,64425
2017-10-07,65056
2017-10-08,65056
2017-10-09,65056
2017-10-10,65056
2017-10-11,65678
2017-10-12,65678
2017-10-13,65678
2017-10-14,66921
2017-10-15,66921
2017-10-16,66921
2017-10-17,66921
2017-10-18,66921
2017-10-19,67678
2017-10-20,67678
2017-10-21,67678
2017-10-22,67678
2017-10-23,67678
2017-10-24,67651
2017-10-25,67651
2017-10-26,67651
2017-10-27,67651
2017-10-28,66112
2017-10-29,66112
2017-10-30,66112
2017-10-31,63266
2017-11-01,63266
2017-11-02,63266
2017-11-03,63266
2017-11-04,60538
2017-11-05,60538
2017-11-06,60538
2017-11-07,60538
2017-11-08,60538
2017-11-09,57840
2017-11-10,57840
2017-11-11,57840
2017-11-12,57840
2017-11-13,56507
2017-11-14,56507
2017-11-15,56507
2017-11-16,56507
2017-11-17,56507
2017-11-18,56050
2017-11-19,56050
2017-11-20,56050
2017-11-21,56050
2017-11-22,54194
2017-11-23,54194
2017-11-24,54194
2017-11-25,54194
2017-11-26,54194
2017-11-27,54194
2017-11-28,51749
2017-11-29,51749
2017-11-30,51749
2017-12-01,51749
2017-12-02,50800
2017-12-03,50800
2017-12-04,50800
2017-12-05,50800
2017-12-06,49838
2017-12-07,49838
2017-12-08,49838
2017-12-09,49838
2017-12-10,49838
2017-12-11,48483
2017-12-12,48483
2017-12-13,48483
2017-12-14,48483
2017-12-15,48483
2017-12-16,47177
2017-12-17,47177
2017-12-18,47177
2017-12-19,47177
2017-12-20,46541
2017-12-21,46541
2017-12-22,46541
2017-12-23,46541
2017-12-24,45540
2017-12-25,45540
2017-12-26,45540
2017-12-27,45540
2017-12-28,44446
2017-12-29,44446
2017-12-30,44446
2017-12-31,44446
2018-01-01,43920
2018-01-02,43920
2018-01-03,43920
2018-01-04,43920
2018-01-05,43295
2018-01-06,43295
2018-01-07,43295
2018-01-08,43295
2018-01-09,43379
2018-01-10,43379
2018-01-11,43379
2018-01-12,43379
2018-01-13,42276
2018-01-14,42276
2018-01-15,42276
2018-01-16,42276
2018-01-17,41257
2018-01-18,41257
2018-01-19,41257
2018-01-20,41165
2018-01-21,41165
2018-01-22,41165
2018-01-23,40831
2018-01-24,40831
2018-01-25,38845
2018-01-26,38845
2018-01-27,37847
2018-01-28,36034
2018-01-29,36034
2018-01-30,34792
2018-02-01,34792
2018-02-02,33692
2018-02-03,33692
2018-02-04,32390
2018-02-05,32390
2018-02-06,32233
2018-02-07,32233
2018-02-08,31039
2018-02-09,30034
2018-02-10,30034
2018-02-11,29264
2018-02-12,29264
2018-02-13,29165
2018-02-14,29165
2018-02-15,29234
2018-02-16,29234
2018-02-17,28949
2018-02-18,29983
2018-02-19,30958
2018-02-20,30958
2018-02-21,32328
2018-02-22,32328
2018-02-23,33880
2018-02-24,33880
2018-02-25,35292
2018-02-26,35292
2018-02-27,36583
2018-02-28,36583
2018-03-01,38102
2018-03-02,38102
2018-03-03,38564
2018-03-04,38564
2018-03-05,38553
2018-03-06,38553
2018-03-07,37060
2018-03-08,37060
2018-03-09,35207
2018-03-10,35207
2018-03-11,33446
2018-03-12,33446
2018-03-13,31844
2018-03-14,31844
2018-03-15,31007
2018-03-16,31007
2018-03-17,30386
2018-03-18,30386
2018-03-19,30100
2018-03-20,30100
2018-03-21,29327
2018-03-23,29327
2018-03-24,29352
2018-03-26,29075
2018-03-27,28954
2018-03-28,28954
2018-03-29,28068
2018-03-30,28068
2018-03-31,28076
2018-04-01,28076
2018-04-02,27549
2018-04-03,27549
2018-04-04,27134
2018-04-05,27134
2018-04-06,27134
2018-04-08,27535
2018-04-09,27912
2018-04-10,27912
2018-04-11,27315
2018-04-12,27315
2018-04-13,26948
2018-04-14,26948
2018-04-16,26548
2018-04-17,26548
2018-04-18,26061
2018-04-19,26061
2018-04-20,26929
2018-04-21,26929
2018-04-22,27834
2018-04-23,27834
2018-04-24,28279
2018-04-25,28279
2018-04-26,28279
2018-04-27,29224
2018-04-28,29224
2018-04-29,29906
2018-04-30,29906
2018-05-02,30064
2018-05-03,30913
2018-05-04,30913
2018-05-05,31421
2018-05-06,31421
2018-05-07,31429
2018-05-08,31429
2018-05-09,31591
2018-05-10,31591
2018-05-11,31647
2018-05-12,31647
2018-05-13,31720
2018-05-14,31720
2018-05-15,31579
2018-05-16,31579
2018-05-17,31542
2018-05-18,31542
2018-05-19,31676
2018-05-20,31676
2018-05-21,31026
2018-05-22,31026
2018-05-23,30252
2018-05-24,30252
2018-05-25,30252
2018-05-26,29487
2018-05-27,29487
2018-05-28,29007
2018-05-29,29007
2018-05-30,28021
2018-05-31,28021
2018-06-01,28338
2018-06-02,29059
2018-06-03,29059
2018-06-04,29059
2018-06-05,28645
2018-06-06,28645
2018-06-07,28451
2018-06-08,27621
2018-06-09,27621
2018-06-10,27383
2018-06-11,27383
2018-06-12,27383
2018-06-13,26875
2018-06-14,26875
2018-06-15,26875
2018-06-16,26771
2018-06-17,26771
2018-06-18,27077
2018-06-19,27077
2018-06-20,27077
2018-06-21,26809
2018-06-22,26809
2018-06-23,26802
2018-06-24,26802
2018-06-25,26751
2018-06-26,26751
2018-06-27,26751
2018-06-28,26959
2018-06-29,26959
2018-06-30,28163
2018-07-01,28163
2018-07-02,29518
2018-07-03,29518
2018-07-04,29827
2018-07-05,29827
2018-07-06,30596
2018-07-07,30596
2018-07-08,30596
2018-07-09,31007
2018-07-10,31007
2018-07-11,31539
2018-07-12,31539
2018-07-13,31440
2018-07-14,31440
2018-07-15,31924
2018-07-16,31924
2018-07-17,32387
2018-07-18,32387
2018-07-19,32656
2018-07-20,32656
2018-07-21,34116
2018-07-22,34116
2018-07-23,34877
2018-07-24,34877
2018-07-25,35352
2018-07-26,35352
2018-07-27,35657
2018-07-28,35657
2018-07-29,35154
2018-07-30,35154
2018-07-31,34319
2018-08-01,34319
2018-08-02,34053
2018-08-03,34053
2018-08-04,33156
2018-08-05,33156
2018-08-06,32406
2018-08-07,32406
2018-08-08,32265
2018-08-09,32265
2018-08-10,32159
2018-08-11,32159
2018-08-12,31685
2018-08-14,32511
2018-08-16,32198
2018-08-17,31889
2018-08-18,31889
2018-08-19,30599
2018-08-20,30060
2018-08-21,30060
2018-08-22,30023
2018-08-23,30023
2018-08-24,30406
2018-08-25,29703
2018-08-26,29703
2018-08-27,29065
2018-08-28,29042
2018-08-29,29042
2018-08-30,28489
2018-08-31,28164
2018-09-01,28173
2018-09-02,28173
2018-09-03,27783
2018-09-04,27254
2018-09-05,27254
2018-09-06,27089
2018-09-07,27601
2018-09-08,27601
2018-09-09,28040
2018-09-10,28345
2018-09-11,28345
2018-09-12,29095
2018-09-13,29095
2018-09-14,29085
2018-09-15,29209
2018-09-16,29209
2018-09-17,28898
2018-09-18,28822
2018-09-19,28822
2018-09-20,28835
2018-09-21,28835
2018-09-22,28362
2018-09-23,28362
2018-09-24,28528
2018-09-25,28528
2018-09-26,28371
2018-09-27,28371
2018-09-28,28752
2018-09-29,28752
2018-09-30,28641
2018-10-02,29045
2018-10-03,29654
2018-10-04,29654
2018-10-05,30738
2018-10-06,31821
2018-10-07,31821
2018-10-08,32829
2018-10-09,32829
2018-10-10,33154
2018-10-11,33154
2018-10-12,33371
2018-10-13,33371
2018-10-14,33589
2018-10-15,33589
2018-10-16,33585
2018-10-17,33585
2018-10-18,33486
2018-10-19,33486
2018-10-20,32193
2018-10-21,32193
2018-10-22,30583
2018-10-23,30583
2018-10-24,29136
2018-10-25,29136
2018-10-26,28005
2018-10-27,28005
2018-10-28,27097
2018-10-29,27097
2018-10-30,26180
2018-10-31,25597
2018-11-01,25597
2018-11-03,24535
2018-11-04,24535
2018-11-05,24214
2018-11-06,24722
2018-11-07,24722
2018-11-08,25427
2018-11-09,25427
2018-11-10,25854
2018-11-11,25854
2018-11-12,25498
2018-11-13,25672
2018-11-14,25672
2018-11-15,25889
2018-11-16,26034
2018-11-17,26034
2018-11-18,26193
2018-11-19,26193
2018-11-20,26656
2018-11-21,26656
2018-11-22,26581
2018-11-23,26743
2018-11-24,27474
2018-11-25,27752
2018-11-26,27752
2018-11-27,27738
2018-11-28,27128
2018-11-29,27903
2018-12-01,28085
2018-12-02,28381
2018-12-03,28381
2018-12-04,27771
2018-12-05,27058
2018-12-07,26777
2018-12-09,26644
2018-12-10,26178
2018-12-11,26178
2018-12-12,26359
2018-12-13,26151
2018-12-14,25087
2018-12-15,25087
2018-12-16,24268
2018-12-17,24268
2018-12-18,23741
2018-12-19,23741
2018-12-20,23716
2018-12-21,23716
2018-12-22,23152
2018-12-23,22769
2018-12-24,22762
2018-12-25,22762
2018-12-26,22577
2018-12-27,22059
2018-12-28,22059
2018-12-29,21142
2018-12-30,21142
2018-12-31,20477
2019-01-01,20477
2019-01-02,19746
2019-01-03,19194
2019-01-04,19194
2019-01-05,18441
2019-01-06,18137
2019-01-08,17767
2019-01-10,16764
2019-01-11,16136
2019-01-12,15889
2019-01-13,15633
2019-01-14,15559
2019-01-15,15559
2019-01-16,15329
2019-01-17,15449
2019-01-18,15449
2019-01-19,15644
2019-01-20,15462
2019-01-21,15462
2019-01-22,15728
2019-01-23,16137
2019-01-24,16137
2019-01-25,16108
2019-01-26,16108
2019-01-27,16361
2019-01-28,16894
2019-01-29,17084
2019-01-30,17541
2019-01-31,17541
2019-02-01,18410
2019-02-02,18410
2019-02-03,19096
2019-02-04,19096
2019-02-05,20051
2019-02-06,20051
2019-02-07,20939
2019-02-08,20939
2019-02-09,21705
2019-02-10,21705
2019-02-11,21945
2019-02-12,21945
2019-02-13,22620
2019-02-14,22620
2019-02-15,23239
2019-02-16,24330
2019-02-17,25428
2019-02-18,26658
2019-02-19,26658
2019-02-20,27891
2019-02-21,29140
2019-02-22,29140
2019-02-23,30511
2019-02-24,31933
2019-02-25,33441
2019-02-26,33441
2019-02-27,35006
2019-02-28,35006
2019-03-01,36681
2019-03-02,38373
2019-03-03,40128
2019-03-04,42015
2019-03-05,42015
2019-03-06,44116
2019-03-07,44116
2019-03-08,46190
2019-03-09,46190
2019-03-10,45900
2019-03-11,45900
2019-03-12,47985
2019-03-13,47985
2019-03-14,50244
2019-03-15,50244
2019-03-16,52681
2019-03-17,55287
2019-03-18,55287
2019-03-19,57815
2019-03-20,60437
2019-03-21,60437
2019-03-22,63313
2019-03-23,65137
2019-03-24,65137
2019-03-25,66697
2019-03-26,66697
2019-03-27,67245
2019-03-28,67245
2019-03-29,66613
2019-03-30,66613
2019-03-31,63488
2019-04-01,60313
2019-04-02,57297
2019-04-03,54543
2019-04-04,52293
2019-04-05,50034
2019-04-06,47935
2019-04-07,45733
2019-04-08,43702
2019-04-09,41672
2019-04-10,39831
2019-04-11,37853
2019-04-12,35960
2019-04-13,34162
2019-04-14,32453
2019-04-15,30899
2019-04-16,29354
2019-04-17,28008
2019-04-18,26725
2019-04-19,25546
2019-04-20,24463
2019-04-21,23327
2019-04-22,22244
2019-04-23,21233
2019-04-24,20286
2019-04-25,19365
2019-04-26,18506
2019-04-27,17707
2019-04-28,16881
2019-04-29,16144
2019-04-30,15336
2019-05-01,15336
2019-05-02,14629
2019-05-03,13901
2019-05-04,13368
2019-05-05,12731
2019-05-06,12143
2019-05-07,11567
2019-05-08,11045
2019-05-09,10537
2019-05-10,10041
2019-05-11,9602
2019-05-12,9167
2019-05-13,8757
2019-05-14,8353
2019-05-15,7989
2019-05-16,7589
2019-05-17,7589
2019-05-18,7209
2019-05-19,7209
2019-05-20,6924
2019-05-21,6924
2019-05-22,6770
2019-05-23,6756
2019-05-24,6756
2019-05-25,6848
2019-05-26,6848
2019-05-27,6764
2019-05-28,6764
2019-05-29,6918
2019-05-30,6918
2019-05-31,7141
2019-06-01,7141
2019-06-02,7225
2019-06-03,7225
2019-06-04,7196
2019-06-05,7196
2019-06-06,7010
2019-06-07,7010
2019-06-08,7134
2019-06-09,7090
2019-06-10,7090
2019-06-11,6943
2019-06-12,6943
2019-06-13,7247
2019-06-14,7247
2019-06-15,7583
2019-06-16,7926
2019-06-17,7926
2019-06-18,8118
2019-06-19,8118
2019-06-20,8345
2019-06-21,8345
2019-06-22,8388
2019-06-23,8388
2019-06-24,8191
2019-06-25,8191
2019-06-26,8411
2019-06-27,8567
2019-06-28,8567
2019-06-29,8914
2019-06-30,8914
2019-07-01,9288
2019-07-02,9288
2019-07-03,9290
2019-07-04,9290
2019-07-05,9195
2019-07-06,9195
2019-07-07,8953
2019-07-08,8953
2019-07-09,8505
2019-07-10,8505
2019-07-11,8414
2019-07-12,8414
2019-07-13,8080
2019-07-14,8232
2019-07-15,8232
2019-07-16,8297
2019-07-17,8297
2019-07-18,8265
2019-07-19,8265
2019-07-20,8147
2019-07-21,8147
2019-07-22,8263
2019-07-23,8263
2019-07-24,8153
2019-07-25,8153
2019-07-26,8038
2019-07-27,8038
2019-07-28,8143
2019-07-29,8143
2019-07-30,8350
2019-07-31,8350
2019-08-01,8327
2019-08-02,8327
2019-08-03,8233
2019-08-04,8233
2019-08-05,8021
2019-08-06,8021
2019-08-07,8117
2019-08-08,8117
2019-08-09,8495
2019-08-10,8700
2019-08-11,8700
2019-08-12,8441
2019-08-13,8441
2019-08-14,8217
2019-08-15,8217
2019-08-16,8374
2019-08-17,8374
2019-08-18,8520
2019-08-19,8520
2019-08-20,8815
2019-08-21,8815
2019-08-22,8936
2019-08-23,8936
2019-08-24,8984
2019-08-24,8984
2019-08-25,8984
2019-08-25,8984
2019-08-26,9077
2019-08-26,9077
2019-08-27,9077
2019-08-27,9077
2019-08-28,8854
2019-08-29,8854
2019-08-30,9171
2019-08-31,9171
2019-09-01,9238
2019-09-02,9238
2019-09-03,9343
2019-09-04,9343
2019-09-05,9382
2019-09-06,9382
2019-09-07,9301
2019-09-08,9301
2019-09-09,9195
2019-09-10,9195
2019-09-11,9431
2019-09-12,9431
2019-09-13,9431
2019-09-14,9471
2019-09-15,9471
2019-09-16,9467
2019-09-17,9467
2019-09-18,9456
2019-09-19,9456
2019-09-20,9465
2019-09-21,9465
2019-09-22,9491
2019-09-23,9491
2019-09-24,9207
2019-09-25,9207
2019-09-26,9207
2019-09-27,9207
2019-09-28,9087
2019-09-29,9087
2019-09-30,9087
2019-10-01,9088
2019-10-02,9088
2019-10-03,9088
2019-10-04,9052
2019-10-05,9052
2019-10-06,8811
2019-10-07,8811
2019-10-08,8530
2019-10-09,8530
2019-10-10,8138
2019-10-11,8138
2019-10-12,7734
2019-10-13,7479
2019-10-14,7479
2019-10-15,7502
2019-10-16,7502
2019-10-17,7583
2019-10-18,7583
2019-10-19,7449
2019-10-20,7449
2019-10-21,7617
2019-10-22,7617
2019-10-23,7879
2019-10-24,7879
2019-10-25,8174
2019-10-26,8174
2019-10-27,8522
2019-10-28,8522
2019-10-29,8816
2019-10-30,8816
2019-10-31,9102
2019-11-01,9102
2019-11-02,9069
2019-11-03,9069
2019-11-04,8894
2019-11-05,8894
2019-11-06,8894
2019-11-07,8776
2019-11-08,8776
2019-11-09,8566
2019-11-10,8566
2019-11-11,8390
2019-11-12,8390
2019-11-13,8390
2019-11-14,8542
2019-11-15,8542
2019-11-16,8566
2019-11-17,8566
2019-11-18,8566
2019-11-19,8678
2019-11-20,8678
2019-11-21,8678
2019-11-22,8849
2019-11-23,8849
2019-11-24,8849
2019-11-25,8821
2019-11-26,8821
2019-11-27,8821
2019-11-28,8821
2019-11-29,8821
2019-11-30,8821
2019-12-01,8490
2019-12-02,8490
2019-12-03,8134
2019-12-04,8134
2019-12-05,8134
2019-12-06,7907
2019-12-07,7907
2019-12-08,7978
2019-12-09,7978
2019-12-10,8177
2019-12-11,8177
2019-12-12,8177
2019-12-13,8348
2019-12-14,8348
2019-12-15,8394
2019-12-16,8394
2019-12-17,8144
2019-12-18,8144
2019-12-19,8144
2019-12-20,8031
2019-12-21,8031
2019-12-22,7787
2019-12-23,7787
2019-12-24,7787
2019-12-25,7749
2019-12-26,7749
2019-12-27,7749
2019-12-28,7647
2019-12-29,7647
2019-12-30,7605
2019-12-31,7605
2020-01-01,7489
2020-01-02,7489
2020-01-03,7375
2020-01-04,7375
2020-01-05,7410
2020-01-06,7410
2020-01-07,7779
2020-01-08,7779
2020-01-09,7779
2020-01-10,8168
2020-01-11,8168
2020-01-12,8550
2020-01-13,8550
2020-01-14,8550
2020-01-15,8843
2020-01-16,8843
2020-01-17,9286
2020-01-18,9286
2020-01-19,9510
2020-01-20,9510
2020-01-21,9510
2020-01-22,9683
2020-01-23,9683
2020-01-24,9888
2020-01-25,9888
2020-01-26,10174
2020-01-27,10174
2020-01-28,10174
2020-01-29,9996
2020-01-30,9996
2020-01-31,9666
2020-02-01,9666
2020-02-02,9556
2020-02-03,9556
2020-02-04,9556
2020-02-05,9537
2020-02-06,9537
2020-02-07,9482
2020-02-08,9482
2020-02-09,9260
2020-02-10,9260
2020-02-11,9500
2020-02-12,9500
2020-02-13,9383
2020-02-14,9383
2020-02-15,9325
2020-02-16,9325
2020-02-17,9274
2020-02-18,9274
2020-02-19,9274
2020-02-20,9150
2020-02-21,9150
2020-02-22,9150
2020-02-23,9110
2020-02-24,9110
2020-02-25,8806
2020-02-26,8806
2020-02-27,8681
2020-02-28,8681
2020-02-29,8655
2020-03-01,8712
2020-03-02,8712
2020-03-03,8582
2020-03-04,8582
2020-03-05,8578
2020-03-06,8578
2020-03-07,8411
2020-03-08,8411
2020-03-09,8513
2020-03-10,8513
2020-03-11,8902
2020-03-12,8902
2020-03-13,9299
2020-03-14,9299
2020-03-15,9635
2020-03-16,9635
2020-03-17,9748
2020-03-18,9748
2020-03-19,9621
2020-03-20,9621
2020-03-21,9594
2020-03-22,9556
2020-03-23,9556
2020-03-24,9687
2020-03-25,9687
2020-03-26,10013
2020-03-27,10013
2020-03-28,10369
2020-03-29,10642
2020-03-30,10436
2020-03-31,10436
2020-04-01,10654
2020-04-02,10654
2020-04-03,11017
2020-04-04,11278
2020-04-05,11278
2020-04-06,11104
2020-04-07,11104
2020-04-08,10747
2020-04-09,10747
2020-04-10,10686
2020-04-11,10350
2020-04-12,10350
2020-04-13,10152
2020-04-14,9670
2020-04-15,9186
2020-04-16,9186
2020-04-17,8848
2020-04-18,8860
2020-04-19,8840
2020-04-20,8840
2020-04-21,9049
2020-04-22,8932
2020-04-23,8932
2020-04-24,8855
2020-04-25,8855
2020-04-26,8629
2020-04-27,8556
2020-04-28,8534
2020-04-29,8534
2020-04-30,8463
2020-05-01,8463
2020-05-02,8649
2020-05-03,8918
2020-05-04,8918
2020-05-05,8959
2020-05-06,8858
2020-05-07,8858
2020-05-08,9236
2020-05-09,9485
2020-05-10,9485
2020-05-11,9811
2020-05-12,9811
2020-05-13,10040
