date_obj,Fremennik%20brown%20shirt price
2016-04-26,989
2016-04-27,989
2016-04-28,989
2016-04-29,989
2016-04-30,989
2016-05-01,989
2016-05-02,989
2016-05-03,989
2016-05-04,989
2016-05-05,989
2016-05-06,989
2016-05-07,989
2016-05-08,989
2016-05-09,989
2016-05-10,989
2016-05-11,949
2016-05-12,949
2016-05-13,949
2016-05-14,949
2016-05-15,949
2016-05-16,949
2016-05-17,949
2016-05-18,949
2016-05-19,949
2016-05-22,949
2016-05-23,949
2016-05-24,949
2016-05-25,949
2016-05-26,949
2016-05-27,949
2016-05-28,949
2016-05-29,943
2016-05-30,943
2016-05-31,943
2016-06-01,943
2016-06-02,943
2016-06-03,943
2016-06-04,943
2016-06-05,943
2016-06-06,943
2016-06-07,943
2016-06-08,943
2016-06-09,943
2016-06-10,943
2016-06-11,943
2016-06-12,913
2016-06-13,913
2016-06-14,913
2016-06-15,913
2016-06-16,913
2016-06-17,913
2016-06-18,913
2016-06-19,913
2016-06-20,913
2016-06-21,913
2016-06-22,913
2016-06-23,884
2016-06-24,884
2016-06-25,884
2016-06-26,884
2016-06-27,884
2016-06-28,884
2016-06-29,884
2016-06-30,884
2016-07-01,884
2016-07-02,884
2016-07-03,884
2016-07-04,884
2016-07-05,884
2016-07-06,877
2016-07-07,877
2016-07-08,877
2016-07-09,877
2016-07-10,877
2016-07-11,877
2016-07-12,877
2016-07-13,877
2016-07-14,877
2016-07-15,877
2016-07-16,877
2016-07-17,877
2016-07-18,877
2016-07-23,840
2016-07-24,840
2016-07-25,840
2016-07-26,840
2016-07-27,840
2016-07-28,840
2016-07-29,840
2016-07-30,840
2016-07-31,840
2016-08-01,840
2016-08-02,840
2016-08-03,840
2016-08-04,840
2016-08-05,840
2016-08-06,819
2016-08-07,819
2016-08-08,819
2016-08-09,819
2016-08-10,819
2016-08-11,819
2016-08-12,819
2016-08-13,819
2016-08-14,819
2016-08-15,819
2016-08-16,819
2016-08-17,819
2016-08-18,819
2016-08-19,819
2016-08-20,819
2016-08-21,819
2016-08-22,819
2016-08-23,819
2016-08-24,819
2016-08-25,796
2016-08-26,796
2016-08-28,796
2016-08-31,796
2016-09-01,796
2016-09-02,796
2016-09-03,796
2016-09-04,796
2016-09-05,796
2016-09-06,796
2016-09-07,796
2016-09-08,796
2016-09-09,796
2016-09-10,796
2016-09-11,796
2016-09-12,796
2016-09-13,776
2016-09-14,776
2016-09-15,776
2016-09-16,776
2016-09-17,776
2016-09-18,776
2016-09-19,776
2016-09-20,776
2016-09-21,776
2016-09-22,776
2016-09-23,776
2016-09-24,776
2016-09-25,776
2016-09-26,776
2016-09-27,776
2016-09-28,776
2016-09-29,776
2016-09-30,776
2016-10-01,776
2016-10-02,776
2016-10-03,776
2016-10-04,750
2016-10-05,750
2016-10-06,750
2016-10-07,750
2016-10-08,750
2016-10-09,750
2016-10-10,750
2016-10-11,750
2016-10-12,750
2016-10-13,750
2016-10-14,750
2016-10-15,750
2016-10-16,750
2016-10-17,750
2016-10-18,750
2016-10-19,750
2016-10-20,750
2016-10-21,750
2016-10-22,750
2016-10-23,729
2016-10-24,729
2016-10-25,729
2016-10-26,729
2016-10-27,729
2016-10-28,729
2016-10-29,729
2016-10-30,729
2016-10-31,729
2016-11-01,729
2016-11-02,729
2016-11-03,729
2016-11-04,729
2016-11-05,729
2016-11-06,729
2016-11-07,729
2016-11-08,729
2016-11-09,729
2016-11-10,729
2016-11-11,694
2016-11-12,694
2016-11-13,694
2016-11-14,694
2016-11-15,694
2016-12-07,668
2016-12-08,668
2016-12-09,668
2016-12-10,668
2016-12-11,668
2016-12-12,668
2016-12-13,668
2016-12-14,668
2016-12-15,668
2016-12-16,668
2016-12-17,668
2016-12-18,668
2016-12-19,668
2016-12-20,668
2016-12-21,636
2016-12-22,636
2016-12-23,636
2016-12-24,636
2016-12-25,636
2016-12-26,636
2016-12-27,636
2016-12-28,636
2016-12-29,636
2016-12-30,636
2016-12-31,636
2017-01-01,636
2017-01-02,636
2017-01-03,636
2017-01-04,636
2017-01-05,636
2017-01-06,636
2017-01-07,636
2017-01-08,618
2017-01-09,618
2017-01-10,618
2017-01-11,618
2017-01-12,618
2017-01-13,618
2017-01-14,618
2017-01-15,618
2017-01-16,618
2017-01-17,618
2017-01-18,618
2017-01-19,618
2017-01-20,618
2017-01-21,618
2017-01-22,618
2017-01-23,618
2017-01-27,602
2017-01-28,602
2017-01-29,602
2017-01-30,602
2017-01-31,602
2017-02-01,602
2017-02-02,602
2017-02-03,602
2017-02-04,602
2017-02-05,602
2017-02-06,602
2017-02-07,602
2017-02-08,602
2017-02-09,602
2017-02-10,575
2017-02-11,575
2017-02-12,575
2017-02-13,575
2017-02-14,575
2017-02-15,575
2017-02-16,575
2017-02-18,575
2017-02-19,575
2017-02-20,575
2017-02-21,575
2017-02-22,575
2017-02-23,575
2017-02-24,575
2017-02-25,552
2017-02-26,552
2017-02-27,552
2017-02-28,552
2017-03-01,552
2017-03-02,552
2017-03-03,552
2017-03-04,552
2017-03-05,552
2017-03-06,552
2017-03-07,552
2017-03-08,552
2017-03-09,552
2017-03-10,552
2017-03-11,567
2017-03-12,567
2017-03-13,567
2017-03-14,567
2017-03-15,567
2017-03-16,567
2017-03-17,567
2017-03-18,567
2017-03-19,567
2017-03-20,567
2017-03-21,567
2017-03-22,567
2017-03-23,559
2017-03-24,559
2017-03-25,559
2017-03-26,559
2017-03-27,559
2017-03-28,559
2017-03-29,559
2017-03-30,559
2017-03-31,559
2017-04-01,559
2017-04-02,559
2017-04-03,559
2017-04-04,559
2017-04-12,541
2017-04-13,541
2017-04-14,541
2017-04-15,541
2017-04-16,541
2017-04-17,541
2017-04-18,541
2017-04-19,541
2017-04-20,541
2017-04-21,541
2017-04-22,518
2017-04-23,518
2017-04-24,518
2017-04-25,518
2017-04-26,518
2017-04-27,518
2017-04-28,518
2017-04-29,518
2017-04-30,518
2017-05-01,518
2017-05-02,518
2017-05-03,518
2017-05-04,518
2017-05-05,518
2017-05-06,518
2017-05-07,518
2017-05-08,510
2017-05-09,510
2017-05-10,510
2017-05-11,510
2017-05-12,510
2017-05-13,510
2017-05-14,510
2017-05-15,510
2017-05-16,510
2017-05-17,510
2017-05-18,510
2017-05-19,510
2017-05-20,510
2017-05-21,510
2017-05-22,510
2017-05-23,504
2017-05-24,504
2017-05-25,504
2017-05-26,504
2017-05-27,504
2017-05-28,504
2017-05-29,504
2017-05-30,504
2017-05-31,504
2017-06-01,504
2017-06-02,504
2017-06-03,504
2017-06-04,504
2017-06-05,504
2017-06-06,504
2017-06-07,504
2017-06-08,504
2017-06-09,504
2017-06-10,497
2017-06-11,497
2017-06-12,497
2017-06-13,497
2017-06-14,497
2017-06-15,497
2017-06-16,497
2017-06-17,497
2017-06-18,497
2017-06-19,497
2017-06-20,497
2017-06-21,497
2017-06-22,497
2017-06-23,497
2017-06-24,499
2017-06-25,499
2017-06-26,499
2017-06-27,499
2017-06-28,499
2017-06-29,499
2017-06-30,499
2017-07-01,499
2017-07-02,499
2017-07-03,499
2017-07-04,499
2017-07-05,499
2017-07-06,499
2017-07-07,499
2017-07-08,499
2017-07-13,493
2017-07-14,493
2017-07-15,493
2017-07-16,493
2017-07-17,493
2017-07-18,493
2017-07-19,493
2017-07-20,493
2017-07-21,493
2017-07-22,493
2017-07-23,493
2017-07-24,493
2017-07-25,493
2017-07-26,493
2017-07-27,493
2017-07-28,493
2017-07-29,493
2017-07-30,493
2017-07-31,493
2017-08-01,474
2017-08-02,474
2017-08-03,474
2017-08-04,474
2017-08-05,474
2017-08-06,474
2017-08-09,474
2017-08-10,474
2017-08-11,474
2017-08-12,474
2017-08-13,474
2017-08-14,474
2017-08-15,474
2017-08-16,474
2017-08-17,474
2017-08-18,474
2017-08-19,474
2017-08-20,474
2017-08-21,476
2017-08-22,476
2017-08-23,476
2017-08-24,476
2017-08-25,476
2017-08-26,476
2017-08-27,476
2017-08-28,476
2017-08-29,476
2017-08-30,476
2017-08-31,476
2017-09-01,476
2017-09-02,476
2017-09-03,476
2017-09-04,476
2017-09-05,476
2017-09-06,476
2017-09-07,476
2017-09-08,476
2017-09-09,476
2017-09-10,476
2017-09-11,476
2017-09-12,476
2017-09-13,476
2017-09-14,476
2017-09-15,476
2017-09-16,476
2017-09-17,476
2017-09-18,476
2017-09-19,476
2017-09-20,476
2017-09-21,476
2017-09-22,468
2017-09-23,468
2017-09-24,468
2017-09-25,468
2017-09-26,468
2017-09-27,468
2017-09-28,468
2017-09-29,468
2017-09-30,468
2017-10-01,468
2017-10-02,468
2017-10-03,468
2017-10-04,468
2017-10-05,468
2017-10-06,468
2017-10-07,468
2017-10-08,468
2017-10-09,468
2017-10-10,455
2017-10-11,455
2017-10-12,455
2017-10-13,455
2017-10-14,455
2017-10-15,455
2017-10-16,455
2017-10-17,455
2017-10-18,455
2017-10-19,455
2017-10-20,455
2017-10-21,455
2017-10-22,455
2017-10-23,455
2017-10-24,455
2017-10-25,455
2017-10-26,455
2017-10-27,455
2017-10-28,455
2017-10-29,454
2017-10-30,454
2017-10-31,454
2017-11-01,454
2017-11-02,454
2017-11-03,454
2017-11-04,454
2017-11-05,454
2017-11-06,454
2017-11-07,454
2017-11-08,454
2017-11-09,454
2017-11-10,454
2017-11-11,454
2017-11-12,454
2017-11-13,454
2017-11-14,454
2017-11-15,454
2017-11-16,451
2017-11-17,451
2017-11-18,451
2017-11-19,451
2017-11-20,451
2017-11-21,451
2017-11-22,451
2017-11-23,451
2017-11-24,451
2017-11-25,451
2017-11-26,451
2017-11-27,451
2017-11-28,451
2017-11-29,451
2017-11-30,451
2017-12-01,451
2017-12-02,451
2017-12-03,451
2017-12-04,451
2017-12-05,451
2017-12-06,451
2017-12-07,451
2017-12-08,451
2017-12-09,451
2017-12-10,451
2017-12-11,451
2017-12-12,451
2017-12-13,451
2017-12-14,451
2017-12-15,451
2017-12-16,451
2017-12-17,451
2017-12-18,451
2017-12-19,451
2017-12-20,451
2017-12-21,451
2017-12-22,451
2017-12-23,451
2017-12-24,445
2017-12-25,445
2017-12-26,445
2017-12-27,445
2017-12-28,445
2017-12-29,445
2017-12-30,445
2017-12-31,445
2018-01-01,445
2018-01-02,445
2018-01-03,445
2018-01-04,445
2018-01-05,445
2018-01-06,445
2018-01-07,445
2018-01-08,445
2018-01-09,445
2018-01-10,445
2018-01-11,445
2018-01-12,438
2018-01-13,438
2018-01-14,438
2018-01-15,438
2018-01-16,438
2018-01-17,438
2018-01-18,438
2018-01-19,438
2018-01-20,438
2018-01-21,438
2018-01-22,438
2018-01-23,438
2018-01-24,418
2018-01-25,418
2018-01-26,418
2018-01-27,418
2018-01-28,418
2018-01-29,418
2018-01-30,418
2018-01-31,407
2018-02-01,407
2018-02-02,407
2018-02-03,407
2018-02-04,407
2018-02-05,407
2018-02-06,407
2018-02-07,407
2018-02-08,404
2018-02-09,404
2018-02-10,404
2018-02-11,404
2018-02-12,404
2018-02-13,404
2018-02-14,404
2018-02-15,404
2018-02-16,404
2018-02-17,407
2018-02-18,407
2018-02-19,407
2018-02-20,407
2018-02-21,407
2018-02-22,407
2018-02-23,407
2018-02-24,407
2018-02-25,387
2018-02-26,387
2018-02-27,387
2018-02-28,387
2018-03-01,387
2018-03-02,387
2018-03-03,387
2018-03-04,387
2018-03-05,368
2018-03-06,368
2018-03-07,368
2018-03-08,368
2018-03-09,368
2018-03-10,368
2018-03-11,368
2018-03-12,368
2018-03-13,368
2018-03-14,364
2018-03-15,364
2018-03-16,364
2018-03-17,364
2018-03-18,364
2018-03-20,364
2018-03-21,364
2018-03-23,364
2018-03-24,366
2018-03-25,366
2018-03-26,366
2018-03-27,366
2018-03-28,366
2018-03-29,366
2018-03-30,366
2018-03-31,366
2018-04-01,366
2018-04-02,366
2018-04-03,354
2018-04-04,354
2018-04-05,354
2018-04-06,354
2018-04-07,354
2018-04-08,354
2018-04-09,354
2018-04-10,354
2018-04-11,354
2018-04-12,354
2018-04-13,351
2018-04-14,351
2018-04-15,351
2018-04-16,351
2018-04-17,351
2018-04-18,351
2018-04-19,351
2018-04-20,351
2018-04-21,360
2018-04-22,360
2018-04-23,360
2018-04-24,360
2018-04-25,360
2018-04-26,360
2018-04-27,360
2018-04-28,360
2018-04-29,360
2018-04-30,360
2018-05-01,353
2018-05-02,353
2018-05-03,353
2018-05-04,353
2018-05-05,353
2018-05-06,353
2018-05-07,353
2018-05-08,353
2018-05-09,353
2018-05-10,353
2018-05-11,341
2018-05-12,341
2018-05-13,341
2018-05-14,341
2018-05-15,341
2018-05-16,341
2018-05-17,341
2018-05-18,341
2018-05-19,341
2018-05-20,328
2018-05-21,328
2018-05-22,328
2018-05-23,328
2018-05-24,328
2018-05-25,328
2018-05-26,331
2018-05-27,331
2018-05-28,331
2018-05-29,331
2018-05-30,331
2018-05-31,331
2018-06-01,331
2018-06-02,331
2018-06-03,323
2018-06-04,323
2018-06-05,323
2018-06-06,323
2018-06-07,323
2018-06-08,323
2018-06-09,323
2018-06-10,323
2018-06-11,323
2018-06-12,315
2018-06-13,315
2018-06-14,315
2018-06-15,315
2018-06-16,315
2018-06-17,315
2018-06-18,315
2018-06-19,315
2018-06-20,315
2018-06-21,302
2018-06-22,302
2018-06-23,302
2018-06-24,302
2018-06-25,302
2018-06-26,302
2018-06-27,302
2018-06-28,302
2018-06-29,302
2018-06-30,302
2018-07-01,288
2018-07-02,288
2018-07-03,288
2018-07-04,288
2018-07-05,288
2018-07-06,288
2018-07-07,288
2018-07-08,288
2018-07-09,288
2018-07-10,288
2018-07-11,288
2018-07-12,288
2018-07-13,288
2018-07-14,288
2018-07-15,288
2018-07-16,288
2018-07-17,288
2018-07-18,288
2018-07-19,288
2018-07-20,288
2018-07-21,279
2018-07-22,279
2018-07-23,279
2018-07-24,279
2018-07-25,279
2018-07-26,279
2018-07-27,279
2018-07-28,279
2018-07-29,279
2018-07-30,268
2018-07-31,268
2018-08-01,268
2018-08-02,268
2018-08-03,268
2018-08-04,268
2018-08-05,268
2018-08-06,268
2018-08-07,263
2018-08-08,263
2018-08-09,263
2018-08-10,263
2018-08-11,263
2018-08-12,263
2018-08-14,263
2018-08-16,260
2018-08-17,260
2018-08-18,260
2018-08-19,260
2018-08-20,260
2018-08-21,260
2018-08-22,260
2018-08-23,255
2018-08-24,255
2018-08-25,255
2018-08-26,255
2018-08-27,255
2018-08-28,255
2018-08-29,255
2018-08-30,255
2018-08-31,252
2018-09-01,252
2018-09-02,252
2018-09-03,252
2018-09-04,252
2018-09-05,252
2018-09-06,252
2018-09-07,252
2018-09-08,251
2018-09-09,251
2018-09-10,251
2018-09-11,251
2018-09-12,251
2018-09-13,251
2018-09-14,251
2018-09-15,251
2018-09-16,251
2018-09-17,258
2018-09-18,258
2018-09-19,258
2018-09-20,258
2018-09-21,258
2018-09-22,258
2018-09-23,258
2018-09-24,258
2018-09-25,258
2018-09-26,258
2018-09-27,258
2018-09-28,268
2018-09-29,268
2018-09-30,268
2018-10-01,268
2018-10-02,268
2018-10-03,268
2018-10-04,268
2018-10-05,268
2018-10-06,268
2018-10-07,276
2018-10-08,276
2018-10-09,276
2018-10-10,276
2018-10-11,276
2018-10-12,276
2018-10-13,276
2018-10-14,276
2018-10-15,276
2018-10-16,276
2018-10-17,283
2018-10-18,283
2018-10-19,283
2018-10-20,283
2018-10-21,283
2018-10-22,283
2018-10-23,283
2018-10-24,283
2018-10-25,283
2018-10-26,283
2018-10-27,283
2018-10-28,283
2018-10-29,293
2018-10-30,293
2018-10-31,293
2018-11-01,293
2018-11-03,293
2018-11-04,293
2018-11-05,293
2018-11-06,287
2018-11-07,287
2018-11-08,287
2018-11-09,287
2018-11-10,287
2018-11-11,287
2018-11-12,287
2018-11-13,277
2018-11-14,277
2018-11-15,277
2018-11-16,277
2018-11-17,277
2018-11-18,277
2018-11-19,277
2018-11-20,271
2018-11-21,271
2018-11-22,271
2018-11-23,271
2018-11-24,271
2018-11-25,271
2018-11-26,271
2018-11-27,281
2018-11-28,281
2018-11-29,281
2018-12-01,281
2018-12-02,281
2018-12-03,281
2018-12-04,281
2018-12-05,276
2018-12-07,276
2018-12-09,276
2018-12-10,276
2018-12-11,276
2018-12-12,276
2018-12-13,272
2018-12-14,272
2018-12-15,272
2018-12-16,272
2018-12-17,272
2018-12-18,272
2018-12-19,272
2018-12-20,280
2018-12-21,280
2018-12-22,280
2018-12-23,280
2018-12-24,280
2018-12-25,280
2018-12-26,280
2018-12-27,289
2018-12-28,289
2018-12-29,289
2018-12-30,289
2018-12-31,289
2019-01-01,289
2019-01-02,289
2019-01-03,275
2019-01-04,275
2019-01-05,275
2019-01-06,275
2019-01-08,275
2019-01-10,269
2019-01-11,269
2019-01-12,269
2019-01-13,267
2019-01-14,267
2019-01-15,267
2019-01-16,254
2019-01-17,254
2019-01-18,254
2019-01-19,246
2019-01-20,246
2019-01-21,246
2019-01-22,234
2019-01-23,234
2019-01-24,234
2019-01-25,229
2019-01-26,229
2019-01-27,229
2019-01-28,217
2019-01-29,217
2019-01-30,217
2019-01-31,207
2019-02-01,207
2019-02-02,207
2019-02-03,198
2019-02-04,198
2019-02-05,198
2019-02-06,198
2019-02-07,191
2019-02-08,191
2019-02-09,191
2019-02-10,191
2019-02-11,184
2019-02-12,184
2019-02-13,184
2019-02-14,176
2019-02-15,176
2019-02-16,176
2019-02-17,183
2019-02-18,183
2019-02-19,183
2019-02-20,183
2019-02-21,193
2019-02-22,193
2019-02-23,193
2019-02-24,193
2019-02-25,202
2019-02-26,202
2019-02-27,202
2019-02-28,202
2019-03-01,202
2019-03-02,210
2019-03-03,210
2019-03-04,210
2019-03-05,212
2019-03-06,212
2019-03-07,212
2019-03-08,203
2019-03-09,203
2019-03-10,203
2019-03-11,196
2019-03-12,196
2019-03-13,196
2019-03-14,194
2019-03-15,194
2019-03-16,194
2019-03-17,191
2019-03-18,191
2019-03-19,191
2019-03-20,191
2019-03-21,185
2019-03-22,185
2019-03-23,185
2019-03-24,176
2019-03-25,176
2019-03-26,176
2019-03-27,176
2019-03-28,170
2019-03-29,170
2019-03-30,170
2019-03-31,170
2019-04-01,173
2019-04-02,173
2019-04-03,173
2019-04-04,173
2019-04-05,166
2019-04-06,166
2019-04-07,166
2019-04-08,166
2019-04-09,166
2019-04-10,158
2019-04-11,158
2019-04-12,158
2019-04-13,155
2019-04-14,155
2019-04-15,155
2019-04-16,155
2019-04-17,160
2019-04-18,160
2019-04-19,160
2019-04-20,160
2019-04-21,164
2019-04-22,164
2019-04-23,164
2019-04-24,156
2019-04-25,156
2019-04-26,156
2019-04-27,156
2019-04-28,151
2019-04-29,151
2019-04-30,151
2019-05-01,151
2019-05-02,145
2019-05-03,145
2019-05-04,145
2019-05-05,141
2019-05-06,141
2019-05-07,141
2019-05-08,141
2019-05-09,141
2019-05-10,134
2019-05-11,134
2019-05-12,134
2019-05-13,133
2019-05-14,133
2019-05-15,133
2019-05-16,133
2019-05-17,133
2019-05-18,129
2019-05-19,129
2019-05-20,129
2019-05-21,129
2019-05-22,129
2019-05-23,123
2019-05-24,123
2019-05-25,123
2019-05-26,123
2019-05-27,122
2019-05-28,122
2019-05-29,122
2019-05-30,122
2019-05-31,122
2019-06-01,116
2019-06-02,116
2019-06-03,116
2019-06-04,116
2019-06-05,111
2019-06-06,111
2019-06-07,111
2019-06-08,111
2019-06-09,106
2019-06-10,106
2019-06-11,106
2019-06-12,106
2019-06-13,102
2019-06-14,102
2019-06-15,102
2019-06-16,102
2019-06-17,102
2019-06-18,98
2019-06-19,98
2019-06-20,98
2019-06-21,98
2019-06-22,98
2019-06-23,95
2019-06-24,95
2019-06-25,95
2019-06-26,95
2019-06-27,95
2019-06-28,93
2019-06-29,93
2019-06-30,93
2019-07-01,93
2019-07-02,93
2019-07-03,89
2019-07-04,89
2019-07-05,89
