date_obj,Jungle%20demon%20mask price
2017-06-25,102978
2017-06-26,102978
2017-06-27,102978
2017-06-28,101778
2017-06-29,101778
2017-06-30,101778
2017-07-01,101778
2017-07-02,101778
2017-07-03,101778
2017-07-04,101778
2017-07-05,101778
2017-07-06,101778
2017-07-07,97403
2017-07-08,97403
2017-07-13,97403
2017-07-14,93491
2017-07-15,93491
2017-07-16,93491
2017-07-17,93491
2017-07-18,93491
2017-07-19,93491
2017-07-20,93491
2017-07-21,90797
2017-07-22,90797
2017-07-23,90797
2017-07-24,90797
2017-07-25,90797
2017-07-26,90797
2017-07-27,90797
2017-07-28,86465
2017-07-29,86465
2017-07-30,86465
2017-07-31,86465
2017-08-01,86465
2017-08-02,86465
2017-08-03,82872
2017-08-04,82872
2017-08-05,82872
2017-08-06,82872
2017-08-09,82872
2017-08-10,79032
2017-08-11,79032
2017-08-12,79032
2017-08-13,79032
2017-08-14,79032
2017-08-15,79032
2017-08-17,77331
2017-08-18,77331
2017-08-19,77331
2017-08-20,77331
2017-08-21,77331
2017-08-22,77331
2017-08-23,77663
2017-08-24,77663
2017-08-25,77663
2017-08-26,77663
2017-08-27,77663
2017-08-28,77663
2017-08-29,77663
2017-08-30,79168
2017-08-31,79168
2017-09-01,79168
2017-09-02,79168
2017-09-03,79168
2017-09-04,79168
2017-09-05,79168
2017-09-06,79168
2017-09-07,79041
2017-09-08,79041
2017-09-09,79041
2017-09-10,79041
2017-09-11,79041
2017-09-12,79041
2017-09-13,79041
2017-09-14,79041
2017-09-15,79041
2017-09-16,76617
2017-09-17,76617
2017-09-19,76617
2017-09-20,76617
2017-09-21,76617
2017-09-22,73414
2017-09-23,73414
2017-09-24,73414
2017-09-25,73414
2017-09-26,73414
2017-09-27,73414
2017-09-28,73414
2017-09-29,73414
2017-09-30,73414
2017-10-01,70410
2017-10-02,70410
2017-10-03,70410
2017-10-04,70410
2017-10-05,70410
2017-10-06,70410
2017-10-07,70410
2017-10-08,68043
2017-10-09,68043
2017-10-10,68043
2017-10-11,68043
2017-10-12,68043
2017-10-13,68043
2017-10-14,68043
2017-10-15,68885
2017-10-16,68885
2017-10-17,68885
2017-10-18,68885
2017-10-19,68885
2017-10-20,68885
2017-10-21,68885
2017-10-22,68885
2017-10-23,67993
2017-10-24,67993
2017-10-25,67993
2017-10-26,67993
2017-10-27,67993
2017-10-28,67993
2017-10-29,67993
2017-10-30,67993
2017-10-31,67621
2017-11-01,67621
2017-11-02,67621
2017-11-03,67621
2017-11-04,67621
2017-11-05,67621
2017-11-06,67621
2017-11-07,67479
2017-11-08,67479
2017-11-09,67479
2017-11-10,67479
2017-11-11,67479
2017-11-12,67479
2017-11-13,67479
2017-11-14,67479
2017-11-15,67369
2017-11-16,67369
2017-11-17,67369
2017-11-18,67369
2017-11-19,67369
2017-11-20,67369
2017-11-21,67369
2017-11-22,67369
2017-11-23,67369
2017-11-24,67248
2017-11-25,67248
2017-11-26,67248
2017-11-27,67248
2017-11-28,67248
2017-11-29,67248
2017-11-30,67248
2017-12-01,67248
2017-12-02,67248
2017-12-03,67923
2017-12-04,67923
2017-12-05,67923
2017-12-06,67923
2017-12-07,67923
2017-12-08,67923
2017-12-09,67923
2017-12-10,67923
2017-12-11,67998
2017-12-12,67998
2017-12-14,67998
2017-12-15,67998
2017-12-16,67998
2017-12-17,67998
2017-12-18,67998
2017-12-19,66591
2017-12-20,66591
2017-12-21,66591
2017-12-22,66591
2017-12-23,66591
2017-12-24,66591
2017-12-25,66591
2017-12-26,66591
2017-12-27,64989
2017-12-28,64989
2017-12-29,64989
2017-12-30,64989
2017-12-31,64989
2018-01-01,64989
2018-01-02,64989
2018-01-03,62389
2018-01-04,62389
2018-01-05,62389
2018-01-06,62389
2018-01-07,62389
2018-01-08,62389
2018-01-09,62389
2018-01-10,59478
2018-01-11,59478
2018-01-12,59478
2018-01-13,59478
2018-01-14,59478
2018-01-15,59478
2018-01-16,59478
2018-01-17,57397
2018-01-18,57397
2018-01-19,57397
2018-01-20,57397
2018-01-21,57397
2018-01-22,57397
2018-01-23,57397
2018-01-25,56921
2018-01-26,56921
2018-01-27,56921
2018-01-28,56716
2018-01-29,56716
2018-01-30,56716
2018-01-31,56716
2018-02-01,55648
2018-02-02,55648
2018-02-03,55648
2018-02-04,53287
2018-02-05,53287
2018-02-06,53287
2018-02-07,51093
2018-02-08,51093
2018-02-09,51093
2018-02-10,51093
2018-02-11,48538
2018-02-12,48538
2018-02-13,48538
2018-02-14,48538
2018-02-15,47908
2018-02-16,47908
2018-02-17,47908
2018-02-18,46952
2018-02-19,46952
2018-02-20,46952
2018-02-21,47362
2018-02-22,47362
2018-02-23,47362
2018-02-24,47362
2018-02-25,47767
2018-02-26,47767
2018-02-27,47767
2018-02-28,47767
2018-03-01,49887
2018-03-02,49887
2018-03-03,49887
2018-03-04,49887
2018-03-05,51689
2018-03-06,51689
2018-03-07,51689
2018-03-08,53498
2018-03-09,53498
2018-03-10,53498
2018-03-11,53498
2018-03-12,54926
2018-03-13,54926
2018-03-14,54926
2018-03-15,54926
2018-03-16,54926
2018-03-17,54908
2018-03-18,54908
2018-03-19,54908
2018-03-20,54908
2018-03-21,53653
2018-03-23,53653
2018-03-24,53653
2018-03-25,52560
2018-03-26,52560
2018-03-27,52560
2018-03-28,52560
2018-03-29,52238
2018-03-30,52238
2018-03-31,52238
2018-04-01,52238
2018-04-02,50563
2018-04-03,50563
2018-04-04,50563
2018-04-05,50563
2018-04-06,49245
2018-04-07,49245
2018-04-08,49245
2018-04-09,49245
2018-04-10,49245
2018-04-11,47811
2018-04-12,47811
2018-04-13,47811
2018-04-14,47811
2018-04-15,47811
2018-04-16,47230
2018-04-17,47230
2018-04-18,47230
2018-04-19,47230
2018-04-20,46527
2018-04-21,46527
2018-04-22,46527
2018-04-23,45143
2018-04-24,45143
2018-04-25,45143
2018-04-26,43239
2018-04-27,43239
2018-04-28,43239
2018-04-29,41840
2018-04-30,41840
2018-05-01,41840
2018-05-04,40681
2018-05-05,40134
2018-05-06,40134
2018-05-07,40134
2018-05-08,40134
2018-05-09,40051
2018-05-10,40051
2018-05-11,40051
2018-05-12,40051
2018-05-13,40404
2018-05-14,40404
2018-05-15,40404
2018-05-16,40066
2018-05-17,40066
2018-05-18,40066
2018-05-19,40066
2018-05-20,39189
2018-05-21,39189
2018-05-22,39189
2018-05-23,37347
2018-05-24,37347
2018-05-25,37347
2018-05-26,37347
2018-05-27,36461
2018-05-28,36461
2018-05-29,36461
2018-05-30,37037
2018-05-31,37037
2018-06-01,37037
2018-06-02,37456
2018-06-03,37456
2018-06-04,37456
2018-06-05,37456
2018-06-06,37783
2018-06-07,37783
2018-06-08,37783
2018-06-09,37783
2018-06-10,37032
2018-06-11,37032
2018-06-12,37032
2018-06-13,36625
2018-06-14,36625
2018-06-15,36625
2018-06-16,36625
2018-06-17,35916
2018-06-18,35916
2018-06-19,35916
2018-06-20,35916
2018-06-21,35665
2018-06-22,35665
2018-06-23,35665
2018-06-24,35665
2018-06-25,35988
2018-06-26,35988
2018-06-27,35988
2018-06-28,35988
2018-06-29,37719
2018-06-30,37719
2018-07-01,37719
2018-07-02,37719
2018-07-03,39126
2018-07-04,39126
2018-07-05,39126
2018-07-06,39126
2018-07-07,38677
2018-07-08,38677
2018-07-09,38677
2018-07-10,37125
2018-07-11,37125
2018-07-12,37125
2018-07-13,37125
2018-07-14,36545
2018-07-15,36545
2018-07-16,36545
2018-07-17,36580
2018-07-18,36580
2018-07-19,36580
2018-07-20,36580
2018-07-21,36488
2018-07-22,36488
2018-07-23,36488
2018-07-24,36422
2018-07-25,36422
2018-07-26,36422
2018-07-27,36097
2018-07-28,36097
2018-07-29,36097
2018-07-30,36097
2018-07-31,36021
2018-08-01,36021
2018-08-02,36021
2018-08-03,36021
2018-08-04,36276
2018-08-05,36276
2018-08-06,36276
2018-08-07,37129
2018-08-08,37129
2018-08-09,37129
2018-08-10,38870
2018-08-11,38870
2018-08-12,38870
2018-08-14,40301
2018-08-16,40301
2018-08-17,40628
2018-08-18,40628
2018-08-19,40628
2018-08-20,40968
2018-08-21,40968
2018-08-22,40968
2018-08-23,40968
2018-08-24,41395
2018-08-25,41395
2018-08-26,41395
2018-08-27,41395
2018-08-28,40989
2018-08-29,40989
2018-08-30,40989
2018-08-31,40989
2018-09-01,40306
2018-09-02,40306
2018-09-03,40306
2018-09-04,39986
2018-09-05,39986
2018-09-06,39986
2018-09-07,40038
2018-09-08,40038
2018-09-09,40038
2018-09-10,40038
2018-09-11,40169
2018-09-12,40169
2018-09-13,40169
2018-09-14,41679
2018-09-15,41679
2018-09-16,41679
2018-09-17,41679
2018-09-18,41383
2018-09-19,41383
2018-09-20,41383
2018-09-21,41383
2018-09-22,41295
2018-09-23,41295
2018-09-24,41295
2018-09-25,41295
2018-09-26,43062
2018-09-27,43062
2018-09-28,43062
2018-09-29,43062
2018-09-30,44247
2018-10-02,44247
2018-10-03,45939
2018-10-04,45939
2018-10-05,45939
2018-10-06,47442
2018-10-07,47442
2018-10-08,47442
2018-10-09,48638
2018-10-10,48638
2018-10-11,48638
2018-10-12,48638
2018-10-13,50808
2018-10-14,50808
2018-10-15,50808
2018-10-16,50808
2018-10-17,52890
2018-10-18,52890
2018-10-19,52890
2018-10-20,52890
2018-10-21,53223
2018-10-22,53223
2018-10-23,53223
2018-10-24,50723
2018-10-25,50723
2018-10-26,50723
2018-10-27,48329
2018-10-28,48329
2018-10-29,48329
2018-10-30,47330
2018-10-31,47330
2018-11-01,47330
2018-11-03,46811
2018-11-04,46811
2018-11-05,46722
2018-11-06,46722
2018-11-07,46722
2018-11-08,46661
2018-11-09,46661
2018-11-10,46661
2018-11-11,45690
2018-11-12,45690
2018-11-13,46069
2018-11-14,46069
2018-11-15,46069
2018-11-16,46256
2018-11-17,46256
2018-11-18,47052
2018-11-19,47052
2018-11-20,48869
2018-11-21,48869
2018-11-22,48869
2018-11-23,49128
2018-11-24,49128
2018-11-25,48918
2018-11-26,48918
2018-11-27,48918
2018-11-28,48240
2018-11-29,48240
2018-12-01,47391
2018-12-02,47391
2018-12-03,47391
2018-12-04,47610
2018-12-05,47610
2018-12-07,47116
2018-12-09,47714
2018-12-10,47714
2018-12-11,47714
2018-12-12,48471
2018-12-13,48471
2018-12-14,48471
2018-12-15,49257
2018-12-16,49257
2018-12-17,49257
2018-12-18,49586
2018-12-19,49586
2018-12-20,49586
2018-12-21,49468
2018-12-22,49468
2018-12-23,49468
2018-12-24,48637
2018-12-25,48637
2018-12-26,48637
2018-12-27,47241
2018-12-28,47241
2018-12-29,47241
2018-12-30,45074
2018-12-31,45074
2019-01-01,45074
2019-01-02,46761
2019-01-03,46761
2019-01-04,46761
2019-01-05,46543
2019-01-06,46543
2019-01-08,45612
2019-01-10,43436
2019-01-11,43436
2019-01-12,41483
2019-01-13,41483
2019-01-14,40003
2019-01-15,40003
2019-01-16,40003
2019-01-17,38485
2019-01-18,38485
2019-01-19,38485
2019-01-20,36896
2019-01-21,36896
2019-01-22,36896
2019-01-23,35598
2019-01-24,35598
2019-01-25,35598
2019-01-26,34228
2019-01-27,34228
2019-01-28,33400
2019-01-29,33400
2019-01-30,32430
2019-01-31,32430
2019-02-01,32430
2019-02-02,31265
2019-02-03,31265
2019-02-04,31265
2019-02-05,30878
2019-02-06,30878
2019-02-07,30878
2019-02-08,31271
2019-02-09,31271
2019-02-10,31271
2019-02-11,31911
2019-02-12,31911
2019-02-13,32815
2019-02-14,32815
2019-02-15,32815
2019-02-16,32815
2019-02-17,34263
2019-02-18,34263
2019-02-19,34263
2019-02-20,34263
2019-02-21,34832
2019-02-22,34832
2019-02-23,34832
2019-02-24,34458
2019-02-25,34458
2019-02-26,34458
2019-02-27,35022
2019-02-28,35022
2019-03-01,35022
2019-03-02,35022
2019-03-03,34503
2019-03-04,34503
2019-03-05,34393
2019-03-06,34393
2019-03-07,34393
2019-03-08,33881
2019-03-09,33881
2019-03-10,33881
2019-03-11,33290
2019-03-12,33290
2019-03-13,33290
2019-03-14,34825
2019-03-15,34825
2019-03-16,34825
2019-03-17,36447
2019-03-18,36447
2019-03-19,36447
2019-03-20,36447
2019-03-21,38068
2019-03-22,38068
2019-03-23,38068
2019-03-24,39896
2019-03-25,39896
2019-03-26,39896
2019-03-27,39896
2019-03-28,41696
2019-03-29,41696
2019-03-30,41696
2019-03-31,41696
2019-04-01,43528
2019-04-02,43528
2019-04-03,43528
2019-04-04,45539
2019-04-05,45539
2019-04-06,45539
2019-04-07,45539
2019-04-08,47669
2019-04-09,47669
2019-04-10,47669
2019-04-11,49743
2019-04-12,49743
2019-04-13,51274
2019-04-14,51274
2019-04-15,51274
2019-04-16,53621
2019-04-17,53621
2019-04-18,53621
2019-04-19,55602
2019-04-20,55602
2019-04-21,55602
2019-04-22,55602
2019-04-23,54879
2019-04-24,54879
2019-04-25,54879
2019-04-26,54250
2019-04-27,54250
2019-04-28,54250
2019-04-29,55930
2019-04-30,55930
2019-05-01,55930
2019-05-02,54971
2019-05-03,54971
2019-05-04,56568
2019-05-05,56568
2019-05-06,56568
2019-05-07,56568
2019-05-08,58773
2019-05-09,58773
2019-05-10,58773
2019-05-11,58773
2019-05-12,60316
2019-05-13,60316
2019-05-14,60316
2019-05-15,60316
2019-05-16,60947
2019-05-17,60947
2019-05-18,60947
2019-05-19,60947
2019-05-20,63015
2019-05-21,63015
2019-05-22,63015
2019-05-23,63015
2019-05-24,64426
2019-05-25,64426
2019-05-26,64426
2019-05-27,64426
2019-05-28,64029
2019-05-29,64029
2019-05-30,64029
2019-05-31,64029
2019-06-01,64156
2019-06-02,64156
2019-06-03,64156
2019-06-04,65507
2019-06-05,65507
2019-06-06,65507
2019-06-07,67200
2019-06-08,67200
2019-06-09,67200
2019-06-10,67200
2019-06-11,67296
2019-06-12,67296
2019-06-13,67296
2019-06-14,67296
2019-06-15,68615
2019-06-16,68615
2019-06-17,68615
2019-06-18,68615
2019-06-19,69469
2019-06-20,69469
2019-06-21,69469
2019-06-22,69469
2019-06-23,69469
2019-06-24,72146
2019-06-25,72146
2019-06-26,72146
2019-06-27,72146
2019-06-28,72146
2019-06-29,74048
2019-06-30,74048
2019-07-01,74048
2019-07-02,74048
2019-07-03,74048
2019-07-04,77056
2019-07-05,77056
2019-07-06,77056
2019-07-07,77056
2019-07-08,79369
2019-07-09,79369
2019-07-10,79369
2019-07-11,79369
2019-07-12,82080
2019-07-13,82080
2019-07-14,82080
2019-07-15,82080
2019-07-16,82080
2019-07-17,85627
2019-07-18,85627
2019-07-19,85627
2019-07-20,85627
2019-07-21,85627
2019-07-22,87678
2019-07-23,87678
2019-07-24,87678
2019-07-25,87678
2019-07-26,87678
2019-07-27,88413
2019-07-28,88413
2019-07-29,88413
2019-07-30,88413
2019-07-31,88413
2019-08-01,89596
2019-08-02,89596
2019-08-03,89596
2019-08-04,89596
2019-08-05,89596
2019-08-06,89795
2019-08-07,89795
2019-08-08,89795
2019-08-09,89795
2019-08-10,90437
2019-08-11,90437
2019-08-12,90437
2019-08-13,90437
2019-08-14,92082
2019-08-15,92082
2019-08-16,92082
2019-08-17,92082
2019-08-18,93737
2019-08-19,93737
2019-08-20,93737
2019-08-21,93737
2019-08-22,92082
2019-08-23,92082
2019-08-24,92082
2019-08-24,92082
2019-08-25,92082
2019-08-25,92082
2019-08-26,93452
2019-08-26,93452
2019-08-27,93452
2019-08-27,93452
2019-08-28,93452
2019-08-29,93452
2019-08-30,93452
2019-08-31,95976
2019-09-01,95976
2019-09-02,95976
2019-09-03,95976
2019-09-04,95976
2019-09-05,99116
2019-09-06,99116
2019-09-07,99116
2019-09-08,99116
2019-09-09,99116
2019-09-10,99116
2019-09-11,101337
2019-09-12,101337
2019-09-13,101337
2019-09-14,101337
2019-09-15,101337
2019-09-16,102306
2019-09-17,102306
2019-09-18,102306
2019-09-19,102306
2019-09-20,102306
2019-09-21,100618
2019-09-22,100618
2019-09-23,100618
2019-09-24,100618
2019-09-25,100618
2019-09-26,98211
2019-09-27,98211
2019-09-28,98211
2019-09-29,98211
2019-09-30,98211
2019-10-01,93861
2019-10-02,93861
2019-10-03,93861
2019-10-04,93861
2019-10-05,93861
2019-10-06,89316
2019-10-07,89316
2019-10-08,89316
2019-10-09,89316
2019-10-10,85342
2019-10-11,85342
2019-10-12,85342
2019-10-13,85342
2019-10-14,82055
2019-10-15,82055
2019-10-16,82055
2019-10-17,82055
2019-10-18,78832
2019-10-19,78832
2019-10-20,78832
2019-10-21,78832
2019-10-22,75225
2019-10-23,75225
2019-10-24,75225
2019-10-25,75225
2019-10-26,71485
2019-10-27,71485
2019-10-28,71485
2019-10-29,71485
2019-10-30,68796
2019-10-31,68796
2019-11-01,68796
2019-11-02,65554
2019-11-03,65554
2019-11-04,65554
2019-11-05,65554
2019-11-06,65554
2019-11-07,62712
2019-11-08,62712
2019-11-09,62712
2019-11-10,62712
2019-11-11,59754
2019-11-12,59754
2019-11-13,59754
2019-11-14,59754
2019-11-15,59754
2019-11-16,56808
2019-11-17,56808
2019-11-18,56808
2019-11-19,56808
2019-11-20,56808
2019-11-21,54194
2019-11-22,54194
2019-11-23,54194
2019-11-24,54194
2019-11-25,51790
2019-11-26,51790
2019-11-27,51790
2019-11-28,51790
2019-11-29,49438
2019-11-30,49438
2019-12-01,49438
2019-12-02,49438
2019-12-03,46967
2019-12-04,46967
2019-12-05,46967
2019-12-06,46967
2019-12-07,46967
2019-12-08,44770
2019-12-09,44770
2019-12-10,44770
2019-12-11,44770
2019-12-12,42707
2019-12-13,42707
2019-12-14,42707
2019-12-15,40964
2019-12-16,40964
2019-12-17,40964
2019-12-18,40964
2019-12-19,40964
2019-12-20,40381
2019-12-21,40381
2019-12-22,40381
2019-12-23,40381
2019-12-24,41021
2019-12-25,41021
2019-12-26,41021
2019-12-27,41021
2019-12-28,41021
2019-12-29,40526
2019-12-30,40526
2019-12-31,40526
2020-01-01,40526
2020-01-02,39317
2020-01-03,39317
2020-01-04,39317
2020-01-05,39317
2020-01-06,39317
2020-01-07,37726
2020-01-08,37726
2020-01-09,37726
2020-01-10,37726
2020-01-11,35945
2020-01-12,35945
2020-01-13,35945
2020-01-14,35945
2020-01-15,34362
2020-01-16,34362
2020-01-17,34362
2020-01-18,34362
2020-01-19,32869
2020-01-20,32869
2020-01-21,32869
2020-01-22,32869
2020-01-23,32742
2020-01-24,32742
2020-01-25,32742
2020-01-26,32830
2020-01-27,32830
2020-01-28,32830
2020-01-29,32830
2020-01-30,32820
2020-01-31,32820
2020-02-01,32820
2020-02-02,32820
2020-02-03,31556
2020-02-04,31556
2020-02-05,31556
2020-02-06,31556
2020-02-07,30220
2020-02-08,30220
2020-02-09,30220
2020-02-10,28999
2020-02-11,28999
2020-02-12,28999
2020-02-13,28999
2020-02-14,27860
2020-02-15,27860
2020-02-16,27860
2020-02-17,27860
2020-02-18,26659
2020-02-19,26659
2020-02-20,26659
2020-02-21,26659
2020-02-22,25529
2020-02-23,25529
2020-02-24,25529
2020-02-25,25529
2020-02-26,24846
2020-02-27,24846
2020-02-28,24846
2020-02-29,24846
2020-03-01,25481
2020-03-02,25481
2020-03-03,25481
2020-03-04,25481
2020-03-05,25498
2020-03-06,25498
2020-03-07,25498
2020-03-08,25498
2020-03-09,25712
2020-03-10,25712
2020-03-11,25712
2020-03-12,25712
2020-03-13,24764
2020-03-14,24764
2020-03-15,24764
2020-03-16,24716
2020-03-17,24716
2020-03-18,24716
2020-03-19,23905
2020-03-20,23905
2020-03-21,24514
2020-03-22,24514
2020-03-23,24514
2020-03-24,25280
2020-03-25,25280
2020-03-26,25868
2020-03-27,25868
2020-03-28,25868
2020-03-29,26721
2020-03-30,26721
2020-03-31,26721
2020-04-01,26141
2020-04-02,26141
2020-04-03,26141
2020-04-04,25456
2020-04-05,25456
2020-04-06,25456
2020-04-07,24412
2020-04-08,24412
2020-04-09,24412
2020-04-10,23718
2020-04-11,23718
2020-04-12,22679
2020-04-13,22679
2020-04-14,22088
2020-04-15,22088
2020-04-16,22088
2020-04-17,21721
2020-04-18,21721
2020-04-19,20914
2020-04-20,20914
2020-04-21,20914
2020-04-22,20553
2020-04-23,20553
2020-04-24,20553
2020-04-25,20627
2020-04-26,20627
2020-04-27,21167
2020-04-28,21167
2020-04-29,21167
2020-04-30,20998
2020-05-01,20998
2020-05-02,20998
2020-05-03,21463
2020-05-04,21463
2020-05-05,21463
2020-05-06,20869
2020-05-07,20869
2020-05-08,20869
2020-05-09,20119
2020-05-10,20119
2020-05-11,20119
2020-05-12,19828
2020-05-13,19828
