date_obj,Curry price
2015-08-13,1086
2015-08-14,1139
2015-08-15,1139
2015-08-16,1139
2015-08-17,1139
2015-08-18,1139
2015-08-19,1194
2015-08-20,1194
2015-08-21,1194
2015-08-22,1194
2015-08-23,1245
2015-08-24,1245
2015-08-25,1245
2015-08-26,1245
2015-08-27,1285
2015-08-28,1285
2015-08-29,1285
2015-08-30,1285
2015-08-31,1346
2015-09-01,1346
2015-09-02,1346
2015-09-03,1346
2015-09-04,1346
2015-09-05,1405
2015-09-06,1405
2015-09-07,1405
2015-09-08,1405
2015-09-09,1474
2015-09-10,1474
2015-09-11,1474
2015-09-12,1474
2015-09-13,1529
2015-09-14,1529
2015-09-15,1529
2015-09-16,1529
2015-09-17,1551
2015-09-18,1551
2015-09-19,1551
2015-09-20,1551
2015-09-21,1627
2015-09-22,1627
2015-09-23,1627
2015-09-24,1627
2015-09-25,1696
2015-09-27,1696
2015-09-28,1696
2015-09-29,1744
2015-09-30,1744
2015-10-05,1825
2015-10-06,1825
2015-10-07,1912
2015-10-08,1912
2015-10-09,1912
2015-10-10,1912
2015-10-11,2008
2015-10-12,2008
2015-10-13,2008
2015-10-14,2008
2015-10-15,2015
2015-10-16,2015
2015-10-17,2015
2015-10-18,2015
2015-10-19,1959
2015-10-20,1959
2015-10-22,1959
2015-10-23,1918
2015-10-24,1918
2015-10-25,1918
2015-10-26,1930
2015-10-27,1930
2015-10-29,1930
2015-10-30,1930
2015-10-31,1865
2015-11-01,1865
2015-11-02,1865
2015-11-03,1865
2015-11-04,1865
2015-11-05,1862
2015-11-06,1862
2015-11-07,1862
2015-11-08,1862
2015-11-09,1862
2015-11-10,1862
2015-11-11,1828
2015-11-12,1828
2015-11-13,1828
2015-11-14,1828
2015-11-15,1828
2015-11-16,1853
2015-11-17,1853
2015-11-18,1853
2015-11-19,1853
2015-11-20,1823
2015-11-21,1823
2015-11-22,1823
2015-11-23,1823
2015-11-24,1823
2015-11-25,1770
2015-11-26,1770
2015-11-27,1770
2015-11-28,1770
2015-11-29,1770
2015-11-30,1770
2015-12-01,1770
2015-12-02,1770
2015-12-03,1770
2015-12-04,1770
2015-12-05,1751
2015-12-06,1751
2015-12-07,1751
2015-12-08,1751
2015-12-09,1738
2015-12-10,1738
2015-12-11,1738
2015-12-12,1738
2015-12-13,1771
2015-12-14,1771
2015-12-15,1771
2015-12-16,1771
2015-12-17,1828
2015-12-18,1828
2015-12-19,1828
2015-12-20,1916
2015-12-21,1916
2015-12-22,1916
2015-12-23,1916
2015-12-24,1916
2015-12-25,1989
2015-12-26,1989
2015-12-27,1989
2015-12-28,1988
2015-12-29,1988
2015-12-30,1988
2015-12-31,1968
2016-01-01,1968
2016-01-02,1968
2016-01-03,1968
2016-01-04,1951
2016-01-05,1951
2016-01-06,1951
2016-01-07,1951
2016-01-08,1853
2016-01-09,1853
2016-01-10,1853
2016-01-11,1850
2016-01-12,1850
2016-01-13,1850
2016-01-14,1880
2016-01-15,1880
2016-01-16,1880
2016-01-17,1880
2016-01-18,1845
2016-01-19,1845
2016-01-20,1845
2016-01-21,1845
2016-01-22,1832
2016-01-23,1832
2016-01-24,1832
2016-01-25,1850
2016-01-26,1850
2016-01-27,1850
2016-01-28,1850
2016-01-29,1795
2016-01-30,1795
2016-01-31,1795
2016-02-01,1755
2016-02-02,1755
2016-02-03,1755
2016-02-04,1755
2016-02-05,1739
2016-02-06,1739
2016-02-07,1739
2016-02-08,1757
2016-02-09,1757
2016-02-10,1757
2016-02-11,1825
2016-02-12,1825
2016-02-13,1825
2016-02-14,1897
2016-02-15,1897
2016-02-16,1897
2016-02-17,1970
2016-02-18,1970
2016-02-19,1970
2016-02-20,1970
2016-02-21,1921
2016-02-22,1921
2016-02-23,1921
2016-02-24,1921
2016-02-25,1828
2016-02-26,1828
2016-02-27,1828
2016-02-28,1755
2016-03-01,1755
2016-03-02,1687
2016-03-03,1687
2016-03-04,1687
2016-03-05,1719
2016-03-06,1719
2016-03-07,1719
2016-03-08,1680
2016-03-09,1680
2016-03-10,1680
2016-03-11,1679
2016-03-12,1679
2016-03-13,1679
2016-03-14,1712
2016-03-15,1712
2016-03-16,1712
2016-03-17,1703
2016-03-18,1703
2016-03-19,1703
2016-03-20,1708
2016-03-21,1708
2016-03-22,1708
2016-03-23,1705
2016-03-24,1705
2016-03-25,1705
2016-03-26,1714
2016-03-27,1714
2016-03-28,1714
2016-03-29,1709
2016-03-30,1709
2016-03-31,1709
2016-04-01,1709
2016-04-02,1707
2016-04-03,1707
2016-04-04,1707
2016-04-05,1707
2016-04-06,1645
2016-04-07,1645
2016-04-08,1645
2016-04-09,1584
2016-04-10,1584
2016-04-11,1584
2016-04-12,1526
2016-04-13,1526
2016-04-14,1526
2016-04-15,1514
2016-04-16,1514
2016-04-17,1514
2016-04-18,1520
2016-04-19,1520
2016-04-20,1520
2016-04-21,1556
2016-04-22,1556
2016-04-23,1556
2016-04-24,1537
2016-04-25,1537
2016-04-26,1531
2016-04-27,1531
2016-04-28,1534
2016-04-29,1534
2016-04-30,1552
2016-05-01,1552
2016-05-02,1552
2016-05-03,1562
2016-05-04,1562
2016-05-05,1529
2016-05-06,1529
2016-05-07,1529
2016-05-08,1547
2016-05-09,1547
2016-05-10,1526
2016-05-11,1526
2016-05-12,1526
2016-05-13,1528
2016-05-14,1528
2016-05-15,1562
2016-05-16,1562
2016-05-17,1562
2016-05-18,1536
2016-05-19,1536
2016-05-22,1481
2016-05-23,1436
2016-05-24,1436
2016-05-25,1436
2016-05-26,1388
2016-05-27,1388
2016-05-28,1318
2016-05-29,1318
2016-05-30,1254
2016-05-31,1254
2016-06-01,1288
2016-06-02,1288
2016-06-03,1288
2016-06-04,1268
2016-06-05,1268
2016-06-06,1252
2016-06-07,1252
2016-06-08,1252
2016-06-09,1195
2016-06-10,1195
2016-06-11,1137
2016-06-12,1137
2016-06-13,1114
2016-06-14,1114
2016-06-15,1130
2016-06-16,1130
2016-06-17,1135
2016-06-18,1135
2016-06-19,1156
2016-06-20,1156
2016-06-21,1167
2016-06-22,1167
2016-06-23,1201
2016-06-24,1201
2016-06-25,1185
2016-06-26,1185
2016-06-27,1185
2016-06-28,1196
2016-06-29,1196
2016-06-30,1189
2016-07-01,1189
2016-07-02,1209
2016-07-03,1209
2016-07-04,1260
2016-07-05,1260
2016-07-06,1269
2016-07-07,1262
2016-07-08,1228
2016-07-09,1212
2016-07-10,1178
2016-07-11,1151
2016-07-12,1140
2016-07-13,1140
2016-07-14,1111
2016-07-15,1111
2016-07-16,1079
2016-07-17,1079
2016-07-18,1075
2016-07-23,1121
2016-07-24,1107
2016-07-25,1107
2016-07-26,1075
2016-07-27,1075
2016-07-28,1033
2016-07-29,1033
2016-07-30,1031
2016-07-31,1031
2016-08-01,1015
2016-08-02,1015
2016-08-03,987
2016-08-04,987
2016-08-05,987
2016-08-06,1013
2016-08-07,1013
2016-08-08,1011
2016-08-09,1011
2016-08-10,1012
2016-08-11,1012
2016-08-12,1012
2016-08-13,997
2016-08-14,997
2016-08-15,983
2016-08-16,983
2016-08-17,1012
2016-08-18,1012
2016-08-19,1006
2016-08-20,1006
2016-08-21,999
2016-08-22,999
2016-08-23,1012
2016-08-24,1012
2016-08-25,997
2016-08-26,997
2016-08-28,1013
2016-08-31,1033
2016-09-01,1029
2016-09-02,1029
2016-09-03,1029
2016-09-04,1048
2016-09-05,1048
2016-09-06,1061
2016-09-07,1061
2016-09-08,1061
2016-09-09,1075
2016-09-10,1075
2016-09-11,1098
2016-09-12,1098
2016-09-13,1080
2016-09-14,1080
2016-09-15,1080
2016-09-16,1059
2016-09-17,1059
2016-09-18,1068
2016-09-19,1068
2016-09-20,1068
2016-09-21,1105
2016-09-22,1105
2016-09-23,1142
2016-09-24,1142
2016-09-25,1142
2016-09-26,1148
2016-09-27,1148
2016-09-28,1148
2016-09-29,1142
2016-09-30,1142
2016-10-01,1139
2016-10-02,1139
2016-10-03,1139
2016-10-04,1107
2016-10-05,1107
2016-10-06,1107
2016-10-07,1124
2016-10-08,1124
2016-10-09,1126
2016-10-10,1126
2016-10-11,1126
2016-10-12,1137
2016-10-13,1137
2016-10-14,1126
2016-10-15,1126
2016-10-16,1142
2016-10-17,1142
2016-10-18,1142
2016-10-19,1142
2016-10-20,1142
2016-10-21,1154
2016-10-22,1154
2016-10-23,1172
2016-10-24,1172
2016-10-25,1172
2016-10-26,1197
2016-10-27,1197
2016-10-28,1197
2016-10-29,1210
2016-10-30,1210
2016-10-31,1245
2016-11-01,1245
2016-11-02,1245
2016-11-03,1281
2016-11-04,1281
2016-11-05,1268
2016-11-06,1268
2016-11-07,1248
2016-11-08,1248
2016-11-09,1291
2016-11-10,1291
2016-11-11,1291
2016-11-12,1299
2016-11-13,1299
2016-11-14,1303
2016-11-15,1303
2016-12-07,1128
2016-12-08,1128
2016-12-09,1119
2016-12-10,1119
2016-12-11,1095
2016-12-12,1095
2016-12-13,1061
2016-12-14,1061
2016-12-15,1009
2016-12-16,1009
2016-12-17,972
2016-12-18,972
2016-12-19,972
2016-12-20,950
2016-12-21,950
2016-12-22,987
2016-12-23,987
2016-12-24,1003
2016-12-25,1003
2016-12-26,1040
2016-12-27,1040
2016-12-28,1037
2016-12-29,1037
2016-12-30,1041
2016-12-31,1041
2017-01-01,996
2017-01-02,996
2017-01-03,982
2017-01-04,982
2017-01-05,956
2017-01-06,956
2017-01-07,932
2017-01-08,932
2017-01-09,891
2017-01-10,891
2017-01-11,916
2017-01-12,916
2017-01-13,911
2017-01-14,911
2017-01-15,900
2017-01-16,900
2017-01-17,890
2017-01-18,890
2017-01-19,911
2017-01-20,911
2017-01-21,923
2017-01-22,923
2017-01-23,939
2017-01-27,934
2017-01-28,934
2017-01-29,911
2017-01-30,911
2017-01-31,877
2017-02-01,864
2017-02-02,864
2017-02-03,836
2017-02-04,836
2017-02-05,823
2017-02-06,823
2017-02-07,834
2017-02-08,834
2017-02-09,834
2017-02-10,842
2017-02-11,838
2017-02-12,838
2017-02-13,842
2017-02-14,842
2017-02-15,851
2017-02-16,851
2017-02-18,844
2017-02-19,849
2017-02-20,849
2017-02-21,815
2017-02-22,815
2017-02-23,783
2017-02-24,783
2017-02-25,765
2017-02-26,765
2017-02-27,767
2017-02-28,768
2017-03-01,768
2017-03-02,770
2017-03-03,770
2017-03-04,758
2017-03-05,758
2017-03-06,758
2017-03-07,758
2017-03-08,757
2017-03-09,757
2017-03-10,761
2017-03-11,761
2017-03-12,737
2017-03-13,737
2017-03-14,737
2017-03-15,737
2017-03-16,729
2017-03-17,729
2017-03-18,725
2017-03-19,716
2017-03-20,716
2017-03-21,739
2017-03-22,739
2017-03-23,761
2017-03-24,761
2017-03-25,762
2017-03-26,762
2017-03-27,738
2017-03-28,738
2017-03-29,724
2017-03-30,724
2017-03-31,745
2017-04-01,745
2017-04-02,750
2017-04-03,743
2017-04-04,743
2017-04-12,693
2017-04-13,698
2017-04-14,698
2017-04-15,714
2017-04-16,710
2017-04-17,710
2017-04-18,718
2017-04-19,718
2017-04-20,735
2017-04-21,735
2017-04-22,748
2017-04-23,748
2017-04-24,752
2017-04-25,770
2017-04-26,770
2017-04-27,758
2017-04-28,758
2017-04-29,764
2017-04-30,764
2017-05-01,767
2017-05-02,767
2017-05-03,772
2017-05-04,778
2017-05-05,778
2017-05-06,757
2017-05-07,757
2017-05-08,748
2017-05-09,755
2017-05-10,755
2017-05-11,770
2017-05-12,770
2017-05-13,739
2017-05-14,739
2017-05-15,762
2017-05-16,762
2017-05-17,758
2017-05-18,760
2017-05-19,760
2017-05-20,781
2017-05-21,781
2017-05-22,796
2017-05-23,796
2017-05-24,812
2017-05-25,812
2017-05-26,818
2017-05-27,809
2017-05-28,809
2017-05-29,794
2017-05-30,794
2017-05-31,774
2017-06-01,774
2017-06-02,762
2017-06-03,762
2017-06-04,742
2017-06-05,742
2017-06-06,745
2017-06-07,745
2017-06-08,770
2017-06-09,770
2017-06-10,768
2017-06-11,768
2017-06-12,746
2017-06-13,746
2017-06-14,727
2017-06-15,727
2017-06-16,733
2017-06-17,733
2017-06-18,725
2017-06-19,725
2017-06-20,740
2017-06-21,740
2017-06-22,714
2017-06-23,714
2017-06-24,732
2017-06-25,732
2017-06-26,756
2017-06-27,756
2017-06-28,791
2017-06-29,791
2017-06-30,804
2017-07-01,804
2017-07-02,804
2017-07-03,796
2017-07-04,796
2017-07-05,823
2017-07-06,823
2017-07-07,797
2017-07-08,797
2017-07-13,821
2017-07-14,808
2017-07-15,808
2017-07-16,796
2017-07-17,796
2017-07-18,772
2017-07-19,772
2017-07-20,767
2017-07-21,767
2017-07-22,752
2017-07-23,752
2017-07-24,732
2017-07-25,732
2017-07-26,731
2017-07-27,731
2017-07-28,742
2017-07-29,742
2017-07-30,738
2017-07-31,738
2017-08-01,738
2017-08-02,753
2017-08-03,753
2017-08-04,753
2017-08-05,750
2017-08-06,750
2017-08-09,707
2017-08-10,719
2017-08-11,719
2017-08-12,729
2017-08-13,729
2017-08-14,705
2017-08-15,705
2017-08-16,711
2017-08-17,720
2017-08-18,720
2017-08-19,713
2017-08-20,713
2017-08-21,717
2017-08-22,719
2017-08-23,719
2017-08-24,712
2017-08-25,712
2017-08-26,696
2017-08-27,696
2017-08-28,676
2017-08-29,676
2017-08-30,683
2017-08-31,683
2017-09-01,683
2017-09-03,685
2017-09-04,697
2017-09-05,697
2017-09-06,698
2017-09-07,698
2017-09-08,708
2017-09-09,740
2017-09-10,740
2017-09-11,739
2017-09-12,739
2017-09-13,731
2017-09-14,731
2017-09-15,737
2017-09-16,737
2017-09-17,727
2017-09-18,727
2017-09-19,706
2017-09-20,706
2017-09-21,690
2017-09-22,690
2017-09-23,669
2017-09-24,669
2017-09-25,670
2017-09-26,670
2017-09-27,659
2017-09-28,659
2017-09-29,653
2017-09-30,653
2017-10-01,661
2017-10-02,661
2017-10-03,659
2017-10-04,659
2017-10-05,655
2017-10-06,655
2017-10-07,663
2017-10-08,663
2017-10-09,666
2017-10-10,666
2017-10-11,663
2017-10-12,663
2017-10-13,666
2017-10-14,666
2017-10-15,666
2017-10-16,658
2017-10-17,658
2017-10-18,639
2017-10-19,639
2017-10-20,640
2017-10-21,640
2017-10-22,640
2017-10-23,640
2017-10-24,625
2017-10-25,625
2017-10-26,617
2017-10-27,617
2017-10-28,617
2017-10-29,610
2017-10-30,610
2017-10-31,598
2017-11-01,598
2017-11-02,604
2017-11-03,604
2017-11-04,582
2017-11-05,582
2017-11-06,560
2017-11-07,560
2017-11-08,544
2017-11-09,544
2017-11-10,545
2017-11-11,545
2017-11-12,554
2017-11-13,554
2017-11-14,552
2017-11-15,552
2017-11-16,549
2017-11-17,549
2017-11-18,557
2017-11-19,557
2017-11-20,548
2017-11-21,548
2017-11-22,546
2017-11-23,546
2017-11-24,540
2017-11-25,540
2017-11-26,544
2017-11-27,544
2017-11-28,537
2017-11-29,537
2017-11-30,537
2017-12-01,530
2017-12-02,530
2017-12-03,522
2017-12-04,522
2017-12-05,527
2017-12-06,527
2017-12-07,514
2017-12-08,514
2017-12-09,501
2017-12-10,501
2017-12-11,495
2017-12-12,495
2017-12-13,509
2017-12-14,509
2017-12-15,510
2017-12-16,510
2017-12-17,512
2017-12-18,509
2017-12-19,509
2017-12-20,509
2017-12-21,509
2017-12-22,510
2017-12-23,510
2017-12-24,513
2017-12-25,513
2017-12-26,519
2017-12-27,519
2017-12-28,540
2017-12-29,540
2017-12-30,546
2017-12-31,546
2018-01-01,543
2018-01-02,543
2018-01-03,554
2018-01-04,554
2018-01-05,558
2018-01-06,558
2018-01-07,557
2018-01-08,557
2018-01-09,560
2018-01-10,560
2018-01-11,563
2018-01-12,563
2018-01-13,564
2018-01-14,564
2018-01-15,565
2018-01-16,565
2018-01-17,565
2018-01-18,565
2018-01-19,564
2018-01-20,580
2018-01-21,580
2018-01-22,584
2018-01-23,598
2018-01-24,594
2018-01-25,590
2018-01-26,567
2018-01-27,548
2018-01-28,554
2018-01-29,558
2018-01-30,551
2018-01-31,547
2018-02-01,573
2018-02-02,572
2018-02-03,570
2018-02-04,573
2018-02-05,571
2018-02-06,569
2018-02-07,582
2018-02-08,582
2018-02-09,593
2018-02-10,608
2018-02-11,634
2018-02-12,637
2018-02-13,638
2018-02-14,642
2018-02-15,631
2018-02-16,637
2018-02-17,643
2018-02-18,636
2018-02-19,636
2018-02-20,635
2018-02-21,629
2018-02-22,620
2018-02-23,614
2018-02-24,614
2018-02-25,642
2018-02-26,659
2018-02-27,651
2018-02-28,661
2018-03-01,652
2018-03-02,635
2018-03-03,620
2018-03-04,620
2018-03-05,595
2018-03-06,577
2018-03-07,565
2018-03-08,561
2018-03-09,548
2018-03-10,570
2018-03-11,578
2018-03-12,554
2018-03-13,548
2018-03-14,546
2018-03-15,532
2018-03-16,525
2018-03-17,538
2018-03-18,555
2018-03-19,555
2018-03-20,545
2018-03-21,545
2018-03-23,521
2018-03-24,537
2018-03-25,547
2018-03-26,568
2018-03-27,568
2018-03-28,568
2018-03-29,586
2018-03-30,615
2018-03-31,646
2018-04-01,669
2018-04-02,655
2018-04-03,644
2018-04-04,628
2018-04-05,628
2018-04-06,641
2018-04-07,641
2018-04-08,653
2018-04-09,664
2018-04-10,681
2018-04-11,688
2018-04-12,683
2018-04-13,683
2018-04-14,689
2018-04-15,666
2018-04-16,666
2018-04-17,667
2018-04-18,667
2018-04-19,668
2018-04-20,640
2018-04-21,620
2018-04-22,620
2018-04-23,603
2018-04-24,587
2018-04-25,600
2018-04-26,600
2018-04-27,602
2018-04-28,588
2018-04-29,572
2018-04-30,555
2018-05-01,541
2018-05-03,547
2018-05-04,538
2018-05-05,520
2018-05-07,515
2018-05-08,515
2018-05-09,514
2018-05-10,506
2018-05-11,496
2018-05-12,496
2018-05-13,496
2018-05-14,502
2018-05-15,503
2018-05-16,499
2018-05-17,489
2018-05-18,480
2018-05-19,479
2018-05-20,466
2018-05-21,443
2018-05-22,443
2018-05-23,454
2018-05-24,465
2018-05-25,477
2018-05-26,486
2018-05-27,486
2018-05-28,509
2018-05-29,534
2018-05-30,542
2018-05-31,542
2018-06-01,539
2018-06-02,540
2018-06-03,544
2018-06-04,553
2018-06-05,573
2018-06-06,588
2018-06-07,588
2018-06-08,596
2018-06-09,604
2018-06-10,586
2018-06-11,570
2018-06-12,564
2018-06-13,565
2018-06-14,579
2018-06-15,591
2018-06-16,569
2018-06-17,580
2018-06-18,603
2018-06-19,604
2018-06-20,604
2018-06-21,613
2018-06-22,609
2018-06-23,609
2018-06-24,597
2018-06-25,571
2018-06-26,556
2018-06-27,572
2018-06-28,587
2018-06-29,579
2018-06-30,594
2018-07-01,619
2018-07-02,619
2018-07-03,645
2018-07-04,671
2018-07-05,671
2018-07-06,679
2018-07-07,707
2018-07-08,706
2018-07-09,719
2018-07-10,703
2018-07-11,699
2018-07-12,698
2018-07-13,695
2018-07-14,707
2018-07-15,707
2018-07-16,723
2018-07-17,727
2018-07-18,746
2018-07-19,729
2018-07-20,734
2018-07-21,745
2018-07-22,748
2018-07-23,747
2018-07-24,767
2018-07-25,776
2018-07-26,814
2018-07-27,829
2018-07-28,837
2018-07-29,857
2018-07-30,875
2018-07-31,872
2018-08-01,872
2018-08-02,886
2018-08-03,872
2018-08-04,867
2018-08-05,851
2018-08-06,877
2018-08-07,898
2018-08-08,916
2018-08-09,916
2018-08-10,914
2018-08-11,905
2018-08-12,910
2018-08-14,898
2018-08-16,884
2018-08-17,856
2018-08-18,828
2018-08-19,819
2018-08-20,804
2018-08-21,844
2018-08-22,851
2018-08-23,884
2018-08-24,916
2018-08-25,941
2018-08-26,913
2018-08-27,920
2018-08-28,926
2018-08-29,931
2018-08-30,918
2018-08-31,929
2018-09-01,917
2018-09-02,882
2018-09-03,896
2018-09-04,892
2018-09-05,901
2018-09-06,901
2018-09-07,911
2018-09-08,937
2018-09-09,935
2018-09-10,934
2018-09-11,968
2018-09-12,957
2018-09-13,974
2018-09-14,991
2018-09-15,1000
2018-09-16,1000
2018-09-17,987
2018-09-18,966
2018-09-19,946
2018-09-20,920
2018-09-21,909
2018-09-22,883
2018-09-23,869
2018-09-24,828
2018-09-25,799
2018-09-26,782
2018-09-27,765
2018-09-28,748
2018-09-29,760
2018-09-30,778
2018-10-01,771
2018-10-02,783
2018-10-03,776
2018-10-04,776
2018-10-05,774
2018-10-06,765
2018-10-07,784
2018-10-08,790
2018-10-09,801
2018-10-10,804
2018-10-11,792
2018-10-12,781
2018-10-13,815
2018-10-14,841
2018-10-15,856
2018-10-16,864
2018-10-17,853
2018-10-18,853
2018-10-19,863
2018-10-20,863
2018-10-21,873
2018-10-22,881
2018-10-23,867
2018-10-24,841
2018-10-25,826
2018-10-26,825
2018-10-27,828
2018-10-28,840
2018-10-29,866
2018-10-30,908
2018-10-31,952
2018-11-01,997
2018-11-03,1024
2018-11-04,1011
2018-11-05,962
2018-11-06,920
2018-11-07,880
2018-11-08,840
2018-11-09,814
2018-11-10,814
2018-11-11,831
2018-11-12,812
2018-11-13,784
2018-11-14,784
2018-11-15,774
2018-11-16,777
2018-11-17,790
2018-11-18,783
2018-11-19,810
2018-11-20,812
2018-11-21,826
2018-11-22,835
2018-11-23,841
2018-11-24,858
2018-11-25,858
2018-11-26,837
2018-11-27,831
2018-11-28,831
2018-11-29,827
2018-12-01,804
2018-12-02,786
2018-12-03,776
2018-12-04,775
2018-12-05,769
2018-12-07,757
2018-12-09,756
2018-12-10,772
2018-12-11,751
2018-12-12,759
2018-12-13,751
2018-12-14,728
2018-12-15,716
2018-12-16,722
2018-12-17,712
2018-12-18,710
2018-12-19,717
2018-12-20,734
2018-12-21,765
2018-12-22,767
2018-12-23,754
2018-12-24,765
2018-12-25,779
2018-12-26,772
2018-12-27,777
2018-12-28,794
2018-12-29,793
2018-12-30,788
2018-12-31,785
2019-01-01,776
2019-01-02,773
2019-01-03,775
2019-01-04,770
2019-01-05,769
2019-01-06,776
2019-01-08,793
2019-01-10,796
2019-01-11,808
2019-01-12,820
2019-01-13,825
2019-01-14,797
2019-01-15,781
2019-01-16,798
2019-01-17,785
2019-01-18,785
2019-01-19,792
2019-01-20,779
2019-01-21,768
2019-01-22,787
2019-01-23,818
2019-01-24,842
2019-01-25,841
2019-01-26,838
2019-01-27,821
2019-01-28,787
2019-01-29,764
2019-01-30,768
2019-01-31,776
2019-02-01,798
2019-02-02,796
2019-02-03,812
2019-02-04,816
2019-02-05,830
2019-02-06,849
2019-02-07,863
2019-02-08,869
2019-02-09,884
2019-02-10,904
2019-02-11,914
2019-02-12,910
2019-02-13,937
2019-02-14,895
2019-02-15,897
2019-02-16,919
2019-02-17,943
2019-02-18,974
2019-02-19,985
2019-02-20,975
2019-02-21,982
2019-02-22,1014
2019-02-23,964
2019-02-24,924
2019-02-25,879
2019-02-26,837
2019-02-27,817
2019-02-28,787
2019-03-01,776
2019-03-02,789
2019-03-03,792
2019-03-04,770
2019-03-05,764
2019-03-06,767
2019-03-07,790
2019-03-08,795
2019-03-09,809
2019-03-10,807
2019-03-11,820
2019-03-12,828
2019-03-13,847
2019-03-14,849
2019-03-15,842
2019-03-16,836
2019-03-17,815
2019-03-18,795
2019-03-19,816
2019-03-20,800
2019-03-21,818
2019-03-22,831
2019-03-23,847
2019-03-24,874
2019-03-25,916
2019-03-26,945
2019-03-27,984
2019-03-28,1003
2019-03-29,1004
2019-03-30,1011
2019-03-31,983
2019-04-01,945
2019-04-02,925
2019-04-03,928
2019-04-04,929
2019-04-05,940
2019-04-06,927
2019-04-07,903
2019-04-08,890
2019-04-09,872
2019-04-10,871
2019-04-11,845
2019-04-12,834
2019-04-13,809
2019-04-14,811
2019-04-15,804
2019-04-16,764
2019-04-17,737
2019-04-18,714
2019-04-19,698
2019-04-20,672
2019-04-21,640
2019-04-22,608
2019-04-23,577
2019-04-24,548
2019-04-25,520
2019-04-26,494
2019-04-27,483
2019-04-28,470
2019-04-29,461
2019-04-30,461
2019-05-01,454
2019-05-02,467
2019-05-03,491
2019-05-04,516
2019-05-05,542
2019-05-06,565
2019-05-07,585
2019-05-08,613
2019-05-09,628
2019-05-10,646
2019-05-11,639
2019-05-12,656
2019-05-13,663
2019-05-14,663
2019-05-15,636
2019-05-16,616
2019-05-17,613
2019-05-18,612
2019-05-19,613
2019-05-20,603
2019-05-21,621
2019-05-22,623
2019-05-23,633
2019-05-24,623
2019-05-25,637
2019-05-26,633
2019-05-27,643
2019-05-28,620
2019-05-29,608
2019-05-30,585
2019-05-31,590
2019-06-01,577
2019-06-02,598
2019-06-03,617
2019-06-04,636
2019-06-05,634
2019-06-06,651
2019-06-07,653
2019-06-08,667
2019-06-09,672
2019-06-10,687
2019-06-11,711
2019-06-12,732
2019-06-13,751
2019-06-14,789
2019-06-15,822
2019-06-16,818
2019-06-17,800
2019-06-18,791
2019-06-19,773
2019-06-20,757
2019-06-21,734
2019-06-22,739
2019-06-23,763
2019-06-24,763
2019-06-25,756
2019-06-26,772
2019-06-27,786
2019-06-28,795
2019-06-29,780
2019-06-30,758
2019-07-01,755
2019-07-02,732
2019-07-03,717
2019-07-04,734
2019-07-05,752
2019-07-06,759
2019-07-07,764
2019-07-08,762
2019-07-09,769
2019-07-10,772
