date_obj,Topaz%20dragon%20bolts%20(e) price
2018-07-05,1337
2018-07-06,1392
2018-07-07,1392
2018-07-08,1392
2018-07-09,1392
2018-07-10,1392
2018-07-11,1392
2018-07-12,1392
2018-07-13,1392
2018-07-14,1392
2018-07-15,1392
2018-07-16,1392
2018-07-17,1392
2018-07-18,1392
2018-07-19,1392
2018-07-20,1392
2018-07-21,1392
2018-07-22,1392
2018-07-23,1392
2018-07-24,1392
2018-07-25,1392
2018-07-26,1392
2018-07-27,1392
2018-07-28,1392
2018-07-29,1392
2018-07-30,1392
2018-07-31,1392
2018-08-01,1392
2018-08-02,1446
2018-08-03,1446
2018-08-04,1446
2018-08-05,1446
2018-08-06,1446
2018-08-07,1446
2018-08-08,1446
2018-08-09,1446
2018-08-10,1446
2018-08-11,1446
2018-08-12,1446
2018-08-14,1446
2018-08-16,1446
2018-08-17,1446
2018-08-18,1446
2018-08-19,1446
2018-08-20,1446
2018-08-21,1446
2018-08-22,1446
2018-08-23,1446
2018-08-24,1475
2018-08-25,1475
2018-08-26,1475
2018-08-27,1475
2018-08-28,1475
2018-08-29,1475
2018-08-30,1475
2018-08-31,1475
2018-09-01,1475
2018-09-02,1475
2018-09-03,1475
2018-09-04,1475
2018-09-05,1475
2018-09-06,1475
2018-09-07,1475
2018-09-08,1475
2018-09-09,1475
2018-09-10,1475
2018-09-11,1475
2018-09-12,1506
2018-09-13,1506
2018-09-14,1506
2018-09-15,1506
2018-09-16,1506
2018-09-17,1506
2018-09-18,1506
2018-09-19,1506
2018-09-20,1506
2018-09-21,1506
2018-09-22,1506
2018-09-23,1506
2018-09-24,1506
2018-09-25,1506
2018-09-26,1506
2018-09-27,1506
2018-09-28,1506
2018-09-29,1506
2018-09-30,1506
2018-10-02,1506
2018-10-03,1506
2018-10-04,1506
2018-10-05,1506
2018-10-06,1572
2018-10-07,1572
2018-10-08,1572
2018-10-09,1572
2018-10-10,1572
2018-10-11,1572
2018-10-12,1572
2018-10-13,1572
2018-10-14,1572
2018-10-15,1572
2018-10-16,1572
2018-10-17,1572
2018-10-18,1572
2018-10-19,1572
2018-10-20,1572
2018-10-21,1572
2018-10-22,1572
2018-10-23,1572
2018-10-24,1572
2018-10-25,1572
2018-10-26,1572
2018-10-27,1572
2018-10-28,1572
2018-10-29,1625
2018-10-30,1625
2018-10-31,1625
2018-11-01,1625
2018-11-03,1625
2018-11-04,1625
2018-11-05,1625
2018-11-06,1625
2018-11-07,1625
2018-11-08,1625
2018-11-09,1625
2018-11-10,1625
2018-11-11,1625
2018-11-12,1625
2018-11-13,1625
2018-11-14,1685
2018-11-15,1685
2018-11-16,1685
2018-11-17,1685
2018-11-18,1685
2018-11-19,1685
2018-11-20,1685
2018-11-21,1685
2018-11-22,1685
2018-11-23,1685
2018-11-24,1685
2018-11-25,1685
2018-11-26,1685
2018-11-27,1685
2018-11-28,1685
2018-12-01,1719
2018-12-02,1719
2018-12-03,1719
2018-12-04,1719
2018-12-05,1719
2018-12-07,1719
2018-12-09,1719
2018-12-10,1719
2018-12-11,1719
2018-12-12,1665
2018-12-13,1665
2018-12-14,1665
2018-12-15,1665
2018-12-16,1665
2018-12-17,1665
2018-12-18,1665
2018-12-19,1665
2018-12-20,1665
2018-12-21,1665
2018-12-22,1665
2018-12-23,1645
2018-12-24,1645
2018-12-25,1645
2018-12-26,1645
2018-12-27,1645
2018-12-28,1645
2018-12-29,1645
2018-12-30,1645
2018-12-31,1645
2019-01-01,1645
2019-01-02,1645
2019-01-03,1645
2019-01-04,1645
2019-01-05,1645
2019-01-06,1682
2019-01-08,1682
2019-01-10,1682
2019-01-11,1682
2019-01-12,1682
2019-01-13,1682
2019-01-14,1682
2019-01-15,1682
2019-01-16,1682
2019-01-17,1682
2019-01-18,1682
2019-01-19,1690
2019-01-20,1690
2019-01-21,1690
2019-01-22,1690
2019-01-23,1690
2019-01-24,1690
2019-01-25,1690
2019-01-26,1690
2019-01-27,1690
2019-01-28,1690
2019-01-29,1690
2019-01-30,1676
2019-01-31,1676
2019-02-01,1676
2019-02-02,1676
2019-02-03,1676
2019-02-04,1676
2019-02-05,1676
2019-02-06,1676
2019-02-07,1676
2019-02-08,1676
2019-02-09,1676
2019-02-10,1676
2019-02-11,1621
2019-02-12,1621
2019-02-13,1621
2019-02-14,1621
2019-02-15,1621
2019-02-16,1621
2019-02-17,1621
2019-02-18,1621
2019-02-19,1621
2019-02-20,1621
2019-02-21,1621
2019-02-22,1621
2019-02-23,1551
2019-02-24,1551
2019-02-25,1551
2019-02-26,1551
2019-02-27,1551
2019-02-28,1551
2019-03-01,1551
2019-03-02,1551
2019-03-03,1551
2019-03-04,1551
2019-03-05,1551
2019-03-06,1551
2019-03-07,1551
2019-03-08,1551
2019-03-09,1551
2019-03-10,1551
2019-03-11,1551
2019-03-12,1594
2019-03-13,1594
2019-03-14,1594
2019-03-15,1594
2019-03-16,1594
2019-03-17,1594
2019-03-18,1594
2019-03-19,1594
2019-03-20,1594
2019-03-21,1594
2019-03-22,1594
2019-03-23,1594
2019-03-24,1572
2019-03-25,1572
2019-03-26,1572
2019-03-27,1572
2019-03-28,1572
2019-03-29,1572
2019-03-30,1572
2019-03-31,1572
2019-04-01,1572
2019-04-02,1572
2019-04-03,1572
2019-04-04,1572
2019-04-05,1572
2019-04-06,1572
2019-04-07,1572
2019-04-08,1623
2019-04-09,1623
2019-04-10,1623
2019-04-11,1623
2019-04-12,1623
2019-04-13,1623
2019-04-14,1623
2019-04-15,1623
2019-04-16,1623
2019-04-17,1623
2019-04-18,1623
2019-04-19,1623
2019-04-20,1623
2019-04-21,1623
2019-04-22,1623
2019-04-23,1577
2019-04-24,1577
2019-04-25,1577
2019-04-26,1577
2019-04-27,1577
2019-04-28,1577
2019-04-29,1577
2019-04-30,1577
2019-05-01,1577
2019-05-02,1577
2019-05-03,1577
2019-05-04,1577
2019-05-05,1577
2019-05-06,1577
2019-05-07,1534
2019-05-08,1534
2019-05-09,1534
2019-05-10,1534
2019-05-11,1534
2019-05-12,1534
2019-05-13,1534
2019-05-14,1534
2019-05-15,1534
2019-05-16,1534
2019-05-17,1534
2019-05-18,1534
2019-05-19,1534
2019-05-20,1534
2019-05-21,1534
2019-05-22,1529
2019-05-23,1529
2019-05-24,1529
2019-05-25,1529
2019-05-26,1529
2019-05-27,1529
2019-05-28,1529
2019-05-29,1529
2019-05-30,1529
2019-05-31,1529
2019-06-01,1529
2019-06-02,1529
2019-06-03,1529
2019-06-04,1549
2019-06-05,1549
2019-06-06,1549
2019-06-07,1549
2019-06-08,1549
2019-06-09,1549
2019-06-10,1549
2019-06-11,1549
2019-06-12,1549
2019-06-13,1549
2019-06-14,1549
2019-06-15,1549
2019-06-16,1549
2019-06-17,1549
2019-06-18,1549
2019-06-19,1549
2019-06-20,1570
2019-06-21,1570
2019-06-22,1570
2019-06-23,1570
2019-06-24,1570
2019-06-25,1570
2019-06-26,1570
2019-06-27,1570
2019-06-28,1570
2019-06-29,1570
2019-06-30,1570
2019-07-01,1570
2019-07-02,1570
2019-07-03,1570
2019-07-04,1570
2019-07-05,1579
2019-07-06,1579
2019-07-07,1579
2019-07-08,1579
2019-07-09,1579
2019-07-10,1579
2019-07-11,1579
2019-07-12,1525
2019-07-13,1525
2019-07-14,1525
2019-07-15,1525
2019-07-16,1525
2019-07-17,1525
2019-07-18,1525
2019-07-19,1525
2019-07-20,1525
2019-07-21,1525
2019-07-22,1525
2019-07-23,1525
2019-07-24,1525
2019-07-25,1490
2019-07-26,1490
2019-07-27,1490
2019-07-28,1490
2019-07-29,1490
2019-07-30,1490
2019-07-31,1490
2019-08-01,1490
2019-08-02,1490
2019-08-03,1490
2019-08-04,1490
2019-08-05,1490
2019-08-06,1490
2019-08-07,1490
2019-08-08,1490
2019-08-09,1490
2019-08-10,1461
2019-08-11,1461
2019-08-12,1461
2019-08-13,1461
2019-08-14,1461
2019-08-15,1461
2019-08-16,1461
2019-08-17,1461
2019-08-18,1461
2019-08-19,1461
2019-08-20,1461
2019-08-21,1461
2019-08-22,1461
2019-08-23,1461
2019-08-24,1451
2019-08-24,1451
2019-08-25,1451
2019-08-25,1451
2019-08-26,1451
2019-08-26,1451
2019-08-27,1451
2019-08-27,1451
2019-08-28,1451
2019-08-29,1451
2019-08-30,1451
2019-08-31,1451
2019-09-01,1451
2019-09-02,1451
2019-09-03,1451
2019-09-04,1451
2019-09-05,1451
2019-09-06,1451
2019-09-07,1451
2019-09-08,1460
2019-09-09,1460
2019-09-10,1460
2019-09-11,1460
2019-09-12,1460
2019-09-13,1460
2019-09-14,1460
2019-09-15,1460
2019-09-16,1460
2019-09-17,1460
2019-09-18,1460
2019-09-19,1460
2019-09-20,1460
2019-09-21,1460
2019-09-22,1418
2019-09-23,1418
2019-09-24,1418
2019-09-25,1418
2019-09-26,1418
2019-09-27,1418
2019-09-28,1418
2019-09-29,1418
2019-09-30,1418
2019-10-01,1418
2019-10-02,1418
2019-10-03,1418
2019-10-04,1418
2019-10-05,1418
2019-10-06,1357
2019-10-07,1357
2019-10-08,1357
2019-10-09,1357
2019-10-10,1357
2019-10-11,1357
2019-10-12,1357
2019-10-13,1357
2019-10-14,1357
2019-10-15,1357
2019-10-16,1357
2019-10-17,1357
2019-10-18,1357
2019-10-19,1357
2019-10-20,1362
2019-10-21,1362
2019-10-22,1362
2019-10-23,1362
2019-10-24,1362
2019-10-25,1362
2019-10-26,1362
2019-10-27,1362
2019-10-28,1362
2019-10-29,1362
2019-10-30,1362
2019-10-31,1362
2019-11-01,1362
2019-11-02,1324
2019-11-03,1324
2019-11-04,1324
2019-11-05,1324
2019-11-06,1324
2019-11-07,1324
2019-11-08,1324
2019-11-09,1324
2019-11-10,1324
2019-11-11,1308
2019-11-12,1308
2019-11-13,1308
2019-11-14,1308
2019-11-15,1308
2019-11-16,1308
2019-11-17,1308
2019-11-18,1308
2019-11-19,1308
2019-11-20,1308
2019-11-21,1308
2019-11-22,1269
2019-11-23,1269
2019-11-24,1269
2019-11-25,1269
2019-11-26,1269
2019-11-27,1269
2019-11-28,1269
2019-11-29,1269
2019-11-30,1269
2019-12-01,1269
2019-12-02,1269
2019-12-03,1269
2019-12-04,1213
2019-12-05,1213
2019-12-06,1213
2019-12-07,1213
2019-12-08,1213
2019-12-09,1213
2019-12-10,1213
2019-12-11,1213
2019-12-12,1213
2019-12-13,1213
2019-12-14,1213
2019-12-15,1213
2019-12-16,1213
2019-12-17,1193
2019-12-18,1193
2019-12-19,1193
2019-12-20,1193
2019-12-21,1193
2019-12-22,1193
2019-12-23,1193
2019-12-24,1193
2019-12-25,1193
2019-12-26,1193
2019-12-27,1144
2019-12-28,1144
2019-12-29,1144
2019-12-30,1144
2019-12-31,1144
2020-01-01,1144
2020-01-02,1144
2020-01-03,1144
2020-01-04,1103
2020-01-05,1103
2020-01-06,1103
2020-01-07,1103
2020-01-08,1103
2020-01-09,1103
2020-01-10,1103
2020-01-11,1103
2020-01-12,1103
2020-01-13,1103
2020-01-14,1103
2020-01-15,1103
2020-01-16,1103
2020-01-17,1136
2020-01-18,1136
2020-01-19,1136
2020-01-20,1136
2020-01-21,1136
2020-01-22,1136
2020-01-23,1136
2020-01-24,1136
2020-01-25,1128
2020-01-26,1128
2020-01-27,1128
2020-01-28,1128
2020-01-29,1128
2020-01-30,1128
2020-01-31,1128
2020-02-01,1128
2020-02-02,1128
2020-02-03,1122
2020-02-04,1122
2020-02-05,1122
2020-02-06,1122
2020-02-07,1122
2020-02-08,1122
2020-02-09,1122
2020-02-10,1122
2020-02-11,1122
2020-02-12,1122
2020-02-13,1122
2020-02-14,1122
2020-02-15,1122
2020-02-16,1122
2020-02-17,1135
2020-02-18,1135
2020-02-19,1135
2020-02-20,1135
2020-02-21,1135
2020-02-22,1135
2020-02-23,1135
2020-02-24,1135
2020-02-25,1135
2020-02-26,1124
2020-02-27,1124
2020-02-28,1124
2020-02-29,1124
2020-03-01,1124
2020-03-02,1124
2020-03-03,1124
2020-03-04,1124
2020-03-05,1124
2020-03-06,1124
2020-03-07,1124
2020-03-08,1084
2020-03-09,1084
2020-03-10,1084
2020-03-11,1084
2020-03-12,1084
2020-03-13,1084
2020-03-14,1084
2020-03-15,1084
2020-03-16,1084
2020-03-17,1084
2020-03-18,1084
2020-03-19,1084
2020-03-20,1048
2020-03-21,1048
2020-03-22,1048
2020-03-23,1048
2020-03-24,1048
2020-03-25,1048
2020-03-26,1048
2020-03-27,1048
2020-03-28,1048
2020-03-29,1009
2020-03-30,1009
2020-03-31,1009
2020-04-01,1009
2020-04-02,1009
2020-04-03,1009
2020-04-04,1009
2020-04-05,1009
2020-04-06,987
2020-04-07,987
2020-04-08,987
2020-04-09,987
2020-04-10,987
2020-04-11,987
2020-04-12,987
2020-04-13,961
2020-04-14,961
2020-04-15,961
2020-04-16,961
2020-04-17,961
2020-04-18,932
2020-04-19,932
2020-04-20,932
2020-04-21,932
2020-04-22,932
2020-04-23,932
2020-04-24,932
2020-04-25,902
2020-04-26,902
2020-04-27,902
2020-04-28,902
2020-04-29,902
2020-04-30,869
2020-05-01,869
2020-05-02,869
2020-05-03,869
2020-05-04,869
2020-05-05,869
2020-05-06,869
2020-05-07,869
2020-05-08,828
2020-05-09,828
2020-05-10,828
2020-05-11,828
2020-05-12,828
2020-05-13,828
