date_obj,Rune%202h%20sword price
2019-04-04,37863
2019-04-05,37924
2019-04-06,37926
2019-04-07,37928
2019-04-08,37957
2019-04-09,37905
2019-04-10,37935
2019-04-11,37956
2019-04-12,37925
2019-04-13,37868
2019-04-14,37911
2019-04-15,37922
2019-04-16,37946
2019-04-17,37978
2019-04-18,37951
2019-04-19,37868
2019-04-20,37920
2019-04-21,37955
2019-04-22,37972
2019-04-23,37951
2019-04-24,37971
2019-04-25,37946
2019-04-26,37954
2019-04-27,37932
2019-04-28,37929
2019-04-29,37933
2019-04-30,37911
2019-05-01,37936
2019-05-02,37946
2019-05-03,37922
2019-05-04,37932
2019-05-05,37909
2019-05-06,37866
2019-05-07,37925
2019-05-08,37950
2019-05-09,37919
2019-05-10,37950
2019-05-11,37940
2019-05-12,37941
2019-05-13,37950
2019-05-14,37975
2019-05-15,37966
2019-05-16,37961
2019-05-17,37925
2019-05-18,37917
2019-05-19,37946
2019-05-20,37924
2019-05-21,37949
2019-05-22,37946
2019-05-23,37956
2019-05-24,37953
2019-05-25,37952
2019-05-26,37940
2019-05-27,37946
2019-05-28,37980
2019-05-29,37974
2019-05-30,37976
2019-05-31,37949
2019-06-01,37943
2019-06-02,37903
2019-06-03,37903
2019-06-04,37935
2019-06-05,37915
2019-06-06,37930
2019-06-07,37961
2019-06-08,37935
2019-06-09,37902
2019-06-10,37910
2019-06-11,37941
2019-06-12,37951
2019-06-13,37929
2019-06-14,37924
2019-06-15,37889
2019-06-16,37922
2019-06-17,37928
2019-06-18,37878
2019-06-19,37926
2019-06-20,37951
2019-06-21,37962
2019-06-22,37944
2019-06-23,37939
2019-06-24,37941
2019-06-25,37889
2019-06-26,37928
2019-06-27,37909
2019-06-28,37916
2019-06-29,37973
2019-06-30,37935
2019-07-01,37928
2019-07-02,37939
2019-07-03,37940
2019-07-04,37914
2019-07-05,37905
2019-07-06,37872
2019-07-07,37827
2019-07-08,37871
2019-07-09,37920
2019-07-10,37942
2019-07-11,37954
2019-07-12,37967
2019-07-13,37935
2019-07-14,37949
2019-07-15,37952
2019-07-16,37956
2019-07-17,37975
2019-07-18,37942
2019-07-19,37927
2019-07-20,37931
2019-07-21,37949
2019-07-22,37951
2019-07-23,37876
2019-07-24,37848
2019-07-25,37906
2019-07-26,37839
2019-07-27,37904
2019-07-28,37884
2019-07-29,37808
2019-07-30,37805
2019-07-31,37853
2019-08-01,37821
2019-08-02,37818
2019-08-03,37813
2019-08-04,37884
2019-08-05,37875
2019-08-06,37811
2019-08-07,37775
2019-08-08,37758
2019-08-09,37788
2019-08-10,37789
2019-08-11,37769
2019-08-12,37806
2019-08-13,37824
2019-08-14,37771
2019-08-15,37840
2019-08-16,37794
2019-08-17,37834
2019-08-18,37700
2019-08-19,37849
2019-08-20,37827
2019-08-21,37868
2019-08-22,37901
2019-08-23,37894
2019-08-24,37872
2019-08-24,37872
2019-08-25,37868
2019-08-25,37868
2019-08-26,37881
2019-08-26,37881
2019-08-27,37901
2019-08-27,37901
2019-08-28,37926
2019-08-29,37899
2019-08-30,37904
2019-08-31,37918
2019-09-01,37901
2019-09-02,37903
2019-09-03,37922
2019-09-04,37925
2019-09-05,37934
2019-09-06,37938
2019-09-07,37910
2019-09-08,37918
2019-09-09,37925
2019-09-10,37901
2019-09-11,37876
2019-09-12,37900
2019-09-13,37903
2019-09-14,37932
2019-09-15,37901
2019-09-16,37905
2019-09-17,37933
2019-09-18,37938
2019-09-19,37933
2019-09-20,37926
2019-09-21,37909
2019-09-22,37920
2019-09-23,37945
2019-09-24,37881
2019-09-25,37875
2019-09-26,37857
2019-09-27,37851
2019-09-28,37892
2019-09-29,37836
2019-09-30,37877
2019-10-01,37887
2019-10-02,37850
2019-10-03,37861
2019-10-04,37788
2019-10-05,37821
2019-10-06,37786
2019-10-07,37838
2019-10-08,37820
2019-10-09,37826
2019-10-10,37767
2019-10-11,37691
2019-10-12,37693
2019-10-13,37731
2019-10-14,37766
2019-10-15,37786
2019-10-16,37786
2019-10-17,37778
2019-10-18,37791
2019-10-19,37779
2019-10-20,37774
2019-10-21,37769
2019-10-22,37770
2019-10-23,37762
2019-10-24,37798
2019-10-25,37763
2019-10-26,37780
2019-10-27,37544
2019-10-28,37663
2019-10-29,37804
2019-10-30,37817
2019-10-31,37853
2019-11-01,37851
2019-11-02,37835
2019-11-03,37730
2019-11-04,37677
2019-11-05,37693
2019-11-06,37700
2019-11-07,37768
2019-11-08,37798
2019-11-09,37825
2019-11-10,37795
2019-11-11,37793
2019-11-12,37812
2019-11-13,37822
2019-11-14,37823
2019-11-15,37693
2019-11-16,37736
2019-11-17,37503
2019-11-18,37745
2019-11-19,37773
2019-11-20,37818
2019-11-21,37831
2019-11-22,37801
2019-11-23,37783
2019-11-24,37779
2019-11-25,37784
2019-11-26,37795
2019-11-27,37794
2019-11-28,37798
2019-11-29,37780
2019-11-30,37780
2019-12-01,37768
2019-12-02,37725
2019-12-03,37753
2019-12-04,37788
2019-12-05,37790
2019-12-06,37812
2019-12-07,37826
2019-12-08,37788
2019-12-09,37793
2019-12-10,37809
2019-12-11,37801
2019-12-12,37755
2019-12-13,37758
2019-12-14,37771
2019-12-15,37761
2019-12-16,37759
2019-12-17,37795
2019-12-18,37787
2019-12-19,37811
2019-12-20,37806
2019-12-21,37822
2019-12-22,37802
2019-12-23,37808
2019-12-24,37835
2019-12-25,37846
2019-12-26,37844
2019-12-27,37834
2019-12-28,37814
2019-12-29,37794
2019-12-30,37774
2019-12-31,37761
2020-01-01,37801
2020-01-02,37823
2020-01-03,37816
2020-01-04,37785
2020-01-05,37793
2020-01-06,37773
2020-01-07,37800
2020-01-08,37758
2020-01-09,37813
2020-01-10,37769
2020-01-11,37821
2020-01-12,37835
2020-01-13,37836
2020-01-14,37845
2020-01-15,37845
2020-01-16,37843
2020-01-17,37841
2020-01-18,37848
2020-01-19,37847
2020-01-20,37846
2020-01-21,37832
2020-01-22,37825
2020-01-23,37840
2020-01-24,37849
2020-01-25,37752
2020-01-26,37763
2020-01-27,37798
2020-01-28,37819
2020-01-29,37833
2020-01-30,37840
2020-01-31,37824
2020-02-01,37818
2020-02-02,37820
2020-02-03,37833
2020-02-04,37819
2020-02-05,37741
2020-02-06,37731
2020-02-07,37739
2020-02-08,37741
2020-02-09,37648
2020-02-10,37733
2020-02-11,37779
2020-02-12,37778
2020-02-13,37786
2020-02-14,37790
2020-02-15,37712
2020-02-16,37769
2020-02-17,37824
2020-02-18,37825
2020-02-19,37837
2020-02-20,37851
2020-02-21,37874
2020-02-22,37871
2020-02-23,37803
2020-02-24,37846
2020-02-25,37845
2020-02-26,37837
2020-02-27,37831
2020-02-28,37792
2020-02-29,37592
2020-03-01,37743
2020-03-02,37820
2020-03-03,37859
2020-03-04,37856
2020-03-05,37857
2020-03-06,37816
2020-03-07,37853
2020-03-08,37816
2020-03-09,37871
2020-03-10,37879
2020-03-11,37897
2020-03-12,37884
2020-03-13,37881
2020-03-14,37878
2020-03-15,37876
2020-03-16,37881
2020-03-17,37889
2020-03-18,37873
2020-03-19,37946
2020-03-20,37897
2020-03-21,37884
2020-03-22,37880
2020-03-23,37885
2020-03-24,37899
2020-03-25,37863
2020-03-26,37886
2020-03-27,37873
2020-03-28,37861
2020-03-29,37788
2020-03-30,37856
2020-03-31,37874
2020-04-01,37887
2020-04-02,37884
2020-04-03,37727
2020-04-04,37760
2020-04-05,37820
2020-04-06,37862
2020-04-07,37870
2020-04-08,37881
2020-04-09,37889
2020-04-10,37900
2020-04-11,37912
2020-04-12,37920
2020-04-13,37892
2020-04-14,37888
2020-04-15,37874
2020-04-16,37888
2020-04-17,37880
2020-04-18,37846
2020-04-19,37840
2020-04-20,37837
2020-04-21,37873
2020-04-22,37891
2020-04-23,37889
2020-04-24,37885
2020-04-25,37862
2020-04-26,37852
2020-04-27,37860
2020-04-28,37822
2020-04-29,37839
2020-04-30,37799
2020-05-01,37832
2020-05-02,37846
2020-05-03,37861
2020-05-04,37844
2020-05-05,37838
2020-05-06,37845
2020-05-07,37857
2020-05-08,37868
2020-05-09,37863
2020-05-10,37866
2020-05-11,37858
2020-05-12,37817
2020-05-13,37860
