date_obj,Guthix%20cloak price
2019-03-26,22288
2019-03-27,23403
2019-03-28,24574
2019-03-29,25799
2019-03-30,27089
2019-03-31,28444
2019-04-01,28458
2019-04-02,28744
2019-04-03,28317
2019-04-04,27065
2019-04-05,25713
2019-04-06,24460
2019-04-07,23741
2019-04-08,23252
2019-04-09,22626
2019-04-10,21494
2019-04-11,20419
2019-04-12,19398
2019-04-13,18428
2019-04-14,17568
2019-04-15,16899
2019-04-16,16129
2019-04-17,15355
2019-04-18,14618
2019-04-19,13972
2019-04-20,13305
2019-04-21,12651
2019-04-22,12060
2019-04-23,11668
2019-04-24,11461
2019-04-25,11476
2019-04-26,11320
2019-04-27,11088
2019-04-28,10968
2019-04-29,10840
2019-04-30,10785
2019-05-01,11090
2019-05-02,10756
2019-05-03,10287
2019-05-04,9857
2019-05-05,9523
2019-05-06,9353
2019-05-07,9047
2019-05-08,8918
2019-05-09,8716
2019-05-10,8605
2019-05-11,8688
2019-05-12,8725
2019-05-13,8689
2019-05-14,8690
2019-05-15,8685
2019-05-16,8487
2019-05-17,8461
2019-05-18,8464
2019-05-19,8588
2019-05-20,8692
2019-05-21,8697
2019-05-22,8877
2019-05-23,9048
2019-05-24,9346
2019-05-25,9646
2019-05-26,9978
2019-05-27,10181
2019-05-28,10273
2019-05-29,10268
2019-05-30,10286
2019-05-31,10402
2019-06-01,10578
2019-06-02,10734
2019-06-03,10758
2019-06-04,10998
2019-06-05,11228
2019-06-06,11553
2019-06-07,11559
2019-06-08,11624
2019-06-09,11921
2019-06-10,12161
2019-06-11,12465
2019-06-12,12736
2019-06-13,12774
2019-06-14,12999
2019-06-15,12964
2019-06-16,13465
2019-06-17,13528
2019-06-18,13309
2019-06-19,13150
2019-06-20,13190
2019-06-21,13250
2019-06-22,13204
2019-06-23,13104
2019-06-24,13086
2019-06-25,13224
2019-06-26,12753
2019-06-27,12416
2019-06-28,12322
2019-06-29,12374
2019-06-30,12328
2019-07-01,12406
2019-07-02,12385
2019-07-03,12285
2019-07-04,12140
2019-07-05,12124
2019-07-06,12107
2019-07-07,12007
2019-07-08,12042
2019-07-09,12103
2019-07-10,12283
2019-07-11,12516
2019-07-12,12958
2019-07-13,13124
2019-07-14,13464
2019-07-15,14135
2019-07-16,14842
2019-07-17,15585
2019-07-18,16365
2019-07-19,17184
2019-07-20,18022
2019-07-21,18924
2019-07-22,19869
2019-07-23,20863
2019-07-24,21907
2019-07-25,22648
2019-07-26,22896
2019-07-27,22937
2019-07-28,22917
2019-07-29,22880
2019-07-30,22248
2019-07-31,21657
2019-08-01,21120
2019-08-02,20375
2019-08-03,19601
2019-08-04,18996
2019-08-05,18217
2019-08-06,17306
2019-08-07,16488
2019-08-08,15663
2019-08-09,15056
2019-08-10,14346
2019-08-11,13730
2019-08-12,13216
2019-08-13,12693
2019-08-14,12364
2019-08-15,12299
2019-08-16,12146
2019-08-17,11850
2019-08-18,11895
2019-08-19,11997
2019-08-20,12293
2019-08-21,12347
2019-08-22,12652
2019-08-23,12774
2019-08-24,13029
2019-08-24,13029
2019-08-25,13448
2019-08-25,13448
2019-08-26,13422
2019-08-26,13422
2019-08-27,13381
2019-08-27,13381
2019-08-28,13417
2019-08-29,13299
2019-08-30,12927
2019-08-31,12891
2019-09-01,12862
2019-09-02,12934
2019-09-03,12865
2019-09-04,12791
2019-09-05,12946
2019-09-06,12990
2019-09-07,13123
2019-09-08,13432
2019-09-09,13643
2019-09-10,14063
2019-09-11,14151
2019-09-12,14442
2019-09-13,14559
2019-09-14,14704
2019-09-15,14885
2019-09-16,14928
2019-09-17,14682
2019-09-18,14474
2019-09-19,14410
2019-09-20,14526
2019-09-21,14537
2019-09-22,14423
2019-09-23,14775
2019-09-24,15082
2019-09-25,15289
2019-09-26,15070
2019-09-27,14590
2019-09-28,14689
2019-09-29,14534
2019-09-30,14739
2019-10-01,14773
2019-10-02,14398
2019-10-03,14144
2019-10-04,14340
2019-10-05,13812
2019-10-06,13388
2019-10-07,12834
2019-10-08,12433
2019-10-09,12237
2019-10-10,11930
2019-10-11,11583
2019-10-12,11616
2019-10-13,11517
2019-10-14,10949
2019-10-15,10401
2019-10-16,10047
2019-10-17,10017
2019-10-18,10008
2019-10-19,9724
2019-10-20,9675
2019-10-21,9993
2019-10-22,9911
2019-10-23,9859
2019-10-24,9650
2019-10-25,9366
2019-10-26,9293
2019-10-27,9172
2019-10-28,9162
2019-10-29,9035
2019-10-30,8904
2019-10-31,9134
2019-11-01,9148
2019-11-02,9143
2019-11-03,9276
2019-11-04,9365
2019-11-05,9437
2019-11-06,9670
2019-11-07,9959
2019-11-08,10308
2019-11-09,10323
2019-11-10,10430
2019-11-11,10470
2019-11-12,10428
2019-11-13,10449
2019-11-14,10497
2019-11-15,10805
2019-11-16,10951
2019-11-17,10928
2019-11-18,10852
2019-11-19,11170
2019-11-20,11162
2019-11-21,11286
2019-11-22,11369
2019-11-23,11578
2019-11-24,11451
2019-11-25,11387
2019-11-26,11205
2019-11-27,11445
2019-11-28,11627
2019-11-29,11839
2019-11-30,11780
2019-12-01,11706
2019-12-02,11786
2019-12-03,11684
2019-12-04,12032
2019-12-05,12285
2019-12-06,12533
2019-12-07,13031
2019-12-08,13294
2019-12-09,13456
2019-12-10,13447
2019-12-11,13138
2019-12-12,12984
2019-12-13,12516
2019-12-14,12897
2019-12-15,12458
2019-12-16,12137
2019-12-17,12014
2019-12-18,11710
2019-12-19,11694
2019-12-20,11640
2019-12-21,11559
2019-12-22,11546
2019-12-23,11563
2019-12-24,11322
2019-12-25,11350
2019-12-26,11387
2019-12-27,11505
2019-12-28,11607
2019-12-29,11722
2019-12-30,12290
2019-12-31,12695
2020-01-01,13270
2020-01-02,13919
2020-01-03,14544
2020-01-04,14641
2020-01-05,13957
2020-01-06,13814
2020-01-07,13906
2020-01-08,14285
2020-01-09,14253
2020-01-10,13607
2020-01-11,12926
2020-01-12,12279
2020-01-13,11666
2020-01-14,11312
2020-01-15,10954
2020-01-16,10917
2020-01-17,10546
2020-01-18,10071
2020-01-19,10036
2020-01-20,9685
2020-01-21,9722
2020-01-22,9696
2020-01-23,9699
2020-01-24,9570
2020-01-25,9565
2020-01-26,9387
2020-01-27,8917
2020-01-28,8612
2020-01-29,8309
2020-01-30,8024
2020-01-31,7940
2020-02-01,7613
2020-02-02,7806
2020-02-03,7964
2020-02-04,8052
2020-02-05,8219
2020-02-06,8205
2020-02-07,8168
2020-02-08,8202
2020-02-09,8188
2020-02-10,8190
2020-02-11,8134
2020-02-12,8166
2020-02-13,8223
2020-02-14,8240
2020-02-15,8363
2020-02-16,8050
2020-02-17,7758
2020-02-18,7758
2020-02-19,7938
2020-02-20,8159
2020-02-21,8341
2020-02-22,8583
2020-02-23,9013
2020-02-24,9464
2020-02-25,9938
2020-02-26,10435
2020-02-27,10957
2020-02-28,11505
2020-02-29,12081
2020-03-01,12686
2020-03-02,13313
2020-03-03,13861
2020-03-04,14327
2020-03-05,14370
2020-03-06,14414
2020-03-07,14620
2020-03-08,14879
2020-03-09,15237
2020-03-10,15920
2020-03-11,16015
2020-03-12,16038
2020-03-13,16441
2020-03-14,16547
2020-03-15,16725
2020-03-16,16994
2020-03-17,17016
2020-03-18,17403
2020-03-19,17036
2020-03-20,16672
2020-03-21,16642
2020-03-22,16054
2020-03-23,15838
2020-03-24,16115
2020-03-25,16036
2020-03-26,15985
2020-03-27,16012
2020-03-28,16104
2020-03-29,15721
2020-03-30,15243
2020-03-31,14994
2020-04-01,14488
2020-04-02,14201
2020-04-03,14015
2020-04-04,13755
2020-04-05,13592
2020-04-06,13335
2020-04-07,12987
2020-04-08,12808
2020-04-09,12680
2020-04-10,12381
2020-04-11,11963
2020-04-12,11541
2020-04-13,11301
2020-04-14,11382
2020-04-15,11599
2020-04-16,11719
2020-04-17,11700
2020-04-18,12071
2020-04-19,12375
2020-04-20,12878
2020-04-21,13230
2020-04-22,13563
2020-04-23,13499
2020-04-24,13579
2020-04-25,13471
2020-04-26,13331
2020-04-27,12846
2020-04-28,12203
2020-04-29,11606
2020-04-30,11323
2020-05-01,10986
2020-05-02,10720
2020-05-03,10750
2020-05-04,10813
2020-05-05,10844
2020-05-06,10738
2020-05-07,10772
2020-05-08,11011
2020-05-09,11159
2020-05-10,11396
2020-05-11,11439
2020-05-12,11503
2020-05-13,11626
