date_obj,Dragon%20chainbody%20ornament%20kit price
2019-03-07,17453
2019-03-08,17453
2019-03-09,16987
2019-03-10,16857
2019-03-11,16729
2019-03-12,16702
2019-03-13,16585
2019-03-14,16399
2019-03-15,16030
2019-03-16,15806
2019-03-17,15724
2019-03-18,15724
2019-03-19,15983
2019-03-20,15889
2019-03-21,16029
2019-03-22,16305
2019-03-23,16288
2019-03-24,16243
2019-03-25,16322
2019-03-26,16920
2019-03-27,16920
2019-03-28,17671
2019-03-29,18469
2019-03-30,18469
2019-03-31,19352
2019-04-01,19971
2019-04-02,20429
2019-04-03,20459
2019-04-04,20275
2019-04-05,20316
2019-04-06,20311
2019-04-07,20463
2019-04-08,19879
2019-04-09,19708
2019-04-10,19008
2019-04-11,18488
2019-04-12,18126
2019-04-13,17807
2019-04-14,17595
2019-04-15,17423
2019-04-16,16968
2019-04-17,16642
2019-04-18,16329
2019-04-19,16244
2019-04-20,16291
2019-04-21,16564
2019-04-22,16882
2019-04-23,17058
2019-04-24,17544
2019-04-25,17929
2019-04-26,18111
2019-04-27,18121
2019-04-28,18343
2019-04-29,18643
2019-04-30,18743
2019-05-01,18743
2019-05-02,19124
2019-05-03,19852
2019-05-04,20530
2019-05-05,20820
2019-05-06,20937
2019-05-07,20647
2019-05-08,20274
2019-05-09,19777
2019-05-10,19472
2019-05-11,19116
2019-05-12,18625
2019-05-13,17693
2019-05-14,16808
2019-05-15,16031
2019-05-16,15229
2019-05-17,14522
2019-05-18,13795
2019-05-19,13105
2019-05-20,12568
2019-05-21,12002
2019-05-22,11608
2019-05-23,11057
2019-05-24,10891
2019-05-25,10374
2019-05-26,9948
2019-05-27,9495
2019-05-28,9420
2019-05-29,8970
2019-05-30,8678
2019-05-31,8678
2019-06-01,8608
2019-06-02,8810
2019-06-03,8950
2019-06-04,9132
2019-06-05,9277
2019-06-06,9705
2019-06-07,9934
2019-06-08,10189
2019-06-09,10542
2019-06-10,10542
2019-06-11,10728
2019-06-12,11086
2019-06-13,11142
2019-06-14,11047
2019-06-15,11040
2019-06-16,11021
2019-06-17,11278
2019-06-18,11417
2019-06-19,11579
2019-06-20,11663
2019-06-21,11397
2019-06-22,11671
2019-06-23,11901
2019-06-24,12056
2019-06-25,12513
2019-06-26,13139
2019-06-27,13784
2019-06-28,13784
2019-06-29,14320
2019-06-30,14977
2019-07-01,14977
2019-07-02,15383
2019-07-03,15909
2019-07-04,16441
2019-07-05,16705
2019-07-06,16389
2019-07-07,15700
2019-07-08,15604
2019-07-09,15794
2019-07-10,16419
2019-07-11,16419
2019-07-12,16253
2019-07-13,16253
2019-07-14,16335
2019-07-15,16335
2019-07-16,15846
2019-07-17,15179
2019-07-18,15156
2019-07-19,14749
2019-07-20,14374
2019-07-21,14304
2019-07-22,14335
2019-07-23,14344
2019-07-24,14114
2019-07-25,14114
2019-07-26,13877
2019-07-27,13201
2019-07-28,12708
2019-07-29,12143
2019-07-30,11595
2019-07-31,11015
2019-08-01,11015
2019-08-02,10892
2019-08-03,10501
2019-08-04,10501
2019-08-05,10055
2019-08-06,9789
2019-08-07,9460
2019-08-08,9205
2019-08-09,9205
2019-08-10,9157
2019-08-11,9150
2019-08-12,9253
2019-08-13,9253
2019-08-14,9125
2019-08-15,9216
2019-08-16,9141
2019-08-17,9141
2019-08-18,9355
2019-08-19,9679
2019-08-20,9962
2019-08-21,10308
2019-08-22,10707
2019-08-23,10707
2019-08-24,11226
2019-08-24,11226
2019-08-25,11742
2019-08-25,11742
2019-08-26,11700
2019-08-27,11675
2019-08-27,11675
2019-08-28,11543
2019-08-29,11396
2019-08-30,11292
2019-08-31,11292
2019-09-01,11260
2019-09-02,11260
2019-09-03,10879
2019-09-04,10513
2019-09-05,10513
2019-09-06,10306
2019-09-07,9864
2019-09-08,9765
2019-09-09,9765
2019-09-10,9976
2019-09-11,10245
2019-09-12,10371
2019-09-13,10371
2019-09-14,10655
2019-09-15,10816
2019-09-16,10810
2019-09-17,10800
2019-09-18,11034
2019-09-19,11034
2019-09-20,11279
2019-09-21,11438
2019-09-22,11438
2019-09-23,11522
2019-09-24,11522
2019-09-25,11558
2019-09-26,11673
2019-09-27,11673
2019-09-28,11782
2019-09-29,11782
2019-09-30,11706
2019-10-01,11751
2019-10-02,11751
2019-10-03,12067
2019-10-04,12067
2019-10-05,12306
2019-10-06,12415
2019-10-07,12415
2019-10-08,12795
2019-10-09,12795
2019-10-10,13157
2019-10-11,13157
2019-10-12,12883
2019-10-13,12662
2019-10-14,12809
2019-10-15,12809
2019-10-16,12805
2019-10-17,12805
2019-10-18,12632
2019-10-19,12320
2019-10-20,12409
2019-10-21,12409
2019-10-22,12330
2019-10-23,12195
2019-10-24,11879
2019-10-25,11750
2019-10-26,11855
2019-10-27,12028
2019-10-28,11996
2019-10-29,11996
2019-10-30,11816
2019-10-31,11593
2019-11-01,11593
2019-11-02,11452
2019-11-03,11525
2019-11-04,11125
2019-11-05,11125
2019-11-06,10715
2019-11-07,10715
2019-11-08,10342
2019-11-09,10131
2019-11-10,9913
2019-11-11,9731
2019-11-12,9731
2019-11-13,9593
2019-11-14,9593
2019-11-15,9509
2019-11-16,9455
2019-11-17,9455
2019-11-18,9354
2019-11-19,9354
2019-11-20,9269
2019-11-21,9269
2019-11-22,9249
2019-11-23,9249
2019-11-24,9435
2019-11-25,9638
2019-11-26,9712
2019-11-27,9712
2019-11-28,9724
2019-11-29,9724
2019-11-30,10181
2019-12-01,10674
2019-12-02,10674
2019-12-03,11208
2019-12-04,11769
2019-12-05,11769
2019-12-06,12358
2019-12-07,12785
2019-12-08,12785
2019-12-09,12838
2019-12-10,12494
2019-12-11,12494
2019-12-12,12192
2019-12-13,11991
2019-12-14,11991
2019-12-15,11992
2019-12-16,12081
2019-12-17,12468
2019-12-18,12468
2019-12-19,12939
2019-12-20,13474
2019-12-21,13904
2019-12-22,13760
2019-12-23,13760
2019-12-24,13770
2019-12-25,14048
2019-12-26,14048
2019-12-27,13998
2019-12-28,13936
2019-12-29,13936
2019-12-30,13992
2019-12-31,14058
2020-01-01,14673
2020-01-02,15365
2020-01-03,15365
2020-01-04,15808
2020-01-05,16448
2020-01-06,16448
2020-01-07,16868
2020-01-08,16868
2020-01-09,16985
2020-01-10,16700
2020-01-11,16138
2020-01-12,15731
2020-01-13,15731
2020-01-14,15404
2020-01-15,15079
2020-01-16,14901
2020-01-17,14509
2020-01-18,14509
2020-01-19,14221
2020-01-20,14221
2020-01-21,13658
2020-01-22,13295
2020-01-23,13211
2020-01-24,12868
2020-01-25,12646
2020-01-26,12013
2020-01-27,11582
2020-01-28,11289
2020-01-29,11051
2020-01-30,10907
2020-01-31,10907
2020-02-01,10769
2020-02-02,10743
2020-02-03,10554
2020-02-04,10429
2020-02-05,10160
2020-02-06,9947
2020-02-07,9947
2020-02-08,9869
2020-02-09,9880
2020-02-10,9944
2020-02-11,9873
2020-02-12,10262
2020-02-13,10262
2020-02-14,10335
2020-02-15,10431
2020-02-16,10499
2020-02-17,10503
2020-02-18,10587
2020-02-19,10587
2020-02-20,10750
2020-02-21,10750
2020-02-22,10958
2020-02-23,11126
2020-02-24,11350
2020-02-25,11516
2020-02-26,11784
2020-02-27,11737
2020-02-28,11502
2020-02-29,11502
2020-03-01,11405
2020-03-02,11185
2020-03-03,11067
2020-03-04,11067
2020-03-05,11029
2020-03-06,11025
2020-03-07,10776
2020-03-08,10620
2020-03-09,10625
2020-03-10,10807
2020-03-11,10943
2020-03-12,10890
2020-03-13,10937
2020-03-14,10966
2020-03-15,11165
2020-03-16,11237
2020-03-17,11359
2020-03-18,11438
2020-03-19,11393
2020-03-20,11469
2020-03-21,11123
2020-03-22,10996
2020-03-23,10798
2020-03-24,10665
2020-03-25,10355
2020-03-26,10071
2020-03-27,10103
2020-03-28,10169
2020-03-29,10234
2020-03-30,10254
2020-03-31,10283
2020-04-01,10273
2020-04-02,10305
2020-04-03,10305
2020-04-04,10323
2020-04-05,10076
2020-04-06,9907
2020-04-07,9641
2020-04-08,9345
2020-04-09,9199
2020-04-10,9199
2020-04-11,9112
2020-04-12,9098
2020-04-13,9000
2020-04-14,9122
2020-04-15,9264
2020-04-16,9336
2020-04-17,9258
2020-04-18,9400
2020-04-19,9446
2020-04-20,9368
2020-04-21,9288
2020-04-22,9098
2020-04-23,8802
2020-04-24,8361
2020-04-25,8055
2020-04-26,7995
2020-04-27,7864
2020-04-28,7847
2020-04-29,7722
2020-04-30,7656
2020-05-01,7685
2020-05-02,7633
2020-05-03,7606
2020-05-04,7641
2020-05-05,7527
2020-05-06,7406
2020-05-07,7263
2020-05-08,7001
2020-05-09,6877
2020-05-10,6818
2020-05-11,6818
2020-05-12,6578
2020-05-13,6584
