date_obj,Teak%20stock price
2015-03-26,425
2015-03-27,425
2015-03-28,425
2015-03-29,425
2015-03-30,425
2015-03-31,425
2015-04-01,425
2015-04-02,425
2015-04-03,425
2015-04-04,425
2015-04-05,425
2015-04-06,425
2015-04-07,425
2015-04-08,425
2015-04-09,425
2015-04-10,425
2015-04-11,425
2015-04-12,425
2015-04-13,425
2015-04-14,425
2015-04-15,425
2015-04-16,425
2015-04-17,425
2015-04-18,425
2015-04-19,425
2015-04-20,425
2015-04-21,425
2015-04-22,425
2015-04-23,425
2015-04-24,425
2015-04-25,425
2015-04-26,425
2015-04-27,425
2015-04-28,425
2015-04-29,425
2015-04-30,425
2015-05-01,425
2015-05-02,425
2015-05-03,425
2015-05-04,425
2015-05-05,425
2015-05-06,425
2015-05-07,425
2015-05-08,425
2015-05-09,425
2015-05-10,425
2015-05-11,425
2015-05-12,425
2015-05-13,425
2015-05-14,425
2015-05-15,425
2015-05-16,425
2015-05-17,425
2015-05-18,425
2015-05-19,425
2015-05-20,425
2015-05-21,425
2015-05-22,425
2015-05-23,425
2015-05-24,404
2015-05-25,404
2015-05-26,404
2015-05-27,404
2015-05-28,404
2015-05-29,404
2015-05-30,404
2015-05-31,404
2015-06-01,404
2015-06-02,404
2015-06-03,404
2015-06-04,404
2015-06-05,404
2015-06-06,404
2015-06-07,404
2015-06-08,404
2015-06-09,404
2015-06-10,404
2015-06-11,404
2015-06-12,404
2015-06-13,404
2015-06-14,404
2015-06-15,404
2015-06-16,404
2015-06-17,404
2015-06-18,404
2015-06-19,404
2015-06-20,404
2015-06-21,404
2015-06-22,404
2015-06-23,404
2015-06-24,404
2015-06-25,404
2015-06-26,404
2015-06-27,404
2015-06-28,404
2015-06-29,404
2015-06-30,404
2015-07-01,404
2015-07-02,404
2015-07-03,404
2015-07-04,404
2015-07-05,404
2015-07-06,404
2015-07-07,404
2015-07-08,404
2015-07-09,404
2015-07-10,404
2015-07-11,404
2015-07-12,404
2015-07-13,404
2015-07-14,404
2015-07-15,404
2015-07-16,404
2015-07-17,404
2015-07-18,404
2015-07-19,404
2015-07-20,404
2015-07-21,404
2015-07-22,384
2015-07-23,384
2015-07-24,384
2015-07-25,384
2015-07-26,384
2015-07-27,384
2015-07-28,384
2015-07-29,384
2015-07-30,384
2015-07-31,384
2015-08-01,384
2015-08-02,384
2015-08-03,384
2015-08-04,384
2015-08-05,384
2015-08-06,384
2015-08-07,384
2015-08-08,384
2015-08-09,384
2015-08-10,384
2015-08-11,384
2015-08-12,384
2015-08-13,384
2015-08-14,384
2015-08-15,384
2015-08-16,384
2015-08-17,384
2015-08-18,384
2015-08-19,384
2015-08-20,384
2015-08-21,384
2015-08-22,384
2015-08-23,384
2015-08-24,384
2015-08-25,384
2015-08-26,384
2015-08-27,384
2015-08-28,384
2015-08-29,384
2015-08-30,384
2015-08-31,384
2015-09-01,384
2015-09-02,384
2015-09-03,384
2015-09-04,384
2015-09-05,384
2015-09-06,384
2015-09-07,384
2015-09-08,384
2015-09-09,384
2015-09-10,384
2015-09-11,384
2015-09-12,384
2015-09-13,384
2015-09-14,384
2015-09-15,384
2015-09-16,384
2015-09-17,384
2015-09-18,384
2015-09-19,384
2015-09-20,384
2015-09-21,384
2015-09-22,384
2015-09-23,384
2015-09-24,384
2015-09-25,384
2015-09-27,384
2015-09-28,384
2015-09-29,384
2015-09-30,384
2015-10-05,388
2015-10-06,388
2015-10-07,388
2015-10-08,388
2015-10-09,388
2015-10-10,388
2015-10-11,388
2015-10-12,388
2015-10-13,388
2015-10-14,388
2015-10-15,388
2015-10-16,388
2015-10-17,388
2015-10-18,388
2015-10-19,388
2015-10-20,388
2015-10-22,388
2015-10-23,388
2015-10-24,388
2015-10-25,388
2015-10-26,388
2015-10-27,388
2015-10-29,388
2015-10-30,388
2015-10-31,388
2015-11-01,388
2015-11-02,388
2015-11-03,388
2015-11-04,388
2015-11-05,388
2015-11-06,388
2015-11-07,388
2015-11-08,388
2015-11-09,388
2015-11-10,388
2015-11-11,388
2015-11-12,388
2015-11-13,388
2015-11-14,388
2015-11-15,388
2015-11-16,388
2015-11-17,388
2015-11-18,388
2015-11-19,388
2015-11-20,388
2015-11-21,388
2015-11-22,388
2015-11-23,388
2015-11-24,388
2015-11-25,388
2015-11-26,388
2015-11-27,388
2015-11-28,388
2015-11-29,388
2015-11-30,388
2015-12-01,388
2015-12-02,388
2015-12-03,388
2015-12-04,388
2015-12-05,388
2015-12-06,388
2015-12-07,388
2015-12-08,388
2015-12-09,388
2015-12-10,388
2015-12-11,388
2015-12-13,388
2015-12-14,388
2015-12-15,389
2015-12-16,389
2015-12-17,389
2015-12-18,389
2015-12-19,389
2015-12-20,389
2015-12-21,389
2015-12-22,389
2015-12-23,389
2015-12-24,389
2015-12-25,389
2015-12-26,389
2015-12-27,389
2015-12-28,389
2015-12-29,389
2015-12-30,389
2015-12-31,389
2016-01-01,389
2016-01-02,389
2016-01-03,389
2016-01-04,389
2016-01-05,389
2016-01-06,389
2016-01-07,389
2016-01-08,389
2016-01-09,389
2016-01-10,389
2016-01-11,389
2016-01-12,389
2016-01-13,389
2016-01-14,389
2016-01-15,389
2016-01-16,389
2016-01-17,389
2016-01-18,389
2016-01-19,389
2016-01-20,389
2016-01-21,389
2016-01-22,389
2016-01-23,389
2016-01-24,389
2016-01-25,389
2016-01-26,389
2016-01-27,389
2016-01-28,389
2016-01-29,387
2016-01-30,387
2016-01-31,387
2016-02-01,387
2016-02-02,387
2016-02-03,387
2016-02-04,387
2016-02-05,387
2016-02-06,387
2016-02-07,387
2016-02-08,387
2016-02-09,387
2016-02-10,387
2016-02-11,387
2016-02-12,387
2016-02-13,387
2016-02-14,387
2016-02-15,387
2016-02-16,387
2016-02-17,387
2016-02-18,387
2016-02-19,387
2016-02-20,387
2016-02-21,387
2016-02-22,387
2016-02-23,387
2016-02-24,387
2016-02-25,387
2016-02-26,387
2016-02-27,387
2016-02-28,387
2016-02-29,387
2016-03-01,387
2016-03-02,387
2016-03-03,387
2016-03-04,387
2016-03-05,387
2016-03-06,387
2016-03-07,387
2016-03-08,387
2016-03-09,387
2016-03-10,387
2016-03-11,387
2016-03-12,387
2016-03-13,387
2016-03-14,391
2016-03-15,391
2016-03-16,391
2016-03-17,391
2016-03-18,391
2016-03-19,391
2016-03-20,391
2016-03-21,391
2016-03-22,391
2016-03-23,391
2016-03-24,391
2016-03-25,391
2016-03-26,391
2016-03-27,391
2016-03-28,391
2016-03-29,391
2016-03-30,391
2016-03-31,391
2016-04-01,391
2016-04-02,391
2016-04-03,391
2016-04-04,391
2016-04-05,391
2016-04-06,391
2016-04-07,391
2016-04-08,391
2016-04-09,391
2016-04-10,391
2016-04-11,391
2016-04-12,391
2016-04-13,391
2016-04-14,391
2016-04-15,391
2016-04-16,391
2016-04-17,391
2016-04-18,391
2016-04-19,391
2016-04-20,391
2016-04-21,391
2016-04-22,391
2016-04-23,391
2016-04-24,391
2016-04-25,391
2016-04-26,391
2016-04-27,391
2016-04-28,391
2016-04-29,391
2016-04-30,391
2016-05-01,391
2016-05-02,391
2016-05-03,391
2016-05-04,391
2016-05-05,391
2016-05-06,391
2016-05-07,391
2016-05-08,391
2016-05-09,391
2016-05-10,391
2016-05-11,391
2016-05-12,391
2016-05-13,391
2016-05-14,391
2016-05-15,391
2016-05-16,391
2016-05-17,391
2016-05-18,389
2016-05-19,389
2016-05-22,389
2016-05-23,389
2016-05-24,389
2016-05-25,389
2016-05-26,389
2016-05-27,389
2016-05-28,389
2016-05-29,389
2016-05-30,389
2016-05-31,389
2016-06-01,389
2016-06-02,389
2016-06-03,389
2016-06-04,389
2016-06-05,389
2016-06-06,389
2016-06-07,389
2016-06-08,389
2016-06-09,389
2016-06-10,389
2016-06-11,389
2016-06-12,389
2016-06-13,389
2016-06-14,389
2016-06-15,389
2016-06-16,389
2016-06-17,389
2016-06-18,389
2016-06-19,389
2016-06-20,389
2016-06-21,389
2016-06-22,389
2016-06-23,389
2016-06-24,389
2016-06-25,389
2016-06-26,389
2016-06-27,389
2016-06-28,389
2016-06-29,389
2016-06-30,389
2016-07-01,389
2016-07-02,389
2016-07-03,389
2016-07-04,389
2016-07-05,389
2016-07-06,389
2016-07-07,389
2016-07-08,389
2016-07-09,389
2016-07-10,389
2016-07-11,389
2016-07-12,389
2016-07-13,389
2016-07-14,389
2016-07-15,389
2016-07-16,389
2016-07-17,389
2016-07-18,389
2016-07-24,389
2016-07-25,389
2016-07-26,389
2016-07-27,389
2016-07-28,389
2016-07-29,389
2016-07-30,389
2016-07-31,389
2016-08-01,389
2016-08-02,389
2016-08-03,389
2016-08-04,389
2016-08-05,389
2016-08-06,389
2016-08-07,389
2016-08-08,389
2016-08-09,389
2016-08-10,389
2016-08-11,389
2016-08-12,389
2016-08-13,389
2016-08-14,389
2016-08-15,389
2016-08-16,389
2016-08-17,389
2016-08-18,389
2016-08-19,384
2016-08-20,384
2016-08-21,384
2016-08-22,384
2016-08-23,384
2016-08-24,384
2016-08-25,384
2016-08-26,384
2016-08-28,384
2016-08-31,384
2016-09-01,384
2016-09-02,384
2016-09-03,384
2016-09-04,384
2016-09-05,384
2016-09-06,384
2016-09-07,384
2016-09-08,384
2016-09-09,384
2016-09-10,384
2016-09-11,384
2016-09-12,384
2016-09-13,384
2016-09-14,384
2016-09-15,384
2016-09-16,384
2016-09-17,384
2016-09-18,384
2016-09-19,384
2016-09-20,384
2016-09-21,384
2016-09-22,384
2016-09-23,384
2016-09-24,384
2016-09-25,384
2016-09-26,384
2016-09-27,384
2016-09-28,384
2016-09-29,384
2016-09-30,384
2016-10-01,384
2016-10-02,384
2016-10-03,384
2016-10-04,384
2016-10-05,384
2016-10-06,384
2016-10-07,384
2016-10-08,384
2016-10-09,384
2016-10-10,384
2016-10-11,384
2016-10-12,384
2016-10-13,384
2016-10-14,384
2016-10-15,384
2016-10-16,384
2016-10-17,384
2016-10-18,368
2016-10-19,368
2016-10-20,368
2016-10-21,368
2016-10-22,368
2016-10-23,368
2016-10-24,368
2016-10-25,368
2016-10-26,368
2016-10-27,368
2016-10-28,368
2016-10-29,368
2016-10-30,368
2016-10-31,368
2016-11-01,368
2016-11-02,368
2016-11-03,368
2016-11-04,368
2016-11-05,368
2016-11-06,368
2016-11-07,368
2016-11-08,368
2016-11-09,368
2016-11-10,368
2016-11-11,368
2016-11-12,368
2016-11-13,368
2016-11-14,368
2016-12-08,368
2016-12-09,368
2016-12-10,368
2016-12-11,368
2016-12-12,368
2016-12-13,368
2016-12-14,368
2016-12-15,368
2016-12-16,368
2016-12-17,368
2016-12-18,368
2016-12-19,368
2016-12-20,368
2016-12-21,352
2016-12-22,352
2016-12-23,352
2016-12-24,352
2016-12-25,352
2016-12-26,352
2016-12-27,352
2016-12-28,352
2016-12-29,352
2016-12-30,352
2016-12-31,352
2017-01-01,352
2017-01-02,352
2017-01-03,352
2017-01-04,352
2017-01-05,352
2017-01-06,352
2017-01-07,352
2017-01-08,352
2017-01-09,352
2017-01-10,352
2017-01-11,352
2017-01-12,352
2017-01-13,352
2017-01-14,352
2017-01-15,352
2017-01-16,352
2017-01-17,352
2017-01-18,352
2017-01-19,352
2017-01-20,352
2017-01-21,352
2017-01-22,352
2017-01-27,358
2017-01-28,358
2017-01-29,358
2017-01-30,358
2017-01-31,358
2017-02-01,358
2017-02-02,358
2017-02-03,358
2017-02-04,358
2017-02-05,358
2017-02-06,358
2017-02-07,358
2017-02-08,358
2017-02-09,358
2017-02-10,358
2017-02-11,358
2017-02-12,358
2017-02-13,358
2017-02-14,358
2017-02-15,358
2017-02-16,358
2017-02-18,358
2017-02-19,358
2017-02-20,358
2017-02-21,358
2017-02-22,358
2017-02-23,358
2017-02-24,358
2017-02-25,358
2017-02-26,358
2017-02-27,358
2017-02-28,358
2017-03-01,358
2017-03-02,358
2017-03-03,358
2017-03-04,358
2017-03-05,358
2017-03-06,359
2017-03-07,359
2017-03-08,359
2017-03-09,359
2017-03-10,359
2017-03-11,359
2017-03-12,359
2017-03-13,359
2017-03-14,359
2017-03-15,359
2017-03-16,359
2017-03-17,359
2017-03-18,359
2017-03-19,359
2017-03-20,359
2017-03-21,359
2017-03-22,359
2017-03-23,359
2017-03-24,359
2017-03-25,359
2017-03-26,359
2017-03-27,359
2017-03-28,359
2017-03-29,359
2017-03-30,359
2017-03-31,359
2017-04-01,359
2017-04-02,359
2017-04-03,359
2017-04-04,359
2017-04-12,359
2017-04-13,359
2017-04-14,359
2017-04-15,359
2017-04-16,359
2017-04-17,359
2017-04-18,359
2017-04-19,359
2017-04-20,359
2017-04-21,362
2017-04-22,362
2017-04-23,362
2017-04-24,362
2017-04-25,362
2017-04-26,362
2017-04-27,362
2017-04-28,362
2017-04-29,362
2017-04-30,362
2017-05-01,362
2017-05-02,362
2017-05-03,362
2017-05-04,362
2017-05-05,362
2017-05-06,362
2017-05-07,362
2017-05-08,362
2017-05-09,362
2017-05-10,362
2017-05-11,362
2017-05-12,362
2017-05-13,362
2017-05-14,362
2017-05-15,362
2017-05-16,362
2017-05-17,362
2017-05-18,362
2017-05-19,362
2017-05-20,362
2017-05-21,362
2017-05-22,362
