date_obj,Zamorak%20coif price
2019-04-08,57371
2019-04-09,57796
2019-04-10,58044
2019-04-11,58177
2019-04-12,57540
2019-04-13,57427
2019-04-14,58451
2019-04-15,58083
2019-04-16,57670
2019-04-17,56987
2019-04-18,56787
2019-04-19,57985
2019-04-20,58399
2019-04-21,57909
2019-04-22,57738
2019-04-23,59358
2019-04-24,59130
2019-04-25,59517
2019-04-26,59935
2019-04-27,59705
2019-04-28,59957
2019-04-29,59665
2019-04-30,59789
2019-05-01,60319
2019-05-02,59580
2019-05-03,59605
2019-05-04,59707
2019-05-05,60254
2019-05-06,60400
2019-05-07,59471
2019-05-08,59335
2019-05-09,59602
2019-05-10,60022
2019-05-11,59704
2019-05-12,59399
2019-05-13,59429
2019-05-14,59024
2019-05-15,59095
2019-05-16,59234
2019-05-17,59351
2019-05-18,59672
2019-05-19,60196
2019-05-20,59268
2019-05-21,59908
2019-05-22,59752
2019-05-23,59375
2019-05-24,59978
2019-05-25,60357
2019-05-26,59183
2019-05-27,59353
2019-05-28,59227
2019-05-29,59094
2019-05-30,60093
2019-05-31,59736
2019-06-01,61060
2019-06-02,62707
2019-06-03,61903
2019-06-04,62022
2019-06-05,62250
2019-06-06,63697
2019-06-07,64353
2019-06-08,64392
2019-06-09,64029
2019-06-10,63960
2019-06-11,63911
2019-06-12,63837
2019-06-13,63721
2019-06-14,63570
2019-06-15,63739
2019-06-16,64027
2019-06-17,64288
2019-06-18,64668
2019-06-19,64474
2019-06-20,64545
2019-06-21,64386
2019-06-22,64463
2019-06-23,64654
2019-06-24,64349
2019-06-25,65610
2019-06-26,65913
2019-06-27,66443
2019-06-28,67783
2019-06-29,67718
2019-06-30,66989
2019-07-01,66833
2019-07-02,65963
2019-07-03,66049
2019-07-04,65885
2019-07-05,65162
2019-07-06,65178
2019-07-07,64498
2019-07-08,64453
2019-07-09,64698
2019-07-10,65943
2019-07-11,66759
2019-07-12,68047
2019-07-13,68638
2019-07-14,69162
2019-07-15,69364
2019-07-16,69373
2019-07-17,69017
2019-07-18,68733
2019-07-19,68577
2019-07-20,68276
2019-07-21,67991
2019-07-22,68032
2019-07-23,67825
2019-07-24,67336
2019-07-25,67925
2019-07-26,68956
2019-07-27,69338
2019-07-28,68904
2019-07-29,68360
2019-07-30,67937
2019-07-31,67334
2019-08-01,67365
2019-08-02,68207
2019-08-03,67511
2019-08-04,67293
2019-08-05,67326
2019-08-06,68071
2019-08-07,68903
2019-08-08,69654
2019-08-09,69571
2019-08-10,69995
2019-08-11,70083
2019-08-12,70774
2019-08-13,71624
2019-08-14,72522
2019-08-15,72491
2019-08-16,72515
2019-08-17,71475
2019-08-18,70853
2019-08-19,71139
2019-08-20,71535
2019-08-21,71365
2019-08-22,71965
2019-08-23,71552
2019-08-24,71987
2019-08-24,71987
2019-08-25,71510
2019-08-25,71510
2019-08-26,71554
2019-08-26,71554
2019-08-27,72069
2019-08-27,72069
2019-08-28,72564
2019-08-29,72372
2019-08-30,72849
2019-08-31,72707
2019-09-01,73817
2019-09-02,74163
2019-09-03,74346
2019-09-04,74286
2019-09-05,75277
2019-09-06,75584
2019-09-07,75262
2019-09-08,73310
2019-09-09,72667
2019-09-10,72141
2019-09-11,73229
2019-09-12,73142
2019-09-13,72899
2019-09-14,72665
2019-09-15,72139
2019-09-16,72014
2019-09-17,72324
2019-09-18,72094
2019-09-19,72481
2019-09-20,72565
2019-09-21,72817
2019-09-22,72516
2019-09-23,72089
2019-09-24,72070
2019-09-25,71545
2019-09-26,71692
2019-09-27,71540
2019-09-28,70799
2019-09-29,69692
2019-09-30,69413
2019-10-01,68222
2019-10-02,66927
2019-10-03,66093
2019-10-04,65164
2019-10-05,63994
2019-10-06,61996
2019-10-07,60064
2019-10-08,58958
2019-10-09,58400
2019-10-10,58510
2019-10-11,57692
2019-10-12,57373
2019-10-13,57621
2019-10-14,57327
2019-10-15,57038
2019-10-16,56275
2019-10-17,54507
2019-10-18,53627
2019-10-19,52276
2019-10-20,51242
2019-10-21,49880
2019-10-22,48928
2019-10-23,47340
2019-10-24,46712
2019-10-25,46233
2019-10-26,45465
2019-10-27,44820
2019-10-28,45553
2019-10-29,45569
2019-10-30,45752
2019-10-31,46509
2019-11-01,47142
2019-11-02,47547
2019-11-03,48447
2019-11-04,49826
2019-11-05,49809
2019-11-06,51160
2019-11-07,52160
2019-11-08,51610
2019-11-09,51154
2019-11-10,50468
2019-11-11,51936
2019-11-12,51832
2019-11-13,51836
2019-11-14,51967
2019-11-15,51960
2019-11-16,51993
2019-11-17,51770
2019-11-18,52901
2019-11-19,54763
2019-11-20,55993
2019-11-21,56364
2019-11-22,56590
2019-11-23,57708
2019-11-24,59152
2019-11-25,60171
2019-11-26,60880
2019-11-27,61280
2019-11-28,62279
2019-11-29,62651
2019-11-30,61823
2019-12-01,61760
2019-12-02,60587
2019-12-03,60547
2019-12-04,60594
2019-12-05,61341
2019-12-06,60499
2019-12-07,60043
2019-12-08,59514
2019-12-09,60282
2019-12-10,61949
2019-12-11,63438
2019-12-12,64639
2019-12-13,65194
2019-12-14,64243
2019-12-15,65295
2019-12-16,65516
2019-12-17,66561
2019-12-18,66799
2019-12-19,65316
2019-12-20,65166
2019-12-21,65116
2019-12-22,64732
2019-12-23,64324
2019-12-24,64187
2019-12-25,64229
2019-12-26,64478
2019-12-27,64347
2019-12-28,64722
2019-12-29,64698
2019-12-30,63829
2019-12-31,62579
2020-01-01,62041
2020-01-02,61752
2020-01-03,61098
2020-01-04,59541
2020-01-05,58843
2020-01-06,58691
2020-01-07,58349
2020-01-08,57817
2020-01-09,56752
2020-01-10,56844
2020-01-11,56180
2020-01-12,55564
2020-01-13,55505
2020-01-14,55113
2020-01-15,54697
2020-01-16,53416
2020-01-17,53520
2020-01-18,53329
2020-01-19,52622
2020-01-20,52870
2020-01-21,52772
2020-01-22,51344
2020-01-23,51823
2020-01-24,51360
2020-01-25,51216
2020-01-26,50907
2020-01-27,51664
2020-01-28,51823
2020-01-29,53170
2020-01-30,53693
2020-01-31,55038
2020-02-01,56025
2020-02-02,56183
2020-02-03,55566
2020-02-04,55950
2020-02-05,55559
2020-02-06,55481
2020-02-07,55561
2020-02-08,55705
2020-02-09,56376
2020-02-10,56369
2020-02-11,55032
2020-02-12,54048
2020-02-13,53115
2020-02-14,51903
2020-02-15,51188
2020-02-16,51702
2020-02-17,51326
2020-02-18,51124
2020-02-19,50253
2020-02-20,49958
2020-02-21,50727
2020-02-22,51529
2020-02-23,51373
2020-02-24,51228
2020-02-25,50953
2020-02-26,51347
2020-02-27,50741
2020-02-28,51240
2020-02-29,51873
2020-03-01,52697
2020-03-02,53693
2020-03-03,54196
2020-03-04,54860
2020-03-05,56186
2020-03-06,57216
2020-03-07,58113
2020-03-08,58831
2020-03-09,59918
2020-03-10,61111
2020-03-11,62014
2020-03-12,62255
2020-03-13,61827
2020-03-14,62130
2020-03-15,62493
2020-03-16,62808
2020-03-17,62979
2020-03-18,62983
2020-03-19,63226
2020-03-20,62780
2020-03-21,63299
2020-03-22,63373
2020-03-23,63161
2020-03-24,63176
2020-03-25,62742
2020-03-26,62635
2020-03-27,62168
2020-03-28,61044
2020-03-29,59928
2020-03-30,58923
2020-03-31,59215
2020-04-01,58962
2020-04-02,58682
2020-04-03,59079
2020-04-04,59439
2020-04-05,59007
2020-04-06,58878
2020-04-07,57806
2020-04-08,57536
2020-04-09,57439
2020-04-10,57618
2020-04-11,57370
2020-04-12,57069
2020-04-13,57206
2020-04-14,57464
2020-04-15,57984
2020-04-16,57391
2020-04-17,57604
2020-04-18,57644
2020-04-19,57973
2020-04-20,58862
2020-04-21,58651
2020-04-22,59361
2020-04-23,60360
2020-04-24,60672
2020-04-25,61022
2020-04-26,62168
2020-04-27,62966
2020-04-28,63852
2020-04-29,65288
2020-04-30,66061
2020-05-01,66954
2020-05-02,67854
2020-05-03,69220
2020-05-04,68561
2020-05-05,67509
2020-05-06,66756
2020-05-07,66387
2020-05-08,66026
2020-05-09,65362
2020-05-10,65221
2020-05-11,64405
2020-05-12,64250
2020-05-13,63899
