date_obj,Draconic%20visage price
2015-03-26,16445721
2015-03-27,16445721
2015-03-28,16840629
2015-03-29,16840629
2015-03-30,16840629
2015-03-31,16840629
2015-04-01,16840629
2015-04-02,16840629
2015-04-03,16840629
2015-04-04,16840629
2015-04-05,16840629
2015-04-06,16840629
2015-04-07,16840629
2015-04-08,16840629
2015-04-09,16840629
2015-04-10,16840629
2015-04-11,16858251
2015-04-12,16858251
2015-04-13,16858251
2015-04-14,16858251
2015-04-15,16858251
2015-04-16,16858251
2015-04-17,16858251
2015-04-18,16858251
2015-04-19,16858251
2015-04-20,16858251
2015-04-21,16858251
2015-04-22,16858251
2015-04-23,16858251
2015-04-24,17228095
2015-04-25,17228095
2015-04-26,17228095
2015-04-27,17228095
2015-04-28,17228095
2015-04-29,17228095
2015-04-30,17228095
2015-05-01,17228095
2015-05-02,17228095
2015-05-03,17228095
2015-05-04,17228095
2015-05-05,17228095
2015-05-06,17795355
2015-05-07,17795355
2015-05-08,17795355
2015-05-09,17795355
2015-05-10,17795355
2015-05-11,17795355
2015-05-12,17795355
2015-05-13,17795355
2015-05-14,17795355
2015-05-15,17795355
2015-05-16,17795355
2015-05-17,17795355
2015-05-18,17795355
2015-05-19,17795355
2015-05-20,17795355
2015-05-21,17732356
2015-05-22,17732356
2015-05-23,17732356
2015-05-24,17732356
2015-05-25,17732356
2015-05-26,17732356
2015-05-27,17732356
2015-05-28,17732356
2015-05-29,17732356
2015-05-30,17537685
2015-05-31,17537685
2015-06-01,17537685
2015-06-02,17537685
2015-06-03,17537685
2015-06-04,17537685
2015-06-05,17537685
2015-06-06,17537685
2015-06-07,17537685
2015-06-08,17537685
2015-06-09,17742301
2015-06-10,17742301
2015-06-11,17742301
2015-06-12,17742301
2015-06-13,17742301
2015-06-14,17742301
2015-06-15,17742301
2015-06-16,17742301
2015-06-17,17742301
2015-06-18,17742301
2015-06-19,17554581
2015-06-20,17554581
2015-06-21,17554581
2015-06-22,17554581
2015-06-23,17554581
2015-06-24,17554581
2015-06-25,17554581
2015-06-26,17554581
2015-06-27,17554581
2015-06-28,17554581
2015-06-29,16848320
2015-06-30,16848320
2015-07-01,16848320
2015-07-02,16848320
2015-07-03,16848320
2015-07-04,16848320
2015-07-05,16848320
2015-07-06,16848320
2015-07-07,16848320
2015-07-08,16848320
2015-07-09,17077151
2015-07-10,17077151
2015-07-11,17077151
2015-07-12,17077151
2015-07-13,17077151
2015-07-14,17077151
2015-07-15,17077151
2015-07-16,17077151
2015-07-17,17077151
2015-07-18,17077151
2015-07-19,17144637
2015-07-20,17144637
2015-07-21,17144637
2015-07-22,17144637
2015-07-23,17144637
2015-07-24,17144637
2015-07-25,17144637
2015-07-26,17144637
2015-07-27,17144637
2015-07-28,17144637
2015-07-29,17575828
2015-07-30,17575828
2015-07-31,17575828
2015-08-01,17575828
2015-08-02,17575828
2015-08-03,17575828
2015-08-04,17575828
2015-08-05,17575828
2015-08-06,17575828
2015-08-07,17575828
2015-08-08,17762142
2015-08-09,17762142
2015-08-10,17762142
2015-08-11,17762142
2015-08-12,17762142
2015-08-13,17762142
2015-08-14,17762142
2015-08-15,17762142
2015-08-16,17762142
2015-08-17,17762142
2015-08-18,18242113
2015-08-19,18242113
2015-08-20,18242113
2015-08-21,18242113
2015-08-22,18242113
2015-08-23,18242113
2015-08-24,18242113
2015-08-25,18242113
2015-08-26,18242113
2015-08-27,18771242
2015-08-28,18771242
2015-08-29,18771242
2015-08-30,18771242
2015-08-31,18771242
2015-09-01,18771242
2015-09-02,18771242
2015-09-03,18771242
2015-09-04,18771242
2015-09-05,18771242
2015-09-06,18771242
2015-09-07,18420475
2015-09-08,18420475
2015-09-09,18420475
2015-09-10,18420475
2015-09-11,18420475
2015-09-12,18420475
2015-09-13,18420475
2015-09-14,18420475
2015-09-15,18420475
2015-09-16,18420475
2015-09-17,18706150
2015-09-18,18706150
2015-09-19,18706150
2015-09-20,18706150
2015-09-21,18706150
2015-09-22,18706150
2015-09-23,18706150
2015-09-24,18706150
2015-09-25,18706150
2015-09-27,18578242
2015-09-28,18578242
2015-09-29,18578242
2015-09-30,18578242
2015-10-05,18578242
2015-10-06,18094154
2015-10-07,18094154
2015-10-08,18094154
2015-10-09,18094154
2015-10-10,18094154
2015-10-11,18094154
2015-10-12,18094154
2015-10-13,18094154
2015-10-14,18094154
2015-10-15,17313395
2015-10-16,17313395
2015-10-17,17313395
2015-10-18,17313395
2015-10-19,17313395
2015-10-20,17313395
2015-10-22,17313395
2015-10-23,17313395
2015-10-24,16860362
2015-10-25,16860362
2015-10-26,16860362
2015-10-27,16860362
2015-10-29,16860362
2015-10-30,16860362
2015-10-31,16860362
2015-11-01,16860362
2015-11-02,16860362
2015-11-03,17187292
2015-11-04,17187292
2015-11-05,17187292
2015-11-06,17187292
2015-11-07,17187292
2015-11-08,17187292
2015-11-09,17187292
2015-11-10,17187292
2015-11-11,17187292
2015-11-12,17187292
2015-11-13,17187292
2015-11-14,16419862
2015-11-15,16419862
2015-11-16,16419862
2015-11-17,16419862
2015-11-18,16419862
2015-11-19,16419862
2015-11-20,16419862
2015-11-21,16419862
2015-11-22,16419862
2015-11-23,16419862
2015-11-24,15908574
2015-11-25,15908574
2015-11-26,15908574
2015-11-27,15908574
2015-11-28,15908574
2015-11-29,15908574
2015-11-30,15908574
2015-12-01,15908574
2015-12-02,15908574
2015-12-03,16529208
2015-12-04,16529208
2015-12-05,16529208
2015-12-06,16529208
2015-12-07,16529208
2015-12-08,16529208
2015-12-09,16529208
2015-12-10,16529208
2015-12-11,16529208
2015-12-12,17285815
2015-12-13,17285815
2015-12-14,17285815
2015-12-15,17285815
2015-12-16,17285815
2015-12-17,17285815
2015-12-18,17285815
2015-12-19,17285815
2015-12-20,18030831
2015-12-21,18030831
2015-12-22,18030831
2015-12-23,18030831
2015-12-24,18030831
2015-12-25,18030831
2015-12-26,18030831
2015-12-27,18030831
2015-12-28,18638505
2015-12-29,18638505
2015-12-30,18638505
2015-12-31,18638505
2016-01-01,18638505
2016-01-02,18638505
2016-01-03,18638505
2016-01-04,18638505
2016-01-05,18649112
2016-01-06,18649112
2016-01-07,18649112
2016-01-08,18649112
2016-01-09,18649112
2016-01-10,18649112
2016-01-11,18649112
2016-01-12,18649112
2016-01-13,18649112
2016-01-14,18875924
2016-01-15,18875924
2016-01-16,18875924
2016-01-17,18875924
2016-01-18,18875924
2016-01-19,18875924
2016-01-20,18875924
2016-01-21,18875924
2016-01-22,18875924
2016-01-23,18884043
2016-01-24,18884043
2016-01-25,18884043
2016-01-26,18884043
2016-01-27,18884043
2016-01-28,18884043
2016-01-29,18884043
2016-01-30,18884043
2016-01-31,18885150
2016-02-01,18885150
2016-02-02,18885150
2016-02-03,18885150
2016-02-04,18885150
2016-02-05,18885150
2016-02-06,18885150
2016-02-07,18885150
2016-02-08,18885150
2016-02-09,18625874
2016-02-10,18625874
2016-02-11,18625874
2016-02-12,18625874
2016-02-13,18625874
2016-02-14,18625874
2016-02-15,18625874
2016-02-16,18625874
2016-02-17,18412509
2016-02-18,18412509
2016-02-19,18412509
2016-02-20,18412509
2016-02-21,18412509
2016-02-22,18412509
2016-02-23,18412509
2016-02-24,18412509
2016-02-25,17925034
2016-02-26,17925034
2016-02-27,17925034
2016-02-28,17925034
2016-02-29,17925034
2016-03-01,17925034
2016-03-02,17925034
2016-03-03,17925034
2016-03-04,17675209
2016-03-05,17675209
2016-03-06,17675209
2016-03-07,17675209
2016-03-08,17675209
2016-03-09,17675209
2016-03-10,17675209
2016-03-11,17675209
2016-03-12,17758415
2016-03-13,17758415
2016-03-14,17758415
2016-03-15,17758415
2016-03-16,17758415
2016-03-17,17758415
2016-03-18,17758415
2016-03-19,17758415
2016-03-20,17358461
2016-03-21,17358461
2016-03-22,17358461
2016-03-23,17358461
2016-03-24,17358461
2016-03-25,17358461
2016-03-26,17358461
2016-03-27,17358461
2016-03-28,17461201
2016-03-29,17461201
2016-03-30,17461201
2016-03-31,17461201
2016-04-01,17461201
2016-04-02,17461201
2016-04-03,17461201
2016-04-04,17461201
2016-04-05,17461201
2016-04-06,16814222
2016-04-07,16814222
2016-04-08,16814222
2016-04-09,16814222
2016-04-10,16814222
2016-04-11,16814222
2016-04-12,16814222
2016-04-13,16814222
2016-04-14,16814222
2016-04-15,16740017
2016-04-16,16740017
2016-04-17,16740017
2016-04-18,16740017
2016-04-19,16740017
2016-04-20,16740017
2016-04-21,16740017
2016-04-22,16740017
2016-04-23,17215895
2016-04-24,17215895
2016-04-25,17215895
2016-04-26,17215895
2016-04-27,17215895
2016-04-28,17215895
2016-04-29,17215895
2016-04-30,17215895
2016-05-01,17626609
2016-05-02,17626609
2016-05-03,17626609
2016-05-04,17626609
2016-05-05,17626609
2016-05-06,17626609
2016-05-07,17626609
2016-05-08,17626609
2016-05-09,17710478
2016-05-10,17710478
2016-05-11,17710478
2016-05-12,17710478
2016-05-13,17710478
2016-05-14,17710478
2016-05-15,17710478
2016-05-16,17710478
2016-05-17,17244007
2016-05-18,17244007
2016-05-19,17244007
2016-05-22,17244007
2016-05-23,17244007
2016-05-24,17244007
2016-05-25,17092093
2016-05-26,17092093
2016-05-27,17092093
2016-05-28,17092093
2016-05-29,17092093
2016-05-30,17092093
2016-05-31,17092093
2016-06-01,16952027
2016-06-02,16952027
2016-06-03,16952027
2016-06-04,16952027
2016-06-05,16952027
2016-06-06,16952027
2016-06-07,16952027
2016-06-08,16952027
2016-06-09,16768376
2016-06-10,16768376
2016-06-11,16768376
2016-06-12,16768376
2016-06-13,16768376
2016-06-14,16768376
2016-06-15,16450824
2016-06-16,16450824
2016-06-17,16450824
2016-06-18,16450824
2016-06-19,16450824
2016-06-20,16450824
