date_obj,Bandos%20rune%20armour%20set%20(lg) price
2015-03-26,297744
2015-03-27,297744
2015-03-28,297744
2015-03-29,297744
2015-03-30,297744
2015-03-31,297744
2015-04-01,297744
2015-04-02,297744
2015-04-03,297744
2015-04-04,289799
2015-04-05,289799
2015-04-06,289799
2015-04-07,289799
2015-04-08,289799
2015-04-09,289799
2015-04-10,289799
2015-04-11,289799
2015-04-12,289799
2015-04-13,289799
2015-04-14,289799
2015-04-15,289799
2015-04-16,289799
2015-04-17,289799
2015-04-18,289799
2015-04-19,289799
2015-04-20,289799
2015-04-21,289799
2015-04-22,289799
2015-04-23,289799
2015-04-24,289799
2015-04-25,276002
2015-04-26,276002
2015-04-27,276002
2015-04-28,276002
2015-04-29,276002
2015-04-30,276002
2015-05-01,276002
2015-05-02,276002
2015-05-03,276002
2015-05-04,276002
2015-05-05,276002
2015-05-06,276002
2015-05-07,276002
2015-05-08,276002
2015-05-09,276002
2015-05-10,276002
2015-05-11,276002
2015-05-12,276002
2015-05-13,276002
2015-05-14,262428
2015-05-15,262428
2015-05-16,262428
2015-05-17,262428
2015-05-18,262428
2015-05-19,262428
2015-05-20,262428
2015-05-21,262428
2015-05-22,262428
2015-05-23,262428
2015-05-24,262428
2015-05-25,262428
2015-05-26,262428
2015-05-27,262428
2015-05-28,249978
2015-05-29,249978
2015-05-30,249978
2015-05-31,249978
2015-06-01,249978
2015-06-02,249978
2015-06-03,249978
2015-06-04,249978
2015-06-05,249978
2015-06-06,249978
2015-06-07,237842
2015-06-08,237842
2015-06-09,237842
2015-06-10,237842
2015-06-11,237842
2015-06-12,237842
2015-06-13,237842
2015-06-14,237842
2015-06-15,237842
2015-06-16,237842
2015-06-17,237842
2015-06-18,237842
2015-06-19,237330
2015-06-20,237330
2015-06-21,237330
2015-06-22,237330
2015-06-23,237330
2015-06-24,237330
2015-06-25,237330
2015-06-26,237330
2015-06-27,237330
2015-06-28,237330
2015-06-29,237330
2015-06-30,237330
2015-07-01,236663
2015-07-02,236663
2015-07-03,236663
2015-07-04,236663
2015-07-05,236663
2015-07-06,236663
2015-07-07,236663
2015-07-08,236663
2015-07-09,236663
2015-07-10,236663
2015-07-11,236663
2015-07-12,236663
2015-07-13,225576
2015-07-14,225576
2015-07-15,225576
2015-07-16,225576
2015-07-17,225576
2015-07-18,225576
2015-07-19,225576
2015-07-20,225576
2015-07-21,225576
2015-07-22,214528
2015-07-23,214528
2015-07-24,214528
2015-07-25,214528
2015-07-26,214528
2015-07-27,214528
2015-07-28,214528
2015-07-29,214528
2015-07-30,214528
2015-07-31,214528
2015-08-01,204098
2015-08-02,204098
2015-08-03,204098
2015-08-04,204098
2015-08-05,204098
2015-08-06,204098
2015-08-07,204098
2015-08-08,204098
2015-08-09,198100
2015-08-10,198100
2015-08-11,198100
2015-08-12,198100
2015-08-13,198100
2015-08-14,198100
2015-08-15,198100
2015-08-16,198100
2015-08-17,190519
2015-08-18,190519
2015-08-19,190519
2015-08-20,190519
2015-08-21,190519
2015-08-22,190519
2015-08-23,190519
2015-08-24,182542
2015-08-25,182542
2015-08-26,182542
2015-08-27,182542
2015-08-28,182542
2015-08-29,182542
2015-08-30,182542
2015-08-31,182542
2015-09-01,176612
2015-09-02,176612
2015-09-03,176612
2015-09-04,176612
2015-09-05,176612
2015-09-06,176612
2015-09-07,176612
2015-09-08,178147
2015-09-09,178147
2015-09-10,178147
2015-09-11,178147
2015-09-12,178147
2015-09-13,178147
2015-09-14,178147
2015-09-15,178147
2015-09-16,178147
2015-09-17,177791
2015-09-18,177791
2015-09-19,177791
2015-09-20,177791
2015-09-21,177791
2015-09-22,177791
2015-09-23,177791
2015-09-24,177791
2015-09-25,177791
2015-09-27,177104
2015-09-28,177104
2015-09-29,177104
2015-09-30,177104
2015-10-05,177104
2015-10-06,180271
2015-10-07,180271
2015-10-08,180271
2015-10-09,180271
2015-10-10,180271
2015-10-11,180271
2015-10-12,180271
2015-10-13,180271
2015-10-14,180271
2015-10-15,180796
2015-10-16,180796
2015-10-17,180796
2015-10-18,180796
2015-10-19,180796
2015-10-20,180796
2015-10-22,180796
2015-10-23,180796
2015-10-24,180796
2015-10-25,179171
2015-10-26,179171
2015-10-27,179171
2015-10-28,179171
2015-10-29,179171
2015-10-30,179171
2015-10-31,179171
2015-11-01,179171
2015-11-02,179171
2015-11-03,179171
2015-11-04,179171
2015-11-05,177465
2015-11-06,177465
2015-11-07,177465
2015-11-08,177465
2015-11-09,177465
2015-11-10,177465
2015-11-11,177465
2015-11-12,177465
2015-11-13,177465
2015-11-14,177465
2015-11-15,175806
2015-11-16,175806
2015-11-17,175806
2015-11-18,175806
2015-11-19,175806
2015-11-20,175806
2015-11-21,175806
2015-11-22,175806
2015-11-23,175806
2015-11-24,175806
2015-11-25,172048
2015-11-26,172048
2015-11-27,172048
2015-11-28,172048
2015-11-29,172048
2015-11-30,172048
2015-12-01,172048
2015-12-02,172048
2015-12-03,172048
2015-12-04,172048
2015-12-05,172048
2015-12-06,171799
2015-12-07,171799
2015-12-08,171799
2015-12-09,171799
2015-12-10,171799
2015-12-11,171799
2015-12-12,171799
2015-12-13,171799
2015-12-14,171799
2015-12-15,171799
2015-12-16,173941
2015-12-17,173941
2015-12-18,173941
2015-12-19,173941
2015-12-20,173941
2015-12-21,173941
2015-12-22,173941
2015-12-23,173941
2015-12-24,173941
2015-12-25,178609
2015-12-26,178609
2015-12-27,178609
2015-12-28,178609
2015-12-29,178609
2015-12-30,178609
2015-12-31,178609
2016-01-01,178609
2016-01-02,178609
2016-01-03,172111
2016-01-04,172111
2016-01-05,172111
2016-01-06,172111
2016-01-07,172111
2016-01-08,172111
2016-01-09,172111
2016-01-10,172111
2016-01-11,172111
2016-01-12,165446
2016-01-13,165446
2016-01-14,165446
2016-01-15,165446
2016-01-16,165446
2016-01-17,165446
2016-01-18,165446
2016-01-19,165446
2016-01-20,158660
2016-01-21,158660
2016-01-22,158660
2016-01-23,158660
2016-01-24,158660
2016-01-25,158660
2016-01-26,158660
2016-01-27,158660
2016-01-28,153723
2016-01-29,153723
2016-01-30,153723
2016-01-31,153723
2016-02-01,153723
2016-02-02,153723
2016-02-03,153723
2016-02-04,148832
2016-02-05,148832
2016-02-06,148832
2016-02-07,148832
2016-02-08,148832
2016-02-09,148832
2016-02-10,146371
2016-02-11,146371
2016-02-12,146371
2016-02-13,146371
2016-02-14,146371
2016-02-15,146371
2016-02-16,146371
2016-02-17,146371
2016-02-18,144311
2016-02-19,144311
2016-02-20,144311
2016-02-21,144311
2016-02-22,144311
2016-02-23,144311
2016-02-24,144311
2016-02-25,141930
2016-02-26,141930
2016-02-27,141930
2016-02-28,141930
2016-02-29,141930
2016-03-01,141930
2016-03-02,140531
2016-03-03,140531
2016-03-04,140531
2016-03-05,140531
2016-03-06,138941
2016-03-07,138941
2016-03-08,138941
2016-03-09,138941
2016-03-10,138941
2016-03-11,138941
2016-03-12,143044
2016-03-13,143044
2016-03-14,143044
2016-03-15,143044
2016-03-16,143044
2016-03-17,143044
2016-03-18,145954
2016-03-19,145954
2016-03-20,145954
2016-03-21,145954
2016-03-22,145954
2016-03-23,145954
2016-03-24,146583
2016-03-25,146583
2016-03-26,146583
2016-03-27,146583
2016-03-28,146583
2016-03-29,146583
2016-03-30,143442
2016-03-31,143442
2016-04-01,143442
2016-04-02,149448
2016-04-03,149448
2016-04-04,149448
2016-04-05,149448
2016-04-06,156114
2016-04-07,156114
2016-04-08,156114
2016-04-09,156114
2016-04-10,163347
2016-04-11,163347
2016-04-12,163347
2016-04-13,163347
2016-04-14,163347
2016-04-15,170119
2016-04-16,170119
2016-04-17,170119
2016-04-18,173025
2016-04-19,173025
2016-04-20,173025
2016-04-21,173025
2016-04-22,173502
2016-04-23,173502
2016-04-24,173502
2016-04-25,172801
2016-04-26,172801
2016-04-27,172801
2016-04-28,169769
2016-04-29,169769
2016-04-30,169769
2016-05-01,169769
2016-05-02,169869
2016-05-03,169869
2016-05-04,169869
2016-05-05,167941
2016-05-06,167941
2016-05-07,167941
2016-05-08,167941
2016-05-09,166628
2016-05-10,166628
2016-05-11,166628
2016-05-12,166628
2016-05-13,161574
2016-05-14,161574
2016-05-15,161574
2016-05-16,165596
2016-05-17,165596
2016-05-18,165596
2016-05-19,165596
2016-05-22,168762
2016-05-23,172843
2016-05-24,172843
2016-05-25,172843
2016-05-26,172843
2016-05-27,166820
2016-05-28,166820
2016-05-29,166820
2016-05-30,161943
2016-05-31,161943
2016-06-01,161943
2016-06-02,159344
2016-06-03,159344
2016-06-04,159344
2016-06-05,156561
2016-06-06,156561
2016-06-07,156561
2016-06-08,154501
2016-06-09,154501
2016-06-10,154501
2016-06-11,154306
2016-06-12,154306
2016-06-13,154306
2016-06-14,158670
2016-06-15,158670
2016-06-16,158670
2016-06-17,160233
2016-06-18,160233
2016-06-19,160233
2016-06-20,160233
2016-06-21,155498
2016-06-22,155498
2016-06-23,155498
2016-06-24,154103
2016-06-25,154103
2016-06-26,154103
2016-06-27,153916
2016-06-28,153916
2016-06-29,153916
2016-06-30,152171
2016-07-01,152171
2016-07-02,152171
2016-07-03,154783
2016-07-04,154783
2016-07-05,154783
2016-07-06,156672
2016-07-07,156672
2016-07-08,156672
2016-07-09,157235
2016-07-10,157235
2016-07-11,157235
2016-07-12,157235
2016-07-13,159145
2016-07-14,159145
2016-07-15,159145
2016-07-16,159145
2016-07-17,159145
2016-07-18,158362
2016-07-23,157658
2016-07-24,157658
2016-07-25,157658
2016-07-26,157658
2016-07-27,161892
2016-07-28,161892
2016-07-29,161892
2016-07-30,161892
2016-07-31,165193
2016-08-01,165193
2016-08-02,165193
2016-08-03,165193
2016-08-04,165193
2016-08-05,165814
2016-08-06,165814
2016-08-07,165814
2016-08-08,165814
2016-08-09,165814
2016-08-10,171109
2016-08-11,171109
2016-08-12,171109
2016-08-13,171109
2016-08-14,171109
2016-08-15,173818
2016-08-16,173818
2016-08-17,173818
2016-08-18,173818
2016-08-19,173818
2016-08-20,172329
2016-08-21,172329
2016-08-22,172329
2016-08-23,172329
2016-08-24,172329
2016-08-25,176097
2016-08-26,176097
2016-08-28,176097
2016-08-31,175273
2016-09-01,175273
2016-09-02,175273
2016-09-03,175273
2016-09-04,173163
2016-09-05,173163
2016-09-06,173163
2016-09-07,173163
2016-09-08,173163
2016-09-09,170512
2016-09-10,170512
2016-09-11,170512
2016-09-12,170512
2016-09-13,168837
2016-09-14,168837
2016-09-15,168837
2016-09-16,168837
2016-09-17,168837
2016-09-18,166952
2016-09-19,166952
2016-09-20,166952
2016-09-21,166952
2016-09-22,166952
2016-09-23,166226
2016-09-24,166226
2016-09-25,166226
2016-09-26,166226
2016-09-27,166226
2016-09-28,166226
2016-09-29,163489
2016-09-30,163489
2016-10-01,163489
2016-10-02,163489
2016-10-03,163489
2016-10-04,160777
2016-10-05,160777
2016-10-06,160777
2016-10-07,160777
2016-10-08,162519
2016-10-09,162519
2016-10-10,162519
2016-10-11,162519
2016-10-12,162519
2016-10-13,161747
2016-10-14,161747
2016-10-15,161747
2016-10-16,161747
2016-10-17,160922
2016-10-18,160922
2016-10-19,160922
2016-10-20,160922
2016-10-21,161906
2016-10-22,161906
2016-10-23,161906
2016-10-24,161906
2016-10-25,161906
2016-10-26,161318
2016-10-27,161318
2016-10-28,161318
2016-10-29,161318
2016-10-30,161318
2016-10-31,161736
2016-11-01,161736
2016-11-02,161736
2016-11-03,161736
2016-11-04,162736
2016-11-05,162736
2016-11-06,162736
2016-11-07,162736
2016-11-08,160159
2016-11-09,160159
2016-11-10,160159
2016-11-11,160159
2016-11-12,156256
2016-11-13,156256
2016-11-14,156256
2016-11-15,156256
2016-12-07,147168
2016-12-08,146399
2016-12-09,146399
2016-12-10,146399
2016-12-11,146399
2016-12-12,146761
2016-12-13,146761
2016-12-14,146761
2016-12-15,145343
2016-12-16,145343
2016-12-17,145343
2016-12-18,147131
2016-12-19,147131
2016-12-20,147131
2016-12-21,146534
2016-12-22,146534
2016-12-23,146534
2016-12-24,146588
2016-12-25,146588
2016-12-26,146588
2016-12-27,146739
2016-12-28,146739
2016-12-29,146739
2016-12-30,146739
2016-12-31,148580
2017-01-01,148580
2017-01-02,148580
2017-01-03,151470
2017-01-04,151470
2017-01-05,151470
2017-01-06,151470
2017-01-07,151892
2017-01-08,151892
2017-01-09,151892
2017-01-10,152158
2017-01-11,152158
2017-01-12,152158
2017-01-13,151724
2017-01-14,151724
2017-01-15,151724
2017-01-16,153229
2017-01-17,153229
2017-01-18,153229
2017-01-19,154747
2017-01-20,154747
2017-01-21,154747
2017-01-22,154185
2017-01-23,154185
2017-01-27,154098
2017-01-28,157396
2017-01-29,157396
2017-01-30,157396
2017-01-31,157396
2017-02-01,155961
2017-02-02,155961
2017-02-03,155961
2017-02-04,155961
2017-02-05,157128
2017-02-06,157128
2017-02-07,157128
2017-02-08,157128
2017-02-09,157128
2017-02-10,156198
2017-02-11,156198
2017-02-12,156198
2017-02-13,156198
2017-02-14,156837
2017-02-15,156837
2017-02-16,156837
2017-02-18,156837
2017-02-19,156825
2017-02-20,156825
2017-02-21,156825
2017-02-22,156825
2017-02-23,156825
2017-02-24,156492
2017-02-25,156492
2017-02-26,156492
2017-02-27,156492
2017-02-28,156393
2017-03-01,156393
2017-03-02,156393
2017-03-03,156393
2017-03-04,156512
2017-03-05,156512
2017-03-06,156512
2017-03-07,156512
2017-03-08,155355
2017-03-09,155355
2017-03-10,155355
2017-03-11,155355
2017-03-12,155889
2017-03-13,155889
2017-03-14,155889
2017-03-15,158578
2017-03-16,158578
2017-03-17,158578
2017-03-18,158578
2017-03-19,159108
2017-03-20,159108
2017-03-21,159108
2017-03-22,159108
2017-03-23,157958
2017-03-24,157958
2017-03-25,157958
2017-03-26,159590
2017-03-27,159590
2017-03-28,159590
2017-03-29,157371
2017-03-30,157371
2017-03-31,157371
2017-04-01,156720
2017-04-02,156720
2017-04-03,156720
2017-04-04,156720
2017-04-12,163157
2017-04-13,166904
2017-04-14,166904
2017-04-15,166904
2017-04-16,168449
2017-04-17,168449
2017-04-18,168449
2017-04-19,168449
2017-04-20,166119
2017-04-21,166119
2017-04-22,166119
2017-04-23,166119
2017-04-24,163612
2017-04-25,163612
2017-04-26,163612
2017-04-27,163612
2017-04-28,161039
2017-04-29,161039
2017-04-30,161039
2017-05-01,161039
2017-05-02,163327
2017-05-03,163327
2017-05-04,163327
2017-05-05,163327
2017-05-06,165371
2017-05-07,165371
2017-05-08,165371
2017-05-09,165371
2017-05-10,158323
2017-05-11,158323
2017-05-12,158323
2017-05-13,158323
2017-05-14,154675
2017-05-15,154675
2017-05-16,154675
2017-05-17,152066
2017-05-18,152066
2017-05-19,152066
2017-05-20,149493
2017-05-21,149493
2017-05-22,149493
2017-05-23,149493
2017-05-24,150258
2017-05-25,150258
2017-05-26,150258
2017-05-27,150258
2017-05-28,150079
2017-05-29,150079
2017-05-30,150079
2017-05-31,150079
2017-06-01,148207
2017-06-02,148207
2017-06-03,148207
2017-06-04,148207
2017-06-05,146998
2017-06-06,146998
2017-06-07,146998
2017-06-08,146998
2017-06-09,146891
2017-06-10,146891
2017-06-11,146891
2017-06-12,146891
2017-06-13,147351
2017-06-14,147351
2017-06-15,147351
2017-06-16,147351
2017-06-17,147879
2017-06-18,147879
2017-06-19,147879
2017-06-20,147879
2017-06-21,145321
2017-06-22,145321
2017-06-23,145321
2017-06-24,145321
2017-06-25,143829
2017-06-26,143829
2017-06-27,143829
2017-06-28,143829
2017-06-29,143356
2017-06-30,143356
2017-07-01,143356
2017-07-02,143356
2017-07-03,141633
2017-07-04,141633
2017-07-05,141633
2017-07-06,141633
2017-07-07,141226
2017-07-08,141226
2017-07-09,141226
2017-07-13,140095
2017-07-14,141821
2017-07-15,141821
2017-07-16,141821
2017-07-17,141821
2017-07-18,145254
2017-07-19,145254
2017-07-20,145254
2017-07-21,150648
2017-07-22,150648
2017-07-23,150648
2017-07-24,155810
2017-07-25,155810
2017-07-26,155810
2017-07-27,158933
2017-07-28,158933
2017-07-29,158933
2017-07-30,158933
2017-07-31,154577
2017-08-01,154577
2017-08-02,154577
2017-08-03,151742
2017-08-04,151742
2017-08-05,151742
2017-08-06,148650
2017-08-07,148650
2017-08-08,148650
2017-08-09,148650
2017-08-10,145782
2017-08-11,145782
2017-08-12,145782
2017-08-13,145782
2017-08-14,144557
2017-08-15,144557
2017-08-16,144557
2017-08-17,144860
2017-08-18,144860
2017-08-19,144860
2017-08-20,144860
2017-08-21,144234
2017-08-22,144234
2017-08-23,144234
2017-08-24,144234
2017-08-25,142611
2017-08-26,142611
2017-08-27,142611
2017-08-28,141902
2017-08-29,141902
2017-08-30,141902
2017-08-31,141902
2017-09-01,141902
2017-09-02,141003
2017-09-03,141003
2017-09-04,141003
2017-09-05,140111
2017-09-06,140111
2017-09-07,140111
2017-09-08,140111
2017-09-09,140741
2017-09-10,140741
2017-09-11,140741
2017-09-12,140741
2017-09-13,140510
2017-09-14,140510
2017-09-15,140510
2017-09-16,140510
2017-09-17,142538
2017-09-18,142538
2017-09-19,142538
2017-09-20,142538
2017-09-22,142985
2017-09-23,142985
2017-09-24,142985
2017-09-25,141929
2017-09-26,141929
2017-09-27,141929
2017-09-28,141929
2017-09-29,142666
2017-09-30,142666
2017-10-01,142666
2017-10-02,141597
2017-10-03,141597
2017-10-04,141597
2017-10-05,141597
2017-10-06,144453
2017-10-07,144453
2017-10-08,144453
2017-10-09,144453
2017-10-10,146364
2017-10-11,146364
2017-10-12,146364
2017-10-13,146364
2017-10-14,146788
2017-10-15,146788
2017-10-16,146788
2017-10-17,146788
2017-10-18,141936
2017-10-19,141936
2017-10-20,141936
2017-10-21,141936
2017-10-22,138474
2017-10-23,138474
2017-10-24,138474
2017-10-25,137462
2017-10-26,137462
2017-10-27,137462
2017-10-28,137462
2017-10-29,138829
2017-10-30,138829
2017-10-31,138829
2017-11-01,138829
2017-11-02,141773
2017-11-03,141773
2017-11-04,141773
2017-11-05,141773
2017-11-06,142060
2017-11-07,142060
2017-11-08,142060
2017-11-09,142060
2017-11-10,143182
2017-11-11,143182
2017-11-12,143182
2017-11-13,142204
2017-11-14,142204
2017-11-15,142204
2017-11-16,142204
2017-11-17,143477
2017-11-18,143477
2017-11-19,143477
2017-11-20,143720
2017-11-21,143720
2017-11-22,143720
2017-11-23,143720
2017-11-24,145073
2017-11-25,145073
2017-11-26,145073
2017-11-27,145073
2017-11-28,146815
2017-11-29,146815
2017-11-30,146815
2017-12-01,146815
2017-12-02,147372
2017-12-03,147372
2017-12-04,147372
2017-12-05,147271
2017-12-06,147271
2017-12-07,147271
2017-12-08,147271
2017-12-09,149477
2017-12-10,149477
2017-12-11,149477
2017-12-12,150037
2017-12-13,150037
2017-12-14,150037
2017-12-15,152528
2017-12-16,152528
2017-12-17,152528
2017-12-18,155882
2017-12-19,155882
2017-12-20,155882
2017-12-21,156433
2017-12-22,156433
2017-12-23,156433
2017-12-24,159968
2017-12-25,159968
2017-12-26,159968
2017-12-27,159277
2017-12-28,159277
2017-12-29,159277
2017-12-30,156372
2017-12-31,156372
2018-01-01,156372
2018-01-02,153968
2018-01-03,153968
2018-01-04,153968
2018-01-05,150337
2018-01-06,150337
2018-01-07,150337
2018-01-08,147711
2018-01-09,147711
2018-01-10,147711
2018-01-11,145363
2018-01-12,145363
2018-01-13,145363
2018-01-14,144268
2018-01-15,144268
2018-01-16,144268
2018-01-17,143960
2018-01-18,143960
2018-01-19,143960
2018-01-20,143960
2018-01-21,143301
2018-01-22,143301
2018-01-23,143301
2018-01-24,143180
2018-01-25,143180
2018-01-26,147418
2018-01-27,147418
2018-01-28,148891
2018-01-29,148891
2018-01-30,149669
2018-01-31,149669
2018-02-01,151567
2018-02-02,151567
2018-02-03,151044
2018-02-04,151044
2018-02-05,150292
2018-02-06,150292
2018-02-07,149805
2018-02-08,149805
2018-02-09,148178
2018-02-10,148178
2018-02-11,147471
2018-02-12,147471
2018-02-13,146939
2018-02-14,146939
2018-02-15,148075
2018-02-16,148075
2018-02-17,149808
2018-02-18,149808
2018-02-19,150729
2018-02-20,150729
2018-02-21,149914
2018-02-22,149914
2018-02-23,147679
2018-02-24,147679
2018-02-25,148022
2018-02-26,148022
2018-02-27,146274
2018-02-28,146274
2018-03-01,149319
2018-03-02,151536
2018-03-03,151536
2018-03-04,153402
2018-03-05,153698
2018-03-06,153698
2018-03-07,154690
2018-03-08,154690
2018-03-09,151786
2018-03-10,151786
2018-03-11,150037
2018-03-12,150037
2018-03-13,150461
2018-03-14,150461
2018-03-15,150207
2018-03-16,150207
2018-03-17,151903
2018-03-18,151903
2018-03-20,152110
2018-03-21,149761
2018-03-22,149761
2018-03-23,146727
2018-03-24,146727
2018-03-25,145406
2018-03-26,145406
2018-03-27,143161
2018-03-28,143161
2018-03-29,143127
2018-03-30,143127
2018-03-31,142464
2018-04-01,142464
2018-04-02,141621
2018-04-03,140349
2018-04-04,139847
2018-04-05,139847
2018-04-06,140570
2018-04-07,140570
2018-04-08,143426
2018-04-09,143426
2018-04-10,144975
2018-04-11,147547
2018-04-12,147432
2018-04-13,147432
2018-04-14,149398
2018-04-15,150093
2018-04-16,150093
2018-04-17,151160
2018-04-18,151160
2018-04-19,151594
2018-04-20,151594
2018-04-21,150770
2018-04-22,150770
2018-04-23,150274
2018-04-24,150274
2018-04-25,150887
2018-04-26,150887
2018-04-27,151388
2018-04-28,151388
2018-04-29,151711
2018-04-30,151711
2018-05-01,153223
2018-05-02,153223
2018-05-03,156685
2018-05-04,156685
2018-05-05,156814
2018-05-06,156814
2018-05-07,155301
2018-05-08,155301
2018-05-09,154391
2018-05-10,154391
2018-05-11,153015
2018-05-12,152248
2018-05-13,152248
2018-05-14,152782
2018-05-15,152782
2018-05-16,153276
2018-05-17,153276
2018-05-18,154402
2018-05-19,153610
2018-05-20,153610
2018-05-21,154035
2018-05-22,154035
2018-05-23,153842
2018-05-24,153842
2018-05-25,153395
2018-05-26,153042
2018-05-27,153042
2018-05-28,152271
2018-05-29,152271
2018-05-30,152162
2018-05-31,152162
2018-06-01,152251
2018-06-02,153166
2018-06-03,153166
2018-06-04,153455
2018-06-05,152601
2018-06-06,153506
2018-06-07,153506
2018-06-08,155876
2018-06-09,155876
2018-06-10,155397
2018-06-11,155397
2018-06-12,155144
2018-06-13,156399
2018-06-14,156399
2018-06-15,154205
2018-06-16,154205
2018-06-17,153605
2018-06-18,153605
2018-06-19,151639
2018-06-20,151639
2018-06-21,150305
2018-06-22,150305
2018-06-23,150154
2018-06-24,150154
2018-06-25,149696
2018-06-26,149696
2018-06-27,149314
2018-06-28,149314
2018-06-29,149546
2018-06-30,149546
2018-07-01,149940
2018-07-02,149940
2018-07-03,151795
2018-07-04,151795
2018-07-05,149864
2018-07-06,149864
2018-07-07,152706
2018-07-08,152706
2018-07-09,152820
2018-07-10,152820
2018-07-11,153841
2018-07-12,153841
2018-07-13,156177
2018-07-14,156147
2018-07-15,156147
2018-07-16,155989
2018-07-17,158860
2018-07-18,158860
2018-07-19,160007
2018-07-20,160007
2018-07-21,162734
2018-07-22,166164
2018-07-23,165764
2018-07-24,165764
2018-07-25,169841
2018-07-26,169841
2018-07-27,170611
2018-07-28,170611
2018-07-29,170660
2018-07-30,170660
2018-07-31,170565
2018-08-01,170565
2018-08-02,171464
2018-08-03,171464
2018-08-04,171345
2018-08-05,169087
2018-08-06,169087
2018-08-07,167188
2018-08-08,168003
2018-08-09,168003
2018-08-10,165908
2018-08-11,165908
2018-08-12,163361
2018-08-14,160473
2018-08-16,158441
2018-08-17,157433
2018-08-18,157433
2018-08-19,156189
2018-08-20,159830
2018-08-21,159830
2018-08-22,158283
2018-08-23,158283
2018-08-24,159526
2018-08-25,160302
2018-08-26,160302
2018-08-27,157672
2018-08-28,158067
2018-08-29,158067
2018-08-30,158273
2018-08-31,155390
2018-09-01,154203
2018-09-02,154203
2018-09-03,153968
2018-09-04,154274
2018-09-05,156624
2018-09-06,156624
2018-09-07,155889
2018-09-08,158775
2018-09-09,158775
2018-09-10,157564
2018-09-11,157564
2018-09-12,159974
2018-09-13,159974
2018-09-14,160633
2018-09-15,162765
2018-09-16,162765
2018-09-17,166145
2018-09-18,169995
2018-09-19,169995
2018-09-20,169564
2018-09-21,169564
2018-09-22,168909
2018-09-23,166180
2018-09-24,164454
2018-09-25,164454
2018-09-26,163526
2018-09-27,161593
2018-09-28,160846
2018-09-29,159197
2018-09-30,160483
2018-10-01,161380
2018-10-02,161380
2018-10-03,159760
2018-10-04,159760
2018-10-05,159779
2018-10-06,157281
2018-10-07,157281
2018-10-08,154778
2018-10-09,156160
2018-10-10,159299
2018-10-11,159299
2018-10-12,159001
2018-10-13,159161
2018-10-14,159161
2018-10-15,156831
2018-10-16,156831
2018-10-17,154074
2018-10-18,151158
2018-10-19,152643
2018-10-20,152643
2018-10-21,153918
2018-10-22,152255
2018-10-23,152255
2018-10-24,151401
2018-10-25,150335
2018-10-26,150335
2018-10-27,148733
2018-10-28,148892
2018-10-29,148892
2018-10-30,146875
2018-10-31,149995
2018-11-01,151255
2018-11-03,158645
2018-11-04,163055
2018-11-05,170976
2018-11-06,179525
2018-11-07,188502
2018-11-08,197928
2018-11-09,207296
2018-11-10,211521
2018-11-11,214757
2018-11-12,222966
2018-11-13,233171
2018-11-14,244682
2018-11-15,256917
2018-11-16,269763
2018-11-17,281801
2018-11-18,294168
2018-11-19,304979
2018-11-20,315571
2018-11-21,327824
2018-11-22,339946
2018-11-23,335354
2018-11-24,335226
2018-11-25,324705
2018-11-26,321477
2018-11-27,317527
2018-11-28,313784
2018-11-29,309080
2018-12-01,298495
2018-12-02,291388
2018-12-03,291388
2018-12-04,280843
2018-12-05,273264
2018-12-07,263078
2018-12-09,245163
2018-12-10,235161
2018-12-11,230323
2018-12-12,224749
2018-12-13,218374
2018-12-14,220442
2018-12-15,222188
2018-12-16,217387
2018-12-17,214517
2018-12-18,207793
2018-12-19,202285
2018-12-20,199942
2018-12-21,197936
2018-12-22,197911
2018-12-23,199968
2018-12-24,204246
2018-12-25,201515
2018-12-26,197714
2018-12-27,194771
2018-12-28,191822
2018-12-29,189069
2018-12-30,187720
2018-12-31,184799
