date_obj,Pirate%20boots price
2016-11-03,143
2016-11-04,146
2016-11-05,146
2016-11-06,151
2016-11-07,151
2016-11-08,151
2016-11-09,155
2016-11-10,155
2016-11-11,155
2016-11-12,153
2016-11-13,153
2016-11-14,152
2016-12-07,156
2016-12-08,157
2016-12-09,157
2016-12-10,157
2016-12-11,155
2016-12-12,155
2016-12-13,155
2016-12-14,155
2016-12-15,155
2016-12-16,154
2016-12-17,154
2016-12-18,155
2016-12-19,155
2016-12-20,154
2016-12-21,154
2016-12-22,154
2016-12-23,153
2016-12-24,153
2016-12-25,155
2016-12-26,155
2016-12-27,152
2016-12-28,152
2016-12-29,152
2016-12-30,152
2016-12-31,148
2017-01-01,148
2017-01-02,143
2017-01-03,143
2017-01-04,136
2017-01-05,136
2017-01-06,133
2017-01-07,133
2017-01-08,128
2017-01-09,128
2017-01-10,129
2017-01-11,129
2017-01-12,125
2017-01-13,125
2017-01-14,129
2017-01-15,129
2017-01-16,124
2017-01-17,124
2017-01-18,117
2017-01-19,117
2017-01-20,111
2017-01-21,106
2017-01-22,106
2017-01-27,100
2017-01-28,99
2017-01-29,99
2017-01-30,102
2017-01-31,102
2017-02-01,102
2017-02-02,102
2017-02-03,104
2017-02-04,104
2017-02-05,107
2017-02-06,107
2017-02-07,112
2017-02-08,118
2017-02-09,118
2017-02-10,123
2017-02-11,123
2017-02-12,126
2017-02-13,126
2017-02-14,124
2017-02-15,124
2017-02-16,118
2017-02-18,115
2017-02-19,112
2017-02-20,112
2017-02-21,110
2017-02-22,110
2017-02-23,115
2017-02-24,115
2017-02-25,120
2017-02-26,120
2017-02-27,125
2017-02-28,126
2017-03-01,126
2017-03-02,130
2017-03-03,130
2017-03-04,132
2017-03-05,132
2017-03-06,139
2017-03-07,139
2017-03-08,143
2017-03-09,143
2017-03-10,151
2017-03-11,151
2017-03-12,159
2017-03-13,159
2017-03-14,167
2017-03-15,167
2017-03-16,175
2017-03-17,175
2017-03-18,179
2017-03-19,179
2017-03-20,172
2017-03-21,172
2017-03-22,166
2017-03-23,166
2017-03-24,159
2017-03-25,159
2017-03-26,151
2017-03-27,151
2017-03-28,143
2017-03-29,137
2017-03-30,137
2017-03-31,130
2017-04-01,130
2017-04-02,123
2017-04-03,116
2017-04-04,116
2017-04-12,103
2017-04-13,108
2017-04-14,108
2017-04-15,106
2017-04-16,106
2017-04-17,101
2017-04-18,101
2017-04-19,96
2017-04-20,96
2017-04-21,92
2017-04-22,92
2017-04-23,92
2017-04-24,92
2017-04-25,96
2017-04-26,96
2017-04-27,96
2017-04-28,101
2017-04-29,101
2017-04-30,104
2017-05-01,104
2017-05-02,110
2017-05-03,110
2017-05-04,116
2017-05-05,116
2017-05-06,122
2017-05-07,122
2017-05-08,129
2017-05-09,129
2017-05-10,136
2017-05-11,136
2017-05-12,142
2017-05-13,142
2017-05-14,144
2017-05-15,144
2017-05-16,144
2017-05-17,144
2017-05-18,136
2017-05-19,136
2017-05-20,132
2017-05-21,132
2017-05-22,125
2017-05-23,125
2017-05-24,118
2017-05-25,118
2017-05-26,113
2017-05-27,113
2017-05-28,113
2017-05-29,113
2017-05-30,117
2017-05-31,117
2017-06-01,119
2017-06-02,119
2017-06-03,116
2017-06-06,113
2017-06-07,113
2017-06-08,113
2017-06-09,113
2017-06-10,116
2017-06-11,117
2017-06-12,117
2017-06-13,120
2017-06-14,120
2017-06-15,125
2017-06-16,125
2017-06-17,121
2017-06-18,121
2017-06-19,114
2017-06-20,108
2017-06-21,108
2017-06-22,104
2017-06-23,104
2017-06-24,104
2017-06-25,104
2017-06-26,107
2017-06-27,107
2017-06-28,113
2017-06-29,113
2017-06-30,119
2017-07-01,119
2017-07-02,119
2017-07-03,123
2017-07-04,123
2017-07-05,130
2017-07-06,130
2017-07-07,137
2017-07-08,137
2017-07-13,152
2017-07-14,160
2017-07-15,160
2017-07-16,160
2017-07-17,157
2017-07-18,157
2017-07-19,154
2017-07-20,154
2017-07-21,147
2017-07-22,147
2017-07-23,154
2017-07-24,154
2017-07-25,146
2017-07-26,146
2017-07-27,138
2017-07-28,138
2017-07-29,131
2017-07-30,124
2017-07-31,124
2017-08-01,117
2017-08-02,111
2017-08-03,111
2017-08-04,105
2017-08-05,99
2017-08-06,99
2017-08-09,89
2017-08-10,84
2017-08-11,84
2017-08-12,79
2017-08-13,79
2017-08-14,81
2017-08-15,81
2017-08-17,79
2017-08-18,79
2017-08-19,79
2017-08-20,80
2017-08-22,81
2017-08-23,81
2017-08-24,81
2017-08-25,83
2017-08-26,86
2017-08-27,86
2017-08-28,87
2017-08-29,87
2017-08-30,90
2017-08-31,90
2017-09-01,94
2017-09-02,99
2017-09-03,99
2017-09-04,99
2017-09-05,100
2017-09-06,100
2017-09-07,102
2017-09-08,102
2017-09-09,107
2017-09-10,107
2017-09-11,113
2017-09-12,113
2017-09-13,110
2017-09-14,104
2017-09-15,104
2017-09-16,99
2017-09-17,98
2017-09-19,96
2017-09-20,96
2017-09-21,92
2017-09-22,93
2017-09-23,93
2017-09-24,98
2017-09-25,98
2017-09-26,103
2017-09-27,103
2017-09-28,107
2017-09-29,107
2017-09-30,113
2017-10-01,113
2017-10-02,118
2017-10-03,118
2017-10-04,118
2017-10-05,119
2017-10-06,119
2017-10-07,121
2017-10-08,121
2017-10-09,122
2017-10-10,122
2017-10-11,121
2017-10-12,121
2017-10-13,121
2017-10-14,121
2017-10-15,122
2017-10-16,122
2017-10-17,117
2017-10-18,117
2017-10-19,117
2017-10-20,117
2017-10-21,122
2017-10-22,129
2017-10-23,129
2017-10-24,131
2017-10-25,138
2017-10-26,138
2017-10-27,144
2017-10-28,144
2017-10-29,152
2017-10-30,152
2017-10-31,160
2017-11-01,160
2017-11-02,164
2017-11-03,164
2017-11-04,172
2017-11-05,172
2017-11-06,180
2017-11-07,180
2017-11-08,189
2017-11-09,199
2017-11-10,199
2017-11-11,203
2017-11-12,203
2017-11-13,203
2017-11-14,203
2017-11-15,204
2017-11-16,204
2017-11-17,207
2017-11-18,207
2017-11-19,208
2017-11-20,208
2017-11-21,211
2017-11-22,211
2017-11-23,213
2017-11-24,213
2017-11-25,215
2017-11-26,215
2017-11-27,213
2017-11-28,213
2017-11-29,216
2017-11-30,216
2017-12-01,226
2017-12-02,226
2017-12-03,234
2017-12-04,234
2017-12-05,246
2017-12-06,246
2017-12-07,243
2017-12-08,243
2017-12-09,239
2017-12-10,228
2017-12-11,228
2017-12-12,216
2017-12-14,205
2017-12-15,197
2017-12-16,197
2017-12-17,201
2017-12-18,203
2017-12-19,203
2017-12-20,201
2017-12-21,201
2017-12-22,195
2017-12-23,195
2017-12-24,199
2017-12-25,199
2017-12-26,200
2017-12-27,200
2017-12-28,190
2017-12-29,190
2017-12-30,187
2017-12-31,187
2018-01-01,178
2018-01-02,178
2018-01-03,171
2018-01-04,171
2018-01-05,162
2018-01-06,164
2018-01-07,164
2018-01-08,156
2018-01-09,148
2018-01-10,148
2018-01-11,140
2018-01-12,140
2018-01-13,133
2018-01-14,133
2018-01-15,126
2018-01-16,119
2018-01-17,113
2018-01-18,113
2018-01-19,112
2018-01-20,106
2018-01-21,106
2018-01-22,100
2018-01-23,96
2018-01-24,92
2018-01-25,94
2018-01-26,96
2018-01-27,100
2018-01-28,105
2018-01-29,110
2018-01-31,122
2018-02-01,129
2018-02-02,136
2018-02-03,143
2018-02-04,150
2018-02-05,158
2018-02-06,166
2018-02-07,175
2018-02-08,175
2018-02-09,184
2018-02-10,184
2018-02-11,190
2018-02-12,200
2018-02-13,210
2018-02-14,219
2018-02-15,230
2018-02-16,240
2018-02-17,252
2018-02-18,262
2018-02-19,259
2018-02-20,256
2018-02-21,264
2018-02-22,265
2018-02-23,256
2018-02-24,245
2018-02-25,238
2018-02-26,226
2018-02-27,234
2018-03-01,255
2018-03-02,267
2018-03-03,278
2018-03-04,278
2018-03-05,267
2018-03-06,253
2018-03-07,242
2018-03-08,232
2018-03-09,234
2018-03-10,242
2018-03-11,254
2018-03-12,267
2018-03-13,281
2018-03-14,296
2018-03-15,310
2018-03-16,326
2018-03-17,342
2018-03-18,352
2018-03-19,352
2018-03-20,348
2018-03-21,346
2018-03-23,362
2018-03-24,363
2018-03-26,350
2018-03-27,350
2018-03-28,350
2018-03-29,356
2018-03-30,350
2018-03-31,332
2018-04-01,332
2018-04-02,337
2018-04-03,354
2018-04-04,370
2018-04-05,370
2018-04-06,388
2018-04-08,423
2018-04-09,436
2018-04-10,448
2018-04-11,450
2018-04-12,462
2018-04-13,467
2018-04-14,463
2018-04-15,473
2018-04-16,464
2018-04-17,440
2018-04-18,419
2018-04-19,398
2018-04-20,389
2018-04-21,382
2018-04-22,384
2018-04-23,384
2018-04-24,384
2018-04-25,381
2018-04-26,381
2018-04-27,381
2018-04-28,372
2018-04-29,377
2018-04-30,379
2018-05-01,380
2018-05-02,384
2018-05-03,383
2018-05-04,384
2018-05-05,385
2018-05-06,385
2018-05-07,365
2018-05-08,372
2018-05-09,358
2018-05-10,340
2018-05-11,340
2018-05-12,324
2018-05-13,326
2018-05-14,339
2018-05-15,325
2018-05-16,308
2018-05-17,294
2018-05-18,309
2018-05-19,321
2018-05-20,326
2018-05-21,328
2018-05-22,322
2018-05-23,322
2018-05-24,325
2018-05-25,329
2018-05-26,332
2018-05-27,332
2018-05-28,338
2018-05-29,330
2018-05-30,314
2018-05-31,302
2018-06-01,294
2018-06-02,279
2018-06-03,270
2018-06-04,261
2018-06-05,248
2018-06-06,235
2018-06-07,223
2018-06-08,211
2018-06-09,202
2018-06-10,193
2018-06-11,189
2018-06-12,183
2018-06-13,182
2018-06-14,187
2018-06-15,191
2018-06-16,196
2018-06-17,202
2018-06-18,207
2018-06-19,211
2018-06-20,211
2018-06-21,218
2018-06-22,229
2018-06-23,229
2018-06-24,240
2018-06-25,239
2018-06-26,250
2018-06-27,263
2018-06-28,272
2018-06-29,286
2018-06-30,298
2018-07-01,306
2018-07-02,306
2018-07-03,310
2018-07-04,325
2018-07-05,325
2018-07-06,320
2018-07-07,306
2018-07-08,295
2018-07-09,292
2018-07-10,280
2018-07-11,266
2018-07-12,255
2018-07-13,242
2018-07-14,229
2018-07-15,217
2018-07-16,210
2018-07-17,199
2018-07-18,189
2018-07-19,182
2018-07-20,175
2018-07-21,183
2018-07-22,179
2018-07-23,186
2018-07-24,188
2018-07-25,191
2018-07-26,185
2018-07-27,192
2018-07-28,193
2018-07-29,193
2018-07-30,193
2018-07-31,200
2018-08-01,200
2018-08-02,209
2018-08-03,220
2018-08-04,228
2018-08-05,240
2018-08-06,249
2018-08-07,250
2018-08-08,254
2018-08-09,241
2018-08-10,236
2018-08-11,244
2018-08-12,257
2018-08-14,259
2018-08-16,270
2018-08-17,277
2018-08-18,270
2018-08-19,259
2018-08-20,266
2018-08-21,276
2018-08-22,283
2018-08-23,277
2018-08-24,266
2018-08-25,256
2018-08-26,243
2018-08-27,230
2018-08-28,218
2018-08-29,207
2018-08-30,197
2018-08-31,190
2018-09-01,187
2018-09-02,188
2018-09-03,187
2018-09-04,189
2018-09-05,190
2018-09-06,190
2018-09-07,189
2018-09-08,191
2018-09-09,188
2018-09-10,195
2018-09-11,192
2018-09-12,195
2018-09-13,190
2018-09-14,196
2018-09-15,196
2018-09-16,194
2018-09-17,194
2018-09-18,192
2018-09-19,192
2018-09-20,193
2018-09-21,194
2018-09-22,196
2018-09-23,196
2018-09-24,196
2018-09-25,196
2018-09-26,197
2018-09-27,194
2018-09-28,193
2018-09-29,192
2018-09-30,192
2018-10-02,197
2018-10-03,198
2018-10-04,197
2018-10-05,196
2018-10-06,195
2018-10-07,197
2018-10-08,193
2018-10-09,194
2018-10-10,197
2018-10-11,198
2018-10-12,198
2018-10-13,198
2018-10-14,198
2018-10-15,198
2018-10-16,197
2018-10-17,196
2018-10-18,192
2018-10-19,182
2018-10-20,182
2018-10-21,172
2018-10-22,178
2018-10-23,184
2018-10-24,183
2018-10-25,184
2018-10-26,188
2018-10-27,188
2018-10-28,183
2018-10-29,181
2018-10-30,184
2018-10-31,183
2018-11-01,184
2018-11-03,177
2018-11-04,177
2018-11-05,181
2018-11-06,183
2018-11-07,184
2018-11-08,192
2018-11-09,185
2018-11-10,182
2018-11-11,182
2018-11-12,183
2018-11-13,182
2018-11-15,194
2018-11-16,198
2018-11-17,204
2018-11-18,202
2018-11-19,204
2018-11-20,202
2018-11-21,204
2018-11-22,201
2018-11-23,194
2018-11-24,199
2018-11-25,198
2018-11-26,203
2018-11-27,197
2018-11-28,189
2018-11-29,185
2018-12-01,173
2018-12-02,169
2018-12-03,160
2018-12-04,155
2018-12-05,156
2018-12-07,170
2018-12-09,157
2018-12-10,151
2018-12-11,143
2018-12-12,135
2018-12-13,135
2018-12-14,141
2018-12-15,147
2018-12-16,148
2018-12-17,141
2018-12-18,140
2018-12-19,138
2018-12-20,135
2018-12-21,137
2018-12-22,139
2018-12-23,139
2018-12-24,140
2018-12-25,142
2018-12-26,143
2018-12-27,138
2018-12-28,139
2018-12-29,138
2018-12-30,141
2018-12-31,141
2019-01-01,138
2019-01-02,139
2019-01-03,136
2019-01-04,140
2019-01-05,142
2019-01-06,149
2019-01-08,162
2019-01-10,173
2019-01-11,175
2019-01-12,176
2019-01-13,184
2019-01-14,194
2019-01-15,195
2019-01-16,205
2019-01-17,216
2019-01-18,225
2019-01-19,235
2019-01-20,241
2019-01-21,249
2019-01-22,259
2019-01-23,260
2019-01-24,270
2019-01-25,282
2019-01-26,297
2019-01-27,312
2019-01-28,320
2019-01-29,335
2019-01-30,339
2019-01-31,345
2019-02-01,336
2019-02-02,338
2019-02-03,355
2019-02-04,360
2019-02-05,351
2019-02-06,360
2019-02-07,349
2019-02-08,331
2019-02-09,314
2019-02-10,319
2019-02-11,334
2019-02-12,351
2019-02-13,343
2019-02-14,343
2019-02-15,354
2019-02-16,358
2019-02-17,364
2019-02-18,364
2019-02-19,371
2019-02-20,366
2019-02-21,379
2019-02-22,395
2019-02-23,407
2019-02-24,405
2019-02-25,410
2019-02-26,394
2019-02-27,374
2019-02-28,367
2019-03-01,378
2019-03-02,397
2019-03-03,414
2019-03-04,418
2019-03-05,427
2019-03-06,438
2019-03-07,430
2019-03-08,413
2019-03-09,414
2019-03-10,417
2019-03-11,411
2019-03-12,427
2019-03-13,435
2019-03-14,436
2019-03-15,451
2019-03-16,452
2019-03-17,455
2019-03-18,450
2019-03-19,453
2019-03-20,452
2019-03-21,468
2019-03-22,482
2019-03-23,495
2019-03-24,504
2019-03-25,530
2019-03-26,557
2019-03-27,585
2019-03-28,601
2019-03-29,574
2019-03-30,546
2019-03-31,518
2019-04-01,492
2019-04-02,467
2019-04-03,443
2019-04-04,420
2019-04-05,404
2019-04-06,394
2019-04-07,380
2019-04-08,367
2019-04-09,358
2019-04-10,358
2019-04-11,350
2019-04-12,344
2019-04-13,345
2019-04-14,344
2019-04-15,336
2019-04-16,337
2019-04-17,340
2019-04-18,356
2019-04-19,374
2019-04-20,387
2019-04-21,398
2019-04-22,404
2019-04-23,402
2019-04-24,399
2019-04-25,398
2019-04-26,406
2019-04-27,397
2019-04-28,398
2019-04-29,402
2019-04-30,400
2019-05-01,405
2019-05-02,406
2019-05-03,405
2019-05-04,401
2019-05-05,402
2019-05-06,398
2019-05-07,404
2019-05-08,414
2019-05-09,422
2019-05-10,422
2019-05-11,418
2019-05-12,422
2019-05-13,422
2019-05-14,422
2019-05-15,420
2019-05-16,419
2019-05-17,418
2019-05-18,420
2019-05-19,425
2019-05-20,422
2019-05-21,427
2019-05-22,427
2019-05-23,423
2019-05-24,408
2019-05-25,389
2019-05-26,380
2019-05-27,382
2019-05-28,399
2019-05-29,418
2019-05-30,439
2019-05-31,461
2019-06-01,456
2019-06-02,435
2019-06-03,421
2019-06-04,421
2019-06-05,419
2019-06-06,423
2019-06-07,422
2019-06-08,432
2019-06-09,432
2019-06-10,432
2019-06-11,439
2019-06-12,446
2019-06-13,448
2019-06-14,446
2019-06-15,444
2019-06-16,457
2019-06-17,462
2019-06-18,457
2019-06-19,467
2019-06-20,482
2019-06-21,478
2019-06-22,455
2019-06-23,432
2019-06-24,410
2019-06-25,389
2019-06-26,374
2019-06-27,368
2019-06-28,387
2019-06-29,382
2019-06-30,362
2019-07-01,344
2019-07-02,332
2019-07-03,341
2019-07-04,356
2019-07-05,374
2019-07-06,383
2019-07-07,390
2019-07-08,403
2019-07-09,424
2019-07-10,446
2019-07-11,440
2019-07-12,431
2019-07-13,429
2019-07-14,422
2019-07-15,429
2019-07-16,438
2019-07-17,435
2019-07-18,430
2019-07-19,433
2019-07-20,455
2019-07-21,475
2019-07-22,490
2019-07-23,500
2019-07-24,480
2019-07-25,458
2019-07-26,458
2019-07-27,455
2019-07-28,449
2019-07-29,434
2019-07-30,431
2019-07-31,414
2019-08-01,401
2019-08-02,403
2019-08-03,399
2019-08-04,390
2019-08-05,387
2019-08-06,400
2019-08-07,404
2019-08-08,401
2019-08-09,396
2019-08-10,401
2019-08-11,395
2019-08-12,396
2019-08-13,397
2019-08-14,397
2019-08-15,379
2019-08-16,361
2019-08-17,345
2019-08-18,327
2019-08-19,310
2019-08-20,294
2019-08-21,279
2019-08-22,267
2019-08-23,253
2019-08-24,240
2019-08-24,240
2019-08-25,228
2019-08-25,228
2019-08-26,217
2019-08-26,217
2019-08-27,206
2019-08-27,206
