date_obj,Warrior%20helm price
2016-09-29,46668
2016-09-30,45232
2016-10-01,45232
2016-10-02,45232
2016-10-03,45449
2016-10-04,45449
2016-10-05,45449
2016-10-06,46724
2016-10-07,46724
2016-10-08,46574
2016-10-09,46574
2016-10-10,46574
2016-10-11,46292
2016-10-12,46292
2016-10-13,46292
2016-10-14,45824
2016-10-15,45824
2016-10-16,45824
2016-10-17,45806
2016-10-18,45806
2016-10-19,45806
2016-10-20,45964
2016-10-21,45964
2016-10-22,45403
2016-10-23,45403
2016-10-24,44735
2016-10-25,44735
2016-10-26,44573
2016-10-27,44573
2016-10-28,44573
2016-10-29,43990
2016-10-30,43990
2016-10-31,44050
2016-11-01,44050
2016-11-02,44050
2016-11-03,43148
2016-11-04,43148
2016-11-05,42812
2016-11-06,42812
2016-11-07,43537
2016-11-08,43537
2016-11-09,44555
2016-11-10,44555
2016-11-11,44555
2016-11-12,46783
2016-11-13,46783
2016-11-14,46783
2016-12-08,44979
2016-12-09,43042
2016-12-10,43042
2016-12-11,43042
2016-12-12,41057
2016-12-13,41057
2016-12-14,39802
2016-12-15,39802
2016-12-16,39802
2016-12-17,39214
2016-12-18,39214
2016-12-19,39214
2016-12-20,38051
2016-12-21,38051
2016-12-22,38051
2016-12-23,38094
2016-12-24,38094
2016-12-25,39643
2016-12-26,39643
2016-12-27,41191
2016-12-28,41191
2016-12-29,41723
2016-12-30,41723
2016-12-31,40850
2017-01-01,40850
2017-01-02,40468
2017-01-03,40468
2017-01-04,39385
2017-01-05,39385
2017-01-06,38256
2017-01-07,38256
2017-01-08,37558
2017-01-09,37558
2017-01-10,38187
2017-01-11,38187
2017-01-12,38073
2017-01-13,38073
2017-01-14,38073
2017-01-15,39602
2017-01-16,39602
2017-01-17,40953
2017-01-18,40953
2017-01-19,41388
2017-01-20,41388
2017-01-21,42297
2017-01-22,42297
2017-01-27,40216
2017-01-28,40216
2017-01-29,39858
2017-01-30,39858
2017-01-31,39858
2017-02-01,40271
2017-02-02,40271
2017-02-03,39191
2017-02-04,39191
2017-02-05,38952
2017-02-06,38952
2017-02-07,38776
2017-02-08,38776
2017-02-09,39807
2017-02-10,39807
2017-02-11,40321
2017-02-12,40321
2017-02-13,40591
2017-02-14,40591
2017-02-15,40580
2017-02-16,40580
2017-02-18,41923
2017-02-19,43946
2017-02-20,43946
2017-02-21,45992
2017-02-22,45992
2017-02-23,45992
2017-02-24,48269
2017-02-25,48269
2017-02-26,48416
2017-02-27,48416
2017-02-28,48955
2017-03-01,48955
2017-03-02,49997
2017-03-03,49997
2017-03-04,51447
2017-03-05,51447
2017-03-06,52729
2017-03-07,52729
2017-03-08,52729
2017-03-09,52389
2017-03-10,52389
2017-03-11,52986
2017-03-12,52986
2017-03-13,51038
2017-03-14,51038
2017-03-15,50026
2017-03-16,50026
2017-03-17,50099
2017-03-18,50099
2017-03-19,50278
2017-03-20,50278
2017-03-21,49848
2017-03-22,49848
2017-03-23,48610
2017-03-24,48610
2017-03-25,48610
2017-03-26,47906
2017-03-27,47906
2017-03-28,46534
2017-03-29,46534
2017-03-30,44997
2017-03-31,44997
2017-04-01,44361
2017-04-02,44361
2017-04-03,43701
2017-04-04,43701
2017-04-12,39521
2017-04-13,39354
2017-04-14,39354
2017-04-15,38928
2017-04-16,38928
2017-04-17,39132
2017-04-18,39132
2017-04-19,39566
2017-04-20,39566
2017-04-21,40515
2017-04-22,40515
2017-04-23,41587
2017-04-24,41587
2017-04-25,40547
2017-04-26,40547
2017-04-27,40547
2017-04-28,40367
2017-04-29,40367
2017-04-30,40026
2017-05-01,40026
2017-05-02,39083
2017-05-03,39083
2017-05-04,38708
2017-05-05,38708
2017-05-06,38864
2017-05-07,38864
2017-05-08,39668
2017-05-09,39668
2017-05-10,39347
2017-05-11,39347
2017-05-12,40852
2017-05-13,40852
2017-05-14,40437
2017-05-15,40437
2017-05-16,39235
2017-05-17,39235
2017-05-18,39893
2017-05-19,39893
2017-05-20,40848
2017-05-21,40848
2017-05-22,40848
2017-05-23,41698
2017-05-24,41698
2017-05-25,42782
2017-05-26,42782
2017-05-27,43447
2017-05-28,43447
2017-05-29,45140
2017-05-30,45140
2017-05-31,47259
2017-06-01,47259
2017-06-02,49486
2017-06-03,49486
2017-06-06,48125
2017-06-07,48125
2017-06-08,48125
2017-06-09,47541
2017-06-10,47541
2017-06-11,48253
2017-06-12,48253
2017-06-13,48951
2017-06-14,48951
2017-06-15,50378
2017-06-16,50378
2017-06-17,50557
2017-06-18,50557
2017-06-19,50557
2017-06-20,52296
2017-06-21,52296
2017-06-22,52296
2017-06-23,53109
2017-06-24,53109
2017-06-25,54122
2017-06-26,54122
2017-06-27,54210
2017-06-28,54210
2017-06-29,54562
2017-06-30,54562
2017-07-01,54562
2017-07-02,55776
2017-07-03,55776
2017-07-04,54051
2017-07-05,54051
2017-07-06,54051
2017-07-07,54682
2017-07-08,54682
2017-07-13,51021
2017-07-14,48469
2017-07-15,48469
2017-07-16,48469
2017-07-17,47023
2017-07-18,47023
2017-07-19,47023
2017-07-20,44938
2017-07-21,44938
2017-07-22,45659
2017-07-23,45659
2017-07-24,45659
2017-07-25,46591
2017-07-26,46591
2017-07-27,45228
2017-07-28,45228
2017-07-29,45228
2017-07-30,47003
2017-07-31,47003
2017-08-01,47003
2017-08-02,49240
2017-08-03,49240
2017-08-04,49240
2017-08-05,51009
2017-08-06,51009
2017-08-09,48985
2017-08-10,46570
2017-08-11,46570
2017-08-12,44902
2017-08-13,44902
2017-08-14,44902
2017-08-15,43342
2017-08-16,43342
2017-08-17,41777
2017-08-18,41777
2017-08-19,41777
2017-08-20,40570
2017-08-21,40570
2017-08-22,38792
2017-08-23,38792
2017-08-24,38792
2017-08-25,38255
2017-08-26,38255
2017-08-27,39122
2017-08-28,39122
2017-08-29,39122
2017-08-30,38638
2017-08-31,38638
2017-09-01,38638
2017-09-02,39149
2017-09-03,39149
2017-09-04,39149
2017-09-05,39395
2017-09-06,39395
2017-09-07,38602
2017-09-08,38602
2017-09-09,39481
2017-09-10,39481
2017-09-11,41225
2017-09-12,41225
2017-09-13,43154
2017-09-14,43154
2017-09-15,43154
2017-09-16,45134
2017-09-17,45134
2017-09-18,47090
2017-09-19,47090
2017-09-20,48582
2017-09-21,48582
2017-09-22,48741
2017-09-23,48741
2017-09-24,48741
2017-09-25,47366
2017-09-26,47366
2017-09-27,47366
2017-09-28,45273
2017-09-29,45273
2017-09-30,43095
2017-10-01,43095
2017-10-02,40996
2017-10-03,40996
2017-10-04,40996
2017-10-05,39975
2017-10-06,39975
2017-10-07,39683
2017-10-08,39683
2017-10-09,40648
2017-10-10,40648
2017-10-11,40648
2017-10-12,41435
2017-10-13,41435
2017-10-14,42696
2017-10-15,42696
2017-10-16,44602
2017-10-17,44602
2017-10-18,44602
2017-10-19,45252
2017-10-20,45252
2017-10-21,45252
2017-10-22,47425
2017-10-23,47425
2017-10-24,49673
2017-10-25,49673
2017-10-26,51264
2017-10-27,51264
2017-10-28,51264
2017-10-29,49747
2017-10-30,49747
2017-10-31,48059
2017-11-01,48059
2017-11-02,48059
2017-11-03,47446
2017-11-04,46795
2017-11-05,46795
2017-11-06,46347
2017-11-07,46347
2017-11-08,46347
2017-11-09,44579
2017-11-10,44579
2017-11-11,44579
2017-11-12,42944
2017-11-13,42944
2017-11-14,41772
2017-11-15,41772
2017-11-16,40505
2017-11-17,40505
2017-11-18,40612
2017-11-19,40612
2017-11-20,42504
2017-11-21,42504
2017-11-22,43482
2017-11-23,44455
2017-11-24,44455
2017-11-25,43627
2017-11-26,43627
2017-11-27,42416
2017-11-28,42416
2017-11-29,41063
2017-11-30,41063
2017-12-01,42269
2017-12-02,42269
2017-12-03,44079
2017-12-04,44079
2017-12-05,45485
2017-12-06,45485
2017-12-07,46087
2017-12-08,46087
2017-12-09,47353
2017-12-10,47353
2017-12-11,48944
2017-12-12,48944
2017-12-13,48944
2017-12-14,50264
2017-12-15,50264
2017-12-16,52132
2017-12-17,52132
2017-12-18,52872
2017-12-19,52872
2017-12-20,52872
2017-12-21,50844
2017-12-22,50844
2017-12-23,49354
2017-12-24,49354
2017-12-25,49354
2017-12-26,48664
2017-12-27,48664
2017-12-28,48547
2017-12-29,48547
2017-12-30,47333
2017-12-31,47333
2018-01-01,46294
2018-01-02,46294
2018-01-03,45924
2018-01-04,45924
2018-01-05,44447
2018-01-06,44447
2018-01-07,43816
2018-01-08,43816
2018-01-09,44312
2018-01-10,44312
2018-01-11,44685
2018-01-12,44685
2018-01-13,44921
2018-01-14,44921
2018-01-15,43967
2018-01-16,43967
2018-01-17,43858
2018-01-18,43858
2018-01-19,43858
2018-01-20,43057
2018-01-21,43057
2018-01-22,42393
2018-01-23,42393
2018-01-24,42210
2018-01-25,42210
2018-01-26,42855
2018-01-27,44298
2018-01-28,45307
2018-01-29,43138
2018-01-30,41743
2018-02-01,41956
2018-02-02,41956
2018-02-03,42208
2018-02-04,44139
2018-02-05,44139
2018-02-06,45472
2018-02-07,45939
2018-02-08,45939
2018-02-09,46720
2018-02-10,46720
2018-02-11,48836
2018-02-12,51278
2018-02-13,53720
2018-02-14,53236
2018-02-15,50761
2018-02-16,48843
2018-02-17,48851
2018-02-18,47728
2018-02-19,49069
2018-02-20,49069
2018-02-21,50647
2018-02-22,50647
2018-02-23,51988
2018-02-24,51988
2018-02-25,52642
2018-02-26,52280
2018-02-27,52349
2018-02-28,52349
2018-03-01,52891
2018-03-02,54565
2018-03-03,54937
2018-03-04,54937
2018-03-05,55269
2018-03-06,54555
2018-03-07,52655
2018-03-08,52655
2018-03-09,51487
2018-03-10,51487
2018-03-11,50055
2018-03-12,48821
2018-03-13,48812
2018-03-14,49945
2018-03-15,49945
2018-03-16,49206
2018-03-17,49116
2018-03-18,49116
2018-03-19,48288
2018-03-20,46758
2018-03-21,46758
2018-03-23,44568
2018-03-24,43112
2018-03-26,41672
2018-03-27,43285
2018-03-28,43285
2018-03-29,44859
2018-03-30,44859
2018-03-31,45874
2018-04-01,45874
2018-04-02,46695
2018-04-03,45184
2018-04-04,46493
2018-04-05,46493
2018-04-06,47492
2018-04-08,46172
2018-04-09,45808
2018-04-10,45808
2018-04-11,44184
2018-04-12,43663
2018-04-13,43663
2018-04-14,43962
2018-04-16,42653
2018-04-17,42136
2018-04-18,42136
2018-04-19,42141
2018-04-20,42141
2018-04-21,42071
2018-04-22,42071
2018-04-23,41245
2018-04-24,41245
2018-04-25,43167
2018-04-26,43167
2018-04-27,44303
2018-04-28,45210
2018-04-29,44674
2018-04-30,43294
2018-05-02,44597
2018-05-03,45626
2018-05-04,45626
2018-05-05,44890
2018-05-06,44890
2018-05-07,42659
2018-05-08,42659
2018-05-09,41310
2018-05-10,40113
2018-05-11,40113
2018-05-12,39295
2018-05-13,39295
2018-05-14,40489
2018-05-15,40489
2018-05-16,41097
2018-05-17,41097
2018-05-18,41889
2018-05-19,43085
2018-05-20,43085
2018-05-21,42893
2018-05-22,42893
2018-05-23,42437
2018-05-24,42437
2018-05-25,43280
2018-05-26,44030
2018-05-27,44030
2018-05-28,44979
2018-05-29,47056
2018-05-30,47056
2018-05-31,49409
2018-06-01,51257
2018-06-02,51862
2018-06-03,51862
2018-06-04,50602
2018-06-05,51117
2018-06-06,51045
2018-06-07,51045
2018-06-08,49657
2018-06-09,49657
2018-06-10,48038
2018-06-11,48038
2018-06-12,47373
2018-06-13,46993
2018-06-14,48126
2018-06-15,48126
2018-06-16,48344
2018-06-17,46285
2018-06-18,47002
2018-06-19,45916
2018-06-20,45916
2018-06-21,45284
2018-06-22,46613
2018-06-23,46613
2018-06-24,46299
2018-06-25,46299
2018-06-26,45438
2018-06-27,45438
2018-06-28,44714
2018-06-29,44810
2018-06-30,44810
2018-07-01,44477
2018-07-02,44477
2018-07-03,42503
2018-07-04,42503
2018-07-05,42453
2018-07-06,43263
2018-07-07,43263
2018-07-08,42917
2018-07-09,42712
2018-07-10,42634
2018-07-11,43740
2018-07-12,43740
2018-07-13,42598
2018-07-14,41861
2018-07-15,41861
2018-07-16,42743
2018-07-17,43934
2018-07-18,43934
2018-07-19,44301
2018-07-20,43653
2018-07-21,43524
2018-07-22,42025
2018-07-23,41700
2018-07-24,41700
2018-07-25,40388
2018-07-26,38893
2018-07-27,37831
2018-07-28,36813
2018-07-29,36575
2018-07-30,36620
2018-07-31,37756
2018-08-01,37756
2018-08-02,39534
2018-08-03,39534
2018-08-04,41045
2018-08-05,42764
2018-08-06,44873
2018-08-07,47117
2018-08-08,48230
2018-08-09,48230
2018-08-10,48498
2018-08-11,48214
2018-08-12,45831
2018-08-14,43131
2018-08-16,42281
2018-08-17,40408
2018-08-18,39351
2018-08-19,38150
2018-08-20,37899
2018-08-21,37899
2018-08-22,37543
2018-08-23,37964
2018-08-24,38149
2018-08-25,37897
2018-08-26,38338
2018-08-27,38954
2018-08-28,39305
2018-08-29,41088
2018-08-30,41088
2018-08-31,40090
2018-09-01,41654
2018-09-02,41654
2018-09-03,42872
2018-09-04,42981
2018-09-05,42824
2018-09-06,42824
2018-09-07,41818
2018-09-08,40801
2018-09-09,40801
2018-09-10,40420
2018-09-11,40420
2018-09-12,41820
2018-09-13,41820
2018-09-14,42499
2018-09-15,43138
2018-09-16,43138
2018-09-17,41619
2018-09-18,41888
2018-09-19,41888
2018-09-20,40947
2018-09-21,40577
2018-09-22,41529
2018-09-23,42271
2018-09-24,42300
2018-09-25,42300
2018-09-26,42608
2018-09-27,42608
2018-09-28,44215
2018-09-29,44215
2018-09-30,46075
2018-10-02,46010
2018-10-03,46560
2018-10-04,46560
2018-10-05,47891
2018-10-06,47952
2018-10-07,47952
2018-10-08,46736
2018-10-09,44930
2018-10-10,44513
2018-10-11,45216
2018-10-12,45216
2018-10-13,45774
2018-10-14,45774
2018-10-15,46458
2018-10-16,46458
2018-10-17,46066
2018-10-18,44335
2018-10-19,43361
2018-10-20,43361
2018-10-21,43243
2018-10-22,44282
2018-10-23,44282
2018-10-24,43496
2018-10-25,42148
2018-10-26,42148
2018-10-27,40765
2018-10-28,38775
2018-10-29,38775
2018-10-30,37592
2018-10-31,38360
2018-11-01,37521
2018-11-03,37282
2018-11-04,38138
2018-11-05,38303
2018-11-06,37201
2018-11-07,37201
2018-11-08,37391
2018-11-09,38905
2018-11-10,40851
2018-11-11,42889
2018-11-12,44771
2018-11-13,44580
2018-11-14,44307
2018-11-15,44723
2018-11-16,44955
2018-11-17,45200
2018-11-18,46083
2018-11-19,46994
2018-11-20,47300
2018-11-21,47259
2018-11-22,47091
2018-11-23,47001
2018-11-24,45853
2018-11-25,45821
2018-11-26,46623
2018-11-27,45858
2018-11-28,44836
2018-11-29,47075
2018-12-01,49909
2018-12-02,48679
2018-12-03,48679
2018-12-04,48182
2018-12-05,47796
2018-12-07,50493
2018-12-09,53384
2018-12-10,53692
2018-12-11,54905
2018-12-12,52417
2018-12-13,49822
2018-12-14,48573
2018-12-15,48561
2018-12-16,47702
2018-12-17,46627
2018-12-18,47552
2018-12-19,48554
2018-12-20,49735
2018-12-21,50488
2018-12-22,51472
2018-12-23,51812
2018-12-24,50933
2018-12-25,49576
2018-12-26,50147
2018-12-27,51184
2018-12-28,52154
2018-12-29,53152
2018-12-30,54156
2018-12-31,54302
2019-01-01,53821
2019-01-02,51277
2019-01-03,49595
2019-01-04,49019
2019-01-05,48434
2019-01-06,49291
2019-01-08,49046
2019-01-10,49368
2019-01-11,47080
2019-01-12,45694
2019-01-13,44446
2019-01-14,43315
2019-01-15,42089
2019-01-16,42117
2019-01-17,41947
2019-01-18,41758
2019-01-19,41396
2019-01-20,40659
2019-01-21,39889
2019-01-22,40166
2019-01-23,39596
2019-01-24,39573
2019-01-25,39979
2019-01-26,39291
2019-01-27,38744
2019-01-28,38755
2019-01-29,37827
2019-01-30,37728
2019-01-31,38393
2019-02-01,40307
2019-02-02,41773
2019-02-03,41892
2019-02-04,41892
2019-02-05,42190
2019-02-06,42723
2019-02-07,43422
2019-02-08,42344
2019-02-09,41241
2019-02-10,41067
2019-02-11,39730
2019-02-12,39757
2019-02-13,38744
2019-02-14,38744
2019-02-15,39105
2019-02-16,38721
2019-02-17,38766
2019-02-18,38660
2019-02-19,38652
2019-02-20,39982
2019-02-21,39731
2019-02-22,41418
2019-02-23,41508
2019-02-24,42615
2019-02-25,42720
2019-02-26,41487
2019-02-27,41876
2019-02-28,41876
2019-03-01,43242
2019-03-02,43280
2019-03-03,44170
2019-03-04,44462
2019-03-05,46164
2019-03-06,47301
2019-03-07,48373
2019-03-08,48373
2019-03-09,48089
2019-03-10,47822
2019-03-11,48416
2019-03-12,48343
2019-03-13,48343
2019-03-14,48365
2019-03-15,46346
2019-03-16,44844
2019-03-17,44451
2019-03-18,44451
2019-03-19,43819
2019-03-20,42024
2019-03-21,40261
2019-03-22,40261
2019-03-23,40980
2019-03-24,41967
2019-03-25,41967
2019-03-26,41119
2019-03-27,41119
2019-03-28,41702
2019-03-29,42704
2019-03-30,42704
2019-03-31,43798
2019-04-01,43909
2019-04-02,42939
2019-04-03,42596
2019-04-04,43337
2019-04-05,43918
2019-04-06,43918
