date_obj,Tai%20bwo%20wannai%20teleport price
2015-07-20,5009
2015-07-21,5009
2015-07-22,4773
2015-07-23,4773
2015-07-24,4832
2015-07-25,4832
2015-07-26,5029
2015-07-27,5029
2015-07-28,5063
2015-07-29,5296
2015-07-30,5296
2015-07-31,5468
2015-08-01,5468
2015-08-02,5462
2015-08-03,5462
2015-08-04,5261
2015-08-05,5124
2015-08-06,5124
2015-08-07,4922
2015-08-08,4695
2015-08-09,4468
2015-08-10,4358
2015-08-11,4281
2015-08-12,4281
2015-08-13,4182
2015-08-14,4011
2015-08-15,4011
2015-08-16,3975
2015-08-17,4139
2015-08-18,4139
2015-08-19,4210
2015-08-20,4210
2015-08-21,4281
2015-08-22,4281
2015-08-23,4343
2015-08-24,4480
2015-08-25,4480
2015-08-26,4646
2015-08-27,4622
2015-08-28,4622
2015-08-29,4408
2015-08-30,4408
2015-08-31,4253
2015-09-01,4253
2015-09-02,4168
2015-09-03,4168
2015-09-04,4245
2015-09-05,4245
2015-09-06,4215
2015-09-07,4215
2015-09-08,4257
2015-09-09,4257
2015-09-10,4324
2015-09-11,4324
2015-09-12,4372
2015-09-13,4489
2015-09-14,4489
2015-09-15,4639
2015-09-16,4639
2015-09-17,4871
2015-09-18,4871
2015-09-19,5095
2015-09-20,5095
2015-09-21,5244
2015-09-22,5244
2015-09-23,5238
2015-09-24,5238
2015-09-25,5238
2015-09-27,5239
2015-09-28,5334
2015-09-29,5334
2015-09-30,5478
2015-10-05,5634
2015-10-06,5627
2015-10-07,5627
2015-10-08,5781
2015-10-09,5550
2015-10-10,5550
2015-10-11,5472
2015-10-12,5472
2015-10-13,5251
2015-10-14,5251
2015-10-15,5510
2015-10-16,5510
2015-10-17,5784
2015-10-18,5784
2015-10-19,5769
2015-10-20,5769
2015-10-22,5589
2015-10-23,5436
2015-10-24,5436
2015-10-25,5164
2015-10-26,4935
2015-10-27,4935
2015-10-29,4828
2015-10-30,4997
2015-10-31,4997
2015-11-01,4982
2015-11-02,4982
2015-11-03,5060
2015-11-04,5060
2015-11-05,4940
2015-11-06,4940
2015-11-07,4951
2015-11-08,4951
2015-11-09,4952
2015-11-10,4952
2015-11-11,4974
2015-11-12,4974
2015-11-13,4850
2015-11-14,4850
2015-11-15,4611
2015-11-16,4611
2015-11-17,4380
2015-11-18,4380
2015-11-19,4161
2015-11-20,4161
2015-11-21,3959
2015-11-22,3784
2015-11-23,3784
2015-11-24,3765
2015-11-25,3790
2015-11-26,3790
2015-11-27,3725
2015-11-28,3725
2015-11-29,3713
2015-11-30,3713
2015-12-01,3687
2015-12-02,3687
2015-12-03,3763
2015-12-04,3763
2015-12-05,3657
2015-12-06,3657
2015-12-07,3519
2015-12-08,3519
2015-12-09,3471
2015-12-10,3471
2015-12-11,3488
2015-12-13,3509
2015-12-14,3509
2015-12-15,3545
2015-12-16,3545
2015-12-17,3631
2015-12-18,3631
2015-12-19,3661
2015-12-20,3788
2015-12-21,3788
2015-12-22,3978
2015-12-23,4091
2015-12-24,4091
2015-12-25,4013
2015-12-26,4013
2015-12-27,3914
2015-12-28,3914
2015-12-29,3851
2015-12-30,3884
2015-12-31,3884
2016-01-01,3990
2016-01-02,3990
2016-01-03,4125
2016-01-04,4194
2016-01-05,4194
2016-01-06,4302
2016-01-07,4302
2016-01-08,4313
2016-01-09,4313
2016-01-10,4174
2016-01-11,4174
2016-01-12,4056
2016-01-13,4056
2016-01-14,4119
2016-01-15,4145
2016-01-16,4145
2016-01-17,4111
2016-01-18,4190
2016-01-19,4190
2016-01-20,4249
2016-01-21,4249
2016-01-22,4315
2016-01-23,4315
2016-01-24,4266
2016-01-25,4311
2016-01-26,4311
2016-01-27,4405
2016-01-28,4405
2016-01-29,4445
2016-01-30,4445
2016-01-31,4504
2016-02-01,4678
2016-02-02,4678
2016-02-03,4836
2016-02-04,4836
2016-02-05,4924
2016-02-06,4926
2016-02-07,4926
2016-02-08,4756
2016-02-09,4834
2016-02-10,4763
2016-02-11,4763
2016-02-12,4779
2016-02-13,4988
2016-02-14,4988
2016-02-15,5175
2016-02-16,5344
2016-02-17,5450
2016-02-18,5450
2016-02-19,5508
2016-02-20,5441
2016-02-21,5231
2016-02-22,5231
2016-02-23,5016
2016-02-24,4884
2016-02-25,4857
2016-02-26,4857
2016-02-27,5077
2016-02-28,5077
2016-02-29,5296
2016-03-01,5274
2016-03-02,5274
2016-03-03,5286
2016-03-04,5357
2016-03-05,5315
2016-03-06,5326
2016-03-07,5326
2016-03-08,5460
2016-03-09,5593
2016-03-10,5736
2016-03-11,5736
2016-03-12,6023
2016-03-13,6023
2016-03-14,6325
2016-03-15,6642
2016-03-16,6975
2016-03-17,7324
2016-03-18,7636
2016-03-19,7725
2016-03-20,7391
2016-03-21,7391
2016-03-22,7078
2016-03-23,6775
2016-03-24,6436
2016-03-25,6114
2016-03-26,5932
2016-03-27,5932
2016-03-28,5937
2016-03-29,6020
2016-03-30,6020
2016-03-31,5927
2016-04-01,5793
2016-04-02,5630
2016-04-03,5671
2016-04-04,5592
2016-04-05,5407
2016-04-06,5530
2016-04-07,5378
2016-04-08,5279
2016-04-09,5474
2016-04-10,5673
2016-04-11,5673
2016-04-12,5620
2016-04-13,5608
2016-04-14,5667
2016-04-15,5631
2016-04-16,5594
2016-04-17,5527
2016-04-18,5557
2016-04-19,5642
2016-04-20,5869
2016-04-21,6027
2016-04-22,6027
2016-04-23,5911
2016-04-24,5687
2016-04-25,5663
2016-04-26,5498
2016-04-27,5369
2016-04-28,5573
2016-04-29,5573
2016-04-30,5770
2016-05-01,5550
2016-05-02,5439
2016-05-03,5246
2016-05-04,5222
2016-05-05,5204
2016-05-06,5204
2016-05-07,5404
2016-05-08,5404
2016-05-09,5651
2016-05-10,5934
2016-05-11,5934
2016-05-12,6119
2016-05-13,6330
2016-05-14,6599
2016-05-15,6758
2016-05-16,6833
2016-05-17,6501
2016-05-18,6242
2016-05-19,6462
2016-05-22,6247
2016-05-23,6029
2016-05-24,6057
2016-05-25,6304
2016-05-26,6617
2016-05-27,6902
2016-05-28,6902
2016-05-29,7159
2016-05-30,7159
2016-05-31,7450
2016-06-01,7641
2016-06-02,7704
2016-06-03,7783
2016-06-04,7457
2016-06-05,7274
2016-06-06,7258
2016-06-07,7258
2016-06-08,7476
2016-06-09,7682
2016-06-10,7937
2016-06-11,7674
2016-06-12,7581
2016-06-13,7336
2016-06-14,7227
2016-06-15,7215
2016-06-16,7197
2016-06-17,7077
2016-06-18,7077
2016-06-19,6925
2016-06-20,6845
2016-06-21,6723
2016-06-22,6611
2016-06-23,6335
2016-06-24,6200
2016-06-25,5991
2016-06-26,5902
2016-06-27,6165
2016-06-28,6405
2016-06-29,6663
2016-06-30,6539
2016-07-01,6252
2016-07-02,6203
2016-07-03,5920
2016-07-04,5666
2016-07-05,5506
2016-07-06,5312
2016-07-07,5053
2016-07-08,4836
2016-07-09,4860
2016-07-10,5089
2016-07-11,5344
2016-07-12,5612
2016-07-13,5615
2016-07-14,5638
2016-07-15,5546
2016-07-16,5439
2016-07-17,5430
2016-07-18,5562
2016-07-24,6098
2016-07-25,6172
2016-07-26,6262
2016-07-27,6540
2016-07-28,6855
2016-07-29,7192
2016-07-30,7552
2016-07-31,7552
2016-08-01,7930
2016-08-02,7844
2016-08-03,8150
2016-08-04,8333
2016-08-05,8181
2016-08-06,8050
2016-08-07,7796
2016-08-08,7796
2016-08-09,7856
2016-08-10,8028
2016-08-11,8430
2016-08-12,8852
2016-08-13,9295
2016-08-14,9653
2016-08-15,9643
2016-08-16,9400
2016-08-17,9121
2016-08-18,9001
2016-08-19,8890
2016-08-20,8828
2016-08-21,8887
2016-08-22,8988
2016-08-23,9251
2016-08-24,9129
2016-08-25,9031
2016-08-26,9031
2016-08-28,9400
2016-08-31,10188
2016-09-01,10341
2016-09-02,10341
2016-09-03,10198
2016-09-04,10287
2016-09-05,10247
2016-09-06,10056
2016-09-07,10113
2016-09-08,10113
2016-09-09,10023
2016-09-10,9830
2016-09-11,9830
2016-09-12,10094
2016-09-13,10262
2016-09-14,10262
2016-09-15,10390
2016-09-16,10390
2016-09-17,10068
2016-09-18,9831
2016-09-19,10109
2016-09-20,10109
2016-09-21,10195
2016-09-22,10285
2016-09-23,9910
2016-09-24,9910
2016-09-25,10034
2016-09-26,10034
2016-09-27,10305
2016-09-28,10271
2016-09-29,10271
2016-09-30,9888
2016-10-01,9505
2016-10-02,9505
2016-10-03,9385
2016-10-04,9358
2016-10-05,9240
2016-10-06,9286
2016-10-07,9286
2016-10-08,9167
2016-10-09,9167
2016-10-10,9185
2016-10-11,9163
2016-10-12,9163
2016-10-13,8800
2016-10-14,8589
2016-10-15,8215
2016-10-16,8215
2016-10-17,7826
2016-10-18,7826
2016-10-19,7531
2016-10-20,7413
2016-10-21,7631
2016-10-22,7631
2016-10-23,8012
2016-10-24,8269
2016-10-25,8269
2016-10-26,8587
2016-10-27,8587
2016-10-28,8802
2016-10-29,8611
2016-10-30,8299
2016-10-31,7915
2016-11-01,7915
2016-11-02,7636
2016-11-03,7636
2016-11-04,7890
2016-11-05,7890
2016-11-06,8209
2016-11-07,8409
2016-11-08,8707
2016-11-09,8650
2016-11-10,8295
2016-11-11,8295
2016-11-12,8107
2016-11-13,7864
2016-11-14,7740
2016-12-08,7694
2016-12-09,7869
2016-12-10,7791
2016-12-11,7648
2016-12-12,7476
2016-12-13,7332
2016-12-14,7354
2016-12-15,7354
2016-12-16,7403
2016-12-17,7465
2016-12-18,7465
2016-12-19,7154
2016-12-20,6908
2016-12-21,6853
2016-12-22,6872
2016-12-23,6816
2016-12-24,6816
2016-12-25,6652
2016-12-26,6421
2016-12-27,6424
2016-12-28,6413
2016-12-29,6359
2016-12-30,6454
2016-12-31,6477
2017-01-01,6447
2017-01-02,6475
2017-01-03,6397
2017-01-04,6313
2017-01-05,6157
2017-01-06,5897
2017-01-07,5743
2017-01-08,5640
2017-01-09,5533
2017-01-10,5443
2017-01-11,5445
2017-01-12,5439
2017-01-13,5424
2017-01-14,5500
2017-01-15,5740
2017-01-16,5821
2017-01-17,5821
2017-01-18,5581
2017-01-19,5305
2017-01-20,5304
2017-01-21,5318
2017-01-22,5381
2017-01-27,5440
2017-01-28,5430
2017-01-29,5453
2017-01-30,5453
2017-01-31,5460
2017-02-01,5456
2017-02-02,5533
2017-02-03,5501
2017-02-04,5556
2017-02-05,5648
2017-02-06,5588
2017-02-07,5595
2017-02-08,5609
2017-02-09,5609
2017-02-10,5560
2017-02-11,5379
2017-02-12,5379
2017-02-13,5368
2017-02-14,5362
2017-02-15,5325
2017-02-16,5396
2017-02-18,5363
2017-02-19,5374
2017-02-20,5292
2017-02-21,5164
2017-02-22,5040
2017-02-23,4918
2017-02-24,4812
2017-02-25,4728
2017-02-26,4707
2017-02-27,4752
2017-02-28,4885
2017-03-01,4983
2017-03-02,5095
2017-03-03,4984
2017-03-04,5006
2017-03-05,4878
2017-03-06,4944
2017-03-07,5034
2017-03-08,5163
2017-03-09,5139
2017-03-10,5064
2017-03-11,5134
2017-03-12,5164
2017-03-13,5228
2017-03-14,5113
2017-03-15,5174
2017-03-16,5218
2017-03-17,5216
2017-03-18,5264
2017-03-19,5258
2017-03-20,5231
2017-03-21,5235
2017-03-22,5207
2017-03-23,5231
2017-03-24,5222
2017-03-25,5222
2017-03-26,5277
2017-03-27,5311
2017-03-28,5344
2017-03-29,5425
2017-03-30,5466
2017-03-31,5707
2017-04-01,5939
2017-04-02,6236
2017-04-03,6547
2017-04-04,6875
2017-04-12,8251
2017-04-13,8174
2017-04-14,7972
2017-04-15,7914
2017-04-16,7967
2017-04-17,7896
2017-04-18,7772
2017-04-19,7797
2017-04-20,8168
2017-04-21,8410
2017-04-22,8543
2017-04-23,8596
2017-04-24,8635
2017-04-25,8662
2017-04-26,8662
2017-04-27,8979
2017-04-28,8788
2017-04-29,8683
2017-04-30,8704
2017-05-01,8464
2017-05-02,8515
2017-05-03,8862
2017-05-04,8653
2017-05-05,8592
2017-05-06,8517
2017-05-07,8403
2017-05-08,8104
2017-05-09,7981
2017-05-10,7726
2017-05-11,7468
2017-05-12,7556
2017-05-13,7873
2017-05-14,7986
2017-05-15,8099
2017-05-16,8403
2017-05-17,8453
2017-05-18,8353
2017-05-19,8161
2017-05-20,8007
2017-05-21,8007
2017-05-22,7918
2017-05-23,7939
2017-05-24,8074
2017-05-25,8095
2017-05-26,7851
2017-05-27,7710
2017-05-28,8024
2017-05-29,8374
2017-05-30,8300
2017-05-31,8257
2017-06-01,8139
2017-06-02,8002
2017-06-03,7956
2017-06-06,7984
2017-06-07,7814
2017-06-08,7580
2017-06-09,7612
2017-06-10,7492
2017-06-11,7408
2017-06-12,7181
2017-06-13,6861
2017-06-14,6733
2017-06-15,6427
2017-06-16,6241
2017-06-17,6232
2017-06-18,6246
2017-06-19,6246
2017-06-20,6430
2017-06-21,6752
2017-06-22,7023
2017-06-23,6955
2017-06-24,6762
2017-06-25,6659
2017-06-26,6605
2017-06-27,6659
2017-06-28,6597
2017-06-29,6711
2017-06-30,6777
2017-07-01,6777
2017-07-02,6816
2017-07-03,6920
2017-07-04,6917
2017-07-05,6917
2017-07-06,6966
2017-07-07,6966
2017-07-08,6968
2017-07-13,7058
2017-07-14,7125
2017-07-15,7115
2017-07-16,7120
2017-07-17,7168
2017-07-18,7124
2017-07-19,7085
2017-07-20,7349
2017-07-21,7651
2017-07-22,8006
2017-07-23,8320
2017-07-24,8091
2017-07-25,7779
2017-07-26,7755
2017-07-27,7716
2017-07-28,7650
2017-07-29,7605
2017-07-30,7344
2017-07-31,7344
2017-08-01,7130
2017-08-02,6864
2017-08-03,7015
2017-08-04,7135
2017-08-05,7387
2017-08-06,7503
2017-08-09,7359
2017-08-10,7307
2017-08-11,7382
2017-08-12,7400
2017-08-13,7643
2017-08-14,7770
2017-08-15,7940
2017-08-16,8076
2017-08-17,8246
2017-08-18,8246
2017-08-19,8641
2017-08-20,9072
2017-08-21,9466
2017-08-22,9506
2017-08-23,9697
2017-08-24,9761
2017-08-25,9465
2017-08-26,9512
2017-08-27,9836
2017-08-28,10082
2017-08-29,10059
2017-08-30,9998
2017-08-31,10112
2017-09-01,10072
2017-09-02,10261
2017-09-03,10261
2017-09-04,10431
2017-09-05,10604
2017-09-06,10524
2017-09-07,10292
2017-09-08,10292
2017-09-09,10339
2017-09-10,10227
2017-09-11,9987
2017-09-12,9903
2017-09-13,10020
2017-09-14,9868
2017-09-15,9868
2017-09-16,9832
2017-09-17,9627
2017-09-19,8920
2017-09-20,8925
2017-09-21,9094
2017-09-22,9196
2017-09-23,9109
2017-09-24,9152
2017-09-25,9004
2017-09-26,8908
2017-09-27,8982
2017-09-28,9033
2017-09-29,9185
2017-09-30,9242
2017-10-01,9350
2017-10-02,9217
2017-10-03,9178
2017-10-04,9162
2017-10-05,9030
2017-10-06,9174
2017-10-07,9264
2017-10-08,9158
2017-10-09,9097
2017-10-10,9105
2017-10-11,9105
2017-10-12,9105
2017-10-13,9131
2017-10-14,9148
2017-10-15,9148
2017-10-16,8941
2017-10-17,8941
2017-10-18,8891
2017-10-19,8799
2017-10-20,8962
2017-10-21,8947
2017-10-22,9063
2017-10-23,8971
2017-10-24,9034
2017-10-25,9007
2017-10-26,8753
2017-10-27,8758
2017-10-28,8758
2017-10-29,8735
2017-10-30,8746
2017-10-31,8749
2017-11-01,8749
2017-11-02,8755
2017-11-03,8785
2017-11-04,8797
2017-11-05,8821
2017-11-06,8641
2017-11-07,8622
2017-11-08,8570
2017-11-09,8453
2017-11-10,8133
2017-11-11,7963
2017-11-12,7832
2017-11-13,7843
2017-11-14,7936
2017-11-15,8115
2017-11-16,8376
2017-11-17,8582
2017-11-18,8571
2017-11-19,8449
2017-11-20,8218
2017-11-21,8107
2017-11-22,7859
2017-11-23,7688
2017-11-24,7661
2017-11-25,7723
2017-11-26,7897
2017-11-27,7897
2017-11-28,8073
2017-11-29,8025
2017-11-30,7761
2017-12-01,7720
2017-12-02,7696
2017-12-03,7651
2017-12-04,7403
2017-12-05,7351
2017-12-06,7236
2017-12-07,7213
2017-12-08,7213
2017-12-09,7118
2017-12-10,7041
2017-12-11,6846
2017-12-12,6673
2017-12-13,6915
2017-12-14,7211
2017-12-15,7356
2017-12-16,7398
2017-12-17,7347
2017-12-18,7342
2017-12-19,7619
2017-12-20,7744
2017-12-21,7911
2017-12-22,8165
2017-12-23,8185
2017-12-24,8220
2017-12-25,8140
2017-12-26,8121
2017-12-27,8278
2017-12-28,8512
2017-12-29,8694
2017-12-30,8874
2017-12-31,8919
2018-01-01,9000
2018-01-02,9127
2018-01-03,9204
2018-01-04,9123
2018-01-05,9030
2018-01-06,8963
2018-01-07,8943
2018-01-08,8792
2018-01-09,8533
2018-01-10,8239
2018-01-11,8036
2018-01-12,7920
2018-01-13,8113
2018-01-14,7922
2018-01-15,8154
2018-01-16,8552
2018-01-17,8890
2018-01-18,8757
2018-01-19,8757
2018-01-20,8580
2018-01-21,8200
2018-01-22,7857
2018-01-23,7843
2018-01-24,7615
2018-01-25,7436
2018-01-26,7570
2018-01-27,7895
2018-01-28,7989
2018-01-29,7786
2018-01-30,7815
2018-02-01,8055
2018-02-02,8455
2018-02-03,8724
2018-02-04,8693
2018-02-05,8625
2018-02-06,8674
2018-02-07,8365
2018-02-08,8132
2018-02-09,8198
2018-02-10,8273
2018-02-11,8192
2018-02-12,8286
2018-02-13,8397
2018-02-14,8248
2018-02-15,8262
2018-02-16,8365
2018-02-17,8462
2018-02-18,8609
2018-02-19,8656
2018-02-20,8720
2018-02-21,9110
2018-02-22,9542
2018-02-23,9808
2018-02-24,10299
2018-02-25,10810
2018-02-26,11347
2018-02-27,11690
2018-02-28,11760
2018-03-01,11788
2018-03-02,12095
2018-03-03,12699
2018-03-04,13273
2018-03-05,13115
2018-03-06,12753
2018-03-07,12433
2018-03-08,12434
2018-03-09,11815
2018-03-10,11224
2018-03-11,10662
2018-03-12,10331
2018-03-13,10383
2018-03-14,10547
2018-03-15,10544
2018-03-16,10505
2018-03-17,10378
2018-03-18,10323
2018-03-19,10494
2018-03-20,10524
2018-03-21,10667
2018-03-23,10900
2018-03-24,10884
2018-03-26,10728
2018-03-27,10711
2018-03-28,10643
2018-03-29,10842
2018-03-30,11147
2018-03-31,11690
2018-04-01,12188
2018-04-02,12398
2018-04-03,12290
2018-04-04,12185
2018-04-05,12267
2018-04-06,12584
2018-04-08,12463
2018-04-09,12401
2018-04-10,12069
2018-04-11,11670
2018-04-12,11360
2018-04-13,11463
2018-04-14,11765
2018-04-16,11685
2018-04-17,11416
2018-04-18,11409
2018-04-19,11316
2018-04-20,11307
2018-04-21,11297
2018-04-22,11396
2018-04-23,11347
2018-04-24,11320
2018-04-25,11310
2018-04-26,11120
2018-04-27,11088
2018-04-28,10952
2018-04-29,10559
2018-04-30,10203
2018-05-02,10273
2018-05-03,10316
2018-05-04,10377
2018-05-05,10478
2018-05-06,10566
2018-05-07,10476
2018-05-08,10871
2018-05-09,11059
2018-05-10,10848
2018-05-11,10441
2018-05-12,10448
2018-05-13,10531
2018-05-14,11013
2018-05-15,11262
2018-05-16,11333
2018-05-17,11314
2018-05-18,11618
2018-05-19,11430
2018-05-20,10985
2018-05-21,10888
2018-05-22,10770
2018-05-23,10780
2018-05-24,11134
2018-05-25,11057
2018-05-26,11076
2018-05-27,11140
2018-05-28,11342
2018-05-29,11488
2018-05-30,11364
2018-05-31,11390
2018-06-01,11423
2018-06-02,11130
2018-06-03,11095
2018-06-04,10938
2018-06-05,10840
2018-06-06,10398
2018-06-07,9983
2018-06-08,9637
2018-06-09,9579
2018-06-10,9703
2018-06-11,9751
2018-06-12,9934
2018-06-13,9720
2018-06-14,9424
2018-06-15,9392
2018-06-16,9392
2018-06-17,9251
2018-06-18,8967
2018-06-19,8908
2018-06-20,9084
2018-06-21,9057
2018-06-22,9139
2018-06-23,8785
2018-06-24,8603
2018-06-25,8536
2018-06-26,8421
2018-06-27,8311
2018-06-28,8214
2018-06-29,8322
2018-06-30,8379
2018-07-01,8307
2018-07-02,8550
2018-07-03,8623
2018-07-04,8548
2018-07-05,8456
2018-07-06,8557
2018-07-07,8526
2018-07-08,8553
2018-07-09,8635
2018-07-10,8586
2018-07-11,8626
2018-07-12,8584
2018-07-13,8829
2018-07-14,9096
2018-07-15,9026
2018-07-16,8994
2018-07-17,9128
2018-07-18,9448
2018-07-19,9888
2018-07-20,10189
2018-07-21,9947
2018-07-22,10320
2018-07-23,10707
2018-07-24,10458
2018-07-25,10269
2018-07-26,10289
2018-07-27,10239
2018-07-28,10286
2018-07-29,10180
2018-07-30,10022
2018-07-31,9973
2018-08-01,9879
2018-08-02,9532
2018-08-03,9354
2018-08-04,9290
2018-08-05,9345
2018-08-06,9511
2018-08-07,9587
2018-08-08,9477
2018-08-09,9746
2018-08-10,9542
2018-08-11,9337
2018-08-12,9177
2018-08-14,8647
2018-08-16,8218
2018-08-17,8138
2018-08-18,7945
2018-08-19,7859
2018-08-20,7872
2018-08-21,7802
2018-08-22,8055
2018-08-23,8234
2018-08-24,8583
2018-08-25,8711
2018-08-26,8444
2018-08-27,8450
2018-08-28,8845
2018-08-29,9170
2018-08-30,9512
2018-08-31,9843
2018-09-01,10148
2018-09-02,10411
2018-09-03,10155
2018-09-04,9889
2018-09-05,9715
2018-09-06,9673
2018-09-07,9866
2018-09-08,10097
2018-09-09,10410
2018-09-10,10624
2018-09-11,11050
2018-09-12,11259
2018-09-13,10984
2018-09-14,10546
2018-09-15,10027
2018-09-16,9576
2018-09-17,9236
2018-09-18,8954
2018-09-19,8797
2018-09-20,8848
2018-09-21,8899
2018-09-22,9160
2018-09-23,9215
2018-09-24,9107
2018-09-25,9218
2018-09-26,9460
2018-09-27,9669
2018-09-28,9777
2018-09-29,9910
2018-09-30,9940
2018-10-02,9955
2018-10-03,10445
2018-10-04,10296
2018-10-05,10441
2018-10-06,10709
2018-10-07,10489
2018-10-08,10379
2018-10-09,10842
2018-10-10,11150
2018-10-11,10967
2018-10-12,11037
2018-10-13,10924
2018-10-14,11004
2018-10-15,10908
2018-10-16,10763
2018-10-17,10596
2018-10-18,10558
2018-10-19,10595
2018-10-20,10619
2018-10-21,10899
2018-10-22,10681
2018-10-23,10584
2018-10-24,10784
2018-10-25,10817
2018-10-26,11019
2018-10-27,10958
2018-10-28,10852
2018-10-29,10807
2018-10-30,10890
2018-10-31,10862
2018-11-01,10862
2018-11-03,10852
2018-11-04,10845
2018-11-05,10838
2018-11-06,10835
2018-11-07,10798
2018-11-08,10800
2018-11-09,10606
2018-11-10,10366
2018-11-11,9944
2018-11-12,9963
2018-11-13,10059
2018-11-14,9739
2018-11-15,9513
2018-11-16,9509
2018-11-17,9485
2018-11-18,9244
2018-11-19,8935
2018-11-20,8766
2018-11-21,8695
2018-11-22,8738
2018-11-23,8654
2018-11-24,8653
2018-11-25,8670
2018-11-26,8724
2018-11-27,8838
2018-11-28,8862
2018-11-29,8848
2018-12-01,8864
2018-12-02,8805
2018-12-03,8828
2018-12-04,9047
2018-12-05,9307
2018-12-07,9447
2018-12-09,9374
2018-12-10,9244
2018-12-11,8923
2018-12-12,8726
2018-12-13,8746
2018-12-14,8564
2018-12-15,8325
2018-12-16,8374
2018-12-17,8541
2018-12-18,8898
2018-12-19,8896
2018-12-20,8842
2018-12-21,8744
2018-12-22,8701
2018-12-23,8735
2018-12-24,8758
2018-12-25,8755
2018-12-26,8769
2018-12-27,8668
2018-12-28,8601
2018-12-29,8600
2018-12-30,8628
2018-12-31,8803
2019-01-01,8741
2019-01-02,8824
2019-01-03,9053
2019-01-04,9219
2019-01-05,9173
2019-01-06,9123
2019-01-08,9173
2019-01-10,8850
2019-01-11,8715
2019-01-12,8659
2019-01-13,8740
2019-01-14,9055
2019-01-15,9416
2019-01-16,9700
2019-01-17,9971
2019-01-18,10438
2019-01-19,10756
2019-01-20,10788
2019-01-21,10839
2019-01-22,10545
2019-01-23,10340
2019-01-24,10203
2019-01-25,9910
2019-01-26,9802
2019-01-27,9931
2019-01-28,9941
2019-01-29,9784
2019-01-30,9779
2019-01-31,9569
2019-02-01,9831
2019-02-02,10094
2019-02-03,10576
2019-02-04,11105
2019-02-05,11488
2019-02-06,11040
2019-02-07,10637
2019-02-08,10383
2019-02-09,10357
2019-02-10,10626
2019-02-11,10382
2019-02-12,10222
2019-02-13,10092
2019-02-14,10038
2019-02-15,10144
2019-02-16,10369
2019-02-17,10828
2019-02-18,11221
2019-02-19,11779
2019-02-20,12368
2019-02-21,12896
2019-02-22,12576
2019-02-23,11994
2019-02-24,12015
2019-02-25,11972
2019-02-26,11834
2019-02-27,11819
2019-02-28,11825
2019-03-01,11766
2019-03-02,11721
2019-03-03,11459
2019-03-04,10961
2019-03-05,10860
2019-03-06,10708
2019-03-07,10346
2019-03-08,10358
2019-03-09,10545
2019-03-10,10639
2019-03-11,10703
2019-03-12,10784
2019-03-13,10949
2019-03-14,11436
2019-03-15,12003
2019-03-16,12498
2019-03-17,13109
2019-03-18,13440
2019-03-19,13356
2019-03-20,13866
2019-03-21,14552
2019-03-22,15280
2019-03-23,15769
2019-03-24,15270
2019-03-25,14529
2019-03-26,13953
2019-03-27,13681
2019-03-28,13432
2019-03-29,12816
2019-03-30,12179
2019-03-31,11692
2019-04-01,11154
2019-04-02,10910
2019-04-03,10823
2019-04-04,10676
2019-04-05,10228
