date_obj,Yew%20shortbow price
2019-08-31,320
2019-09-01,326
2019-09-02,324
2019-09-03,322
2019-09-04,318
2019-09-05,313
2019-09-06,316
2019-09-07,314
2019-09-08,312
2019-09-09,316
2019-09-10,322
2019-09-11,327
2019-09-12,331
2019-09-13,333
2019-09-14,339
2019-09-15,342
2019-09-16,344
2019-09-17,340
2019-09-18,346
2019-09-19,350
2019-09-20,346
2019-09-21,351
2019-09-22,353
2019-09-23,348
2019-09-24,348
2019-09-25,345
2019-09-26,346
2019-09-27,345
2019-09-28,343
2019-09-29,339
2019-09-30,332
2019-10-01,334
2019-10-02,335
2019-10-03,328
2019-10-04,324
2019-10-05,335
2019-10-06,340
2019-10-07,328
2019-10-08,325
2019-10-09,328
2019-10-10,321
2019-10-11,321
2019-10-12,334
2019-10-13,339
2019-10-14,339
2019-10-15,345
2019-10-16,343
2019-10-17,353
2019-10-18,353
2019-10-19,352
2019-10-20,352
2019-10-21,352
2019-10-22,354
2019-10-23,358
2019-10-24,362
2019-10-25,360
2019-10-26,357
2019-10-27,357
2019-10-28,363
2019-10-29,357
2019-10-30,358
2019-10-31,361
2019-11-01,358
2019-11-02,358
2019-11-03,358
2019-11-04,361
2019-11-05,359
2019-11-06,362
2019-11-07,360
2019-11-08,352
2019-11-09,352
2019-11-10,350
2019-11-11,352
2019-11-12,352
2019-11-13,358
2019-11-14,352
2019-11-15,352
2019-11-16,356
2019-11-17,350
2019-11-18,349
2019-11-19,354
2019-11-20,354
2019-11-21,343
2019-11-22,344
2019-11-23,350
2019-11-24,346
2019-11-25,350
2019-11-26,357
2019-11-27,358
2019-11-28,360
2019-11-29,354
2019-11-30,360
2019-12-01,353
2019-12-02,353
2019-12-03,360
2019-12-04,365
2019-12-05,357
2019-12-06,371
2019-12-07,366
2019-12-08,366
2019-12-09,372
2019-12-10,376
2019-12-11,377
2019-12-12,372
2019-12-13,358
2019-12-14,347
2019-12-15,345
2019-12-16,356
2019-12-17,359
2019-12-18,354
2019-12-19,355
2019-12-20,357
2019-12-21,352
2019-12-22,354
2019-12-23,351
2019-12-24,362
2019-12-25,366
2019-12-26,380
2019-12-27,380
2019-12-28,379
2019-12-29,374
2019-12-30,368
2019-12-31,359
2020-01-01,361
2020-01-02,357
2020-01-03,364
2020-01-04,363
2020-01-05,357
2020-01-06,356
2020-01-07,359
2020-01-08,366
2020-01-09,370
2020-01-10,363
2020-01-11,354
2020-01-12,353
2020-01-13,343
2020-01-14,346
2020-01-15,354
2020-01-16,349
2020-01-17,354
2020-01-18,365
2020-01-19,364
2020-01-20,359
2020-01-21,349
2020-01-22,358
2020-01-23,359
2020-01-24,359
2020-01-25,364
2020-01-26,364
2020-01-27,358
2020-01-28,356
2020-01-29,357
2020-01-30,358
2020-01-31,350
2020-02-01,349
2020-02-02,354
2020-02-03,358
2020-02-04,359
2020-02-05,357
2020-02-06,364
2020-02-07,362
2020-02-08,369
2020-02-09,359
2020-02-10,360
2020-02-11,362
2020-02-12,356
2020-02-13,359
2020-02-14,359
2020-02-15,356
2020-02-16,358
2020-02-17,357
2020-02-18,360
2020-02-19,356
2020-02-20,352
2020-02-21,355
2020-02-22,352
2020-02-23,348
2020-02-24,344
2020-02-25,345
2020-02-26,340
2020-02-27,336
2020-02-28,334
2020-02-29,330
2020-03-01,333
2020-03-02,337
2020-03-03,336
2020-03-04,341
2020-03-05,344
2020-03-06,345
2020-03-07,344
2020-03-08,351
2020-03-09,351
2020-03-10,349
2020-03-11,348
2020-03-12,349
2020-03-13,351
2020-03-14,350
2020-03-15,350
2020-03-16,352
2020-03-17,352
2020-03-18,353
2020-03-19,352
2020-03-20,352
2020-03-21,352
2020-03-22,353
2020-03-23,355
2020-03-24,358
2020-03-25,358
2020-03-26,359
2020-03-27,350
2020-03-28,346
2020-03-29,337
2020-03-30,329
2020-03-31,312
2020-04-01,303
2020-04-02,305
2020-04-03,321
2020-04-04,312
2020-04-05,303
2020-04-06,298
2020-04-07,305
2020-04-08,310
2020-04-09,322
2020-04-10,333
2020-04-11,339
2020-04-12,345
2020-04-13,345
2020-04-14,345
2020-04-15,351
2020-04-16,353
2020-04-17,355
2020-04-18,352
2020-04-19,355
2020-04-20,352
2020-04-21,352
2020-04-22,349
2020-04-23,352
2020-04-24,353
2020-04-25,352
2020-04-26,356
2020-04-27,353
2020-04-28,351
2020-04-29,353
2020-04-30,353
2020-05-01,355
2020-05-02,352
2020-05-03,356
2020-05-04,359
2020-05-05,365
2020-05-06,366
2020-05-07,361
2020-05-08,358
2020-05-09,355
2020-05-10,356
2020-05-11,356
2020-05-12,354
2020-05-13,354
