date_obj,Armadyl%20chainskirt price
2016-01-11,13545329
2016-01-12,13458068
2016-01-13,13478704
2016-01-14,13618373
2016-01-15,13654758
2016-01-16,13975837
2016-01-17,14227185
2016-01-18,14411142
2016-01-19,14827082
2016-01-20,14769975
2016-01-21,14849870
2016-01-22,14759055
2016-01-23,14672123
2016-01-24,14666788
2016-01-25,14482338
2016-01-26,14431042
2016-01-27,14366647
2016-01-28,14366647
2016-01-29,14236299
2016-01-30,14236299
2016-01-31,14171709
2016-02-01,14167152
2016-02-02,14075454
2016-02-03,14102151
2016-02-04,14082962
2016-02-05,14113333
2016-02-06,14076388
2016-02-07,14053961
2016-02-08,14030212
2016-02-09,13977349
2016-02-10,13904735
2016-02-11,13886568
2016-02-12,13891568
2016-02-13,13913643
2016-02-14,13913643
2016-02-15,13989389
2016-02-16,13945292
2016-02-17,13920813
2016-02-18,13785062
2016-02-19,13733155
2016-02-20,13878174
2016-02-21,13935022
2016-02-22,13935022
2016-02-23,13809565
2016-02-24,13530145
2016-02-25,13536198
2016-02-26,13536198
2016-02-27,13839832
2016-02-28,13811367
2016-02-29,13894568
2016-03-01,14017059
2016-03-02,14345893
2016-03-03,14461939
2016-03-04,14384280
2016-03-05,14408776
2016-03-06,14376581
2016-03-07,14374756
2016-03-08,14383189
2016-03-09,14292304
2016-03-10,14180858
2016-03-11,14070408
2016-03-12,13988669
2016-03-13,13969184
2016-03-14,13900078
2016-03-15,13900268
2016-03-16,13937211
2016-03-17,13882379
2016-03-18,13906502
2016-03-19,13932011
2016-03-20,13818416
2016-03-21,13726754
2016-03-22,13489596
2016-03-23,13445759
2016-03-24,13395205
2016-03-25,13366834
2016-03-26,13330538
2016-03-27,13172243
2016-03-28,13125986
2016-03-29,13058091
2016-03-30,13058091
2016-03-31,12772084
2016-04-01,12278060
2016-04-02,12523732
2016-04-03,13032492
2016-04-04,13581794
2016-04-05,13645392
2016-04-06,13871371
2016-04-07,13882893
2016-04-08,13776445
2016-04-09,13824253
2016-04-10,14221767
2016-04-11,14221767
2016-04-12,13974892
2016-04-13,13907594
2016-04-14,13886278
2016-04-15,13980412
2016-04-16,14458379
2016-04-17,14637121
2016-04-18,14693268
2016-04-19,14932242
2016-04-20,14774659
2016-04-21,14588424
2016-04-22,14588424
2016-04-23,14576021
2016-04-24,14574386
2016-04-25,14502959
2016-04-26,14511569
2016-04-27,14482632
2016-04-28,14412212
2016-04-29,14386081
2016-04-30,14375054
2016-05-01,14296221
2016-05-02,14254918
2016-05-03,14190154
2016-05-04,14112899
2016-05-05,13995704
2016-05-06,13995704
2016-05-07,13896307
2016-05-08,13857797
2016-05-09,13603618
2016-05-10,13559914
2016-05-11,13553169
2016-05-12,13611515
2016-05-13,13678635
2016-05-14,13860009
2016-05-15,13956966
2016-05-16,13890962
2016-05-17,13857588
2016-05-18,13845141
2016-05-19,14095457
2016-05-22,14456296
2016-05-23,14402281
2016-05-24,14571629
2016-05-25,14425760
2016-05-26,14411254
2016-05-27,14413969
2016-05-28,14413969
2016-05-29,14447733
2016-05-30,14447733
2016-05-31,14429665
2016-06-01,14897679
2016-06-02,14870582
2016-06-03,14823926
2016-06-04,14782313
2016-06-05,14761502
2016-06-06,14686594
2016-06-07,14686594
2016-06-08,14769773
2016-06-09,14983490
2016-06-10,15279384
2016-06-11,15903294
2016-06-12,16333410
2016-06-13,15632054
2016-06-14,15511610
2016-06-15,15432588
2016-06-16,15380226
2016-06-17,15110104
2016-06-18,14708528
2016-06-19,14364710
2016-06-20,14168991
2016-06-21,14040035
2016-06-22,13977970
2016-06-23,13793692
2016-06-24,13660708
2016-06-25,13563999
2016-06-26,13749878
2016-06-27,13848282
2016-06-28,13871278
2016-06-29,14008132
2016-06-30,13818794
2016-07-01,13884821
2016-07-02,14033009
2016-07-03,14299585
2016-07-04,14351589
2016-07-05,14263024
2016-07-06,14195853
2016-07-07,13994967
2016-07-08,13819841
2016-07-09,13682503
2016-07-10,13623142
2016-07-11,13645706
2016-07-12,13777899
2016-07-13,13656145
2016-07-14,13539734
2016-07-15,13512066
2016-07-16,13981935
2016-07-17,14445081
2016-07-18,14403030
2016-07-23,14578929
2016-07-24,14547304
2016-07-25,14374575
2016-07-26,14374575
2016-07-27,14383252
2016-07-28,14252556
2016-07-29,14173477
2016-07-30,14037912
2016-07-31,14037912
2016-08-01,14083050
2016-08-02,14046910
2016-08-03,13958126
2016-08-04,13893911
2016-08-05,13920724
2016-08-06,14449941
2016-08-07,14596230
2016-08-08,14466475
2016-08-09,14280464
2016-08-10,14067447
2016-08-11,13825136
2016-08-12,13574272
2016-08-13,13694229
2016-08-14,13819631
2016-08-15,14270160
2016-08-16,14094110
2016-08-17,13976778
2016-08-18,13430141
2016-08-19,13136967
2016-08-20,13206885
2016-08-21,13189105
2016-08-22,13399275
2016-08-23,13324160
2016-08-24,12839518
2016-08-25,12302971
2016-08-26,12302971
2016-08-28,12798687
2016-08-31,12907697
2016-09-01,12857474
2016-09-02,12857474
2016-09-03,12880826
2016-09-04,12912189
2016-09-05,12927185
2016-09-06,13098943
2016-09-07,12928451
2016-09-08,12928451
2016-09-09,12786065
2016-09-10,12780017
2016-09-11,12780017
2016-09-12,12382186
2016-09-13,12222128
2016-09-14,12634567
2016-09-15,12821506
2016-09-16,12821506
2016-09-17,12889915
2016-09-18,12978068
2016-09-19,12814968
2016-09-20,12814968
2016-09-21,12697233
2016-09-22,12696567
2016-09-23,12673994
2016-09-24,12673994
2016-09-25,12466993
2016-09-26,12407946
2016-09-27,12471340
2016-09-28,12506806
2016-09-29,12743179
2016-09-30,12990156
2016-10-01,13081773
2016-10-02,13081773
2016-10-03,13459631
2016-10-04,13760698
2016-10-05,13591561
2016-10-06,13496115
2016-10-07,13583536
2016-10-08,13729835
2016-10-09,13729835
2016-10-10,13812232
2016-10-11,14270044
2016-10-12,14347756
2016-10-13,14384243
2016-10-14,14648516
2016-10-15,15102776
2016-10-16,14969237
2016-10-17,14745848
2016-10-18,14181041
2016-10-19,14357191
2016-10-20,14197262
2016-10-21,14431170
2016-10-22,14431170
2016-10-23,14592542
2016-10-24,14333260
2016-10-25,14333260
2016-10-26,14728806
2016-10-27,14843695
2016-10-28,14783608
2016-10-29,14761886
2016-10-30,14768958
2016-10-31,14751669
2016-11-01,14751669
2016-11-02,14943228
2016-11-03,15037103
2016-11-04,15140168
2016-11-05,15140168
2016-11-06,15118413
2016-11-07,15060149
2016-11-08,14532391
2016-11-09,14228718
2016-11-10,13798452
2016-11-11,13963505
2016-11-12,13967999
2016-11-13,14148477
2016-11-14,14371048
2016-11-15,14372652
2016-12-07,14938059
2016-12-08,14833594
2016-12-09,14869943
2016-12-10,14993494
2016-12-11,15532876
2016-12-12,16231305
2016-12-13,16163934
2016-12-14,16271945
2016-12-15,16271945
2016-12-16,16573298
2016-12-17,16775953
2016-12-18,16886134
2016-12-19,17173505
2016-12-20,17270489
2016-12-21,17185303
2016-12-22,17483105
2016-12-23,18106073
2016-12-24,18779002
2016-12-25,19609981
2016-12-26,19829749
2016-12-27,20177531
2016-12-28,19625557
2016-12-29,18668879
2016-12-30,17735435
2016-12-31,17564920
2017-01-01,18360291
2017-01-02,18543126
2017-01-03,18453155
2017-01-04,17789074
2017-01-05,16899620
2017-01-06,16054639
2017-01-07,15251907
2017-01-08,14881646
2017-01-09,14199492
2017-01-10,13814159
2017-01-11,13805583
2017-01-12,14258544
2017-01-13,14409292
2017-01-14,14456350
2017-01-15,14728115
2017-01-16,14567684
2017-01-17,14433436
2017-01-18,14460921
2017-01-19,14477745
2017-01-20,14543383
2017-01-21,15058367
2017-01-22,15362403
2017-01-23,15307985
2017-01-27,14574171
2017-01-28,14262318
2017-01-29,14737149
2017-01-30,15039382
2017-01-31,14995976
2017-02-01,14864769
2017-02-02,14880038
2017-02-03,14982350
2017-02-04,15133018
2017-02-05,15825757
2017-02-06,16378205
2017-02-07,16919069
2017-02-08,16943557
2017-02-09,16943557
2017-02-10,17043114
2017-02-11,16796571
2017-02-12,16723009
2017-02-13,16592046
2017-02-14,16506691
2017-02-15,16383697
2017-02-16,16443833
2017-02-18,16583879
2017-02-19,16349690
2017-02-20,16127155
2017-02-21,15785571
2017-02-22,15012729
2017-02-23,14571450
2017-02-24,14729354
2017-02-25,14859995
2017-02-26,14763996
2017-02-27,14597402
2017-02-28,14678701
2017-03-01,14605816
2017-03-02,14866946
2017-03-03,15224145
2017-03-04,15330893
2017-03-05,15787115
2017-03-06,15976757
2017-03-07,16098697
2017-03-08,16000565
2017-03-09,15913253
2017-03-10,15598890
2017-03-11,15425121
2017-03-12,15505293
2017-03-13,15366895
2017-03-14,15494927
2017-03-15,15423445
2017-03-16,15266440
2017-03-17,15123385
2017-03-18,15011075
2017-03-19,14682881
2017-03-20,14023569
2017-03-21,13907492
2017-03-22,14508286
2017-03-23,15001552
2017-03-24,15663264
2017-03-25,15850897
2017-03-26,15986798
2017-03-27,16747867
2017-03-28,16762773
2017-03-29,16574963
2017-03-30,16549452
2017-03-31,16598519
2017-04-01,16839026
2017-04-02,17625311
2017-04-03,17618152
2017-04-04,17493263
2017-04-05,17350487
2017-04-12,16964979
2017-04-13,17097039
2017-04-14,17006438
2017-04-15,16962855
2017-04-16,16959697
2017-04-17,17176645
2017-04-18,17581406
2017-04-19,17574544
2017-04-20,17792424
2017-04-21,18164500
2017-04-22,18371592
2017-04-23,18918856
2017-04-24,18396395
2017-04-25,18201163
2017-04-26,18145738
2017-04-27,18242861
2017-04-28,18731708
2017-04-29,18989684
2017-04-30,19168335
2017-05-01,19124587
2017-05-02,19044076
2017-05-03,19024768
2017-05-04,19128827
2017-05-05,19565426
2017-05-06,20436427
2017-05-07,21341167
2017-05-08,21294715
2017-05-09,21205024
2017-05-10,21126307
2017-05-11,21041522
2017-05-12,20702587
2017-05-13,20461904
2017-05-14,20265521
2017-05-15,19950094
2017-05-16,20398148
2017-05-17,20598902
2017-05-18,21224616
2017-05-19,20853163
2017-05-20,20918812
2017-05-21,20918812
2017-05-22,20983373
2017-05-23,20774285
2017-05-24,20748120
2017-05-25,21784515
2017-05-26,22873741
2017-05-27,24017414
2017-05-28,25218285
2017-05-29,26478787
2017-05-30,27799711
2017-05-31,28198362
2017-06-01,27014275
2017-06-02,25663561
2017-06-03,25619325
2017-06-04,26052623
2017-06-05,26612737
2017-06-06,26124994
2017-06-07,26319501
2017-06-08,26319501
2017-06-09,26625844
2017-06-10,27103037
2017-06-11,25768005
2017-06-12,24479604
2017-06-13,24475079
2017-06-14,24918030
2017-06-15,25810779
2017-06-16,26122287
2017-06-17,26184951
2017-06-18,25739418
2017-06-19,25739418
2017-06-20,24633090
2017-06-21,25250937
2017-06-22,25306994
2017-06-23,25428653
2017-06-24,25583487
2017-06-25,25504984
2017-06-26,25334257
2017-06-27,25480743
2017-06-28,26106626
2017-06-29,25476726
2017-06-30,25248328
2017-07-01,25248328
2017-07-02,25695411
2017-07-03,25666986
2017-07-04,25515528
2017-07-05,25515528
2017-07-06,24794970
2017-07-07,24794970
2017-07-08,24753421
2017-07-09,25143519
2017-07-13,25487626
2017-07-14,24343538
2017-07-15,24861259
2017-07-16,24897770
2017-07-17,24743363
2017-07-18,24628798
2017-07-19,24164359
2017-07-20,24260389
2017-07-21,25087749
2017-07-22,25335789
2017-07-23,25276688
2017-07-24,25089258
2017-07-25,25235153
2017-07-26,25302775
2017-07-27,25185050
2017-07-28,25269464
2017-07-29,25595947
2017-07-30,25410971
2017-07-31,25410971
2017-08-01,26157599
2017-08-02,26594555
2017-08-03,26488038
2017-08-04,26525747
2017-08-05,26800472
2017-08-06,26751930
2017-08-07,26634011
2017-08-08,26434734
2017-08-09,26359348
2017-08-10,26466768
2017-08-11,26809302
2017-08-12,26766798
2017-08-13,26929763
2017-08-14,26791060
2017-08-15,26743255
2017-08-16,26702573
2017-08-17,26893648
2017-08-18,26893648
2017-08-19,27429635
2017-08-20,27297201
2017-08-21,27127074
2017-08-22,26728096
2017-08-23,26504357
2017-08-24,26365409
2017-08-25,26518233
2017-08-26,26531612
2017-08-27,26244957
2017-08-28,25872134
2017-08-29,25939581
2017-08-30,26067028
2017-08-31,25991415
2017-09-01,25972815
2017-09-02,26031258
2017-09-03,26157774
2017-09-04,26530093
2017-09-05,26783000
2017-09-06,26896441
2017-09-07,26220447
2017-09-08,24956187
2017-09-09,25082176
2017-09-10,24771305
2017-09-11,25037537
2017-09-12,25213412
2017-09-13,25281095
2017-09-14,25119504
2017-09-15,25119504
2017-09-16,25062108
2017-09-17,24857386
2017-09-18,24881503
2017-09-19,24766471
2017-09-20,24653953
2017-09-22,24533443
2017-09-23,24500892
2017-09-24,24546414
2017-09-25,24686482
2017-09-26,24694990
2017-09-27,24485772
2017-09-28,24013852
2017-09-29,24031093
2017-09-30,24203970
2017-10-01,24724205
2017-10-02,24683450
2017-10-03,24556920
2017-10-04,24512125
2017-10-05,24897883
2017-10-06,25902426
2017-10-07,26247475
2017-10-08,26403358
2017-10-09,26234855
2017-10-10,26088719
2017-10-11,26088719
2017-10-12,26042185
2017-10-13,26167483
2017-10-14,25866464
2017-10-15,25866464
2017-10-16,25408271
2017-10-17,25408271
2017-10-18,25241939
2017-10-19,25526471
2017-10-20,25603342
2017-10-21,25510201
2017-10-22,25402641
2017-10-23,25102736
2017-10-24,25290561
2017-10-25,25423903
2017-10-26,26416714
2017-10-27,27332138
2017-10-28,27332138
2017-10-29,27524371
2017-10-30,26606179
2017-10-31,26706989
2017-11-01,26706989
2017-11-02,26784856
2017-11-03,26811128
2017-11-04,26983295
2017-11-05,26881493
2017-11-06,26834904
2017-11-07,26731748
2017-11-08,26499171
2017-11-09,25919184
2017-11-10,26019164
2017-11-11,26068111
2017-11-12,26012251
2017-11-13,26157784
2017-11-14,26481187
2017-11-15,26330254
2017-11-16,26679002
2017-11-17,27657838
2017-11-18,27390253
2017-11-19,27402799
2017-11-20,27232336
2017-11-21,27109238
2017-11-22,27179237
2017-11-23,27069684
2017-11-24,26993415
2017-11-25,27120313
2017-11-26,27368322
2017-11-27,27368322
2017-11-28,26797332
2017-11-29,26223252
2017-11-30,25959594
2017-12-01,26359327
2017-12-02,26667116
2017-12-03,26812078
2017-12-04,26678442
2017-12-05,26473783
2017-12-06,26618874
2017-12-07,26843532
2017-12-08,27090097
2017-12-09,27665375
2017-12-10,27611972
2017-12-11,27672523
2017-12-12,27507222
2017-12-13,27431691
2017-12-14,27211350
2017-12-15,27097634
2017-12-16,27207346
2017-12-17,27875478
2017-12-18,28556568
2017-12-19,28356237
2017-12-20,28811050
2017-12-21,29768507
2017-12-22,29929287
2017-12-23,30384095
2017-12-24,30512607
2017-12-25,30679640
2017-12-26,30427533
2017-12-27,30006354
2017-12-28,29881309
2017-12-29,30498769
2017-12-30,30548656
2017-12-31,30296519
2018-01-01,30091254
2018-01-02,29782328
2018-01-03,30056986
2018-01-04,31469243
2018-01-05,32142762
2018-01-06,32109392
2018-01-07,32185013
2018-01-08,31992490
2018-01-09,30457481
2018-01-10,28940616
2018-01-11,28389993
2018-01-12,28936145
2018-01-13,30252960
2018-01-14,29839915
2018-01-15,29420246
2018-01-16,29199164
2018-01-17,29777185
2018-01-18,30181935
2018-01-19,30181935
2018-01-20,30271457
2018-01-21,30630523
2018-01-22,30806782
2018-01-23,30397465
2018-01-24,30280980
2018-01-25,31101345
2018-01-26,31179278
2018-01-27,31143709
2018-01-28,31228584
2018-01-29,30930799
2018-01-30,30878482
2018-01-31,30558807
2018-02-01,30226033
2018-02-02,30658719
2018-02-03,30551715
2018-02-04,30669987
2018-02-05,30339186
2018-02-06,30242378
2018-02-07,30282038
2018-02-08,30468403
2018-02-09,30541614
2018-02-10,30158531
2018-02-11,29785217
2018-02-12,29154276
2018-02-13,28824435
2018-02-14,29143653
2018-02-15,29489288
2018-02-16,29414179
2018-02-17,29537358
2018-02-18,29787975
2018-02-19,29932484
2018-02-20,30121647
2018-02-21,31037792
2018-02-22,31080565
2018-02-23,31632435
2018-02-24,31752393
2018-02-25,31802746
2018-02-26,32064500
2018-02-27,31935843
2018-02-28,31791511
2018-03-01,31360700
2018-03-02,31473636
2018-03-03,31785079
2018-03-04,31526924
2018-03-05,31134071
2018-03-06,30976876
2018-03-07,31383677
2018-03-08,32415125
2018-03-09,33753406
2018-03-10,33566858
2018-03-11,33545429
2018-03-12,33123958
2018-03-13,32716875
2018-03-14,32449382
2018-03-15,32499340
2018-03-16,32593289
2018-03-17,32518447
2018-03-18,32600463
2018-03-20,32497987
2018-03-22,32617768
2018-03-23,32804786
2018-03-24,33280478
2018-03-25,33685500
2018-03-26,33315229
2018-03-27,32523700
2018-03-28,31900693
2018-03-29,32477990
2018-03-30,32305414
2018-03-31,32400621
2018-04-01,32311338
2018-04-02,32226765
2018-04-03,32462533
2018-04-04,32718165
2018-04-05,32519067
2018-04-06,32553659
2018-04-07,32740264
2018-04-08,32676241
2018-04-09,32672489
2018-04-10,32497318
2018-04-11,32472777
2018-04-12,32549348
2018-04-13,33014575
2018-04-14,33244977
2018-04-15,33859582
2018-04-16,33411703
2018-04-17,33297524
2018-04-18,33073244
2018-04-19,32966795
2018-04-20,32835050
2018-04-21,33407753
2018-04-22,33916303
2018-04-23,35241714
2018-04-24,35979480
2018-04-25,35420592
2018-04-26,35864556
2018-04-27,35846801
2018-04-28,36095541
2018-04-29,36033724
2018-04-30,36286823
2018-05-01,36064812
2018-05-02,35988491
2018-05-03,36716657
2018-05-04,36430084
2018-05-05,37459787
2018-05-06,37537863
2018-05-07,37421777
2018-05-08,36868268
2018-05-09,35285029
2018-05-10,33520777
2018-05-11,33132243
2018-05-12,34708188
2018-05-13,34955325
2018-05-14,34653125
2018-05-15,34314127
2018-05-16,33841154
2018-05-17,33527494
2018-05-18,34148498
2018-05-19,34539498
2018-05-20,34701871
2018-05-21,34711269
2018-05-22,34494706
2018-05-23,34711378
2018-05-24,35229069
2018-05-25,36563385
2018-05-26,37005012
2018-05-27,37198263
2018-05-28,37110644
2018-05-29,37181016
2018-05-30,36960946
2018-05-31,36037674
2018-06-01,34990043
2018-06-02,35416462
2018-06-03,35078765
2018-06-04,35003740
2018-06-05,34431823
2018-06-06,33358520
2018-06-07,31690594
2018-06-08,32908662
2018-06-09,34455499
2018-06-10,34334305
2018-06-11,34014098
2018-06-12,33949061
2018-06-13,32446060
2018-06-14,32649528
2018-06-15,33912560
2018-06-16,34956246
2018-06-17,35941505
2018-06-18,34790320
2018-06-19,34811850
2018-06-20,34679646
2018-06-21,35112574
2018-06-22,35423659
2018-06-23,36768838
2018-06-24,36753016
2018-06-25,36857599
2018-06-26,36578380
2018-06-27,36445425
2018-06-28,35431556
2018-06-29,35404394
2018-06-30,35185438
2018-07-01,35289926
2018-07-02,34994197
2018-07-03,34570463
2018-07-04,33695750
2018-07-05,33518271
2018-07-06,33476813
2018-07-07,34067399
2018-07-08,34708937
2018-07-09,34424253
2018-07-10,34538874
2018-07-11,34439779
2018-07-12,34143116
2018-07-13,34275986
2018-07-14,34630007
2018-07-15,34595267
2018-07-16,34468769
2018-07-17,34956949
2018-07-18,34955686
2018-07-19,34640769
2018-07-20,35147272
2018-07-21,35507518
2018-07-22,35606582
2018-07-23,34963117
2018-07-24,35054623
2018-07-25,34615715
2018-07-26,34173855
2018-07-27,33666052
2018-07-28,34025503
2018-07-29,34169092
2018-07-30,34054390
2018-07-31,33834057
2018-08-01,33838261
2018-08-02,33800360
2018-08-03,33656135
2018-08-04,33866832
2018-08-05,33466481
2018-08-06,33117664
2018-08-07,31867871
2018-08-08,30404630
2018-08-09,30416028
2018-08-10,31432162
2018-08-11,31878208
2018-08-12,32441076
2018-08-14,31237150
2018-08-16,29003256
2018-08-17,30236526
2018-08-18,30849711
2018-08-19,31687608
2018-08-20,32025098
2018-08-21,32199658
2018-08-22,32487362
2018-08-23,32639702
2018-08-24,33089614
2018-08-25,33453546
2018-08-26,33330177
2018-08-27,33171438
2018-08-28,33031607
2018-08-29,32798444
2018-08-30,32839113
2018-08-31,33270936
2018-09-01,33939284
2018-09-02,33782621
2018-09-03,33617842
2018-09-04,33348668
2018-09-05,32806912
2018-09-06,32290193
2018-09-07,32085365
2018-09-08,31890353
2018-09-09,31562628
2018-09-10,31255752
2018-09-11,30998273
2018-09-12,30973030
2018-09-13,30972973
2018-09-14,30920253
2018-09-15,31173024
2018-09-16,31682982
2018-09-17,31570241
2018-09-18,31398324
2018-09-19,31345209
2018-09-20,31350459
2018-09-21,31644163
2018-09-22,32462201
2018-09-23,32148364
2018-09-24,32585235
2018-09-25,32884726
2018-09-26,33198168
2018-09-27,33165238
2018-09-28,33489050
2018-09-29,33594269
2018-09-30,33688279
2018-10-01,33590904
2018-10-02,33440175
2018-10-03,33368519
2018-10-04,33525538
2018-10-05,33844058
2018-10-06,33969512
2018-10-07,34220522
2018-10-08,34498979
2018-10-09,34828020
2018-10-10,34846163
2018-10-11,34842691
2018-10-12,34817382
2018-10-13,35848004
2018-10-14,36069424
2018-10-15,36672068
2018-10-16,36429838
2018-10-17,36342185
2018-10-18,35724529
2018-10-19,35329896
2018-10-20,35258544
2018-10-21,35403150
2018-10-22,35136959
2018-10-23,35017257
2018-10-24,34999026
2018-10-25,35118434
2018-10-26,35151262
2018-10-27,35785479
2018-10-28,35631102
2018-10-29,35405858
2018-10-30,35076627
2018-10-31,34611028
2018-11-01,34364113
2018-11-03,34119152
2018-11-04,34601357
2018-11-05,34532575
2018-11-06,34452664
2018-11-07,34332123
2018-11-08,34201099
