date_obj,Bronze%20crossbow price
2016-04-29,135
2016-04-30,135
2016-05-01,135
2016-05-02,135
2016-05-03,141
2016-05-04,141
2016-05-05,141
2016-05-06,141
2016-05-07,141
2016-05-08,141
2016-05-09,141
2016-05-10,137
2016-05-11,137
2016-05-12,137
2016-05-13,137
2016-05-14,137
2016-05-15,137
2016-05-16,137
2016-05-17,131
2016-05-18,131
2016-05-19,131
2016-05-22,131
2016-05-23,131
2016-05-24,124
2016-05-25,124
2016-05-26,124
2016-05-27,124
2016-05-28,124
2016-05-29,117
2016-05-30,117
2016-05-31,117
2016-06-01,117
2016-06-02,117
2016-06-03,117
2016-06-04,114
2016-06-05,114
2016-06-06,114
2016-06-07,114
2016-06-08,114
2016-06-09,114
2016-06-10,110
2016-06-11,110
2016-06-12,110
2016-06-13,110
2016-06-14,110
2016-06-15,110
2016-06-16,105
2016-06-17,105
2016-06-18,105
2016-06-19,105
2016-06-20,105
2016-06-21,105
2016-06-22,100
2016-06-23,100
2016-06-24,100
2016-06-25,100
2016-06-26,100
2016-06-27,100
2016-06-28,95
2016-06-29,95
2016-06-30,95
2016-07-01,95
2016-07-02,95
2016-07-03,95
2016-07-04,91
2016-07-05,91
2016-07-06,91
2016-07-07,91
2016-07-08,91
2016-07-09,91
2016-07-10,89
2016-07-11,89
2016-07-12,89
2016-07-13,89
2016-07-14,89
2016-07-15,89
2016-07-16,89
2016-07-17,92
2016-07-18,92
2016-07-23,92
2016-07-24,92
2016-07-25,92
2016-07-26,92
2016-07-27,92
2016-07-28,92
2016-07-29,92
2016-07-30,92
2016-07-31,92
2016-08-01,92
2016-08-02,92
2016-08-03,95
2016-08-04,95
2016-08-05,95
2016-08-06,95
2016-08-07,95
2016-08-08,95
2016-08-09,95
2016-08-10,95
2016-08-11,95
2016-08-12,100
2016-08-13,100
2016-08-14,100
2016-08-15,100
2016-08-16,100
2016-08-17,100
2016-08-18,100
2016-08-19,100
2016-08-20,100
2016-08-21,103
2016-08-22,103
2016-08-23,103
2016-08-24,103
2016-08-25,103
2016-08-26,103
2016-08-28,103
2016-08-31,103
2016-09-01,103
2016-09-02,103
2016-09-03,103
2016-09-04,103
2016-09-05,103
2016-09-06,100
2016-09-07,100
2016-09-08,100
2016-09-09,100
2016-09-10,100
2016-09-11,100
2016-09-12,100
2016-09-13,100
2016-09-14,100
2016-09-15,100
2016-09-16,100
2016-09-17,101
2016-09-18,101
2016-09-19,101
2016-09-20,101
2016-09-21,101
2016-09-22,101
2016-09-23,101
2016-09-24,101
2016-09-25,101
2016-09-26,101
2016-09-27,102
2016-09-28,102
2016-09-29,102
2016-09-30,102
2016-10-01,102
2016-10-02,102
2016-10-03,102
2016-10-04,102
2016-10-05,102
2016-10-06,101
2016-10-07,101
2016-10-08,101
2016-10-09,101
2016-10-10,101
2016-10-11,101
2016-10-12,101
2016-10-13,101
2016-10-14,101
2016-10-15,101
2016-10-16,101
2016-10-17,101
2016-10-18,101
2016-10-19,101
2016-10-20,101
2016-10-21,101
2016-10-22,101
2016-10-23,101
2016-10-24,101
2016-10-25,101
2016-10-26,101
2016-10-27,101
2016-10-28,101
2016-10-29,101
2016-10-30,101
2016-10-31,101
2016-11-01,103
2016-11-02,103
2016-11-03,103
2016-11-04,103
2016-11-05,103
2016-11-06,103
2016-11-07,103
2016-11-08,103
2016-11-09,103
2016-11-10,102
2016-11-11,102
2016-11-12,102
2016-11-13,102
2016-11-14,102
2016-11-15,102
2016-12-07,102
2016-12-08,102
2016-12-09,102
2016-12-10,102
2016-12-11,102
2016-12-12,102
2016-12-13,102
2016-12-14,102
2016-12-15,102
2016-12-16,102
2016-12-17,102
2016-12-18,102
2016-12-19,101
2016-12-20,101
2016-12-21,101
2016-12-22,101
2016-12-23,101
2016-12-24,101
2016-12-25,101
2016-12-26,102
2016-12-27,102
2016-12-28,102
2016-12-29,102
2016-12-30,102
2016-12-31,102
2017-01-01,102
2017-01-02,107
2017-01-03,107
2017-01-04,107
2017-01-05,107
2017-01-06,107
2017-01-07,107
2017-01-08,107
2017-01-09,107
2017-01-10,107
2017-01-11,107
2017-01-12,107
2017-01-13,107
2017-01-14,107
2017-01-15,102
2017-01-16,102
2017-01-17,102
2017-01-18,102
2017-01-19,102
2017-01-20,102
2017-01-21,102
2017-01-22,102
2017-01-23,102
2017-01-27,101
2017-01-28,101
2017-01-29,101
2017-01-30,101
2017-01-31,95
2017-02-01,95
2017-02-02,95
2017-02-03,95
2017-02-04,95
2017-02-05,96
2017-02-06,96
2017-02-07,96
2017-02-08,96
2017-02-09,96
2017-02-10,96
2017-02-11,94
2017-02-12,94
2017-02-13,94
2017-02-14,94
2017-02-15,94
2017-02-16,94
2017-02-18,99
2017-02-19,99
2017-02-20,99
2017-02-21,99
2017-02-22,99
2017-02-23,101
2017-02-24,101
2017-02-25,101
2017-02-26,101
2017-02-27,101
2017-02-28,101
2017-03-01,102
2017-03-02,102
2017-03-03,102
2017-03-04,102
2017-03-05,102
2017-03-06,102
2017-03-07,104
2017-03-08,104
2017-03-09,104
2017-03-10,104
2017-03-11,104
2017-03-12,104
2017-03-13,103
2017-03-14,103
2017-03-15,103
2017-03-16,103
2017-03-17,103
2017-03-18,103
2017-03-19,102
2017-03-20,102
2017-03-21,102
2017-03-22,102
2017-03-23,102
2017-03-24,98
2017-03-25,98
2017-03-26,98
2017-03-27,98
2017-03-28,98
2017-03-29,98
2017-03-30,101
2017-03-31,101
2017-04-01,101
2017-04-02,101
2017-04-03,101
2017-04-04,101
2017-04-12,102
2017-04-13,102
2017-04-14,102
2017-04-15,102
2017-04-16,102
2017-04-17,102
2017-04-18,102
2017-04-19,102
2017-04-20,102
2017-04-21,101
2017-04-22,101
2017-04-23,101
2017-04-24,101
2017-04-25,101
2017-04-26,101
2017-04-27,101
2017-04-28,101
2017-04-29,101
2017-04-30,101
2017-05-01,101
2017-05-02,101
2017-05-03,101
2017-05-04,101
2017-05-05,101
2017-05-06,102
2017-05-07,102
2017-05-08,102
2017-05-09,102
2017-05-10,102
2017-05-11,106
2017-05-12,106
2017-05-13,106
2017-05-14,106
2017-05-15,106
2017-05-16,104
2017-05-17,104
2017-05-18,104
2017-05-19,104
2017-05-20,104
2017-05-21,104
2017-05-22,102
2017-05-23,102
2017-05-24,102
2017-05-25,102
2017-05-26,102
2017-05-27,104
2017-05-28,104
2017-05-29,104
2017-05-30,104
2017-05-31,104
2017-06-01,104
2017-06-02,104
2017-06-03,104
2017-06-04,104
2017-06-05,104
2017-06-06,104
2017-06-07,102
2017-06-08,102
2017-06-09,102
2017-06-10,102
2017-06-11,102
2017-06-12,102
2017-06-13,102
2017-06-14,102
2017-06-15,102
2017-06-16,104
2017-06-17,104
2017-06-18,104
2017-06-19,104
2017-06-20,104
2017-06-21,103
2017-06-22,103
2017-06-23,103
2017-06-24,103
2017-06-25,103
2017-06-26,103
2017-06-27,101
2017-06-28,101
2017-06-29,101
2017-06-30,101
2017-07-01,101
2017-07-02,101
2017-07-03,102
2017-07-04,102
2017-07-05,102
2017-07-06,102
2017-07-07,102
2017-07-08,102
2017-07-13,104
2017-07-14,102
2017-07-15,102
2017-07-16,102
2017-07-17,102
2017-07-18,102
2017-07-19,102
2017-07-20,101
2017-07-21,101
2017-07-22,101
2017-07-23,101
2017-07-24,101
2017-07-25,101
2017-07-26,101
2017-07-27,101
2017-07-28,101
2017-07-29,101
2017-07-30,101
2017-07-31,100
2017-08-01,100
2017-08-02,100
2017-08-03,100
2017-08-04,100
2017-08-05,100
2017-08-06,100
2017-08-09,100
2017-08-10,102
2017-08-11,102
2017-08-12,102
2017-08-13,102
2017-08-14,102
2017-08-15,102
2017-08-16,103
2017-08-17,103
2017-08-18,103
2017-08-19,103
2017-08-20,103
2017-08-21,106
2017-08-22,106
2017-08-23,106
2017-08-24,106
2017-08-25,106
2017-08-26,107
2017-08-27,107
2017-08-28,107
2017-08-29,107
2017-08-30,107
2017-08-31,104
2017-09-01,104
2017-09-02,104
2017-09-03,104
2017-09-04,104
2017-09-05,102
2017-09-06,102
2017-09-07,102
2017-09-08,102
2017-09-09,102
2017-09-10,101
2017-09-11,101
2017-09-12,101
2017-09-13,101
2017-09-14,101
2017-09-15,101
2017-09-16,103
2017-09-17,103
2017-09-18,103
2017-09-19,103
2017-09-20,103
2017-09-21,105
2017-09-22,105
2017-09-23,105
2017-09-24,105
2017-09-25,105
2017-09-26,108
2017-09-27,108
2017-09-28,108
2017-09-29,108
2017-09-30,108
2017-10-01,108
2017-10-02,112
2017-10-03,112
2017-10-04,112
2017-10-05,112
2017-10-06,112
2017-10-07,112
2017-10-08,114
2017-10-09,114
2017-10-10,114
2017-10-11,114
2017-10-12,114
2017-10-13,111
2017-10-14,111
2017-10-15,111
2017-10-16,111
2017-10-17,111
2017-10-18,111
2017-10-19,112
2017-10-20,112
2017-10-21,112
2017-10-22,112
2017-10-23,112
2017-10-24,112
2017-10-25,110
2017-10-26,110
2017-10-27,110
2017-10-28,110
2017-10-29,110
2017-10-30,110
2017-10-31,108
2017-11-01,108
2017-11-02,108
2017-11-03,108
2017-11-04,108
2017-11-05,108
2017-11-06,108
2017-11-07,108
2017-11-08,108
2017-11-09,108
2017-11-10,108
2017-11-11,108
2017-11-12,108
2017-11-13,108
2017-11-14,108
2017-11-15,108
2017-11-16,107
2017-11-17,107
2017-11-18,107
2017-11-19,107
2017-11-20,107
2017-11-21,107
2017-11-22,107
2017-11-23,107
2017-11-24,107
2017-11-25,107
2017-11-26,107
2017-11-27,107
2017-11-28,106
2017-11-29,106
2017-11-30,106
2017-12-01,106
2017-12-02,106
2017-12-03,106
2017-12-04,102
2017-12-05,102
2017-12-06,102
2017-12-07,102
2017-12-08,102
2017-12-09,102
2017-12-10,102
2017-12-11,102
2017-12-12,102
2017-12-13,102
2017-12-14,102
2017-12-15,102
2017-12-16,102
2017-12-17,102
2017-12-18,102
2017-12-19,104
2017-12-20,104
2017-12-21,104
2017-12-22,104
2017-12-23,104
2017-12-24,104
2017-12-25,103
2017-12-26,103
2017-12-27,103
2017-12-28,103
2017-12-29,103
2017-12-30,102
2017-12-31,102
2018-01-01,102
2018-01-02,102
2018-01-03,102
2018-01-04,103
2018-01-05,103
2018-01-06,103
2018-01-07,104
2018-01-08,104
2018-01-09,104
2018-01-10,104
2018-01-11,104
2018-01-12,102
2018-01-13,102
2018-01-14,102
2018-01-15,102
2018-01-16,103
2018-01-17,103
2018-01-18,103
2018-01-19,103
2018-01-20,100
2018-01-21,100
2018-01-22,100
2018-01-23,100
2018-01-24,97
2018-01-25,97
2018-01-26,97
2018-01-27,100
2018-01-28,100
2018-01-29,102
2018-01-30,102
2018-01-31,102
2018-02-01,106
2018-02-02,106
2018-02-03,107
2018-02-04,107
2018-02-05,107
2018-02-06,102
2018-02-07,102
2018-02-08,102
2018-02-09,96
2018-02-10,96
2018-02-11,95
2018-02-12,95
2018-02-13,95
2018-02-14,100
2018-02-15,100
2018-02-16,100
2018-02-17,105
2018-02-18,105
2018-02-19,106
2018-02-20,106
2018-02-21,106
2018-02-22,103
2018-02-23,103
2018-02-24,103
2018-02-25,104
2018-02-26,104
2018-02-27,104
2018-02-28,102
2018-03-01,102
2018-03-02,103
2018-03-03,103
2018-03-04,103
2018-03-05,102
2018-03-06,102
2018-03-07,102
2018-03-08,102
2018-03-09,102
2018-03-10,102
2018-03-11,102
2018-03-12,104
2018-03-13,104
2018-03-14,104
2018-03-15,105
2018-03-16,105
2018-03-17,105
2018-03-18,103
2018-03-19,103
2018-03-20,103
2018-03-21,106
2018-03-23,106
2018-03-24,110
2018-03-25,110
2018-03-26,110
2018-03-27,111
2018-03-28,111
2018-03-29,111
2018-03-30,117
2018-03-31,117
2018-04-01,117
2018-04-02,123
2018-04-03,123
2018-04-04,123
2018-04-05,130
2018-04-06,130
2018-04-07,130
2018-04-08,137
2018-04-09,137
2018-04-10,137
2018-04-11,144
2018-04-12,144
2018-04-13,144
2018-04-14,149
2018-04-15,149
2018-04-16,149
2018-04-17,157
2018-04-18,157
2018-04-19,157
2018-04-20,162
2018-04-21,162
2018-04-22,162
2018-04-23,164
2018-04-24,164
2018-04-25,164
2018-04-26,164
2018-04-27,161
2018-04-28,161
2018-04-29,161
2018-04-30,162
2018-05-01,162
2018-05-02,162
2018-05-03,162
2018-05-04,166
2018-05-05,166
2018-05-06,166
2018-05-07,167
2018-05-08,167
2018-05-09,167
2018-05-10,166
2018-05-11,166
2018-05-12,166
2018-05-13,167
2018-05-14,167
2018-05-15,167
2018-05-16,174
2018-05-17,174
2018-05-18,174
2018-05-19,176
2018-05-20,176
2018-05-21,176
2018-05-22,183
2018-05-23,183
2018-05-24,193
2018-05-25,193
2018-05-26,193
2018-05-27,198
2018-05-28,198
2018-05-29,205
2018-05-30,205
2018-05-31,205
2018-06-01,207
2018-06-02,207
2018-06-03,203
2018-06-04,203
2018-06-05,203
2018-06-06,196
2018-06-07,196
2018-06-08,196
2018-06-09,189
2018-06-10,189
2018-06-11,189
2018-06-12,187
2018-06-13,187
2018-06-14,186
2018-06-15,186
2018-06-16,186
2018-06-17,194
2018-06-18,194
2018-06-19,202
2018-06-20,202
2018-06-21,202
2018-06-22,202
2018-06-23,202
2018-06-24,202
2018-06-25,203
2018-06-26,203
2018-06-27,203
2018-06-28,204
2018-06-29,204
2018-06-30,204
2018-07-01,202
2018-07-02,202
2018-07-03,202
2018-07-04,199
2018-07-05,199
2018-07-06,199
2018-07-07,195
2018-07-08,195
2018-07-09,202
2018-07-10,202
2018-07-11,200
2018-07-12,200
2018-07-13,201
2018-07-14,201
2018-07-15,209
2018-07-16,209
2018-07-17,214
2018-07-18,214
2018-07-19,214
2018-07-20,219
2018-07-21,219
2018-07-22,214
2018-07-23,214
2018-07-24,212
2018-07-25,212
2018-07-26,211
2018-07-27,213
2018-07-28,213
2018-07-29,214
2018-07-30,214
2018-07-31,218
2018-08-01,218
2018-08-02,219
2018-08-03,219
2018-08-04,217
2018-08-05,217
2018-08-06,217
2018-08-07,217
2018-08-08,218
2018-08-09,218
2018-08-10,228
2018-08-11,228
2018-08-12,223
2018-08-14,222
2018-08-16,222
2018-08-17,224
2018-08-18,224
2018-08-19,213
2018-08-20,208
2018-08-21,208
2018-08-22,201
2018-08-23,201
2018-08-24,196
2018-08-25,188
2018-08-26,188
2018-08-27,181
2018-08-28,179
2018-08-29,179
2018-08-30,182
2018-08-31,182
2018-09-01,186
2018-09-02,186
2018-09-03,180
2018-09-04,181
2018-09-05,181
2018-09-06,183
2018-09-07,179
2018-09-08,179
2018-09-09,179
2018-09-10,181
2018-09-11,181
2018-09-12,179
2018-09-13,179
2018-09-14,179
2018-09-15,179
2018-09-16,179
2018-09-17,175
2018-09-18,168
2018-09-19,168
2018-09-20,165
2018-09-21,165
2018-09-22,173
2018-09-23,173
2018-09-24,176
2018-09-25,176
2018-09-26,178
2018-09-27,178
2018-09-28,178
2018-09-29,178
2018-09-30,180
2018-10-01,180
2018-10-02,180
2018-10-03,181
2018-10-04,181
2018-10-05,181
2018-10-06,174
2018-10-07,174
2018-10-08,167
2018-10-09,167
2018-10-10,164
2018-10-11,164
2018-10-12,165
2018-10-13,165
2018-10-14,165
2018-10-15,165
2018-10-16,161
2018-10-17,161
2018-10-18,167
2018-10-19,167
2018-10-20,167
2018-10-21,164
2018-10-22,164
2018-10-23,156
2018-10-24,156
2018-10-25,153
2018-10-26,153
2018-10-27,147
2018-10-28,147
2018-10-29,143
2018-10-30,143
2018-10-31,143
2018-11-01,150
2018-11-03,158
2018-11-04,164
2018-11-05,173
2018-11-06,179
2018-11-07,188
2018-11-08,197
2018-11-09,197
2018-11-10,190
2018-11-11,185
2018-11-12,182
2018-11-13,180
2018-11-15,179
2018-11-16,178
2018-11-17,169
2018-11-18,168
2018-11-19,176
2018-11-20,176
2018-11-21,170
2018-11-22,168
2018-11-23,175
2018-11-24,181
2018-11-25,178
2018-11-26,178
2018-11-27,175
2018-11-28,170
2018-11-29,165
2018-12-01,159
2018-12-02,158
2018-12-03,158
2018-12-04,151
2018-12-05,143
2018-12-07,136
2018-12-09,129
2018-12-10,127
2018-12-11,127
2018-12-12,132
2018-12-13,139
2018-12-14,139
2018-12-15,146
2018-12-16,154
2018-12-17,154
2018-12-18,162
2018-12-19,162
2018-12-20,171
2018-12-21,179
2018-12-22,179
2018-12-23,188
2018-12-24,192
2018-12-25,192
2018-12-26,186
2018-12-27,185
2018-12-28,185
2018-12-29,180
2018-12-30,180
2018-12-31,176
2019-01-01,176
2019-01-02,177
2019-01-03,173
2019-01-04,173
2019-01-05,175
2019-01-06,175
2019-01-08,176
2019-01-10,173
2019-01-11,173
2019-01-12,171
2019-01-13,173
2019-01-14,178
2019-01-15,173
2019-01-16,173
2019-01-17,176
2019-01-18,175
2019-01-19,183
2019-01-20,183
2019-01-21,183
2019-01-22,182
2019-01-23,187
2019-01-24,187
2019-01-25,182
2019-01-26,172
2019-01-27,164
2019-01-28,162
2019-01-29,167
2019-01-30,176
2019-01-31,176
2019-02-01,175
2019-02-02,175
2019-02-03,181
2019-02-04,181
2019-02-05,185
2019-02-06,185
2019-02-07,188
2019-02-08,188
2019-02-09,189
2019-02-10,189
2019-02-11,199
2019-02-12,199
2019-02-13,209
2019-02-14,209
2019-02-15,214
2019-02-16,214
2019-02-17,224
2019-02-18,224
2019-02-19,226
2019-02-20,226
2019-02-21,235
2019-02-22,235
2019-02-23,237
2019-02-24,237
2019-02-25,246
2019-02-26,246
2019-02-27,251
2019-02-28,251
2019-03-01,245
2019-03-02,245
2019-03-03,246
2019-03-04,252
2019-03-05,252
2019-03-06,256
2019-03-07,256
2019-03-08,256
2019-03-09,261
2019-03-10,268
2019-03-11,268
2019-03-12,267
2019-03-13,267
2019-03-14,274
2019-03-15,274
2019-03-16,273
2019-03-17,287
2019-03-18,287
2019-03-19,287
2019-03-20,287
2019-03-21,277
2019-03-22,277
2019-03-23,270
2019-03-24,270
2019-03-25,258
2019-03-26,258
2019-03-27,260
2019-03-28,260
2019-03-29,264
2019-03-30,264
2019-03-31,269
2019-04-01,269
2019-04-02,261
2019-04-03,261
2019-04-04,260
2019-04-05,260
2019-04-06,264
2019-04-07,266
2019-04-08,266
2019-04-09,266
2019-04-10,266
2019-04-11,267
2019-04-12,267
2019-04-13,278
2019-04-14,278
2019-04-15,278
2019-04-16,278
2019-04-17,271
2019-04-18,271
2019-04-19,268
2019-04-20,268
2019-04-21,262
2019-04-22,262
2019-04-23,267
2019-04-24,267
2019-04-25,265
2019-04-26,265
2019-04-27,265
2019-04-28,265
2019-04-29,267
2019-04-30,267
2019-05-01,274
2019-05-02,274
2019-05-03,272
2019-05-04,266
2019-05-05,266
2019-05-06,266
2019-05-07,266
2019-05-08,265
2019-05-09,265
2019-05-10,272
2019-05-11,272
2019-05-12,269
2019-05-13,269
2019-05-14,281
2019-05-15,281
2019-05-16,295
2019-05-17,295
2019-05-18,296
2019-05-19,296
2019-05-20,289
2019-05-21,289
2019-05-22,300
2019-05-23,300
2019-05-24,300
2019-05-25,300
2019-05-26,297
2019-05-27,297
2019-05-28,294
2019-05-29,294
2019-05-30,301
2019-05-31,301
2019-06-01,295
2019-06-02,295
2019-06-03,299
2019-06-04,299
2019-06-05,286
2019-06-06,286
2019-06-07,273
2019-06-08,271
2019-06-09,271
2019-06-10,275
2019-06-11,275
2019-06-12,269
2019-06-13,269
2019-06-14,270
2019-06-15,270
2019-06-16,271
2019-06-17,271
2019-06-18,268
2019-06-19,268
2019-06-20,274
2019-06-21,274
2019-06-22,279
2019-06-23,279
2019-06-24,271
2019-06-25,271
2019-06-26,263
2019-06-27,263
2019-06-28,268
2019-06-29,268
2019-06-30,276
2019-07-01,276
2019-07-02,280
2019-07-03,280
2019-07-04,284
2019-07-05,284
2019-07-06,275
2019-07-07,275
2019-07-08,272
2019-07-09,272
2019-07-10,266
2019-07-11,266
2019-07-12,263
2019-07-13,263
2019-07-14,265
2019-07-15,265
2019-07-16,274
2019-07-17,274
2019-07-18,274
2019-07-19,274
2019-07-20,277
2019-07-21,277
2019-07-22,276
2019-07-23,276
2019-07-24,276
2019-07-25,275
2019-07-26,275
2019-07-27,271
2019-07-28,271
2019-07-29,274
2019-07-30,274
2019-07-31,275
2019-08-01,275
2019-08-02,275
2019-08-03,276
2019-08-04,276
2019-08-05,277
2019-08-06,277
2019-08-07,277
2019-08-08,277
2019-08-09,277
2019-08-10,275
2019-08-11,275
2019-08-12,278
2019-08-13,278
2019-08-14,278
2019-08-15,278
2019-08-16,278
2019-08-17,275
2019-08-18,275
2019-08-19,271
2019-08-20,271
2019-08-21,271
2019-08-22,274
2019-08-23,274
2019-08-24,282
2019-08-24,282
2019-08-25,282
