date_obj,Mage's%20book price
2018-11-16,5870086
2018-11-17,5887773
2018-11-18,5877243
2018-11-19,5968155
2018-11-20,5977277
2018-11-21,5993418
2018-11-22,6028242
2018-11-23,5998743
2018-11-24,5957657
2018-11-25,5922789
2018-11-26,5931621
2018-11-27,6051148
2018-11-28,6139435
2018-11-29,6174264
2018-12-01,6172691
2018-12-02,6244233
2018-12-03,6178281
2018-12-04,6130993
2018-12-05,6107168
2018-12-07,6136963
2018-12-09,6245693
2018-12-10,6292030
2018-12-11,6306219
2018-12-12,6541334
2018-12-13,6486002
2018-12-14,6482585
2018-12-15,6456208
2018-12-16,6351597
2018-12-17,6272269
2018-12-18,6181267
2018-12-19,6195434
2018-12-20,6273861
2018-12-21,6270291
2018-12-22,6245402
2018-12-23,6228359
2018-12-24,6234471
2018-12-25,6321644
2018-12-26,6305008
2018-12-27,6426828
2018-12-28,6388426
2018-12-29,6366710
2018-12-30,6463561
2018-12-31,6412448
2019-01-01,6387813
2019-01-02,6380945
2019-01-03,6487549
2019-01-04,6494775
2019-01-05,6561942
2019-01-06,6594372
2019-01-08,6753052
2019-01-10,6317355
2019-01-11,6001487
2019-01-12,5832237
2019-01-13,5782440
2019-01-14,5696249
2019-01-15,5637575
2019-01-16,5549741
2019-01-17,5693427
2019-01-18,5616707
2019-01-19,5667562
2019-01-20,5759687
2019-01-21,5743661
2019-01-22,5711231
2019-01-23,5682570
2019-01-24,5665190
2019-01-25,5751251
2019-01-26,5767568
2019-01-27,5730386
2019-01-28,5633574
2019-01-29,5431098
2019-01-30,5467423
2019-01-31,5512583
2019-02-01,5516040
2019-02-02,5772471
2019-02-03,5918526
2019-02-04,5881673
2019-02-05,5913598
2019-02-06,5845814
2019-02-07,5776170
2019-02-08,5744460
2019-02-09,5696367
2019-02-10,5552433
2019-02-11,5325806
2019-02-12,5227240
2019-02-13,5177359
2019-02-14,5130634
2019-02-15,5148094
2019-02-16,5235460
2019-02-17,5234352
2019-02-18,5182197
2019-02-19,5110522
2019-02-20,5062057
2019-02-21,5037569
2019-02-22,4986345
2019-02-23,5056250
2019-02-24,5211838
2019-02-25,5120340
2019-02-26,5088873
2019-02-27,5089638
2019-02-28,5081393
2019-03-01,5082898
2019-03-02,5079833
2019-03-03,5045875
2019-03-04,5008054
2019-03-05,4990747
2019-03-06,4998308
2019-03-07,5116775
2019-03-08,5114011
2019-03-09,5230420
2019-03-10,5343733
2019-03-11,5352009
2019-03-12,5373418
2019-03-13,5275045
2019-03-14,5235936
2019-03-15,5221733
2019-03-16,5163364
2019-03-17,5164203
2019-03-18,5158712
2019-03-19,5100659
2019-03-20,5050519
2019-03-21,5083756
2019-03-22,5134991
2019-03-23,5135296
2019-03-24,5087159
2019-03-25,5047222
2019-03-26,5007039
2019-03-27,4994689
2019-03-28,4961080
2019-03-29,5058451
2019-03-30,5270867
2019-03-31,5287242
2019-04-01,5356265
2019-04-02,5597328
2019-04-03,5630702
2019-04-04,5684516
2019-04-05,5681651
2019-04-06,5949447
2019-04-07,6038069
2019-04-08,6043583
2019-04-09,6053683
2019-04-10,6000482
2019-04-11,5921403
2019-04-12,5905804
2019-04-13,5956902
2019-04-14,6034038
2019-04-15,5999638
2019-04-16,6006587
2019-04-17,5964707
2019-04-18,5825422
2019-04-19,5765625
2019-04-20,5820987
2019-04-21,5987494
2019-04-22,5848233
2019-04-23,5837015
2019-04-24,5833351
2019-04-25,5754803
2019-04-26,5811015
2019-04-27,5801785
2019-04-28,5759535
2019-04-29,5740136
2019-04-30,5752465
2019-05-01,5842095
2019-05-02,5815350
2019-05-03,5758340
2019-05-04,5817730
2019-05-05,5818709
2019-05-06,5946531
2019-05-07,5791290
2019-05-08,5816724
2019-05-09,5765187
2019-05-10,5749834
2019-05-11,5700514
2019-05-12,5636859
2019-05-13,5622831
2019-05-14,5620310
2019-05-15,5716773
2019-05-16,5708963
2019-05-17,5759484
2019-05-18,5963261
2019-05-19,6056998
2019-05-20,5988611
2019-05-21,5983182
2019-05-22,5908144
2019-05-23,5766718
2019-05-24,5745081
2019-05-25,5678571
2019-05-26,5652770
2019-05-27,5618364
2019-05-28,5597478
2019-05-29,5639971
2019-05-30,5631953
2019-05-31,5608413
2019-06-01,5705717
2019-06-02,5802041
2019-06-03,5707301
2019-06-04,5632839
2019-06-05,5577612
2019-06-06,5505127
2019-06-07,5462308
2019-06-08,5402370
2019-06-09,5322280
2019-06-10,5283572
2019-06-11,5079338
2019-06-12,5068849
2019-06-13,5101085
2019-06-14,5285319
2019-06-15,5390270
2019-06-16,5384280
2019-06-17,5294152
2019-06-18,5226905
2019-06-19,5171181
2019-06-20,5103594
2019-06-21,5049635
2019-06-22,4991291
2019-06-23,5011302
2019-06-24,4998328
2019-06-25,4939621
2019-06-26,5022375
2019-06-27,5113025
2019-06-28,5153334
2019-06-29,5272121
2019-06-30,5420737
2019-07-01,5477016
2019-07-02,5647119
2019-07-03,5584997
2019-07-04,5624530
2019-07-05,5427527
2019-07-06,5343877
2019-07-07,5272460
2019-07-08,5147957
2019-07-09,5108408
2019-07-10,5175664
2019-07-11,5243673
2019-07-12,5196765
2019-07-13,5162671
2019-07-14,5122374
2019-07-15,5080256
2019-07-16,5058496
2019-07-17,5008448
2019-07-18,4895204
2019-07-19,4823657
2019-07-20,4843610
2019-07-21,4937906
2019-07-22,4970557
2019-07-23,5004144
2019-07-24,4973753
2019-07-25,4905786
2019-07-26,4791113
2019-07-27,4902528
2019-07-28,4854544
2019-07-29,4795260
2019-07-30,4773191
2019-07-31,4851148
2019-08-01,4867588
2019-08-02,4872890
2019-08-03,4850024
2019-08-04,4842865
2019-08-05,4806669
2019-08-06,4805537
2019-08-07,4817674
2019-08-08,4749790
2019-08-09,4676990
2019-08-10,4648840
2019-08-11,4577240
2019-08-12,4438042
2019-08-13,4319777
2019-08-14,4245266
2019-08-15,4231667
2019-08-16,4235331
2019-08-17,4259518
2019-08-18,4250313
2019-08-19,4253546
2019-08-20,4249715
2019-08-21,4225200
2019-08-22,4245824
2019-08-23,4394190
2019-08-24,4532639
2019-08-24,4532639
2019-08-25,4658576
2019-08-25,4658576
2019-08-26,4597482
2019-08-26,4597482
2019-08-27,4639199
2019-08-27,4639199
2019-08-28,4560544
2019-08-29,4538271
2019-08-30,4572371
2019-08-31,4549818
2019-09-01,4516043
2019-09-02,4467057
2019-09-03,4424694
2019-09-04,4383522
2019-09-05,4352775
2019-09-06,4333852
2019-09-07,4295434
2019-09-08,4298901
2019-09-09,4294013
2019-09-10,4324597
2019-09-11,4333886
2019-09-12,4357295
2019-09-13,4401455
2019-09-14,4572399
2019-09-15,4711815
2019-09-16,4652167
2019-09-17,4605105
2019-09-18,4568838
2019-09-19,4565229
2019-09-20,4564697
2019-09-21,4589063
2019-09-22,4703677
2019-09-23,4690875
2019-09-24,4648346
2019-09-25,4663267
2019-09-26,4762562
2019-09-27,4703960
2019-09-28,4740837
2019-09-29,4692299
2019-09-30,4635334
2019-10-01,4659982
2019-10-02,4649229
2019-10-03,4647922
2019-10-04,4775204
2019-10-05,4966108
2019-10-06,4893877
2019-10-07,4904217
2019-10-08,4999234
2019-10-09,5090031
2019-10-10,5139617
2019-10-11,5221525
2019-10-12,5232630
2019-10-13,5185778
2019-10-14,5159142
2019-10-15,5163245
2019-10-16,5167362
2019-10-17,5210267
2019-10-18,5347634
2019-10-19,5395595
2019-10-20,5388842
2019-10-21,5332009
2019-10-22,5302252
2019-10-23,5241730
2019-10-24,5202118
2019-10-25,5174692
2019-10-26,5153310
2019-10-27,5124881
2019-10-28,5080632
2019-10-29,5056217
2019-10-30,5042751
2019-10-31,5018701
2019-11-01,4999260
2019-11-02,5092250
2019-11-03,5098069
2019-11-04,5051905
2019-11-05,5061496
2019-11-06,5073502
2019-11-07,5134820
2019-11-08,5123752
2019-11-09,5227780
2019-11-10,5309038
2019-11-11,5231303
2019-11-12,5217257
2019-11-13,5186836
2019-11-14,5077383
2019-11-15,5097442
2019-11-16,5068687
2019-11-17,5016775
2019-11-18,4888690
2019-11-19,4808015
2019-11-20,4727178
2019-11-21,4643752
2019-11-22,4583489
2019-11-23,4538995
2019-11-24,4448031
2019-11-25,4364238
2019-11-26,4561937
2019-11-27,4776412
2019-11-28,4990394
2019-11-29,5178981
2019-11-30,4971769
2019-12-01,4730448
2019-12-02,4675554
2019-12-03,4640845
2019-12-04,4733919
2019-12-05,4970615
2019-12-06,5219146
2019-12-07,5480104
2019-12-08,5754110
2019-12-09,6041816
2019-12-10,6343907
2019-12-11,6397080
2019-12-12,6077226
2019-12-13,5773364
2019-12-14,5484695
2019-12-15,5210460
2019-12-16,4949937
2019-12-17,4702440
2019-12-18,4570441
2019-12-19,4520216
2019-12-20,4446488
2019-12-21,4390201
2019-12-22,4406042
2019-12-23,4377485
2019-12-24,4337027
2019-12-25,4354496
2019-12-26,4439749
2019-12-27,4437991
2019-12-28,4364906
2019-12-29,4325387
2019-12-30,4262425
2019-12-31,4230252
2020-01-01,4162823
2020-01-02,4154468
2020-01-03,4230327
2020-01-04,4285322
2020-01-05,4386047
2020-01-06,4457362
2020-01-07,4443790
2020-01-08,4481610
2020-01-09,4471730
2020-01-10,4527541
2020-01-11,4561981
2020-01-12,4525039
2020-01-13,4525852
2020-01-14,4537350
2020-01-15,4579230
2020-01-16,4572163
2020-01-17,4675940
2020-01-18,4884970
2020-01-19,4954871
2020-01-20,5168520
2020-01-21,5025116
2020-01-22,4813123
2020-01-23,4842768
2020-01-24,4845441
2020-01-25,4838591
2020-01-26,4986471
2020-01-27,5047707
2020-01-28,4987940
2020-01-29,5178288
2020-01-30,5437203
2020-01-31,5688449
2020-02-01,5775312
2020-02-02,5707860
2020-02-03,5748693
2020-02-04,5968339
2020-02-05,6104567
2020-02-06,5806132
2020-02-07,5515825
2020-02-08,5240141
2020-02-09,4978133
2020-02-10,4732326
2020-02-11,4620246
2020-02-12,4540947
2020-02-13,4448365
2020-02-14,4443236
2020-02-15,4506672
2020-02-16,4493006
2020-02-17,4666960
2020-02-18,4660118
2020-02-19,4725372
2020-02-20,4800806
2020-02-21,4849982
2020-02-22,4908871
2020-02-23,5005250
2020-02-24,4966554
2020-02-25,4915100
2020-02-26,4951716
2020-02-27,5064358
2020-02-28,5144561
2020-02-29,5353353
2020-03-01,5259428
2020-03-02,5203782
2020-03-03,5257982
2020-03-04,5371865
2020-03-05,5367761
2020-03-06,5364769
2020-03-07,5352116
2020-03-08,5305296
2020-03-09,5284306
2020-03-10,5372142
2020-03-11,5388259
2020-03-12,5579668
2020-03-13,5741013
2020-03-14,5871088
2020-03-15,5807957
2020-03-16,5921114
2020-03-17,6043725
2020-03-18,6209119
2020-03-19,6301228
2020-03-20,6558970
2020-03-21,6693660
2020-03-22,6660564
2020-03-23,6636471
2020-03-24,6601794
2020-03-25,6562151
2020-03-26,6515431
2020-03-27,6742044
2020-03-28,6934439
2020-03-29,6958883
2020-03-30,6709155
2020-03-31,6670381
2020-04-01,6634309
2020-04-02,6672260
2020-04-03,6665206
2020-04-04,6849372
2020-04-05,6852012
2020-04-06,6877442
2020-04-07,6828506
2020-04-08,6773776
2020-04-09,6808687
2020-04-10,6872305
2020-04-11,6987565
2020-04-12,6903372
2020-04-13,6901997
2020-04-14,6873240
2020-04-15,6811491
2020-04-16,6814428
2020-04-17,6814820
2020-04-18,6793910
2020-04-19,6811958
2020-04-20,6810559
2020-04-21,6876772
2020-04-22,6816436
2020-04-23,6794748
2020-04-24,6673403
2020-04-25,6554294
2020-04-26,6366759
2020-04-27,6110941
2020-04-28,5944501
2020-04-29,5932838
2020-04-30,5971843
2020-05-01,6112453
2020-05-02,6230843
2020-05-03,6156969
2020-05-04,6129449
2020-05-05,6045442
2020-05-06,5931989
2020-05-07,5836112
2020-05-08,5776584
2020-05-09,5615099
2020-05-10,5690216
2020-05-11,5789389
2020-05-12,5986327
2020-05-13,5945559
