date_obj,Armadyl%20coif price
2019-03-22,92443
2019-03-23,94437
2019-03-24,93218
2019-03-25,91411
2019-03-26,89175
2019-03-27,85530
2019-03-28,84038
2019-03-29,83961
2019-03-30,83025
2019-03-31,82093
2019-04-01,83147
2019-04-02,82342
2019-04-03,81707
2019-04-04,82033
2019-04-05,82525
2019-04-06,84395
2019-04-07,86321
2019-04-08,85951
2019-04-09,87239
2019-04-10,85843
2019-04-11,84630
2019-04-12,83054
2019-04-13,81390
2019-04-14,82324
2019-04-15,81357
2019-04-16,81116
2019-04-17,80191
2019-04-18,79032
2019-04-19,78201
2019-04-20,77264
2019-04-21,74777
2019-04-22,74190
2019-04-23,73581
2019-04-24,72788
2019-04-25,72309
2019-04-26,72411
2019-04-27,73145
2019-04-28,71852
2019-04-29,71394
2019-04-30,71751
2019-05-01,71744
2019-05-02,71497
2019-05-03,71641
2019-05-04,72088
2019-05-05,72849
2019-05-06,71937
2019-05-07,72214
2019-05-08,72278
2019-05-09,73776
2019-05-10,73832
2019-05-11,73271
2019-05-12,74013
2019-05-13,75178
2019-05-14,74642
2019-05-15,75090
2019-05-16,74994
2019-05-17,75366
2019-05-18,75352
2019-05-19,76504
2019-05-20,76491
2019-05-21,77161
2019-05-22,76486
2019-05-23,76026
2019-05-24,76063
2019-05-25,75812
2019-05-26,74800
2019-05-27,74827
2019-05-28,74283
2019-05-29,74542
2019-05-30,73661
2019-05-31,74205
2019-06-01,74814
2019-06-02,75649
2019-06-03,76570
2019-06-04,77318
2019-06-05,78206
2019-06-06,79672
2019-06-07,80098
2019-06-08,83448
2019-06-09,82881
2019-06-10,82910
2019-06-11,83420
2019-06-12,85413
2019-06-13,85753
2019-06-14,85536
2019-06-15,84917
2019-06-16,86190
2019-06-17,85914
2019-06-18,85378
2019-06-19,86053
2019-06-20,86159
2019-06-21,87771
2019-06-22,88911
2019-06-23,88519
2019-06-24,87649
2019-06-25,87633
2019-06-26,87228
2019-06-27,88372
2019-06-28,87767
2019-06-29,88323
2019-06-30,89689
2019-07-01,90007
2019-07-02,89728
2019-07-03,88254
2019-07-04,88365
2019-07-05,87787
2019-07-06,88315
2019-07-07,88595
2019-07-08,88757
2019-07-09,88912
2019-07-10,88098
2019-07-11,88167
2019-07-12,87459
2019-07-13,87918
2019-07-14,88869
2019-07-15,88259
2019-07-16,89054
2019-07-17,88731
2019-07-18,90764
2019-07-19,90027
2019-07-20,89434
2019-07-21,89782
2019-07-22,89277
2019-07-23,89141
2019-07-24,89805
2019-07-25,91322
2019-07-26,91620
2019-07-27,92968
2019-07-28,93354
2019-07-29,94593
2019-07-30,93327
2019-07-31,94433
2019-08-01,94644
2019-08-02,94554
2019-08-03,94499
2019-08-04,93950
2019-08-05,92977
2019-08-06,92940
2019-08-07,93058
2019-08-08,93045
2019-08-09,92530
2019-08-10,93013
2019-08-11,92564
2019-08-12,92366
2019-08-13,93280
2019-08-14,93035
2019-08-15,93205
2019-08-16,93870
2019-08-17,93275
2019-08-18,93231
2019-08-19,93476
2019-08-20,94059
2019-08-21,96071
2019-08-22,96792
2019-08-23,95959
2019-08-24,97240
2019-08-24,97240
2019-08-25,98317
2019-08-25,98317
2019-08-26,98545
2019-08-27,98751
2019-08-27,98751
2019-08-28,98929
2019-08-29,99498
2019-08-30,99668
2019-08-31,99941
2019-09-01,100110
2019-09-02,100035
2019-09-03,103018
2019-09-04,104062
2019-09-05,103343
2019-09-06,103046
2019-09-07,103719
2019-09-08,102686
2019-09-09,100919
2019-09-10,99587
2019-09-11,99650
2019-09-12,99141
2019-09-13,98357
2019-09-14,98668
2019-09-15,96807
2019-09-16,96609
2019-09-17,95436
2019-09-18,93513
2019-09-19,91555
2019-09-20,91058
2019-09-21,89094
2019-09-22,88248
2019-09-23,87755
2019-09-24,85309
2019-09-25,85016
2019-09-26,84346
2019-09-27,83939
2019-09-28,83008
2019-09-29,83285
2019-09-30,83715
2019-10-01,84522
2019-10-02,83260
2019-10-03,84270
2019-10-04,85534
2019-10-05,85244
2019-10-06,84875
2019-10-07,83886
2019-10-08,84236
2019-10-09,83788
2019-10-10,84346
2019-10-11,85892
2019-10-12,85226
2019-10-13,85016
2019-10-14,84275
2019-10-15,84314
2019-10-16,83913
2019-10-17,83131
2019-10-18,83427
2019-10-19,82617
2019-10-20,80815
2019-10-21,79571
2019-10-22,79370
2019-10-23,80534
2019-10-24,81078
2019-10-25,80669
2019-10-26,80742
2019-10-27,79926
2019-10-28,80140
2019-10-29,79801
2019-10-30,78631
2019-10-31,77344
2019-11-01,77590
2019-11-02,77094
2019-11-03,77380
2019-11-04,78166
2019-11-05,78449
2019-11-06,78403
2019-11-07,78526
2019-11-08,77792
2019-11-09,77821
2019-11-10,77647
2019-11-11,78655
2019-11-12,79941
2019-11-13,79065
2019-11-14,78050
2019-11-15,79006
2019-11-16,78763
2019-11-17,79525
2019-11-18,80178
2019-11-19,80526
2019-11-20,81521
2019-11-21,82061
2019-11-22,82452
2019-11-23,83195
2019-11-24,83421
2019-11-25,84461
2019-11-26,87362
2019-11-27,87335
2019-11-28,89068
2019-11-29,89481
2019-11-30,89686
2019-12-01,89663
2019-12-02,90678
2019-12-03,91370
2019-12-04,91956
2019-12-05,91144
2019-12-06,92090
2019-12-07,92565
2019-12-08,92973
2019-12-09,93381
2019-12-10,92693
2019-12-11,93243
2019-12-12,93424
2019-12-13,94538
2019-12-14,93837
2019-12-15,94257
2019-12-16,94551
2019-12-17,94846
2019-12-18,92897
2019-12-19,90944
2019-12-20,90739
2019-12-21,89624
2019-12-22,89708
2019-12-23,90904
2019-12-24,91233
2019-12-25,91661
2019-12-26,91729
2019-12-27,90311
2019-12-28,88652
2019-12-29,86331
2019-12-30,85628
2019-12-31,83880
2020-01-01,83424
2020-01-02,82399
2020-01-03,81149
2020-01-04,82711
2020-01-05,82534
2020-01-06,82788
2020-01-07,82820
2020-01-08,82204
2020-01-09,82726
2020-01-10,84136
2020-01-11,83309
2020-01-12,82571
2020-01-13,82534
2020-01-14,82665
2020-01-15,82042
2020-01-16,82078
2020-01-17,82094
2020-01-18,81283
2020-01-19,81139
2020-01-20,81953
2020-01-21,82248
2020-01-22,81854
2020-01-23,82009
2020-01-24,81642
2020-01-25,81054
2020-01-26,80201
2020-01-27,78503
2020-01-28,79270
2020-01-29,79964
2020-01-30,79799
2020-01-31,80057
2020-02-01,79384
2020-02-02,79690
2020-02-03,80190
2020-02-04,80539
2020-02-05,80844
2020-02-06,80034
2020-02-07,79686
2020-02-08,79923
2020-02-09,77900
2020-02-10,77949
2020-02-11,76606
2020-02-12,76268
2020-02-13,76216
2020-02-14,75447
2020-02-15,74641
2020-02-16,74829
2020-02-17,75730
2020-02-18,76312
2020-02-19,76153
2020-02-20,76097
2020-02-21,77420
2020-02-22,78080
2020-02-23,79080
2020-02-24,79952
2020-02-25,80406
2020-02-26,80195
2020-02-27,80285
2020-02-28,81521
2020-02-29,82735
2020-03-01,84245
2020-03-02,84308
2020-03-03,85627
2020-03-04,85759
2020-03-05,86062
2020-03-06,86532
2020-03-07,86791
2020-03-08,87090
2020-03-09,87173
2020-03-10,87932
2020-03-11,88622
2020-03-12,89011
2020-03-13,88586
2020-03-14,89470
2020-03-15,90582
2020-03-16,92071
2020-03-17,91369
2020-03-18,90723
2020-03-19,91257
2020-03-20,91109
2020-03-21,90424
2020-03-22,89816
2020-03-23,90059
2020-03-24,89006
2020-03-25,87059
2020-03-26,85778
2020-03-27,85802
2020-03-28,85872
2020-03-29,85367
2020-03-30,85633
2020-03-31,85982
2020-04-01,86450
2020-04-02,85993
2020-04-03,85868
2020-04-04,86302
2020-04-05,85273
2020-04-06,85272
2020-04-07,85364
2020-04-08,85912
2020-04-09,86092
2020-04-10,86757
2020-04-11,87217
2020-04-12,86545
2020-04-13,86763
2020-04-14,86806
2020-04-15,87046
2020-04-16,87060
2020-04-17,87491
2020-04-18,88026
2020-04-19,88429
2020-04-20,90536
2020-04-21,90402
2020-04-22,92136
2020-04-23,92894
2020-04-24,94270
2020-04-25,94655
2020-04-26,96621
2020-04-27,97022
2020-04-28,97356
2020-04-29,97758
2020-04-30,98038
2020-05-01,97390
2020-05-02,97122
2020-05-03,96967
2020-05-04,95253
2020-05-05,95646
2020-05-06,93627
2020-05-07,92468
2020-05-08,92968
2020-05-09,92633
2020-05-10,92886
2020-05-11,92273
2020-05-12,92141
2020-05-13,92466
