date_obj,Rune%20javelin price
2015-03-26,144
2015-03-27,144
2015-03-28,145
2015-03-29,148
2015-03-30,143
2015-03-31,146
2015-04-01,146
2015-04-02,147
2015-04-03,147
2015-04-04,143
2015-04-05,136
2015-04-06,136
2015-04-07,137
2015-04-08,137
2015-04-09,140
2015-04-10,146
2015-04-11,152
2015-04-12,159
2015-04-13,163
2015-04-14,163
2015-04-15,171
2015-04-16,175
2015-04-17,171
2015-04-18,180
2015-04-19,187
2015-04-20,187
2015-04-21,190
2015-04-22,190
2015-04-23,195
2015-04-24,192
2015-04-25,188
2015-04-26,186
2015-04-27,189
2015-04-28,189
2015-04-29,189
2015-04-30,186
2015-05-01,176
2015-05-02,175
2015-05-03,175
2015-05-04,176
2015-05-05,183
2015-05-06,186
2015-05-07,182
2015-05-08,181
2015-05-09,177
2015-05-10,177
2015-05-11,177
2015-05-12,177
2015-05-13,177
2015-05-14,179
2015-05-15,177
2015-05-16,177
2015-05-17,182
2015-05-18,180
2015-05-19,183
2015-05-20,183
2015-05-21,173
2015-05-22,164
2015-05-23,166
2015-05-24,166
2015-05-25,169
2015-05-26,169
2015-05-27,169
2015-05-28,167
2015-05-29,159
2015-05-30,153
2015-05-31,145
2015-06-01,147
2015-06-02,147
2015-06-03,148
2015-06-04,145
2015-06-05,143
2015-06-06,139
2015-06-07,137
2015-06-08,140
2015-06-09,140
2015-06-10,143
2015-06-11,144
2015-06-12,145
2015-06-13,147
2015-06-14,151
2015-06-15,149
2015-06-16,153
2015-06-17,156
2015-06-18,162
2015-06-19,163
2015-06-20,164
2015-06-21,159
2015-06-22,154
2015-06-23,154
2015-06-24,152
2015-06-25,152
2015-06-26,147
2015-06-27,147
2015-06-28,144
2015-06-29,141
2015-06-30,139
2015-07-01,137
2015-07-02,137
2015-07-03,137
2015-07-04,141
2015-07-05,145
2015-07-06,141
2015-07-07,136
2015-07-08,138
2015-07-09,138
2015-07-10,140
2015-07-11,137
2015-07-12,137
2015-07-13,138
2015-07-14,141
2015-07-15,143
2015-07-16,147
2015-07-17,155
2015-07-18,155
2015-07-19,163
2015-07-20,161
2015-07-21,153
2015-07-22,157
2015-07-23,157
2015-07-24,165
2015-07-25,171
2015-07-26,172
2015-07-27,172
2015-07-28,175
2015-07-29,177
2015-07-30,178
2015-07-31,185
2015-08-01,195
2015-08-02,205
2015-08-03,211
2015-08-04,210
2015-08-05,199
2015-08-06,189
2015-08-07,189
2015-08-08,191
2015-08-09,182
2015-08-10,175
2015-08-11,175
2015-08-12,175
2015-08-13,182
2015-08-14,187
2015-08-15,187
2015-08-16,188
2015-08-17,192
2015-08-18,192
2015-08-19,189
2015-08-20,189
2015-08-21,181
2015-08-22,177
2015-08-23,177
2015-08-24,171
2015-08-25,171
2015-08-26,177
2015-08-27,185
2015-08-28,185
2015-08-29,177
2015-08-30,177
2015-08-31,171
2015-09-01,167
2015-09-02,167
2015-09-03,163
2015-09-04,165
2015-09-05,165
2015-09-06,171
2015-09-07,171
2015-09-08,169
2015-09-09,169
2015-09-10,167
2015-09-11,158
2015-09-12,151
2015-09-13,153
2015-09-14,153
2015-09-15,152
2015-09-16,152
2015-09-17,155
2015-09-18,155
2015-09-19,155
2015-09-20,155
2015-09-21,152
2015-09-22,152
2015-09-23,154
2015-09-24,154
2015-09-25,155
2015-09-27,162
2015-09-28,163
2015-09-29,163
2015-09-30,166
2015-10-05,176
2015-10-06,185
2015-10-07,185
2015-10-08,193
2015-10-09,200
2015-10-10,200
2015-10-11,207
2015-10-12,210
2015-10-13,210
2015-10-14,200
2015-10-15,191
2015-10-16,193
2015-10-17,193
2015-10-18,193
2015-10-19,194
2015-10-20,198
2015-10-22,200
2015-10-23,208
2015-10-24,208
2015-10-25,205
2015-10-26,199
2015-10-27,199
2015-10-29,201
2015-10-30,196
2015-10-31,193
2015-11-01,193
2015-11-02,196
2015-11-03,196
2015-11-04,194
2015-11-05,197
2015-11-06,197
2015-11-07,201
2015-11-08,201
2015-11-09,205
2015-11-10,205
2015-11-11,201
2015-11-12,201
2015-11-13,201
2015-11-14,201
2015-11-15,200
2015-11-16,200
2015-11-17,203
2015-11-18,203
2015-11-19,200
2015-11-20,201
2015-11-21,201
2015-11-22,200
2015-11-23,200
2015-11-24,201
2015-11-25,201
2015-11-26,201
2015-11-27,200
2015-11-28,201
2015-11-29,200
2015-11-30,196
2015-12-01,196
2015-12-02,192
2015-12-03,190
2015-12-04,190
2015-12-05,183
2015-12-06,181
2015-12-07,181
2015-12-08,174
2015-12-09,170
2015-12-10,170
2015-12-11,167
2015-12-12,167
2015-12-13,162
2015-12-14,162
2015-12-15,165
2015-12-16,166
2015-12-17,166
2015-12-18,169
2015-12-19,169
2015-12-20,165
2015-12-21,163
2015-12-22,164
2015-12-23,165
2015-12-24,165
2015-12-25,161
2015-12-26,159
2015-12-27,157
2015-12-28,157
2015-12-29,161
2015-12-30,156
2015-12-31,156
2016-01-01,156
2016-01-02,157
2016-01-03,155
2016-01-04,156
2016-01-05,156
2016-01-06,161
2016-01-07,158
2016-01-08,158
2016-01-09,158
2016-01-10,159
2016-01-11,159
2016-01-12,154
2016-01-13,154
2016-01-14,152
2016-01-15,160
2016-01-16,166
2016-01-17,166
2016-01-18,164
2016-01-19,164
2016-01-20,160
2016-01-21,160
2016-01-22,160
2016-01-23,159
2016-01-24,158
2016-01-25,158
2016-01-26,158
2016-01-27,156
2016-01-28,156
2016-01-29,162
2016-01-30,162
2016-01-31,158
2016-02-01,150
2016-02-02,148
2016-02-03,147
2016-02-04,145
2016-02-05,142
2016-02-06,149
2016-02-07,149
2016-02-08,149
2016-02-09,151
2016-02-10,148
2016-02-11,148
2016-02-12,146
2016-02-13,152
2016-02-14,152
2016-02-15,158
2016-02-16,161
2016-02-17,159
2016-02-18,159
2016-02-19,155
2016-02-20,157
2016-02-21,158
2016-02-22,158
2016-02-23,166
2016-02-24,175
2016-02-25,184
2016-02-26,184
2016-02-27,194
2016-02-28,204
2016-02-29,215
2016-03-01,226
2016-03-02,238
2016-03-03,250
2016-03-04,263
2016-03-05,277
2016-03-06,291
2016-03-07,305
2016-03-08,321
2016-03-09,338
2016-03-10,355
2016-03-11,354
2016-03-12,361
2016-03-13,347
2016-03-14,336
2016-03-15,343
2016-03-16,345
2016-03-17,362
2016-03-18,381
2016-03-19,400
2016-03-20,420
2016-03-21,441
2016-03-22,464
2016-03-23,484
2016-03-24,466
2016-03-25,463
2016-03-26,466
2016-03-27,443
2016-03-28,420
2016-03-29,417
2016-03-30,417
2016-03-31,434
2016-04-01,444
2016-04-02,451
2016-04-03,451
2016-04-04,446
2016-04-05,451
2016-04-06,470
2016-04-07,494
2016-04-08,514
2016-04-09,540
2016-04-10,565
2016-04-11,565
2016-04-12,551
2016-04-13,569
2016-04-14,589
2016-04-15,590
2016-04-16,586
2016-04-17,567
2016-04-18,563
2016-04-19,573
2016-04-20,591
2016-04-21,621
2016-04-22,653
2016-04-23,686
2016-04-24,721
2016-04-25,744
2016-04-26,731
2016-04-27,752
2016-04-28,714
2016-04-29,681
2016-04-30,691
2016-05-01,722
2016-05-02,746
2016-05-03,744
2016-05-04,711
2016-05-05,680
2016-05-06,646
2016-05-07,613
2016-05-08,582
2016-05-09,552
2016-05-10,524
2016-05-11,497
2016-05-12,472
2016-05-13,448
2016-05-14,425
2016-05-15,403
2016-05-16,382
2016-05-17,362
2016-05-18,343
2016-05-19,325
2016-05-22,277
2016-05-23,263
2016-05-24,249
2016-05-25,236
2016-05-26,224
2016-05-27,212
2016-05-28,201
2016-05-29,190
2016-05-30,180
2016-05-31,171
2016-06-01,162
2016-06-02,153
2016-06-03,146
2016-06-04,144
2016-06-05,139
2016-06-06,133
2016-06-07,128
2016-06-08,133
2016-06-09,138
2016-06-10,134
2016-06-11,133
2016-06-12,133
2016-06-13,133
2016-06-14,135
2016-06-15,132
2016-06-16,130
2016-06-17,132
2016-06-18,129
2016-06-19,131
2016-06-20,130
2016-06-21,129
2016-06-22,123
2016-06-23,117
2016-06-24,113
2016-06-25,114
2016-06-26,110
2016-06-27,109
2016-06-28,114
2016-06-29,118
2016-06-30,121
2016-07-01,122
2016-07-02,116
2016-07-03,113
2016-07-04,114
2016-07-05,115
2016-07-06,116
2016-07-07,118
2016-07-08,117
2016-07-09,119
2016-07-10,119
2016-07-11,120
2016-07-12,121
2016-07-13,125
2016-07-14,125
2016-07-15,126
2016-07-16,126
2016-07-17,128
2016-07-18,127
2016-07-23,130
2016-07-24,129
2016-07-25,129
2016-07-26,132
2016-07-27,131
2016-07-28,129
2016-07-29,129
2016-07-30,132
2016-07-31,127
2016-08-01,126
2016-08-02,129
2016-08-03,131
2016-08-04,128
2016-08-05,126
2016-08-06,126
2016-08-07,128
2016-08-08,130
2016-08-09,130
2016-08-10,127
2016-08-11,126
2016-08-12,126
2016-08-13,127
2016-08-14,130
2016-08-15,130
2016-08-16,128
2016-08-17,129
2016-08-18,128
2016-08-19,129
2016-08-20,129
2016-08-21,129
2016-08-22,129
2016-08-23,130
2016-08-24,128
2016-08-25,128
2016-08-26,129
2016-08-28,129
2016-08-31,137
2016-09-01,139
2016-09-02,136
2016-09-03,135
2016-09-04,135
2016-09-05,133
2016-09-06,132
2016-09-07,129
2016-09-08,127
2016-09-09,127
2016-09-10,128
2016-09-11,129
2016-09-12,132
2016-09-13,133
2016-09-14,134
2016-09-15,134
2016-09-16,136
2016-09-17,137
2016-09-18,137
2016-09-19,137
2016-09-20,138
2016-09-21,137
2016-09-22,137
2016-09-23,135
2016-09-24,135
2016-09-25,135
2016-09-26,132
2016-09-27,131
2016-09-28,133
2016-09-29,134
2016-09-30,135
2016-10-01,135
2016-10-02,135
2016-10-03,135
2016-10-04,134
2016-10-05,135
2016-10-06,134
2016-10-07,132
2016-10-08,133
2016-10-09,133
2016-10-10,133
2016-10-11,133
2016-10-12,134
2016-10-13,134
2016-10-14,135
2016-10-15,134
2016-10-16,134
2016-10-17,133
2016-10-18,133
2016-10-19,133
2016-10-20,137
2016-10-21,136
2016-10-22,138
2016-10-23,139
2016-10-24,140
2016-10-25,138
2016-10-26,138
2016-10-27,136
2016-10-28,134
2016-10-29,134
2016-10-30,135
2016-10-31,133
2016-11-01,133
2016-11-02,134
2016-11-03,133
2016-11-04,133
2016-11-05,133
2016-11-06,134
2016-11-07,136
2016-11-08,137
2016-11-09,142
2016-11-10,147
2016-11-11,140
2016-11-12,135
2016-11-13,129
2016-11-14,127
2016-12-08,109
2016-12-09,106
2016-12-10,104
2016-12-11,103
2016-12-12,104
2016-12-13,102
2016-12-14,102
2016-12-15,102
2016-12-16,103
2016-12-17,102
2016-12-18,102
2016-12-19,100
2016-12-20,99
2016-12-21,98
2016-12-22,98
2016-12-23,100
2016-12-24,100
2016-12-25,99
2016-12-26,99
2016-12-27,97
2016-12-28,96
2016-12-29,96
2016-12-30,96
2016-12-31,96
2017-01-01,96
2017-01-02,97
2017-01-03,96
2017-01-04,96
2017-01-05,97
2017-01-06,96
2017-01-07,96
2017-01-08,96
2017-01-09,96
2017-01-10,97
2017-01-11,97
2017-01-12,98
2017-01-13,95
2017-01-14,98
2017-01-15,98
2017-01-16,95
2017-01-17,96
2017-01-18,95
2017-01-19,95
2017-01-20,95
2017-01-21,96
2017-01-22,91
2017-01-27,89
2017-01-28,92
2017-01-29,95
2017-01-30,97
2017-01-31,97
2017-02-01,98
2017-02-02,97
2017-02-03,97
2017-02-04,98
2017-02-05,99
2017-02-06,101
2017-02-07,100
2017-02-08,100
2017-02-09,99
2017-02-10,101
2017-02-11,107
2017-02-12,112
2017-02-13,116
2017-02-14,119
2017-02-15,117
2017-02-16,118
2017-02-18,117
2017-02-19,116
2017-02-20,114
2017-02-21,118
2017-02-22,122
2017-02-23,124
2017-02-24,126
2017-02-25,126
2017-02-26,124
2017-02-27,124
2017-02-28,125
2017-03-01,127
2017-03-02,127
2017-03-03,127
2017-03-04,127
2017-03-05,126
2017-03-06,126
2017-03-07,125
2017-03-08,124
2017-03-09,125
2017-03-10,126
2017-03-11,126
2017-03-12,129
2017-03-13,130
2017-03-14,133
2017-03-15,133
2017-03-16,134
2017-03-17,135
2017-03-18,131
2017-03-19,128
2017-03-20,122
2017-03-21,120
2017-03-22,119
2017-03-23,116
2017-03-24,116
2017-03-25,116
2017-03-26,116
2017-03-27,116
2017-03-28,116
2017-03-29,115
2017-03-30,115
2017-03-31,115
2017-04-01,116
2017-04-02,117
2017-04-03,117
2017-04-04,117
2017-04-12,124
2017-04-13,125
2017-04-14,123
2017-04-15,123
2017-04-16,122
2017-04-17,123
2017-04-18,123
2017-04-19,123
2017-04-20,122
2017-04-21,122
2017-04-22,120
2017-04-23,118
2017-04-24,115
2017-04-25,114
2017-04-26,113
2017-04-27,114
2017-04-28,114
2017-04-29,112
2017-04-30,111
2017-05-01,109
2017-05-02,110
2017-05-03,112
2017-05-04,114
2017-05-05,115
2017-05-06,115
2017-05-07,118
2017-05-08,117
2017-05-09,116
2017-05-10,115
2017-05-11,114
2017-05-12,112
2017-05-13,112
2017-05-14,113
2017-05-15,114
2017-05-16,113
2017-05-17,113
2017-05-18,114
2017-05-19,116
2017-05-20,120
2017-05-21,119
2017-05-22,120
2017-05-23,120
2017-05-24,120
2017-05-25,119
2017-05-26,118
2017-05-27,116
2017-05-28,114
2017-05-29,112
2017-05-30,110
2017-05-31,107
2017-06-01,102
2017-06-02,96
2017-06-03,95
2017-06-06,97
2017-06-07,96
2017-06-08,97
2017-06-09,99
2017-06-10,102
2017-06-11,104
2017-06-12,107
2017-06-13,108
2017-06-14,108
2017-06-15,109
2017-06-16,111
2017-06-17,114
2017-06-18,115
2017-06-19,114
2017-06-20,113
2017-06-21,111
2017-06-22,111
2017-06-23,108
2017-06-24,107
2017-06-25,107
2017-06-26,108
2017-06-27,108
2017-06-28,108
2017-06-29,107
2017-06-30,107
2017-07-01,104
2017-07-02,104
2017-07-03,105
2017-07-04,106
2017-07-05,106
2017-07-06,107
2017-07-07,106
2017-07-08,105
2017-07-13,96
2017-07-14,94
2017-07-15,93
2017-07-16,95
2017-07-17,98
2017-07-18,100
2017-07-19,103
2017-07-20,104
2017-07-21,105
2017-07-22,107
2017-07-23,108
2017-07-24,107
2017-07-25,108
2017-07-26,110
2017-07-27,110
2017-07-28,111
2017-07-29,111
2017-07-30,110
2017-07-31,107
2017-08-01,108
2017-08-02,106
2017-08-03,108
2017-08-04,107
2017-08-05,107
2017-08-06,108
2017-08-09,111
2017-08-10,112
2017-08-11,116
2017-08-12,115
2017-08-13,112
2017-08-14,110
2017-08-15,108
2017-08-17,109
2017-08-18,110
2017-08-19,110
2017-08-20,109
2017-08-21,111
2017-08-22,110
2017-08-23,110
2017-08-24,109
2017-08-25,110
2017-08-26,110
2017-08-27,108
2017-08-28,108
2017-08-29,109
2017-08-30,108
2017-08-31,108
2017-09-01,110
2017-09-02,108
2017-09-03,108
2017-09-04,108
2017-09-05,110
2017-09-06,108
2017-09-07,109
2017-09-08,111
2017-09-09,111
2017-09-10,112
2017-09-11,111
2017-09-12,108
2017-09-13,108
2017-09-14,108
2017-09-15,110
2017-09-16,110
2017-09-17,111
2017-09-19,113
2017-09-20,113
2017-09-21,115
2017-09-22,118
2017-09-23,120
2017-09-24,121
2017-09-25,121
2017-09-26,122
2017-09-27,122
2017-09-28,124
2017-09-29,127
2017-09-30,127
2017-10-01,125
2017-10-02,122
2017-10-03,119
2017-10-04,118
2017-10-05,119
2017-10-06,117
2017-10-07,118
2017-10-08,120
2017-10-09,119
2017-10-10,120
2017-10-11,118
2017-10-12,121
2017-10-13,125
2017-10-14,121
2017-10-15,120
2017-10-16,120
2017-10-17,123
2017-10-18,122
2017-10-19,124
2017-10-20,122
2017-10-21,126
2017-10-22,127
2017-10-23,131
2017-10-24,133
2017-10-25,136
2017-10-26,137
2017-10-27,139
2017-10-28,139
2017-10-29,139
2017-10-30,143
2017-10-31,146
2017-11-01,147
2017-11-02,145
2017-11-03,148
2017-11-04,151
2017-11-05,152
2017-11-06,156
2017-11-07,155
2017-11-08,157
2017-11-09,156
2017-11-10,154
2017-11-11,150
2017-11-12,145
2017-11-13,144
2017-11-14,141
2017-11-15,141
2017-11-16,143
2017-11-17,144
2017-11-18,143
2017-11-19,144
2017-11-20,146
2017-11-21,146
2017-11-22,146
2017-11-23,146
2017-11-24,151
2017-11-25,153
2017-11-26,156
2017-11-27,159
2017-11-28,161
2017-11-29,158
2017-11-30,152
2017-12-01,149
2017-12-02,150
2017-12-03,147
2017-12-04,143
2017-12-05,139
2017-12-06,138
2017-12-07,142
2017-12-08,145
2017-12-09,148
2017-12-10,151
2017-12-11,151
2017-12-12,153
2017-12-13,153
2017-12-14,154
2017-12-15,155
2017-12-16,158
2017-12-17,154
2017-12-18,151
2017-12-19,153
2017-12-20,155
2017-12-21,153
2017-12-22,152
2017-12-23,151
2017-12-24,153
2017-12-25,152
2017-12-26,155
2017-12-27,160
2017-12-28,160
2017-12-29,160
2017-12-30,159
2017-12-31,162
2018-01-01,162
2018-01-02,160
2018-01-03,157
2018-01-04,150
2018-01-05,147
2018-01-06,145
2018-01-07,143
2018-01-08,137
2018-01-09,132
2018-01-10,126
2018-01-11,125
2018-01-12,129
2018-01-13,133
2018-01-14,129
2018-01-15,127
2018-01-16,131
2018-01-17,133
2018-01-18,135
2018-01-19,141
2018-01-20,146
2018-01-21,149
2018-01-22,152
2018-01-23,151
2018-01-24,147
2018-01-25,141
2018-01-26,139
2018-01-27,137
2018-01-28,134
2018-01-29,132
2018-01-30,129
2018-01-31,128
2018-02-01,125
2018-02-02,126
2018-02-03,130
2018-02-04,128
2018-02-05,126
2018-02-06,127
2018-02-07,127
2018-02-08,130
2018-02-09,130
2018-02-10,132
2018-02-11,132
2018-02-12,132
2018-02-13,135
2018-02-14,137
2018-02-15,139
2018-02-16,143
2018-02-17,147
2018-02-18,152
2018-02-19,155
2018-02-20,156
2018-02-21,157
2018-02-22,157
2018-02-23,152
2018-02-24,148
2018-02-25,142
2018-02-26,137
2018-02-27,136
2018-02-28,132
2018-03-01,131
2018-03-02,130
2018-03-03,131
2018-03-04,129
2018-03-05,131
2018-03-06,129
2018-03-07,133
2018-03-08,131
2018-03-09,129
2018-03-10,131
2018-03-11,132
2018-03-12,134
2018-03-13,132
2018-03-14,133
2018-03-15,132
2018-03-16,132
2018-03-17,133
2018-03-18,132
2018-03-19,134
2018-03-20,136
2018-03-21,137
2018-03-23,135
2018-03-24,133
2018-03-26,135
2018-03-27,137
2018-03-28,137
2018-03-29,138
2018-03-30,137
2018-03-31,135
2018-04-01,131
2018-04-02,131
2018-04-03,130
2018-04-04,130
2018-04-05,130
2018-04-06,129
2018-04-08,128
2018-04-09,129
2018-04-10,129
2018-04-11,129
2018-04-12,130
2018-04-13,132
2018-04-14,131
2018-04-15,131
2018-04-16,133
2018-04-17,135
2018-04-18,136
2018-04-19,137
2018-04-20,140
2018-04-21,138
2018-04-22,138
2018-04-23,138
2018-04-24,144
2018-04-25,145
2018-04-26,151
2018-04-27,148
2018-04-28,148
2018-04-29,149
2018-04-30,148
2018-05-01,149
2018-05-02,151
2018-05-03,150
2018-05-04,152
2018-05-05,153
2018-05-06,149
2018-05-07,148
2018-05-08,145
2018-05-09,143
2018-05-10,144
2018-05-11,145
2018-05-12,148
2018-05-13,144
2018-05-14,147
2018-05-15,149
2018-05-16,149
2018-05-17,151
2018-05-18,150
2018-05-19,149
2018-05-20,147
2018-05-21,145
2018-05-22,146
2018-05-23,149
2018-05-24,150
2018-05-25,152
2018-05-26,151
2018-05-27,155
2018-05-28,157
2018-05-29,160
2018-05-30,157
2018-05-31,155
2018-06-01,153
2018-06-02,152
2018-06-03,150
2018-06-04,154
2018-06-05,151
2018-06-06,145
2018-06-07,140
2018-06-08,138
2018-06-09,138
2018-06-10,140
2018-06-11,143
2018-06-12,144
2018-06-13,142
2018-06-14,146
2018-06-15,144
2018-06-16,143
2018-06-17,141
2018-06-18,137
2018-06-19,137
2018-06-20,138
2018-06-21,140
2018-06-22,147
2018-06-23,154
2018-06-24,158
2018-06-25,158
2018-06-26,157
2018-06-27,156
2018-06-28,154
2018-06-29,151
2018-06-30,152
2018-07-01,149
2018-07-02,147
2018-07-03,148
2018-07-04,145
2018-07-05,145
2018-07-06,146
2018-07-07,148
2018-07-08,146
2018-07-09,145
2018-07-10,147
2018-07-11,145
2018-07-12,144
2018-07-13,141
2018-07-14,140
2018-07-15,139
2018-07-16,137
2018-07-17,136
2018-07-18,134
2018-07-19,133
2018-07-20,134
2018-07-21,135
2018-07-22,138
2018-07-23,138
2018-07-24,137
2018-07-25,136
2018-07-26,138
2018-07-27,137
2018-07-28,138
2018-07-29,137
2018-07-30,135
2018-07-31,138
2018-08-01,139
2018-08-02,141
2018-08-03,147
2018-08-04,145
2018-08-05,143
2018-08-06,141
2018-08-07,136
2018-08-08,133
2018-08-09,131
2018-08-10,132
2018-08-11,128
2018-08-12,126
2018-08-14,127
2018-08-16,130
2018-08-17,129
2018-08-18,124
2018-08-19,124
2018-08-20,127
2018-08-21,129
2018-08-22,130
2018-08-23,132
2018-08-24,132
2018-08-25,133
2018-08-26,133
2018-08-27,133
2018-08-28,134
2018-08-29,135
2018-08-30,134
2018-08-31,135
2018-09-01,134
2018-09-02,133
2018-09-03,134
2018-09-04,133
2018-09-05,130
2018-09-06,128
2018-09-07,129
2018-09-08,131
2018-09-09,131
2018-09-10,133
2018-09-11,134
2018-09-12,133
2018-09-13,134
2018-09-14,136
2018-09-15,139
2018-09-16,138
2018-09-17,139
2018-09-18,140
2018-09-19,143
2018-09-20,146
2018-09-21,149
2018-09-22,150
2018-09-23,151
2018-09-24,153
2018-09-25,153
2018-09-26,149
2018-09-27,145
2018-09-28,143
2018-09-29,147
2018-09-30,149
2018-10-02,155
2018-10-03,154
2018-10-04,154
2018-10-05,151
2018-10-06,145
2018-10-07,140
2018-10-08,141
2018-10-09,141
2018-10-10,141
2018-10-11,138
2018-10-12,143
2018-10-13,139
2018-10-14,137
2018-10-15,140
2018-10-16,141
2018-10-17,141
2018-10-18,140
2018-10-19,145
2018-10-20,145
2018-10-21,146
2018-10-22,152
2018-10-23,154
2018-10-24,154
2018-10-25,156
2018-10-26,156
2018-10-27,157
2018-10-28,155
2018-10-29,151
2018-10-30,150
2018-10-31,154
2018-11-01,154
2018-11-03,156
2018-11-04,156
2018-11-05,156
2018-11-06,155
2018-11-07,156
2018-11-08,157
2018-11-09,160
2018-11-10,156
2018-11-11,157
2018-11-12,157
2018-11-13,155
2018-11-14,156
2018-11-15,155
2018-11-16,152
2018-11-17,148
2018-11-18,145
2018-11-19,148
