date_obj,Proselyte%20sallet price
2015-03-26,13789
2015-03-27,13789
2015-03-28,13789
2015-03-29,13789
2015-03-30,13108
2015-03-31,13108
2015-04-01,13108
2015-04-02,13108
2015-04-03,13108
2015-04-04,12465
2015-04-05,12465
2015-04-06,12465
2015-04-07,12465
2015-04-08,12465
2015-04-09,11852
2015-04-10,11852
2015-04-11,11852
2015-04-12,11852
2015-04-13,11277
2015-04-14,11277
2015-04-15,11277
2015-04-16,11277
2015-04-17,11277
2015-04-18,10731
2015-04-19,10731
2015-04-20,10731
2015-04-21,10731
2015-04-22,10731
2015-04-23,10208
2015-04-24,10208
2015-04-25,10208
2015-04-26,10208
2015-04-27,10208
2015-04-28,9711
2015-04-29,9711
2015-04-30,9711
2015-05-01,9711
2015-05-02,9238
2015-05-03,9238
2015-05-04,9238
2015-05-05,9238
2015-05-06,9238
2015-05-07,8809
2015-05-08,8809
2015-05-09,8809
2015-05-10,8809
2015-05-11,8809
2015-05-12,8393
2015-05-13,8393
2015-05-14,8393
2015-05-15,8393
2015-05-16,8393
2015-05-17,7973
2015-05-18,7973
2015-05-19,7973
2015-05-20,7973
2015-05-21,7973
2015-05-22,7973
2015-05-23,7579
2015-05-24,7579
2015-05-25,7579
2015-05-26,7579
2015-05-27,7579
2015-05-28,7303
2015-05-29,7303
2015-05-30,7303
2015-05-31,6977
2015-06-01,6977
2015-06-02,6977
2015-06-03,6977
2015-06-04,6661
2015-06-05,6661
2015-06-06,6661
2015-06-07,6355
2015-06-08,6355
2015-06-09,6355
2015-06-10,6049
2015-06-11,6049
2015-06-12,6049
2015-06-13,6049
2015-06-14,5773
2015-06-15,5773
2015-06-16,5773
2015-06-17,5773
2015-06-18,5511
2015-06-19,5511
2015-06-20,5511
2015-06-21,5385
2015-06-22,5385
2015-06-23,5385
2015-06-24,5157
2015-06-25,5157
2015-06-26,5157
2015-06-27,5157
2015-06-28,5061
2015-06-29,5061
2015-06-30,5061
2015-07-01,5061
2015-07-02,5061
2015-07-03,4902
2015-07-04,4902
2015-07-05,4902
2015-07-06,4902
2015-07-07,4894
2015-07-08,4894
2015-07-09,4894
2015-07-10,4894
2015-07-11,4840
2015-07-12,4840
2015-07-13,4840
2015-07-14,4840
2015-07-15,4726
2015-07-16,4726
2015-07-17,4726
2015-07-18,4726
2015-07-19,4627
2015-07-20,4627
2015-07-21,4627
2015-07-22,4581
2015-07-23,4581
2015-07-24,4581
2015-07-25,4581
2015-07-26,4563
2015-07-27,4563
2015-07-28,4563
2015-07-29,4558
2015-07-30,4558
2015-07-31,4558
2015-08-01,4558
2015-08-02,4522
2015-08-03,4522
2015-08-04,4522
2015-08-05,4522
2015-08-06,4533
2015-08-07,4533
2015-08-08,4533
2015-08-09,4587
2015-08-10,4587
2015-08-11,4587
2015-08-12,4587
2015-08-13,4545
2015-08-14,4545
2015-08-15,4545
2015-08-16,4564
2015-08-17,4564
2015-08-18,4564
2015-08-19,4501
2015-08-20,4501
2015-08-21,4501
2015-08-22,4581
2015-08-23,4581
2015-08-24,4581
2015-08-25,4581
2015-08-26,4581
2015-08-27,4581
2015-08-28,4581
2015-08-29,4581
2015-08-30,4581
2015-08-31,4588
2015-09-01,4588
2015-09-02,4588
2015-09-03,4588
2015-09-04,4575
2015-09-05,4575
2015-09-06,4575
2015-09-07,4575
2015-09-08,4590
2015-09-09,4590
2015-09-10,4590
2015-09-11,4590
2015-09-12,4507
2015-09-13,4507
2015-09-14,4507
2015-09-15,4628
2015-09-16,4628
2015-09-17,4628
2015-09-18,4628
2015-09-19,4722
2015-09-20,4722
2015-09-21,4722
2015-09-22,4722
2015-09-23,4634
2015-09-24,4634
2015-09-25,4634
2015-09-27,4634
2015-09-28,4663
2015-09-29,4663
2015-09-30,4663
2015-10-05,4618
2015-10-06,4646
2015-10-07,4646
2015-10-08,4646
2015-10-09,4691
2015-10-10,4691
2015-10-11,4691
2015-10-12,4691
2015-10-13,4635
2015-10-14,4635
2015-10-15,4635
2015-10-16,4635
2015-10-17,4641
2015-10-18,4641
2015-10-19,4641
2015-10-20,4641
2015-10-22,4591
2015-10-23,4591
2015-10-24,4591
2015-10-25,4684
2015-10-26,4684
2015-10-27,4684
2015-10-29,4770
2015-10-30,4770
2015-10-31,4770
2015-11-01,4770
2015-11-02,4737
2015-11-03,4737
2015-11-04,4737
2015-11-05,4737
2015-11-06,4737
2015-11-07,4732
2015-11-08,4732
2015-11-09,4732
2015-11-10,4732
2015-11-11,4732
2015-11-12,4802
2015-11-13,4802
2015-11-14,4802
2015-11-15,4802
2015-11-16,4741
2015-11-17,4741
2015-11-18,4741
2015-11-19,4741
2015-11-20,4720
2015-11-21,4720
2015-11-22,4720
2015-11-23,4720
2015-11-24,4784
2015-11-25,4784
2015-11-26,4784
2015-11-27,4784
2015-11-28,4710
2015-11-29,4710
2015-11-30,4710
2015-12-01,4710
2015-12-02,4625
2015-12-03,4625
2015-12-04,4625
2015-12-05,4625
2015-12-06,4654
2015-12-07,4654
2015-12-08,4654
2015-12-09,4654
2015-12-10,4709
2015-12-11,4709
2015-12-12,4709
2015-12-13,4709
2015-12-14,4779
2015-12-15,4779
2015-12-16,4779
2015-12-17,4731
2015-12-18,4731
2015-12-19,4731
2015-12-20,4623
2015-12-21,4623
2015-12-22,4623
2015-12-23,4623
2015-12-24,4715
2015-12-25,4715
2015-12-26,4715
2015-12-27,4715
2015-12-28,4688
2015-12-29,4688
2015-12-30,4688
2015-12-31,4606
2016-01-01,4606
2016-01-02,4606
2016-01-03,4617
2016-01-04,4617
2016-01-05,4617
2016-01-06,4672
2016-01-07,4672
2016-01-08,4672
2016-01-09,4672
2016-01-10,4681
2016-01-11,4681
2016-01-12,4681
2016-01-13,4694
2016-01-14,4694
2016-01-15,4694
2016-01-16,4743
2016-01-17,4743
2016-01-18,4743
2016-01-19,4757
2016-01-20,4757
2016-01-21,4757
2016-01-22,4883
2016-01-23,4883
2016-01-24,4883
2016-01-25,4880
2016-01-26,4880
2016-01-27,4880
2016-01-28,4880
2016-01-29,4807
2016-01-30,4807
2016-01-31,4807
2016-02-01,4803
2016-02-02,4803
2016-02-03,4803
2016-02-04,4803
2016-02-05,4782
2016-02-06,4782
2016-02-07,4782
2016-02-08,4790
2016-02-09,4790
2016-02-10,4790
2016-02-11,4887
2016-02-12,4887
2016-02-13,4887
2016-02-14,5077
2016-02-15,5077
2016-02-16,5077
2016-02-17,5143
2016-02-18,5143
2016-02-19,5143
2016-02-20,5143
2016-02-21,5100
2016-02-22,5100
2016-02-23,5100
2016-02-24,5100
2016-02-25,5076
2016-02-26,5076
2016-02-27,5076
2016-02-28,5145
2016-02-29,5145
2016-03-01,5145
2016-03-02,5274
2016-03-03,5274
2016-03-04,5274
2016-03-05,5396
2016-03-06,5396
2016-03-07,5396
2016-03-08,5632
2016-03-09,5632
2016-03-10,5632
2016-03-11,5893
2016-03-12,5893
2016-03-13,5893
2016-03-14,6078
2016-03-15,6078
2016-03-16,6078
2016-03-17,5837
2016-03-18,5837
2016-03-19,5837
2016-03-20,5718
2016-03-21,5718
2016-03-22,5718
2016-03-23,5549
2016-03-24,5549
2016-03-25,5549
2016-03-26,5388
2016-03-27,5388
2016-03-28,5388
2016-03-29,5419
2016-03-30,5419
2016-03-31,5419
2016-04-01,5419
2016-04-02,5529
2016-04-03,5529
2016-04-04,5529
2016-04-05,5561
2016-04-06,5561
2016-04-07,5561
2016-04-08,5359
2016-04-09,5359
2016-04-10,5292
2016-04-11,5292
2016-04-12,5292
2016-04-13,5292
2016-04-14,5212
2016-04-15,5212
2016-04-16,5141
2016-04-17,5141
2016-04-18,5005
2016-04-19,5005
2016-04-20,5005
2016-04-21,4943
2016-04-22,4943
2016-04-23,4943
2016-04-24,4943
2016-04-25,4943
2016-04-26,4943
2016-04-27,4918
2016-04-28,4918
2016-04-29,4918
2016-04-30,4836
2016-05-01,4836
2016-05-02,4836
2016-05-03,4834
2016-05-04,4834
2016-05-05,4834
2016-05-06,4885
2016-05-07,4885
2016-05-08,4885
2016-05-09,4774
2016-05-10,4774
2016-05-11,4774
2016-05-12,4725
2016-05-13,4725
2016-05-14,4641
2016-05-15,4641
2016-05-16,4641
2016-05-17,4644
2016-05-18,4644
2016-05-19,4644
2016-05-22,4593
2016-05-23,4644
2016-05-24,4644
2016-05-25,4644
2016-05-26,4583
2016-05-27,4583
2016-05-28,4583
2016-05-29,4574
2016-05-30,4574
2016-05-31,4574
2016-06-01,4633
2016-06-02,4633
2016-06-03,4633
2016-06-04,4635
2016-06-05,4635
2016-06-06,4605
2016-06-07,4605
2016-06-08,4605
2016-06-09,4576
2016-06-10,4576
2016-06-11,4576
2016-06-12,4651
2016-06-13,4651
2016-06-14,4651
2016-06-15,4681
2016-06-16,4681
2016-06-17,4653
2016-06-18,4653
2016-06-19,4653
2016-06-20,4789
2016-06-21,4789
2016-06-22,4789
2016-06-23,4612
2016-06-24,4612
2016-06-25,4612
2016-06-26,4598
2016-06-27,4598
2016-06-28,4598
2016-06-29,4602
2016-06-30,4602
2016-07-01,4637
2016-07-02,4637
2016-07-03,4637
2016-07-04,4710
2016-07-05,4710
2016-07-06,4710
2016-07-07,4826
2016-07-08,4826
2016-07-09,4758
2016-07-10,4758
2016-07-11,4723
2016-07-12,4723
2016-07-13,4723
2016-07-14,4846
2016-07-15,4846
2016-07-16,4846
2016-07-17,5054
2016-07-18,5054
2016-07-23,5151
2016-07-24,5151
2016-07-25,5044
2016-07-26,5044
2016-07-27,5044
2016-07-28,4991
2016-07-29,4991
2016-07-30,4969
2016-07-31,4969
2016-08-01,4969
2016-08-02,5060
2016-08-03,5060
2016-08-04,5060
2016-08-05,5257
2016-08-06,5257
2016-08-07,5441
2016-08-08,5441
2016-08-09,5441
2016-08-10,5290
2016-08-11,5290
2016-08-12,5290
2016-08-13,5290
2016-08-14,5193
2016-08-15,5193
2016-08-16,5000
2016-08-17,5000
2016-08-18,5000
2016-08-19,4874
