date_obj,Villager%20armband%20(yellow) price
2015-12-01,33769
2015-12-02,33769
2015-12-03,33769
2015-12-04,33769
2015-12-05,33769
2015-12-06,33769
2015-12-07,33769
2015-12-08,33769
2015-12-09,33769
2015-12-10,33769
2015-12-11,33769
2015-12-12,33769
2015-12-13,33769
2015-12-14,33769
2015-12-15,33769
2015-12-16,33769
2015-12-17,33769
2015-12-18,33769
2015-12-19,33769
2015-12-20,33769
2015-12-21,33769
2015-12-22,33769
2015-12-23,33769
2015-12-24,33769
2015-12-25,33769
2015-12-26,33769
2015-12-27,33769
2015-12-28,33769
2015-12-29,33769
2015-12-30,33769
2015-12-31,33769
2016-01-01,33769
2016-01-02,33769
2016-01-03,33769
2016-01-04,33769
2016-01-05,33769
2016-01-06,33769
2016-01-07,33769
2016-01-08,33769
2016-01-09,33769
2016-01-10,33769
2016-01-11,32333
2016-01-12,32333
2016-01-13,32333
2016-01-14,32333
2016-01-15,32333
2016-01-16,32333
2016-01-17,32333
2016-01-18,32333
2016-01-19,32333
2016-01-20,32333
2016-01-21,32333
2016-01-22,32333
2016-01-23,32333
2016-01-24,32333
2016-01-25,32333
2016-01-26,32333
2016-01-27,32333
2016-01-28,32333
2016-01-29,32333
2016-01-30,32333
2016-01-31,32333
2016-02-01,32333
2016-02-02,32333
2016-02-03,32333
2016-02-04,32333
2016-02-05,32333
2016-02-06,32333
2016-02-07,32333
2016-02-08,32333
2016-02-09,32333
2016-02-10,32333
2016-02-11,32333
2016-02-12,32333
2016-02-13,32333
2016-02-14,32333
2016-02-15,32333
2016-02-16,32333
2016-02-17,32333
2016-02-18,32333
2016-02-19,32333
2016-02-20,32333
2016-02-21,32333
2016-02-22,32333
2016-02-23,32333
2016-02-24,32333
2016-02-25,32333
2016-02-26,32333
2016-02-27,32333
2016-02-28,32333
2016-02-29,32333
2016-03-01,32333
2016-03-02,32333
2016-03-03,32333
2016-03-04,32333
2016-03-05,32333
2016-03-06,32333
2016-03-07,32333
2016-03-08,32333
2016-03-09,32333
2016-03-10,32333
2016-03-11,32333
2016-03-12,32333
2016-03-13,32333
2016-03-14,32333
2016-03-15,32333
2016-03-16,32333
2016-03-17,32333
2016-03-18,32333
2016-03-19,32333
2016-03-20,32333
2016-03-21,32333
2016-03-22,32333
2016-03-23,32333
2016-03-24,32333
2016-03-25,32333
2016-03-26,32333
2016-03-27,32333
2016-03-28,32333
2016-03-29,32333
2016-03-30,32333
2016-03-31,32333
2016-04-01,32333
2016-04-02,32333
2016-04-03,32333
2016-04-04,32333
2016-04-05,32333
2016-04-06,32333
2016-04-07,32333
2016-04-08,32333
2016-04-09,32333
2016-04-10,32333
2016-04-11,32333
2016-04-12,32333
2016-04-13,32333
2016-04-14,32333
2016-04-15,32333
2016-04-16,32333
2016-04-17,32333
2016-04-18,32333
2016-04-19,32333
2016-04-20,32333
2016-04-21,32333
2016-04-22,32333
2016-04-23,32333
2016-04-24,32333
2016-04-25,32333
2016-04-26,32333
2016-04-27,32333
2016-04-28,32333
2016-04-29,32333
2016-04-30,32333
2016-05-01,32333
2016-05-02,32333
2016-05-03,32333
2016-05-04,32333
2016-05-05,32333
2016-05-06,32333
2016-05-07,32333
2016-05-08,32333
2016-05-09,32333
2016-05-10,32333
2016-05-11,32333
2016-05-12,32333
2016-05-13,32333
2016-05-14,32333
2016-05-15,32333
2016-05-16,32333
2016-05-17,32333
2016-05-18,32333
2016-05-19,32333
2016-05-20,32333
2016-05-21,32333
2016-05-22,32333
2016-05-23,32333
2016-05-24,32333
2016-05-25,32333
2016-05-26,32333
2016-05-27,32333
2016-05-28,32333
2016-05-29,32333
2016-05-30,32333
2016-05-31,32333
2016-06-01,32333
2016-06-02,32333
2016-06-03,32333
2016-06-04,32333
2016-06-05,32333
2016-06-06,30758
2016-06-07,30758
2016-06-08,30758
2016-06-09,30758
2016-06-10,30758
2016-06-11,30758
2016-06-12,30758
2016-06-13,30758
2016-06-14,30758
2016-06-15,30758
2016-06-16,30758
2016-06-17,30758
2016-06-18,30758
2016-06-19,30758
2016-06-20,30758
2016-06-21,30758
2016-06-22,30758
2016-06-23,30758
2016-06-24,30758
2016-06-25,30758
2016-06-26,30758
2016-06-27,30758
2016-06-28,30758
2016-06-29,30758
2016-06-30,30758
2016-07-01,30758
2016-07-02,30758
2016-07-03,30758
2016-07-04,30758
2016-07-05,30758
2016-07-06,30758
2016-07-07,30758
2016-07-08,30758
2016-07-09,30758
2016-07-10,30758
2016-07-11,30758
2016-07-12,30758
2016-07-13,30758
2016-07-14,30758
2016-07-15,30758
2016-07-16,30758
2016-07-17,30758
2016-07-18,30758
2016-07-19,30758
2016-07-20,30758
2016-07-21,30758
2016-07-22,30758
2016-07-23,30758
2016-07-24,30758
2016-07-25,30758
2016-07-26,30758
2016-07-27,30758
2016-07-28,30758
2016-07-29,30758
2016-07-30,30758
2016-07-31,30758
2016-08-01,30758
2016-08-02,30758
2016-08-03,30758
2016-08-04,30758
2016-08-05,30758
2016-08-06,30758
2016-08-07,30758
2016-08-08,30758
2016-08-09,30758
2016-08-10,30758
2016-08-11,30758
2016-08-12,30758
2016-08-13,30758
2016-08-14,30758
2016-08-15,30758
2016-08-16,30758
2016-08-17,30758
2016-08-18,30758
2016-08-19,30758
2016-08-20,30758
2016-08-21,30758
2016-08-22,30758
2016-08-23,30758
2016-08-24,30758
2016-08-25,30758
2016-08-26,30758
2016-08-27,30758
2016-08-28,30758
2016-08-29,30758
2016-08-30,30758
2016-08-31,30758
2016-09-01,30758
2016-09-02,30758
2016-09-03,30758
2016-09-04,30758
2016-09-05,30758
2016-09-06,30758
2016-09-07,30758
2016-09-08,30758
2016-09-09,30758
2016-09-10,30758
2016-09-11,30758
2016-09-12,30758
2016-09-13,30758
2016-09-14,30758
2016-09-15,30758
2016-09-16,30758
2016-09-17,30758
2016-09-18,30758
2016-09-19,30758
2016-09-20,30758
2016-09-21,30758
2016-09-22,30758
2016-09-23,30758
2016-09-24,30758
2016-09-25,30758
2016-09-26,30758
2016-09-27,30758
2016-09-28,30758
2016-09-29,30758
2016-09-30,30758
2016-10-01,30758
2016-10-02,30758
2016-10-03,30758
2016-10-04,30758
2016-10-05,30758
2016-10-06,30758
2016-10-07,30758
2016-10-08,30758
2016-10-09,30758
2016-10-10,30758
2016-10-11,30758
2016-10-12,30758
2016-10-13,30758
2016-10-14,30758
2016-10-15,30758
2016-10-16,30758
2016-10-17,30758
2016-10-18,30758
2016-10-19,30758
2016-10-20,30758
2016-10-21,30758
2016-10-22,30758
2016-10-23,30758
2016-10-24,29320
2016-10-25,29320
2016-10-26,29320
2016-10-27,29320
2016-10-28,29320
2016-10-29,29320
2016-10-30,29320
2016-10-31,29320
2016-11-01,29320
2016-11-02,29320
2016-11-03,29320
2016-11-04,29320
2016-11-05,29320
2016-11-06,29320
2016-11-07,29320
2016-11-08,29320
2016-11-09,29320
2016-11-10,29320
2016-11-11,29320
2016-11-12,29320
2016-11-13,29320
2016-11-14,29320
2016-11-15,29320
2016-11-16,29320
2016-11-17,29320
2016-11-18,29320
2016-11-19,29320
2016-11-20,29320
2016-11-21,29320
2016-11-22,29320
2016-11-23,29320
2016-11-24,29320
2016-11-25,29320
2016-11-26,29320
2016-11-27,29320
2016-11-28,29320
2016-11-29,29320
2016-11-30,29320
2016-12-01,29320
2016-12-02,29320
2016-12-03,29320
2016-12-04,29320
2016-12-05,29320
2016-12-06,29320
2016-12-07,29320
2016-12-08,29320
2016-12-09,29320
2016-12-10,29320
2016-12-11,29320
2016-12-12,29320
2016-12-13,29320
2016-12-14,29320
2016-12-15,29320
2016-12-16,29320
2016-12-17,29320
2016-12-18,29320
2016-12-19,29320
2016-12-20,29320
2016-12-21,29320
2016-12-22,29320
2016-12-23,29320
2016-12-24,29320
2016-12-25,29320
2016-12-26,29320
2016-12-27,29320
2016-12-28,29320
2016-12-29,29320
2016-12-30,29320
2016-12-31,29320
2017-01-01,29320
2017-01-02,29320
2017-01-03,29320
2017-01-04,29320
2017-01-05,29320
2017-01-06,29320
2017-01-07,29320
2017-01-08,29320
2017-01-09,29320
2017-01-10,29320
2017-01-11,29320
2017-01-12,29320
2017-01-13,29320
2017-01-14,29320
2017-01-15,29320
2017-01-16,29320
2017-01-17,29320
2017-01-18,29320
2017-01-19,29320
2017-01-20,29320
2017-01-21,29320
2017-01-22,29320
2017-01-23,29320
2017-01-24,29320
2017-01-25,29320
2017-01-26,29320
2017-01-27,29320
2017-01-28,29320
2017-01-29,29320
2017-01-30,29320
2017-01-31,29320
2017-02-01,29320
2017-02-02,29320
2017-02-03,29320
2017-02-04,29320
2017-02-05,29320
2017-02-06,29320
2017-02-07,29320
2017-02-08,29320
2017-02-09,29320
2017-02-10,29320
2017-02-11,29320
2017-02-12,29320
2017-02-13,29320
2017-02-14,29320
2017-02-15,29320
2017-02-16,29320
2017-02-17,29320
2017-02-18,29320
2017-02-19,29320
2017-02-20,29320
2017-02-21,29320
2017-02-22,29320
2017-02-23,29320
2017-02-24,29320
2017-02-25,29320
2017-02-26,29320
2017-02-27,29320
2017-02-28,29320
2017-03-01,29320
2017-03-02,29320
2017-03-03,29320
2017-03-04,29320
2017-03-05,29320
2017-03-06,29320
2017-03-07,29320
2017-03-08,29320
2017-03-09,29320
2017-03-10,29320
2017-03-11,29320
2017-03-12,29320
2017-03-13,29320
2017-03-14,29320
2017-03-15,29320
2017-03-16,29320
2017-03-17,29320
2017-03-18,29320
2017-03-19,29320
2017-03-20,29320
2017-03-21,29320
2017-03-22,29320
2017-03-23,29320
2017-03-24,29320
2017-03-25,27873
2017-03-26,27873
2017-03-27,27873
2017-03-28,27873
2017-03-29,27873
2017-03-30,27873
2017-03-31,27873
2017-04-01,27873
2017-04-02,27873
2017-04-03,27873
2017-04-04,27873
2017-04-05,27873
2017-04-06,27873
2017-04-07,27873
2017-04-08,27873
2017-04-09,27873
2017-04-10,27873
2017-04-11,27873
2017-04-12,27873
2017-04-13,27873
2017-04-14,27873
2017-04-15,27873
2017-04-16,27873
2017-04-17,27873
2017-04-18,27873
2017-04-19,27873
2017-04-20,27873
2017-04-21,27873
2017-04-22,27873
2017-04-23,27873
2017-04-24,27873
2017-04-25,27873
2017-04-26,27873
2017-04-27,27873
2017-04-28,27873
2017-04-29,27873
2017-04-30,27873
2017-05-01,27873
2017-05-02,27873
2017-05-03,27873
2017-05-04,27873
2017-05-05,27873
2017-05-06,27873
2017-05-07,27873
2017-05-08,27873
2017-05-09,27873
2017-05-10,27873
2017-05-11,27873
2017-05-12,27873
2017-05-13,27873
2017-05-14,27873
2017-05-15,27873
2017-05-16,27873
2017-05-17,27873
2017-05-18,27873
2017-05-19,27873
2017-05-20,27873
2017-05-21,27873
2017-05-22,27873
2017-05-23,27873
2017-05-24,27873
2017-05-25,27873
2017-05-26,27873
2017-05-27,27873
2017-05-28,27873
2017-05-29,27873
2017-05-30,27873
2017-05-31,27873
2017-06-01,27873
2017-06-02,27873
2017-06-03,27873
2017-06-04,27873
2017-06-05,27873
2017-06-06,27873
2017-06-07,27873
2017-06-08,27873
2017-06-09,27873
2017-06-10,27873
2017-06-11,27873
2017-06-12,27873
2017-06-13,27873
2017-06-14,27873
2017-06-15,27873
2017-06-16,27873
2017-06-17,27873
2017-06-18,27873
2017-06-19,27873
2017-06-20,27873
2017-06-21,27873
2017-06-22,27873
2017-06-23,27873
2017-06-24,27873
2017-06-25,27873
2017-06-26,27873
2017-06-27,27873
2017-06-28,27873
2017-06-29,27873
2017-06-30,27873
2017-07-01,27873
2017-07-02,27873
2017-07-03,27873
2017-07-04,27873
2017-07-05,27873
2017-07-06,27873
2017-07-07,27873
2017-07-08,27873
2017-07-09,27873
2017-07-10,27873
2017-07-11,27873
2017-07-12,27873
2017-07-13,27873
2017-07-14,27873
2017-07-15,27873
2017-07-16,27873
2017-07-17,27873
2017-07-18,27873
2017-07-19,27873
2017-07-20,27873
2017-07-21,27873
2017-07-22,27873
2017-07-23,27873
2017-07-24,27873
2017-07-25,27873
2017-07-26,27873
2017-07-27,27873
2017-07-28,27873
2017-07-29,27873
2017-07-30,27873
2017-07-31,27873
2017-08-01,27873
2017-08-02,27873
2017-08-03,27873
2017-08-04,27873
2017-08-05,27873
2017-08-06,27873
2017-08-07,27873
2017-08-08,27873
2017-08-09,27873
2017-08-10,27873
2017-08-11,27873
2017-08-12,26510
2017-08-13,26510
2017-08-14,26510
2017-08-15,26510
2017-08-16,26510
2017-08-17,26510
2017-08-18,26510
2017-08-19,26510
2017-08-20,26510
2017-08-21,26510
2017-08-22,26510
2017-08-23,26510
2017-08-24,26510
2017-08-25,26510
2017-08-26,26510
2017-08-27,26510
2017-08-28,26510
2017-08-29,26510
2017-08-30,26510
2017-08-31,26510
2017-09-01,26510
2017-09-02,26510
2017-09-03,26510
2017-09-04,26510
2017-09-05,26510
2017-09-06,26510
2017-09-07,26510
2017-09-08,26510
2017-09-09,26510
2017-09-10,26510
2017-09-11,26510
2017-09-12,26510
2017-09-13,26510
2017-09-14,26510
2017-09-15,26510
2017-09-16,26510
2017-09-17,26510
2017-09-18,26510
2017-09-19,26510
2017-09-20,26510
2017-09-21,26510
2017-09-22,26510
2017-09-23,26510
2017-09-24,26510
2017-09-25,26510
2017-09-26,26510
2017-09-27,26510
2017-09-28,26510
2017-09-29,26510
2017-09-30,26510
2017-10-01,26510
2017-10-02,26510
2017-10-03,26510
2017-10-04,26510
2017-10-05,26510
2017-10-06,26510
2017-10-07,26510
2017-10-08,26510
2017-10-09,26510
2017-10-10,26510
2017-10-11,26510
2017-10-12,26510
2017-10-13,26510
2017-10-14,26510
2017-10-15,26510
2017-10-16,26510
2017-10-17,26510
2017-10-18,26510
2017-10-19,26510
2017-10-20,26510
2017-10-21,26510
2017-10-22,26510
2017-10-23,26510
2017-10-24,26510
2017-10-25,26510
2017-10-26,26510
2017-10-27,26510
2017-10-28,26510
2017-10-29,26510
2017-10-30,26510
2017-10-31,26510
2017-11-01,26510
2017-11-02,26510
2017-11-03,26510
2017-11-04,26510
2017-11-05,26510
2017-11-06,26510
2017-11-07,26510
2017-11-08,26510
2017-11-09,26510
2017-11-10,26510
2017-11-11,26510
2017-11-12,26510
2017-11-13,26510
2017-11-14,26510
2017-11-15,26510
2017-11-16,26510
2017-11-17,26510
2017-11-18,26510
2017-11-19,26510
2017-11-20,26510
2017-11-21,26510
2017-11-22,26510
2017-11-23,26510
2017-11-24,26510
2017-11-25,26510
2017-11-26,26510
2017-11-27,26510
2017-11-28,26510
2017-11-29,26510
2017-11-30,26510
2017-12-01,26510
2017-12-02,26510
2017-12-03,26510
2017-12-04,26510
2017-12-05,26510
2017-12-06,26510
2017-12-07,26510
2017-12-08,26510
2017-12-09,26510
2017-12-10,26510
2017-12-11,26510
2017-12-12,26510
2017-12-13,26510
2017-12-14,26510
2017-12-15,26510
2017-12-16,26510
2017-12-17,26510
2017-12-18,26510
2017-12-19,26510
2017-12-20,26510
2017-12-21,26510
2017-12-22,26510
2017-12-23,26510
2017-12-24,26510
2017-12-25,26510
2017-12-26,26510
2017-12-27,26510
2017-12-28,26510
2017-12-29,26510
2017-12-30,26510
2017-12-31,26510
2018-01-01,26510
2018-01-02,26510
2018-01-03,26510
2018-01-04,26510
2018-01-05,26510
2018-01-06,26510
2018-01-07,26510
2018-01-08,26510
2018-01-09,26510
2018-01-10,26510
2018-01-11,26510
2018-01-12,26510
2018-01-13,26510
2018-01-14,26510
2018-01-15,26510
2018-01-16,26510
2018-01-17,26510
2018-01-18,26510
2018-01-19,26510
2018-01-20,25221
2018-01-21,25221
2018-01-22,25221
2018-01-23,25221
2018-01-24,25221
2018-01-25,25221
2018-01-26,25221
2018-01-27,25221
2018-01-28,25221
2018-01-29,25221
2018-01-30,25221
2018-02-01,25221
2018-02-02,25221
2018-02-03,25221
2018-02-04,25221
2018-02-05,25221
2018-02-06,25221
2018-02-07,25221
2018-02-08,25221
2018-02-09,25221
2018-02-10,25221
2018-02-11,25221
2018-02-12,25221
2018-02-13,25221
2018-02-14,25221
2018-02-15,25221
2018-02-16,25221
2018-02-17,25221
2018-02-18,25221
2018-02-19,25221
2018-02-20,25221
2018-02-21,25221
2018-02-22,25221
2018-02-23,25221
2018-02-24,25221
2018-02-25,25221
2018-02-26,25221
2018-02-27,25221
2018-02-28,25221
2018-03-01,25221
2018-03-02,25221
2018-03-03,25221
2018-03-04,25221
2018-03-05,25221
2018-03-06,25221
2018-03-07,25221
2018-03-08,25221
2018-03-09,25221
2018-03-10,25221
2018-03-11,25221
2018-03-12,25221
2018-03-13,25221
2018-03-14,23987
2018-03-15,23987
2018-03-16,23987
2018-03-17,23987
2018-03-18,23987
2018-03-19,23987
2018-03-20,23987
2018-03-21,23987
2018-03-23,23987
2018-03-24,23987
2018-03-26,23987
2018-03-27,23987
2018-03-28,23987
2018-03-29,23987
2018-03-30,23987
2018-03-31,23987
2018-04-01,23987
2018-04-02,23987
2018-04-03,23987
2018-04-04,23987
2018-04-05,23987
2018-04-06,23987
2018-04-08,23987
2018-04-09,23987
2018-04-10,23987
2018-04-11,23987
2018-04-12,23987
2018-04-13,23987
2018-04-14,23987
2018-04-16,22791
2018-04-17,22791
2018-04-18,22791
2018-04-19,22791
2018-04-20,22791
2018-04-21,22791
2018-04-22,22791
2018-04-23,22791
2018-04-24,22791
2018-04-25,21712
2018-04-26,21712
2018-04-27,21712
2018-04-28,21712
2018-04-29,21712
2018-04-30,21712
2018-05-02,20655
2018-05-03,20655
2018-05-04,20655
2018-05-05,19622
2018-05-06,19622
2018-05-07,19622
2018-05-08,19622
2018-05-09,18657
2018-05-10,18657
2018-05-11,18657
2018-05-12,17726
2018-05-13,17726
2018-05-14,17726
2018-05-15,16879
2018-05-16,16879
2018-05-17,16879
2018-05-18,16110
2018-05-19,16110
2018-05-20,16110
2018-05-21,15340
2018-05-22,15340
2018-05-23,15340
2018-05-24,15340
2018-05-25,15340
2018-05-26,14614
2018-05-27,14614
2018-05-28,14614
2018-05-29,13952
2018-05-30,13952
2018-05-31,13952
2018-06-01,13952
2018-06-02,13293
2018-06-03,13293
2018-06-04,13293
2018-06-05,13293
2018-06-06,12657
2018-06-07,12657
2018-06-08,12657
2018-06-09,12657
2018-06-10,12041
2018-06-11,12041
2018-06-12,12041
2018-06-13,12041
2018-06-14,11484
2018-06-15,11484
2018-06-16,11484
2018-06-17,11484
2018-06-18,10910
2018-06-19,10910
2018-06-20,10910
2018-06-21,10910
2018-06-22,10394
2018-06-23,10394
2018-06-24,10394
2018-06-25,10394
2018-06-26,10394
2018-06-27,10394
2018-06-28,10394
2018-06-29,9903
2018-06-30,9903
2018-07-01,9903
2018-07-02,9903
2018-07-03,9903
2018-07-04,9903
2018-07-05,9903
2018-07-06,9903
2018-07-07,9903
2018-07-08,9903
2018-07-09,9903
2018-07-10,9903
2018-07-11,9903
2018-07-12,9903
2018-07-13,9903
2018-07-14,9903
2018-07-15,9903
2018-07-16,9903
2018-07-17,9903
2018-07-18,9903
2018-07-19,9903
2018-07-20,9428
2018-07-21,9428
2018-07-22,9428
2018-07-23,9428
2018-07-24,9428
2018-07-25,9428
2018-07-26,9428
2018-07-27,9428
2018-07-28,9428
2018-07-29,9428
2018-07-30,9428
2018-07-31,4100
2018-08-01,4100
2018-08-02,4100
2018-08-03,4100
2018-08-04,4100
2018-08-05,4100
2018-08-06,4100
2018-08-07,4100
2018-08-08,4100
2018-08-09,4100
2018-08-10,4100
2018-08-11,4100
2018-08-12,4100
2018-08-14,4100
2018-08-16,4100
2018-08-17,4100
2018-08-18,4100
2018-08-19,4100
2018-08-20,4100
2018-08-21,4100
2018-08-22,4100
2018-08-23,4100
2018-08-24,4100
2018-08-25,4100
2018-08-26,4100
2018-08-27,4100
2018-08-28,4100
2018-08-29,4100
2018-08-30,4100
2018-08-31,4100
2018-09-01,4100
2018-09-02,4100
2018-09-03,3905
2018-09-04,3905
2018-09-05,3905
2018-09-06,3905
2018-09-07,3905
2018-09-08,3905
2018-09-09,3905
2018-09-10,3905
2018-09-11,3905
2018-09-12,3905
2018-09-13,3905
2018-09-14,3905
2018-09-15,3905
2018-09-16,3905
2018-09-17,3905
2018-09-18,3905
2018-09-19,3905
2018-09-20,3905
2018-09-21,3905
2018-09-22,3905
2018-09-23,3905
2018-09-24,3905
2018-09-25,3905
2018-09-26,3905
2018-09-27,3905
2018-09-28,3905
2018-09-29,3905
2018-09-30,3905
2018-10-02,3905
2018-10-03,3905
2018-10-04,3905
2018-10-05,3905
2018-10-06,3905
2018-10-07,3905
2018-10-08,3737
2018-10-09,3737
2018-10-10,3737
2018-10-11,3737
2018-10-12,3737
2018-10-13,3737
2018-10-14,3737
2018-10-15,3737
2018-10-16,3737
2018-10-17,3737
2018-10-18,3737
2018-10-19,3737
2018-10-20,3737
2018-10-21,3737
2018-10-22,3737
2018-10-23,3737
2018-10-24,3737
2018-10-25,3737
2018-10-26,3737
2018-10-27,3737
2018-10-28,3737
2018-10-29,3737
2018-10-30,3737
2018-10-31,3737
2018-11-01,3737
2018-11-03,3737
2018-11-04,3737
2018-11-05,3737
2018-11-06,3737
2018-11-07,3737
2018-11-08,3737
2018-11-09,3737
2018-11-10,3737
2018-11-11,3737
2018-11-12,3588
2018-11-13,3588
2018-11-14,3588
2018-11-15,3588
2018-11-16,3588
2018-11-17,3588
2018-11-18,3588
2018-11-19,3588
2018-11-20,3588
2018-11-21,3588
2018-11-22,3588
2018-11-23,3588
2018-11-24,3588
2018-11-25,3588
2018-11-26,3588
2018-11-27,3588
2018-11-28,3588
2018-11-29,3588
2018-12-01,3588
2018-12-02,3588
2018-12-03,3588
2018-12-04,3588
2018-12-05,3588
2018-12-07,3588
2018-12-09,3588
2018-12-10,3588
2018-12-11,3424
2018-12-12,3424
2018-12-13,3424
2018-12-14,3424
2018-12-15,3424
2018-12-16,3424
2018-12-17,3424
2018-12-18,3424
2018-12-19,3424
2018-12-20,3424
2018-12-21,3424
2018-12-22,3424
2018-12-23,3424
2018-12-24,3424
2018-12-25,3424
2018-12-26,3424
2018-12-27,3424
2018-12-28,3424
2018-12-29,3424
2018-12-30,3424
2018-12-31,3424
2019-01-01,3424
2019-01-02,3424
