date_obj,Black%20boater price
2015-08-22,10265
2015-08-23,10265
2015-08-24,10265
2015-08-25,10265
2015-08-26,10265
2015-08-27,10227
2015-08-28,10227
2015-08-29,10227
2015-08-30,10227
2015-08-31,10227
2015-09-01,10142
2015-09-02,10142
2015-09-03,10142
2015-09-04,10142
2015-09-05,10142
2015-09-06,10142
2015-09-07,9948
2015-09-08,9948
2015-09-09,9948
2015-09-10,9948
2015-09-11,9948
2015-09-12,9948
2015-09-13,9635
2015-09-14,9635
2015-09-15,9635
2015-09-16,9635
2015-09-17,9635
2015-09-18,9635
2015-09-19,9486
2015-09-20,9486
2015-09-21,9486
2015-09-22,9486
2015-09-23,9486
2015-09-24,9486
2015-09-25,9486
2015-09-27,9259
2015-09-28,9259
2015-09-29,9259
2015-09-30,9259
2015-10-05,9208
2015-10-06,9208
2015-10-07,9208
2015-10-08,9038
2015-10-09,9038
2015-10-10,9038
2015-10-11,9038
2015-10-12,9038
2015-10-13,9038
2015-10-14,8966
2015-10-15,8966
2015-10-16,8966
2015-10-17,8966
2015-10-18,8966
2015-10-19,8966
2015-10-20,8755
2015-10-22,8755
2015-10-23,8755
2015-10-24,8755
2015-10-25,8755
2015-10-26,8755
2015-10-27,8490
2015-10-28,8490
2015-10-29,8490
2015-10-30,8490
2015-10-31,8490
2015-11-01,8490
2015-11-02,8490
2015-11-03,8513
2015-11-04,8513
2015-11-05,8513
2015-11-06,8513
2015-11-07,8513
2015-11-08,8513
2015-11-09,8513
2015-11-10,8513
2015-11-11,8678
2015-11-12,8678
2015-11-13,8678
2015-11-14,8678
2015-11-15,8678
2015-11-16,8678
2015-11-17,8678
2015-11-18,8678
2015-11-19,8731
2015-11-20,8731
2015-11-21,8731
2015-11-22,8731
2015-11-23,8731
2015-11-24,8731
2015-11-25,8692
2015-11-26,8692
2015-11-27,8692
2015-11-28,8692
2015-11-29,8692
2015-11-30,8692
2015-12-01,8692
2015-12-02,8594
2015-12-03,8594
2015-12-04,8594
2015-12-05,8594
2015-12-06,8594
2015-12-07,8594
2015-12-08,8226
2015-12-09,8226
2015-12-10,8226
2015-12-11,8226
2015-12-12,8226
2015-12-13,8226
2015-12-14,8226
2015-12-15,7910
2015-12-16,7910
2015-12-17,7910
2015-12-18,7910
2015-12-19,7910
2015-12-20,7910
2015-12-21,7665
2015-12-22,7665
2015-12-23,7665
2015-12-24,7665
2015-12-25,7665
2015-12-26,7665
2015-12-27,7665
2015-12-28,7542
2015-12-29,7542
2015-12-30,7542
2015-12-31,7542
2016-01-01,7542
2016-01-02,7542
2016-01-03,7669
2016-01-04,7669
2016-01-05,7669
2016-01-06,7669
2016-01-07,7669
2016-01-08,7669
2016-01-09,7669
2016-01-10,7726
2016-01-11,7726
2016-01-12,7726
2016-01-13,7726
2016-01-14,7726
2016-01-15,7726
2016-01-16,7639
2016-01-17,7639
2016-01-18,7639
2016-01-19,7639
2016-01-20,7639
2016-01-21,7639
2016-01-22,7394
2016-01-23,7394
2016-01-24,7394
2016-01-25,7394
2016-01-26,7394
2016-01-27,7111
2016-01-28,7111
2016-01-29,7111
2016-01-30,7111
2016-01-31,7111
2016-02-01,6837
2016-02-02,6837
2016-02-03,6837
2016-02-04,6837
2016-02-05,6837
2016-02-06,6837
2016-02-07,6580
2016-02-08,6580
2016-02-09,6580
2016-02-10,6580
2016-02-11,6580
2016-02-12,6580
2016-02-13,6384
2016-02-14,6384
2016-02-15,6384
2016-02-16,6384
2016-02-17,6384
2016-02-18,6384
2016-02-19,6107
2016-02-20,6107
2016-02-21,6107
2016-02-22,6107
2016-02-23,5880
2016-02-24,5880
2016-02-25,5880
2016-02-26,5880
2016-02-27,5880
2016-02-28,5977
2016-02-29,5977
2016-03-01,5977
2016-03-02,5977
2016-03-03,5977
2016-03-04,5977
2016-03-05,6159
2016-03-06,6159
2016-03-07,6159
2016-03-08,6159
2016-03-09,6159
2016-03-10,6320
2016-03-11,6320
2016-03-12,6320
2016-03-13,6320
2016-03-14,6320
2016-03-15,6442
2016-03-16,6442
2016-03-17,6442
2016-03-18,6442
2016-03-19,6442
2016-03-20,6343
2016-03-21,6343
2016-03-22,6343
2016-03-23,6343
2016-03-24,6343
2016-03-25,6343
2016-03-26,6306
2016-03-27,6306
2016-03-28,6306
2016-03-29,6306
2016-03-30,6306
2016-03-31,6306
2016-04-01,6202
2016-04-02,6202
2016-04-03,6202
2016-04-04,6202
2016-04-05,6202
2016-04-06,6218
2016-04-07,6218
2016-04-08,6218
2016-04-09,6218
2016-04-10,6218
2016-04-11,6038
2016-04-12,6038
2016-04-13,6038
2016-04-14,6038
2016-04-15,6038
2016-04-16,6087
2016-04-17,6087
2016-04-18,6087
2016-04-19,6087
2016-04-20,6087
2016-04-21,5985
2016-04-22,5985
2016-04-23,5985
2016-04-24,5985
2016-04-25,5985
2016-04-26,5752
2016-04-27,5752
2016-04-28,5752
2016-04-29,5752
2016-04-30,5752
2016-05-01,5583
2016-05-02,5583
2016-05-03,5583
2016-05-04,5583
2016-05-05,5534
2016-05-06,5534
2016-05-07,5534
2016-05-08,5534
2016-05-09,5534
2016-05-10,5523
2016-05-11,5523
2016-05-12,5523
2016-05-13,5523
2016-05-14,5523
2016-05-15,5505
2016-05-16,5505
2016-05-17,5505
2016-05-18,5505
2016-05-19,5505
2016-05-22,5558
2016-05-23,5558
2016-05-24,5558
2016-05-25,5652
2016-05-26,5652
2016-05-27,5652
2016-05-28,5652
2016-05-29,5616
2016-05-30,5616
2016-05-31,5616
2016-06-01,5616
2016-06-02,5616
2016-06-03,5620
2016-06-04,5620
2016-06-05,5620
2016-06-06,5620
2016-06-07,5620
2016-06-08,5384
2016-06-09,5384
2016-06-10,5384
2016-06-11,5384
2016-06-12,5114
2016-06-13,5114
2016-06-14,5114
2016-06-15,5114
2016-06-16,5114
2016-06-17,4973
2016-06-18,4973
2016-06-19,4973
2016-06-20,4973
2016-06-21,4811
2016-06-22,4811
2016-06-23,4811
2016-06-24,4811
2016-06-25,4746
2016-06-26,4746
2016-06-27,4746
2016-06-28,4746
2016-06-29,4746
2016-06-30,4746
2016-07-01,4660
2016-07-02,4660
2016-07-03,4660
2016-07-04,4660
2016-07-05,4697
2016-07-06,4697
2016-07-07,4697
2016-07-08,4905
2016-07-09,4905
2016-07-10,4905
2016-07-11,5087
2016-07-12,5087
2016-07-13,5087
2016-07-14,5073
2016-07-15,5073
2016-07-16,5073
2016-07-17,5073
2016-07-18,5163
2016-07-23,5023
2016-07-24,5023
2016-07-25,5023
2016-07-26,4890
2016-07-27,4890
2016-07-28,4890
2016-07-29,4890
2016-07-30,4998
2016-07-31,4998
2016-08-01,4998
2016-08-02,4998
2016-08-03,4998
2016-08-04,5068
2016-08-05,5068
2016-08-06,5068
2016-08-07,5068
2016-08-08,5080
2016-08-09,5080
2016-08-10,5080
2016-08-11,5080
2016-08-12,5080
2016-08-13,5201
2016-08-14,5201
2016-08-15,5201
2016-08-16,5201
2016-08-17,5201
2016-08-18,5249
2016-08-19,5249
2016-08-20,5249
2016-08-21,5249
2016-08-22,5249
2016-08-23,5114
2016-08-24,5114
2016-08-25,5114
2016-08-26,5114
2016-08-28,5114
2016-08-31,5034
2016-09-01,5034
2016-09-02,5034
2016-09-03,4874
2016-09-04,4874
2016-09-05,4874
2016-09-06,4874
2016-09-07,4874
2016-09-08,4716
2016-09-09,4716
2016-09-10,4716
2016-09-11,4716
2016-09-12,4716
2016-09-13,4532
2016-09-14,4532
2016-09-15,4532
2016-09-16,4532
2016-09-17,4532
2016-09-18,4532
2016-09-19,4588
2016-09-20,4588
2016-09-21,4588
2016-09-22,4588
2016-09-23,4588
2016-09-24,4588
2016-09-25,4583
2016-09-26,4583
2016-09-27,4583
2016-09-28,4583
2016-09-29,4583
2016-09-30,4583
2016-10-01,4592
2016-10-02,4592
2016-10-03,4592
2016-10-04,4592
2016-10-05,4592
2016-10-06,4592
2016-10-07,4592
2016-10-08,4630
2016-10-09,4630
2016-10-10,4630
2016-10-11,4630
2016-10-12,4630
2016-10-13,4630
2016-10-14,4630
2016-10-15,4646
2016-10-16,4646
2016-10-17,4646
2016-10-18,4646
2016-10-19,4646
2016-10-20,4646
2016-10-21,4702
2016-10-22,4702
2016-10-23,4702
2016-10-24,4702
2016-10-25,4702
2016-10-26,4702
2016-10-27,4721
2016-10-28,4721
2016-10-29,4721
2016-10-30,4721
2016-10-31,4721
2016-11-01,4721
2016-11-02,4746
2016-11-03,4746
2016-11-04,4746
2016-11-05,4746
2016-11-06,4746
2016-11-07,4746
2016-11-08,4746
2016-11-09,4837
2016-11-10,4837
2016-11-11,4837
2016-11-12,4837
2016-11-13,4837
2016-11-14,4837
2016-11-15,4956
2016-12-07,5157
2016-12-08,5157
2016-12-09,5157
2016-12-10,5183
2016-12-11,5183
2016-12-12,5183
2016-12-13,5183
2016-12-14,5183
2016-12-15,5220
2016-12-16,5220
2016-12-17,5220
2016-12-18,5220
2016-12-19,5220
2016-12-20,5203
2016-12-21,5203
2016-12-22,5203
2016-12-23,5203
2016-12-24,5203
2016-12-25,5178
2016-12-26,5178
2016-12-27,5178
2016-12-28,5178
2016-12-29,5178
2016-12-30,5054
2016-12-31,5054
2017-01-01,5054
2017-01-02,5054
2017-01-03,4907
2017-01-04,4907
2017-01-05,4907
2017-01-06,4907
2017-01-07,4869
2017-01-08,4869
2017-01-09,4869
2017-01-10,4869
2017-01-11,4869
2017-01-12,4823
2017-01-13,4823
2017-01-14,4823
2017-01-15,4823
2017-01-16,4859
2017-01-17,4859
2017-01-18,4859
2017-01-19,4859
2017-01-20,4953
2017-01-21,4953
2017-01-22,4953
2017-01-23,4953
2017-01-27,5125
2017-01-28,5290
2017-01-29,5290
2017-01-30,5290
2017-01-31,5290
2017-02-01,5285
2017-02-02,5285
2017-02-03,5285
2017-02-04,5285
2017-02-05,5182
2017-02-06,5182
2017-02-07,5182
2017-02-08,5182
2017-02-09,5182
2017-02-10,5220
2017-02-11,5220
2017-02-12,5220
2017-02-13,5220
2017-02-14,5292
2017-02-15,5292
2017-02-16,5292
2017-02-18,5292
2017-02-19,5128
2017-02-20,5128
2017-02-21,5128
2017-02-22,5128
2017-02-23,5128
2017-02-24,5128
2017-02-25,5065
2017-02-26,5065
2017-02-27,5065
2017-02-28,5065
2017-03-01,5014
2017-03-02,5014
2017-03-03,5014
2017-03-04,5014
2017-03-05,4966
2017-03-06,4966
2017-03-07,4966
2017-03-08,4966
2017-03-09,4945
2017-03-10,4945
2017-03-11,4945
2017-03-12,4945
2017-03-13,4926
2017-03-14,4926
2017-03-15,4926
2017-03-16,4926
2017-03-17,5021
2017-03-18,5021
2017-03-19,5021
2017-03-20,5021
2017-03-21,5155
2017-03-22,5155
2017-03-23,5155
2017-03-24,5155
2017-03-25,5155
2017-03-26,5107
2017-03-27,5107
2017-03-28,5107
2017-03-29,5107
2017-03-30,5093
2017-03-31,5093
2017-04-01,5093
2017-04-02,5093
2017-04-03,4900
2017-04-04,4900
2017-04-12,4799
2017-04-13,4799
2017-04-14,4799
2017-04-15,4799
2017-04-16,4693
2017-04-17,4693
2017-04-18,4693
2017-04-19,4693
2017-04-20,4657
2017-04-21,4657
2017-04-22,4657
2017-04-23,4657
2017-04-24,4657
2017-04-25,4522
2017-04-26,4522
2017-04-27,4522
2017-04-28,4522
2017-04-29,4478
2017-04-30,4478
2017-05-01,4478
2017-05-02,4478
2017-05-03,4589
2017-05-04,4589
2017-05-05,4589
2017-05-06,4699
2017-05-07,4699
2017-05-08,4699
2017-05-09,4568
2017-05-10,4568
2017-05-11,4568
2017-05-12,4568
2017-05-13,4499
2017-05-14,4499
2017-05-15,4499
2017-05-16,4499
2017-05-17,4499
2017-05-18,4495
2017-05-19,4495
2017-05-20,4495
2017-05-21,4495
2017-05-22,4495
2017-05-23,4414
2017-05-24,4414
2017-05-25,4414
2017-05-26,4414
2017-05-27,4330
2017-05-28,4330
2017-05-29,4330
2017-05-30,4330
2017-05-31,4330
2017-06-01,4165
2017-06-02,4165
2017-06-03,4165
2017-06-04,4165
2017-06-05,4046
2017-06-06,4046
2017-06-07,4046
2017-06-08,4046
2017-06-09,3987
2017-06-10,3987
2017-06-11,3987
2017-06-12,3987
2017-06-13,3899
2017-06-14,3899
2017-06-15,3899
2017-06-16,3899
2017-06-17,3899
2017-06-18,3820
2017-06-19,3820
2017-06-20,3820
2017-06-21,3820
2017-06-22,3789
2017-06-23,3789
2017-06-24,3789
2017-06-25,3789
2017-06-26,3789
2017-06-27,3676
2017-06-28,3676
2017-06-29,3676
2017-06-30,3676
2017-07-01,3676
2017-07-02,3663
2017-07-03,3663
2017-07-04,3663
2017-07-05,3663
2017-07-06,3663
2017-07-07,3663
2017-07-08,3613
2017-07-13,3496
2017-07-14,3496
2017-07-15,3496
2017-07-16,3496
2017-07-17,3484
2017-07-18,3484
2017-07-19,3484
2017-07-20,3484
2017-07-21,3458
2017-07-22,3458
2017-07-23,3458
2017-07-24,3458
2017-07-25,3418
2017-07-26,3418
2017-07-27,3418
2017-07-28,3418
2017-07-29,3374
2017-07-30,3374
2017-07-31,3374
2017-08-01,3374
2017-08-02,3327
2017-08-03,3327
2017-08-04,3327
2017-08-05,3327
2017-08-06,3358
2017-08-07,3358
2017-08-08,3358
2017-08-09,3358
2017-08-10,3358
2017-08-11,3358
2017-08-12,3358
2017-08-13,3358
2017-08-14,3358
2017-08-15,3379
2017-08-16,3379
2017-08-17,3379
2017-08-18,3379
2017-08-19,3379
2017-08-20,3347
2017-08-21,3347
2017-08-22,3347
2017-08-23,3347
2017-08-24,3277
2017-08-25,3277
2017-08-26,3277
2017-08-27,3277
2017-08-28,3284
2017-08-29,3284
2017-08-30,3284
2017-08-31,3284
2017-09-01,3284
2017-09-02,3305
2017-09-03,3305
2017-09-04,3305
2017-09-05,3305
2017-09-06,3390
2017-09-07,3390
2017-09-08,3390
2017-09-09,3390
2017-09-10,3390
2017-09-11,3390
2017-09-12,3390
2017-09-13,3390
2017-09-14,3390
2017-09-15,3383
2017-09-16,3383
2017-09-17,3383
2017-09-18,3383
2017-09-19,3375
2017-09-20,3375
2017-09-22,3375
2017-09-23,3519
2017-09-24,3519
2017-09-25,3519
2017-09-26,3519
2017-09-27,3519
2017-09-28,3636
2017-09-29,3636
2017-09-30,3636
2017-10-01,3636
2017-10-02,3636
2017-10-03,3675
2017-10-04,3675
2017-10-05,3675
2017-10-06,3675
2017-10-07,3675
2017-10-08,3747
2017-10-09,3747
2017-10-10,3747
2017-10-11,3747
2017-10-12,3789
2017-10-13,3789
2017-10-14,3789
2017-10-15,3789
2017-10-16,3797
2017-10-17,3797
2017-10-18,3797
2017-10-19,3797
2017-10-20,3797
2017-10-21,3730
2017-10-22,3730
2017-10-23,3730
2017-10-24,3730
2017-10-25,3616
2017-10-26,3616
2017-10-27,3616
2017-10-28,3616
2017-10-29,3588
2017-10-30,3588
2017-10-31,3588
2017-11-01,3588
2017-11-02,3588
2017-11-03,3434
2017-11-04,3434
2017-11-05,3434
2017-11-06,3434
2017-11-07,3350
2017-11-08,3350
2017-11-09,3350
2017-11-10,3350
2017-11-11,3350
2017-11-12,3421
2017-11-13,3421
2017-11-14,3421
2017-11-15,3421
2017-11-16,3408
2017-11-17,3408
2017-11-18,3408
2017-11-19,3408
2017-11-20,3408
2017-11-21,3376
2017-11-22,3376
2017-11-23,3376
2017-11-24,3376
2017-11-25,3376
2017-11-26,3291
2017-11-27,3291
2017-11-28,3291
2017-11-29,3291
2017-11-30,3291
2017-12-01,3300
2017-12-02,3300
2017-12-03,3300
2017-12-04,3300
2017-12-05,3280
2017-12-06,3280
2017-12-07,3280
2017-12-08,3280
2017-12-09,3280
2017-12-10,3345
2017-12-11,3345
2017-12-12,3345
2017-12-13,3345
2017-12-14,3345
2017-12-15,3421
2017-12-16,3421
2017-12-17,3421
2017-12-18,3421
2017-12-19,3421
2017-12-20,3325
2017-12-21,3325
2017-12-22,3325
2017-12-23,3325
2017-12-24,3325
2017-12-25,3250
2017-12-26,3250
2017-12-27,3250
2017-12-28,3250
2017-12-29,3147
2017-12-30,3147
2017-12-31,3147
2018-01-01,3147
2018-01-02,3127
2018-01-03,3127
2018-01-04,3127
2018-01-05,3092
2018-01-06,3092
2018-01-07,3092
2018-01-08,3092
2018-01-09,2968
2018-01-10,2968
2018-01-11,2968
2018-01-12,2968
2018-01-13,2905
2018-01-14,2905
2018-01-15,2905
2018-01-16,2883
2018-01-17,2883
2018-01-18,2883
2018-01-19,2883
2018-01-20,2779
2018-01-21,2779
2018-01-22,2779
2018-01-23,2817
2018-01-24,2817
2018-01-25,2754
2018-01-26,2754
2018-01-27,2665
2018-01-28,2665
2018-01-29,2652
2018-01-30,2652
2018-01-31,2641
2018-02-01,2641
2018-02-02,2641
2018-02-03,2576
2018-02-04,2576
2018-02-05,2535
2018-02-06,2535
2018-02-07,2555
2018-02-08,2555
2018-02-09,2513
2018-02-10,2513
2018-02-11,2420
2018-02-12,2420
2018-02-13,2465
2018-02-14,2465
2018-02-15,2419
2018-02-16,2419
2018-02-17,2391
2018-02-18,2391
2018-02-19,2320
2018-02-20,2320
2018-02-21,2397
2018-02-22,2397
2018-02-23,2392
2018-02-24,2392
2018-02-25,2350
2018-02-26,2350
2018-02-27,2346
2018-02-28,2346
2018-03-01,2334
2018-03-02,2306
2018-03-03,2306
2018-03-04,2259
2018-03-05,2307
2018-03-06,2307
2018-03-07,2343
2018-03-08,2343
2018-03-09,2395
2018-03-10,2395
2018-03-11,2460
2018-03-12,2460
2018-03-13,2444
2018-03-14,2444
2018-03-15,2417
2018-03-16,2417
2018-03-17,2462
2018-03-18,2462
2018-03-19,2462
2018-03-20,2522
2018-03-21,2522
2018-03-22,2522
2018-03-23,2480
2018-03-24,2480
2018-03-25,2488
2018-03-26,2488
2018-03-27,2488
2018-03-28,2488
2018-03-29,2452
2018-03-30,2452
2018-03-31,2372
2018-04-01,2372
2018-04-02,2358
2018-04-03,2358
2018-04-04,2355
2018-04-05,2355
2018-04-06,2363
2018-04-07,2363
2018-04-08,2363
2018-04-09,2413
2018-04-10,2413
2018-04-11,2508
2018-04-12,2508
2018-04-13,2549
2018-04-14,2549
2018-04-15,2529
2018-04-16,2529
2018-04-17,2585
2018-04-18,2585
2018-04-19,2603
2018-04-20,2603
2018-04-21,2603
2018-04-22,2603
2018-04-23,2616
2018-04-24,2616
2018-04-25,2577
2018-04-26,2577
2018-04-27,2577
2018-04-28,2550
2018-04-29,2550
2018-04-30,2603
2018-05-01,2603
2018-05-02,2682
2018-05-03,2682
2018-05-04,2677
2018-05-05,2661
2018-05-06,2661
2018-05-07,2661
2018-05-08,2611
2018-05-09,2611
2018-05-10,2528
2018-05-11,2528
2018-05-12,2413
2018-05-13,2413
2018-05-14,2385
2018-05-15,2385
2018-05-16,2393
2018-05-17,2393
2018-05-18,2407
2018-05-19,2407
2018-05-20,2411
2018-05-21,2411
2018-05-22,2403
2018-05-23,2407
2018-05-24,2407
2018-05-25,2410
2018-05-26,2375
2018-05-27,2375
2018-05-28,2391
2018-05-29,2391
2018-05-30,2369
2018-05-31,2369
2018-06-01,2339
2018-06-02,2284
2018-06-03,2284
2018-06-04,2247
2018-06-05,2230
2018-06-06,2230
2018-06-07,2193
2018-06-08,2193
2018-06-09,2189
2018-06-10,2189
2018-06-11,2153
2018-06-12,2153
2018-06-13,2075
2018-06-14,2075
2018-06-15,2100
2018-06-16,2100
2018-06-17,2075
2018-06-18,2075
2018-06-19,2074
2018-06-20,2074
2018-06-21,2072
2018-06-22,2072
2018-06-23,2101
2018-06-24,2101
2018-06-25,2071
2018-06-26,2071
2018-06-27,2115
2018-06-28,2115
2018-06-29,2116
2018-06-30,2116
2018-07-01,2142
2018-07-02,2142
2018-07-03,2155
2018-07-04,2155
2018-07-05,2155
2018-07-06,2139
2018-07-07,2139
2018-07-08,2083
2018-07-09,2083
2018-07-10,2078
2018-07-11,2078
2018-07-12,2078
2018-07-13,2024
2018-07-14,1962
2018-07-15,1962
2018-07-16,1905
2018-07-17,1912
2018-07-18,1912
2018-07-19,1858
2018-07-20,1858
2018-07-21,1824
2018-07-22,1847
2018-07-23,1770
2018-07-24,1770
2018-07-25,1774
2018-07-26,1774
2018-07-27,1803
2018-07-28,1803
2018-07-29,1851
2018-07-30,1851
2018-07-31,1913
2018-08-01,1913
2018-08-02,1888
2018-08-03,1888
2018-08-04,1851
2018-08-05,1851
2018-08-06,1845
2018-08-07,1845
2018-08-08,1825
2018-08-09,1825
2018-08-10,1864
2018-08-11,1864
2018-08-12,1881
2018-08-14,1965
2018-08-16,2004
2018-08-17,2039
2018-08-18,2039
2018-08-19,2120
2018-08-20,2202
2018-08-21,2202
2018-08-22,2277
2018-08-23,2277
2018-08-24,2300
2018-08-25,2287
2018-08-26,2287
2018-08-27,2349
2018-08-28,2393
2018-08-29,2393
2018-08-30,2433
2018-08-31,2541
2018-09-01,2461
2018-09-02,2461
2018-09-03,2405
2018-09-04,2335
2018-09-05,2335
2018-09-06,2245
2018-09-07,2189
2018-09-08,2189
2018-09-09,2106
2018-09-10,2030
2018-09-11,2030
2018-09-12,2027
2018-09-13,2027
2018-09-14,2039
2018-09-15,1981
2018-09-16,1981
2018-09-17,1905
2018-09-18,1852
2018-09-19,1852
2018-09-20,1796
2018-09-21,1796
2018-09-22,1778
2018-09-23,1778
2018-09-24,1778
2018-09-25,1778
2018-09-26,1744
2018-09-27,1744
2018-09-28,1792
2018-09-29,1792
2018-09-30,1867
2018-10-01,1867
2018-10-02,1915
2018-10-03,1931
2018-10-04,1931
2018-10-05,1931
2018-10-06,1968
2018-10-07,1968
2018-10-08,2009
2018-10-09,2009
2018-10-10,2110
2018-10-11,2110
2018-10-12,2202
2018-10-13,2266
2018-10-14,2266
2018-10-15,2347
2018-10-16,2347
2018-10-17,2440
2018-10-18,2440
2018-10-19,2456
2018-10-20,2456
2018-10-21,2537
2018-10-22,2537
2018-10-23,2570
2018-10-24,2570
2018-10-25,2600
2018-10-26,2600
2018-10-27,2628
2018-10-28,2723
2018-10-29,2723
2018-10-30,2745
2018-10-31,2745
2018-11-01,2854
2018-11-03,2885
2018-11-04,2885
2018-11-05,2873
2018-11-06,2819
2018-11-07,2819
2018-11-08,2761
2018-11-09,2761
2018-11-10,2823
2018-11-11,2823
2018-11-12,2793
2018-11-13,2793
2018-11-15,2906
2018-11-16,3026
2018-11-17,3026
2018-11-18,2965
2018-11-19,2965
2018-11-20,3099
2018-11-21,3099
2018-11-22,3165
2018-11-23,3165
2018-11-24,3228
2018-11-25,3339
2018-11-26,3339
2018-11-27,3417
2018-11-28,3379
2018-11-29,3434
2018-12-01,3403
2018-12-02,3503
2018-12-03,3503
2018-12-04,3402
2018-12-05,3513
2018-12-07,3589
2018-12-09,3464
2018-12-10,3425
2018-12-11,3425
2018-12-12,3473
2018-12-13,3541
2018-12-14,3492
2018-12-15,3492
2018-12-16,3380
2018-12-17,3380
2018-12-18,3293
2018-12-19,3293
2018-12-20,3296
2018-12-21,3249
2018-12-22,3249
2018-12-23,3256
2018-12-24,3228
2018-12-25,3228
2018-12-26,3202
2018-12-27,3086
2018-12-28,3086
2018-12-29,3031
2018-12-30,3031
2018-12-31,2979
2019-01-01,2979
2019-01-02,2875
2019-01-03,2821
2019-01-04,2821
2019-01-05,2731
2019-01-06,2679
2019-01-08,2586
2019-01-10,2574
2019-01-11,2574
2019-01-12,2530
2019-01-13,2530
2019-01-14,2522
2019-01-15,2521
2019-01-16,2521
2019-01-17,2495
2019-01-18,2495
2019-01-19,2444
2019-01-20,2414
2019-01-21,2414
2019-01-22,2367
2019-01-23,2367
2019-01-24,2398
2019-01-25,2380
2019-01-26,2417
2019-01-27,2417
2019-01-28,2458
2019-01-29,2550
2019-01-30,2530
2019-01-31,2530
2019-02-01,2491
2019-02-02,2491
2019-02-03,2545
2019-02-04,2545
2019-02-05,2608
2019-02-06,2608
2019-02-07,2635
2019-02-08,2635
2019-02-09,2688
2019-02-10,2698
2019-02-11,2732
2019-02-12,2732
2019-02-13,2735
2019-02-14,2735
2019-02-15,2686
2019-02-16,2609
2019-02-17,2609
2019-02-18,2549
2019-02-19,2549
2019-02-20,2509
2019-02-21,2507
2019-02-22,2507
2019-02-23,2554
2019-02-24,2531
2019-02-25,2566
2019-02-26,2566
2019-02-27,2598
2019-02-28,2598
2019-03-01,2607
2019-03-02,2610
2019-03-03,2535
2019-03-04,2542
2019-03-05,2528
2019-03-06,2505
2019-03-07,2505
2019-03-08,2479
2019-03-09,2479
2019-03-10,2433
2019-03-11,2382
2019-03-12,2330
2019-03-13,2330
2019-03-14,2357
2019-03-15,2357
2019-03-16,2362
2019-03-17,2342
2019-03-18,2342
2019-03-19,2397
2019-03-20,2441
2019-03-21,2391
2019-03-22,2391
