date_obj,Karambwan%20vessel price
2015-02-25,27100
2015-02-26,27100
2015-02-27,27100
2015-02-28,27100
2015-03-01,27100
2015-03-02,27100
2015-03-03,27100
2015-03-04,27100
2015-03-05,27100
2015-03-06,27100
2015-03-07,27100
2015-03-08,27100
2015-03-09,27100
2015-03-10,27100
2015-03-11,27100
2015-03-12,27100
2015-03-13,27100
2015-03-14,27100
2015-03-15,27100
2015-03-16,27100
2015-03-17,27100
2015-03-18,27100
2015-03-19,27100
2015-03-20,27100
2015-03-21,27100
2015-03-22,25815
2015-03-23,25815
2015-03-24,25815
2015-03-25,25815
2015-03-26,25815
2015-03-27,25815
2015-03-28,25815
2015-03-29,25815
2015-03-30,25815
2015-03-31,25815
2015-04-01,25815
2015-04-02,25815
2015-04-03,25815
2015-04-04,25815
2015-04-05,25815
2015-04-06,25815
2015-04-07,25815
2015-04-08,25815
2015-04-09,24559
2015-04-10,24559
2015-04-11,24559
2015-04-12,24559
2015-04-13,24559
2015-04-14,24559
2015-04-15,24559
2015-04-16,24559
2015-04-17,24559
2015-04-18,24559
2015-04-19,24559
2015-04-20,24559
2015-04-21,24559
2015-04-22,24559
2015-04-23,24559
2015-04-24,24559
2015-04-25,24559
2015-04-26,24559
2015-04-27,24559
2015-04-28,23346
2015-04-29,23346
2015-04-30,23346
2015-05-01,23346
2015-05-02,23346
2015-05-03,23346
2015-05-04,23346
2015-05-05,23346
2015-05-06,23346
2015-05-07,23346
2015-05-08,23346
2015-05-09,23346
2015-05-10,23346
2015-05-11,23346
2015-05-12,23346
2015-05-13,23346
2015-05-14,23346
2015-05-15,23346
2015-05-16,23346
2015-05-17,22208
2015-05-18,22208
2015-05-19,22208
2015-05-20,22208
2015-05-21,22208
2015-05-22,22208
2015-05-23,22208
2015-05-24,22208
2015-05-25,22208
2015-05-26,22208
2015-05-27,22208
2015-05-28,22208
2015-05-29,21146
2015-05-30,21146
2015-05-31,21146
2015-06-01,21146
2015-06-02,21146
2015-06-03,21146
2015-06-04,21146
2015-06-05,21146
2015-06-06,21146
2015-06-07,21146
2015-06-08,21146
2015-06-09,21146
2015-06-10,20172
2015-06-11,20172
2015-06-12,20172
2015-06-13,20172
2015-06-14,20172
2015-06-15,20172
2015-06-16,20172
2015-06-17,20172
2015-06-18,20172
2015-06-19,20172
2015-06-20,20172
2015-06-21,20172
2015-06-22,20172
2015-06-23,19188
2015-06-24,19188
2015-06-25,19188
2015-06-26,19188
2015-06-27,19188
2015-06-28,19188
2015-06-29,19188
2015-06-30,19188
2015-07-01,19188
2015-07-02,19188
2015-07-03,19188
2015-07-04,19188
2015-07-05,19188
2015-07-06,18264
2015-07-07,18264
2015-07-08,18264
2015-07-09,18264
2015-07-10,18264
2015-07-11,18264
2015-07-12,18264
2015-07-13,18264
2015-07-14,18264
2015-07-15,18264
2015-07-16,18264
2015-07-17,17385
2015-07-18,17385
2015-07-19,17385
2015-07-20,17385
2015-07-21,17385
2015-07-22,17385
2015-07-23,17385
2015-07-24,17385
2015-07-25,17385
2015-07-26,17385
2015-07-27,17385
2015-07-28,17385
2015-07-29,16545
2015-07-30,16545
2015-07-31,16545
2015-08-01,16545
2015-08-02,16545
2015-08-03,16545
2015-08-04,16545
2015-08-05,16545
2015-08-06,16545
2015-08-07,16545
2015-08-08,15736
2015-08-09,15736
2015-08-10,15736
2015-08-11,15736
2015-08-12,15736
2015-08-13,15736
2015-08-14,15736
2015-08-15,15736
2015-08-16,15736
2015-08-17,15736
2015-08-18,14970
2015-08-19,14970
2015-08-20,14970
2015-08-21,14970
2015-08-22,14970
2015-08-23,14970
2015-08-24,14970
2015-08-25,14970
2015-08-26,14970
2015-08-27,14970
2015-08-28,14242
2015-08-29,14242
2015-08-30,14242
2015-08-31,14242
2015-09-01,14242
2015-09-02,14242
2015-09-03,14242
2015-09-04,14242
2015-09-05,14242
2015-09-06,14242
2015-09-07,14242
2015-09-08,13556
2015-09-09,13556
2015-09-10,13556
2015-09-11,13556
2015-09-12,13556
2015-09-13,13556
2015-09-14,13556
2015-09-15,13556
2015-09-16,13556
2015-09-17,13556
2015-09-18,13556
2015-09-19,12890
2015-09-20,12890
2015-09-21,12890
2015-09-22,12890
2015-09-23,12890
2015-09-24,12890
2015-09-25,12890
2015-09-26,12890
2015-09-27,12890
2015-09-28,12890
2015-09-29,12890
2015-09-30,12278
2015-10-01,12278
2015-10-02,12278
2015-10-03,12278
2015-10-04,12278
2015-10-05,12278
2015-10-06,12278
2015-10-07,12278
2015-10-08,12278
2015-10-09,12278
2015-10-10,12278
2015-10-11,12278
2015-10-12,12278
2015-10-13,12278
2015-10-14,11691
2015-10-15,11691
2015-10-16,11691
2015-10-17,11691
2015-10-18,11691
2015-10-19,11691
2015-10-20,11691
2015-10-21,11691
2015-10-22,11691
2015-10-23,11691
2015-10-24,11112
2015-10-25,11112
2015-10-26,11112
2015-10-27,11112
2015-10-28,11112
2015-10-29,11112
2015-10-30,11112
2015-10-31,11112
2015-11-01,11112
2015-11-02,11112
2015-11-03,11112
2015-11-04,11112
2015-11-05,10597
2015-11-06,10597
2015-11-07,10597
2015-11-08,10597
2015-11-09,10597
2015-11-10,10597
2015-11-11,10597
2015-11-12,10597
2015-11-13,10597
2015-11-14,10597
2015-11-15,10597
2015-11-16,10597
2015-11-17,10597
2015-11-18,10597
2015-11-19,10078
2015-11-20,10078
2015-11-21,10078
2015-11-22,10078
2015-11-23,10078
2015-11-24,10078
2015-11-25,10078
2015-11-26,10078
2015-11-27,10078
2015-11-28,10078
2015-11-29,10078
2015-11-30,10078
2015-12-01,10078
2015-12-02,9594
2015-12-03,9594
2015-12-04,9594
2015-12-05,9594
2015-12-06,9594
2015-12-07,9594
2015-12-08,9594
2015-12-09,9594
2015-12-10,9594
2015-12-11,9146
2015-12-12,9146
2015-12-13,9146
2015-12-14,9146
2015-12-15,9146
2015-12-16,9146
2015-12-17,9146
2015-12-18,9146
2015-12-19,9146
2015-12-20,8702
2015-12-21,8702
2015-12-22,8702
2015-12-23,8702
2015-12-24,8702
2015-12-25,8702
2015-12-26,8702
2015-12-27,8702
2015-12-28,8702
2015-12-29,8702
2015-12-30,8276
2015-12-31,8276
2016-01-01,8276
2016-01-02,8276
2016-01-03,8276
2016-01-04,8276
2016-01-05,8276
2016-01-06,8276
2016-01-07,8276
2016-01-08,7883
2016-01-09,7883
2016-01-10,7883
2016-01-11,7883
2016-01-12,7883
2016-01-13,7883
2016-01-14,7883
2016-01-15,7883
2016-01-16,7500
2016-01-17,7500
2016-01-18,7500
2016-01-19,7500
2016-01-20,7500
2016-01-21,7500
2016-01-22,7500
2016-01-23,7500
2016-01-24,7168
2016-01-25,7168
2016-01-26,7168
2016-01-27,7168
2016-01-28,7168
2016-01-29,7168
2016-01-30,7168
2016-01-31,7168
2016-02-01,6822
2016-02-02,6822
2016-02-03,6822
2016-02-04,6822
2016-02-05,6822
2016-02-06,6822
2016-02-07,6822
2016-02-08,6822
2016-02-09,6495
2016-02-10,6495
2016-02-11,6495
2016-02-12,6495
2016-02-13,6495
2016-02-14,6495
2016-02-15,6495
2016-02-16,6495
2016-02-17,6495
2016-02-18,6179
2016-02-19,6179
2016-02-20,6179
2016-02-21,6179
2016-02-22,6179
2016-02-23,6179
2016-02-24,6179
2016-02-25,5882
2016-02-26,5882
2016-02-27,5882
2016-02-28,5882
2016-02-29,5882
2016-03-01,5882
2016-03-02,5882
2016-03-03,5882
2016-03-04,5595
2016-03-05,5595
2016-03-06,5595
2016-03-07,5595
2016-03-08,5595
2016-03-09,5595
2016-03-10,5595
2016-03-11,5333
2016-03-12,5333
2016-03-13,5333
2016-03-14,5333
2016-03-15,5333
2016-03-16,5333
2016-03-17,5333
2016-03-18,5081
2016-03-19,5081
2016-03-20,5081
2016-03-21,5081
2016-03-22,5081
2016-03-23,5081
2016-03-24,5081
2016-03-25,4838
2016-03-26,4838
2016-03-27,4838
2016-03-28,4838
2016-03-29,4838
2016-03-30,4838
2016-03-31,4838
2016-04-01,4609
2016-04-02,4609
2016-04-03,4609
2016-04-04,4609
2016-04-05,4609
2016-04-06,4609
2016-04-07,4609
2016-04-08,4609
2016-04-09,4609
2016-04-10,4609
2016-04-11,4387
2016-04-12,4387
2016-04-13,4387
2016-04-14,4387
2016-04-15,4387
2016-04-16,4387
2016-04-17,4387
2016-04-18,4181
2016-04-19,4181
2016-04-20,4181
2016-04-21,4181
2016-04-22,4181
2016-04-23,4181
2016-04-24,4181
2016-04-25,3979
2016-04-26,3979
2016-04-27,3979
2016-04-28,3979
2016-04-29,3979
2016-04-30,3979
2016-05-01,3979
2016-05-02,3789
2016-05-03,3789
2016-05-04,3789
2016-05-05,3789
2016-05-06,3789
2016-05-07,3789
2016-05-08,3789
2016-05-09,3789
2016-05-10,3608
2016-05-11,3608
2016-05-12,3608
2016-05-13,3608
2016-05-14,3608
2016-05-15,3608
2016-05-16,3608
2016-05-17,3608
2016-05-18,3608
2016-05-19,3433
2016-05-20,3433
2016-05-21,3433
2016-05-22,3433
2016-05-23,3433
2016-05-24,3268
2016-05-25,3268
2016-05-26,3268
2016-05-27,3268
2016-05-28,3268
2016-05-29,3268
2016-05-30,3268
2016-05-31,3110
2016-06-01,3110
2016-06-02,3110
2016-06-03,3110
2016-06-04,3110
2016-06-05,3110
2016-06-06,2960
2016-06-07,2960
2016-06-08,2960
2016-06-09,2960
2016-06-10,2960
2016-06-11,2960
2016-06-12,2960
2016-06-13,2818
2016-06-14,2818
2016-06-15,2818
2016-06-16,2818
2016-06-17,2818
2016-06-18,2818
2016-06-19,2818
2016-06-20,2684
2016-06-21,2684
2016-06-22,2684
2016-06-23,2684
2016-06-24,2684
2016-06-25,2684
2016-06-26,2684
2016-06-27,2553
2016-06-28,2553
2016-06-29,2553
2016-06-30,2553
2016-07-01,2553
2016-07-02,2553
2016-07-03,2431
2016-07-04,2431
2016-07-05,2431
2016-07-06,2431
2016-07-07,2431
2016-07-08,2431
2016-07-09,2311
2016-07-10,2311
2016-07-11,2311
2016-07-12,2311
2016-07-13,2311
2016-07-14,2311
2016-07-15,2311
2016-07-16,2197
2016-07-17,2197
2016-07-18,2197
2016-07-19,2197
2016-07-20,2197
2016-07-21,2197
2016-07-22,2197
2016-07-23,2197
2016-07-24,2089
2016-07-25,2089
2016-07-26,2089
2016-07-27,2089
2016-07-28,2089
2016-07-29,2089
2016-07-30,1986
2016-07-31,1986
2016-08-01,1986
2016-08-02,1986
2016-08-03,1986
2016-08-04,1986
2016-08-05,1986
2016-08-06,1986
2016-08-07,1888
2016-08-08,1888
2016-08-09,1888
2016-08-10,1888
2016-08-11,1888
2016-08-12,1888
2016-08-13,1888
2016-08-14,1888
2016-08-15,1796
2016-08-16,1796
2016-08-17,1796
2016-08-18,1796
2016-08-19,1796
2016-08-20,1796
2016-08-21,1796
2016-08-22,1709
2016-08-23,1709
2016-08-24,1709
2016-08-25,1709
2016-08-26,1709
2016-08-27,1709
2016-08-28,1627
2016-08-29,1627
2016-08-30,1627
2016-08-31,1627
2016-09-01,1627
2016-09-02,1627
2016-09-03,1560
2016-09-04,1560
2016-09-05,1560
2016-09-06,1560
2016-09-07,1560
2016-09-08,1560
2016-09-09,1560
2016-09-10,1488
2016-09-11,1488
2016-09-12,1488
2016-09-13,1488
2016-09-14,1488
2016-09-15,1488
2016-09-16,1488
2016-09-17,1488
2016-09-18,1418
2016-09-19,1418
2016-09-20,1418
2016-09-21,1418
2016-09-22,1418
2016-09-23,1418
2016-09-24,1418
2016-09-25,1418
2016-09-26,1418
2016-09-27,1349
2016-09-28,1349
2016-09-29,1349
2016-09-30,1349
2016-10-01,1349
2016-10-02,1349
2016-10-03,1349
2016-10-04,1349
2016-10-05,1349
2016-10-06,1285
2016-10-07,1285
2016-10-08,1285
2016-10-09,1285
2016-10-10,1285
2016-10-11,1285
2016-10-12,1285
2016-10-13,1285
2016-10-14,1224
2016-10-15,1224
2016-10-16,1224
2016-10-17,1224
2016-10-18,1224
2016-10-19,1224
2016-10-20,1224
2016-10-21,1224
2016-10-22,1166
2016-10-23,1166
2016-10-24,1166
2016-10-25,1166
2016-10-26,1166
2016-10-27,1166
2016-10-28,1166
2016-10-29,1113
2016-10-30,1113
2016-10-31,1113
2016-11-01,1113
2016-11-02,1113
2016-11-03,1113
2016-11-04,1113
2016-11-05,1113
2016-11-06,1059
