date_obj,Karambwan%20vessel price
2016-11-07,1059
2016-11-08,1059
2016-11-09,1059
2016-11-10,1059
2016-11-11,1059
2016-11-12,1059
2016-11-13,1059
2016-11-14,1010
2016-11-15,1010
2016-11-16,1010
2016-11-17,1010
2016-11-18,1010
2016-11-19,1010
2016-11-20,1010
2016-11-21,970
2016-11-22,970
2016-11-23,970
2016-11-24,970
2016-11-25,970
2016-11-26,970
2016-11-27,970
2016-11-28,970
2016-11-29,928
2016-11-30,928
2016-12-01,928
2016-12-02,928
2016-12-03,928
2016-12-04,928
2016-12-05,928
2016-12-06,896
2016-12-07,896
2016-12-08,896
2016-12-09,896
2016-12-10,896
2016-12-11,896
2016-12-12,896
2016-12-13,896
2016-12-14,852
2016-12-15,852
2016-12-16,852
2016-12-17,852
2016-12-18,852
2016-12-19,852
2016-12-20,852
2016-12-21,826
2016-12-22,826
2016-12-23,826
2016-12-24,826
2016-12-25,826
2016-12-26,826
2016-12-27,826
2016-12-28,794
2016-12-29,794
2016-12-30,794
2016-12-31,794
2017-01-01,794
2017-01-02,794
2017-01-03,755
2017-01-04,755
2017-01-05,755
2017-01-06,755
2017-01-07,755
2017-01-08,721
2017-01-09,721
2017-01-10,721
2017-01-11,721
2017-01-12,687
2017-01-13,687
2017-01-14,687
2017-01-15,687
2017-01-16,687
2017-01-17,653
2017-01-18,653
2017-01-19,653
2017-01-20,653
2017-01-21,653
2017-01-22,653
2017-01-23,621
2017-01-24,621
2017-01-25,621
2017-01-26,621
2017-01-27,621
2017-01-28,590
2017-01-29,590
2017-01-30,590
2017-01-31,590
2017-02-01,590
2017-02-02,568
2017-02-03,568
2017-02-04,568
2017-02-05,568
2017-02-06,568
2017-02-07,568
2017-02-08,568
2017-02-09,558
2017-02-10,558
2017-02-11,558
2017-02-12,558
2017-02-13,558
2017-02-14,531
2017-02-15,531
2017-02-16,531
2017-02-17,531
2017-02-18,531
2017-02-19,531
2017-02-20,531
2017-02-21,505
2017-02-22,505
2017-02-23,505
2017-02-24,505
2017-02-25,505
2017-02-26,505
2017-02-27,505
2017-02-28,482
2017-03-01,482
2017-03-02,482
2017-03-03,482
2017-03-04,482
2017-03-05,482
2017-03-06,459
2017-03-07,459
2017-03-08,459
2017-03-09,459
2017-03-10,459
2017-03-11,459
2017-03-12,459
2017-03-13,437
2017-03-14,437
2017-03-15,437
2017-03-16,437
2017-03-17,437
2017-03-18,437
2017-03-19,421
2017-03-20,421
2017-03-21,421
2017-03-22,421
2017-03-23,421
2017-03-24,421
2017-03-25,421
2017-03-26,404
2017-03-27,404
2017-03-28,404
2017-03-29,404
2017-03-30,404
2017-03-31,404
2017-04-01,404
2017-04-02,398
2017-04-03,398
2017-04-04,398
2017-04-05,398
2017-04-06,398
2017-04-07,398
2017-04-08,398
2017-04-09,380
2017-04-10,380
2017-04-11,380
2017-04-12,380
2017-04-13,380
2017-04-14,380
2017-04-15,380
2017-04-16,366
2017-04-17,366
2017-04-18,366
2017-04-19,366
2017-04-20,366
2017-04-21,366
2017-04-22,366
2017-04-23,365
2017-04-24,365
2017-04-25,365
2017-04-26,365
2017-04-27,365
2017-04-28,365
2017-04-29,351
2017-04-30,351
2017-05-01,351
2017-05-02,351
2017-05-03,351
2017-05-04,351
2017-05-05,351
2017-05-06,334
2017-05-07,334
2017-05-08,334
2017-05-09,334
2017-05-10,334
2017-05-11,334
2017-05-12,318
2017-05-13,318
2017-05-14,318
2017-05-15,318
2017-05-16,318
2017-05-17,318
2017-05-18,303
2017-05-19,303
2017-05-20,303
2017-05-21,303
2017-05-22,303
2017-05-23,303
2017-05-24,303
2017-05-25,303
2017-05-26,289
2017-05-27,289
2017-05-28,289
2017-05-29,289
2017-05-30,289
2017-05-31,289
2017-06-01,275
2017-06-02,275
2017-06-03,275
2017-06-04,275
2017-06-05,275
2017-06-06,275
2017-06-07,275
2017-06-08,262
2017-06-09,262
2017-06-10,262
2017-06-11,262
2017-06-12,262
2017-06-13,264
2017-06-14,264
2017-06-15,264
2017-06-16,264
2017-06-17,264
2017-06-18,264
2017-06-19,264
2017-06-20,260
2017-06-21,260
2017-06-22,260
2017-06-23,260
2017-06-24,260
2017-06-25,260
2017-06-26,260
2017-06-27,247
2017-06-28,247
2017-06-29,247
2017-06-30,247
2017-07-01,247
2017-07-02,247
2017-07-03,247
2017-07-04,235
2017-07-05,235
2017-07-06,235
2017-07-07,235
2017-07-08,235
2017-07-09,235
2017-07-10,233
2017-07-11,233
2017-07-12,233
2017-07-13,233
2017-07-14,233
2017-07-15,233
2017-07-16,233
2017-07-17,226
2017-07-18,226
2017-07-19,226
2017-07-20,226
2017-07-21,226
2017-07-22,226
2017-07-23,230
2017-07-24,230
2017-07-25,230
2017-07-26,230
2017-07-27,230
2017-07-28,230
2017-07-29,237
2017-07-30,237
2017-07-31,237
2017-08-01,237
2017-08-02,237
2017-08-03,237
2017-08-04,249
2017-08-05,249
2017-08-06,249
2017-08-07,249
2017-08-08,249
2017-08-09,260
2017-08-10,260
2017-08-11,267
2017-08-12,267
2017-08-13,267
2017-08-14,267
2017-08-15,267
2017-08-16,270
2017-08-17,270
2017-08-18,270
2017-08-19,270
2017-08-20,270
2017-08-21,270
2017-08-22,270
2017-08-23,270
2017-08-24,263
2017-08-25,263
2017-08-26,263
2017-08-27,263
2017-08-28,263
2017-08-29,263
2017-08-30,263
2017-08-31,252
2017-09-01,252
2017-09-02,252
2017-09-03,252
2017-09-04,252
2017-09-05,252
2017-09-06,252
2017-09-07,240
2017-09-08,240
2017-09-09,240
2017-09-10,240
2017-09-11,240
2017-09-12,240
2017-09-13,240
2017-09-14,240
2017-09-15,238
2017-09-16,238
2017-09-17,238
2017-09-18,238
2017-09-19,238
2017-09-20,238
2017-09-21,238
2017-09-22,238
2017-09-23,238
2017-09-24,228
2017-09-25,228
2017-09-26,228
2017-09-27,228
2017-09-28,228
2017-09-29,228
2017-09-30,228
2017-10-01,228
2017-10-02,228
2017-10-03,228
2017-10-04,228
2017-10-05,228
2017-10-06,228
2017-10-07,228
2017-10-08,228
2017-10-09,228
2017-10-10,228
2017-10-11,237
2017-10-12,237
2017-10-13,237
2017-10-14,237
2017-10-15,237
2017-10-16,237
2017-10-17,237
2017-10-18,237
2017-10-19,245
2017-10-20,245
2017-10-21,245
2017-10-22,245
2017-10-23,245
2017-10-24,245
2017-10-25,245
2017-10-26,258
2017-10-27,258
2017-10-28,258
2017-10-29,258
2017-10-30,258
2017-10-31,258
2017-11-01,258
2017-11-02,270
2017-11-03,270
2017-11-04,270
2017-11-05,270
2017-11-06,270
2017-11-07,270
2017-11-08,270
2017-11-09,270
2017-11-10,275
2017-11-11,275
2017-11-12,275
2017-11-13,275
2017-11-14,275
2017-11-15,275
2017-11-16,275
2017-11-17,275
2017-11-18,275
2017-11-19,275
2017-11-20,275
2017-11-21,275
2017-11-22,275
2017-11-23,275
2017-11-24,275
2017-11-25,275
2017-11-26,275
2017-11-27,265
2017-11-28,265
2017-11-29,265
2017-11-30,265
2017-12-01,265
2017-12-02,265
2017-12-03,265
2017-12-04,265
2017-12-05,265
2017-12-06,265
2017-12-07,252
2017-12-08,252
2017-12-09,252
2017-12-10,252
2017-12-11,252
2017-12-12,252
2017-12-13,252
2017-12-14,242
2017-12-15,242
2017-12-16,242
2017-12-17,242
2017-12-18,242
2017-12-19,242
2017-12-20,242
2017-12-21,246
2017-12-22,246
2017-12-23,246
2017-12-24,246
2017-12-25,246
2017-12-26,246
2017-12-27,246
2017-12-28,246
2017-12-29,246
2017-12-30,236
2017-12-31,236
2018-01-01,236
2018-01-02,236
2018-01-03,236
2018-01-04,236
2018-01-05,236
2018-01-06,229
2018-01-07,229
2018-01-08,229
2018-01-09,229
2018-01-10,229
2018-01-11,229
2018-01-12,222
2018-01-13,222
2018-01-14,222
2018-01-15,222
2018-01-16,222
2018-01-17,222
2018-01-18,227
2018-01-19,227
2018-01-20,227
2018-01-21,227
2018-01-22,227
2018-01-23,235
2018-01-24,235
2018-01-25,235
2018-01-26,235
2018-01-27,237
2018-01-28,237
2018-01-29,237
2018-01-30,237
2018-01-31,230
2018-02-01,230
2018-02-02,231
2018-02-03,231
2018-02-04,234
2018-02-05,234
2018-02-06,234
2018-02-07,234
2018-02-08,238
2018-02-09,238
2018-02-10,238
2018-02-11,232
2018-02-12,232
2018-02-13,232
2018-02-14,232
2018-02-15,230
2018-02-16,230
2018-02-17,230
2018-02-18,230
2018-02-19,230
2018-02-20,230
2018-02-21,230
2018-02-22,226
2018-02-23,226
2018-02-24,226
2018-02-25,223
2018-02-26,223
2018-02-27,223
2018-02-28,226
2018-03-01,226
2018-03-02,237
2018-03-03,237
2018-03-04,237
2018-03-05,248
2018-03-06,248
2018-03-07,248
2018-03-08,256
2018-03-09,256
2018-03-10,256
2018-03-11,264
2018-03-12,264
2018-03-13,264
2018-03-14,264
2018-03-15,260
2018-03-16,260
2018-03-17,266
2018-03-18,266
2018-03-19,266
2018-03-20,266
2018-03-21,266
2018-03-22,280
2018-03-23,280
2018-03-24,294
2018-03-25,294
2018-03-26,294
2018-03-27,308
2018-03-28,308
2018-03-29,308
2018-03-30,308
2018-03-31,318
2018-04-01,318
2018-04-02,318
2018-04-03,318
2018-04-04,328
2018-04-05,328
2018-04-06,328
2018-04-07,328
2018-04-08,328
2018-04-09,328
2018-04-10,328
2018-04-11,328
2018-04-12,328
2018-04-13,326
2018-04-14,326
2018-04-15,326
2018-04-16,326
2018-04-17,326
2018-04-18,326
2018-04-19,326
2018-04-20,322
2018-04-21,322
2018-04-22,322
2018-04-23,322
2018-04-24,305
2018-04-25,305
2018-04-26,305
2018-04-27,305
2018-04-28,290
2018-04-29,290
2018-04-30,290
2018-05-01,298
2018-05-02,298
2018-05-03,298
2018-05-04,298
2018-05-05,301
2018-05-06,301
2018-05-07,301
2018-05-08,301
2018-05-09,301
2018-05-10,310
2018-05-11,310
2018-05-12,325
2018-05-13,325
2018-05-14,325
2018-05-15,325
2018-05-16,342
2018-05-17,342
2018-05-18,342
2018-05-19,356
2018-05-20,356
2018-05-21,356
2018-05-22,356
2018-05-23,356
2018-05-24,371
2018-05-25,371
2018-05-26,390
2018-05-27,390
2018-05-28,390
2018-05-29,410
2018-05-30,410
2018-05-31,410
2018-06-01,423
2018-06-02,423
2018-06-03,423
2018-06-04,436
2018-06-05,436
2018-06-06,436
2018-06-07,458
2018-06-08,458
2018-06-09,458
2018-06-10,479
2018-06-11,479
2018-06-12,479
2018-06-13,479
2018-06-14,503
2018-06-15,503
2018-06-16,503
2018-06-17,528
2018-06-18,528
2018-06-19,528
2018-06-20,528
2018-06-21,547
2018-06-22,547
2018-06-23,547
2018-06-24,547
2018-06-25,567
2018-06-26,567
2018-06-27,567
2018-06-28,567
2018-06-29,576
2018-06-30,576
2018-07-01,576
2018-07-02,563
2018-07-03,563
2018-07-04,563
2018-07-05,563
2018-07-06,569
2018-07-07,569
2018-07-08,569
2018-07-09,540
2018-07-10,540
2018-07-11,540
2018-07-12,540
2018-07-13,540
2018-07-14,550
2018-07-15,550
2018-07-16,550
2018-07-17,572
2018-07-18,572
2018-07-19,572
2018-07-20,572
2018-07-21,586
2018-07-22,586
2018-07-23,589
2018-07-24,589
2018-07-25,589
2018-07-26,589
2018-07-27,564
2018-07-28,564
2018-07-29,540
2018-07-30,540
2018-07-31,566
2018-08-01,566
2018-08-02,566
2018-08-03,566
2018-08-04,542
2018-08-05,542
2018-08-06,542
2018-08-07,542
2018-08-08,543
2018-08-09,543
2018-08-10,543
2018-08-11,543
2018-08-12,561
2018-08-13,561
2018-08-14,561
2018-08-15,582
2018-08-16,582
2018-08-17,582
2018-08-18,579
2018-08-19,579
2018-08-20,579
2018-08-21,573
2018-08-22,573
2018-08-23,573
2018-08-24,594
2018-08-25,594
2018-08-26,614
2018-08-27,614
2018-08-28,614
2018-08-29,591
2018-08-30,591
2018-08-31,591
2018-09-01,575
2018-09-02,575
2018-09-03,575
2018-09-04,548
2018-09-05,548
2018-09-06,548
2018-09-07,521
2018-09-08,521
2018-09-09,521
2018-09-10,521
2018-09-11,497
2018-09-12,497
2018-09-13,497
2018-09-14,487
2018-09-15,487
2018-09-16,487
2018-09-17,483
2018-09-18,483
2018-09-19,483
2018-09-20,472
2018-09-21,472
2018-09-22,472
2018-09-23,458
2018-09-24,458
2018-09-25,458
2018-09-26,452
2018-09-27,452
2018-09-28,452
2018-09-29,452
2018-09-30,446
2018-10-01,446
2018-10-02,446
2018-10-03,446
2018-10-04,434
2018-10-05,434
2018-10-06,454
2018-10-07,454
2018-10-08,454
2018-10-09,454
2018-10-10,454
2018-10-11,449
2018-10-12,449
2018-10-13,460
2018-10-14,460
2018-10-15,460
2018-10-16,463
2018-10-17,463
2018-10-18,463
2018-10-19,456
2018-10-20,456
2018-10-21,456
2018-10-22,466
2018-10-23,466
2018-10-24,466
2018-10-25,455
2018-10-26,455
2018-10-27,455
2018-10-28,438
2018-10-29,438
2018-10-30,438
2018-10-31,438
2018-11-01,442
2018-11-03,442
2018-11-04,437
2018-11-05,437
2018-11-06,438
2018-11-07,438
2018-11-08,438
2018-11-09,438
2018-11-10,425
2018-11-11,425
2018-11-12,417
2018-11-13,417
2018-11-14,417
2018-11-15,408
2018-11-16,408
2018-11-17,404
2018-11-18,404
2018-11-19,404
2018-11-20,423
2018-11-21,423
2018-11-22,423
2018-11-23,437
2018-11-24,437
2018-11-25,417
2018-11-26,417
2018-11-27,417
2018-11-28,409
2018-11-29,409
2018-12-01,418
2018-12-02,418
2018-12-03,435
2018-12-04,435
2018-12-05,428
2018-12-07,428
2018-12-09,448
2018-12-10,448
2018-12-11,468
2018-12-12,468
2018-12-13,485
2018-12-14,485
2018-12-15,485
2018-12-16,502
2018-12-17,502
2018-12-18,502
2018-12-19,525
2018-12-20,525
2018-12-21,546
2018-12-22,546
2018-12-23,567
2018-12-24,567
2018-12-25,567
2018-12-26,574
2018-12-27,574
2018-12-28,589
2018-12-29,589
2018-12-30,612
2018-12-31,612
2019-01-01,632
2019-01-02,632
2019-01-03,655
2019-01-04,655
2019-01-05,669
2019-01-06,678
2019-01-08,678
2019-01-10,673
2019-01-11,677
2019-01-12,677
2019-01-13,688
2019-01-14,688
2019-01-15,685
2019-01-16,685
2019-01-17,708
2019-01-18,708
2019-01-19,720
2019-01-20,720
2019-01-21,724
2019-01-22,724
2019-01-23,717
2019-01-24,717
2019-01-25,738
2019-01-26,738
2019-01-27,712
2019-01-28,712
2019-01-29,727
2019-01-30,727
2019-01-31,743
2019-02-01,749
2019-02-02,749
2019-02-03,752
2019-02-04,752
2019-02-05,764
2019-02-06,764
2019-02-07,799
2019-02-08,799
2019-02-09,789
2019-02-10,789
2019-02-11,781
2019-02-12,781
2019-02-13,757
2019-02-14,757
2019-02-15,778
2019-02-16,778
2019-02-17,798
2019-02-18,798
2019-02-19,783
2019-02-20,783
2019-02-21,757
2019-02-22,757
2019-02-23,733
2019-02-24,733
2019-02-25,718
2019-02-26,718
2019-02-27,718
2019-02-28,718
2019-03-01,718
2019-03-02,731
2019-03-03,731
2019-03-04,763
2019-03-05,763
2019-03-06,767
2019-03-07,767
2019-03-08,767
2019-03-09,795
2019-03-10,795
2019-03-11,830
2019-03-12,830
2019-03-13,862
2019-03-14,862
2019-03-15,869
2019-03-16,869
2019-03-17,851
2019-03-18,851
2019-03-19,851
2019-03-20,867
2019-03-21,867
2019-03-22,867
