date_obj,Initiate%20hauberk price
2015-07-14,6045
2015-07-15,5938
2015-07-16,5938
2015-07-17,5995
2015-07-18,5995
2015-07-19,6056
2015-07-20,6076
2015-07-21,6076
2015-07-22,5999
2015-07-23,5999
2015-07-24,5954
2015-07-25,5954
2015-07-26,6003
2015-07-27,6003
2015-07-28,5975
2015-07-29,5978
2015-07-30,5978
2015-07-31,6064
2015-08-01,6064
2015-08-02,5993
2015-08-03,5993
2015-08-04,6005
2015-08-05,5981
2015-08-06,5981
2015-08-07,5939
2015-08-08,6044
2015-08-09,6095
2015-08-10,6095
2015-08-11,5945
2015-08-12,5945
2015-08-13,5870
2015-08-14,6051
2015-08-15,6051
2015-08-16,6228
2015-08-17,6228
2015-08-18,6189
2015-08-19,6014
2015-08-20,6014
2015-08-21,5972
2015-08-22,5972
2015-08-23,5842
2015-08-24,5760
2015-08-25,5760
2015-08-26,5851
2015-08-27,6118
2015-08-28,6118
2015-08-29,6058
2015-08-30,6058
2015-08-31,5906
2015-09-01,5906
2015-09-02,5782
2015-09-03,5782
2015-09-04,5902
2015-09-05,5902
2015-09-06,5931
2015-09-07,5931
2015-09-08,5955
2015-09-09,5955
2015-09-10,5909
2015-09-11,5909
2015-09-12,5891
2015-09-13,5756
2015-09-14,5756
2015-09-15,5785
2015-09-16,5785
2015-09-17,5884
2015-09-18,5884
2015-09-19,5942
2015-09-20,5942
2015-09-21,5902
2015-09-22,5902
2015-09-23,5997
2015-09-24,5997
2015-09-25,5997
2015-09-27,5928
2015-09-28,5868
2015-09-29,5868
2015-09-30,5777
2015-10-05,6181
2015-10-06,6282
2015-10-07,6282
2015-10-08,6330
2015-10-09,6264
2015-10-10,6264
2015-10-11,6211
2015-10-12,6211
2015-10-13,5957
2015-10-14,5957
2015-10-15,5840
2015-10-16,5840
2015-10-17,5905
2015-10-18,5905
2015-10-19,5914
2015-10-20,5914
2015-10-22,5959
2015-10-23,5923
2015-10-24,5923
2015-10-25,5890
2015-10-26,5890
2015-10-27,6016
2015-10-29,6029
2015-10-30,6029
2015-10-31,6145
2015-11-01,6145
2015-11-02,6014
2015-11-03,6014
2015-11-04,5970
2015-11-05,5970
2015-11-06,6014
2015-11-07,6023
2015-11-08,6023
2015-11-09,6067
2015-11-10,6067
2015-11-11,6109
2015-11-12,6109
2015-11-13,6116
2015-11-14,6116
2015-11-15,6081
2015-11-16,6081
2015-11-17,5918
2015-11-18,5918
2015-11-19,5886
2015-11-20,5886
2015-11-21,5915
2015-11-22,6041
2015-11-23,6041
2015-11-24,5949
2015-11-25,5892
2015-11-26,5892
2015-11-27,5812
2015-11-28,5812
2015-11-29,5907
2015-11-30,5907
2015-12-01,5918
2015-12-02,5918
2015-12-03,5940
2015-12-04,5940
2015-12-05,5859
2015-12-06,5859
2015-12-07,5876
2015-12-08,5876
2015-12-09,5838
2015-12-10,5838
2015-12-11,5851
2015-12-12,5851
2015-12-13,5782
2015-12-14,5782
2015-12-15,5870
2015-12-16,5870
2015-12-17,5863
2015-12-18,5863
2015-12-19,5860
2015-12-20,5971
2015-12-21,5971
2015-12-22,5821
2015-12-23,5821
2015-12-24,6033
2015-12-25,6033
2015-12-26,6216
2015-12-27,6205
2015-12-28,6205
2015-12-29,6147
2015-12-31,5996
2016-01-01,5996
2016-01-02,6052
2016-01-03,6012
2016-01-04,5985
2016-01-05,5985
2016-01-06,5919
2016-01-07,5919
2016-01-08,5825
2016-01-09,5825
2016-01-10,6006
2016-01-11,6006
2016-01-12,6274
2016-01-13,6274
2016-01-14,6316
2016-01-15,6316
2016-01-16,6283
2016-01-17,6283
2016-01-18,6017
2016-01-19,6017
2016-01-20,5907
2016-01-21,5907
2016-01-22,5917
2016-01-23,5917
2016-01-24,5907
2016-01-25,5928
2016-01-26,5928
2016-01-27,6089
2016-01-28,6089
2016-01-29,6229
2016-01-30,6229
2016-01-31,6150
2016-02-01,6180
2016-02-02,6180
2016-02-03,6029
2016-02-04,6029
2016-02-05,5906
2016-02-06,5881
2016-02-07,5881
2016-02-08,5877
2016-02-09,5877
2016-02-10,5957
2016-02-11,5957
2016-02-12,6028
2016-02-13,5958
2016-02-14,5958
2016-02-15,6016
2016-02-16,6016
2016-02-17,6011
2016-02-18,6011
2016-02-19,6043
2016-02-20,6043
2016-02-21,5897
2016-02-22,5897
2016-02-23,5860
2016-02-24,5860
2016-02-25,5784
2016-02-26,5784
2016-02-27,5943
2016-02-28,5943
2016-02-29,6095
2016-03-01,6013
2016-03-02,6013
2016-03-03,5846
2016-03-04,5846
2016-03-05,5891
2016-03-06,5830
2016-03-07,5830
2016-03-08,5815
2016-03-09,5815
2016-03-10,5728
2016-03-11,5728
2016-03-12,5711
2016-03-13,5711
2016-03-14,5886
2016-03-15,5886
2016-03-16,5912
2016-03-17,5912
2016-03-18,5910
2016-03-19,5910
2016-03-20,5936
2016-03-22,5875
2016-03-23,5875
2016-03-24,5932
2016-03-25,5968
2016-03-26,5920
2016-03-27,5920
2016-03-28,5884
2016-03-29,5884
2016-03-30,5875
2016-03-31,5875
2016-04-01,5916
2016-04-02,5916
2016-04-03,5880
2016-04-04,5880
2016-04-05,5877
2016-04-06,6095
2016-04-07,6095
2016-04-08,6140
2016-04-09,6027
2016-04-10,5989
2016-04-11,5989
2016-04-12,5947
2016-04-13,5947
2016-04-14,6033
2016-04-15,5992
2016-04-16,5992
2016-04-17,6008
2016-04-18,5889
2016-04-19,5889
2016-04-20,5869
2016-04-21,5869
2016-04-22,5914
2016-04-23,5924
2016-04-24,5924
2016-04-25,5914
2016-04-26,5914
2016-04-27,5882
2016-04-28,5882
2016-04-29,5875
2016-04-30,5814
2016-05-01,5814
2016-05-02,5954
2016-05-03,5860
2016-05-04,5860
2016-05-05,5877
2016-05-06,5877
2016-05-07,5809
2016-05-08,5809
2016-05-09,5735
2016-05-10,5804
2016-05-11,5804
2016-05-12,5915
2016-05-13,5850
2016-05-14,5850
2016-05-15,6006
2016-05-16,6006
2016-05-17,5893
2016-05-18,5863
2016-05-19,5863
2016-05-22,5975
2016-05-23,5911
2016-05-24,5997
2016-05-25,5997
2016-05-26,5919
2016-05-27,5896
2016-05-28,5896
2016-05-29,5928
2016-05-30,5928
2016-05-31,6008
2016-06-01,5924
2016-06-02,5924
2016-06-03,5862
2016-06-04,5786
2016-06-05,5786
2016-06-06,5845
2016-06-07,5845
2016-06-08,5899
2016-06-09,5952
2016-06-10,5872
2016-06-11,5872
2016-06-12,5902
2016-06-13,5902
2016-06-14,5918
2016-06-15,5918
2016-06-16,5985
2016-06-17,5811
2016-06-18,5811
2016-06-19,5934
2016-06-20,5934
2016-06-21,5942
2016-06-22,5973
2016-06-23,6263
2016-06-24,6263
2016-06-25,6577
2016-06-26,6577
2016-06-27,6469
2016-06-28,6382
2016-06-29,6382
2016-06-30,6244
2016-07-01,6125
2016-07-02,6125
2016-07-03,5972
2016-07-04,5906
2016-07-05,5906
2016-07-06,5899
2016-07-07,5899
2016-07-08,5871
2016-07-09,5894
2016-07-10,5926
2016-07-11,6030
2016-07-12,6030
2016-07-13,5949
2016-07-14,5949
2016-07-15,5922
2016-07-16,5922
2016-07-17,5872
2016-07-18,5909
2016-07-23,5840
2016-07-24,5911
2016-07-25,5911
2016-07-26,5826
2016-07-27,5826
2016-07-28,5811
2016-07-29,5854
2016-07-30,5853
2016-07-31,5853
2016-08-01,5906
2016-08-02,5908
2016-08-03,5908
2016-08-04,5901
2016-08-05,5901
2016-08-06,5899
2016-08-07,6013
2016-08-08,6013
2016-08-09,5944
2016-08-10,5944
2016-08-11,5854
2016-08-12,5854
2016-08-13,5795
2016-08-14,5795
2016-08-15,5810
2016-08-16,5810
2016-08-17,6005
2016-08-18,6005
2016-08-19,6091
2016-08-20,6091
2016-08-21,6127
2016-08-22,6127
2016-08-23,5971
2016-08-24,5971
2016-08-25,5998
2016-08-26,5998
2016-08-28,5915
2016-08-31,5759
2016-09-01,5792
2016-09-02,5792
2016-09-03,5837
2016-09-04,5837
2016-09-05,5805
2016-09-06,5805
2016-09-07,5887
2016-09-08,5887
2016-09-09,5887
2016-09-10,5880
2016-09-11,5880
2016-09-12,6054
2016-09-13,6054
2016-09-14,6149
2016-09-15,6149
2016-09-16,6218
2016-09-17,6218
2016-09-18,6179
2016-09-19,6179
2016-09-20,6024
2016-09-21,6024
2016-09-22,5868
2016-09-23,5868
2016-09-24,5975
2016-09-25,6032
2016-09-26,6032
2016-09-27,6094
2016-09-28,6094
2016-09-29,6052
2016-09-30,6052
2016-10-01,5920
2016-10-02,5920
2016-10-03,5920
2016-10-04,5798
2016-10-05,5798
2016-10-06,5863
2016-10-07,5863
2016-10-08,5939
2016-10-09,5939
2016-10-10,5952
2016-10-11,5952
2016-10-12,5951
2016-10-13,5951
2016-10-14,5975
2016-10-15,5975
2016-10-16,5905
2016-10-17,5935
2016-10-18,5935
2016-10-19,5962
2016-10-20,5962
2016-10-21,5992
2016-10-22,5992
2016-10-23,5902
2016-10-24,5902
2016-10-25,5875
2016-10-26,5886
2016-10-27,5886
2016-10-28,5947
2016-10-29,6058
2016-10-30,6058
2016-10-31,6095
2016-11-01,6095
2016-11-02,5960
2016-11-03,5960
2016-11-04,6002
2016-11-05,6002
2016-11-06,6085
2016-11-07,6085
2016-11-08,6109
2016-11-09,6109
2016-11-10,5952
2016-11-11,5952
2016-11-12,5921
2016-11-13,5921
2016-11-14,5914
2016-12-07,5997
2016-12-08,5925
2016-12-09,5925
2016-12-10,5909
2016-12-11,5919
2016-12-12,5919
2016-12-13,5943
2016-12-14,5998
2016-12-15,5998
2016-12-16,5897
2016-12-17,5853
2016-12-18,5853
2016-12-19,5935
2016-12-20,5935
2016-12-21,5978
2016-12-22,5978
2016-12-23,6001
2016-12-24,6001
2016-12-25,5986
2016-12-26,5986
2016-12-27,5909
2016-12-28,5909
2016-12-29,5901
2016-12-30,5901
2016-12-31,5900
2017-01-01,5900
2017-01-02,5936
2017-01-03,5936
2017-01-04,6162
2017-01-05,6162
2017-01-06,6119
2017-01-07,6103
2017-01-08,6103
2017-01-09,6151
2017-01-10,6151
2017-01-11,6110
2017-01-12,5997
2017-01-13,5997
2017-01-14,5944
2017-01-15,6023
2017-01-16,6023
2017-01-17,6025
2017-01-18,5991
2017-01-19,5991
2017-01-20,5998
2017-01-21,5946
2017-01-22,5946
2017-01-23,5952
2017-01-27,6047
2017-01-28,5949
2017-01-29,6009
2017-01-30,6009
2017-01-31,5940
2017-02-01,5976
2017-02-02,5976
2017-02-03,6007
2017-02-04,5930
2017-02-05,5930
2017-02-06,6023
2017-02-07,6023
2017-02-08,6009
2017-02-09,6009
2017-02-10,5944
2017-02-11,5926
2017-02-12,5926
2017-02-13,5923
2017-02-14,5946
2017-02-15,5946
2017-02-16,5959
2017-02-18,6044
2017-02-19,5985
2017-02-20,5985
2017-02-21,5930
2017-02-22,5930
2017-02-23,6004
2017-02-24,6004
2017-02-25,6135
2017-02-26,6135
2017-02-27,6211
2017-02-28,6302
2017-03-01,6302
2017-03-02,6153
2017-03-03,6153
2017-03-04,6003
2017-03-05,6003
2017-03-06,5951
2017-03-07,5951
2017-03-08,5954
2017-03-09,5954
2017-03-10,5991
2017-03-11,6009
2017-03-12,6009
2017-03-13,5954
2017-03-14,5927
2017-03-15,5891
2017-03-16,5891
2017-03-17,5908
2017-03-18,5908
2017-03-19,5911
2017-03-20,6005
2017-03-21,6103
2017-03-22,6103
2017-03-23,5919
2017-03-24,5941
2017-03-25,5941
2017-03-26,5977
2017-03-27,5977
2017-03-28,5928
2017-03-29,5871
2017-03-30,5871
2017-03-31,5882
2017-04-01,5882
2017-04-02,5886
2017-04-03,5955
2017-04-04,5955
2017-04-12,5938
2017-04-13,5943
2017-04-14,5943
2017-04-15,6098
2017-04-16,6382
2017-04-17,6543
2017-04-18,6543
2017-04-19,6461
2017-04-20,6461
2017-04-21,6316
2017-04-22,6316
2017-04-23,6153
2017-04-24,6153
2017-04-25,5983
2017-04-26,5983
2017-04-27,5975
2017-04-28,5975
2017-04-29,6051
2017-04-30,6051
2017-05-01,6115
2017-05-02,6023
2017-05-03,6023
2017-05-04,6153
2017-05-05,6204
2017-05-06,6204
2017-05-07,6209
2017-05-08,6209
2017-05-09,6151
2017-05-10,6151
2017-05-11,6054
2017-05-12,5933
2017-05-13,5868
2017-05-14,5868
2017-05-15,5805
2017-05-16,5885
2017-05-17,5885
2017-05-18,5838
2017-05-19,5838
2017-05-20,5926
2017-05-21,5926
2017-05-22,5878
2017-05-23,5878
2017-05-24,5982
2017-05-25,5982
2017-05-26,5895
2017-05-27,5851
2017-05-28,5851
2017-05-29,5783
2017-05-30,5783
2017-05-31,5842
2017-06-01,5865
2017-06-02,5878
2017-06-03,5878
2017-06-04,5827
2017-06-06,5820
2017-06-07,6053
2017-06-08,6053
2017-06-09,6117
2017-06-10,6148
2017-06-11,6075
2017-06-12,6075
2017-06-13,6065
2017-06-14,6065
2017-06-15,6090
2017-06-16,6082
2017-06-17,6082
2017-06-18,5956
2017-06-19,5956
2017-06-20,6021
2017-06-21,5906
2017-06-22,5906
2017-06-23,5800
2017-06-24,5800
2017-06-25,5830
2017-06-26,5699
2017-06-27,5748
2017-06-28,5748
2017-06-29,5729
2017-06-30,5729
2017-07-01,5793
2017-07-02,5793
2017-07-03,5820
2017-07-04,5820
2017-07-05,5832
2017-07-06,5918
2017-07-07,5918
2017-07-08,5850
2017-07-13,6380
2017-07-14,6268
2017-07-15,6268
2017-07-16,6105
2017-07-17,6032
2017-07-18,6032
2017-07-19,5986
2017-07-20,6064
2017-07-21,6064
2017-07-22,5938
2017-07-23,5845
2017-07-24,5845
2017-07-25,5786
2017-07-26,5791
2017-07-27,5791
2017-07-28,5740
2017-07-29,5740
2017-07-30,5740
2017-07-31,5740
2017-08-01,5765
2017-08-02,5871
2017-08-03,5871
2017-08-04,5928
2017-08-05,5903
2017-08-06,5903
2017-08-09,5946
2017-08-10,6037
2017-08-11,6037
2017-08-12,6042
2017-08-13,6042
2017-08-14,6033
2017-08-15,6033
2017-08-16,5861
2017-08-17,5814
2017-08-18,5814
2017-08-19,5803
2017-08-20,5672
2017-08-21,5672
2017-08-22,5779
2017-08-23,5779
2017-08-24,5816
2017-08-25,5816
2017-08-26,5997
2017-08-27,5997
2017-08-28,6077
2017-08-29,6077
2017-08-30,6035
2017-08-31,6035
2017-09-01,5985
2017-09-02,5896
2017-09-03,5896
2017-09-04,5788
2017-09-05,5829
2017-09-06,5829
2017-09-07,5773
2017-09-08,5773
2017-09-09,5773
2017-09-10,5936
2017-09-11,5936
2017-09-12,5985
2017-09-13,5985
2017-09-14,6145
2017-09-15,6145
2017-09-16,6261
2017-09-17,6438
2017-09-19,6404
2017-09-20,6309
2017-09-21,6309
2017-09-22,6291
2017-09-23,6291
2017-09-24,6027
2017-09-25,6027
2017-09-26,5921
2017-09-27,5921
2017-09-28,5858
2017-09-29,5860
2017-09-30,5860
2017-10-01,5830
2017-10-02,5830
2017-10-03,5859
2017-10-04,5859
2017-10-05,5882
2017-10-06,5882
2017-10-07,5923
2017-10-08,5923
2017-10-09,5969
2017-10-10,6026
2017-10-11,6026
2017-10-12,6118
2017-10-13,6150
2017-10-14,6116
2017-10-15,6116
2017-10-16,5986
2017-10-17,5986
2017-10-18,5814
2017-10-19,5814
2017-10-20,5778
2017-10-21,5778
2017-10-22,5825
2017-10-23,5825
2017-10-24,5845
2017-10-25,5858
2017-10-26,5858
2017-10-27,5838
2017-10-28,5838
2017-10-29,5899
2017-10-30,5899
2017-10-31,5968
2017-11-01,5968
2017-11-02,5999
2017-11-03,5999
2017-11-04,6049
2017-11-05,6049
2017-11-06,6032
2017-11-07,6032
2017-11-08,5994
2017-11-09,6022
2017-11-10,6022
2017-11-11,5991
2017-11-12,5991
2017-11-13,6015
2017-11-14,6015
2017-11-15,5909
2017-11-16,5786
2017-11-17,5786
2017-11-18,5763
2017-11-19,5804
2017-11-20,5804
2017-11-21,5791
2017-11-22,5791
2017-11-23,5845
2017-11-24,5845
2017-11-25,5958
2017-11-26,5903
2017-11-27,5903
2017-11-28,5761
2017-11-29,5761
2017-11-30,5750
2017-12-01,5803
2017-12-02,5803
2017-12-03,5859
2017-12-04,5859
2017-12-05,5834
2017-12-06,5834
2017-12-07,5838
2017-12-08,5838
2017-12-09,5779
2017-12-10,5803
2017-12-11,5803
2017-12-12,5900
2017-12-13,5900
2017-12-14,5939
2017-12-15,5965
2017-12-16,5965
2017-12-17,5896
2017-12-18,5781
2017-12-19,5781
2017-12-20,5888
2017-12-21,5852
2017-12-22,5852
2017-12-23,5913
2017-12-24,5913
2017-12-25,5958
2017-12-26,6083
2017-12-27,5896
2017-12-28,5896
2017-12-29,6019
2017-12-30,6182
2017-12-31,6182
2018-01-01,6138
2018-01-02,6138
2018-01-03,6038
2018-01-04,6038
2018-01-05,5885
2018-01-06,5862
2018-01-07,5839
2018-01-08,5839
2018-01-09,5737
2018-01-10,5737
2018-01-11,5920
2018-01-12,5920
2018-01-13,5876
2018-01-14,5930
2018-01-15,6070
2018-01-16,5955
2018-01-17,5903
2018-01-18,5836
2018-01-19,5836
2018-01-20,5848
2018-01-21,5848
2018-01-22,5762
2018-01-23,5738
2018-01-25,5836
2018-01-26,5732
2018-01-27,5745
2018-01-28,5828
2018-01-29,5873
2018-01-30,5780
2018-01-31,5599
2018-02-01,5734
2018-02-02,5839
2018-02-03,5927
2018-02-04,5997
2018-02-05,6101
2018-02-06,5967
2018-02-07,5804
2018-02-08,5804
2018-02-09,5820
2018-02-10,5820
2018-02-11,5780
2018-02-12,5822
2018-02-13,5754
2018-02-14,5744
2018-02-15,5829
2018-02-16,5813
2018-02-17,5968
2018-02-18,6221
2018-02-19,6215
2018-02-20,6072
2018-02-21,6115
2018-02-22,6091
2018-02-23,6090
2018-02-24,6090
2018-02-25,6072
2018-02-26,5914
2018-02-27,5906
2018-02-28,6002
2018-03-01,5961
2018-03-02,5811
2018-03-03,5764
2018-03-04,5764
2018-03-05,5805
2018-03-06,5846
2018-03-07,5801
2018-03-08,5674
2018-03-09,5733
2018-03-10,5740
2018-03-11,5710
2018-03-12,5870
2018-03-13,5854
2018-03-14,5794
2018-03-15,5824
2018-03-16,5841
2018-03-17,6056
2018-03-18,6163
2018-03-19,6163
2018-03-20,5968
2018-03-21,5963
2018-03-23,6101
2018-03-24,6039
2018-03-25,6117
2018-03-26,6144
2018-03-27,6037
2018-03-28,6037
2018-03-29,6065
2018-03-30,5978
2018-03-31,5746
2018-04-01,5768
2018-04-02,5806
2018-04-03,5788
2018-04-04,5800
2018-04-05,5800
2018-04-06,5807
2018-04-07,5807
2018-04-08,5796
2018-04-09,5995
2018-04-10,6096
2018-04-11,6162
2018-04-12,6070
2018-04-13,6070
2018-04-14,6056
2018-04-15,5930
2018-04-16,5930
2018-04-17,5883
2018-04-18,5883
2018-04-19,5812
2018-04-20,5806
2018-04-21,5787
2018-04-22,5787
2018-04-23,5812
2018-04-24,5882
2018-04-25,5831
2018-04-26,5831
2018-04-27,5758
2018-04-28,5948
2018-04-29,6081
2018-04-30,6093
2018-05-01,5935
2018-05-04,6062
2018-05-05,6023
2018-05-06,6023
2018-05-07,5924
2018-05-08,5918
2018-05-09,6077
2018-05-10,5935
2018-05-11,5935
2018-05-12,6003
2018-05-13,6003
2018-05-14,5891
2018-05-15,5898
2018-05-16,6077
2018-05-17,6348
2018-05-18,6666
2018-05-19,6905
2018-05-20,7081
2018-05-21,7008
2018-05-22,7008
2018-05-23,6667
2018-05-24,6341
2018-05-25,6040
2018-05-26,5873
2018-05-27,5873
2018-05-28,6007
2018-05-29,5963
2018-05-30,5985
2018-05-31,5840
2018-06-01,5817
2018-06-02,5752
2018-06-03,5752
2018-06-04,5706
2018-06-05,5895
2018-06-06,5777
2018-06-07,5777
2018-06-08,5717
2018-06-09,5717
2018-06-10,5876
2018-06-11,5965
2018-06-12,5970
2018-06-13,5890
2018-06-14,5812
2018-06-15,5657
2018-06-16,5726
2018-06-17,5789
2018-06-18,5928
2018-06-19,5932
2018-06-20,5932
2018-06-21,5858
2018-06-22,5898
2018-06-23,5898
2018-06-24,5803
2018-06-25,5860
2018-06-26,5935
2018-06-27,5900
2018-06-28,5882
2018-06-29,5906
2018-06-30,5896
2018-07-01,5896
2018-07-02,5896
2018-07-03,5862
2018-07-04,5752
2018-07-05,5752
2018-07-06,5901
2018-07-07,5872
2018-07-08,5733
2018-07-09,5644
2018-07-10,5685
2018-07-11,5869
2018-07-12,6140
2018-07-13,6229
2018-07-14,6516
2018-07-15,6587
2018-07-16,6443
2018-07-17,6514
2018-07-18,6528
2018-07-19,6642
2018-07-20,6534
2018-07-21,6392
2018-07-22,6233
2018-07-23,6086
2018-07-24,6079
2018-07-25,6076
2018-07-26,6042
2018-07-27,6049
2018-07-28,6244
2018-07-29,6326
2018-07-30,6422
2018-07-31,6516
2018-08-01,6516
2018-08-02,6556
2018-08-03,6483
2018-08-04,6347
2018-08-05,6142
2018-08-06,6245
2018-08-07,6264
2018-08-08,6172
2018-08-09,6172
2018-08-10,6126
2018-08-11,5964
2018-08-12,6007
2018-08-14,5854
2018-08-16,5766
2018-08-17,5778
2018-08-18,5776
2018-08-19,5783
2018-08-20,5821
2018-08-21,5904
2018-08-22,5939
2018-08-23,5921
2018-08-24,5915
2018-08-25,5779
2018-08-26,5831
2018-08-27,5776
2018-08-28,5790
2018-08-29,5821
2018-08-30,5781
2018-08-31,5800
2018-09-01,5846
2018-09-02,5864
2018-09-03,5946
2018-09-04,5944
2018-09-05,5854
2018-09-06,5854
2018-09-07,5826
2018-09-08,5958
2018-09-09,6142
2018-09-10,6086
2018-09-11,6086
2018-09-12,6100
2018-09-13,6235
2018-09-14,6327
2018-09-15,6297
2018-09-16,6297
2018-09-17,6399
2018-09-18,6391
2018-09-19,6471
2018-09-20,6383
2018-09-21,6190
2018-09-22,6033
2018-09-23,6002
2018-09-24,5983
2018-09-25,5983
2018-09-26,6177
2018-09-27,6358
2018-09-28,6347
2018-09-29,6106
2018-09-30,5933
2018-10-01,5837
2018-10-02,5819
2018-10-03,5767
2018-10-04,5767
2018-10-05,5855
2018-10-06,5840
2018-10-07,5816
2018-10-08,5828
2018-10-09,5882
2018-10-10,5866
2018-10-11,5837
2018-10-12,5919
2018-10-13,5950
2018-10-14,6012
2018-10-15,5930
2018-10-16,5877
2018-10-17,5852
2018-10-18,6001
2018-10-19,6042
2018-10-20,6042
2018-10-21,6173
2018-10-22,6061
2018-10-23,6044
2018-10-24,5985
2018-10-25,5999
2018-10-26,6035
2018-10-27,6005
2018-10-28,5955
2018-10-29,5858
2018-10-30,5849
2018-10-31,5787
2018-11-01,5852
2018-11-03,5926
2018-11-04,5936
2018-11-05,6025
2018-11-06,6098
2018-11-07,5955
2018-11-08,5906
2018-11-09,5925
2018-11-10,6008
2018-11-11,6004
2018-11-12,5984
2018-11-13,6284
2018-11-14,6599
2018-11-15,6834
2018-11-16,7086
2018-11-17,7441
2018-11-18,7809
2018-11-19,8083
2018-11-20,8241
2018-11-21,8097
2018-11-22,7692
2018-11-23,7307
2018-11-24,7015
2018-11-25,6887
2018-11-26,6546
2018-11-27,6306
2018-11-28,6056
2018-11-29,6142
2018-12-01,5904
2018-12-02,5825
2018-12-03,5962
2018-12-04,6023
2018-12-05,5992
2018-12-07,6196
2018-12-09,6726
2018-12-10,6693
2018-12-11,6586
2018-12-12,6505
2018-12-13,6306
2018-12-14,6212
2018-12-15,6111
2018-12-16,6094
2018-12-17,5944
2018-12-18,6095
2018-12-19,6176
2018-12-20,6440
2018-12-21,6446
2018-12-22,6310
2018-12-23,6162
2018-12-24,6063
2018-12-25,6047
2018-12-26,5855
2018-12-27,5909
2018-12-28,5950
2018-12-29,6075
2018-12-30,6018
2018-12-31,5931
2019-01-01,5831
2019-01-02,5807
2019-01-03,5869
2019-01-04,6078
2019-01-05,6070
2019-01-06,5953
2019-01-08,5848
2019-01-10,5921
2019-01-11,5903
2019-01-12,5924
2019-01-13,5817
2019-01-14,5808
2019-01-15,5848
2019-01-16,5881
2019-01-17,5796
2019-01-18,5863
2019-01-19,5850
2019-01-20,5857
2019-01-21,5883
2019-01-22,5805
2019-01-23,5857
2019-01-24,5809
2019-01-25,5866
2019-01-26,5862
2019-01-27,5921
2019-01-28,5971
2019-01-29,5875
2019-01-30,5862
2019-01-31,5821
2019-02-01,5804
2019-02-02,5840
2019-02-03,5861
2019-02-04,5801
2019-02-05,5860
2019-02-06,5869
2019-02-07,5878
2019-02-08,5895
2019-02-09,5850
2019-02-10,5857
2019-02-11,5832
2019-02-12,5798
2019-02-13,5843
2019-02-14,5886
2019-02-15,5904
2019-02-16,5846
2019-02-17,5896
2019-02-18,6049
2019-02-19,5952
2019-02-20,6045
2019-02-21,6141
2019-02-22,6086
2019-02-23,5947
2019-02-24,6143
2019-02-25,6175
2019-02-26,6215
2019-02-27,6021
2019-02-28,6119
2019-03-01,6122
2019-03-02,6151
2019-03-03,6164
2019-03-04,6086
2019-03-05,6084
2019-03-06,6121
2019-03-07,6184
2019-03-08,6212
2019-03-09,6156
2019-03-10,6057
2019-03-11,6111
2019-03-12,6055
2019-03-13,6049
2019-03-14,6053
2019-03-15,6158
2019-03-16,6021
2019-03-17,5876
2019-03-18,5754
2019-03-19,5801
2019-03-20,5860
2019-03-21,5810
2019-03-22,5813
2019-03-23,5790
2019-03-24,5830
2019-03-25,5851
2019-03-26,5858
2019-03-27,5898
2019-03-28,5949
2019-03-29,5979
2019-03-30,5979
2019-03-31,5935
