date_obj,Expeditious%20bracelet price
2017-11-30,1013
2017-12-01,1015
2017-12-02,1015
2017-12-03,1015
2017-12-04,965
2017-12-05,965
2017-12-06,916
2017-12-07,916
2017-12-08,916
2017-12-09,870
2017-12-10,870
2017-12-11,887
2017-12-12,887
2017-12-13,887
2017-12-14,878
2017-12-15,878
2017-12-16,834
2017-12-17,834
2017-12-18,865
2017-12-19,865
2017-12-20,865
2017-12-21,862
2017-12-22,862
2017-12-23,855
2017-12-24,855
2017-12-25,855
2017-12-26,878
2017-12-27,878
2017-12-28,888
2017-12-29,888
2017-12-30,926
2017-12-31,926
2018-01-01,973
2018-01-02,973
2018-01-03,983
2018-01-04,983
2018-01-05,937
2018-01-06,937
2018-01-07,922
2018-01-08,922
2018-01-09,902
2018-01-10,902
2018-01-11,892
2018-01-12,892
2018-01-13,903
2018-01-14,903
2018-01-15,911
2018-01-16,911
2018-01-17,911
2018-01-18,911
2018-01-19,922
2018-01-20,922
2018-01-21,941
2018-01-22,941
2018-01-23,975
2018-01-25,981
2018-01-26,1004
2018-01-27,1016
2018-01-28,1021
2018-01-29,979
2018-01-30,937
2018-01-31,937
2018-02-01,927
2018-02-02,927
2018-02-03,915
2018-02-04,901
2018-02-05,901
2018-02-06,902
2018-02-07,906
2018-02-08,906
2018-02-09,887
2018-02-10,887
2018-02-11,886
2018-02-12,903
2018-02-13,903
2018-02-14,880
2018-02-15,900
2018-02-16,900
2018-02-17,887
2018-02-18,887
2018-02-19,867
2018-02-20,867
2018-02-21,835
2018-02-22,835
2018-02-23,806
2018-02-24,806
2018-02-25,798
2018-02-26,800
2018-02-27,803
2018-02-28,803
2018-03-01,810
2018-03-02,788
2018-03-03,765
2018-03-04,765
2018-03-05,786
2018-03-06,815
2018-03-07,828
2018-03-08,828
2018-03-09,847
2018-03-10,847
2018-03-11,870
2018-03-12,884
2018-03-13,898
2018-03-14,900
2018-03-15,900
2018-03-16,876
2018-03-17,883
2018-03-18,883
2018-03-20,876
2018-03-21,876
2018-03-23,879
2018-03-24,915
2018-03-25,953
2018-03-26,935
2018-03-27,896
2018-03-28,896
2018-03-29,855
2018-03-30,855
2018-03-31,823
2018-04-01,823
2018-04-02,813
2018-04-03,827
2018-04-04,818
2018-04-05,818
2018-04-06,836
2018-04-07,836
2018-04-08,878
2018-04-09,904
2018-04-10,904
2018-04-11,894
2018-04-12,890
2018-04-13,890
2018-04-14,858
2018-04-15,866
2018-04-16,866
2018-04-17,833
2018-04-18,833
2018-04-19,816
2018-04-20,815
2018-04-21,815
2018-04-22,815
2018-04-23,827
2018-04-24,827
2018-04-25,854
2018-04-26,854
2018-04-27,866
2018-04-28,886
2018-04-29,900
2018-04-30,871
2018-05-01,871
2018-05-03,861
2018-05-04,885
2018-05-05,919
2018-05-06,919
2018-05-07,957
2018-05-08,957
2018-05-09,957
2018-05-10,940
2018-05-11,940
2018-05-12,909
2018-05-13,909
2018-05-14,864
2018-05-15,864
2018-05-16,820
2018-05-17,820
2018-05-18,786
2018-05-19,772
2018-05-20,772
2018-05-21,774
2018-05-22,774
2018-05-23,747
2018-05-24,747
2018-05-25,739
2018-05-26,737
2018-05-27,737
2018-05-28,729
2018-05-29,738
2018-05-30,738
2018-05-31,721
2018-06-01,736
2018-06-02,715
2018-06-03,715
2018-06-04,713
2018-06-05,714
2018-06-06,693
2018-06-07,693
2018-06-08,685
2018-06-09,685
2018-06-10,678
2018-06-11,678
2018-06-12,676
2018-06-13,693
2018-06-14,701
2018-06-15,701
2018-06-16,700
2018-06-17,677
2018-06-18,684
2018-06-19,696
2018-06-20,696
2018-06-21,698
2018-06-22,681
2018-06-23,681
2018-06-24,667
2018-06-25,667
2018-06-26,674
2018-06-27,674
2018-06-28,676
2018-06-29,690
2018-06-30,690
2018-07-01,717
2018-07-02,717
2018-07-03,739
2018-07-04,739
2018-07-05,770
2018-07-06,784
2018-07-07,784
2018-07-08,810
2018-07-09,851
2018-07-10,894
2018-07-11,928
2018-07-12,928
2018-07-13,907
2018-07-14,878
2018-07-15,878
2018-07-16,921
2018-07-17,926
2018-07-18,926
2018-07-19,879
2018-07-20,879
2018-07-21,836
2018-07-22,816
2018-07-23,820
2018-07-24,820
2018-07-25,844
2018-07-26,876
2018-07-27,897
2018-07-28,897
2018-07-29,861
2018-07-30,861
2018-07-31,828
2018-08-01,828
2018-08-02,797
2018-08-03,797
2018-08-04,790
2018-08-05,777
2018-08-06,755
2018-08-07,762
2018-08-08,784
2018-08-09,784
2018-08-10,799
2018-08-11,772
2018-08-12,745
2018-08-14,742
2018-08-16,743
2018-08-17,714
2018-08-18,714
2018-08-19,704
2018-08-20,715
2018-08-21,715
2018-08-22,731
2018-08-23,731
2018-08-24,759
2018-08-25,797
2018-08-26,797
2018-08-27,829
2018-08-28,864
2018-08-29,864
2018-08-30,885
2018-08-31,883
2018-09-01,889
2018-09-02,889
2018-09-03,888
2018-09-04,864
2018-09-05,832
2018-09-06,832
2018-09-07,791
2018-09-08,763
2018-09-09,763
2018-09-10,735
2018-09-11,735
2018-09-12,699
2018-09-13,686
2018-09-14,710
2018-09-15,733
2018-09-16,733
2018-09-17,748
2018-09-18,764
2018-09-19,764
2018-09-20,775
2018-09-21,775
2018-09-22,759
2018-09-23,744
2018-09-24,734
2018-09-25,734
2018-09-26,721
2018-09-27,721
2018-09-28,703
2018-09-29,703
2018-09-30,687
2018-10-02,682
2018-10-03,694
2018-10-04,694
2018-10-05,729
2018-10-06,755
2018-10-07,755
2018-10-08,765
2018-10-09,799
2018-10-10,815
2018-10-11,846
2018-10-12,846
2018-10-13,868
2018-10-14,863
2018-10-15,877
2018-10-16,877
2018-10-17,915
2018-10-18,924
2018-10-19,895
2018-10-20,895
2018-10-21,852
2018-10-22,858
2018-10-23,858
2018-10-24,857
2018-10-25,883
2018-10-26,864
2018-10-27,856
2018-10-28,857
2018-10-29,857
2018-10-30,881
2018-10-31,895
2018-11-01,933
2018-11-03,963
2018-11-04,940
2018-11-05,900
2018-11-06,868
2018-11-07,865
2018-11-08,875
2018-11-09,866
2018-11-10,858
2018-11-11,869
2018-11-12,864
2018-11-13,859
2018-11-14,842
2018-11-15,800
2018-11-16,786
2018-11-17,783
2018-11-18,755
2018-11-19,761
2018-11-20,759
2018-11-21,791
2018-11-22,815
2018-11-23,834
2018-11-24,834
2018-11-25,830
2018-11-26,824
2018-11-27,820
2018-11-28,821
2018-11-29,830
2018-12-01,837
2018-12-02,833
2018-12-03,833
2018-12-04,842
2018-12-05,848
2018-12-07,812
2018-12-09,786
2018-12-10,783
2018-12-11,758
2018-12-12,768
2018-12-13,792
2018-12-14,788
2018-12-15,768
2018-12-16,769
2018-12-17,765
2018-12-18,755
2018-12-19,747
2018-12-20,730
2018-12-21,737
2018-12-22,749
2018-12-23,752
2018-12-24,765
2018-12-25,760
2018-12-26,751
2018-12-27,751
2018-12-28,756
2018-12-29,784
2018-12-30,819
2018-12-31,834
2019-01-01,820
2019-01-02,825
2019-01-03,848
2019-01-04,875
2019-01-05,863
2019-01-06,839
2019-01-08,834
2019-01-10,802
2019-01-11,791
2019-01-12,781
2019-01-13,778
2019-01-14,765
2019-01-15,734
2019-01-16,736
2019-01-17,764
2019-01-18,795
2019-01-19,813
2019-01-20,807
2019-01-21,826
2019-01-22,820
2019-01-23,779
2019-01-24,741
2019-01-25,713
2019-01-26,726
2019-01-27,743
2019-01-28,727
2019-01-29,716
2019-01-30,744
2019-01-31,767
2019-02-01,798
2019-02-02,832
2019-02-03,864
2019-02-04,870
2019-02-05,863
2019-02-06,869
2019-02-07,836
2019-02-08,834
2019-02-09,840
2019-02-10,839
2019-02-11,858
2019-02-12,872
2019-02-13,873
2019-02-14,848
2019-02-15,815
2019-02-16,811
2019-02-17,819
2019-02-18,797
2019-02-19,814
2019-02-20,835
2019-02-21,828
2019-02-22,828
2019-02-23,817
2019-02-24,798
2019-02-25,788
2019-02-26,766
2019-02-27,757
2019-02-28,755
2019-03-01,740
2019-03-02,756
2019-03-03,771
2019-03-04,803
2019-03-05,828
2019-03-06,837
2019-03-07,806
2019-03-08,806
2019-03-09,803
2019-03-10,809
2019-03-11,802
2019-03-12,802
2019-03-13,775
2019-03-14,747
2019-03-15,721
2019-03-16,719
2019-03-17,717
2019-03-18,717
2019-03-19,747
2019-03-20,756
2019-03-21,762
2019-03-22,764
2019-03-23,773
2019-03-24,760
2019-03-25,780
2019-03-26,801
2019-03-27,800
2019-03-28,811
2019-03-29,803
2019-03-30,803
2019-03-31,792
2019-04-01,816
2019-04-02,816
2019-04-03,814
2019-04-04,834
2019-04-05,860
2019-04-06,903
2019-04-07,948
2019-04-08,956
2019-04-09,945
2019-04-10,905
2019-04-11,866
2019-04-12,844
2019-04-13,830
2019-04-14,829
2019-04-15,795
2019-04-16,767
2019-04-17,757
2019-04-18,750
2019-04-19,743
2019-04-20,760
2019-04-21,788
2019-04-22,800
2019-04-23,795
2019-04-24,804
2019-04-25,844
2019-04-26,864
2019-04-27,858
2019-04-28,868
2019-04-29,888
2019-04-30,905
2019-05-01,951
2019-05-02,988
2019-05-03,1015
2019-05-04,964
2019-05-05,917
2019-05-06,871
2019-05-07,827
2019-05-08,792
2019-05-09,762
2019-05-10,733
2019-05-11,717
2019-05-12,702
2019-05-13,720
2019-05-14,753
2019-05-15,769
2019-05-16,783
2019-05-17,787
2019-05-18,810
2019-05-19,839
2019-05-20,855
2019-05-21,848
2019-05-22,858
2019-05-23,858
2019-05-24,818
2019-05-25,785
2019-05-26,778
2019-05-27,780
2019-05-28,765
2019-05-29,775
2019-05-30,785
2019-05-31,786
2019-06-01,785
2019-06-02,802
2019-06-03,777
2019-06-04,775
2019-06-05,769
2019-06-06,769
2019-06-07,768
2019-06-08,783
2019-06-09,806
2019-06-10,806
2019-06-11,800
2019-06-12,786
2019-06-13,777
2019-06-14,759
2019-06-15,753
2019-06-16,746
2019-06-17,733
2019-06-18,726
2019-06-19,741
2019-06-20,759
2019-06-21,756
2019-06-22,736
2019-06-23,745
2019-06-24,746
2019-06-25,756
2019-06-26,766
2019-06-27,788
2019-06-28,821
2019-06-29,831
2019-06-30,843
2019-07-01,848
2019-07-02,844
2019-07-03,823
2019-07-04,809
2019-07-05,796
2019-07-06,778
2019-07-07,811
2019-07-08,852
2019-07-09,872
2019-07-10,881
2019-07-11,844
2019-07-12,812
2019-07-13,791
2019-07-14,803
2019-07-15,773
2019-07-16,785
2019-07-17,785
2019-07-18,808
2019-07-19,838
2019-07-20,880
2019-07-21,924
2019-07-22,971
2019-07-23,982
2019-07-24,935
2019-07-25,888
2019-07-26,860
2019-07-27,845
2019-07-28,841
2019-07-29,833
2019-07-30,807
2019-07-31,830
2019-08-01,820
2019-08-02,818
2019-08-03,839
2019-08-04,822
2019-08-05,808
2019-08-06,778
2019-08-07,755
2019-08-08,727
2019-08-09,745
2019-08-10,751
2019-08-11,771
2019-08-12,771
2019-08-13,770
2019-08-14,773
2019-08-15,780
2019-08-16,793
2019-08-17,793
2019-08-18,801
2019-08-19,786
2019-08-20,757
2019-08-21,748
2019-08-22,754
2019-08-23,779
2019-08-24,812
2019-08-24,812
2019-08-25,827
2019-08-25,827
2019-08-26,849
2019-08-27,855
2019-08-27,855
2019-08-28,886
2019-08-29,901
2019-08-30,895
2019-08-31,870
2019-09-01,848
2019-09-02,848
2019-09-03,830
2019-09-04,811
2019-09-05,799
2019-09-06,759
2019-09-07,759
2019-09-08,771
2019-09-09,771
2019-09-10,807
2019-09-11,814
2019-09-12,816
2019-09-13,823
2019-09-14,819
2019-09-15,837
2019-09-16,844
2019-09-17,861
2019-09-18,865
2019-09-19,872
2019-09-20,900
2019-09-21,914
2019-09-22,911
2019-09-23,916
2019-09-24,916
2019-09-25,918
2019-09-26,923
2019-09-27,931
2019-09-28,926
2019-09-29,963
2019-09-30,1012
2019-10-01,993
2019-10-02,970
2019-10-03,954
2019-10-04,969
2019-10-05,1003
2019-10-06,1050
2019-10-07,1033
2019-10-08,986
2019-10-09,986
2019-10-10,946
2019-10-11,922
2019-10-12,939
2019-10-13,932
2019-10-14,900
2019-10-15,858
2019-10-16,816
2019-10-17,786
2019-10-18,764
2019-10-19,778
2019-10-20,785
2019-10-21,816
2019-10-22,832
2019-10-23,869
2019-10-24,859
2019-10-25,887
2019-10-26,903
2019-10-27,944
2019-10-28,992
2019-10-29,1014
2019-10-30,995
2019-10-31,946
2019-11-01,899
2019-11-02,898
2019-11-03,896
2019-11-04,871
2019-11-05,842
2019-11-06,824
2019-11-07,832
2019-11-08,848
2019-11-09,860
2019-11-10,894
2019-11-11,923
2019-11-12,935
2019-11-13,934
2019-11-14,892
2019-11-15,880
2019-11-16,902
2019-11-17,902
2019-11-18,931
2019-11-19,959
2019-11-20,985
2019-11-21,985
2019-11-22,984
2019-11-23,1014
2019-11-24,981
2019-11-25,957
2019-11-26,965
2019-11-27,965
2019-11-28,989
2019-11-29,942
2019-11-30,924
2019-12-01,931
2019-12-02,924
2019-12-03,946
2019-12-04,933
2019-12-05,933
2019-12-06,924
2019-12-07,963
2019-12-08,1002
2019-12-09,957
2019-12-10,931
2019-12-11,919
2019-12-12,886
2019-12-13,864
2019-12-14,860
2019-12-15,869
2019-12-16,903
2019-12-17,948
2019-12-18,996
2019-12-19,1046
2019-12-20,1057
2019-12-21,1025
2019-12-22,1003
2019-12-23,993
2019-12-24,955
2019-12-25,936
2019-12-26,919
2019-12-27,898
2019-12-28,901
2019-12-29,921
2019-12-30,940
2019-12-31,942
2020-01-01,925
2020-01-02,918
2020-01-03,900
2020-01-04,881
2020-01-05,885
2020-01-06,890
2020-01-07,925
2020-01-08,971
2020-01-09,1020
2020-01-10,1062
2020-01-11,1077
2020-01-12,1120
2020-01-13,1153
2020-01-14,1113
2020-01-15,1058
2020-01-16,1005
2020-01-17,980
2020-01-18,994
2020-01-19,997
2020-01-20,1012
2020-01-21,980
2020-01-22,964
2020-01-23,962
2020-01-24,938
2020-01-25,933
2020-01-26,917
2020-01-27,891
2020-01-28,884
2020-01-29,916
2020-01-30,941
2020-01-31,957
2020-02-01,938
2020-02-02,908
2020-02-03,894
2020-02-04,909
2020-02-05,887
2020-02-06,888
2020-02-07,913
2020-02-08,918
2020-02-09,935
2020-02-10,920
2020-02-11,875
2020-02-12,891
2020-02-13,890
2020-02-14,889
2020-02-15,882
2020-02-16,871
2020-02-17,876
2020-02-18,901
2020-02-19,935
2020-02-20,946
2020-02-21,946
2020-02-22,939
2020-02-23,925
2020-02-24,924
2020-02-25,911
2020-02-26,903
2020-02-27,887
2020-02-28,877
2020-02-29,864
2020-03-01,850
2020-03-02,828
2020-03-03,837
2020-03-04,844
2020-03-05,854
2020-03-06,864
2020-03-07,880
2020-03-08,868
2020-03-09,876
2020-03-10,885
2020-03-11,878
2020-03-12,908
2020-03-13,930
2020-03-14,914
2020-03-15,886
2020-03-16,880
2020-03-17,875
2020-03-18,869
2020-03-19,839
2020-03-20,867
2020-03-21,899
2020-03-22,898
2020-03-23,876
2020-03-24,889
2020-03-25,867
2020-03-26,850
2020-03-27,889
2020-03-28,892
2020-03-29,926
2020-03-30,953
2020-03-31,956
2020-04-01,968
2020-04-02,943
2020-04-03,914
2020-04-04,916
2020-04-05,886
2020-04-06,856
2020-04-07,834
2020-04-08,822
2020-04-09,849
2020-04-10,882
2020-04-11,890
2020-04-12,895
2020-04-13,905
2020-04-14,900
2020-04-15,932
2020-04-16,928
2020-04-17,917
2020-04-18,884
2020-04-19,840
2020-04-20,798
2020-04-21,776
2020-04-22,747
2020-04-23,709
2020-04-24,679
2020-04-25,688
2020-04-26,723
2020-04-27,760
2020-04-28,798
2020-04-29,824
2020-04-30,811
2020-05-01,825
2020-05-02,857
2020-05-03,834
2020-05-04,840
2020-05-05,826
2020-05-06,828
2020-05-07,849
2020-05-08,847
2020-05-09,866
2020-05-10,854
2020-05-11,835
2020-05-12,822
2020-05-13,821
