date_obj,Rune%20plateskirt price
2019-04-04,37993
2019-04-05,37966
2019-04-06,37859
2019-04-07,37923
2019-04-08,38000
2019-04-09,37983
2019-04-10,37931
2019-04-11,37970
2019-04-12,37946
2019-04-13,37937
2019-04-14,37923
2019-04-15,37929
2019-04-16,37933
2019-04-17,37953
2019-04-18,37834
2019-04-19,37962
2019-04-20,38005
2019-04-21,38000
2019-04-22,37932
2019-04-23,37941
2019-04-24,37971
2019-04-25,37972
2019-04-26,37972
2019-04-27,37997
2019-04-28,37971
2019-04-29,37974
2019-04-30,37946
2019-05-01,37965
2019-05-02,37962
2019-05-03,37944
2019-05-04,37965
2019-05-05,37950
2019-05-06,37950
2019-05-07,37948
2019-05-08,37950
2019-05-09,37961
2019-05-10,37996
2019-05-11,38004
2019-05-12,38011
2019-05-13,37916
2019-05-14,37990
2019-05-15,37951
2019-05-16,37992
2019-05-17,37975
2019-05-18,37961
2019-05-19,37909
2019-05-20,37946
2019-05-21,37988
2019-05-22,37960
2019-05-23,37984
2019-05-24,37995
2019-05-25,37948
2019-05-26,37967
2019-05-27,37990
2019-05-28,37991
2019-05-29,37994
2019-05-30,38042
2019-05-31,38008
2019-06-01,37523
2019-06-02,37449
2019-06-03,37934
2019-06-04,38021
2019-06-05,37974
2019-06-06,37962
2019-06-07,37961
2019-06-08,37646
2019-06-09,37885
2019-06-10,37899
2019-06-11,37950
2019-06-12,37946
2019-06-13,37983
2019-06-14,38017
2019-06-15,38060
2019-06-16,37967
2019-06-17,37950
2019-06-18,37989
2019-06-19,38000
2019-06-20,37973
2019-06-21,37986
2019-06-22,37945
2019-06-23,37941
2019-06-24,37954
2019-06-25,37966
2019-06-26,37956
2019-06-27,37941
2019-06-28,37939
2019-06-29,37977
2019-06-30,38016
2019-07-01,37978
2019-07-02,37940
2019-07-03,37961
2019-07-04,37916
2019-07-05,37968
2019-07-06,37968
2019-07-07,38002
2019-07-08,38052
2019-07-09,37951
2019-07-10,37978
2019-07-11,37996
2019-07-12,37936
2019-07-13,37917
2019-07-14,37990
2019-07-15,38082
2019-07-16,38040
2019-07-17,37969
2019-07-18,37969
2019-07-19,37960
2019-07-20,37955
2019-07-21,37944
2019-07-22,37987
2019-07-23,37990
2019-07-24,37948
2019-07-25,37929
2019-07-26,37948
2019-07-27,37922
2019-07-28,37885
2019-07-29,37916
2019-07-30,37852
2019-07-31,37913
2019-08-01,37940
2019-08-02,37926
2019-08-03,37841
2019-08-04,37828
2019-08-05,37875
2019-08-06,37870
2019-08-07,37814
2019-08-08,37862
2019-08-09,37869
2019-08-10,37849
2019-08-11,37897
2019-08-12,37756
2019-08-13,37780
2019-08-14,37794
2019-08-15,37858
2019-08-16,37871
2019-08-17,37861
2019-08-18,37880
2019-08-19,37925
2019-08-20,37896
2019-08-21,37897
2019-08-22,37860
2019-08-23,37874
2019-08-24,37934
2019-08-24,37934
2019-08-25,37946
2019-08-25,37946
2019-08-26,38004
2019-08-26,38004
2019-08-27,37989
2019-08-27,37989
2019-08-28,37992
2019-08-29,37998
2019-08-30,37954
2019-08-31,37909
2019-09-01,37941
2019-09-02,37944
2019-09-03,37933
2019-09-04,37942
2019-09-05,37942
2019-09-06,37864
2019-09-07,37902
2019-09-08,37916
2019-09-09,37934
2019-09-10,37966
2019-09-11,37983
2019-09-12,37978
2019-09-13,37961
2019-09-14,37896
2019-09-15,37898
2019-09-16,37891
2019-09-17,37906
2019-09-18,37992
2019-09-19,37953
2019-09-20,37961
2019-09-21,37923
2019-09-22,37847
2019-09-23,37880
2019-09-24,37908
2019-09-25,37950
2019-09-26,37985
2019-09-27,37959
2019-09-28,37910
2019-09-29,37855
2019-09-30,37905
2019-10-01,37874
2019-10-02,37868
2019-10-03,37898
2019-10-04,37890
2019-10-05,37905
2019-10-06,37910
2019-10-07,37902
2019-10-08,37869
2019-10-09,37803
2019-10-10,37820
2019-10-11,37846
2019-10-12,37855
2019-10-13,37859
2019-10-14,37842
2019-10-15,37900
2019-10-16,37848
2019-10-17,37876
2019-10-18,37932
2019-10-19,37915
2019-10-20,37854
2019-10-21,37851
2019-10-22,37859
2019-10-23,37897
2019-10-24,37918
2019-10-25,37883
2019-10-26,37881
2019-10-27,37642
2019-10-28,37894
2019-10-29,38009
2019-10-30,38033
2019-10-31,37957
2019-11-01,37952
2019-11-02,37922
2019-11-03,37815
2019-11-04,37843
2019-11-05,37831
2019-11-06,37854
2019-11-07,37840
2019-11-08,37831
2019-11-09,37844
2019-11-10,37828
2019-11-11,37842
2019-11-12,37790
2019-11-13,37867
2019-11-14,37834
2019-11-15,37853
2019-11-16,37819
2019-11-17,37726
2019-11-18,37792
2019-11-19,37830
2019-11-20,37867
2019-11-21,37868
2019-11-22,37865
2019-11-23,37869
2019-11-24,37886
2019-11-25,37818
2019-11-26,37854
2019-11-27,37889
2019-11-28,37907
2019-11-29,37823
2019-11-30,37775
2019-12-01,37785
2019-12-02,37689
2019-12-03,37825
2019-12-04,37895
2019-12-05,37906
2019-12-06,37847
2019-12-07,37860
2019-12-08,37857
2019-12-09,37904
2019-12-10,37812
2019-12-11,37859
2019-12-12,37844
2019-12-13,37839
2019-12-14,37768
2019-12-15,37800
2019-12-16,37827
2019-12-17,37831
2019-12-18,37871
2019-12-19,37887
2019-12-20,37799
2019-12-21,37846
2019-12-22,37857
2019-12-23,37828
2019-12-24,37870
2019-12-25,37889
2019-12-26,37852
2019-12-27,37856
2019-12-28,37861
2019-12-29,37824
2019-12-30,37846
2019-12-31,37856
2020-01-01,37858
2020-01-02,37837
2020-01-03,37830
2020-01-04,37844
2020-01-05,37861
2020-01-06,37796
2020-01-07,37817
2020-01-08,37826
2020-01-09,37816
2020-01-10,37834
2020-01-11,37857
2020-01-12,37866
2020-01-13,37872
2020-01-14,37871
2020-01-15,37800
2020-01-16,37800
2020-01-17,37838
2020-01-18,37853
2020-01-19,37827
2020-01-20,37883
2020-01-21,37895
2020-01-22,37902
2020-01-23,37902
2020-01-24,37867
2020-01-25,37762
2020-01-26,37805
2020-01-27,37838
2020-01-28,37840
2020-01-29,37821
2020-01-30,37824
2020-01-31,37824
2020-02-01,37829
2020-02-02,37858
2020-02-03,37840
2020-02-04,37831
2020-02-05,37766
2020-02-06,37772
2020-02-07,37678
2020-02-08,37743
2020-02-09,37741
2020-02-10,37797
2020-02-11,37797
2020-02-12,37753
2020-02-13,37808
2020-02-14,37837
2020-02-15,37811
2020-02-16,37817
2020-02-17,37793
2020-02-18,37794
2020-02-19,37798
2020-02-20,37834
2020-02-21,37842
2020-02-22,37872
2020-02-23,37892
2020-02-24,37832
2020-02-25,37831
2020-02-26,37849
2020-02-27,37826
2020-02-28,37855
2020-02-29,37822
2020-03-01,37840
2020-03-02,37802
2020-03-03,37816
2020-03-04,37809
2020-03-05,37887
2020-03-06,37896
2020-03-07,37881
2020-03-08,37840
2020-03-09,37867
2020-03-10,37896
2020-03-11,37900
2020-03-12,37936
2020-03-13,37905
2020-03-14,37856
2020-03-15,37897
2020-03-16,37914
2020-03-17,37894
2020-03-18,37987
2020-03-19,37882
2020-03-20,37900
2020-03-21,37883
2020-03-22,37897
2020-03-23,37897
2020-03-24,37874
2020-03-25,37872
2020-03-26,37917
2020-03-27,37837
2020-03-28,37809
2020-03-29,37880
2020-03-30,37925
2020-03-31,37863
2020-04-01,37896
2020-04-02,37938
2020-04-03,37892
2020-04-04,37806
2020-04-05,37932
2020-04-06,37914
2020-04-07,37881
2020-04-08,37890
2020-04-09,37893
2020-04-10,37905
2020-04-11,37888
2020-04-12,37869
2020-04-13,37865
2020-04-14,37888
2020-04-15,37942
2020-04-16,37936
2020-04-17,37905
2020-04-18,37907
2020-04-19,37886
2020-04-20,37928
2020-04-21,37935
2020-04-22,37894
2020-04-23,37852
2020-04-24,37858
2020-04-25,37883
2020-04-26,37939
2020-04-27,37894
2020-04-28,37803
2020-04-29,37798
2020-04-30,37839
2020-05-01,37857
2020-05-02,37796
2020-05-03,37843
2020-05-04,37903
2020-05-05,37920
2020-05-06,37923
2020-05-07,37882
2020-05-08,37850
2020-05-09,37890
2020-05-10,37914
2020-05-11,37886
2020-05-12,37914
2020-05-13,37930
