date_obj,Splitbark%20gauntlets price
2015-10-13,2984
2015-10-14,2984
2015-10-15,2984
2015-10-16,2928
2015-10-17,2928
2015-10-18,2928
2015-10-19,2928
2015-10-20,2928
2015-10-22,2928
2015-10-23,2951
2015-10-24,2951
2015-10-25,2951
2015-10-26,2951
2015-10-27,2951
2015-10-29,3000
2015-10-30,3000
2015-10-31,3000
2015-11-01,3000
2015-11-02,3000
2015-11-03,3000
2015-11-04,3000
2015-11-05,3001
2015-11-06,3001
2015-11-07,3001
2015-11-08,3001
2015-11-09,3001
2015-11-10,3001
2015-11-11,3001
2015-11-12,3001
2015-11-13,2989
2015-11-14,2989
2015-11-15,2989
2015-11-16,2989
2015-11-17,2989
2015-11-18,2989
2015-11-19,2989
2015-11-20,2891
2015-11-21,2891
2015-11-22,2891
2015-11-23,2891
2015-11-24,2891
2015-11-25,2891
2015-11-26,2891
2015-11-27,2860
2015-11-28,2860
2015-11-29,2860
2015-11-30,2860
2015-12-01,2860
2015-12-02,2860
2015-12-03,2860
2015-12-04,2848
2015-12-05,2848
2015-12-06,2848
2015-12-07,2848
2015-12-08,2848
2015-12-09,2848
2015-12-10,2848
2015-12-11,2842
2015-12-12,2842
2015-12-13,2842
2015-12-14,2842
2015-12-15,2842
2015-12-16,2842
2015-12-17,2842
2015-12-18,2812
2015-12-19,2812
2015-12-20,2812
2015-12-21,2812
2015-12-22,2812
2015-12-23,2812
2015-12-24,2812
2015-12-25,2757
2015-12-26,2757
2015-12-27,2757
2015-12-28,2757
2015-12-29,2757
2015-12-30,2783
2015-12-31,2783
2016-01-01,2783
2016-01-02,2783
2016-01-03,2783
2016-01-04,2783
2016-01-05,2776
2016-01-06,2776
2016-01-07,2776
2016-01-08,2776
2016-01-09,2776
2016-01-10,2776
2016-01-11,2776
2016-01-12,2790
2016-01-13,2790
2016-01-14,2790
2016-01-15,2790
2016-01-16,2790
2016-01-17,2790
2016-01-18,2784
2016-01-19,2784
2016-01-20,2784
2016-01-21,2784
2016-01-22,2784
2016-01-23,2784
2016-01-24,2832
2016-01-25,2832
2016-01-26,2832
2016-01-27,2832
2016-01-28,2832
2016-01-29,2792
2016-01-30,2792
2016-01-31,2792
2016-02-01,2792
2016-02-02,2792
2016-02-03,2792
2016-02-04,2819
2016-02-05,2819
2016-02-06,2819
2016-02-07,2819
2016-02-08,2819
2016-02-09,2819
2016-02-10,2840
2016-02-11,2840
2016-02-12,2840
2016-02-13,2840
2016-02-14,2840
2016-02-15,2840
2016-02-16,2870
2016-02-17,2870
2016-02-18,2870
2016-02-19,2870
2016-02-20,2870
2016-02-21,2794
2016-02-22,2794
2016-02-23,2794
2016-02-24,2794
2016-02-25,2794
2016-02-26,2794
2016-02-27,2788
2016-02-28,2788
2016-02-29,2788
2016-03-01,2788
2016-03-02,2788
2016-03-03,2788
2016-03-04,2788
2016-03-05,2779
2016-03-06,2779
2016-03-07,2779
2016-03-08,2779
2016-03-09,2779
2016-03-10,2779
2016-03-11,2818
2016-03-12,2818
2016-03-13,2818
2016-03-14,2818
2016-03-15,2818
2016-03-16,2818
2016-03-17,2818
2016-03-18,2826
2016-03-19,2826
2016-03-20,2826
2016-03-21,2826
2016-03-22,2826
2016-03-23,2826
2016-03-24,2826
2016-03-25,2797
2016-03-26,2797
2016-03-27,2797
2016-03-28,2797
2016-03-29,2797
2016-03-30,2785
2016-03-31,2785
2016-04-01,2785
2016-04-02,2785
2016-04-03,2785
2016-04-04,2785
2016-04-05,2764
2016-04-06,2764
2016-04-07,2764
2016-04-08,2764
2016-04-09,2764
2016-04-10,2768
2016-04-11,2768
2016-04-12,2768
2016-04-13,2768
2016-04-14,2768
2016-04-15,2768
2016-04-16,2727
2016-04-17,2727
2016-04-18,2727
2016-04-19,2727
2016-04-20,2727
2016-04-21,2737
2016-04-22,2737
2016-04-23,2737
2016-04-24,2737
2016-04-25,2758
2016-04-26,2758
2016-04-27,2758
2016-04-28,2758
2016-04-29,2758
2016-04-30,2846
2016-05-01,2846
2016-05-02,2846
2016-05-03,2846
2016-05-04,2846
2016-05-05,2793
2016-05-06,2793
2016-05-07,2793
2016-05-08,2793
2016-05-09,2793
2016-05-10,2734
2016-05-11,2734
2016-05-12,2734
2016-05-13,2734
2016-05-14,2734
2016-05-15,2730
2016-05-16,2730
2016-05-17,2730
2016-05-18,2730
2016-05-19,2730
2016-05-22,2698
2016-05-23,2698
2016-05-24,2698
2016-05-25,2724
2016-05-26,2724
2016-05-27,2724
2016-05-28,2724
2016-05-29,2724
2016-05-30,2767
2016-05-31,2767
2016-06-01,2767
2016-06-02,2767
2016-06-03,2767
2016-06-04,2771
2016-06-05,2771
2016-06-06,2771
2016-06-07,2771
2016-06-08,2771
2016-06-09,2791
2016-06-10,2791
2016-06-11,2791
2016-06-12,2791
2016-06-13,2791
2016-06-14,2842
2016-06-15,2842
2016-06-16,2842
2016-06-17,2842
2016-06-18,2842
2016-06-19,2766
2016-06-20,2766
2016-06-21,2766
2016-06-22,2766
2016-06-23,2766
2016-06-24,2787
2016-06-25,2787
2016-06-26,2787
2016-06-27,2787
2016-06-28,2787
2016-06-29,2787
2016-06-30,2846
2016-07-01,2846
2016-07-02,2846
2016-07-03,2846
2016-07-04,2846
2016-07-05,2796
2016-07-06,2796
2016-07-07,2796
2016-07-08,2760
2016-07-09,2760
2016-07-10,2760
2016-07-11,2753
2016-07-12,2753
2016-07-13,2753
2016-07-14,2753
2016-07-15,2786
2016-07-16,2786
2016-07-17,2786
2016-07-18,2786
2016-07-24,2813
2016-07-25,2813
2016-07-26,2813
2016-07-27,2813
2016-07-28,2813
2016-07-29,2765
2016-07-30,2765
2016-07-31,2765
2016-08-01,2765
2016-08-02,2765
2016-08-03,2777
2016-08-04,2777
2016-08-05,2777
2016-08-06,2777
2016-08-07,2777
2016-08-08,2777
2016-08-09,2768
2016-08-10,2768
2016-08-11,2768
2016-08-12,2768
2016-08-13,2768
2016-08-14,2768
2016-08-15,2780
2016-08-16,2780
2016-08-17,2780
2016-08-18,2780
2016-08-19,2780
2016-08-20,2780
2016-08-21,2758
2016-08-22,2758
2016-08-23,2758
2016-08-24,2758
2016-08-25,2758
2016-08-26,2758
2016-08-28,2749
2016-08-31,2749
2016-09-01,2749
2016-09-02,2749
2016-09-03,2765
2016-09-04,2765
2016-09-05,2765
2016-09-06,2765
2016-09-07,2765
2016-09-08,2765
2016-09-09,2765
2016-09-10,2769
2016-09-11,2769
2016-09-12,2769
2016-09-13,2769
2016-09-14,2769
2016-09-15,2769
2016-09-16,2769
2016-09-17,2779
2016-09-18,2779
2016-09-19,2779
2016-09-20,2779
2016-09-21,2779
2016-09-22,2779
2016-09-23,2779
2016-09-24,2765
2016-09-25,2765
2016-09-26,2765
2016-09-27,2765
2016-09-28,2765
2016-09-29,2765
2016-09-30,2740
2016-10-01,2740
2016-10-02,2740
2016-10-03,2740
2016-10-04,2740
2016-10-05,2740
2016-10-06,2740
2016-10-07,2740
2016-10-08,2780
2016-10-09,2780
2016-10-11,2780
2016-10-12,2780
2016-10-13,2780
2016-10-14,2780
2016-10-15,2780
2016-10-16,2761
2016-10-17,2761
2016-10-18,2761
2016-10-19,2761
2016-10-20,2761
2016-10-21,2761
2016-10-22,2745
2016-10-23,2745
2016-10-24,2745
2016-10-25,2745
2016-10-26,2745
2016-10-27,2745
2016-10-28,2783
2016-10-29,2783
2016-10-30,2783
2016-10-31,2783
2016-11-01,2783
2016-11-02,2783
2016-11-03,2783
2016-11-04,2779
2016-11-05,2779
2016-11-06,2779
2016-11-07,2779
2016-11-08,2779
2016-11-09,2779
2016-11-10,2769
2016-11-11,2769
2016-11-12,2769
2016-11-13,2769
2016-11-14,2769
2016-12-08,2723
2016-12-09,2723
2016-12-10,2723
2016-12-11,2723
2016-12-12,2723
2016-12-13,2714
2016-12-14,2714
2016-12-15,2714
2016-12-16,2714
2016-12-17,2714
2016-12-18,2754
2016-12-19,2754
2016-12-20,2754
2016-12-21,2754
2016-12-22,2754
2016-12-23,2750
2016-12-24,2750
2016-12-25,2750
2016-12-26,2750
2016-12-27,2750
2016-12-28,2781
2016-12-29,2781
2016-12-30,2781
2016-12-31,2781
2017-01-01,2781
2017-01-02,2776
2017-01-03,2776
2017-01-04,2776
2017-01-05,2776
2017-01-06,2776
2017-01-07,2748
2017-01-08,2748
2017-01-09,2748
2017-01-10,2748
2017-01-11,2748
2017-01-12,2766
2017-01-13,2766
2017-01-14,2766
2017-01-15,2766
2017-01-16,2756
2017-01-17,2756
2017-01-18,2756
2017-01-19,2756
2017-01-20,2776
2017-01-21,2776
2017-01-22,2776
2017-01-27,2793
2017-01-28,2763
2017-01-29,2763
2017-01-30,2763
2017-01-31,2763
2017-02-01,2764
2017-02-02,2764
2017-02-03,2764
2017-02-04,2764
2017-02-05,2764
2017-02-06,2770
2017-02-07,2770
2017-02-08,2770
2017-02-09,2770
2017-02-10,2780
2017-02-11,2780
2017-02-12,2780
2017-02-13,2780
2017-02-14,2780
2017-02-15,2768
2017-02-16,2768
2017-02-18,2768
2017-02-19,2768
2017-02-20,2774
2017-02-21,2774
2017-02-22,2774
2017-02-23,2774
2017-02-24,2774
2017-02-25,2756
2017-02-26,2756
2017-02-27,2756
2017-02-28,2756
2017-03-01,2756
2017-03-02,2763
2017-03-03,2763
2017-03-04,2763
2017-03-05,2763
2017-03-06,2763
2017-03-07,2772
2017-03-08,2772
2017-03-09,2772
2017-03-10,2772
2017-03-11,2769
2017-03-12,2769
2017-03-13,2769
2017-03-14,2769
2017-03-15,2767
2017-03-16,2767
2017-03-17,2767
2017-03-18,2767
2017-03-19,2772
2017-03-20,2772
2017-03-21,2772
2017-03-22,2772
2017-03-23,2786
2017-03-24,2786
2017-03-25,2786
2017-03-26,2786
2017-03-27,2786
2017-03-28,2781
2017-03-29,2781
2017-03-30,2781
2017-03-31,2781
2017-04-01,2802
2017-04-02,2802
2017-04-03,2802
2017-04-04,2802
2017-04-12,2793
2017-04-13,2793
2017-04-14,2765
2017-04-15,2765
2017-04-16,2765
2017-04-17,2774
2017-04-18,2774
2017-04-19,2774
2017-04-20,2774
2017-04-21,2774
2017-04-22,2782
2017-04-23,2782
2017-04-24,2782
2017-04-25,2782
2017-04-26,2772
2017-04-27,2772
2017-04-28,2772
2017-04-29,2772
2017-04-30,2804
2017-05-01,2804
2017-05-02,2804
2017-05-03,2804
2017-05-04,2764
2017-05-05,2764
2017-05-06,2764
2017-05-07,2764
2017-05-08,2752
2017-05-09,2752
2017-05-10,2752
2017-05-11,2752
2017-05-12,2782
2017-05-13,2782
2017-05-14,2782
2017-05-15,2782
2017-05-16,2799
2017-05-17,2799
2017-05-18,2799
2017-05-19,2799
2017-05-20,2760
2017-05-21,2760
2017-05-22,2760
2017-05-23,2760
2017-05-24,2760
2017-05-25,2760
2017-05-26,2760
2017-05-27,2760
2017-05-28,2760
2017-05-29,2720
2017-05-30,2720
2017-05-31,2720
2017-06-01,2720
2017-06-02,2717
2017-06-03,2717
2017-06-06,2731
2017-06-07,2731
2017-06-08,2731
2017-06-09,2731
2017-06-10,2708
2017-06-11,2708
2017-06-12,2708
2017-06-13,2708
2017-06-14,2719
2017-06-15,2719
2017-06-16,2719
2017-06-17,2719
2017-06-18,2717
2017-06-19,2717
2017-06-20,2717
2017-06-21,2717
2017-06-22,2692
2017-06-23,2692
2017-06-24,2692
2017-06-25,2692
2017-06-26,2731
2017-06-27,2731
2017-06-28,2731
2017-06-29,2731
2017-06-30,2713
2017-07-01,2713
2017-07-02,2713
2017-07-03,2713
2017-07-04,2713
2017-07-05,2756
2017-07-06,2756
2017-07-07,2756
2017-07-08,2756
2017-07-13,2760
2017-07-14,2731
2017-07-15,2731
2017-07-16,2731
2017-07-17,2731
2017-07-18,2731
2017-07-19,2755
2017-07-20,2755
2017-07-21,2755
2017-07-22,2755
2017-07-23,2758
2017-07-24,2758
2017-07-25,2758
2017-07-26,2758
2017-07-27,2741
2017-07-28,2741
2017-07-29,2741
2017-07-30,2741
2017-07-31,2766
2017-08-01,2766
2017-08-02,2766
2017-08-03,2766
2017-08-04,2764
2017-08-05,2764
2017-08-06,2764
2017-08-09,2734
2017-08-10,2734
2017-08-11,2749
2017-08-12,2749
2017-08-13,2749
2017-08-14,2749
2017-08-15,2749
2017-08-17,2811
2017-08-18,2811
2017-08-19,2811
2017-08-20,2721
2017-08-21,2721
2017-08-22,2721
2017-08-23,2721
2017-08-24,2736
2017-08-25,2736
2017-08-26,2736
2017-08-27,2723
2017-08-28,2723
2017-08-29,2723
2017-08-30,2723
2017-08-31,2723
2017-09-01,2723
2017-09-02,2723
2017-09-03,2723
2017-09-04,2723
2017-09-05,2698
2017-09-06,2698
2017-09-07,2698
2017-09-08,2698
2017-09-09,2678
2017-09-10,2678
2017-09-11,2678
2017-09-12,2678
2017-09-13,2678
2017-09-14,2763
2017-09-15,2763
2017-09-16,2763
2017-09-17,2763
2017-09-19,2716
2017-09-20,2716
2017-09-21,2716
2017-09-22,2716
2017-09-23,2713
2017-09-24,2713
2017-09-25,2713
2017-09-26,2713
2017-09-27,2713
2017-09-28,2678
2017-09-29,2678
2017-09-30,2678
2017-10-01,2678
2017-10-02,2706
2017-10-03,2706
2017-10-04,2706
2017-10-05,2706
2017-10-06,2706
2017-10-07,2753
2017-10-08,2753
2017-10-09,2753
2017-10-10,2753
2017-10-11,2753
2017-10-12,2748
2017-10-13,2748
2017-10-14,2748
2017-10-15,2748
2017-10-16,2748
2017-10-17,2741
2017-10-18,2741
2017-10-19,2741
2017-10-20,2741
2017-10-21,2741
2017-10-22,2720
2017-10-23,2720
2017-10-24,2720
2017-10-25,2720
2017-10-26,2723
2017-10-27,2723
2017-10-28,2723
2017-10-29,2723
2017-10-30,2723
2017-10-31,2718
2017-11-01,2718
2017-11-02,2718
2017-11-03,2718
2017-11-04,2718
2017-11-05,2713
2017-11-06,2713
2017-11-07,2713
2017-11-08,2713
2017-11-09,2713
2017-11-10,2725
2017-11-11,2725
2017-11-12,2725
2017-11-13,2725
2017-11-14,2725
2017-11-15,2703
2017-11-16,2703
2017-11-17,2703
2017-11-18,2703
2017-11-19,2684
2017-11-20,2684
2017-11-21,2684
2017-11-22,2684
2017-11-23,2673
2017-11-24,2673
2017-11-25,2673
2017-11-26,2673
2017-11-27,2685
2017-11-28,2685
2017-11-29,2685
2017-11-30,2685
2017-12-01,2692
2017-12-02,2692
2017-12-03,2692
2017-12-04,2692
2017-12-05,2692
2017-12-06,2710
2017-12-07,2710
2017-12-08,2710
2017-12-09,2710
2017-12-10,2691
2017-12-11,2691
2017-12-12,2691
2017-12-13,2691
2017-12-14,2701
2017-12-15,2701
2017-12-16,2701
2017-12-17,2701
2017-12-18,2718
2017-12-19,2718
2017-12-20,2718
2017-12-21,2718
2017-12-22,2691
2017-12-23,2691
2017-12-24,2691
2017-12-25,2691
2017-12-26,2626
2017-12-27,2626
2017-12-28,2626
2017-12-29,2626
2017-12-30,2623
2017-12-31,2623
2018-01-01,2623
2018-01-02,2623
2018-01-03,2672
2018-01-04,2672
2018-01-05,2672
2018-01-06,2688
2018-01-07,2688
2018-01-08,2688
2018-01-09,2707
2018-01-10,2707
2018-01-11,2707
2018-01-12,2707
2018-01-13,2711
2018-01-14,2711
2018-01-15,2711
2018-01-16,2713
2018-01-17,2713
2018-01-18,2713
2018-01-19,2713
2018-01-20,2744
2018-01-21,2744
2018-01-22,2744
2018-01-23,2744
2018-01-24,2762
2018-01-25,2762
2018-01-26,2762
2018-01-27,2759
2018-01-28,2759
2018-01-29,2770
2018-01-30,2770
2018-02-01,2748
2018-02-02,2748
2018-02-04,2724
2018-02-05,2724
2018-02-06,2699
2018-02-07,2699
2018-02-08,2699
2018-02-09,2773
2018-02-10,2773
2018-02-11,2767
2018-02-12,2767
2018-02-13,2767
2018-02-14,2827
2018-02-15,2827
2018-02-16,2827
2018-02-17,2799
2018-02-18,2799
2018-02-19,2741
2018-02-20,2741
2018-02-21,2745
2018-02-22,2745
2018-02-23,2745
2018-02-24,2792
2018-02-25,2792
2018-02-26,2769
2018-02-27,2769
2018-02-28,2727
2018-03-01,2727
2018-03-02,2707
2018-03-03,2707
2018-03-04,2707
2018-03-05,2641
2018-03-06,2641
2018-03-07,2732
2018-03-08,2732
2018-03-09,2705
2018-03-10,2705
2018-03-11,2737
2018-03-12,2737
2018-03-13,2742
2018-03-14,2742
2018-03-15,2742
2018-03-16,2732
2018-03-17,2732
2018-03-18,2710
2018-03-19,2710
2018-03-20,2675
2018-03-21,2675
2018-03-23,2679
2018-03-24,2679
2018-03-26,2729
2018-03-27,2698
2018-03-28,2698
2018-03-29,2698
2018-03-30,2758
2018-03-31,2758
2018-04-01,2753
2018-04-02,2753
2018-04-03,2710
2018-04-04,2710
2018-04-05,2710
2018-04-06,2635
2018-04-08,2635
2018-04-09,2701
2018-04-10,2701
2018-04-11,2701
2018-04-12,2693
2018-04-13,2693
2018-04-14,2693
2018-04-16,2716
2018-04-17,2723
2018-04-18,2723
2018-04-19,2723
2018-04-20,2714
2018-04-21,2714
2018-04-22,2714
2018-04-23,2772
2018-04-24,2772
2018-04-25,2772
2018-04-26,2768
2018-04-27,2768
2018-04-28,2724
2018-04-29,2724
2018-04-30,2700
2018-05-01,2700
2018-05-02,2700
2018-05-03,2677
2018-05-04,2677
2018-05-05,2661
2018-05-06,2661
2018-05-07,2661
2018-05-08,2687
2018-05-09,2687
2018-05-10,2692
2018-05-11,2692
2018-05-12,2734
2018-05-13,2734
2018-05-14,2734
2018-05-15,2722
2018-05-16,2722
2018-05-17,2722
2018-05-18,2703
2018-05-19,2703
2018-05-20,2688
2018-05-21,2688
2018-05-22,2675
2018-05-23,2675
2018-05-24,2685
2018-05-25,2685
2018-05-26,2719
2018-05-27,2719
2018-05-28,2710
2018-05-29,2710
2018-05-30,2726
2018-05-31,2726
2018-06-01,2726
2018-06-02,2681
2018-06-03,2681
2018-06-04,2681
2018-06-05,2652
2018-06-06,2652
2018-06-07,2676
2018-06-08,2676
2018-06-09,2597
2018-06-10,2597
2018-06-11,2619
2018-06-12,2619
2018-06-13,2614
2018-06-14,2614
2018-06-15,2614
2018-06-16,2597
2018-06-17,2597
2018-06-18,2597
2018-06-19,2597
2018-06-20,2597
2018-06-21,2582
2018-06-22,2582
2018-06-23,2582
2018-06-24,2638
2018-06-25,2638
2018-06-26,2652
2018-06-27,2652
2018-06-28,2618
2018-06-29,2618
2018-06-30,2618
2018-07-01,2666
2018-07-02,2666
2018-07-03,2666
2018-07-04,2670
2018-07-05,2670
2018-07-06,2649
2018-07-07,2649
2018-07-08,2649
2018-07-09,2633
2018-07-10,2633
2018-07-11,2699
2018-07-12,2699
2018-07-13,2699
2018-07-14,2754
2018-07-15,2754
2018-07-16,2754
2018-07-17,2703
2018-07-18,2703
2018-07-19,2703
2018-07-20,2702
2018-07-21,2702
2018-07-22,2766
2018-07-23,2766
2018-07-24,2779
2018-07-25,2779
2018-07-26,2691
2018-07-27,2691
2018-07-28,2658
2018-07-29,2658
2018-07-30,2660
2018-07-31,2677
2018-08-01,2677
2018-08-02,2619
2018-08-03,2619
2018-08-04,2623
2018-08-05,2623
2018-08-06,2634
2018-08-07,2634
2018-08-08,2635
2018-08-09,2635
2018-08-10,2645
2018-08-11,2645
2018-08-12,2716
2018-08-14,2728
2018-08-16,2728
2018-08-17,2670
2018-08-18,2670
2018-08-19,2670
2018-08-20,2652
2018-08-21,2652
2018-08-22,2658
2018-08-23,2658
2018-08-24,2657
2018-08-25,2657
2018-08-26,2682
2018-08-27,2682
2018-08-28,2689
2018-08-29,2689
2018-08-30,2665
2018-08-31,2665
2018-09-01,2693
2018-09-02,2693
2018-09-03,2688
2018-09-04,2693
2018-09-05,2693
2018-09-06,2693
2018-09-07,2677
2018-09-08,2677
2018-09-09,2681
2018-09-10,2681
2018-09-11,2692
2018-09-12,2692
2018-09-13,2715
2018-09-14,2715
2018-09-15,2709
2018-09-16,2709
2018-09-17,2730
2018-09-18,2730
2018-09-19,2695
2018-09-20,2695
2018-09-21,2679
2018-09-22,2712
2018-09-23,2712
2018-09-24,2706
2018-09-25,2706
2018-09-26,2666
2018-09-27,2666
2018-09-28,2575
2018-09-29,2575
2018-09-30,2638
2018-10-02,2728
2018-10-03,2728
2018-10-04,2709
2018-10-05,2709
2018-10-06,2777
2018-10-07,2777
2018-10-08,2901
2018-10-09,2901
2018-10-10,3047
2018-10-11,3047
2018-10-12,3136
2018-10-13,3136
2018-10-14,3202
2018-10-15,3202
2018-10-16,3202
2018-10-17,3128
2018-10-18,3128
2018-10-19,3156
2018-10-20,3156
2018-10-21,3156
2018-10-22,3065
2018-10-23,3065
2018-10-24,2969
2018-10-25,2969
2018-10-26,2916
2018-10-27,2916
2018-10-28,2816
2018-10-29,2816
2018-10-30,2816
2018-10-31,2796
2018-11-01,2796
2018-11-03,2718
2018-11-04,2719
2018-11-05,2715
2018-11-06,2738
2018-11-07,2738
2018-11-08,2729
2018-11-09,2689
2018-11-10,2649
2018-11-11,2649
2018-11-12,2685
2018-11-13,2714
2018-11-14,2714
2018-11-15,2736
2018-11-16,2716
2018-11-17,2735
2018-11-18,2713
2018-11-19,2713
2018-11-20,2701
2018-11-21,2701
2018-11-22,2691
2018-11-23,2686
2018-11-24,2694
2018-11-25,2651
2018-11-26,2651
2018-11-27,2746
2018-11-28,2736
2018-11-29,2699
2018-12-01,2756
2018-12-02,2748
2018-12-03,2748
2018-12-04,2807
2018-12-05,2851
2018-12-07,2866
2018-12-09,2754
2018-12-10,2751
2018-12-11,2730
2018-12-12,2738
2018-12-13,2756
2018-12-14,2732
2018-12-15,2708
2018-12-16,2692
2018-12-17,2692
2018-12-18,2704
2018-12-19,2697
2018-12-20,2683
2018-12-21,2655
2018-12-22,2683
2018-12-23,2754
2018-12-24,2771
2018-12-25,2771
2018-12-26,2813
2018-12-27,2730
2018-12-28,2730
2018-12-29,2695
2018-12-30,2695
2018-12-31,2699
2019-01-01,2699
2019-01-02,2665
2019-01-03,2703
2019-01-04,2703
2019-01-05,2684
2019-01-06,2692
2019-01-08,2724
2019-01-10,2780
2019-01-11,2780
2019-01-12,2714
2019-01-13,2706
2019-01-14,2664
2019-01-15,2631
2019-01-16,2680
2019-01-17,2709
2019-01-18,2663
2019-01-19,2702
2019-01-20,2728
2019-01-21,2728
2019-01-22,2705
2019-01-23,2695
2019-01-24,2692
2019-01-25,2627
2019-01-26,2676
2019-01-27,2644
2019-01-28,2661
2019-01-29,2721
2019-01-30,2726
2019-01-31,2726
2019-02-01,2707
2019-02-02,2707
2019-02-03,2673
2019-02-04,2673
2019-02-05,2710
2019-02-06,2710
2019-02-07,2676
2019-02-08,2691
2019-02-09,2696
2019-02-10,2698
2019-02-11,2696
2019-02-12,2696
2019-02-13,2679
2019-02-14,2679
2019-02-15,2697
2019-02-16,2697
2019-02-17,2762
2019-02-18,2731
2019-02-19,2731
2019-02-20,2721
2019-02-21,2761
2019-02-22,2761
2019-02-23,2710
2019-02-24,2748
2019-02-25,2751
2019-02-26,2751
2019-02-27,2748
2019-02-28,2748
2019-03-01,2707
2019-03-02,2719
2019-03-03,2724
2019-03-04,2671
2019-03-05,2657
2019-03-06,2716
2019-03-07,2716
2019-03-08,2746
2019-03-09,2746
2019-03-10,2706
2019-03-11,2706
2019-03-12,2661
2019-03-13,2661
2019-03-14,2638
2019-03-15,2638
2019-03-16,2679
2019-03-17,2665
2019-03-18,2665
2019-03-19,2626
2019-03-20,2647
2019-03-21,2647
2019-03-22,2713
2019-03-23,2678
2019-03-24,2669
2019-03-25,2669
2019-03-26,2681
2019-03-27,2681
2019-03-28,2646
2019-03-29,2699
2019-03-30,2699
2019-03-31,2715
2019-04-01,2715
2019-04-02,2709
2019-04-03,2709
2019-04-04,2707
2019-04-05,2707
2019-04-06,2643
2019-04-07,2643
