date_obj,Frozen%20whip%20mix price
2016-07-02,118965
2016-07-03,118965
2016-07-04,121638
2016-07-05,121638
2016-07-06,126647
2016-07-07,126647
2016-07-08,129940
2016-07-09,129940
2016-07-10,132774
2016-07-11,132774
2016-07-12,136728
2016-07-13,136728
2016-07-14,136728
2016-07-15,137075
2016-07-16,137075
2016-07-17,137075
2016-07-18,131978
2016-07-23,131158
2016-07-24,131158
2016-07-25,134500
2016-07-26,134500
2016-07-27,137873
2016-07-28,137873
2016-07-29,136075
2016-07-30,136075
2016-07-31,140308
2016-08-01,140308
2016-08-02,138572
2016-08-03,138572
2016-08-04,138572
2016-08-05,136707
2016-08-06,136707
2016-08-07,130790
2016-08-08,130790
2016-08-09,130836
2016-08-10,130836
2016-08-11,130836
2016-08-12,124953
2016-08-13,124953
2016-08-14,128280
2016-08-15,128280
2016-08-16,126655
2016-08-17,126655
2016-08-18,126655
2016-08-19,123634
2016-08-20,123634
2016-08-21,128639
2016-08-22,128639
2016-08-23,134313
2016-08-24,134313
2016-08-25,134313
2016-08-26,139086
2016-08-28,142228
2016-08-31,147710
2016-09-01,147710
2016-09-02,147710
2016-09-03,141663
2016-09-04,141663
2016-09-05,141663
2016-09-06,139610
2016-09-07,139610
2016-09-08,139610
2016-09-09,139610
2016-09-10,141823
2016-09-11,141823
2016-09-12,141823
2016-09-13,140821
2016-09-14,140821
2016-09-15,140821
2016-09-16,138305
2016-09-17,138305
2016-09-18,144200
2016-09-19,144200
2016-09-20,144200
2016-09-21,146085
2016-09-22,146085
2016-09-23,150804
2016-09-24,150804
2016-09-25,150804
2016-09-26,144098
2016-09-27,144098
2016-09-28,141867
2016-09-29,141867
2016-09-30,141867
2016-10-01,144669
2016-10-02,144669
2016-10-03,144669
2016-10-04,139612
2016-10-05,139612
2016-10-06,139612
2016-10-07,142867
2016-10-08,142867
2016-10-09,142867
2016-10-10,137345
2016-10-11,137345
2016-10-12,137345
2016-10-13,140074
2016-10-14,140074
2016-10-15,140783
2016-10-16,140783
2016-10-17,140783
2016-10-18,136414
2016-10-19,136414
2016-10-20,136414
2016-10-21,142312
2016-10-22,142312
2016-10-23,142312
2016-10-24,141869
2016-10-25,141869
2016-10-26,141869
2016-10-27,139907
2016-10-28,139907
2016-10-29,139907
2016-10-30,139141
2016-10-31,139141
2016-11-01,139141
2016-11-02,142120
2016-11-03,142120
2016-11-04,146763
2016-11-05,146763
2016-11-06,146763
2016-11-07,144730
2016-11-08,144730
2016-11-09,144730
2016-11-10,143364
2016-11-11,143364
2016-11-12,143364
2016-11-13,137691
2016-11-14,137691
2016-11-15,135378
2016-12-07,150445
2016-12-08,146042
2016-12-09,146042
2016-12-10,146042
2016-12-11,146111
2016-12-12,146111
2016-12-13,146111
2016-12-14,143589
2016-12-15,143589
2016-12-16,143589
2016-12-17,145321
2016-12-18,145321
2016-12-19,145321
2016-12-20,147340
2016-12-21,147340
2016-12-22,147340
2016-12-23,145405
2016-12-24,145405
2016-12-25,145405
2016-12-26,145404
2016-12-27,145404
2016-12-28,145404
2016-12-29,141772
2016-12-30,141772
2016-12-31,141772
2017-01-01,141210
2017-01-02,141210
2017-01-03,141210
2017-01-04,140849
2017-01-05,140849
2017-01-06,140849
2017-01-07,138964
2017-01-08,138964
2017-01-09,132998
2017-01-10,132998
2017-01-11,129378
2017-01-12,129378
2017-01-13,134004
2017-01-14,134004
2017-01-15,133860
2017-01-16,133860
2017-01-17,128350
2017-01-18,128350
2017-01-19,128350
2017-01-20,126991
2017-01-21,126991
2017-01-22,127981
2017-01-23,127981
2017-01-27,131739
2017-01-28,135370
2017-01-29,135370
2017-01-30,141231
2017-01-31,141231
2017-02-01,144704
2017-02-02,144704
2017-02-03,146533
2017-02-04,146533
2017-02-05,143939
2017-02-06,143939
2017-02-07,143939
2017-02-08,146180
2017-02-09,146180
2017-02-10,146701
2017-02-11,146701
2017-02-12,146701
2017-02-13,150512
2017-02-14,150512
2017-02-15,150512
2017-02-16,145186
2017-02-18,145186
2017-02-19,139417
2017-02-20,139417
2017-02-21,141078
2017-02-22,141078
2017-02-23,141078
2017-02-24,135773
2017-02-25,135773
2017-02-26,131039
2017-02-27,131039
2017-02-28,126665
2017-03-01,126665
2017-03-02,125766
2017-03-03,125766
2017-03-04,125766
2017-03-05,124391
2017-03-06,124391
2017-03-07,129945
2017-03-08,129945
2017-03-09,129945
2017-03-10,131371
2017-03-11,131371
2017-03-12,136537
2017-03-13,136537
2017-03-14,136394
2017-03-15,136394
2017-03-16,130546
2017-03-17,130546
2017-03-18,131519
2017-03-19,131519
2017-03-20,135494
2017-03-21,135494
2017-03-22,140395
2017-03-23,140395
2017-03-24,139606
2017-03-25,139606
2017-03-26,139606
2017-03-27,141172
2017-03-28,141172
2017-03-29,142782
2017-03-30,142782
2017-03-31,144274
2017-04-01,144274
2017-04-02,144274
2017-04-03,139805
2017-04-04,139805
2017-04-12,137514
2017-04-13,143306
2017-04-14,143306
2017-04-15,148791
2017-04-16,148791
2017-04-17,155548
2017-04-18,155548
2017-04-19,159936
2017-04-20,159936
2017-04-21,167174
2017-04-22,167174
2017-04-23,167174
2017-04-24,162236
2017-04-25,162236
2017-04-26,162236
2017-04-27,154601
2017-04-28,154601
2017-04-29,150306
2017-04-30,150306
2017-05-01,150306
2017-05-02,153901
2017-05-03,153901
2017-05-04,157969
2017-05-05,157969
2017-05-06,162623
2017-05-07,162623
2017-05-08,167374
2017-05-09,167374
2017-05-10,165671
2017-05-11,165671
2017-05-12,165671
2017-05-13,157387
2017-05-14,157387
2017-05-15,157387
2017-05-16,156476
2017-05-17,156476
2017-05-18,161517
2017-05-19,161517
2017-05-20,165166
2017-05-21,165166
2017-05-22,171184
2017-05-23,171184
2017-05-24,168814
2017-05-25,168814
2017-05-26,168814
2017-05-27,165674
2017-05-28,165674
2017-05-29,165674
2017-05-30,158957
2017-05-31,158957
2017-06-01,151556
2017-06-02,151556
2017-06-03,151556
2017-06-04,144054
2017-06-05,144054
2017-06-06,142330
2017-06-07,142330
2017-06-08,142330
2017-06-09,145987
2017-06-10,152950
2017-06-11,152950
2017-06-12,158669
2017-06-13,158669
2017-06-14,154544
2017-06-15,154544
2017-06-16,152317
2017-06-17,152317
2017-06-18,152965
2017-06-19,152965
2017-06-20,155189
2017-06-21,155189
2017-06-22,155189
2017-06-23,151800
2017-06-24,151800
2017-06-25,151800
2017-06-26,146064
2017-06-27,146064
2017-06-28,140880
2017-06-29,140880
2017-06-30,136871
2017-07-01,136871
2017-07-02,136871
2017-07-03,131937
2017-07-04,131937
2017-07-05,131937
2017-07-06,134962
2017-07-07,134962
2017-07-08,134962
2017-07-13,145711
2017-07-14,145711
2017-07-15,146612
2017-07-16,146612
2017-07-17,141390
2017-07-18,141390
2017-07-19,142837
2017-07-20,142837
2017-07-21,148510
2017-07-22,148510
2017-07-23,148510
2017-07-24,144177
2017-07-25,144177
2017-07-26,149845
2017-07-27,149845
2017-07-28,149845
2017-07-29,151980
2017-07-30,151980
2017-07-31,149332
2017-08-01,149332
2017-08-02,153785
2017-08-03,153785
2017-08-04,153785
2017-08-05,148985
2017-08-06,148985
2017-08-09,149937
2017-08-10,146517
2017-08-11,146517
2017-08-12,146517
2017-08-13,146350
2017-08-14,146350
2017-08-15,146350
2017-08-16,150295
2017-08-17,150295
2017-08-18,154147
2017-08-19,154147
2017-08-20,158884
2017-08-21,158884
2017-08-22,163138
2017-08-23,163138
2017-08-24,163138
2017-08-25,163066
2017-08-26,163066
2017-08-27,157125
2017-08-28,157125
2017-08-29,157125
2017-08-30,149273
2017-08-31,149273
2017-09-01,149273
2017-09-02,142230
2017-09-03,142230
2017-09-04,142230
2017-09-05,135185
2017-09-06,135185
2017-09-07,130423
2017-09-08,130423
2017-09-09,130423
2017-09-10,134633
2017-09-11,134633
2017-09-12,134633
2017-09-13,131259
2017-09-14,131259
2017-09-15,131259
2017-09-16,125060
2017-09-17,125060
2017-09-18,123694
2017-09-19,123694
2017-09-20,123694
2017-09-21,124096
2017-09-22,124096
2017-09-23,124096
2017-09-24,126711
2017-09-25,126711
2017-09-26,126711
2017-09-27,127145
2017-09-28,127145
2017-09-29,130480
2017-09-30,130480
2017-10-01,130480
2017-10-02,128202
2017-10-03,128202
2017-10-04,128202
2017-10-05,122923
2017-10-06,122923
2017-10-07,120032
2017-10-08,120032
2017-10-09,120032
2017-10-10,119389
2017-10-11,119389
2017-10-12,119389
2017-10-13,120823
2017-10-14,120823
2017-10-15,120823
2017-10-16,115277
2017-10-17,115277
2017-10-18,115277
2017-10-19,118346
2017-10-20,118346
2017-10-21,123810
2017-10-22,123810
2017-10-23,119288
2017-10-24,119288
2017-10-25,123715
2017-10-26,123715
2017-10-27,123715
2017-10-28,127878
2017-10-29,127878
2017-10-30,124263
2017-10-31,124263
2017-11-01,124263
2017-11-02,118049
2017-11-03,118049
2017-11-04,120812
2017-11-05,120812
2017-11-06,120812
2017-11-07,117194
2017-11-08,117194
2017-11-09,116871
2017-11-10,116871
2017-11-11,116871
2017-11-12,119620
2017-11-13,119620
2017-11-14,119620
2017-11-15,123691
2017-11-16,123691
2017-11-17,123691
2017-11-18,120372
2017-11-19,120372
2017-11-20,120372
2017-11-21,118921
2017-11-22,118921
2017-11-23,118921
2017-11-24,114396
2017-11-25,114396
2017-11-26,115439
2017-11-27,115439
2017-11-28,115439
2017-11-29,120824
2017-11-30,120824
2017-12-01,125886
2017-12-02,125886
2017-12-03,125886
2017-12-04,122620
2017-12-05,122620
2017-12-06,128430
2017-12-07,128430
2017-12-08,128430
2017-12-09,127576
2017-12-10,127576
2017-12-11,124396
2017-12-12,124396
2017-12-13,124396
2017-12-14,120105
2017-12-15,120105
2017-12-16,120303
2017-12-17,120303
2017-12-18,125436
2017-12-19,125436
2017-12-20,125436
2017-12-21,130235
2017-12-22,130235
2017-12-23,130235
2017-12-24,135712
2017-12-25,135712
2017-12-26,135712
2017-12-27,133715
2017-12-28,133715
2017-12-29,133715
2017-12-30,130902
2017-12-31,130902
2018-01-01,130902
2018-01-02,128162
2018-01-03,128162
2018-01-04,121760
2018-01-05,121760
2018-01-06,121984
2018-01-07,121984
2018-01-08,121984
2018-01-09,119650
2018-01-10,119650
2018-01-11,119650
2018-01-12,123642
2018-01-13,123642
2018-01-14,124519
2018-01-15,124519
2018-01-16,123040
2018-01-17,123040
2018-01-18,126088
2018-01-19,126088
2018-01-20,126088
2018-01-21,126551
2018-01-22,126551
2018-01-23,124240
2018-01-24,118028
2018-01-25,118028
2018-01-26,114823
2018-01-27,118030
2018-01-28,121400
2018-01-29,121094
2018-01-30,119480
2018-01-31,119480
2018-02-01,119177
2018-02-02,119177
2018-02-03,117765
2018-02-04,117598
2018-02-05,117598
2018-02-06,117126
2018-02-07,116609
2018-02-08,116609
2018-02-09,116700
2018-02-10,116700
2018-02-11,120142
2018-02-12,120142
2018-02-13,116531
2018-02-14,121101
2018-02-15,121101
2018-02-16,126439
2018-02-17,129632
2018-02-18,130555
2018-02-19,124561
2018-02-20,124561
2018-02-21,128718
2018-02-22,128718
2018-02-23,130631
2018-02-24,130631
2018-02-25,124584
2018-02-26,118354
2018-02-27,117103
2018-02-28,117103
2018-03-01,122248
2018-03-02,121015
2018-03-03,120115
2018-03-04,120115
2018-03-05,121477
2018-03-06,121477
2018-03-07,120157
2018-03-08,120157
2018-03-09,119597
2018-03-10,119597
2018-03-11,123759
2018-03-12,129449
2018-03-13,129449
2018-03-14,123538
2018-03-15,123538
2018-03-16,129029
2018-03-17,133176
2018-03-18,139427
2018-03-20,150113
2018-03-21,150113
2018-03-23,150029
2018-03-24,147187
2018-03-25,139827
2018-03-26,139827
2018-03-27,132835
2018-03-28,132835
2018-03-29,126193
2018-03-30,126193
2018-03-31,125470
2018-04-01,125470
2018-04-02,122981
2018-04-03,122981
2018-04-04,122095
2018-04-05,122095
2018-04-06,126947
2018-04-07,126947
2018-04-08,130300
2018-04-09,124691
2018-04-10,124691
2018-04-11,125516
2018-04-12,131377
2018-04-13,131377
2018-04-14,136816
2018-04-15,136250
2018-04-16,136250
2018-04-17,139374
2018-04-18,139374
2018-04-19,143203
2018-04-20,136680
2018-04-21,136306
2018-04-22,136306
2018-04-23,137006
2018-04-24,137006
2018-04-25,133580
2018-04-26,133580
2018-04-27,135931
2018-04-28,138208
2018-04-29,137021
2018-04-30,137890
2018-05-01,137890
2018-05-02,140306
2018-05-03,140306
2018-05-04,146802
2018-05-05,147069
2018-05-06,147069
2018-05-07,149663
2018-05-08,149663
2018-05-09,147880
2018-05-10,145320
2018-05-11,145320
2018-05-12,141132
2018-05-13,141132
2018-05-14,137786
2018-05-15,137786
2018-05-16,138640
2018-05-17,138640
2018-05-18,144189
2018-05-19,144189
2018-05-20,142665
2018-05-21,147385
2018-05-22,147385
2018-05-23,151161
2018-05-24,151161
2018-05-25,146492
2018-05-26,142868
2018-05-27,142868
2018-05-28,135724
2018-05-29,133609
2018-05-30,133609
2018-05-31,138604
2018-06-01,138604
2018-06-02,144284
2018-06-03,144284
2018-06-04,142976
2018-06-05,142832
2018-06-06,145256
2018-06-07,145256
2018-06-08,144448
2018-06-09,144448
2018-06-10,144194
2018-06-11,144194
2018-06-12,147245
2018-06-13,140393
2018-06-14,133384
2018-06-15,133384
2018-06-16,133745
2018-06-17,128810
2018-06-18,127104
2018-06-19,127935
2018-06-20,127935
2018-06-21,128876
2018-06-22,125544
2018-06-23,125544
2018-06-24,119544
2018-06-25,119544
2018-06-26,122657
2018-06-27,122657
2018-06-28,124202
2018-06-29,121571
2018-06-30,121571
2018-07-01,120277
2018-07-02,120277
2018-07-03,120238
2018-07-04,120238
2018-07-05,118658
2018-07-06,113250
2018-07-07,113250
2018-07-08,118111
2018-07-09,118454
2018-07-10,118454
2018-07-11,119214
2018-07-12,124287
2018-07-13,128165
2018-07-14,122321
2018-07-15,122321
2018-07-16,122314
2018-07-17,119542
2018-07-18,119542
2018-07-19,117656
2018-07-20,117656
2018-07-21,120500
2018-07-22,124475
2018-07-23,120085
2018-07-24,120085
2018-07-25,121704
2018-07-26,121821
2018-07-27,126492
2018-07-28,126492
2018-07-29,132391
2018-07-30,133654
2018-07-31,139495
2018-08-01,139495
2018-08-02,146060
2018-08-03,146060
2018-08-04,147311
2018-08-05,144465
2018-08-06,144465
2018-08-07,149173
2018-08-08,147346
2018-08-09,147346
2018-08-10,146761
2018-08-11,148073
2018-08-12,147627
2018-08-14,151736
2018-08-16,151831
2018-08-17,147991
2018-08-18,147991
2018-08-19,147126
2018-08-20,147180
2018-08-21,147180
2018-08-22,150434
2018-08-23,150434
2018-08-24,156167
2018-08-25,155267
2018-08-26,155267
2018-08-27,152118
2018-08-28,148306
2018-08-29,148306
2018-08-30,145756
2018-08-31,138954
2018-09-01,137861
2018-09-02,137861
2018-09-03,135788
2018-09-04,139028
2018-09-05,142765
2018-09-06,142765
2018-09-07,140796
2018-09-08,143767
2018-09-09,143767
2018-09-10,143942
2018-09-11,143942
2018-09-12,142862
2018-09-13,142862
2018-09-14,139957
2018-09-15,136782
2018-09-16,136782
2018-09-17,136374
2018-09-18,131110
2018-09-19,131110
2018-09-20,132934
2018-09-21,132934
2018-09-22,133191
2018-09-23,137607
2018-09-24,137607
2018-09-25,140210
2018-09-26,137580
2018-09-27,137580
2018-09-28,134720
2018-09-29,136008
2018-09-30,136008
2018-10-01,131039
2018-10-02,131039
2018-10-03,128056
2018-10-04,128056
2018-10-05,123345
2018-10-06,125751
2018-10-07,125751
2018-10-08,122189
2018-10-09,120267
2018-10-10,116972
2018-10-11,111123
2018-10-12,111123
2018-10-13,112053
2018-10-14,112053
2018-10-15,116440
2018-10-16,116440
2018-10-17,118504
2018-10-18,122289
2018-10-19,125597
2018-10-20,125597
2018-10-21,128471
2018-10-22,124936
2018-10-23,124936
2018-10-24,118782
2018-10-25,118782
2018-10-26,117211
2018-10-27,114277
2018-10-28,109871
2018-10-29,109871
2018-10-30,114700
2018-10-31,118511
2018-11-01,124010
2018-11-03,119449
2018-11-04,114119
2018-11-05,119295
2018-11-06,118362
2018-11-07,118362
2018-11-08,122769
2018-11-09,122769
2018-11-10,117960
2018-11-11,119907
2018-11-12,122166
2018-11-13,120376
2018-11-14,120376
2018-11-15,118480
2018-11-16,116809
2018-11-17,116809
2018-11-18,111819
2018-11-19,109224
2018-11-20,110537
2018-11-21,110537
2018-11-22,111044
2018-11-23,107837
2018-11-24,109012
2018-11-25,110375
2018-11-26,110491
2018-11-27,107326
2018-11-28,108584
2018-11-29,107114
2018-12-01,107870
2018-12-02,106429
2018-12-03,106429
2018-12-05,106384
2018-12-07,104474
2018-12-09,112451
2018-12-10,117658
2018-12-11,119405
2018-12-12,119696
2018-12-13,113711
2018-12-14,108561
2018-12-15,110607
2018-12-16,109892
2018-12-17,114896
2018-12-18,114194
2018-12-19,117041
2018-12-20,122799
2018-12-21,127489
2018-12-22,123034
2018-12-23,126126
2018-12-24,128243
2018-12-25,121830
2018-12-26,116720
2018-12-27,117907
2018-12-28,117513
2018-12-29,119474
2018-12-30,113500
2018-12-31,113022
2019-01-01,115759
2019-01-02,116431
2019-01-03,120707
2019-01-04,114805
2019-01-05,116224
2019-01-06,110865
2019-01-08,109340
2019-01-10,105847
2019-01-11,107634
2019-01-12,107874
2019-01-13,106089
2019-01-14,103720
2019-01-15,102475
2019-01-16,106836
2019-01-17,103366
2019-01-18,104580
2019-01-19,105881
2019-01-20,105676
2019-01-21,109490
2019-01-22,104764
2019-01-23,105734
2019-01-24,104818
2019-01-25,108665
2019-01-26,112610
2019-01-27,112206
2019-01-28,117336
2019-01-29,112482
2019-01-30,111785
2019-01-31,112257
2019-02-01,117409
2019-02-02,111969
2019-02-03,112947
2019-02-04,118413
2019-02-05,121764
2019-02-06,119093
2019-02-07,113138
2019-02-08,107805
2019-02-09,112737
2019-02-10,114970
2019-02-11,109295
2019-02-12,108459
2019-02-13,105660
2019-02-14,105660
2019-02-15,105897
2019-02-16,111006
2019-02-17,115565
2019-02-18,119835
2019-02-19,113843
2019-02-20,108150
2019-02-21,104191
2019-02-22,100670
2019-02-23,101995
2019-02-24,103953
2019-02-25,102196
2019-02-26,106366
2019-02-27,108579
2019-02-28,108736
2019-03-01,106260
2019-03-02,110110
2019-03-03,115390
2019-03-04,114898
2019-03-05,120300
2019-03-06,117804
2019-03-07,112207
2019-03-08,112207
2019-03-09,112339
2019-03-10,114608
2019-03-11,117381
2019-03-12,112325
2019-03-13,109769
2019-03-14,114692
2019-03-15,119865
2019-03-16,125516
2019-03-17,121478
2019-03-18,121478
2019-03-19,119600
2019-03-20,120345
2019-03-21,121548
2019-03-22,117253
2019-03-23,112487
2019-03-24,116542
2019-03-25,116542
