date_obj,Beer price
2015-10-07,140
2015-10-08,141
2015-10-09,142
2015-10-10,137
2015-10-11,133
2015-10-12,134
2015-10-13,136
2015-10-14,134
2015-10-15,131
2015-10-16,134
2015-10-17,134
2015-10-18,136
2015-10-19,139
2015-10-20,140
2015-10-22,141
2015-10-23,133
2015-10-24,126
2015-10-25,119
2015-10-26,121
2015-10-27,124
2015-10-28,129
2015-10-29,133
2015-10-30,135
2015-10-31,135
2015-11-01,136
2015-11-02,135
2015-11-03,128
2015-11-04,121
2015-11-05,115
2015-11-06,111
2015-11-07,114
2015-11-08,116
2015-11-09,119
2015-11-10,117
2015-11-11,116
2015-11-12,111
2015-11-13,105
2015-11-14,105
2015-11-15,105
2015-11-16,109
2015-11-17,109
2015-11-18,110
2015-11-19,107
2015-11-20,104
2015-11-21,100
2015-11-22,101
2015-11-23,105
2015-11-24,99
2015-11-25,94
2015-11-26,89
2015-11-27,85
2015-11-28,90
2015-11-29,90
2015-11-30,90
2015-12-01,85
2015-12-02,85
2015-12-03,87
2015-12-04,91
2015-12-05,95
2015-12-06,97
2015-12-07,94
2015-12-08,95
2015-12-09,90
2015-12-10,89
2015-12-11,89
2015-12-12,88
2015-12-13,90
2015-12-14,92
2015-12-15,94
2015-12-16,96
2015-12-17,97
2015-12-18,95
2015-12-19,96
2015-12-20,93
2015-12-21,88
2015-12-22,85
2015-12-23,81
2015-12-24,84
2015-12-25,79
2015-12-26,75
2015-12-27,71
2015-12-28,68
2015-12-29,64
2015-12-30,60
2015-12-31,57
2016-01-01,59
2016-01-02,58
2016-01-03,61
2016-01-04,64
2016-01-05,62
2016-01-06,61
2016-01-07,59
2016-01-08,59
2016-01-09,61
2016-01-10,62
2016-01-11,64
2016-01-12,65
2016-01-13,63
2016-01-14,64
2016-01-15,64
2016-01-16,68
2016-01-17,68
2016-01-18,67
2016-01-19,69
2016-01-20,71
2016-01-21,70
2016-01-22,71
2016-01-23,67
2016-01-24,67
2016-01-25,69
2016-01-26,72
2016-01-27,70
2016-01-28,74
2016-01-29,74
2016-01-30,76
2016-01-31,76
2016-02-01,79
2016-02-02,79
2016-02-03,78
2016-02-04,79
2016-02-05,80
2016-02-06,81
2016-02-07,79
2016-02-08,79
2016-02-09,83
2016-02-10,82
2016-02-11,83
2016-02-12,84
2016-02-13,88
2016-02-14,85
2016-02-15,84
2016-02-16,82
2016-02-17,84
2016-02-18,85
2016-02-19,85
2016-02-20,88
2016-02-21,92
2016-02-22,92
2016-02-23,94
2016-02-24,89
2016-02-25,86
2016-02-26,84
2016-02-27,84
2016-02-28,83
2016-02-29,80
2016-03-01,77
2016-03-02,74
2016-03-03,71
2016-03-04,70
2016-03-05,74
2016-03-06,74
2016-03-07,76
2016-03-08,76
2016-03-09,80
2016-03-10,80
2016-03-11,80
2016-03-12,80
2016-03-13,79
2016-03-14,80
2016-03-15,79
2016-03-16,75
2016-03-17,74
2016-03-18,75
2016-03-19,78
2016-03-20,80
2016-03-21,77
2016-03-22,78
2016-03-23,79
2016-03-24,76
2016-03-25,79
2016-03-26,83
2016-03-27,84
2016-03-28,83
2016-03-29,82
2016-03-30,82
2016-03-31,81
2016-04-01,81
2016-04-02,82
2016-04-03,80
2016-04-04,82
2016-04-05,84
2016-04-06,83
2016-04-07,88
2016-04-08,89
2016-04-09,90
2016-04-10,95
2016-04-11,99
2016-04-12,99
2016-04-13,95
2016-04-14,90
2016-04-15,85
2016-04-16,83
2016-04-17,78
2016-04-18,79
2016-04-19,81
2016-04-20,83
2016-04-21,82
2016-04-22,83
2016-04-23,84
2016-04-24,85
2016-04-25,83
2016-04-26,84
2016-04-27,81
2016-04-28,80
2016-04-29,81
2016-04-30,80
2016-05-01,81
2016-05-02,83
2016-05-03,84
2016-05-04,85
2016-05-05,86
2016-05-06,87
2016-05-07,84
2016-05-08,87
2016-05-09,87
2016-05-10,86
2016-05-11,87
2016-05-12,85
2016-05-13,80
2016-05-14,76
2016-05-15,73
2016-05-16,69
2016-05-17,68
2016-05-18,66
2016-05-19,65
2016-05-22,57
2016-05-23,54
2016-05-24,54
2016-05-25,53
2016-05-26,53
2016-05-27,55
2016-05-28,55
2016-05-29,56
2016-05-30,56
2016-05-31,58
2016-06-01,60
2016-06-02,63
2016-06-03,65
2016-06-04,61
2016-06-05,58
2016-06-06,59
2016-06-07,58
2016-06-08,60
2016-06-09,62
2016-06-10,59
2016-06-11,59
2016-06-12,58
2016-06-13,58
2016-06-14,61
2016-06-15,63
2016-06-16,62
2016-06-17,64
2016-06-18,62
2016-06-19,64
2016-06-20,65
2016-06-21,66
2016-06-22,68
2016-06-23,71
2016-06-24,75
2016-06-25,79
2016-06-26,77
2016-06-27,79
2016-06-28,80
2016-06-29,82
2016-06-30,87
2016-07-01,92
2016-07-02,97
2016-07-03,102
2016-07-04,104
2016-07-05,98
2016-07-06,98
2016-07-07,99
2016-07-08,103
2016-07-09,98
2016-07-10,101
2016-07-11,107
2016-07-12,110
2016-07-13,116
2016-07-14,122
2016-07-15,129
2016-07-16,128
2016-07-17,123
2016-07-18,123
2016-07-23,120
2016-07-24,125
2016-07-25,132
2016-07-26,139
2016-07-27,146
2016-07-28,150
2016-07-29,152
2016-07-30,156
2016-07-31,160
2016-08-01,152
2016-08-02,144
2016-08-03,136
2016-08-04,130
2016-08-05,123
2016-08-06,123
2016-08-07,119
2016-08-08,113
2016-08-09,107
2016-08-10,112
2016-08-11,115
2016-08-12,110
2016-08-13,104
2016-08-14,98
2016-08-15,93
2016-08-16,88
2016-08-17,83
2016-08-18,81
2016-08-19,78
2016-08-20,74
2016-08-21,70
2016-08-22,66
2016-08-23,62
2016-08-24,60
2016-08-25,59
2016-08-26,60
2016-08-28,59
2016-08-31,67
2016-09-01,68
2016-09-02,72
2016-09-03,76
2016-09-04,79
2016-09-05,77
2016-09-06,79
2016-09-07,83
2016-09-08,88
2016-09-09,90
2016-09-10,94
2016-09-11,98
2016-09-12,99
2016-09-13,97
2016-09-14,94
2016-09-15,97
2016-09-16,101
2016-09-17,95
2016-09-18,90
2016-09-19,85
2016-09-20,80
2016-09-21,76
2016-09-22,75
2016-09-23,76
2016-09-24,72
2016-09-25,72
2016-09-26,75
2016-09-27,75
2016-09-28,79
2016-09-29,81
2016-09-30,84
2016-10-01,87
2016-10-02,90
2016-10-03,92
2016-10-04,92
2016-10-05,92
2016-10-06,90
2016-10-07,94
2016-10-08,90
2016-10-09,86
2016-10-10,83
2016-10-11,85
2016-10-12,85
2016-10-13,88
2016-10-14,85
2016-10-15,80
2016-10-16,76
2016-10-17,73
2016-10-18,72
2016-10-19,71
2016-10-20,71
2016-10-21,70
2016-10-22,66
2016-10-23,62
2016-10-24,59
2016-10-25,59
2016-10-26,59
2016-10-27,58
2016-10-28,59
2016-10-29,59
2016-10-30,61
2016-10-31,65
2016-11-01,69
2016-11-02,70
2016-11-03,69
2016-11-04,67
2016-11-05,69
2016-11-06,67
2016-11-07,66
2016-11-08,66
2016-11-09,69
2016-11-10,65
2016-11-11,62
2016-11-12,64
2016-11-13,68
2016-11-14,64
2016-11-15,64
2016-12-07,46
2016-12-08,48
2016-12-09,48
2016-12-10,48
2016-12-11,47
2016-12-12,48
2016-12-13,49
2016-12-14,48
2016-12-15,46
2016-12-16,43
2016-12-17,40
2016-12-18,38
2016-12-19,36
2016-12-20,37
2016-12-21,39
2016-12-22,41
2016-12-23,44
2016-12-24,47
2016-12-25,49
2016-12-26,51
2016-12-27,51
2016-12-28,54
2016-12-29,56
2016-12-30,58
2016-12-31,56
2017-01-01,56
2017-01-02,54
2017-01-03,51
2017-01-04,48
2017-01-05,47
2017-01-06,49
2017-01-07,50
2017-01-08,52
2017-01-09,53
2017-01-10,50
2017-01-11,48
2017-01-12,46
2017-01-13,46
2017-01-14,43
2017-01-15,40
2017-01-16,39
2017-01-17,40
2017-01-18,39
2017-01-19,37
2017-01-20,37
2017-01-21,39
2017-01-23,41
2017-01-27,40
2017-01-28,41
2017-01-29,42
2017-01-30,45
2017-01-31,46
2017-02-01,45
2017-02-02,47
2017-02-03,47
2017-02-04,49
2017-02-05,48
2017-02-06,48
2017-02-07,46
2017-02-08,45
2017-02-09,44
2017-02-10,43
2017-02-11,43
2017-02-12,44
2017-02-13,44
2017-02-14,43
2017-02-15,46
2017-02-16,46
2017-02-18,44
2017-02-19,44
2017-02-20,47
2017-02-21,48
2017-02-22,51
2017-02-23,53
2017-02-24,54
2017-02-25,57
2017-02-26,60
2017-02-27,63
2017-02-28,63
2017-03-01,62
2017-03-02,61
2017-03-03,62
2017-03-04,62
2017-03-05,62
2017-03-06,64
2017-03-07,66
2017-03-08,67
2017-03-09,67
2017-03-10,69
2017-03-11,71
2017-03-12,74
2017-03-13,74
2017-03-14,73
2017-03-15,75
2017-03-16,75
2017-03-17,75
2017-03-18,74
2017-03-19,74
2017-03-20,74
2017-03-21,78
2017-03-22,82
2017-03-23,82
2017-03-24,83
2017-03-25,87
2017-03-26,84
2017-03-27,84
2017-03-28,88
2017-03-29,91
2017-03-30,96
2017-03-31,100
2017-04-01,105
2017-04-02,111
2017-04-03,117
2017-04-04,123
2017-04-12,119
2017-04-13,113
2017-04-14,107
2017-04-15,101
2017-04-16,95
2017-04-17,90
2017-04-18,85
2017-04-19,80
2017-04-20,77
2017-04-21,73
2017-04-22,69
2017-04-23,65
2017-04-24,63
2017-04-25,62
2017-04-26,63
2017-04-27,65
2017-04-28,65
2017-04-29,66
2017-04-30,66
2017-05-01,70
2017-05-02,71
2017-05-03,71
2017-05-04,73
2017-05-05,73
2017-05-06,75
2017-05-07,73
2017-05-08,72
2017-05-09,74
2017-05-10,78
2017-05-11,82
2017-05-12,87
2017-05-13,84
2017-05-14,80
2017-05-15,80
2017-05-16,81
2017-05-17,79
2017-05-18,76
2017-05-19,74
2017-05-20,70
2017-05-21,66
2017-05-22,62
2017-05-23,58
2017-05-24,59
2017-05-25,59
2017-05-26,57
2017-05-27,55
2017-05-28,55
2017-05-29,56
2017-05-30,56
2017-05-31,56
2017-06-01,55
2017-06-02,55
2017-06-03,54
2017-06-04,53
2017-06-05,52
2017-06-06,53
2017-06-07,55
2017-06-08,55
2017-06-09,57
2017-06-10,56
2017-06-11,53
2017-06-12,51
2017-06-13,51
2017-06-14,51
2017-06-15,52
2017-06-16,52
2017-06-17,51
2017-06-18,51
2017-06-19,52
2017-06-20,52
2017-06-21,52
2017-06-22,51
2017-06-23,51
2017-06-24,50
2017-06-25,50
2017-06-26,51
2017-06-27,51
2017-06-28,52
2017-06-29,51
2017-06-30,48
2017-07-01,46
2017-07-02,44
2017-07-03,44
2017-07-04,44
2017-07-05,44
2017-07-06,45
2017-07-07,46
2017-07-08,45
2017-07-09,45
2017-07-13,52
2017-07-14,54
2017-07-15,54
2017-07-16,52
2017-07-17,51
2017-07-18,53
2017-07-19,55
2017-07-20,58
2017-07-21,58
2017-07-22,59
2017-07-23,59
2017-07-24,59
2017-07-25,57
2017-07-26,55
2017-07-27,53
2017-07-28,53
2017-07-29,55
2017-07-30,54
2017-07-31,53
2017-08-01,53
2017-08-02,51
2017-08-03,51
2017-08-04,53
2017-08-05,55
2017-08-06,58
2017-08-07,58
2017-08-08,57
2017-08-09,56
2017-08-10,53
2017-08-11,50
2017-08-12,52
2017-08-13,51
2017-08-14,54
2017-08-15,55
2017-08-16,55
2017-08-17,57
2017-08-18,59
2017-08-19,60
2017-08-20,59
2017-08-21,60
2017-08-22,59
2017-08-23,60
2017-08-24,62
2017-08-25,62
2017-08-26,63
2017-08-27,63
2017-08-28,62
2017-08-29,65
2017-08-30,66
2017-08-31,70
2017-09-01,74
2017-09-02,78
2017-09-03,79
2017-09-04,80
2017-09-05,78
2017-09-06,75
2017-09-07,76
2017-09-08,74
2017-09-09,74
2017-09-10,70
2017-09-11,69
2017-09-12,70
2017-09-13,67
2017-09-14,63
2017-09-15,59
2017-09-16,57
2017-09-17,58
2017-09-18,58
2017-09-19,59
2017-09-20,59
2017-09-22,53
2017-09-23,51
2017-09-24,50
2017-09-25,49
2017-09-26,46
2017-09-27,45
2017-09-28,48
2017-09-29,49
2017-09-30,47
2017-10-01,47
2017-10-02,47
2017-10-03,45
2017-10-04,45
2017-10-05,47
2017-10-06,50
2017-10-07,49
2017-10-08,51
2017-10-09,49
2017-10-10,49
2017-10-11,51
2017-10-12,50
2017-10-13,51
2017-10-14,52
2017-10-15,50
2017-10-16,50
2017-10-17,49
2017-10-18,49
2017-10-19,51
2017-10-20,53
2017-10-21,56
2017-10-22,58
2017-10-23,59
2017-10-24,62
2017-10-25,65
2017-10-26,65
2017-10-27,66
2017-10-28,68
2017-10-29,69
2017-10-30,68
2017-10-31,66
2017-11-01,64
2017-11-02,61
2017-11-03,60
2017-11-04,62
2017-11-05,64
2017-11-06,65
2017-11-07,65
2017-11-08,65
2017-11-09,64
2017-11-10,60
2017-11-11,60
2017-11-12,58
2017-11-13,56
2017-11-14,54
2017-11-15,51
2017-11-16,48
2017-11-17,49
2017-11-18,52
2017-11-19,51
2017-11-20,52
2017-11-21,51
2017-11-22,52
2017-11-23,50
2017-11-24,52
2017-11-25,51
2017-11-26,49
2017-11-27,47
2017-11-28,50
2017-11-29,48
2017-11-30,45
2017-12-01,43
2017-12-02,40
2017-12-03,40
2017-12-04,41
2017-12-05,43
2017-12-06,46
2017-12-07,48
2017-12-08,46
2017-12-09,48
2017-12-10,51
2017-12-11,54
2017-12-12,57
2017-12-13,59
2017-12-14,57
2017-12-15,58
2017-12-16,57
2017-12-17,56
2017-12-18,56
2017-12-19,57
2017-12-20,55
2017-12-21,55
2017-12-22,58
2017-12-23,59
2017-12-24,59
2017-12-25,57
2017-12-26,55
2017-12-27,56
2017-12-28,58
2017-12-29,61
2017-12-30,63
2017-12-31,67
2018-01-01,71
2018-01-02,72
2018-01-03,72
2018-01-04,71
2018-01-05,71
2018-01-06,73
2018-01-07,77
2018-01-08,74
2018-01-09,72
2018-01-10,73
2018-01-11,74
2018-01-12,71
2018-01-13,69
2018-01-14,69
2018-01-15,70
2018-01-16,68
2018-01-17,67
2018-01-18,68
2018-01-19,70
2018-01-20,68
2018-01-21,64
2018-01-22,60
2018-01-23,60
2018-01-24,62
2018-01-25,60
2018-01-26,61
2018-01-27,64
2018-01-28,63
2018-01-29,63
2018-01-30,67
2018-01-31,71
2018-02-01,75
2018-02-02,72
2018-02-03,70
2018-02-04,66
2018-02-05,66
2018-02-06,67
2018-02-07,66
2018-02-08,69
2018-02-09,72
2018-02-10,69
2018-02-11,69
2018-02-12,69
2018-02-13,68
2018-02-14,68
2018-02-15,67
2018-02-16,65
2018-02-17,66
2018-02-18,65
2018-02-19,66
2018-02-20,70
2018-02-21,71
2018-02-22,71
2018-02-23,69
2018-02-24,69
2018-02-25,69
2018-02-26,70
2018-02-27,70
2018-02-28,69
2018-03-01,67
2018-03-02,63
2018-03-03,60
2018-03-04,57
2018-03-05,54
2018-03-06,51
2018-03-07,48
2018-03-08,45
2018-03-09,43
2018-03-10,46
2018-03-11,49
2018-03-12,50
2018-03-13,52
2018-03-14,52
2018-03-15,51
2018-03-16,53
2018-03-17,56
2018-03-18,58
2018-03-19,59
2018-03-20,58
2018-03-21,58
2018-03-22,57
2018-03-23,59
2018-03-24,60
2018-03-25,59
2018-03-26,59
2018-03-27,57
2018-03-28,58
2018-03-29,60
2018-03-30,60
2018-03-31,58
2018-04-01,56
2018-04-02,58
2018-04-03,59
2018-04-04,59
2018-04-05,59
2018-04-06,59
2018-04-07,58
2018-04-08,58
2018-04-09,58
2018-04-10,57
2018-04-11,58
2018-04-12,58
2018-04-13,59
2018-04-14,59
2018-04-15,59
2018-04-16,59
2018-04-17,59
2018-04-18,59
2018-04-19,58
2018-04-20,60
2018-04-21,60
2018-04-22,59
2018-04-23,60
2018-04-24,60
2018-04-25,62
2018-04-26,60
2018-04-27,61
2018-04-28,61
2018-04-29,61
2018-04-30,60
2018-05-01,63
2018-05-02,62
2018-05-03,64
2018-05-04,65
2018-05-05,65
2018-05-06,68
2018-05-07,66
2018-05-08,66
2018-05-09,67
2018-05-10,66
2018-05-11,66
2018-05-12,64
2018-05-13,67
2018-05-14,65
2018-05-15,66
2018-05-16,65
2018-05-17,65
2018-05-18,65
2018-05-19,64
2018-05-20,67
2018-05-21,64
2018-05-22,63
2018-05-23,64
2018-05-24,60
2018-05-25,60
2018-05-26,61
2018-05-27,65
2018-05-28,64
2018-05-29,63
2018-05-30,64
2018-05-31,64
2018-06-01,62
2018-06-02,65
2018-06-03,68
2018-06-04,68
2018-06-05,68
2018-06-06,72
2018-06-07,76
2018-06-08,79
2018-06-09,80
2018-06-10,78
2018-06-11,74
2018-06-12,73
2018-06-13,76
2018-06-14,79
2018-06-15,76
2018-06-16,72
2018-06-17,70
2018-06-18,74
2018-06-19,76
2018-06-20,74
2018-06-21,71
2018-06-22,67
2018-06-23,63
2018-06-24,63
2018-06-25,64
2018-06-26,64
2018-06-27,67
2018-06-28,69
2018-06-29,68
2018-06-30,68
2018-07-01,66
2018-07-02,68
2018-07-03,68
2018-07-04,69
2018-07-05,68
2018-07-06,68
2018-07-07,64
2018-07-08,64
2018-07-09,65
2018-07-10,66
2018-07-11,67
2018-07-12,69
2018-07-13,69
2018-07-14,71
2018-07-15,74
2018-07-16,77
2018-07-17,76
2018-07-18,80
2018-07-19,79
2018-07-20,76
2018-07-21,78
2018-07-22,78
2018-07-23,80
2018-07-24,81
2018-07-25,80
2018-07-26,80
2018-07-27,81
2018-07-28,79
2018-07-29,77
2018-07-30,73
2018-07-31,70
2018-08-01,66
2018-08-02,66
2018-08-03,70
2018-08-04,73
2018-08-05,75
2018-08-06,75
2018-08-07,76
2018-08-08,74
2018-08-09,74
2018-08-10,73
2018-08-11,70
2018-08-12,67
2018-08-14,63
2018-08-16,61
2018-08-17,62
2018-08-18,66
2018-08-19,69
2018-08-20,71
2018-08-21,71
2018-08-22,71
2018-08-23,72
2018-08-24,70
2018-08-25,69
2018-08-26,70
2018-08-27,70
2018-08-28,69
2018-08-29,68
2018-08-30,66
2018-08-31,67
2018-09-01,65
2018-09-02,66
2018-09-03,65
2018-09-04,62
2018-09-05,64
2018-09-06,62
2018-09-07,62
2018-09-08,65
2018-09-09,65
2018-09-10,66
2018-09-11,66
2018-09-12,67
2018-09-13,70
2018-09-14,73
2018-09-15,77
2018-09-16,77
2018-09-17,77
2018-09-18,80
2018-09-19,81
2018-09-20,86
2018-09-21,90
2018-09-22,91
2018-09-23,89
2018-09-24,87
2018-09-25,89
2018-09-26,92
2018-09-27,97
2018-09-28,101
2018-09-29,107
2018-09-30,113
2018-10-01,119
2018-10-02,125
2018-10-03,124
2018-10-04,127
2018-10-05,131
2018-10-06,126
2018-10-07,119
2018-10-08,114
2018-10-09,108
2018-10-10,102
2018-10-11,97
2018-10-12,94
2018-10-13,94
2018-10-14,96
2018-10-15,96
2018-10-16,91
2018-10-17,93
2018-10-18,95
2018-10-19,93
2018-10-20,93
2018-10-21,92
2018-10-22,96
2018-10-23,98
2018-10-24,96
2018-10-25,97
2018-10-26,99
2018-10-27,99
2018-10-28,99
2018-10-29,95
2018-10-30,90
2018-10-31,87
2018-11-01,87
2018-11-03,96
2018-11-04,99
2018-11-05,97
2018-11-06,100
2018-11-07,104
2018-11-08,106
2018-11-09,105
2018-11-10,105
2018-11-11,104
2018-11-12,99
2018-11-13,96
2018-11-15,96
2018-11-16,98
2018-11-17,99
2018-11-18,97
2018-11-19,92
2018-11-20,87
2018-11-21,82
2018-11-22,81
2018-11-23,78
2018-11-24,78
2018-11-25,76
2018-11-26,78
2018-11-27,77
2018-11-28,75
2018-11-29,73
2018-12-01,74
2018-12-02,76
2018-12-03,78
2018-12-04,79
2018-12-05,81
2018-12-07,78
2018-12-09,77
2018-12-10,77
2018-12-11,74
2018-12-12,75
2018-12-13,74
2018-12-14,70
2018-12-15,67
2018-12-16,65
2018-12-17,61
2018-12-18,59
2018-12-19,56
2018-12-20,53
2018-12-21,50
2018-12-22,49
2018-12-23,47
2018-12-24,47
2018-12-25,48
2018-12-26,49
2018-12-27,48
2018-12-28,47
2018-12-29,45
2018-12-30,47
2018-12-31,48
2019-01-01,46
2019-01-02,47
2019-01-03,49
2019-01-04,51
2019-01-05,53
2019-01-06,54
2019-01-08,55
2019-01-10,58
2019-01-11,56
2019-01-12,57
2019-01-13,57
2019-01-14,58
2019-01-15,59
2019-01-16,56
2019-01-17,54
2019-01-18,54
2019-01-19,57
2019-01-20,58
2019-01-21,59
2019-01-22,61
2019-01-23,62
2019-01-24,58
2019-01-25,60
2019-01-26,63
2019-01-27,65
2019-01-28,65
2019-01-29,68
2019-01-30,69
2019-01-31,68
2019-02-01,64
2019-02-02,60
2019-02-03,58
2019-02-04,55
2019-02-05,52
2019-02-06,49
2019-02-07,48
2019-02-08,48
2019-02-09,47
2019-02-10,48
2019-02-11,49
2019-02-12,47
2019-02-13,44
2019-02-14,42
2019-02-15,40
2019-02-16,38
2019-02-17,36
2019-02-18,34
2019-02-19,35
2019-02-20,35
2019-02-21,37
2019-02-22,39
2019-02-23,41
2019-02-24,44
2019-02-25,47
2019-02-26,50
2019-02-27,52
2019-02-28,54
2019-03-01,53
2019-03-02,56
2019-03-03,58
2019-03-04,61
2019-03-05,62
2019-03-06,60
2019-03-07,61
2019-03-08,65
2019-03-09,67
2019-03-10,69
2019-03-11,73
2019-03-12,77
2019-03-13,74
2019-03-14,72
2019-03-15,75
2019-03-16,73
2019-03-17,69
2019-03-18,65
2019-03-19,61
2019-03-20,58
2019-03-21,57
2019-03-22,57
2019-03-23,54
2019-03-24,55
2019-03-25,58
2019-03-26,60
2019-03-27,63
2019-03-28,61
2019-03-29,64
2019-03-30,66
2019-03-31,65
2019-04-01,67
2019-04-02,71
2019-04-03,70
2019-04-04,72
2019-04-05,74
2019-04-06,77
2019-04-07,77
2019-04-08,80
2019-04-09,77
2019-04-10,78
2019-04-11,78
2019-04-12,80
2019-04-13,82
2019-04-14,83
2019-04-15,85
2019-04-16,84
2019-04-17,80
2019-04-18,79
2019-04-19,81
2019-04-20,77
2019-04-21,73
2019-04-22,69
2019-04-23,68
2019-04-24,66
2019-04-25,67
2019-04-26,65
2019-04-27,66
2019-04-28,70
2019-04-29,72
2019-04-30,71
2019-05-01,71
2019-05-02,71
2019-05-03,70
2019-05-04,66
2019-05-05,62
2019-05-06,58
2019-05-07,55
2019-05-08,52
2019-05-09,50
2019-05-10,52
2019-05-11,55
2019-05-12,55
2019-05-13,58
2019-05-14,57
2019-05-15,55
2019-05-16,54
2019-05-17,53
2019-05-18,52
2019-05-19,53
2019-05-20,55
2019-05-21,58
2019-05-22,61
2019-05-23,64
2019-05-24,68
2019-05-25,72
2019-05-26,76
2019-05-27,75
2019-05-28,71
2019-05-29,67
2019-05-30,63
2019-05-31,60
2019-06-01,62
2019-06-02,65
2019-06-03,61
2019-06-04,57
2019-06-05,57
2019-06-06,56
2019-06-07,55
2019-06-08,54
2019-06-09,52
2019-06-10,51
2019-06-11,50
2019-06-12,49
2019-06-13,50
2019-06-14,52
2019-06-15,50
2019-06-16,51
2019-06-17,51
2019-06-18,48
2019-06-19,45
2019-06-20,44
2019-06-21,43
2019-06-22,45
2019-06-23,47
2019-06-24,50
2019-06-25,51
2019-06-26,52
2019-06-27,54
2019-06-28,54
2019-06-29,56
2019-06-30,59
2019-07-01,57
2019-07-02,59
2019-07-03,61
2019-07-04,59
2019-07-05,57
2019-07-06,55
2019-07-07,52
2019-07-08,50
2019-07-09,47
2019-07-10,44
2019-07-11,42
2019-07-12,41
2019-07-13,42
2019-07-14,41
2019-07-15,40
2019-07-16,40
2019-07-17,40
2019-07-18,40
2019-07-19,40
2019-07-20,40
2019-07-21,40
2019-07-22,40
2019-07-23,41
2019-07-24,41
2019-07-25,41
2019-07-26,41
2019-07-27,42
2019-07-28,43
2019-07-29,42
2019-07-30,40
2019-07-31,39
2019-08-01,40
2019-08-02,40
2019-08-03,40
2019-08-04,41
2019-08-05,42
2019-08-06,40
2019-08-07,40
2019-08-08,39
2019-08-09,38
2019-08-10,37
2019-08-11,38
2019-08-12,38
2019-08-13,38
2019-08-14,39
2019-08-15,40
2019-08-16,41
2019-08-17,40
2019-08-18,40
2019-08-19,39
2019-08-20,38
2019-08-21,38
2019-08-22,37
2019-08-23,37
2019-08-24,36
2019-08-24,36
