date_obj,Cadantine price
2015-03-26,611
2015-03-27,611
2015-03-28,593
2015-03-29,593
2015-03-30,590
2015-03-31,590
2015-04-01,590
2015-04-02,605
2015-04-03,605
2015-04-04,634
2015-04-05,634
2015-04-06,634
2015-04-07,612
2015-04-08,612
2015-04-09,612
2015-04-10,586
2015-04-11,586
2015-04-12,586
2015-04-13,568
2015-04-14,568
2015-04-15,568
2015-04-16,569
2015-04-17,569
2015-04-18,569
2015-04-19,548
2015-04-20,548
2015-04-21,548
2015-04-22,548
2015-04-23,531
2015-04-24,531
2015-04-25,531
2015-04-26,531
2015-04-27,508
2015-04-28,508
2015-04-29,508
2015-04-30,508
2015-05-01,524
2015-05-02,524
2015-05-03,524
2015-05-04,550
2015-05-05,550
2015-05-06,550
2015-05-07,578
2015-05-08,578
2015-05-09,578
2015-05-10,607
2015-05-11,607
2015-05-12,607
2015-05-13,636
2015-05-14,636
2015-05-15,636
2015-05-16,668
2015-05-17,668
2015-05-18,701
2015-05-19,701
2015-05-20,701
2015-05-21,701
2015-05-22,737
2015-05-23,737
2015-05-24,737
2015-05-25,774
2015-05-26,774
2015-05-27,774
2015-05-28,813
2015-05-29,813
2015-05-30,854
2015-05-31,854
2015-06-01,854
2015-06-02,896
2015-06-03,896
2015-06-04,896
2015-06-05,941
2015-06-06,941
2015-06-07,987
2015-06-08,987
2015-06-09,987
2015-06-10,1037
2015-06-11,1037
2015-06-12,1037
2015-06-13,1089
2015-06-14,1089
2015-06-15,1089
2015-06-16,1144
2015-06-17,1144
2015-06-18,1144
2015-06-19,1202
2015-06-20,1202
2015-06-21,1202
2015-06-22,1263
2015-06-23,1263
2015-06-24,1263
2015-06-25,1317
2015-06-26,1317
2015-06-27,1317
2015-06-28,1380
2015-06-29,1380
2015-06-30,1380
2015-07-01,1449
2015-07-02,1449
2015-07-03,1449
2015-07-04,1511
2015-07-05,1511
2015-07-06,1511
2015-07-07,1584
2015-07-08,1584
2015-07-09,1584
2015-07-10,1664
2015-07-11,1664
2015-07-12,1664
2015-07-13,1721
2015-07-14,1721
2015-07-15,1721
2015-07-16,1697
2015-07-17,1697
2015-07-18,1697
2015-07-19,1680
2015-07-20,1680
2015-07-21,1680
2015-07-22,1696
2015-07-23,1696
2015-07-24,1696
2015-07-25,1776
2015-07-26,1776
2015-07-27,1776
2015-07-28,1861
2015-07-29,1861
2015-07-30,1861
2015-07-31,1955
2015-08-01,1955
2015-08-02,1955
2015-08-03,2006
2015-08-04,2006
2015-08-05,2006
2015-08-06,2080
2015-08-07,2080
2015-08-08,2080
2015-08-09,2171
2015-08-10,2171
2015-08-11,2171
2015-08-12,2094
2015-08-13,2094
2015-08-14,2094
2015-08-15,2094
2015-08-16,2109
2015-08-17,2109
2015-08-18,2109
2015-08-19,2109
2015-08-20,2169
2015-08-21,2169
2015-08-22,2169
2015-08-23,2169
2015-08-24,2248
2015-08-25,2248
2015-08-26,2248
2015-08-27,2248
2015-08-28,2349
2015-08-29,2349
2015-08-30,2349
2015-08-31,2349
2015-09-01,2461
2015-09-02,2461
2015-09-03,2461
2015-09-04,2461
2015-09-05,2575
2015-09-06,2575
2015-09-07,2575
2015-09-08,2575
2015-09-09,2704
2015-09-10,2704
2015-09-11,2704
2015-09-12,2704
2015-09-13,2669
2015-09-14,2669
2015-09-15,2669
2015-09-16,2669
2015-09-17,2588
2015-09-18,2588
2015-09-19,2588
2015-09-20,2588
2015-09-21,2588
2015-09-22,2510
2015-09-23,2510
2015-09-24,2510
2015-09-25,2510
2015-09-27,2446
2015-09-28,2446
2015-09-29,2446
2015-09-30,2446
2015-10-05,2479
2015-10-06,2527
2015-10-07,2527
2015-10-08,2527
2015-10-09,2527
2015-10-10,2527
2015-10-11,2651
2015-10-12,2651
2015-10-13,2651
2015-10-14,2651
2015-10-15,2701
2015-10-16,2701
2015-10-17,2701
2015-10-18,2701
2015-10-19,2701
2015-10-20,2710
2015-10-22,2710
2015-10-23,2710
2015-10-24,2710
2015-10-25,2743
2015-10-26,2743
2015-10-27,2743
2015-10-29,2743
2015-10-30,2719
2015-10-31,2719
2015-11-01,2719
2015-11-02,2719
2015-11-03,2719
2015-11-04,2671
2015-11-05,2671
2015-11-06,2671
2015-11-07,2671
2015-11-08,2671
2015-11-09,2681
2015-11-10,2681
2015-11-11,2681
2015-11-12,2681
2015-11-13,2681
2015-11-14,2681
2015-11-15,2757
2015-11-16,2757
2015-11-17,2757
2015-11-18,2757
2015-11-19,2757
2015-11-20,2733
2015-11-21,2733
2015-11-22,2733
2015-11-23,2733
2015-11-24,2733
2015-11-25,2819
2015-11-26,2819
2015-11-27,2819
2015-11-28,2819
2015-11-29,2819
2015-11-30,2801
2015-12-01,2801
2015-12-02,2801
2015-12-03,2801
2015-12-04,2801
2015-12-05,2810
2015-12-06,2810
2015-12-07,2810
2015-12-08,2810
2015-12-09,2735
2015-12-10,2735
2015-12-11,2735
2015-12-12,2735
2015-12-13,2749
2015-12-14,2749
2015-12-15,2749
2015-12-16,2749
2015-12-17,2749
2015-12-18,2714
2015-12-19,2714
2015-12-20,2714
2015-12-21,2714
2015-12-22,2692
2015-12-23,2692
2015-12-24,2692
2015-12-25,2692
2015-12-26,2739
2015-12-27,2739
2015-12-28,2739
2015-12-29,2802
2015-12-30,2802
2015-12-31,2802
2016-01-01,2802
2016-01-02,2842
2016-01-03,2842
2016-01-04,2842
2016-01-05,2723
2016-01-06,2723
2016-01-07,2723
2016-01-08,2723
2016-01-09,2745
2016-01-10,2745
2016-01-11,2745
2016-01-12,2763
2016-01-13,2763
2016-01-14,2763
2016-01-15,2879
2016-01-16,2879
2016-01-17,2879
2016-01-18,2879
2016-01-19,2936
2016-01-20,2936
2016-01-21,2936
2016-01-22,3009
2016-01-23,3009
2016-01-24,3009
2016-01-25,3102
2016-01-26,3102
2016-01-27,3102
2016-01-28,3102
2016-01-29,3082
2016-01-30,3082
2016-01-31,3082
2016-02-01,3047
2016-02-02,3047
2016-02-03,3047
2016-02-04,3047
2016-02-05,3094
2016-02-06,3094
2016-02-07,3094
2016-02-08,3003
2016-02-09,3003
2016-02-10,3003
2016-02-11,3097
2016-02-12,3097
2016-02-13,3097
2016-02-14,3149
2016-02-15,3149
2016-02-16,3149
2016-02-17,3191
2016-02-18,3191
2016-02-19,3191
2016-02-20,3191
2016-02-21,3141
2016-02-22,3141
2016-02-23,3141
2016-02-24,3141
2016-02-25,3084
2016-02-26,3084
2016-02-27,3084
2016-02-28,3084
2016-02-29,3043
2016-03-01,3043
2016-03-02,3043
2016-03-03,2931
2016-03-04,2931
2016-03-05,2931
2016-03-06,2857
2016-03-07,2857
2016-03-08,2857
2016-03-09,2857
2016-03-10,2793
2016-03-11,2793
2016-03-12,2793
2016-03-13,2793
2016-03-14,2682
2016-03-15,2682
2016-03-16,2682
2016-03-17,2683
2016-03-18,2683
2016-03-19,2683
2016-03-20,2661
2016-03-21,2661
2016-03-22,2661
2016-03-23,2661
2016-03-24,2638
2016-03-25,2638
2016-03-26,2638
2016-03-27,2691
2016-03-28,2691
2016-03-29,2691
2016-03-30,2596
2016-03-31,2596
2016-04-01,2596
2016-04-02,2596
2016-04-03,2491
2016-04-04,2491
2016-04-05,2491
2016-04-06,2458
2016-04-07,2458
2016-04-08,2458
2016-04-09,2410
2016-04-10,2410
2016-04-11,2410
2016-04-12,2410
2016-04-13,2319
2016-04-14,2319
2016-04-15,2319
2016-04-16,2328
2016-04-17,2328
2016-04-18,2328
2016-04-19,2343
2016-04-20,2343
2016-04-21,2343
2016-04-22,2343
2016-04-23,2295
2016-04-24,2295
2016-04-25,2295
2016-04-26,2200
2016-04-27,2200
2016-04-28,2200
2016-04-29,2150
2016-04-30,2150
2016-05-01,2150
2016-05-02,2201
2016-05-03,2201
2016-05-04,2201
2016-05-05,2159
2016-05-06,2159
2016-05-07,2159
2016-05-08,2159
2016-05-09,2071
2016-05-10,2071
2016-05-11,2071
2016-05-12,2001
2016-05-13,2001
2016-05-14,2001
2016-05-15,2009
2016-05-16,2009
2016-05-17,2009
2016-05-18,1993
2016-05-19,1993
2016-05-22,1953
2016-05-23,1953
2016-05-24,1953
2016-05-25,1869
2016-05-26,1869
2016-05-27,1816
2016-05-28,1816
2016-05-29,1816
2016-05-30,1818
2016-05-31,1818
2016-06-01,1818
2016-06-02,1819
2016-06-03,1819
2016-06-04,1819
2016-06-05,1819
2016-06-06,1804
2016-06-07,1804
2016-06-08,1804
2016-06-09,1841
2016-06-10,1841
2016-06-11,1841
2016-06-12,1835
2016-06-13,1835
2016-06-14,1835
2016-06-15,1826
2016-06-16,1826
2016-06-17,1826
2016-06-18,1823
2016-06-19,1823
2016-06-20,1823
2016-06-21,1819
2016-06-22,1819
2016-06-23,1819
2016-06-24,1848
2016-06-25,1848
2016-06-26,1848
2016-06-27,1848
2016-06-28,1881
2016-06-29,1881
2016-06-30,1881
2016-07-01,1889
2016-07-02,1889
2016-07-03,1889
2016-07-04,1859
2016-07-05,1859
2016-07-06,1859
2016-07-07,1859
2016-07-08,1827
2016-07-09,1827
2016-07-10,1827
2016-07-11,1810
2016-07-12,1810
2016-07-13,1810
2016-07-14,1810
2016-07-15,1769
2016-07-16,1769
2016-07-17,1769
2016-07-18,1769
2016-07-23,1768
2016-07-24,1768
2016-07-25,1768
2016-07-26,1768
2016-07-27,1795
2016-07-28,1795
2016-07-29,1795
2016-07-30,1795
2016-07-31,1854
2016-08-01,1854
2016-08-02,1854
2016-08-03,1854
2016-08-04,1874
2016-08-05,1874
2016-08-06,1874
2016-08-07,1874
2016-08-08,1917
2016-08-09,1917
2016-08-10,1917
2016-08-11,1917
2016-08-12,1849
2016-08-13,1849
2016-08-14,1849
2016-08-15,1849
2016-08-16,1784
2016-08-17,1784
2016-08-18,1784
2016-08-19,1784
2016-08-20,1752
2016-08-21,1752
2016-08-22,1752
2016-08-23,1752
2016-08-24,1675
2016-08-25,1675
2016-08-26,1675
2016-08-28,1675
2016-08-31,1604
2016-09-01,1604
2016-09-02,1604
2016-09-03,1525
2016-09-04,1525
2016-09-05,1525
2016-09-06,1536
2016-09-07,1536
2016-09-08,1536
2016-09-09,1536
2016-09-10,1536
2016-09-11,1573
2016-09-12,1573
2016-09-13,1573
2016-09-14,1573
2016-09-15,1551
2016-09-16,1551
2016-09-17,1551
2016-09-18,1551
2016-09-19,1551
2016-09-20,1577
2016-09-21,1577
2016-09-22,1577
2016-09-23,1577
2016-09-24,1577
2016-09-25,1653
2016-09-26,1653
2016-09-27,1653
2016-09-28,1653
2016-09-29,1653
2016-09-30,1699
2016-10-01,1699
2016-10-02,1699
2016-10-03,1699
2016-10-04,1699
2016-10-05,1774
2016-10-06,1774
2016-10-07,1774
2016-10-08,1774
2016-10-09,1774
2016-10-10,1826
2016-10-11,1826
2016-10-12,1826
2016-10-13,1826
2016-10-14,1881
2016-10-15,1881
2016-10-16,1881
2016-10-17,1881
2016-10-18,1970
2016-10-19,1970
2016-10-20,1970
2016-10-21,1970
2016-10-22,1970
2016-10-23,2069
2016-10-24,2069
2016-10-25,2069
2016-10-26,2069
2016-10-27,2155
2016-10-28,2155
2016-10-29,2155
2016-10-30,2155
2016-10-31,2263
2016-11-01,2263
2016-11-02,2263
2016-11-03,2263
2016-11-04,2366
2016-11-05,2366
2016-11-06,2366
2016-11-07,2366
2016-11-08,2414
2016-11-09,2414
2016-11-10,2414
2016-11-11,2414
2016-11-12,2518
2016-11-13,2518
2016-11-14,2518
2016-11-15,2518
2016-12-07,3077
2016-12-08,3219
2016-12-09,3219
2016-12-10,3219
2016-12-11,3219
2016-12-12,3329
2016-12-13,3329
2016-12-14,3329
2016-12-15,3329
2016-12-16,3300
2016-12-17,3300
2016-12-18,3300
2016-12-19,3195
2016-12-20,3195
2016-12-21,3195
