date_obj,Avantoe price
2015-10-19,2161
2015-10-20,2267
2015-10-22,2372
2015-10-23,2372
2015-10-24,2491
2015-10-25,2606
2015-10-26,2606
2015-10-27,2689
2015-10-28,2689
2015-10-29,2800
2015-10-30,2800
2015-10-31,2876
2015-11-01,2876
2015-11-02,2775
2015-11-03,2775
2015-11-04,2775
2015-11-05,2807
2015-11-06,2807
2015-11-07,2865
2015-11-08,2865
2015-11-09,2865
2015-11-10,2892
2015-11-11,2892
2015-11-12,2907
2015-11-13,2907
2015-11-14,2907
2015-11-15,3007
2015-11-16,3007
2015-11-17,3007
2015-11-18,3032
2015-11-19,3032
2015-11-20,3147
2015-11-21,3147
2015-11-22,3284
2015-11-23,3284
2015-11-24,3284
2015-11-25,3319
2015-11-26,3319
2015-11-27,3396
2015-11-28,3396
2015-11-29,3421
2015-11-30,3421
2015-12-01,3496
2015-12-02,3496
2015-12-03,3569
2015-12-04,3569
2015-12-05,3537
2015-12-06,3432
2015-12-07,3432
2015-12-08,3385
2015-12-09,3430
2015-12-10,3430
2015-12-11,3396
2015-12-12,3396
2015-12-13,3366
2015-12-14,3366
2015-12-15,3278
2015-12-16,3278
2015-12-17,3193
2015-12-18,3193
2015-12-19,3178
2015-12-20,3142
2015-12-21,3142
2015-12-22,3135
2015-12-23,3135
2015-12-24,3024
2015-12-25,3024
2015-12-26,2915
2015-12-27,2884
2015-12-28,2884
2015-12-29,2748
2015-12-30,2748
2015-12-31,2672
2016-01-01,2672
2016-01-02,2557
2016-01-03,2580
2016-01-04,2569
2016-01-05,2569
2016-01-06,2534
2016-01-07,2534
2016-01-08,2484
2016-01-09,2484
2016-01-10,2446
2016-01-11,2446
2016-01-12,2370
2016-01-13,2370
2016-01-14,2459
2016-01-15,2459
2016-01-16,2566
2016-01-17,2566
2016-01-18,2616
2016-01-19,2616
2016-01-20,2563
2016-01-21,2563
2016-01-22,2593
2016-01-23,2593
2016-01-24,2638
2016-01-25,2638
2016-01-26,2638
2016-01-27,2722
2016-01-28,2722
2016-01-29,2804
2016-01-30,2804
2016-01-31,2795
2016-02-01,2889
2016-02-02,2889
2016-02-03,3002
2016-02-04,3002
2016-02-05,3026
2016-02-06,3016
2016-02-07,3016
2016-02-08,3044
2016-02-09,3044
2016-02-10,2932
2016-02-11,2932
2016-02-12,2974
2016-02-13,3093
2016-02-14,3093
2016-02-15,3060
2016-02-16,3060
2016-02-17,3089
2016-02-18,3089
2016-02-19,2943
2016-02-20,3032
2016-02-21,3004
2016-02-22,3004
2016-02-23,2931
2016-02-24,2931
2016-02-25,3009
2016-02-26,3009
2016-02-27,3001
2016-02-28,3001
2016-02-29,2956
2016-03-01,2972
2016-03-02,2972
2016-03-03,2934
2016-03-04,2934
2016-03-05,2947
2016-03-06,2928
2016-03-07,2928
2016-03-08,2973
2016-03-09,2973
2016-03-10,3022
2016-03-11,3022
2016-03-12,2942
2016-03-13,2942
2016-03-14,2836
2016-03-15,2758
2016-03-16,2740
2016-03-17,2740
2016-03-18,2721
2016-03-19,2721
2016-03-20,2630
2016-03-21,2630
2016-03-22,2617
2016-03-23,2631
2016-03-24,2631
2016-03-25,2683
2016-03-26,2653
2016-03-27,2653
2016-03-28,2578
2016-03-29,2537
2016-03-30,2537
2016-03-31,2428
2016-04-01,2428
2016-04-02,2444
2016-04-03,2423
2016-04-04,2389
2016-04-05,2389
2016-04-06,2402
2016-04-07,2402
2016-04-08,2510
2016-04-09,2502
2016-04-10,2424
2016-04-11,2424
2016-04-12,2438
2016-04-13,2438
2016-04-14,2509
2016-04-15,2529
2016-04-16,2529
2016-04-17,2454
2016-04-18,2368
2016-04-19,2368
2016-04-20,2403
2016-04-21,2403
2016-04-22,2489
2016-04-23,2489
2016-04-24,2470
2016-04-25,2386
2016-04-26,2386
2016-04-27,2362
2016-04-28,2362
2016-04-29,2352
2016-04-30,2336
2016-05-01,2336
2016-05-02,2427
2016-05-03,2526
2016-05-04,2526
2016-05-05,2640
2016-05-06,2640
2016-05-07,2717
2016-05-08,2717
2016-05-09,2676
2016-05-10,2702
2016-05-11,2702
2016-05-12,2706
2016-05-13,2797
2016-05-14,2797
2016-05-15,2763
2016-05-16,2763
2016-05-17,2807
2016-05-18,2945
2016-05-19,2945
2016-05-22,2919
2016-05-23,2892
2016-05-24,2876
2016-05-25,2876
2016-05-26,2996
2016-05-27,3029
2016-05-28,3029
2016-05-29,2905
2016-05-30,2905
2016-05-31,2816
2016-06-01,2911
2016-06-02,2911
2016-06-03,3040
2016-06-04,3080
2016-06-05,3080
2016-06-06,3008
2016-06-07,3008
2016-06-08,3105
2016-06-09,3152
2016-06-10,3206
2016-06-11,3206
2016-06-12,3145
2016-06-13,3145
2016-06-14,3098
2016-06-15,3098
2016-06-16,3131
2016-06-17,3106
2016-06-18,3106
2016-06-19,3071
2016-06-20,3007
2016-06-21,3079
2016-06-22,3125
2016-06-23,3131
2016-06-24,3131
2016-06-25,3147
2016-06-26,3147
2016-06-27,3192
2016-06-28,3183
2016-06-29,3183
2016-06-30,3243
2016-07-01,3289
2016-07-02,3289
2016-07-03,3362
2016-07-04,3236
2016-07-05,3236
2016-07-06,3182
2016-07-07,3177
2016-07-08,3119
2016-07-09,3110
2016-07-10,3096
2016-07-11,3157
2016-07-12,3157
2016-07-13,3132
2016-07-14,3083
2016-07-15,3083
2016-07-16,3103
2016-07-17,3103
2016-07-18,3132
2016-07-23,3166
2016-07-24,3086
2016-07-25,3074
2016-07-26,3074
2016-07-27,3063
2016-07-28,3063
2016-07-29,3101
2016-07-30,3130
2016-07-31,3130
2016-08-01,3127
2016-08-02,3090
2016-08-03,3112
2016-08-04,3112
2016-08-05,3128
2016-08-06,3090
2016-08-07,3032
2016-08-08,3032
2016-08-09,2930
2016-08-10,2792
2016-08-11,2792
2016-08-12,2683
2016-08-13,2683
2016-08-14,2712
2016-08-15,2702
2016-08-16,2702
2016-08-17,2602
2016-08-18,2602
2016-08-19,2490
2016-08-20,2410
2016-08-21,2410
2016-08-22,2318
2016-08-23,2245
2016-08-24,2245
2016-08-25,2169
2016-08-26,2169
2016-08-28,2159
2016-08-31,1969
2016-09-01,1873
2016-09-02,1873
2016-09-03,1802
2016-09-04,1782
2016-09-05,1782
2016-09-06,1783
2016-09-07,1783
2016-09-08,1759
2016-09-09,1759
2016-09-10,1691
2016-09-11,1691
2016-09-12,1638
2016-09-13,1638
2016-09-14,1622
2016-09-15,1622
2016-09-16,1604
2016-09-17,1604
2016-09-18,1619
2016-09-19,1619
2016-09-20,1656
2016-09-21,1656
2016-09-22,1608
2016-09-23,1608
2016-09-24,1608
2016-09-25,1669
2016-09-26,1669
2016-09-27,1664
2016-09-28,1664
2016-09-29,1688
2016-09-30,1764
2016-10-01,1764
2016-10-02,1820
2016-10-03,1820
2016-10-04,1888
2016-10-05,1888
2016-10-06,1979
2016-10-07,1979
2016-10-08,1915
2016-10-09,1915
2016-10-10,1837
2016-10-11,1837
2016-10-12,1779
2016-10-13,1779
2016-10-14,1864
2016-10-15,1864
2016-10-16,1943
2016-10-17,1959
2016-10-18,1959
2016-10-19,2009
2016-10-20,2009
2016-10-21,2002
2016-10-22,2002
2016-10-23,2017
2016-10-24,2073
2016-10-25,2073
2016-10-26,2060
2016-10-27,2060
2016-10-28,2150
2016-10-29,2251
2016-10-30,2251
2016-10-31,2323
2016-11-01,2323
2016-11-02,2440
2016-11-03,2440
2016-11-04,2562
2016-11-05,2562
2016-11-06,2620
2016-11-07,2620
2016-11-08,2746
2016-11-09,2746
2016-11-10,2884
2016-11-11,2884
2016-11-12,3014
2016-11-13,3014
2016-11-14,3041
2016-11-15,3041
2016-12-07,3643
2016-12-08,3536
2016-12-09,3508
2016-12-10,3508
2016-12-11,3645
2016-12-12,3506
2016-12-13,3496
2016-12-14,3409
2016-12-15,3409
2016-12-16,3469
2016-12-17,3460
2016-12-18,3460
2016-12-19,3407
2016-12-20,3354
2016-12-21,3261
2016-12-22,3261
2016-12-23,3121
2016-12-24,3121
2016-12-25,3071
2016-12-26,3071
2016-12-27,2954
2016-12-28,3009
2016-12-29,3035
2016-12-30,2962
2016-12-31,2903
2017-01-01,2879
2017-01-02,2822
2017-01-03,2852
2017-01-04,2979
2017-01-05,2979
2017-01-06,2991
2017-01-07,3141
2017-01-08,3299
2017-01-09,3462
2017-01-10,3608
2017-01-11,3590
2017-01-12,3463
2017-01-13,3463
2017-01-14,3435
2017-01-15,3263
2017-01-16,3099
2017-01-17,2996
2017-01-18,2849
2017-01-19,2717
2017-01-20,2581
2017-01-21,2618
2017-01-22,2516
2017-01-23,2460
2017-01-27,2442
2017-01-28,2401
2017-01-29,2293
2017-01-30,2293
2017-01-31,2241
2017-02-01,2354
2017-02-02,2354
2017-02-03,2361
2017-02-04,2253
2017-02-05,2193
2017-02-06,2198
2017-02-07,2265
2017-02-08,2351
2017-02-09,2351
2017-02-10,2362
2017-02-11,2252
2017-02-12,2252
2017-02-13,2142
2017-02-14,2124
2017-02-15,2124
2017-02-16,2089
2017-02-18,2002
2017-02-19,1917
2017-02-20,2006
2017-02-21,2103
2017-02-22,2103
2017-02-23,2188
2017-02-24,2188
2017-02-25,2192
2017-02-26,2192
2017-02-27,2161
2017-02-28,2247
2017-03-01,2247
2017-03-02,2253
2017-03-03,2253
2017-03-04,2210
2017-03-05,2210
2017-03-06,2132
2017-03-07,2134
2017-03-08,2134
2017-03-09,2087
2017-03-10,2045
2017-03-11,2117
2017-03-12,2117
2017-03-13,2199
2017-03-14,2196
2017-03-15,2158
2017-03-16,2115
2017-03-17,2115
2017-03-18,2115
2017-03-19,2054
2017-03-20,2111
2017-03-21,2150
2017-03-22,2150
2017-03-23,2115
2017-03-24,2057
2017-03-25,2057
2017-03-26,1996
2017-03-27,2085
2017-03-28,2085
2017-03-29,2190
2017-03-30,2264
2017-03-31,2252
2017-04-01,2252
2017-04-02,2209
2017-04-03,2232
2017-04-04,2249
2017-04-05,2249
2017-04-12,2120
2017-04-13,2065
2017-04-14,2065
2017-04-15,2112
2017-04-16,2177
2017-04-17,2171
2017-04-18,2171
2017-04-19,2159
2017-04-20,2159
2017-04-21,2170
2017-04-22,2170
2017-04-23,2185
2017-04-24,2172
2017-04-25,2220
2017-04-26,2220
2017-04-27,2261
2017-04-28,2305
2017-04-29,2379
2017-04-30,2379
2017-05-01,2427
2017-05-02,2436
2017-05-03,2436
2017-05-04,2525
2017-05-05,2577
2017-05-06,2577
2017-05-07,2548
2017-05-08,2548
2017-05-09,2603
2017-05-10,2603
2017-05-11,2597
2017-05-12,2578
2017-05-13,2488
2017-05-14,2488
2017-05-15,2469
2017-05-16,2578
2017-05-17,2578
2017-05-18,2619
2017-05-19,2619
2017-05-20,2574
2017-05-21,2574
2017-05-22,2499
2017-05-23,2499
2017-05-24,2522
2017-05-25,2522
2017-05-26,2611
2017-05-27,2700
2017-05-28,2700
2017-05-29,2622
2017-05-30,2622
2017-05-31,2574
2017-06-01,2598
2017-06-02,2552
2017-06-03,2552
2017-06-04,2467
2017-06-05,2467
2017-06-06,2540
2017-06-07,2503
2017-06-08,2503
2017-06-09,2524
2017-06-10,2506
2017-06-11,2406
2017-06-12,2406
2017-06-13,2397
2017-06-14,2404
2017-06-15,2404
2017-06-16,2370
2017-06-17,2370
2017-06-18,2445
2017-06-19,2445
2017-06-20,2482
2017-06-21,2458
2017-06-22,2458
2017-06-23,2492
2017-06-24,2540
2017-06-25,2540
2017-06-26,2584
2017-06-27,2590
2017-06-28,2590
2017-06-29,2599
2017-06-30,2706
2017-07-01,2706
2017-07-02,2779
2017-07-03,2749
2017-07-04,2759
2017-07-05,2759
2017-07-06,2798
2017-07-07,2798
2017-07-08,2703
2017-07-09,2595
2017-07-13,2449
2017-07-14,2423
2017-07-15,2423
2017-07-16,2530
2017-07-17,2451
2017-07-18,2465
2017-07-19,2504
2017-07-20,2577
2017-07-21,2566
2017-07-22,2586
2017-07-23,2594
2017-07-24,2594
2017-07-25,2611
2017-07-26,2530
2017-07-27,2480
2017-07-28,2443
2017-07-29,2443
2017-07-30,2396
2017-07-31,2396
2017-08-01,2437
2017-08-02,2543
2017-08-03,2489
2017-08-04,2489
2017-08-05,2448
2017-08-06,2448
2017-08-07,2353
2017-08-08,2421
2017-08-09,2479
2017-08-10,2535
2017-08-11,2535
2017-08-12,2482
2017-08-13,2482
2017-08-14,2437
2017-08-15,2404
2017-08-16,2408
2017-08-17,2425
2017-08-18,2425
2017-08-19,2452
2017-08-20,2401
2017-08-21,2390
2017-08-22,2329
2017-08-23,2320
2017-08-24,2320
2017-08-25,2309
2017-08-26,2311
2017-08-27,2268
2017-08-28,2268
2017-08-29,2269
2017-08-30,2329
2017-08-31,2329
2017-09-01,2344
2017-09-02,2374
2017-09-03,2374
2017-09-04,2389
2017-09-05,2392
2017-09-06,2399
2017-09-07,2420
2017-09-08,2420
2017-09-09,2374
2017-09-10,2391
2017-09-11,2391
2017-09-12,2392
2017-09-13,2338
2017-09-14,2331
2017-09-15,2331
2017-09-16,2398
2017-09-17,2337
2017-09-18,2337
2017-09-19,2386
2017-09-20,2371
2017-09-22,2374
2017-09-23,2374
2017-09-24,2325
2017-09-25,2368
2017-09-26,2388
2017-09-27,2388
2017-09-28,2380
2017-09-29,2367
2017-09-30,2367
2017-10-01,2416
2017-10-02,2473
2017-10-03,2473
2017-10-04,2467
2017-10-05,2404
2017-10-06,2425
2017-10-07,2443
2017-10-08,2439
2017-10-09,2431
2017-10-10,2475
2017-10-11,2475
2017-10-12,2470
2017-10-13,2393
2017-10-14,2311
2017-10-15,2311
2017-10-16,2308
2017-10-17,2308
2017-10-18,2340
2017-10-19,2340
2017-10-20,2426
2017-10-21,2426
2017-10-22,2385
2017-10-23,2385
2017-10-24,2313
2017-10-25,2347
2017-10-26,2347
2017-10-27,2303
2017-10-28,2303
2017-10-29,2260
2017-10-30,2221
2017-10-31,2169
2017-11-01,2169
2017-11-02,2203
2017-11-03,2203
2017-11-04,2183
2017-11-05,2183
2017-11-06,2223
2017-11-07,2223
2017-11-08,2257
2017-11-09,2302
2017-11-10,2302
2017-11-11,2263
2017-11-12,2240
2017-11-13,2220
2017-11-14,2220
2017-11-15,2225
2017-11-16,2227
2017-11-17,2204
2017-11-18,2204
2017-11-19,2192
2017-11-20,2191
2017-11-21,2183
2017-11-22,2183
2017-11-23,2149
2017-11-24,2149
2017-11-25,2091
2017-11-26,2068
2017-11-27,2068
2017-11-28,2103
2017-11-29,2103
2017-11-30,2196
2017-12-01,2236
2017-12-02,2236
2017-12-03,2268
2017-12-04,2268
2017-12-05,2300
2017-12-06,2324
2017-12-07,2382
2017-12-08,2382
2017-12-09,2324
2017-12-10,2367
2017-12-11,2394
2017-12-12,2397
2017-12-13,2397
2017-12-14,2409
2017-12-15,2448
2017-12-16,2448
2017-12-17,2410
2017-12-18,2369
2017-12-19,2369
2017-12-20,2357
2017-12-21,2364
2017-12-22,2358
2017-12-23,2328
2017-12-24,2328
2017-12-25,2344
2017-12-26,2341
2017-12-27,2395
2017-12-28,2395
2017-12-29,2360
2017-12-30,2341
2017-12-31,2341
2018-01-01,2339
2018-01-02,2326
2018-01-03,2387
2018-01-04,2387
2018-01-05,2352
2018-01-06,2278
2018-01-07,2224
2018-01-08,2209
2018-01-09,2210
2018-01-10,2210
2018-01-11,2171
2018-01-12,2076
2018-01-13,2106
2018-01-14,2126
2018-01-15,2184
2018-01-16,2144
2018-01-17,2147
2018-01-18,2139
2018-01-19,2139
2018-01-20,2140
2018-01-21,2138
2018-01-22,2159
2018-01-23,2207
2018-01-24,2230
2018-01-25,2271
2018-01-26,2298
2018-01-27,2281
2018-01-28,2237
2018-01-29,2236
2018-01-30,2250
2018-01-31,2268
2018-02-01,2320
2018-02-02,2288
2018-02-03,2225
2018-02-04,2196
2018-02-05,2207
2018-02-06,2196
2018-02-07,2242
2018-02-08,2242
2018-02-09,2265
2018-02-10,2265
2018-02-11,2237
2018-02-12,2344
2018-02-13,2462
2018-02-14,2586
2018-02-15,2639
2018-02-16,2747
2018-02-17,2810
2018-02-18,2810
2018-02-19,2854
2018-02-20,2987
2018-02-21,2985
2018-02-22,2911
2018-02-23,3031
2018-02-24,3167
2018-02-25,3078
2018-02-26,2925
2018-02-27,2826
2018-02-28,2959
2018-03-01,3039
2018-03-02,2945
2018-03-03,2835
2018-03-04,2835
2018-03-05,2817
2018-03-06,2850
2018-03-07,2865
2018-03-08,2824
2018-03-09,2815
2018-03-10,2795
2018-03-11,2736
2018-03-12,2706
2018-03-13,2677
2018-03-14,2643
2018-03-15,2573
2018-03-16,2544
2018-03-17,2465
2018-03-18,2513
2018-03-20,2502
2018-03-22,2411
2018-03-23,2385
2018-03-24,2316
2018-03-25,2286
2018-03-26,2295
2018-03-27,2322
2018-03-28,2322
2018-03-29,2358
2018-03-30,2345
2018-03-31,2273
2018-04-01,2254
2018-04-02,2253
2018-04-03,2330
2018-04-04,2410
2018-04-05,2410
2018-04-06,2348
2018-04-07,2348
2018-04-08,2310
2018-04-09,2365
2018-04-10,2386
2018-04-11,2422
2018-04-12,2443
2018-04-13,2443
2018-04-14,2419
2018-04-15,2366
2018-04-16,2366
2018-04-17,2405
2018-04-18,2405
2018-04-19,2467
2018-04-20,2488
2018-04-21,2441
2018-04-22,2441
2018-04-23,2465
2018-04-24,2501
2018-04-25,2460
2018-04-26,2460
2018-04-27,2425
2018-04-28,2469
2018-04-29,2467
2018-04-30,2424
2018-05-01,2422
2018-05-02,2422
2018-05-03,2526
2018-05-04,2611
2018-05-05,2627
2018-05-06,2627
2018-05-07,2497
2018-05-08,2481
2018-05-09,2526
2018-05-10,2574
2018-05-11,2502
2018-05-12,2469
2018-05-13,2469
2018-05-14,2503
2018-05-15,2552
2018-05-16,2525
2018-05-17,2552
2018-05-18,2605
2018-05-19,2534
2018-05-20,2442
2018-05-21,2397
2018-05-22,2397
2018-05-23,2454
2018-05-24,2495
2018-05-25,2525
2018-05-26,2514
2018-05-27,2514
2018-05-28,2512
2018-05-29,2502
2018-05-30,2512
2018-05-31,2545
2018-06-01,2580
2018-06-02,2693
2018-06-03,2712
2018-06-04,2683
2018-06-05,2729
2018-06-06,2753
2018-06-07,2753
2018-06-08,2698
2018-06-09,2611
2018-06-10,2589
2018-06-11,2611
2018-06-12,2614
2018-06-13,2518
2018-06-14,2416
2018-06-15,2299
2018-06-16,2290
2018-06-17,2300
2018-06-18,2332
2018-06-19,2276
2018-06-20,2276
2018-06-21,2267
2018-06-22,2253
2018-06-23,2253
2018-06-24,2160
2018-06-25,2209
2018-06-26,2210
2018-06-27,2199
2018-06-28,2168
2018-06-29,2105
2018-06-30,2070
2018-07-01,2047
2018-07-02,2087
2018-07-03,2088
2018-07-04,2071
2018-07-05,2137
2018-07-06,2137
2018-07-07,2130
2018-07-08,2111
2018-07-09,2107
2018-07-10,2105
2018-07-11,2089
2018-07-12,2078
2018-07-13,2105
2018-07-14,2149
2018-07-15,2134
2018-07-16,2161
2018-07-17,2203
2018-07-18,2219
2018-07-19,2211
2018-07-20,2163
2018-07-21,2141
2018-07-22,2134
2018-07-23,2098
2018-07-24,2122
2018-07-25,2160
2018-07-26,2158
2018-07-27,2203
2018-07-28,2244
2018-07-29,2288
2018-07-30,2367
2018-07-31,2397
2018-08-01,2397
2018-08-02,2430
2018-08-03,2448
2018-08-04,2404
2018-08-05,2354
2018-08-06,2303
2018-08-07,2285
2018-08-08,2331
2018-08-09,2354
2018-08-10,2382
2018-08-11,2431
2018-08-12,2389
2018-08-14,2312
2018-08-16,2302
2018-08-17,2243
2018-08-18,2242
2018-08-19,2258
2018-08-20,2223
2018-08-21,2196
2018-08-22,2191
2018-08-23,2220
2018-08-24,2207
2018-08-25,2159
2018-08-26,2123
2018-08-27,2186
2018-08-28,2200
2018-08-29,2187
2018-08-30,2179
2018-08-31,2121
2018-09-01,2093
2018-09-02,2106
2018-09-03,2154
2018-09-04,2164
2018-09-05,2164
2018-09-06,2164
2018-09-07,2154
2018-09-08,2120
2018-09-09,2110
2018-09-10,2032
2018-09-11,1994
2018-09-12,1965
2018-09-13,1950
2018-09-14,1924
2018-09-15,1903
2018-09-16,1903
2018-09-17,1888
2018-09-18,1903
2018-09-19,1931
2018-09-20,2010
2018-09-21,2004
2018-09-22,1998
2018-09-23,2004
2018-09-24,2013
2018-09-25,2013
2018-09-26,2043
2018-09-27,2060
2018-09-28,2124
2018-09-29,2204
2018-09-30,2230
2018-10-01,2262
2018-10-02,2242
2018-10-03,2223
2018-10-04,2223
2018-10-05,2215
2018-10-06,2209
2018-10-07,2192
2018-10-08,2185
2018-10-09,2160
2018-10-10,2132
2018-10-11,2095
2018-10-12,2051
2018-10-13,2024
2018-10-14,2020
2018-10-15,2003
2018-10-16,1980
2018-10-17,1997
2018-10-18,1962
2018-10-19,1971
2018-10-20,1971
2018-10-21,1982
2018-10-22,1928
2018-10-23,1939
2018-10-24,1975
2018-10-25,1982
2018-10-26,2002
2018-10-27,1997
2018-10-28,1967
2018-10-29,2019
2018-10-30,2028
2018-10-31,1967
2018-11-01,1968
2018-11-03,1952
2018-11-04,1982
2018-11-05,1942
2018-11-06,1964
2018-11-07,1999
2018-11-08,2018
2018-11-09,1980
2018-11-10,1965
2018-11-11,1979
2018-11-12,1984
2018-11-13,1982
2018-11-14,1942
2018-11-15,1917
2018-11-16,1956
2018-11-17,1994
2018-11-18,2028
2018-11-19,2056
2018-11-20,2046
2018-11-21,2086
2018-11-22,2102
2018-11-23,2088
2018-11-24,2093
2018-11-25,2113
2018-11-26,2117
2018-11-27,2151
2018-11-28,2168
2018-11-29,2187
2018-12-01,2236
2018-12-02,2237
2018-12-03,2291
2018-12-04,2277
2018-12-05,2239
2018-12-07,2179
2018-12-09,2166
2018-12-10,2163
2018-12-11,2158
2018-12-12,2178
2018-12-13,2196
2018-12-14,2162
2018-12-15,2132
2018-12-16,2120
2018-12-17,2135
2018-12-18,2141
2018-12-19,2105
2018-12-20,2078
2018-12-21,2052
2018-12-22,2052
2018-12-23,2044
2018-12-24,2080
2018-12-25,2054
2018-12-26,2035
2018-12-27,2006
2018-12-28,2014
2018-12-29,2049
2018-12-30,2095
2018-12-31,2102
2019-01-01,2094
2019-01-02,2052
2019-01-03,2030
2019-01-04,1985
2019-01-05,1970
2019-01-06,1974
2019-01-08,2011
2019-01-10,1976
2019-01-11,1880
2019-01-12,1786
2019-01-13,1697
2019-01-14,1653
2019-01-15,1648
2019-01-16,1637
2019-01-17,1651
2019-01-18,1670
2019-01-19,1681
2019-01-20,1698
2019-01-21,1751
2019-01-22,1755
2019-01-23,1745
2019-01-24,1734
2019-01-25,1711
2019-01-26,1738
2019-01-27,1710
2019-01-28,1668
2019-01-29,1631
2019-01-30,1619
2019-01-31,1654
2019-02-01,1638
2019-02-02,1604
2019-02-03,1599
2019-02-04,1623
2019-02-05,1649
2019-02-06,1665
2019-02-07,1647
2019-02-08,1578
2019-02-09,1506
2019-02-10,1473
2019-02-11,1455
2019-02-12,1471
2019-02-13,1530
2019-02-14,1549
2019-02-15,1575
2019-02-16,1521
2019-02-17,1494
2019-02-18,1500
2019-02-19,1500
2019-02-20,1490
2019-02-21,1487
2019-02-22,1532
2019-02-23,1550
2019-02-24,1546
2019-02-25,1502
2019-02-26,1493
2019-02-27,1507
2019-02-28,1522
2019-03-01,1567
2019-03-02,1605
2019-03-03,1652
2019-03-04,1672
2019-03-05,1663
2019-03-06,1609
2019-03-07,1552
2019-03-08,1525
2019-03-09,1519
2019-03-10,1504
2019-03-11,1465
2019-03-12,1444
2019-03-13,1433
2019-03-14,1434
2019-03-15,1424
2019-03-16,1405
2019-03-17,1436
2019-03-18,1505
2019-03-19,1565
2019-03-20,1597
2019-03-21,1588
