date_obj,Comp%20ogre%20bow price
2016-07-14,1773
2016-07-15,1773
2016-07-16,1768
2016-07-17,1768
2016-07-18,1797
2016-07-23,1753
2016-07-24,1753
2016-07-25,1779
2016-07-26,1779
2016-07-27,1779
2016-07-28,1852
2016-07-29,1852
2016-07-30,1933
2016-07-31,1933
2016-08-01,1933
2016-08-02,1935
2016-08-03,1935
2016-08-04,1935
2016-08-05,1860
2016-08-06,1860
2016-08-07,1793
2016-08-08,1793
2016-08-09,1793
2016-08-10,1751
2016-08-11,1751
2016-08-12,1751
2016-08-13,1750
2016-08-14,1750
2016-08-15,1663
2016-08-16,1663
2016-08-17,1663
2016-08-18,1581
2016-08-19,1581
2016-08-20,1533
2016-08-21,1533
2016-08-22,1533
2016-08-23,1527
2016-08-24,1527
2016-08-25,1527
2016-08-26,1527
2016-08-28,1503
2016-08-31,1507
2016-09-01,1507
2016-09-02,1521
2016-09-03,1521
2016-09-04,1521
2016-09-05,1543
2016-09-06,1543
2016-09-07,1543
2016-09-08,1543
2016-09-09,1485
2016-09-10,1485
2016-09-11,1485
2016-09-12,1410
2016-09-13,1410
2016-09-14,1410
2016-09-15,1368
2016-09-16,1368
2016-09-17,1368
2016-09-18,1368
2016-09-19,1346
2016-09-20,1346
2016-09-21,1346
2016-09-22,1346
2016-09-23,1321
2016-09-24,1321
2016-09-25,1321
2016-09-26,1321
2016-09-27,1315
2016-09-28,1315
2016-09-29,1315
2016-09-30,1303
2016-10-01,1303
2016-10-02,1303
2016-10-03,1303
2016-10-04,1275
2016-10-05,1275
2016-10-06,1275
2016-10-07,1275
2016-10-08,1211
2016-10-09,1211
2016-10-10,1211
2016-10-11,1211
2016-10-12,1150
2016-10-13,1150
2016-10-14,1119
2016-10-15,1119
2016-10-16,1119
2016-10-17,1133
2016-10-18,1133
2016-10-19,1133
2016-10-20,1144
2016-10-21,1144
2016-10-22,1144
2016-10-23,1154
2016-10-24,1154
2016-10-25,1154
2016-10-26,1164
2016-10-27,1164
2016-10-28,1164
2016-10-29,1182
2016-10-30,1182
2016-10-31,1182
2016-11-01,1192
2016-11-02,1192
2016-11-03,1192
2016-11-04,1168
2016-11-05,1168
2016-11-06,1168
2016-11-07,1109
2016-11-08,1109
2016-11-09,1109
2016-11-10,1053
2016-11-11,1053
2016-11-12,1053
2016-11-13,1000
2016-11-14,1000
2016-11-15,1000
2016-12-07,947
2016-12-08,947
2016-12-09,947
2016-12-10,947
2016-12-11,960
2016-12-12,960
2016-12-13,960
2016-12-14,973
2016-12-15,973
2016-12-16,973
2016-12-17,981
2016-12-18,981
2016-12-19,981
2016-12-20,993
2016-12-21,993
2016-12-22,993
2016-12-23,1006
2016-12-24,1006
2016-12-25,1006
2016-12-26,1038
2016-12-27,1038
2016-12-28,1081
2016-12-29,1081
2016-12-30,1093
2016-12-31,1093
2017-01-01,1093
2017-01-02,1126
2017-01-03,1126
2017-01-04,1137
2017-01-05,1137
2017-01-06,1137
2017-01-07,1145
2017-01-08,1145
2017-01-09,1159
2017-01-10,1159
2017-01-11,1171
2017-01-12,1171
2017-01-13,1139
2017-01-14,1139
2017-01-15,1140
2017-01-16,1140
2017-01-17,1139
2017-01-18,1139
2017-01-19,1122
2017-01-20,1122
2017-01-21,1121
2017-01-22,1121
2017-01-23,1091
2017-01-27,1093
2017-01-28,1093
2017-01-29,1086
2017-01-30,1086
2017-01-31,1102
2017-02-01,1102
2017-02-02,1108
2017-02-03,1108
2017-02-04,1117
2017-02-05,1117
2017-02-06,1121
2017-02-07,1121
2017-02-08,1149
2017-02-09,1149
2017-02-10,1163
2017-02-11,1163
2017-02-12,1164
2017-02-13,1164
2017-02-14,1163
2017-02-15,1163
2017-02-16,1172
2017-02-18,1172
2017-02-19,1163
2017-02-20,1163
2017-02-21,1149
2017-02-22,1149
2017-02-23,1163
2017-02-24,1163
2017-02-25,1190
2017-02-26,1190
2017-02-27,1173
2017-02-28,1202
2017-03-01,1202
2017-03-02,1252
2017-03-03,1252
2017-03-04,1249
2017-03-05,1249
2017-03-06,1227
2017-03-07,1227
2017-03-08,1252
2017-03-09,1252
2017-03-10,1272
2017-03-11,1272
2017-03-12,1294
2017-03-13,1315
2017-03-14,1315
2017-03-15,1338
2017-03-16,1338
2017-03-17,1356
2017-03-18,1356
2017-03-19,1382
2017-03-20,1382
2017-03-21,1379
2017-03-22,1379
2017-03-23,1386
2017-03-24,1386
2017-03-25,1389
2017-03-26,1389
2017-03-27,1406
2017-03-28,1406
2017-03-29,1422
2017-03-30,1422
2017-03-31,1457
2017-04-02,1463
2017-04-03,1495
2017-04-04,1495
2017-04-12,1445
2017-04-13,1430
2017-04-14,1430
2017-04-15,1416
2017-04-16,1420
2017-04-17,1420
2017-04-18,1434
2017-04-19,1434
2017-04-20,1462
2017-04-21,1462
2017-04-22,1515
2017-04-23,1515
2017-04-24,1533
2017-04-25,1547
2017-04-26,1547
2017-04-27,1532
2017-04-28,1532
2017-04-29,1559
2017-04-30,1559
2017-05-01,1564
2017-05-02,1564
2017-05-03,1579
2017-05-04,1579
2017-05-05,1601
2017-05-06,1601
2017-05-07,1631
2017-05-08,1631
2017-05-09,1657
2017-05-10,1657
2017-05-11,1680
2017-05-12,1700
2017-05-13,1725
2017-05-14,1725
2017-05-15,1747
2017-05-16,1696
2017-05-17,1696
2017-05-18,1702
2017-05-19,1702
2017-05-20,1685
2017-05-21,1685
2017-05-22,1739
2017-05-23,1739
2017-05-24,1781
2017-05-25,1781
2017-05-26,1772
2017-05-27,1794
2017-05-28,1794
2017-05-29,1708
2017-05-30,1708
2017-05-31,1622
2017-06-01,1622
2017-06-02,1540
2017-06-03,1540
2017-06-04,1490
2017-06-05,1490
2017-06-06,1497
2017-06-07,1497
2017-06-08,1524
2017-06-09,1524
2017-06-10,1502
2017-06-11,1472
2017-06-12,1472
2017-06-13,1454
2017-06-14,1454
2017-06-15,1381
2017-06-16,1381
2017-06-17,1358
2017-06-18,1307
2017-06-19,1307
2017-06-20,1241
2017-06-21,1241
2017-06-22,1210
2017-06-23,1210
2017-06-24,1149
2017-06-25,1149
2017-06-26,1092
2017-06-27,1092
2017-06-28,1058
2017-06-29,1044
2017-06-30,1044
2017-07-01,1051
2017-07-02,1051
2017-07-03,1046
2017-07-04,1046
2017-07-05,1049
2017-07-06,1049
2017-07-07,1061
2017-07-08,1061
2017-07-13,1053
2017-07-14,1019
2017-07-15,1019
2017-07-16,1037
2017-07-17,1037
2017-07-18,1060
2017-07-19,1060
2017-07-20,1090
2017-07-21,1090
2017-07-22,1104
2017-07-23,1104
2017-07-24,1093
2017-07-25,1093
2017-07-26,1120
2017-07-27,1120
2017-07-28,1160
2017-07-29,1160
2017-07-30,1214
2017-07-31,1214
2017-08-01,1275
2017-08-02,1262
2017-08-03,1262
2017-08-04,1198
2017-08-05,1138
2017-08-06,1138
2017-08-09,1103
2017-08-10,1125
2017-08-11,1125
2017-08-12,1149
2017-08-13,1149
2017-08-14,1112
2017-08-15,1112
2017-08-16,1110
2017-08-17,1129
2017-08-18,1129
2017-08-19,1135
2017-08-20,1154
2017-08-21,1154
2017-08-22,1169
2017-08-23,1169
2017-08-24,1192
2017-08-25,1192
2017-08-26,1214
2017-08-27,1214
2017-08-28,1233
2017-08-29,1233
2017-08-30,1277
2017-08-31,1277
2017-09-01,1331
2017-09-03,1359
2017-09-04,1338
2017-09-05,1279
2017-09-06,1279
2017-09-07,1267
2017-09-08,1267
2017-09-09,1247
2017-09-10,1247
2017-09-11,1232
2017-09-12,1232
2017-09-13,1246
2017-09-14,1257
2017-09-15,1257
2017-09-16,1257
2017-09-17,1212
2017-09-18,1212
2017-09-19,1236
2017-09-20,1255
2017-09-21,1255
2017-09-22,1255
2017-09-23,1255
2017-09-24,1233
2017-09-25,1233
2017-09-26,1235
2017-09-27,1235
2017-09-28,1251
2017-09-29,1251
2017-09-30,1264
2017-10-01,1264
2017-10-02,1288
2017-10-03,1288
2017-10-04,1288
2017-10-05,1316
2017-10-06,1316
2017-10-07,1365
2017-10-08,1365
2017-10-09,1401
2017-10-10,1401
2017-10-11,1419
2017-10-12,1419
2017-10-13,1373
2017-10-14,1373
2017-10-15,1304
2017-10-16,1238
2017-10-17,1238
2017-10-18,1176
2017-10-19,1176
2017-10-20,1144
2017-10-21,1144
2017-10-22,1144
2017-10-23,1144
2017-10-24,1127
2017-10-25,1143
2017-10-26,1143
2017-10-27,1108
2017-10-28,1108
2017-10-29,1110
2017-10-30,1110
2017-10-31,1115
2017-11-01,1115
2017-11-02,1082
2017-11-03,1082
2017-11-04,1073
2017-11-05,1073
2017-11-06,1091
2017-11-07,1091
2017-11-08,1102
2017-11-09,1108
2017-11-10,1108
2017-11-11,1126
2017-11-12,1146
2017-11-13,1146
2017-11-14,1163
2017-11-15,1163
2017-11-16,1179
2017-11-17,1179
2017-11-18,1173
2017-11-19,1173
2017-11-20,1203
2017-11-21,1203
2017-11-22,1169
2017-11-23,1169
2017-11-24,1178
2017-11-25,1223
2017-11-26,1223
2017-11-27,1182
2017-11-28,1182
2017-11-29,1162
2017-11-30,1162
2017-12-01,1134
2017-12-02,1134
2017-12-03,1124
2017-12-04,1124
2017-12-05,1085
2017-12-06,1085
2017-12-07,1065
2017-12-08,1065
2017-12-09,1065
2017-12-10,1054
2017-12-11,1054
2017-12-12,1043
2017-12-13,1043
2017-12-14,1052
2017-12-15,1029
2017-12-16,1029
2017-12-17,1016
2017-12-18,978
2017-12-19,978
2017-12-20,994
2017-12-21,994
2017-12-22,1018
2017-12-23,1018
2017-12-24,1033
2017-12-25,1033
2017-12-26,1047
2017-12-27,1075
2017-12-28,1075
2017-12-29,1087
2017-12-30,1057
2017-12-31,1057
2018-01-01,1028
2018-01-02,1028
2018-01-03,989
2018-01-04,989
2018-01-05,986
2018-01-06,1015
2018-01-07,1048
2018-01-08,1048
2018-01-09,1073
2018-01-10,1073
2018-01-11,1103
2018-01-12,1102
2018-01-13,1046
2018-01-14,994
2018-01-15,959
2018-01-16,911
2018-01-17,884
2018-01-18,861
2018-01-19,861
2018-01-20,871
2018-01-21,871
2018-01-22,881
2018-01-23,888
2018-01-24,906
2018-01-25,919
2018-01-26,954
2018-01-27,991
2018-01-28,1033
2018-01-29,1042
2018-01-30,1005
2018-01-31,954
2018-02-01,933
2018-02-02,940
2018-02-03,960
2018-02-04,982
2018-02-05,1015
2018-02-06,1051
2018-02-07,1104
2018-02-08,1158
2018-02-09,1173
2018-02-10,1231
2018-02-11,1252
2018-02-12,1294
2018-02-13,1302
2018-02-14,1321
2018-02-15,1340
2018-02-16,1358
2018-02-17,1381
2018-02-18,1407
2018-02-19,1424
2018-02-20,1424
2018-02-21,1437
2018-02-22,1415
2018-02-23,1439
2018-02-24,1457
2018-02-25,1446
2018-02-26,1383
2018-02-27,1362
2018-02-28,1396
2018-03-01,1420
2018-03-02,1433
2018-03-03,1464
2018-03-04,1464
2018-03-05,1428
2018-03-06,1387
2018-03-07,1362
2018-03-08,1387
2018-03-09,1408
2018-03-10,1441
2018-03-11,1459
2018-03-12,1487
2018-03-13,1520
2018-03-14,1566
2018-03-15,1604
2018-03-16,1614
2018-03-17,1584
2018-03-18,1602
2018-03-19,1633
2018-03-20,1664
2018-03-21,1649
2018-03-23,1547
2018-03-24,1481
2018-03-25,1406
2018-03-26,1338
2018-03-27,1290
2018-03-28,1225
2018-03-29,1179
2018-03-30,1171
2018-03-31,1180
2018-04-02,1205
2018-04-03,1193
2018-04-04,1167
2018-04-05,1167
2018-04-06,1185
2018-04-07,1221
2018-04-08,1246
2018-04-09,1275
2018-04-10,1286
2018-04-11,1258
2018-04-12,1214
2018-04-13,1229
2018-04-14,1247
2018-04-15,1286
2018-04-16,1325
2018-04-17,1384
2018-04-18,1439
2018-04-19,1508
2018-04-20,1563
2018-04-21,1528
2018-04-22,1473
2018-04-23,1426
2018-04-24,1408
2018-04-25,1337
2018-04-26,1271
2018-04-27,1207
2018-04-28,1177
2018-04-29,1145
2018-04-30,1087
2018-05-01,1032
2018-05-03,1123
2018-05-04,1158
2018-05-05,1172
2018-05-07,1188
2018-05-08,1213
2018-05-09,1234
2018-05-10,1257
2018-05-11,1278
2018-05-12,1297
2018-05-13,1297
2018-05-14,1316
2018-05-15,1343
2018-05-16,1375
2018-05-17,1401
2018-05-18,1453
2018-05-19,1425
2018-05-20,1454
2018-05-21,1457
2018-05-22,1418
2018-05-23,1433
2018-05-24,1505
2018-05-25,1575
2018-05-26,1591
2018-05-27,1521
2018-05-28,1459
2018-05-29,1394
2018-05-30,1385
2018-05-31,1404
2018-06-01,1434
2018-06-02,1456
2018-06-03,1475
2018-06-04,1460
2018-06-05,1470
2018-06-06,1448
2018-06-07,1475
2018-06-08,1506
2018-06-09,1527
2018-06-10,1549
2018-06-11,1584
2018-06-12,1624
2018-06-13,1585
2018-06-14,1576
2018-06-15,1563
2018-06-16,1607
2018-06-17,1629
2018-06-18,1654
2018-06-19,1679
2018-06-20,1679
2018-06-21,1642
2018-06-22,1559
2018-06-23,1508
2018-06-24,1473
2018-06-25,1501
2018-06-26,1512
2018-06-27,1539
2018-06-28,1563
2018-06-29,1591
2018-06-30,1550
2018-07-01,1472
2018-07-02,1398
2018-07-03,1328
2018-07-04,1261
2018-07-05,1197
2018-07-06,1137
2018-07-07,1080
2018-07-08,1026
2018-07-09,974
2018-07-10,939
2018-07-11,909
2018-07-12,896
2018-07-13,851
2018-07-14,830
2018-07-15,865
2018-07-16,889
2018-07-17,909
2018-07-18,932
2018-07-19,943
2018-07-20,962
2018-07-21,963
2018-07-22,975
2018-07-23,984
2018-07-24,993
2018-07-25,1005
2018-07-26,1051
2018-07-27,1081
2018-07-28,1099
2018-07-29,1078
2018-07-30,1087
2018-07-31,1094
2018-08-01,1115
2018-08-02,1077
2018-08-03,1060
2018-08-04,1072
2018-08-05,1090
2018-08-06,1144
2018-08-07,1202
2018-08-08,1234
2018-08-09,1189
2018-08-10,1175
2018-08-11,1124
2018-08-12,1067
2018-08-14,1085
2018-08-16,1082
2018-08-17,1096
2018-08-18,1092
2018-08-19,1043
2018-08-20,1058
2018-08-21,1067
2018-08-22,1083
2018-08-23,1083
2018-08-24,1105
2018-08-25,1071
2018-08-26,1050
2018-08-27,1057
2018-08-28,1074
2018-08-29,1069
2018-08-30,1088
2018-08-31,1061
2018-09-01,1036
2018-09-02,1047
2018-09-03,1042
2018-09-04,1049
2018-09-05,1037
2018-09-06,1037
2018-09-07,1053
2018-09-08,1062
2018-09-09,1086
2018-09-10,1125
2018-09-11,1167
2018-09-12,1194
2018-09-13,1221
2018-09-14,1245
2018-09-15,1264
2018-09-16,1296
2018-09-17,1286
2018-09-18,1316
2018-09-19,1349
2018-09-20,1373
2018-09-21,1400
2018-09-22,1430
2018-09-23,1436
2018-09-24,1454
2018-09-25,1475
2018-09-26,1501
2018-09-27,1503
2018-09-28,1521
2018-09-29,1546
2018-09-30,1520
2018-10-01,1444
2018-10-02,1371
2018-10-03,1302
2018-10-04,1237
2018-10-05,1179
2018-10-06,1164
2018-10-07,1105
2018-10-08,1058
2018-10-09,1058
2018-10-10,1042
2018-10-11,1032
2018-10-12,1045
2018-10-13,1054
2018-10-14,1001
2018-10-15,950
2018-10-16,902
2018-10-17,856
2018-10-18,848
2018-10-19,861
2018-10-20,867
2018-10-21,873
2018-10-22,885
2018-10-23,912
2018-10-24,924
2018-10-25,942
2018-10-26,942
2018-10-27,948
2018-10-28,976
2018-10-29,988
2018-10-30,1032
2018-10-31,1057
2018-11-01,1084
2018-11-03,1131
2018-11-04,1179
2018-11-05,1198
2018-11-06,1201
2018-11-07,1232
2018-11-08,1264
2018-11-09,1297
2018-11-10,1310
2018-11-11,1303
2018-11-12,1288
2018-11-13,1332
2018-11-14,1326
2018-11-15,1355
2018-11-16,1312
2018-11-17,1267
2018-11-18,1203
2018-11-19,1142
2018-11-20,1092
2018-11-21,1094
2018-11-22,1105
2018-11-23,1111
2018-11-24,1098
2018-11-25,1115
2018-11-26,1122
2018-11-27,1140
2018-11-28,1083
2018-11-29,1037
2018-12-01,982
2018-12-02,932
2018-12-03,941
2018-12-04,937
2018-12-05,955
2018-12-07,951
2018-12-09,962
2018-12-10,971
2018-12-11,981
2018-12-12,999
2018-12-13,1017
2018-12-14,1009
2018-12-15,984
2018-12-16,984
2018-12-17,1012
2018-12-18,977
2018-12-19,936
2018-12-20,904
2018-12-21,860
2018-12-22,868
2018-12-23,889
2018-12-24,904
2018-12-25,923
2018-12-26,931
2018-12-27,941
2018-12-28,938
2018-12-29,931
2018-12-30,943
2018-12-31,965
2019-01-01,978
2019-01-02,959
2019-01-03,961
2019-01-04,976
2019-01-05,969
2019-01-06,967
2019-01-08,981
2019-01-10,1003
2019-01-11,1001
2019-01-12,1032
2019-01-13,1060
2019-01-14,1108
2019-01-15,1123
2019-01-16,1134
2019-01-17,1186
2019-01-18,1200
2019-01-19,1187
2019-01-20,1156
2019-01-21,1152
2019-01-22,1144
2019-01-23,1117
2019-01-24,1083
2019-01-25,1043
2019-01-26,1060
2019-01-27,1077
2019-01-28,1061
2019-01-29,1072
2019-01-30,1099
2019-01-31,1117
2019-02-01,1139
2019-02-02,1173
2019-02-03,1190
2019-02-04,1204
2019-02-05,1236
2019-02-06,1258
2019-02-07,1227
2019-02-08,1222
2019-02-09,1216
2019-02-10,1160
2019-02-11,1116
2019-02-12,1084
2019-02-13,1031
2019-02-14,986
2019-02-15,968
2019-02-16,947
2019-02-17,936
2019-02-18,936
2019-02-19,932
2019-02-20,917
2019-02-21,937
2019-02-22,983
2019-02-23,1013
2019-02-24,997
2019-02-25,977
2019-02-26,977
2019-02-27,1021
2019-02-28,1066
2019-03-01,1051
2019-03-02,1033
2019-03-03,991
2019-03-04,971
2019-03-05,968
2019-03-06,964
2019-03-07,977
2019-03-08,990
2019-03-09,1005
2019-03-10,1028
2019-03-11,1070
2019-03-12,1066
2019-03-13,1025
2019-03-14,973
2019-03-15,942
2019-03-16,905
2019-03-17,878
2019-03-18,860
2019-03-19,845
2019-03-20,842
2019-03-21,864
2019-03-22,851
2019-03-23,857
2019-03-24,865
2019-03-25,878
2019-03-26,899
2019-03-27,927
2019-03-28,955
2019-03-29,995
2019-03-30,1039
2019-03-31,1041
2019-04-01,1044
2019-04-02,1076
2019-04-03,1116
2019-04-04,1124
2019-04-05,1129
2019-04-06,1102
2019-04-07,1128
2019-04-08,1142
2019-04-09,1096
2019-04-10,1072
2019-04-11,1085
