date_obj,Mature%20cider price
2015-09-01,15000
2015-09-02,15000
2015-09-03,15000
2015-09-04,15000
2015-09-05,15540
2015-09-06,15540
2015-09-07,15540
2015-09-08,15540
2015-09-09,15540
2015-09-10,15540
2015-09-11,15540
2015-09-12,15540
2015-09-13,15540
2015-09-14,15540
2015-09-15,15540
2015-09-16,15540
2015-09-17,15540
2015-09-18,15540
2015-09-19,15540
2015-09-20,15540
2015-09-21,15540
2015-09-22,15540
2015-09-23,15540
2015-09-24,15540
2015-09-25,15540
2015-09-27,15540
2015-09-28,15540
2015-09-29,15540
2015-09-30,15540
2015-10-05,15540
2015-10-06,15540
2015-10-07,15540
2015-10-08,15540
2015-10-09,15540
2015-10-10,15540
2015-10-11,15540
2015-10-12,15540
2015-10-13,15540
2015-10-14,15540
2015-10-15,15540
2015-10-16,15540
2015-10-17,15540
2015-10-18,15540
2015-10-19,15540
2015-10-20,15540
2015-10-22,15540
2015-10-23,15540
2015-10-24,15540
2015-10-25,15540
2015-10-26,15540
2015-10-27,15540
2015-10-29,15540
2015-10-30,15540
2015-10-31,15540
2015-11-01,15540
2015-11-02,15540
2015-11-03,15540
2015-11-04,15540
2015-11-05,15540
2015-11-06,15540
2015-11-07,15540
2015-11-08,15540
2015-11-09,15540
2015-11-10,15540
2015-11-11,15540
2015-11-12,15540
2015-11-13,15540
2015-11-14,15540
2015-11-15,15540
2015-11-16,15540
2015-11-17,15540
2015-11-18,15540
2015-11-19,15540
2015-11-20,15540
2015-11-21,15540
2015-11-22,15540
2015-11-23,15540
2015-11-24,15540
2015-11-25,15540
2015-11-26,15540
2015-11-27,15540
2015-11-28,15540
2015-11-29,15540
2015-11-30,15540
2015-12-01,15540
2015-12-02,15540
2015-12-03,15540
2015-12-04,15540
2015-12-05,15540
2015-12-06,15540
2015-12-07,15540
2015-12-08,15540
2015-12-09,15540
2015-12-10,15540
2015-12-11,15540
2015-12-12,15540
2015-12-13,15540
2015-12-14,15540
2015-12-15,15540
2015-12-16,15540
2015-12-17,15540
2015-12-18,15540
2015-12-19,15540
2015-12-20,15540
2015-12-21,15540
2015-12-22,15540
2015-12-23,15540
2015-12-24,15540
2015-12-25,15540
2015-12-26,15540
2015-12-27,15540
2015-12-28,15540
2015-12-29,15540
2015-12-30,15540
2015-12-31,15540
2016-01-01,15540
2016-01-02,15540
2016-01-03,15540
2016-01-04,15540
2016-01-05,15540
2016-01-06,15540
2016-01-07,15540
2016-01-08,15540
2016-01-09,15540
2016-01-10,15540
2016-01-11,15540
2016-01-12,15540
2016-01-13,15540
2016-01-14,15540
2016-01-15,15540
2016-01-16,15540
2016-01-17,15540
2016-01-18,15540
2016-01-19,15540
2016-01-20,15540
2016-01-21,15540
2016-01-22,15540
2016-01-23,15540
2016-01-24,15540
2016-01-25,15540
2016-01-26,15540
2016-01-27,15540
2016-01-28,15540
2016-01-29,15540
2016-01-30,15540
2016-01-31,15540
2016-02-01,15540
2016-02-02,15540
2016-02-03,15540
2016-02-04,15540
2016-02-05,15540
2016-02-06,15540
2016-02-07,15540
2016-02-08,15540
2016-02-09,15540
2016-02-10,15540
2016-02-11,15540
2016-02-12,15540
2016-02-13,15540
2016-02-14,15540
2016-02-15,15540
2016-02-16,15540
2016-02-17,15540
2016-02-18,15540
2016-02-19,15540
2016-02-20,15540
2016-02-21,15540
2016-02-22,15540
2016-02-23,15540
2016-02-24,15540
2016-02-25,15540
2016-02-26,15540
2016-02-27,15540
2016-02-28,15540
2016-02-29,15540
2016-03-01,15540
2016-03-02,15540
2016-03-03,15540
2016-03-04,15540
2016-03-05,15540
2016-03-06,15540
2016-03-07,15540
2016-03-08,15540
2016-03-09,15540
2016-03-10,15540
2016-03-11,15540
2016-03-12,15540
2016-03-13,15540
2016-03-14,15540
2016-03-15,16184
2016-03-16,16184
2016-03-17,16184
2016-03-18,16184
2016-03-19,16184
2016-03-20,16184
2016-03-21,16184
2016-03-22,16184
2016-03-23,16184
2016-03-24,16184
2016-03-25,16184
2016-03-26,16184
2016-03-27,16184
2016-03-28,16184
2016-03-29,16184
2016-03-30,16184
2016-03-31,16184
2016-04-01,16184
2016-04-02,16184
2016-04-03,16184
2016-04-04,16184
2016-04-05,16184
2016-04-06,16184
2016-04-07,16184
2016-04-08,16184
2016-04-09,16184
2016-04-10,16184
2016-04-11,16184
2016-04-12,16184
2016-04-13,16184
2016-04-14,16184
2016-04-15,16184
2016-04-16,16184
2016-04-17,16184
2016-04-18,16184
2016-04-19,16184
2016-04-20,16184
2016-04-21,16184
2016-04-22,16184
2016-04-23,16184
2016-04-24,16184
2016-04-25,16184
2016-04-26,16184
2016-04-27,16184
2016-04-28,16184
2016-04-29,16184
2016-04-30,16184
2016-05-01,16184
2016-05-02,16184
2016-05-03,16184
2016-05-04,16184
2016-05-05,16184
2016-05-06,16184
2016-05-07,16184
2016-05-08,16184
2016-05-09,16184
2016-05-10,16184
2016-05-11,16184
2016-05-12,16184
2016-05-13,16184
2016-05-14,16184
2016-05-15,16184
2016-05-16,16184
2016-05-17,16184
2016-05-18,16184
2016-05-19,16184
2016-05-22,16184
2016-05-23,16184
2016-05-24,16184
2016-05-25,16184
2016-05-26,16184
2016-05-27,16184
2016-05-28,16184
2016-05-29,16184
2016-05-30,16184
2016-05-31,16184
2016-06-01,16184
2016-06-02,16184
2016-06-03,16184
2016-06-04,16184
2016-06-05,16184
2016-06-06,16184
2016-06-07,16184
2016-06-08,16184
2016-06-09,16184
2016-06-10,16184
2016-06-11,16184
2016-06-12,16184
2016-06-13,16184
2016-06-14,16184
2016-06-15,16184
2016-06-16,16184
2016-06-17,16184
2016-06-18,16184
2016-06-19,16184
2016-06-20,16184
2016-06-21,16184
2016-06-22,16184
2016-06-23,16184
2016-06-24,16184
2016-06-25,16184
2016-06-26,16184
2016-06-27,16184
2016-06-28,16184
2016-06-29,16184
2016-06-30,16184
2016-07-01,16184
2016-07-02,16184
2016-07-03,16184
2016-07-04,16184
2016-07-05,16184
2016-07-06,16184
2016-07-07,16184
2016-07-08,16184
2016-07-09,16184
2016-07-10,16184
2016-07-11,16184
2016-07-12,16184
2016-07-13,16184
2016-07-14,16184
2016-07-15,16184
2016-07-16,16184
2016-07-17,16184
2016-07-18,16184
2016-07-23,16184
2016-07-24,16184
2016-07-25,16184
2016-07-26,16184
2016-07-27,16184
2016-07-28,16184
2016-07-29,16184
2016-07-30,16925
2016-07-31,16925
2016-08-01,16925
2016-08-02,16925
2016-08-03,16925
2016-08-04,16925
2016-08-05,16925
2016-08-06,16925
2016-08-07,16925
2016-08-08,16925
2016-08-09,16925
2016-08-10,16925
2016-08-11,16925
2016-08-12,16925
2016-08-13,16925
2016-08-14,16925
2016-08-15,16925
2016-08-16,16925
2016-08-17,16925
2016-08-18,16925
2016-08-19,16925
2016-08-20,16925
2016-08-21,16925
2016-08-22,16925
2016-08-23,16925
2016-08-24,16925
2016-08-25,16925
2016-08-26,16925
2016-08-28,16925
2016-08-31,16925
2016-09-01,16925
2016-09-02,16925
2016-09-03,16925
2016-09-04,16925
2016-09-05,16925
2016-09-06,16925
2016-09-07,16925
2016-09-08,16925
2016-09-09,16925
2016-09-10,16925
2016-09-11,16925
2016-09-12,16925
2016-09-13,16925
2016-09-14,16925
2016-09-15,16925
2016-09-16,16925
2016-09-17,16925
2016-09-18,16925
2016-09-19,16925
2016-09-20,16925
2016-09-21,16925
2016-09-22,16925
2016-09-23,16925
2016-09-24,16925
2016-09-25,16925
2016-09-26,16925
2016-09-27,16925
2016-09-28,16925
2016-09-29,16925
2016-09-30,16925
2016-10-01,16925
2016-10-02,16925
2016-10-03,16925
2016-10-04,16925
2016-10-05,16925
2016-10-06,16925
2016-10-07,16925
2016-10-08,16925
2016-10-09,16925
2016-10-10,16925
2016-10-11,16925
2016-10-12,16925
2016-10-13,16925
2016-10-14,16925
2016-10-15,16925
2016-10-16,16925
2016-10-17,16925
2016-10-18,16925
2016-10-19,16925
2016-10-20,16925
2016-10-21,16925
2016-10-22,16925
2016-10-23,16925
2016-10-24,16925
2016-10-25,16925
2016-10-26,16925
2016-10-27,16925
2016-10-28,16925
2016-10-29,16925
2016-10-30,16925
2016-10-31,16925
2016-11-01,16925
2016-11-02,16925
2016-11-03,16925
2016-11-04,16925
2016-11-05,16925
2016-11-06,16925
2016-11-07,16925
2016-11-08,16925
2016-11-09,16925
2016-11-10,16925
2016-11-11,16925
2016-11-12,16925
2016-11-13,16925
2016-11-14,16925
2016-12-07,16925
2016-12-08,16925
2016-12-09,16925
2016-12-10,16925
2016-12-11,16925
2016-12-12,16925
2016-12-13,16925
2016-12-14,16925
2016-12-15,16925
2016-12-16,16925
2016-12-17,16925
2016-12-18,16925
2016-12-19,16925
2016-12-20,16925
2016-12-21,16925
2016-12-22,16925
2016-12-23,16925
2016-12-24,16925
2016-12-25,16925
2016-12-26,16925
2016-12-27,16925
2016-12-28,16925
2016-12-29,16925
2016-12-30,16925
2016-12-31,16925
2017-01-01,16925
2017-01-02,16925
2017-01-03,16925
2017-01-04,16925
2017-01-05,17677
2017-01-06,17677
2017-01-07,17677
2017-01-08,17677
2017-01-09,17677
2017-01-10,17677
2017-01-11,17677
2017-01-12,17677
2017-01-13,17677
2017-01-14,17677
2017-01-15,17677
2017-01-16,17677
2017-01-17,17677
2017-01-18,17677
2017-01-19,17677
2017-01-20,17677
2017-01-21,17677
2017-01-22,17677
2017-01-27,17677
2017-01-28,17677
2017-01-29,17677
2017-01-30,17677
2017-01-31,17677
2017-02-01,17677
2017-02-02,17677
2017-02-03,17677
2017-02-04,17677
2017-02-05,17677
2017-02-06,17677
2017-02-07,17677
2017-02-08,17677
2017-02-09,17677
2017-02-10,17677
2017-02-11,17677
2017-02-12,17677
2017-02-13,17677
2017-02-14,17677
2017-02-15,17677
2017-02-16,17677
2017-02-18,17677
2017-02-19,17677
2017-02-20,17677
2017-02-21,17677
2017-02-22,17677
2017-02-23,17677
2017-02-24,17677
2017-02-25,17677
2017-02-26,17677
2017-02-27,17677
2017-02-28,17677
2017-03-01,17677
2017-03-02,17677
2017-03-03,17677
2017-03-04,17677
2017-03-05,17677
2017-03-06,17677
2017-03-07,17677
2017-03-08,17677
2017-03-09,17677
2017-03-10,17677
2017-03-11,17677
2017-03-12,17677
2017-03-13,17677
2017-03-14,17677
2017-03-15,17677
2017-03-16,17677
2017-03-17,17677
2017-03-18,17677
2017-03-19,17677
2017-03-20,17677
2017-03-21,17677
2017-03-22,17677
2017-03-23,17677
2017-03-24,17677
2017-03-25,17677
2017-03-26,17677
2017-03-27,17677
2017-03-28,17677
2017-03-29,17677
2017-03-30,17677
2017-03-31,17677
2017-04-01,17677
2017-04-02,17677
2017-04-03,17677
2017-04-04,17677
2017-04-12,17677
2017-04-13,17677
2017-04-14,17677
2017-04-15,17677
2017-04-16,17677
2017-04-17,17677
2017-04-18,17677
2017-04-19,17677
2017-04-20,17677
2017-04-21,17677
2017-04-22,17677
2017-04-23,17677
2017-04-24,17677
2017-04-25,17677
2017-04-26,17677
2017-04-27,17677
2017-04-28,17677
2017-04-29,17677
2017-04-30,17677
2017-05-01,17677
2017-05-02,17677
2017-05-03,17677
2017-05-04,17677
2017-05-05,17677
2017-05-06,17677
2017-05-07,17677
2017-05-08,18448
2017-05-09,18448
2017-05-10,18448
2017-05-11,18448
2017-05-12,18448
2017-05-13,18448
2017-05-14,18448
2017-05-15,18448
2017-05-16,18448
2017-05-17,18448
2017-05-18,18448
2017-05-19,18448
2017-05-20,18448
2017-05-21,18448
2017-05-22,18448
2017-05-23,18448
2017-05-24,18448
2017-05-25,18448
2017-05-26,18448
2017-05-27,18448
2017-05-28,18448
2017-05-29,18448
2017-05-30,18448
2017-05-31,18448
2017-06-01,18448
2017-06-02,18448
2017-06-03,18448
2017-06-06,18448
2017-06-07,18448
2017-06-08,18448
2017-06-09,18448
2017-06-10,18448
2017-06-11,18448
2017-06-12,18448
2017-06-13,18448
2017-06-14,18448
2017-06-15,18448
2017-06-16,18448
2017-06-17,18448
2017-06-18,18448
2017-06-19,18448
2017-06-20,18448
2017-06-21,18448
2017-06-22,18448
2017-06-23,18448
2017-06-24,18448
2017-06-25,18448
2017-06-26,18448
2017-06-27,18448
2017-06-28,18448
2017-06-29,18448
2017-06-30,18448
2017-07-01,18448
2017-07-02,18448
2017-07-03,18448
2017-07-04,18448
2017-07-05,18448
2017-07-06,18448
2017-07-07,18448
2017-07-08,18448
2017-07-13,18448
2017-07-14,18448
2017-07-15,18448
2017-07-16,18448
2017-07-17,18448
2017-07-18,18448
2017-07-19,18448
2017-07-20,18448
2017-07-21,18448
2017-07-22,18448
2017-07-23,18448
2017-07-24,18448
2017-07-25,18448
2017-07-26,18448
2017-07-27,18448
2017-07-28,18448
2017-07-29,18448
2017-07-30,18448
2017-07-31,18448
2017-08-01,18448
2017-08-02,18448
2017-08-03,18448
2017-08-04,18448
2017-08-05,18448
2017-08-06,18448
2017-08-09,18448
2017-08-10,18448
2017-08-11,18448
2017-08-12,18448
2017-08-13,18448
2017-08-14,18448
2017-08-15,18448
2017-08-16,18448
2017-08-17,19301
2017-08-18,19301
2017-08-19,19301
2017-08-20,19301
2017-08-21,19301
2017-08-22,19301
2017-08-23,19301
2017-08-24,19301
2017-08-25,19301
2017-08-26,19301
2017-08-27,19301
2017-08-28,19301
2017-08-29,19301
2017-08-30,19301
2017-08-31,19301
2017-09-01,19301
2017-09-02,19301
2017-09-03,19301
2017-09-04,19301
2017-09-05,19301
2017-09-06,19301
2017-09-07,19301
2017-09-08,19301
2017-09-09,19301
2017-09-10,19301
2017-09-11,19301
2017-09-12,19301
2017-09-13,19301
2017-09-14,19301
2017-09-15,19301
2017-09-16,19301
2017-09-17,19301
2017-09-19,19301
2017-09-20,19301
2017-09-21,19301
2017-09-22,19301
2017-09-23,19301
2017-09-24,19301
2017-09-25,19301
2017-09-26,19301
2017-09-27,19301
2017-09-28,19301
2017-09-29,19301
2017-09-30,19301
2017-10-01,19301
2017-10-02,19301
2017-10-03,19301
2017-10-04,19301
2017-10-05,19301
2017-10-06,19301
2017-10-07,19301
2017-10-08,19301
2017-10-09,19301
2017-10-10,19301
2017-10-11,19301
2017-10-12,19301
2017-10-13,19301
2017-10-14,19301
2017-10-15,19301
2017-10-16,19301
2017-10-17,19301
2017-10-18,19301
2017-10-19,19301
2017-10-20,19301
2017-10-21,19301
2017-10-22,19301
2017-10-23,19301
2017-10-24,19301
2017-10-25,19301
2017-10-26,19301
2017-10-27,19301
2017-10-28,19301
2017-10-29,19301
2017-10-30,19301
2017-10-31,19301
2017-11-02,19301
2017-11-03,19301
2017-11-04,19301
2017-11-05,19301
2017-11-06,19301
2017-11-07,19301
2017-11-08,19301
2017-11-09,19301
2017-11-10,19301
2017-11-11,19301
2017-11-12,19301
2017-11-13,19301
2017-11-14,19301
2017-11-15,19301
2017-11-16,19301
2017-11-17,19301
2017-11-18,19301
2017-11-19,19301
2017-11-20,19301
2017-11-21,19301
2017-11-22,19301
2017-11-23,19301
2017-11-24,19301
2017-11-25,19301
2017-11-26,19301
2017-11-27,19301
2017-11-28,19301
2017-11-29,19301
2017-11-30,19301
2017-12-01,20152
2017-12-02,20152
2017-12-03,20152
2017-12-04,20152
2017-12-05,20152
2017-12-06,20152
2017-12-07,20152
2017-12-08,20152
2017-12-09,20152
2017-12-10,20152
2017-12-11,20152
2017-12-12,20152
2017-12-14,20152
2017-12-15,20152
2017-12-17,20152
2017-12-18,20152
2017-12-19,20152
2017-12-20,20152
2017-12-21,20152
2017-12-22,20152
2017-12-23,20152
2017-12-24,20152
2017-12-25,20152
2017-12-26,20152
2017-12-27,20152
2017-12-28,20152
2017-12-29,20152
2017-12-30,20152
2017-12-31,20152
2018-01-01,20152
2018-01-02,20152
2018-01-03,20152
2018-01-04,20152
2018-01-05,20152
2018-01-06,20152
2018-01-07,20152
2018-01-08,20152
2018-01-09,20152
2018-01-10,20152
2018-01-11,20152
2018-01-12,20152
2018-01-13,20152
2018-01-14,20152
2018-01-15,20152
2018-01-16,20152
2018-01-17,20152
2018-01-18,20152
2018-01-19,20152
2018-01-20,20152
2018-01-21,20152
2018-01-22,20152
2018-01-23,20152
2018-01-25,20152
2018-01-26,20152
2018-01-27,20152
2018-01-28,20152
2018-01-29,21103
2018-01-31,21103
2018-02-01,21103
2018-02-02,21103
2018-02-03,21103
2018-02-04,21103
2018-02-05,21103
2018-02-06,21103
2018-02-07,21103
2018-02-08,21103
2018-02-09,21103
2018-02-10,21103
2018-02-11,21103
2018-02-12,21103
2018-02-13,21103
2018-02-14,21103
2018-02-15,21103
2018-02-16,21103
2018-02-17,21103
2018-02-18,21103
2018-02-19,21103
2018-02-20,21103
2018-02-21,21103
2018-02-22,21103
2018-02-23,21103
2018-02-24,21103
2018-02-25,21103
2018-02-26,21103
2018-02-27,21103
2018-03-01,21103
2018-03-02,21103
2018-03-03,21103
2018-03-04,21103
2018-03-05,21103
2018-03-06,21103
2018-03-07,21103
2018-03-08,21103
2018-03-09,21103
2018-03-10,21103
2018-03-11,21103
2018-03-12,21103
2018-03-13,21103
2018-03-14,21103
2018-03-15,21103
2018-03-16,21103
2018-03-17,21103
2018-03-18,21103
2018-03-19,21103
2018-03-20,22024
2018-03-21,22024
2018-03-23,22024
2018-03-24,22024
2018-03-26,22024
2018-03-27,22024
2018-03-28,22024
2018-03-29,22024
2018-03-30,22024
2018-03-31,22024
2018-04-01,22024
2018-04-02,22024
2018-04-03,22024
2018-04-04,22024
2018-04-05,22024
2018-04-06,22024
2018-04-07,22024
2018-04-08,22024
2018-04-09,22024
2018-04-10,22024
2018-04-11,22024
2018-04-12,22024
2018-04-13,22024
2018-04-14,22024
2018-04-15,22024
2018-04-16,22024
2018-04-17,22024
2018-04-18,22024
2018-04-19,22024
2018-04-20,22024
2018-04-21,22024
2018-04-22,22024
2018-04-23,22024
2018-04-24,22024
2018-04-25,22024
2018-04-26,22024
2018-04-27,22024
2018-04-28,22024
2018-04-29,22024
2018-04-30,22024
2018-05-01,22024
2018-05-04,22024
2018-05-05,22024
2018-05-06,22024
2018-05-07,22024
2018-05-08,22024
2018-05-09,22024
2018-05-10,22024
2018-05-11,22024
2018-05-12,22024
2018-05-13,22024
2018-05-14,22024
2018-05-15,22024
2018-05-16,22024
2018-05-17,22024
2018-05-18,22024
2018-05-19,22024
2018-05-20,22024
2018-05-21,22024
2018-05-22,23065
2018-05-23,23065
2018-05-24,23065
2018-05-25,23065
2018-05-26,23065
2018-05-27,23065
2018-05-28,23065
2018-05-29,23065
2018-05-30,23065
2018-05-31,23065
2018-06-01,23065
2018-06-02,23065
2018-06-03,23065
2018-06-04,23065
2018-06-05,23065
2018-06-06,23065
2018-06-07,23065
2018-06-08,23065
2018-06-09,23065
2018-06-10,23065
2018-06-11,23065
2018-06-12,23065
2018-06-13,23065
2018-06-14,23065
2018-06-15,23065
2018-06-16,23065
2018-06-17,23065
2018-06-18,23065
2018-06-19,23065
2018-06-20,23065
2018-06-21,23065
2018-06-22,23065
2018-06-23,23065
2018-06-24,23065
2018-06-25,23065
2018-06-26,23065
2018-06-27,23065
2018-06-28,23065
2018-06-29,23065
2018-06-30,23065
2018-07-01,23065
2018-07-02,23065
2018-07-03,23065
2018-07-04,23065
2018-07-05,23065
2018-07-06,23065
2018-07-07,24137
2018-07-08,24137
2018-07-09,24137
2018-07-10,24137
2018-07-11,24137
2018-07-12,24137
2018-07-13,24137
2018-07-14,24137
2018-07-15,24137
2018-07-16,24137
2018-07-17,24137
2018-07-18,24137
2018-07-19,24137
2018-07-20,24137
2018-07-21,24137
2018-07-22,24137
2018-07-23,24137
2018-07-24,24137
2018-07-25,24137
2018-07-26,24137
2018-07-27,24137
2018-07-28,24137
2018-07-29,24137
2018-07-30,24137
2018-07-31,24137
2018-08-01,24137
2018-08-02,24137
2018-08-03,24137
2018-08-04,24137
2018-08-05,24137
2018-08-06,24137
2018-08-07,24137
2018-08-08,24137
2018-08-09,24137
2018-08-10,24137
2018-08-11,24137
2018-08-12,24137
2018-08-14,24137
2018-08-16,24137
2018-08-17,24137
2018-08-18,24137
2018-08-19,24137
2018-08-20,25110
2018-08-21,25110
2018-08-22,25110
2018-08-23,25110
2018-08-24,25110
2018-08-25,25110
2018-08-26,25110
2018-08-27,25110
2018-08-28,25110
2018-08-29,25110
2018-08-30,25110
2018-08-31,25110
2018-09-01,25110
2018-09-02,25110
2018-09-03,25110
2018-09-04,25110
2018-09-05,25110
2018-09-06,25110
2018-09-07,25110
2018-09-08,25110
2018-09-09,25110
2018-09-10,25110
2018-09-11,25110
2018-09-12,25110
2018-09-13,25110
2018-09-14,25110
2018-09-15,25110
2018-09-16,25110
2018-09-17,25110
2018-09-18,25110
2018-09-19,25110
2018-09-20,25110
2018-09-21,25110
2018-09-22,25110
2018-09-23,25110
2018-09-24,25110
2018-09-25,25110
2018-09-26,25110
2018-09-27,25110
2018-09-28,25110
2018-09-29,25110
2018-09-30,25110
2018-10-02,25110
2018-10-03,25110
2018-10-04,25110
2018-10-05,26165
2018-10-06,26165
2018-10-07,26165
2018-10-08,26165
2018-10-09,26165
2018-10-10,26165
2018-10-11,26165
2018-10-12,26165
2018-10-13,26165
2018-10-14,26165
2018-10-15,26165
2018-10-16,26165
2018-10-17,26165
2018-10-18,26165
2018-10-19,26165
2018-10-20,26165
2018-10-21,26165
2018-10-22,26165
2018-10-23,26165
2018-10-24,26165
2018-10-25,26165
2018-10-26,26165
2018-10-27,26165
2018-10-28,26165
2018-10-29,26165
2018-10-30,26165
2018-10-31,26165
2018-11-01,26165
2018-11-03,26165
2018-11-04,26165
2018-11-05,26165
2018-11-06,26165
2018-11-07,26165
2018-11-08,26165
2018-11-09,26165
2018-11-10,26165
2018-11-11,26165
2018-11-12,26165
2018-11-13,26165
2018-11-14,26165
2018-11-15,26165
2018-11-16,26165
2018-11-17,26165
2018-11-18,26165
2018-11-19,26165
2018-11-20,27400
2018-11-21,27400
2018-11-22,27400
2018-11-23,27400
2018-11-24,27400
2018-11-25,27400
2018-11-26,27400
2018-11-27,27400
2018-11-28,27400
2018-11-29,27400
2018-12-01,27400
2018-12-02,27400
2018-12-03,27400
2018-12-04,27400
2018-12-05,27400
2018-12-07,27400
2018-12-09,27400
2018-12-10,27400
2018-12-11,27400
2018-12-12,27400
2018-12-13,27400
2018-12-14,27400
2018-12-15,27400
2018-12-16,27400
2018-12-17,27400
2018-12-18,27400
2018-12-19,27400
2018-12-20,27400
2018-12-21,27400
2018-12-22,27400
2018-12-23,27400
2018-12-24,27400
2018-12-25,27400
2018-12-26,27400
2018-12-27,27400
2018-12-28,27400
2018-12-29,27400
2018-12-30,27400
2018-12-31,28644
2019-01-01,28644
2019-01-02,28644
2019-01-03,28644
2019-01-04,28644
2019-01-05,28644
2019-01-06,28644
2019-01-08,28644
2019-01-10,28644
2019-01-11,28644
2019-01-12,28644
2019-01-13,28644
2019-01-14,28644
2019-01-15,28644
2019-01-16,28644
2019-01-17,28644
2019-01-18,28644
2019-01-19,28644
2019-01-20,28644
2019-01-21,28644
2019-01-22,29951
2019-01-23,29951
2019-01-24,29951
2019-01-25,29951
2019-01-26,29951
2019-01-27,29951
2019-01-28,29951
2019-01-29,29951
2019-01-30,29951
2019-01-31,29951
2019-02-01,29951
2019-02-02,29951
2019-02-03,29951
2019-02-04,29951
2019-02-05,29951
2019-02-06,29951
2019-02-07,29951
2019-02-08,29951
2019-02-09,29951
2019-02-10,29951
2019-02-11,29951
2019-02-12,29951
2019-02-13,29951
2019-02-14,29951
2019-02-15,29951
2019-02-16,29951
2019-02-17,29951
2019-02-18,31339
2019-02-19,31339
2019-02-20,31339
2019-02-21,31339
2019-02-22,31339
2019-02-23,31339
2019-02-24,31339
2019-02-25,31339
2019-02-26,31339
2019-02-27,31339
2019-02-28,31339
2019-03-01,31339
2019-03-02,31339
2019-03-03,31339
2019-03-04,31339
2019-03-05,31339
2019-03-06,31339
2019-03-07,31339
2019-03-08,31339
2019-03-09,31339
2019-03-10,31339
2019-03-11,31339
2019-03-12,31339
2019-03-13,31339
2019-03-14,31339
2019-03-15,31339
2019-03-16,31339
2019-03-17,31339
2019-03-18,31339
2019-03-19,31339
2019-03-20,31339
2019-03-21,31339
2019-03-22,31339
2019-03-23,31339
2019-03-24,31339
2019-03-25,31339
2019-03-26,31339
2019-03-27,31339
2019-03-28,31339
2019-03-29,32731
2019-03-30,32731
2019-03-31,32731
2019-04-01,32731
2019-04-02,32731
2019-04-03,32731
2019-04-04,32731
2019-04-05,32731
2019-04-06,32731
2019-04-07,32731
2019-04-08,32731
