date_obj,Blue%20wizard%20robe price
2015-08-19,3904
2015-08-20,4072
2015-08-21,4111
2015-08-22,3998
2015-08-23,3919
2015-08-24,3842
2015-08-25,3807
2015-08-26,3812
2015-08-27,3806
2015-08-28,3783
2015-08-29,3797
2015-08-30,3861
2015-08-31,3859
2015-09-01,380
2015-09-02,3961
2015-09-07,4193
2015-09-08,4187
2015-09-10,4124
2015-09-14,4079
2015-09-16,4108
2015-09-22,4227
2015-09-23,4128
2015-09-24,4086
2015-09-25,4100
2015-09-27,3990
2015-09-28,3825
2015-09-29,3769
2015-09-30,3826
2015-10-05,4071
2015-10-06,4038
2015-10-07,4130
2015-10-08,4179
2015-10-09,4182
2015-10-10,4280
2015-10-11,4263
2015-10-12,4244
2015-10-13,4271
2015-10-14,4331
2015-10-15,4344
2015-10-16,4357
2015-10-17,4244
2015-10-18,4193
2015-10-19,4111
2015-10-20,4052
2015-10-22,4110
2015-10-23,4222
2015-10-24,4339
2015-10-25,4405
2015-10-26,4427
2015-10-27,4385
2015-10-29,4447
2015-10-30,4486
2015-10-31,4457
2015-11-01,4406
2015-11-02,4376
2015-11-03,4389
2015-11-04,4404
2015-11-05,4566
2015-11-06,4714
2015-11-07,4756
2015-11-08,4847
2015-11-09,4885
2015-11-10,4807
2015-11-11,4786
2015-11-12,4766
2015-11-13,4885
2015-11-14,4906
2015-11-15,4927
2015-11-16,4870
2015-11-17,4862
2015-11-18,4732
2015-11-19,4605
2015-11-20,4489
2015-11-21,4453
2015-11-22,4528
2015-11-23,4521
2015-11-24,4511
2015-11-25,4483
2015-11-26,4460
2015-11-27,4499
2015-11-28,4544
2015-11-29,4527
2015-11-30,4491
2015-12-01,4455
2015-12-02,4438
2015-12-03,4340
2015-12-04,4287
2015-12-05,4186
2015-12-06,4089
2015-12-07,4013
2015-12-08,3910
2015-12-09,3946
2015-12-10,3877
2015-12-11,3878
2015-12-12,3911
2015-12-13,3915
2015-12-14,3957
2015-12-15,3923
2015-12-16,4000
2015-12-17,4060
2015-12-18,4096
2015-12-19,4136
2015-12-20,4170
2015-12-21,4154
2015-12-22,4226
2015-12-23,4287
2015-12-24,4389
2015-12-25,4435
2015-12-26,4465
2015-12-27,4452
2015-12-28,4455
2015-12-29,4615
2015-12-30,4693
2015-12-31,4704
2016-01-01,4589
2016-01-02,4529
2016-01-03,4527
2016-01-04,4502
2016-01-05,4516
2016-01-06,4488
2016-01-07,4412
2016-01-08,4412
2016-01-09,4364
2016-01-10,4429
2016-01-11,4624
2016-01-12,4729
2016-01-13,4707
2016-01-14,4655
2016-01-15,4569
2016-01-16,4555
2016-01-17,4466
2016-01-18,4385
2016-01-19,4345
2016-01-20,4425
2016-01-21,4484
2016-01-22,4544
2016-01-23,4623
2016-01-24,4676
2016-01-25,4593
2016-01-26,4450
2016-01-27,4374
2016-01-28,4354
2016-01-29,4308
2016-01-30,4264
2016-01-31,4263
2016-02-01,4395
2016-02-02,4575
2016-02-03,4655
2016-02-04,4759
2016-02-05,4830
2016-02-06,4836
2016-02-07,4885
2016-02-08,4855
2016-02-09,4829
2016-02-10,4770
2016-02-11,4839
2016-02-12,4779
2016-02-13,4832
2016-02-14,4872
2016-02-15,4890
2016-02-16,4845
2016-02-17,4731
2016-02-18,4618
2016-02-19,4506
2016-02-20,4432
2016-02-21,4347
2016-02-22,4369
2016-02-23,4419
2016-02-24,4318
2016-02-25,4248
2016-02-26,4243
2016-02-27,4316
2016-02-28,4431
2016-02-29,4485
2016-03-01,4468
2016-03-02,4434
2016-03-03,4444
2016-03-04,4519
2016-03-05,4557
2016-03-06,4531
2016-03-07,4524
2016-03-08,4573
2016-03-09,4696
2016-03-10,4717
2016-03-11,4731
2016-03-12,4766
2016-03-13,4837
2016-03-14,4797
2016-03-15,4745
2016-03-16,4721
2016-03-17,4660
2016-03-18,4592
2016-03-19,4480
2016-03-20,4353
2016-03-21,4299
2016-03-22,4236
2016-03-23,4332
2016-03-24,4437
2016-03-25,4559
2016-03-26,4625
2016-03-27,4494
2016-03-28,4509
2016-03-29,4535
2016-03-30,4510
2016-03-31,4581
2016-04-01,4575
2016-04-02,4526
2016-04-03,4471
2016-04-04,4490
2016-04-05,4442
2016-04-06,4584
2016-04-07,4610
2016-04-08,4620
2016-04-09,4691
2016-04-10,4800
2016-04-11,4874
2016-04-12,4753
2016-04-13,4659
2016-04-14,4497
2016-04-15,4428
2016-04-16,4409
2016-04-17,4345
2016-04-18,4304
2016-04-19,4281
2016-04-20,4325
2016-04-21,4419
2016-04-22,4524
2016-04-23,4733
2016-04-24,4878
2016-04-25,4859
2016-04-26,4839
2016-04-27,4934
2016-04-28,4880
2016-04-29,4840
2016-04-30,4943
2016-05-01,4958
2016-05-02,5079
2016-05-03,5034
2016-05-04,4982
2016-05-05,4935
2016-05-06,4844
2016-05-07,4736
2016-05-08,4654
2016-05-09,4563
2016-05-10,4505
2016-05-11,4498
2016-05-12,4580
2016-05-13,4635
2016-05-14,4509
2016-05-15,4627
2016-05-16,4606
2016-05-17,4644
2016-05-18,4736
2016-05-19,4701
2016-05-22,4746
2016-05-23,4735
2016-05-24,4685
2016-05-25,4674
2016-05-26,4598
2016-05-27,4469
2016-05-28,4397
2016-05-29,4316
2016-05-30,4344
2016-05-31,4376
2016-06-01,4326
2016-06-02,4278
2016-06-03,4242
2016-06-04,4226
2016-06-05,4247
2016-06-06,4253
2016-06-07,4195
2016-06-08,4278
2016-06-09,4265
2016-06-10,4259
2016-06-11,4225
2016-06-12,4258
2016-06-13,4212
2016-06-14,4153
2016-06-15,4123
2016-06-16,4108
2016-06-17,4052
2016-06-18,4122
2016-06-19,4050
2016-06-20,3994
2016-06-21,3934
2016-06-22,3904
2016-06-23,3876
2016-06-24,3856
2016-06-25,3893
2016-06-26,3840
2016-06-27,3849
2016-06-28,3901
2016-06-29,3810
2016-06-30,3750
2016-07-01,3689
2016-07-02,3662
2016-07-03,3765
2016-07-04,3844
2016-07-05,3805
2016-07-06,3816
2016-07-07,3836
2016-07-08,3898
2016-07-09,3846
2016-07-10,3756
2016-07-11,3644
2016-07-12,3613
2016-07-13,3589
2016-07-14,3567
2016-07-15,3651
2016-07-16,3635
2016-07-17,3632
2016-07-18,3632
2016-07-23,3967
2016-07-24,4071
2016-07-25,4005
2016-07-26,4075
2016-07-27,4088
2016-07-28,4050
2016-07-29,4094
2016-07-30,4089
2016-07-31,4117
2016-08-01,4007
2016-08-02,3887
2016-08-03,3784
2016-08-04,3824
2016-08-05,3706
2016-08-06,3782
2016-08-07,3744
2016-08-08,3658
2016-08-09,3728
2016-08-10,3817
2016-08-11,3820
2016-08-12,3802
2016-08-13,3748
2016-08-14,3725
2016-08-15,3636
2016-08-16,3626
2016-08-17,3705
2016-08-18,3631
2016-08-19,3674
2016-08-20,3709
2016-08-21,3695
2016-08-22,3709
2016-08-23,3685
2016-08-24,3660
2016-08-25,3666
2016-08-26,3666
2016-08-28,3680
2016-08-31,3743
2016-09-01,3734
2016-09-02,3734
2016-09-03,3766
2016-09-04,3757
2016-09-05,3695
2016-09-06,3686
2016-09-07,3601
2016-09-08,3469
2016-09-09,3438
2016-09-10,3320
2016-09-11,3216
2016-09-12,3200
2016-09-13,3148
2016-09-14,3200
2016-09-15,3256
2016-09-16,3325
2016-09-17,3343
2016-09-18,3327
2016-09-19,3279
2016-09-20,3332
2016-09-21,3246
2016-09-22,3170
2016-09-23,3107
2016-09-24,3107
2016-09-25,3123
2016-09-26,3176
2016-09-27,3269
2016-09-28,3425
2016-09-29,3495
2016-09-30,3494
2016-10-01,3456
2016-10-02,3391
2016-10-03,3329
2016-10-04,3262
2016-10-05,3197
2016-10-06,3178
2016-10-07,3155
2016-10-08,3127
2016-10-09,3130
2016-10-10,3133
2016-10-11,3119
2016-10-12,3184
2016-10-13,3156
2016-10-14,3154
2016-10-15,3122
2016-10-16,3154
2016-10-17,3132
2016-10-18,3098
2016-10-19,3114
2016-10-20,3095
2016-10-21,3030
2016-10-22,3010
2016-10-23,2984
2016-10-24,2994
2016-10-25,3038
2016-10-26,3103
2016-10-27,3128
2016-10-28,3131
2016-10-29,3084
2016-10-30,3067
2016-10-31,3037
2016-11-01,2976
2016-11-02,2927
2016-11-03,2903
2016-11-04,2910
2016-11-05,2883
2016-11-06,2911
2016-11-07,2952
2016-11-08,2941
2016-11-09,2954
2016-11-10,2932
2016-11-11,2950
2016-11-12,2918
2016-11-13,2817
2016-11-14,2855
2016-11-15,2893
2016-12-07,2964
2016-12-08,3105
2016-12-09,3228
2016-12-10,3304
2016-12-11,3284
2016-12-12,3294
2016-12-13,3347
2016-12-14,3331
2016-12-15,3342
2016-12-16,3369
2016-12-17,3286
2016-12-18,3303
2016-12-19,3251
2016-12-20,3311
2016-12-21,3319
2016-12-22,3312
2016-12-23,3308
2016-12-24,3310
2016-12-25,3274
2016-12-26,3265
2016-12-27,3255
2016-12-28,3229
2016-12-29,3181
2016-12-30,3141
2016-12-31,3169
2017-01-01,3132
2017-01-02,3140
2017-01-03,3179
2017-01-04,3182
2017-01-05,3147
2017-01-06,3186
2017-01-07,3238
2017-01-08,3260
2017-01-09,3272
2017-01-10,3266
2017-01-11,3305
2017-01-12,3321
2017-01-13,3322
2017-01-14,3336
2017-01-15,3350
2017-01-16,3357
2017-01-17,3347
2017-01-18,3365
2017-01-19,3331
2017-01-20,3288
2017-01-21,3245
2017-01-22,3207
2017-01-23,3133
2017-01-27,3226
2017-01-28,3209
2017-01-29,3218
2017-01-30,3226
2017-01-31,3190
2017-02-01,3216
2017-02-02,3191
2017-02-03,3159
2017-02-04,3122
2017-02-05,3052
2017-02-06,2994
2017-02-07,2932
2017-02-08,2860
2017-02-09,2792
2017-02-10,2805
2017-02-11,2854
2017-02-12,2858
2017-02-13,2822
2017-02-14,2915
2017-02-15,3016
2017-02-16,3142
2017-02-18,3408
2017-02-19,3524
2017-02-20,3562
2017-02-21,3613
2017-02-22,3576
2017-02-23,3556
2017-02-24,3520
2017-02-25,3533
2017-02-26,3542
2017-02-27,3486
2017-02-28,3385
2017-03-01,3253
2017-03-02,3162
2017-03-03,3084
2017-03-04,3093
2017-03-05,3083
2017-03-06,3080
2017-03-07,3090
2017-03-08,3084
2017-03-09,3122
2017-03-10,3154
2017-03-11,3144
2017-03-12,3129
2017-03-13,3124
2017-03-14,3163
2017-03-15,3149
2017-03-16,3167
2017-03-17,3191
2017-03-18,3202
2017-03-19,3290
2017-03-20,3424
2017-03-21,3547
2017-03-22,3567
2017-03-23,3562
2017-03-24,3642
2017-03-25,3614
2017-03-26,3525
2017-03-27,3462
2017-03-28,3367
2017-03-29,3301
2017-03-30,3247
2017-03-31,3256
2017-04-01,3234
2017-04-02,3252
2017-04-03,3272
2017-04-04,3334
2017-04-12,3593
2017-04-13,3665
2017-04-14,3694
2017-04-15,3645
2017-04-16,3715
2017-04-17,3770
2017-04-18,3767
2017-04-19,3720
2017-04-20,3668
2017-04-21,3667
2017-04-22,3720
2017-04-23,3759
2017-04-24,3674
2017-04-25,3671
2017-04-26,3587
2017-04-27,3574
2017-04-28,3616
2017-04-29,3667
2017-04-30,3689
2017-05-01,3744
2017-05-02,3742
2017-05-03,3578
2017-05-04,3569
2017-05-05,3587
2017-05-06,3515
2017-05-07,3451
2017-05-08,3410
2017-05-09,3352
2017-05-10,3237
2017-05-11,3103
2017-05-12,3041
2017-05-13,3020
2017-05-14,3048
2017-05-15,3022
2017-05-16,2953
2017-05-17,2996
2017-05-18,2994
2017-05-19,3050
2017-05-20,3077
2017-05-21,3119
2017-05-22,3097
2017-05-23,3105
2017-05-24,3089
2017-05-25,3065
2017-05-26,3021
2017-05-27,2965
2017-05-28,2973
2017-05-29,2937
2017-05-30,2883
2017-05-31,2834
2017-06-01,2789
2017-06-02,2712
2017-06-03,2707
2017-06-04,2755
2017-06-05,2757
2017-06-06,2806
2017-06-07,2783
2017-06-08,2801
2017-06-09,2797
2017-06-10,2880
2017-06-11,2921
2017-06-12,2973
2017-06-13,2989
2017-06-14,2984
2017-06-15,2979
2017-06-16,2961
2017-06-17,2970
2017-06-18,2936
2017-06-19,3005
2017-06-20,3011
2017-06-21,3011
2017-06-22,2965
2017-06-23,2955
2017-06-24,2995
2017-06-25,2949
2017-06-26,2945
2017-06-27,2976
2017-06-28,2933
2017-06-29,2906
2017-06-30,2933
2017-07-01,2996
2017-07-02,3016
2017-07-03,3043
2017-07-04,3037
2017-07-05,3082
2017-07-06,3075
2017-07-07,3062
2017-07-08,3116
2017-07-13,2953
2017-07-14,2961
2017-07-15,2953
2017-07-16,2867
2017-07-17,2801
2017-07-18,2736
2017-07-19,2684
2017-07-20,2576
2017-07-21,2511
2017-07-22,2547
2017-07-23,2624
2017-07-24,2649
2017-07-25,2657
2017-07-26,2738
2017-07-27,2779
2017-07-28,2852
2017-07-29,2906
2017-07-30,2848
2017-07-31,2786
2017-08-01,2759
2017-08-02,2762
2017-08-03,2759
2017-08-04,2804
2017-08-05,2738
2017-08-06,2777
2017-08-09,2559
2017-08-10,2483
2017-08-11,2421
2017-08-12,2361
2017-08-13,2357
2017-08-14,2294
2017-08-15,2285
2017-08-16,2294
2017-08-17,2283
2017-08-18,2204
2017-08-19,2155
2017-08-20,2157
2017-08-21,2153
2017-08-22,2156
2017-08-23,2190
2017-08-24,2245
2017-08-25,2262
2017-08-26,2307
2017-08-27,2264
2017-08-28,2299
2017-08-29,2328
2017-08-30,2318
2017-08-31,2354
2017-09-01,2403
2017-09-02,2435
2017-09-03,2410
2017-09-04,2403
2017-09-05,2403
2017-09-06,2331
2017-09-07,2304
2017-09-08,2241
2017-09-09,2159
2017-09-10,2126
2017-09-11,2115
2017-09-12,2108
2017-09-13,2111
2017-09-14,2127
2017-09-15,2087
2017-09-16,2065
2017-09-17,2082
2017-09-18,2079
2017-09-19,2074
2017-09-20,2085
2017-09-22,2124
2017-09-23,2182
2017-09-24,2210
2017-09-25,2252
2017-09-26,2328
2017-09-27,2317
2017-09-28,2340
2017-09-29,2264
2017-09-30,2203
2017-10-01,2239
2017-10-02,2212
2017-10-03,2217
2017-10-04,2218
2017-10-05,2205
2017-10-06,2222
2017-10-07,2230
2017-10-08,2252
2017-10-09,2245
2017-10-10,2235
2017-10-11,2227
2017-10-12,2210
2017-10-13,2162
2017-10-14,2100
2017-10-15,2086
2017-10-16,2064
2017-10-17,1996
2017-10-18,2025
2017-10-19,2050
2017-10-20,2036
2017-10-21,2044
2017-10-22,2047
2017-10-23,2077
2017-10-24,2079
2017-10-25,2072
2017-10-26,2050
2017-10-27,2019
2017-10-28,2020
2017-10-29,1995
2017-10-30,2028
2017-10-31,2038
2017-11-01,2086
2017-11-02,2135
2017-11-03,2154
2017-11-04,2165
2017-11-05,2178
2017-11-06,2157
2017-11-07,2131
2017-11-08,2146
2017-11-09,2180
2017-11-10,2229
2017-11-11,2283
2017-11-12,2311
2017-11-13,2301
2017-11-14,2262
2017-11-15,2233
2017-11-16,2213
2017-11-17,2201
2017-11-18,2214
2017-11-19,2234
2017-11-20,2223
2017-11-21,2233
2017-11-22,2253
2017-11-23,2255
2017-11-24,2298
2017-11-25,2396
2017-11-26,2507
2017-11-27,2574
2017-11-28,2567
2017-11-29,2502
2017-11-30,2468
2017-12-01,2540
2017-12-02,2667
2017-12-03,2786
2017-12-04,2831
2017-12-05,2961
2017-12-06,3097
2017-12-07,3188
2017-12-08,3133
2017-12-09,3097
2017-12-10,3029
2017-12-11,2950
2017-12-12,2835
2017-12-13,2717
2017-12-14,2606
2017-12-15,2516
2017-12-16,2475
2017-12-17,2430
2017-12-18,2458
2017-12-19,2434
2017-12-20,2448
2017-12-21,2424
2017-12-22,2441
2017-12-23,2440
2017-12-24,2443
2017-12-25,2415
2017-12-26,2405
2017-12-27,2425
2017-12-28,2445
2017-12-29,2421
2017-12-30,2463
2017-12-31,2537
2018-01-01,2657
2018-01-02,2772
2018-01-03,2864
2018-01-04,2970
2018-01-05,3049
2018-01-06,3133
2018-01-07,3152
2018-01-08,3056
2018-01-09,2915
2018-01-10,2781
2018-01-11,2645
2018-01-12,2512
2018-01-13,2412
2018-01-14,2424
2018-01-15,2379
2018-01-16,2411
2018-01-17,2430
2018-01-18,2421
2018-01-19,2464
2018-01-20,2461
2018-01-21,2497
2018-01-22,2478
2018-01-23,2486
2018-01-24,2537
2018-01-25,2576
2018-01-26,2563
2018-01-27,2521
2018-01-28,2529
2018-01-29,2510
2018-01-30,2560
2018-01-31,2591
2018-02-01,2560
2018-02-02,2542
2018-02-03,2615
2018-02-04,2651
2018-02-05,2681
2018-02-06,2712
2018-02-07,2684
2018-02-08,2619
2018-02-09,2561
2018-02-10,2595
2018-02-11,2610
2018-02-12,2620
2018-02-13,2619
2018-02-14,2645
2018-02-15,2608
2018-02-16,2658
2018-02-17,2692
2018-02-18,2736
2018-02-19,2755
2018-02-20,2788
2018-02-21,2808
2018-02-22,2820
2018-02-23,2792
2018-02-24,2844
2018-02-25,2806
2018-02-26,2758
2018-02-27,2693
2018-02-28,2670
2018-03-01,2696
2018-03-02,2669
2018-03-03,2655
2018-03-04,2619
2018-03-05,2604
2018-03-06,2560
2018-03-07,2587
2018-03-08,2584
2018-03-09,2620
2018-03-10,2648
2018-03-11,2646
2018-03-12,2631
2018-03-13,2657
2018-03-14,2719
2018-03-15,2754
2018-03-16,2729
2018-03-17,2792
2018-03-18,2808
2018-03-20,2758
2018-03-21,2760
2018-03-23,2705
2018-03-24,2704
2018-03-25,2728
2018-03-26,2742
2018-03-27,2715
2018-03-28,2693
2018-03-29,2725
2018-03-30,2725
2018-03-31,2719
2018-04-01,2718
2018-04-02,2696
2018-04-03,2745
2018-04-04,2778
2018-04-05,2689
2018-04-06,2737
2018-04-07,2796
2018-04-08,2773
2018-04-09,2752
2018-04-10,2749
2018-04-11,2746
2018-04-12,2743
2018-04-13,2726
2018-04-14,2759
2018-04-15,2717
2018-04-16,2668
2018-04-17,2641
2018-04-18,2655
2018-04-19,2628
2018-04-20,2628
2018-04-21,2679
2018-04-22,2677
2018-04-23,2696
2018-04-24,2680
2018-04-25,2718
2018-04-26,2752
2018-04-27,2751
2018-04-28,2734
2018-04-29,2730
2018-04-30,2721
2018-05-01,2758
2018-05-02,2858
2018-05-03,2987
2018-05-04,2996
2018-05-05,2930
2018-05-06,2931
2018-05-07,2850
2018-05-08,2801
2018-05-09,2787
2018-05-10,2828
2018-05-11,2861
2018-05-12,2850
2018-05-13,2829
2018-05-14,2792
2018-05-15,2817
2018-05-16,2842
2018-05-17,2822
2018-05-18,2756
2018-05-19,2766
2018-05-20,2763
2018-05-21,2793
2018-05-22,2726
2018-05-23,2654
2018-05-24,2675
2018-05-25,2679
2018-05-26,2689
2018-05-27,2712
2018-05-28,2693
2018-05-29,2673
2018-05-30,2620
2018-05-31,2660
2018-06-01,2664
2018-06-02,2608
2018-06-03,2563
2018-06-04,2529
2018-06-05,2507
2018-06-06,2493
2018-06-07,2477
2018-06-08,2468
2018-06-09,2471
2018-06-10,2462
2018-06-11,2448
2018-06-12,2430
2018-06-13,2424
2018-06-14,2452
2018-06-15,2442
2018-06-16,2469
2018-06-17,2453
2018-06-18,2451
2018-06-19,2444
2018-06-20,2410
2018-06-21,2423
2018-06-22,2405
2018-06-23,2382
2018-06-24,2399
2018-06-25,2425
2018-06-26,2417
2018-06-27,2407
2018-06-28,2439
2018-06-29,2433
2018-06-30,2457
2018-07-01,2499
2018-07-02,2520
2018-07-03,2486
2018-07-04,2453
2018-07-05,2444
2018-07-06,2472
2018-07-07,2473
2018-07-08,2525
2018-07-09,2515
2018-07-10,2521
2018-07-11,2522
2018-07-12,2545
2018-07-13,2579
2018-07-14,2592
2018-07-15,2590
2018-07-16,2578
2018-07-17,2586
2018-07-18,2610
2018-07-19,2568
2018-07-20,2541
2018-07-21,2545
2018-07-22,2530
2018-07-23,2566
2018-07-24,2561
2018-07-25,2567
2018-07-26,2622
2018-07-27,2614
2018-07-28,2586
2018-07-29,2594
2018-07-30,2600
2018-07-31,2661
2018-08-01,2692
2018-08-02,2685
2018-08-03,2708
2018-08-04,2726
2018-08-05,2748
2018-08-06,2844
2018-08-07,2954
2018-08-08,2887
2018-08-09,2800
2018-08-10,2829
2018-08-11,2868
2018-08-12,2916
2018-08-14,2863
2018-08-16,2917
2018-08-17,3057
2018-08-18,3150
2018-08-19,3209
2018-08-20,3301
2018-08-21,3330
2018-08-22,3351
2018-08-23,3362
2018-08-24,3382
2018-08-25,3405
2018-08-26,3496
2018-08-27,3518
2018-08-28,3436
2018-08-29,3391
2018-08-30,3280
2018-08-31,3278
2018-09-01,3228
2018-09-02,3235
2018-09-03,3251
2018-09-04,3204
2018-09-05,3161
2018-09-06,3190
2018-09-07,3203
2018-09-08,3176
2018-09-09,3148
2018-09-10,3067
2018-09-11,3032
2018-09-12,3078
2018-09-13,3069
2018-09-14,3034
2018-09-15,2972
2018-09-16,2949
2018-09-17,2893
2018-09-18,2900
2018-09-19,2933
2018-09-20,2949
2018-09-21,2977
2018-09-22,2992
2018-09-23,2996
2018-09-24,2958
2018-09-25,2944
2018-09-26,2961
2018-09-27,2959
2018-09-28,2913
2018-09-29,2887
2018-09-30,2855
2018-10-01,2863
2018-10-02,2866
2018-10-03,2882
2018-10-04,2858
2018-10-05,2823
2018-10-06,2894
2018-10-07,2994
2018-10-08,3144
2018-10-09,3302
2018-10-10,3421
2018-10-11,3487
2018-10-12,3500
2018-10-13,3585
2018-10-14,3610
2018-10-15,3614
2018-10-16,3491
2018-10-17,3387
2018-10-18,3272
2018-10-19,3126
2018-10-20,2969
2018-10-21,2823
2018-10-22,2769
2018-10-23,2662
2018-10-24,2599
2018-10-25,2585
2018-10-26,2509
2018-10-27,2488
2018-10-28,2483
2018-10-29,2484
2018-10-30,2529
2018-10-31,2633
2018-11-01,2692
2018-11-03,2879
2018-11-04,2992
2018-11-05,3078
2018-11-06,3219
2018-11-07,3380
2018-11-08,3519
2018-11-09,3639
2018-11-10,3809
2018-11-11,3988
2018-11-12,4075
2018-11-13,3944
2018-11-15,3614
2018-11-16,3494
2018-11-17,3383
2018-11-18,3257
2018-11-19,3116
2018-11-20,2976
2018-11-21,2827
2018-11-22,2702
2018-11-23,2658
2018-11-24,2595
2018-11-25,2570
2018-11-26,2531
2018-11-27,2488
2018-11-28,2453
2018-11-29,2475
2018-12-01,2444
2018-12-02,2479
2018-12-03,2462
2018-12-04,2438
2018-12-05,2410
2018-12-07,2312
2018-12-09,2323
2018-12-10,2296
2018-12-11,2281
2018-12-12,2242
2018-12-13,2212
2018-12-14,2211
2018-12-15,2139
2018-12-16,2114
2018-12-17,2110
2018-12-18,2086
2018-12-19,2081
2018-12-20,2041
2018-12-21,2027
2018-12-22,2023
2018-12-23,2024
2018-12-24,2044
2018-12-25,2023
2018-12-26,2035
2018-12-27,2028
2018-12-28,2039
2018-12-29,2049
2018-12-30,2059
2018-12-31,2078
2019-01-01,2142
2019-01-02,2219
2019-01-03,2249
2019-01-04,2200
2019-01-05,2203
2019-01-06,2276
2019-01-08,2378
2019-01-10,2258
2019-01-11,2179
2019-01-12,2139
2019-01-13,2117
2019-01-14,2067
2019-01-15,2025
2019-01-16,1996
2019-01-17,1966
2019-01-18,1922
2019-01-19,1909
2019-01-20,1910
2019-01-21,1945
2019-01-22,1999
2019-01-23,2025
2019-01-24,2037
2019-01-25,2068
2019-01-26,2119
2019-01-27,2111
2019-01-28,2108
2019-01-29,2096
2019-01-30,2069
2019-01-31,2041
2019-02-01,2030
2019-02-02,2009
2019-02-03,1993
2019-02-04,2003
2019-02-05,2015
2019-02-06,2000
2019-02-07,1973
2019-02-08,1921
2019-02-09,1906
2019-02-10,1904
2019-02-11,1906
2019-02-12,1918
2019-02-13,1939
2019-02-14,1942
2019-02-15,1963
2019-02-16,1963
2019-02-17,2008
2019-02-18,2057
2019-02-19,2077
2019-02-20,2073
2019-02-21,2009
2019-02-22,2004
2019-02-23,1963
2019-02-24,1968
2019-02-25,1959
2019-02-26,1960
2019-02-27,1923
2019-02-28,1921
2019-03-01,1931
2019-03-02,1944
2019-03-03,1894
2019-03-04,1893
2019-03-05,1913
2019-03-06,1932
2019-03-07,1960
2019-03-08,2020
2019-03-09,2096
2019-03-10,2128
2019-03-11,2200
2019-03-12,2253
2019-03-13,2203
2019-03-14,2144
2019-03-15,2096
2019-03-16,2066
2019-03-17,2043
2019-03-18,2050
