date_obj,Maple%20seed price
2016-01-05,55106
2016-01-06,56744
2016-01-07,58147
2016-01-08,59472
2016-01-09,60276
2016-01-10,59958
2016-01-11,60235
2016-01-12,61544
2016-01-13,64541
2016-01-14,67596
2016-01-15,66798
2016-01-16,65136
2016-01-17,66247
2016-01-18,65788
2016-01-19,64898
2016-01-20,63941
2016-01-21,64351
2016-01-22,63709
2016-01-23,61141
2016-01-24,58083
2016-01-25,55189
2016-01-26,52699
2016-01-27,52108
2016-01-28,53544
2016-01-29,53802
2016-01-30,53508
2016-01-31,51866
2016-02-01,50852
2016-02-02,50821
2016-02-03,49821
2016-02-04,50666
2016-02-05,50788
2016-02-06,50334
2016-02-07,51017
2016-02-08,50928
2016-02-09,52407
2016-02-10,52455
2016-02-11,52827
2016-02-12,53096
2016-02-13,52883
2016-02-14,51948
2016-02-15,52163
2016-02-16,52575
2016-02-17,51585
2016-02-18,49032
2016-02-19,46679
2016-02-20,46849
2016-02-21,47811
2016-02-22,47353
2016-02-23,49621
2016-02-24,51392
2016-02-25,51006
2016-02-26,51346
2016-02-27,50758
2016-02-28,50995
2016-02-29,51300
2016-03-01,51168
2016-03-02,50952
2016-03-03,51603
2016-03-04,51483
2016-03-05,50640
2016-03-06,50788
2016-03-07,51112
2016-03-08,51900
2016-03-09,51993
2016-03-10,51518
2016-03-11,52706
2016-03-12,53866
2016-03-13,54126
2016-03-14,55080
2016-03-15,55076
2016-03-16,54851
2016-03-17,53680
2016-03-18,55369
2016-03-19,56227
2016-03-20,55017
2016-03-21,53739
2016-03-22,54354
2016-03-23,55409
2016-03-24,55009
2016-03-25,54229
2016-03-26,53789
2016-03-27,51438
2016-03-28,50940
2016-03-29,51254
2016-03-30,51254
2016-03-31,51408
2016-04-01,51933
2016-04-02,52110
2016-04-03,50700
2016-04-04,52173
2016-04-05,52396
2016-04-06,52879
2016-04-07,53197
2016-04-08,53468
2016-04-09,51407
2016-04-10,50568
2016-04-11,50568
2016-04-12,51556
2016-04-13,51751
2016-04-14,51620
2016-04-15,50802
2016-04-16,49605
2016-04-17,49254
2016-04-18,47817
2016-04-19,48217
2016-04-20,47859
2016-04-21,47921
2016-04-22,47988
2016-04-23,47228
2016-04-24,46902
2016-04-25,45808
2016-04-26,44953
2016-04-27,45590
2016-04-28,45194
2016-04-29,44379
2016-04-30,43932
2016-05-01,44096
2016-05-02,45765
2016-05-03,46322
2016-05-04,47186
2016-05-05,48429
2016-05-06,48480
2016-05-07,48787
2016-05-08,46871
2016-05-09,45019
2016-05-10,43467
2016-05-11,42441
2016-05-12,41364
2016-05-13,41571
2016-05-14,43053
2016-05-15,43599
2016-05-16,41942
2016-05-17,41226
2016-05-18,40350
2016-05-19,41144
2016-05-22,41749
2016-05-23,41055
2016-05-24,41307
2016-05-25,42713
2016-05-26,44413
2016-05-27,43858
2016-05-28,43575
2016-05-29,43823
2016-05-30,43607
2016-05-31,43966
2016-06-01,43923
2016-06-02,44869
2016-06-03,46294
2016-06-04,46176
2016-06-05,46560
2016-06-06,47127
2016-06-07,48056
2016-06-08,49359
2016-06-09,50953
2016-06-10,51730
2016-06-11,52582
2016-06-12,52622
2016-06-13,52716
2016-06-14,53081
2016-06-15,53886
2016-06-16,53815
2016-06-17,53307
2016-06-18,52545
2016-06-19,50652
2016-06-20,51470
2016-06-21,51005
2016-06-22,50510
2016-06-23,50692
2016-06-24,51171
2016-06-25,51061
2016-06-26,51723
2016-06-27,51536
2016-06-28,51331
2016-06-29,51040
2016-06-30,50544
2016-07-01,50479
2016-07-02,51088
2016-07-03,50985
2016-07-04,51834
2016-07-05,52271
2016-07-06,52210
2016-07-07,52662
2016-07-08,52167
2016-07-09,50915
2016-07-10,53322
2016-07-11,54593
2016-07-12,55403
2016-07-13,56854
2016-07-14,57641
2016-07-15,58125
2016-07-16,60958
2016-07-17,63504
2016-07-18,64427
2016-07-23,53701
2016-07-24,51098
2016-07-25,49243
2016-07-26,46901
2016-07-27,44727
2016-07-28,43507
2016-07-29,45179
2016-07-30,47438
2016-07-31,49810
2016-08-01,50604
2016-08-02,48970
2016-08-03,49456
2016-08-04,50035
2016-08-05,52287
2016-08-06,51304
2016-08-07,52230
2016-08-08,52372
2016-08-09,51259
2016-08-10,50644
2016-08-11,50847
2016-08-12,51306
2016-08-13,51026
2016-08-14,50971
2016-08-15,51209
2016-08-16,52446
2016-08-17,53379
2016-08-18,51811
2016-08-19,51759
2016-08-20,49641
2016-08-21,49123
2016-08-22,50118
2016-08-23,49903
2016-08-24,48355
2016-08-25,46403
2016-08-26,45159
2016-08-28,46911
2016-08-31,46371
2016-09-01,47312
2016-09-02,47312
2016-09-03,48394
2016-09-04,48627
2016-09-05,48693
2016-09-06,48854
2016-09-07,48059
2016-09-08,45656
2016-09-09,43373
2016-09-10,41204
2016-09-11,39143
2016-09-12,37185
2016-09-13,35325
2016-09-14,33559
2016-09-15,31881
2016-09-16,30286
2016-09-17,28771
2016-09-18,27332
2016-09-19,25965
2016-09-20,24666
2016-09-21,23432
2016-09-22,22260
2016-09-23,21147
2016-09-24,20089
2016-09-25,19084
2016-09-26,18129
2016-09-27,17222
2016-09-28,16360
2016-09-29,15542
2016-09-30,14764
2016-10-01,14025
2016-10-02,13323
2016-10-03,12656
2016-10-04,12246
2016-10-05,12857
2016-10-06,13500
2016-10-07,13965
2016-10-08,13485
2016-10-09,12810
2016-10-10,12221
2016-10-11,11641
2016-10-12,11085
2016-10-13,10560
2016-10-14,10413
2016-10-15,10746
2016-10-16,11265
2016-10-17,11829
2016-10-18,12398
2016-10-19,13005
2016-10-20,13656
2016-10-21,14339
2016-10-22,15050
2016-10-23,15802
2016-10-24,16592
2016-10-25,17421
2016-10-26,17827
2016-10-27,17234
2016-10-28,16683
2016-10-29,16778
2016-10-30,17032
2016-10-31,17673
2016-11-01,18465
2016-11-02,19276
2016-11-03,19888
2016-11-04,20066
2016-11-05,20290
2016-11-06,20948
2016-11-07,20690
2016-11-08,20293
2016-11-09,20889
2016-11-10,21911
2016-11-11,22771
2016-11-12,23297
2016-11-13,23602
2016-11-14,24727
2016-12-07,29313
2016-12-08,29629
2016-12-09,29813
2016-12-10,29408
2016-12-11,29671
2016-12-12,29866
2016-12-13,29644
2016-12-14,28200
2016-12-15,27199
2016-12-16,26606
2016-12-17,25686
2016-12-18,24401
2016-12-19,23994
2016-12-20,23648
2016-12-21,24640
2016-12-22,25690
2016-12-23,26664
2016-12-24,27988
2016-12-25,29385
2016-12-26,29020
2016-12-27,28997
2016-12-28,29618
2016-12-29,29418
2016-12-30,29681
2016-12-31,30209
2017-01-01,31015
2017-01-02,31661
2017-01-03,33012
2017-01-04,33541
2017-01-05,31925
2017-01-06,32155
2017-01-07,30566
2017-01-08,31665
2017-01-09,32974
2017-01-10,34619
2017-01-11,36306
2017-01-12,36691
2017-01-13,36749
2017-01-14,36453
2017-01-15,36073
2017-01-16,36031
2017-01-17,36440
2017-01-18,37998
2017-01-19,38526
2017-01-20,39613
2017-01-21,38786
2017-01-22,37752
2017-01-27,42963
2017-01-28,41610
2017-01-29,39734
2017-01-30,40954
2017-01-31,40784
2017-02-01,40262
2017-02-02,41298
2017-02-03,40863
2017-02-04,40186
2017-02-05,40615
2017-02-06,39966
2017-02-07,38396
2017-02-08,36855
2017-02-09,36340
2017-02-10,37558
2017-02-11,38891
2017-02-12,39217
2017-02-13,39186
2017-02-14,39960
2017-02-15,40229
2017-02-16,40853
2017-02-18,40758
2017-02-19,39430
2017-02-20,39664
2017-02-21,39680
2017-02-22,40321
2017-02-23,40527
2017-02-24,39338
2017-02-25,40033
2017-02-26,40718
2017-02-27,41036
2017-02-28,41934
2017-03-01,43523
2017-03-02,42711
2017-03-03,43434
2017-03-04,44630
2017-03-05,45341
2017-03-06,43991
2017-03-07,42922
2017-03-08,43251
2017-03-09,44748
2017-03-10,43390
2017-03-11,42801
2017-03-12,43069
2017-03-13,42971
2017-03-14,42868
2017-03-15,43185
2017-03-16,45324
2017-03-17,47046
2017-03-18,48597
2017-03-19,48448
2017-03-20,49151
2017-03-21,47435
2017-03-22,46670
2017-03-23,47078
2017-03-24,48108
2017-03-25,48335
2017-03-26,47300
2017-03-27,45441
2017-03-28,44159
2017-03-29,43679
2017-03-30,43504
2017-03-31,42564
2017-04-01,41524
2017-04-02,41583
2017-04-03,41332
2017-04-04,40144
2017-04-12,43841
2017-04-13,45123
2017-04-14,43686
2017-04-15,42620
2017-04-16,43445
2017-04-17,44360
2017-04-18,44216
2017-04-19,44835
2017-04-20,46601
2017-04-21,46112
2017-04-22,44896
2017-04-23,44733
2017-04-24,43681
2017-04-25,42420
2017-04-26,41565
2017-04-27,42450
2017-04-28,42430
2017-04-29,42773
2017-04-30,43132
2017-05-01,43205
2017-05-02,42871
2017-05-03,42423
2017-05-04,42114
2017-05-05,42568
2017-05-06,42840
2017-05-07,42557
2017-05-08,42306
2017-05-09,42607
2017-05-10,42894
2017-05-11,43187
2017-05-12,44286
2017-05-13,43928
2017-05-14,43089
2017-05-15,43172
2017-05-16,43400
2017-05-17,43462
2017-05-18,43632
2017-05-19,45039
2017-05-20,44575
2017-05-21,44185
2017-05-22,45434
2017-05-23,45170
2017-05-24,46825
2017-05-25,47305
2017-05-26,47570
2017-05-27,47347
2017-05-28,46482
2017-05-29,45629
2017-05-30,45090
2017-05-31,45088
2017-06-01,44127
2017-06-02,43073
2017-06-03,42162
2017-06-06,40243
2017-06-07,40430
2017-06-08,39398
2017-06-09,39644
2017-06-10,39259
2017-06-11,38392
2017-06-12,38624
2017-06-13,39397
2017-06-14,40305
2017-06-15,41872
2017-06-16,42870
2017-06-17,43761
2017-06-18,43423
2017-06-19,43172
2017-06-20,44479
2017-06-21,44957
2017-06-22,44406
2017-06-23,45582
2017-06-24,45899
2017-06-25,46856
2017-06-26,47863
2017-06-27,49173
2017-06-28,48837
2017-06-29,48308
2017-06-30,47952
2017-07-01,47747
2017-07-02,47592
2017-07-03,47979
2017-07-04,48293
2017-07-05,48355
2017-07-06,48576
2017-07-07,49138
2017-07-08,49247
2017-07-13,46576
2017-07-14,47358
2017-07-15,47265
2017-07-16,47193
2017-07-17,47892
2017-07-18,48386
2017-07-19,50167
2017-07-20,50849
2017-07-21,50435
2017-07-22,50618
2017-07-23,50148
2017-07-24,50018
2017-07-25,49644
2017-07-26,49034
2017-07-27,49418
2017-07-28,49824
2017-07-29,49941
2017-07-30,50140
2017-07-31,49222
2017-08-01,49056
2017-08-02,49380
2017-08-03,49904
2017-08-04,50909
2017-08-05,51631
2017-08-06,51643
2017-08-09,52031
2017-08-10,52347
2017-08-11,52217
2017-08-12,52310
2017-08-13,52222
2017-08-14,52384
2017-08-15,51887
2017-08-16,51456
2017-08-17,51039
2017-08-18,50601
2017-08-19,49835
2017-08-20,50012
2017-08-21,49478
2017-08-22,49118
2017-08-23,49371
2017-08-24,49471
2017-08-25,51675
2017-08-26,51041
2017-08-27,53303
2017-08-28,55298
2017-08-29,54639
2017-08-30,54020
2017-08-31,53359
2017-09-01,52546
2017-09-02,51485
2017-09-03,51190
2017-09-04,51148
2017-09-05,49794
2017-09-06,48220
2017-09-07,46766
2017-09-08,46307
2017-09-09,44082
2017-09-10,42095
2017-09-11,41117
2017-09-12,40375
2017-09-13,42133
2017-09-14,43227
2017-09-15,42387
2017-09-16,42012
2017-09-17,43313
2017-09-19,46234
2017-09-20,47618
2017-09-21,48737
2017-09-22,49307
2017-09-23,49117
2017-09-24,46749
2017-09-25,47317
2017-09-26,47279
2017-09-27,47824
2017-09-28,48301
2017-09-29,49185
2017-09-30,49712
2017-10-01,50231
2017-10-02,49623
2017-10-03,50026
2017-10-04,49728
2017-10-05,49263
2017-10-06,47724
2017-10-07,47587
2017-10-08,47570
2017-10-09,48400
2017-10-10,50073
2017-10-11,52402
2017-10-12,54362
2017-10-13,56613
2017-10-14,55675
2017-10-15,54392
2017-10-16,53784
2017-10-17,52385
2017-10-18,52322
2017-10-19,51023
2017-10-20,51207
2017-10-21,51198
2017-10-22,50465
2017-10-23,51843
2017-10-24,52771
2017-10-25,52895
2017-10-26,51089
2017-10-27,49512
2017-10-28,50225
2017-10-29,50454
2017-10-30,50623
2017-10-31,50401
2017-11-02,49747
2017-11-03,48896
2017-11-04,47891
2017-11-05,47135
2017-11-06,46344
2017-11-07,45864
2017-11-08,45778
2017-11-09,44945
2017-11-10,44414
2017-11-11,43767
2017-11-12,43543
2017-11-13,42274
2017-11-14,42824
2017-11-15,42869
2017-11-16,43407
2017-11-17,44362
2017-11-18,45029
2017-11-19,45538
2017-11-20,46240
2017-11-21,46732
2017-11-22,47507
2017-11-23,48167
2017-11-24,48045
2017-11-25,48634
2017-11-26,48836
2017-11-27,48859
2017-11-28,47945
2017-11-29,47136
2017-11-30,47140
2017-12-01,46709
2017-12-02,46710
2017-12-03,47095
2017-12-04,46850
2017-12-05,46562
2017-12-06,45959
2017-12-07,46543
2017-12-08,46973
2017-12-09,48118
2017-12-10,47502
2017-12-11,47230
2017-12-12,46646
2017-12-14,44900
2017-12-15,43429
2017-12-17,43843
2017-12-18,42923
2017-12-19,43265
2017-12-20,43162
2017-12-21,43044
2017-12-22,43630
2017-12-23,44190
2017-12-24,44887
2017-12-25,45145
2017-12-26,45709
2017-12-27,47773
2017-12-28,47959
2017-12-29,47868
2017-12-30,47022
2017-12-31,46692
2018-01-01,46058
2018-01-02,46511
2018-01-03,44872
2018-01-04,43470
2018-01-05,43964
2018-01-06,43796
2018-01-07,42235
2018-01-08,42424
2018-01-09,42181
2018-01-10,41398
2018-01-11,41367
2018-01-12,41441
2018-01-13,41539
2018-01-14,42227
2018-01-15,42699
2018-01-16,43396
2018-01-17,44253
2018-01-18,46250
2018-01-19,48472
2018-01-20,49964
2018-01-21,49202
2018-01-22,47689
2018-01-23,48043
2018-01-25,51140
2018-01-26,53370
2018-01-27,54271
2018-01-28,53424
2018-01-29,52846
2018-01-31,50776
2018-02-01,51023
2018-02-02,51300
2018-02-03,51450
2018-02-04,51762
2018-02-05,51775
2018-02-06,52135
2018-02-07,52199
2018-02-08,52507
2018-02-09,54278
2018-02-10,53673
2018-02-11,53927
2018-02-12,54210
2018-02-13,54265
2018-02-14,54273
2018-02-15,56142
2018-02-16,57917
2018-02-17,60016
2018-02-18,59745
2018-02-19,59745
2018-02-20,59774
2018-02-21,59809
2018-02-22,59432
2018-02-23,57581
2018-02-24,57923
2018-02-25,57937
2018-02-26,55893
2018-02-27,54809
2018-03-01,53632
2018-03-02,54713
2018-03-03,54206
2018-03-04,54452
2018-03-05,54013
2018-03-06,53883
2018-03-07,54070
2018-03-08,53206
2018-03-09,52952
2018-03-10,53103
2018-03-11,52566
2018-03-12,51971
2018-03-13,52215
2018-03-14,50876
2018-03-15,50630
2018-03-16,49939
2018-03-17,47642
2018-03-18,45540
2018-03-19,45627
2018-03-20,47635
2018-03-21,49179
2018-03-23,49223
2018-03-24,49332
2018-03-26,50287
2018-03-27,50817
2018-03-28,50737
2018-03-29,50998
2018-03-30,50277
2018-03-31,49378
2018-04-01,49028
2018-04-02,49463
2018-04-03,50141
2018-04-04,50376
2018-04-05,50492
2018-04-06,50498
2018-04-07,50234
2018-04-08,50292
2018-04-09,50403
2018-04-10,50463
2018-04-11,50630
2018-04-12,50766
2018-04-13,49720
2018-04-14,48925
2018-04-15,47867
2018-04-16,47972
2018-04-17,48215
2018-04-18,48571
2018-04-19,48704
2018-04-20,48731
2018-04-21,48973
2018-04-22,49650
2018-04-23,50075
2018-04-24,50102
2018-04-25,48949
2018-04-26,48978
2018-04-27,48720
2018-04-28,48321
2018-04-29,48553
2018-04-30,48983
2018-05-01,49171
2018-05-04,49353
2018-05-05,49162
2018-05-06,49319
2018-05-07,49226
2018-05-08,48802
2018-05-09,47747
2018-05-10,48024
2018-05-11,48090
2018-05-12,47158
2018-05-13,45603
2018-05-14,44920
2018-05-15,45381
2018-05-16,45804
2018-05-17,44924
2018-05-18,44145
2018-05-19,43081
2018-05-20,43474
2018-05-21,44727
2018-05-22,45953
2018-05-23,46643
2018-05-24,46701
2018-05-25,46718
2018-05-26,47263
2018-05-27,47332
2018-05-28,47066
2018-05-29,46559
2018-05-30,45708
2018-05-31,44840
2018-06-01,44631
2018-06-02,44431
2018-06-03,43804
2018-06-04,43452
2018-06-05,42963
2018-06-06,43208
2018-06-07,43902
2018-06-08,43379
2018-06-09,42738
2018-06-10,42334
2018-06-11,41989
2018-06-12,41916
2018-06-13,41353
2018-06-14,41215
2018-06-15,40941
2018-06-16,40832
2018-06-17,40090
2018-06-18,39306
2018-06-19,38724
2018-06-20,38783
2018-06-21,39113
2018-06-22,38146
2018-06-23,38119
2018-06-24,38051
2018-06-25,38712
2018-06-26,39175
2018-06-27,40116
2018-06-28,40486
2018-06-29,41115
2018-06-30,40550
2018-07-01,39440
2018-07-02,38503
2018-07-03,38574
2018-07-04,38538
2018-07-05,37802
2018-07-06,37007
2018-07-07,37079
2018-07-08,36413
2018-07-09,35918
2018-07-10,35647
2018-07-11,35593
2018-07-12,36524
2018-07-13,37574
2018-07-14,37427
2018-07-15,37620
2018-07-16,36846
2018-07-17,37034
2018-07-18,37566
2018-07-19,37899
2018-07-20,38380
2018-07-21,38438
2018-07-22,37951
2018-07-23,37753
2018-07-24,38010
2018-07-25,37672
2018-07-26,37501
2018-07-27,36917
2018-07-28,36771
2018-07-29,36710
2018-07-30,36967
2018-07-31,37806
2018-08-01,38580
2018-08-02,38725
2018-08-03,38889
2018-08-04,38033
2018-08-05,37445
2018-08-06,37578
2018-08-07,37775
2018-08-08,37581
2018-08-09,37806
2018-08-10,37991
2018-08-11,37531
2018-08-12,37360
2018-08-14,35390
2018-08-16,35798
2018-08-17,35269
2018-08-18,34235
2018-08-19,33707
2018-08-20,33357
2018-08-21,32249
2018-08-22,32432
2018-08-23,32692
2018-08-24,33186
2018-08-25,33743
2018-08-26,33464
2018-08-27,33759
2018-08-28,34203
2018-08-29,34382
2018-08-30,34768
2018-08-31,35440
2018-09-01,35625
2018-09-02,35762
2018-09-03,35680
2018-09-04,36429
2018-09-05,36834
2018-09-06,38059
2018-09-07,39244
2018-09-08,39546
2018-09-09,38902
2018-09-10,39157
2018-09-11,39177
2018-09-12,38871
2018-09-13,38948
2018-09-14,38518
2018-09-15,37517
2018-09-16,36520
2018-09-17,36209
2018-09-18,35217
2018-09-19,34725
2018-09-20,35949
2018-09-21,35681
2018-09-22,35356
2018-09-23,35232
2018-09-24,34778
2018-09-25,34684
2018-09-26,34696
2018-09-27,34811
2018-09-28,34723
2018-09-29,35115
2018-09-30,35409
2018-10-02,36312
2018-10-03,36405
2018-10-04,36287
2018-10-05,36363
2018-10-06,36366
2018-10-07,36317
2018-10-08,36441
2018-10-09,36572
2018-10-10,36940
2018-10-11,37159
2018-10-12,37968
2018-10-13,38939
2018-10-14,38911
2018-10-15,39287
2018-10-16,39293
2018-10-17,38705
2018-10-18,38435
2018-10-19,38701
2018-10-20,37334
2018-10-21,37871
2018-10-22,38517
2018-10-23,38682
2018-10-24,38275
2018-10-25,38252
2018-10-26,38070
2018-10-27,37468
2018-10-28,37516
2018-10-29,37484
2018-10-30,37642
2018-10-31,38515
2018-11-01,38786
2018-11-03,37973
2018-11-04,36931
2018-11-05,36592
2018-11-06,36944
2018-11-07,36984
2018-11-08,36750
2018-11-09,37295
2018-11-10,37521
2018-11-11,37040
2018-11-12,37589
2018-11-13,37570
2018-11-14,37837
2018-11-15,38358
2018-11-16,38211
2018-11-17,38001
2018-11-18,37324
2018-11-19,37259
2018-11-20,36947
2018-11-21,35921
2018-11-22,35222
2018-11-23,34771
2018-11-24,34724
2018-11-25,35276
2018-11-26,35625
2018-11-27,37293
2018-11-28,39026
2018-11-29,40905
2018-12-01,43995
2018-12-02,43724
2018-12-03,44101
2018-12-04,44319
2018-12-05,44071
2018-12-07,44417
2018-12-09,43953
2018-12-10,44968
2018-12-11,45082
2018-12-12,46659
2018-12-13,48050
2018-12-14,47113
2018-12-15,46065
2018-12-16,44270
2018-12-17,42300
2018-12-18,41489
2018-12-19,41042
2018-12-20,39997
2018-12-21,39956
2018-12-22,39659
2018-12-23,38207
2018-12-24,37156
2018-12-25,36816
2018-12-26,36961
2018-12-27,37714
2018-12-28,38386
2018-12-29,39883
2018-12-30,41096
2018-12-31,42889
2019-01-01,44457
2019-01-02,46522
2019-01-03,47760
2019-01-04,49832
2019-01-05,49140
2019-01-06,47332
2019-01-08,47390
2019-01-10,44815
2019-01-11,42574
2019-01-12,40445
2019-01-13,38441
2019-01-14,38610
2019-01-15,39108
2019-01-16,39051
2019-01-17,39985
2019-01-18,41695
2019-01-19,41704
2019-01-20,43079
2019-01-21,43962
2019-01-22,44342
2019-01-23,46394
2019-01-24,46929
2019-01-25,47751
2019-01-26,47611
2019-01-27,46701
2019-01-28,45946
2019-01-29,45645
2019-01-30,45202
2019-01-31,45717
2019-02-01,45216
2019-02-02,43659
2019-02-03,42716
2019-02-04,42007
2019-02-05,41205
2019-02-06,40296
2019-02-07,38373
2019-02-08,38828
2019-02-09,38678
2019-02-10,38250
2019-02-11,39709
2019-02-12,40591
2019-02-13,41669
2019-02-14,41826
2019-02-15,41065
2019-02-16,40015
2019-02-17,39215
2019-02-18,39126
2019-02-19,39684
2019-02-20,39736
2019-02-21,39575
2019-02-22,39012
2019-02-23,38605
2019-02-24,38736
2019-02-25,39056
2019-02-26,39366
2019-02-27,40617
2019-02-28,42484
2019-03-01,42579
2019-03-02,41797
2019-03-03,41041
2019-03-04,40238
2019-03-05,39924
2019-03-06,40317
2019-03-07,41073
2019-03-08,41500
2019-03-09,40824
2019-03-10,39720
2019-03-11,39604
2019-03-12,39343
2019-03-13,39147
2019-03-14,38692
2019-03-15,38764
2019-03-16,38239
2019-03-17,37274
2019-03-18,37216
2019-03-19,36993
2019-03-20,37218
2019-03-21,37272
2019-03-22,37070
2019-03-23,36490
2019-03-24,35911
2019-03-25,34973
2019-03-26,35351
2019-03-27,35369
2019-03-28,35230
2019-03-29,35020
2019-03-30,35112
2019-03-31,34933
2019-04-01,35369
2019-04-02,36563
