date_obj,Rune%20kiteshield%20(t) price
2015-08-12,37778
2015-08-13,38671
2015-08-14,37895
2015-08-15,37895
2015-08-16,38030
2015-08-17,38030
2015-08-18,37692
2015-08-19,37983
2015-08-20,37983
2015-08-21,38167
2015-08-22,38167
2015-08-23,38101
2015-08-24,38101
2015-08-25,38696
2015-08-26,38696
2015-08-27,38636
2015-08-28,38636
2015-08-29,38198
2015-08-30,38198
2015-08-31,38752
2015-09-01,38752
2015-09-02,39785
2015-09-03,39785
2015-09-04,39236
2015-09-05,39236
2015-09-06,39575
2015-09-07,39575
2015-09-08,39123
2015-09-09,39123
2015-09-10,38509
2015-09-11,38509
2015-09-12,38100
2015-09-13,38100
2015-09-14,38023
2015-09-15,38023
2015-09-16,38437
2015-09-17,38437
2015-09-18,38773
2015-09-19,38773
2015-09-20,39244
2015-09-21,39244
2015-09-22,39951
2015-09-23,39951
2015-09-24,40358
2015-09-25,40358
2015-09-27,40926
2015-09-28,40755
2015-09-29,40755
2015-09-30,40197
2015-10-05,40958
2015-10-06,40258
2015-10-07,40258
2015-10-08,39960
2015-10-09,39960
2015-10-10,40012
2015-10-11,39536
2015-10-12,39536
2015-10-13,40205
2015-10-14,40205
2015-10-15,40500
2015-10-16,40500
2015-10-17,40500
2015-10-18,40230
2015-10-19,40230
2015-10-20,40215
2015-10-22,40215
2015-10-23,41388
2015-10-24,41388
2015-10-25,41954
2015-10-26,41954
2015-10-27,41954
2015-10-29,42985
2015-10-30,43592
2015-10-31,43592
2015-11-01,44197
2015-11-02,44197
2015-11-03,44689
2015-11-04,44689
2015-11-05,44370
2015-11-06,44370
2015-11-07,43370
2015-11-08,43370
2015-11-09,43370
2015-11-10,43197
2015-11-11,43197
2015-11-12,43480
2015-11-13,43480
2015-11-14,43480
2015-11-15,43836
2015-11-16,43836
2015-11-17,44464
2015-11-18,44464
2015-11-19,44420
2015-11-20,44420
2015-11-21,44728
2015-11-22,45135
2015-11-23,45135
2015-11-24,45135
2015-11-25,44738
2015-11-26,44738
2015-11-27,44738
2015-11-28,44490
2015-11-29,44490
2015-11-30,44289
2015-12-01,44289
2015-12-02,44294
2015-12-03,44294
2015-12-04,44131
2015-12-05,44131
2015-12-06,43863
2015-12-07,43863
2015-12-08,43669
2015-12-09,43669
2015-12-10,43041
2015-12-11,43041
2015-12-12,42023
2015-12-13,42023
2015-12-14,41499
2015-12-15,41499
2015-12-16,41632
2015-12-17,41632
2015-12-18,41842
2015-12-19,41842
2015-12-20,42233
2015-12-21,42233
2015-12-22,42433
2015-12-23,42433
2015-12-24,43354
2015-12-25,43354
2015-12-26,43370
2015-12-27,43258
2015-12-28,43258
2015-12-29,43186
2015-12-30,43186
2015-12-31,43141
2016-01-01,43141
2016-01-02,42544
2016-01-03,42544
2016-01-04,42531
2016-01-05,42531
2016-01-06,42632
2016-01-07,42632
2016-01-08,43087
2016-01-09,43087
2016-01-10,42981
2016-01-11,42981
2016-01-12,43220
2016-01-13,43220
2016-01-14,42760
2016-01-15,42760
2016-01-16,42598
2016-01-17,42598
2016-01-18,42560
2016-01-19,42560
2016-01-20,42697
2016-01-21,42697
2016-01-22,42421
2016-01-23,42421
2016-01-24,41710
2016-01-25,41403
2016-01-26,41403
2016-01-27,40455
2016-01-28,40455
2016-01-29,39157
2016-01-30,39157
2016-01-31,38596
2016-02-01,37406
2016-02-02,37406
2016-02-03,36985
2016-02-04,36985
2016-02-05,36927
2016-02-06,37072
2016-02-07,37072
2016-02-08,36790
2016-02-09,36790
2016-02-10,36969
2016-02-11,36969
2016-02-12,36900
2016-02-13,37236
2016-02-14,37236
2016-02-15,37098
2016-02-16,37098
2016-02-17,36767
2016-02-18,36767
2016-02-19,37395
2016-02-20,37395
2016-02-21,37105
2016-02-22,37105
2016-02-23,36491
2016-02-24,36491
2016-02-25,36550
2016-02-26,36550
2016-02-27,36424
2016-02-28,36424
2016-02-29,36742
2016-03-01,36742
2016-03-02,37018
2016-03-03,37018
2016-03-04,37061
2016-03-05,37061
2016-03-06,37818
2016-03-07,37818
2016-03-08,38012
2016-03-09,38012
2016-03-10,38945
2016-03-11,38945
2016-03-12,38678
2016-03-13,38678
2016-03-14,38204
2016-03-15,38204
2016-03-16,38204
2016-03-17,38204
2016-03-18,38163
2016-03-19,38163
2016-03-20,37768
2016-03-21,37768
2016-03-22,37775
2016-03-23,37272
2016-03-24,37272
2016-03-25,36792
2016-03-26,36792
2016-03-27,36778
2016-03-28,37034
2016-03-29,37034
2016-03-30,37012
2016-03-31,37012
2016-04-01,37224
2016-04-02,37224
2016-04-03,37124
2016-04-04,37538
2016-04-05,37538
2016-04-06,37599
2016-04-07,37599
2016-04-08,38048
2016-04-09,38048
2016-04-10,38105
2016-04-11,38105
2016-04-12,38251
2016-04-13,38251
2016-04-14,38551
2016-04-15,38551
2016-04-16,38220
2016-04-17,38220
2016-04-18,38291
2016-04-19,38291
2016-04-20,37889
2016-04-21,37889
2016-04-22,37957
2016-04-23,37957
2016-04-24,37616
2016-04-25,38071
2016-04-26,38071
2016-04-27,38234
2016-04-28,38234
2016-04-29,38278
2016-04-30,38278
2016-05-01,37934
2016-05-02,37934
2016-05-03,38022
2016-05-04,38022
2016-05-05,37723
2016-05-06,37723
2016-05-07,37145
2016-05-08,37145
2016-05-09,36800
2016-05-10,36538
2016-05-11,36538
2016-05-12,35950
2016-05-13,35567
2016-05-14,35567
2016-05-15,35614
2016-05-16,35614
2016-05-17,34964
2016-05-18,34073
2016-05-19,34073
2016-05-22,34108
2016-05-23,33877
2016-05-24,34349
2016-05-25,34349
2016-05-26,34282
2016-05-27,34541
2016-05-28,34541
2016-05-29,34879
2016-05-30,34879
2016-05-31,35548
2016-06-01,35280
2016-06-02,35280
2016-06-03,35415
2016-06-04,35113
2016-06-05,35113
2016-06-06,35334
2016-06-07,35334
2016-06-08,36227
2016-06-09,37022
2016-06-10,37611
2016-06-11,37611
2016-06-12,37776
2016-06-13,37776
2016-06-14,37923
2016-06-15,37923
2016-06-16,37549
2016-06-17,37373
2016-06-18,37373
2016-06-19,36525
2016-06-20,36525
2016-06-21,36581
2016-06-22,37005
2016-06-23,36798
2016-06-24,36798
2016-06-25,36700
2016-06-26,36700
2016-06-27,36909
2016-06-28,36909
2016-06-29,37549
2016-06-30,37549
2016-07-01,37053
2016-07-02,37053
2016-07-03,37104
2016-07-04,37133
2016-07-05,37133
2016-07-06,37388
2016-07-07,37388
2016-07-08,36912
2016-07-09,36912
2016-07-10,36762
2016-07-11,36732
2016-07-12,36732
2016-07-13,37093
2016-07-14,37093
2016-07-15,37126
2016-07-16,37126
2016-07-17,36764
2016-07-18,36343
2016-07-23,36483
2016-07-24,36605
2016-07-25,36605
2016-07-26,36655
2016-07-27,36655
2016-07-28,36266
2016-07-29,36893
2016-07-30,36633
2016-07-31,36633
2016-08-01,37147
2016-08-02,37147
2016-08-03,37191
2016-08-04,37191
2016-08-05,36767
2016-08-06,36767
2016-08-07,36484
2016-08-08,36484
2016-08-09,35816
2016-08-10,35667
2016-08-11,35667
2016-08-12,35888
2016-08-13,35888
2016-08-14,36428
2016-08-15,36582
2016-08-16,36582
2016-08-17,36236
2016-08-18,36236
2016-08-19,36503
2016-08-20,36746
2016-08-21,36746
2016-08-22,36618
2016-08-23,36523
2016-08-24,36523
2016-08-25,36721
2016-08-26,36721
2016-08-28,36707
2016-08-31,35593
2016-09-01,35947
2016-09-02,35947
2016-09-03,36005
2016-09-04,36616
2016-09-05,36825
2016-09-06,36652
2016-09-07,36652
2016-09-08,36798
2016-09-09,36798
2016-09-10,37385
2016-09-11,37385
2016-09-12,37712
2016-09-13,38353
2016-09-14,38353
2016-09-15,38260
2016-09-16,38260
2016-09-17,37412
2016-09-18,37412
2016-09-19,37450
2016-09-20,37450
2016-09-21,36892
2016-09-22,36583
2016-09-23,36583
2016-09-24,35861
2016-09-25,34446
2016-09-26,34446
2016-09-27,34001
2016-09-28,34001
2016-09-29,33771
2016-09-30,33545
2016-10-01,33948
2016-10-02,33948
2016-10-03,34409
2016-10-04,34409
2016-10-05,34565
2016-10-06,34565
2016-10-07,34653
2016-10-08,35486
2016-10-09,35486
2016-10-10,35136
2016-10-11,35136
2016-10-12,35139
2016-10-13,34939
2016-10-14,35587
2016-10-15,35587
2016-10-16,35285
2016-10-17,35105
2016-10-18,35105
2016-10-19,35077
2016-10-20,35077
2016-10-21,35247
2016-10-22,35247
2016-10-23,35104
2016-10-24,35088
2016-10-25,35088
2016-10-26,35521
2016-10-27,35521
2016-10-28,35700
2016-10-29,35716
2016-10-30,35716
2016-10-31,34991
2016-11-01,34991
2016-11-02,35416
2016-11-03,35416
2016-11-04,35228
2016-11-05,35228
2016-11-06,35217
2016-11-07,35217
2016-11-08,35538
2016-11-09,35538
2016-11-10,35451
2016-11-11,35451
2016-11-12,35407
2016-11-13,35407
2016-11-14,35326
2016-12-08,34376
2016-12-09,34376
2016-12-10,34980
2016-12-11,34987
2016-12-12,34987
2016-12-13,35504
2016-12-14,35952
2016-12-15,35952
2016-12-16,36628
2016-12-17,36299
2016-12-18,36299
2016-12-19,35513
2016-12-20,35155
2016-12-21,35054
2016-12-22,35054
2016-12-23,35165
2016-12-24,35165
2016-12-25,35287
2016-12-26,35287
2016-12-27,35068
2016-12-28,35068
2016-12-29,34759
2016-12-30,34759
2016-12-31,34830
2017-01-01,34830
2017-01-02,34645
2017-01-03,34645
2017-01-04,34559
2017-01-05,34559
2017-01-06,33808
2017-01-07,33455
2017-01-08,33455
2017-01-09,33495
2017-01-10,33690
2017-01-11,33708
2017-01-12,34561
2017-01-13,34561
2017-01-14,34973
2017-01-15,34534
2017-01-16,34501
2017-01-17,34505
2017-01-18,34588
2017-01-19,34588
2017-01-20,34562
2017-01-21,34973
2017-01-22,34973
2017-01-27,36415
2017-01-28,36457
2017-01-29,36465
2017-01-30,36465
2017-01-31,36289
2017-02-01,35765
2017-02-02,35765
2017-02-03,35688
2017-02-04,35593
2017-02-05,35593
2017-02-06,35634
2017-02-07,35634
2017-02-08,35648
2017-02-09,35648
2017-02-10,35698
2017-02-11,35797
2017-02-12,35797
2017-02-13,35862
2017-02-14,36187
2017-02-15,36187
2017-02-16,36391
2017-02-18,36344
2017-02-19,36542
2017-02-20,36542
2017-02-21,36433
2017-02-22,36433
2017-02-23,36213
2017-02-24,36213
2017-02-25,36253
2017-02-26,36253
2017-02-27,35998
2017-02-28,35769
2017-03-01,35769
2017-03-02,35750
2017-03-03,35750
2017-03-04,36123
2017-03-05,36123
2017-03-06,36498
2017-03-07,36498
2017-03-08,36101
2017-03-09,36101
2017-03-10,35643
2017-03-11,35122
2017-03-12,34746
2017-03-13,35467
2017-03-14,35676
2017-03-15,35599
2017-03-16,36206
2017-03-17,36206
2017-03-18,36398
2017-03-19,36002
2017-03-20,35385
2017-03-21,35182
2017-03-22,35182
2017-03-23,35762
2017-03-24,35804
2017-03-25,35804
2017-03-26,35516
2017-03-27,36116
2017-03-28,36116
2017-03-29,35553
2017-03-30,35666
2017-03-31,35844
2017-04-01,35844
2017-04-02,35862
2017-04-03,35537
2017-04-04,35537
2017-04-12,34873
2017-04-13,35031
2017-04-14,35443
2017-04-15,35224
2017-04-16,35188
2017-04-17,34965
2017-04-18,34470
2017-04-19,34472
2017-04-20,34472
2017-04-21,33926
2017-04-22,33926
2017-04-23,34130
2017-04-24,34130
2017-04-25,34793
2017-04-26,34793
2017-04-27,34573
2017-04-28,34573
2017-04-29,34751
2017-04-30,34751
2017-05-01,35124
2017-05-02,35986
2017-05-03,35986
2017-05-04,36127
2017-05-05,36127
2017-05-06,35981
2017-05-07,36079
2017-05-08,36079
2017-05-09,36156
2017-05-10,36156
2017-05-11,36247
2017-05-12,35714
2017-05-13,35626
2017-05-14,35626
2017-05-15,35824
2017-05-16,35410
2017-05-17,35410
2017-05-18,35186
2017-05-19,35186
2017-05-20,35491
2017-05-21,35491
2017-05-22,35650
2017-05-23,35650
2017-05-24,35883
2017-05-25,35883
2017-05-26,36154
2017-05-27,36154
2017-05-28,36332
2017-05-29,36332
2017-05-30,36092
2017-05-31,35608
2017-06-01,35608
2017-06-02,34934
2017-06-03,34934
2017-06-06,33686
2017-06-07,33582
2017-06-08,33582
2017-06-09,33297
2017-06-10,33399
2017-06-11,33148
2017-06-12,33148
2017-06-13,33148
2017-06-14,33148
2017-06-15,32753
2017-06-16,32753
2017-06-17,32572
2017-06-18,33107
2017-06-19,33107
2017-06-20,32612
2017-06-21,32612
2017-06-22,32416
2017-06-23,32416
2017-06-24,32380
2017-06-25,32380
2017-06-26,32573
2017-06-27,33326
2017-06-28,33326
2017-06-29,33572
2017-06-30,33572
2017-07-01,33021
2017-07-02,33021
2017-07-03,33204
2017-07-04,33204
2017-07-05,33717
2017-07-06,33590
2017-07-07,33590
2017-07-08,32906
2017-07-13,33541
2017-07-14,33841
2017-07-15,33841
2017-07-16,33879
2017-07-17,33700
2017-07-18,33700
2017-07-19,33188
2017-07-20,33434
2017-07-21,34103
2017-07-22,34103
2017-07-23,33962
2017-07-24,33962
2017-07-25,33919
2017-07-26,34012
2017-07-27,34012
2017-07-28,33867
2017-07-29,33867
2017-07-30,34134
2017-07-31,34134
2017-08-01,34965
2017-08-02,35459
2017-08-03,35459
2017-08-04,35982
2017-08-05,35968
2017-08-06,35968
2017-08-09,35270
2017-08-10,35287
2017-08-11,35287
2017-08-12,35013
2017-08-13,35013
2017-08-14,34950
2017-08-15,34728
2017-08-17,34378
2017-08-18,34378
2017-08-19,34510
2017-08-20,34382
2017-08-21,34382
2017-08-22,34065
2017-08-23,34065
2017-08-24,33591
2017-08-25,33591
2017-08-26,33297
2017-08-27,33297
2017-08-28,33121
2017-08-29,33121
2017-08-30,33366
2017-08-31,33366
2017-09-01,33608
2017-09-02,33624
2017-09-03,33624
2017-09-04,33345
2017-09-05,33345
2017-09-06,33557
2017-09-07,33557
2017-09-08,33819
2017-09-09,33587
2017-09-10,33587
2017-09-11,33668
2017-09-12,33668
2017-09-13,33090
2017-09-14,33316
2017-09-15,33316
2017-09-16,33732
2017-09-17,33937
2017-09-19,33696
2017-09-20,33979
2017-09-21,33979
2017-09-22,33826
2017-09-23,33826
2017-09-24,34252
2017-09-25,34252
2017-09-26,34734
2017-09-27,34734
2017-09-28,34748
2017-09-29,35140
2017-09-30,35140
2017-10-01,35312
2017-10-02,35199
2017-10-03,35199
2017-10-04,35165
2017-10-05,35165
2017-10-06,35540
2017-10-07,35540
2017-10-08,36154
2017-10-09,36154
2017-10-10,36303
2017-10-11,36303
2017-10-12,35929
2017-10-13,35929
2017-10-14,35989
2017-10-15,35989
2017-10-16,35578
2017-10-17,35578
2017-10-18,35341
2017-10-19,35341
2017-10-20,35221
2017-10-21,35221
2017-10-22,35483
2017-10-23,35483
2017-10-24,35475
2017-10-25,35478
2017-10-26,35478
2017-10-27,35555
2017-10-28,35555
2017-10-29,35337
2017-10-30,35337
2017-10-31,34891
2017-11-01,34891
2017-11-02,34485
2017-11-03,34485
2017-11-04,33700
2017-11-05,33700
2017-11-06,33747
2017-11-07,33747
2017-11-08,34383
2017-11-09,34417
2017-11-10,34417
2017-11-11,34508
2017-11-12,34546
2017-11-13,34546
2017-11-14,34870
2017-11-15,34870
2017-11-16,34386
2017-11-17,34386
2017-11-18,34906
2017-11-19,34953
2017-11-20,34953
2017-11-21,35402
2017-11-22,35402
2017-11-23,35857
2017-11-24,35857
2017-11-25,36027
2017-11-26,36027
2017-11-27,35996
2017-11-28,36270
2017-11-29,36270
2017-11-30,36385
2017-12-01,36407
2017-12-02,36407
2017-12-03,36132
2017-12-04,36132
2017-12-05,36321
2017-12-06,36321
2017-12-07,36937
2017-12-08,36937
2017-12-09,37608
2017-12-10,38182
2017-12-11,38182
2017-12-12,38556
2017-12-13,38556
2017-12-14,38689
2017-12-15,39063
2017-12-16,39063
2017-12-17,39012
2017-12-18,39117
2017-12-19,39117
2017-12-20,39161
2017-12-21,39115
2017-12-22,39115
2017-12-23,39268
2017-12-24,39268
2017-12-25,39163
2017-12-26,39441
2017-12-27,39415
2017-12-28,39415
2017-12-29,39582
2017-12-30,40229
2017-12-31,40229
2018-01-01,41053
2018-01-02,41053
2018-01-03,40785
2018-01-04,40785
2018-01-05,39952
2018-01-06,39219
2018-01-07,39219
2018-01-08,39261
2018-01-09,39543
2018-01-10,39543
2018-01-11,38784
2018-01-12,38585
2018-01-13,38780
2018-01-14,39133
2018-01-15,39875
2018-01-16,38829
2018-01-17,37642
2018-01-18,37206
2018-01-19,37206
2018-01-20,37018
2018-01-21,37018
2018-01-22,37280
2018-01-23,37093
2018-01-24,37711
2018-01-25,37748
2018-01-26,38441
2018-01-27,38557
2018-01-28,38461
2018-01-29,38465
2018-01-30,38291
2018-02-01,37423
2018-02-02,37467
2018-02-03,37365
2018-02-04,37091
2018-02-05,36981
2018-02-06,36651
2018-02-07,36414
2018-02-08,36343
2018-02-09,35941
2018-02-10,35458
2018-02-11,35584
2018-02-12,35958
2018-02-13,35433
2018-02-14,35710
2018-02-15,35574
2018-02-16,35779
2018-02-17,36182
2018-02-18,36062
2018-02-19,36279
2018-02-20,36774
2018-02-21,36629
2018-02-22,36514
2018-02-23,36789
2018-02-24,37030
2018-02-25,36777
2018-02-26,37028
2018-02-27,36497
2018-02-28,36457
2018-03-01,36416
2018-03-02,36442
2018-03-03,36916
2018-03-04,36916
2018-03-05,36408
2018-03-06,36921
2018-03-07,36619
2018-03-08,37075
2018-03-09,37326
2018-03-10,37289
2018-03-11,36709
2018-03-12,37306
2018-03-13,36399
2018-03-14,36879
2018-03-15,37071
2018-03-16,37185
2018-03-17,36692
2018-03-18,36634
2018-03-19,37360
2018-03-20,37745
2018-03-21,38264
2018-03-23,39892
2018-03-24,39229
2018-03-26,39697
2018-03-27,40229
2018-03-28,40442
2018-03-29,40306
2018-03-30,39076
2018-03-31,38929
2018-04-01,38082
2018-04-02,38318
2018-04-03,39112
2018-04-04,39436
2018-04-05,39436
2018-04-06,39136
2018-04-08,39497
2018-04-09,39455
2018-04-10,39544
2018-04-11,38845
2018-04-12,38627
2018-04-13,38981
2018-04-14,38489
2018-04-15,38388
2018-04-16,37740
2018-04-17,37456
2018-04-18,37534
2018-04-19,37323
2018-04-20,37528
2018-04-21,37506
2018-04-22,37515
2018-04-23,36786
2018-04-24,36917
2018-04-25,37180
2018-04-26,37755
2018-04-27,38332
2018-04-28,39728
2018-04-29,40637
2018-04-30,39234
2018-05-01,38629
2018-05-02,38232
2018-05-03,37788
2018-05-04,37008
2018-05-05,36346
2018-05-06,36346
2018-05-07,37091
2018-05-08,37077
2018-05-09,37244
2018-05-10,37812
2018-05-11,38279
2018-05-12,38566
2018-05-13,38955
2018-05-14,38442
2018-05-15,39352
2018-05-16,39606
2018-05-17,39581
2018-05-18,39918
2018-05-19,39570
2018-05-20,39699
2018-05-21,39573
2018-05-22,39573
2018-05-23,39331
2018-05-24,39534
2018-05-25,39910
2018-05-26,40772
2018-05-27,41387
2018-05-28,41077
2018-05-29,40735
2018-05-30,40160
2018-05-31,39585
2018-06-01,39194
2018-06-02,38490
2018-06-03,37771
2018-06-04,37783
2018-06-05,37621
2018-06-06,37466
2018-06-07,37466
2018-06-08,37131
2018-06-09,36812
2018-06-10,36235
2018-06-11,35755
2018-06-12,35869
2018-06-13,36193
2018-06-14,35352
2018-06-15,35066
2018-06-16,35221
2018-06-17,35204
2018-06-18,34891
2018-06-19,34834
2018-06-20,34834
2018-06-21,35098
2018-06-22,35041
2018-06-23,34526
2018-06-24,34958
2018-06-25,35362
2018-06-26,36028
2018-06-27,36526
2018-06-28,36814
2018-06-29,36684
2018-06-30,37010
2018-07-01,37085
2018-07-02,37582
2018-07-03,38032
2018-07-04,38513
2018-07-05,38531
2018-07-06,38536
2018-07-07,38214
2018-07-08,37980
2018-07-09,37752
2018-07-10,37814
2018-07-11,38275
2018-07-12,38440
2018-07-13,38481
2018-07-14,38719
2018-07-15,39276
2018-07-16,39160
2018-07-17,38791
2018-07-18,38286
2018-07-19,38437
2018-07-20,38299
2018-07-21,38535
2018-07-22,38749
2018-07-23,38688
2018-07-24,38475
2018-07-25,39154
2018-07-26,39354
2018-07-27,39104
2018-07-28,39377
2018-07-29,38638
2018-07-30,38892
2018-07-31,39189
2018-08-01,39189
2018-08-02,39409
2018-08-03,38746
2018-08-04,38603
2018-08-05,38153
2018-08-06,38480
2018-08-07,38772
2018-08-08,39126
2018-08-09,38113
2018-08-10,38952
2018-08-11,39173
2018-08-12,38457
2018-08-14,37845
2018-08-16,36769
2018-08-17,37332
2018-08-18,36761
2018-08-19,36211
2018-08-20,36194
2018-08-21,36191
2018-08-22,36381
2018-08-23,37283
2018-08-24,38803
2018-08-25,39533
2018-08-26,39779
2018-08-27,39873
2018-08-28,39893
2018-08-29,39162
2018-08-30,39075
2018-08-31,40157
2018-09-01,39222
2018-09-02,38817
2018-09-03,39003
2018-09-04,39089
2018-09-05,38974
2018-09-06,38974
2018-09-07,39375
2018-09-08,40336
2018-09-09,40558
2018-09-10,40277
2018-09-11,39881
2018-09-12,39867
2018-09-13,40047
2018-09-14,39635
2018-09-15,39302
2018-09-16,39601
2018-09-17,39685
2018-09-18,39760
2018-09-19,39894
2018-09-20,40285
2018-09-21,40635
2018-09-22,40855
2018-09-23,40707
2018-09-24,40627
2018-09-25,40696
2018-09-26,40740
2018-09-27,40142
2018-09-28,40699
2018-09-29,41261
2018-09-30,42040
2018-10-02,43960
2018-10-03,43544
2018-10-04,43321
2018-10-05,43018
2018-10-06,43446
2018-10-07,44674
2018-10-08,45205
2018-10-09,44285
2018-10-10,44060
2018-10-11,44222
2018-10-12,44436
2018-10-13,44348
2018-10-14,44979
2018-10-15,45323
2018-10-16,45781
2018-10-17,46632
2018-10-18,47622
2018-10-19,47354
2018-10-20,47865
2018-10-21,47035
2018-10-22,46559
2018-10-23,46344
2018-10-24,46406
2018-10-25,46365
2018-10-26,45415
2018-10-27,45963
2018-10-28,45724
2018-10-29,45436
2018-10-30,45779
2018-10-31,46059
2018-11-01,47053
2018-11-03,48443
2018-11-04,49755
2018-11-05,51870
2018-11-06,54287
2018-11-07,56481
2018-11-08,58535
2018-11-09,60523
2018-11-10,62510
2018-11-11,64403
2018-11-12,65132
2018-11-13,67022
2018-11-14,68991
2018-11-15,71958
2018-11-16,75113
2018-11-17,78640
2018-11-18,82144
2018-11-19,85493
2018-11-20,89554
2018-11-21,93341
2018-11-22,96115
2018-11-23,99447
2018-11-24,100384
2018-11-25,101421
2018-11-26,103608
2018-11-27,103911
2018-11-28,103300
2018-11-29,103575
2018-12-01,99305
2018-12-02,97905
2018-12-03,95206
2018-12-04,92637
2018-12-05,90196
2018-12-07,86539
2018-12-09,83172
2018-12-11,81857
2018-12-13,80101
2018-12-14,78901
2018-12-15,77673
2018-12-16,77585
2018-12-17,77354
2018-12-18,76451
2018-12-19,77577
2018-12-20,78393
2018-12-21,77511
2018-12-22,76419
2018-12-23,76335
2018-12-24,75812
2018-12-25,76212
2018-12-26,74553
2018-12-27,73155
2018-12-28,71337
2018-12-29,70569
2018-12-30,71095
2018-12-31,70661
2019-01-01,69243
2019-01-02,67273
2019-01-03,65559
2019-01-04,64810
2019-01-05,63634
2019-01-06,62237
2019-01-08,61703
2019-01-10,58989
2019-01-11,56987
2019-01-12,55581
2019-01-13,54559
2019-01-14,53813
2019-01-15,53948
2019-01-16,54590
2019-01-17,55251
2019-01-18,55655
2019-01-19,55247
2019-01-20,54787
2019-01-21,54227
2019-01-22,53741
2019-01-23,54038
2019-01-24,54282
2019-01-25,54403
2019-01-26,54640
2019-01-27,54431
2019-01-28,55575
2019-01-29,54504
2019-01-30,53745
2019-01-31,52559
2019-02-01,52247
2019-02-02,51895
2019-02-03,50984
2019-02-04,49641
2019-02-05,48564
2019-02-06,47762
2019-02-07,46727
2019-02-08,45834
2019-02-09,45873
2019-02-10,45510
2019-02-11,45437
2019-02-12,45445
2019-02-13,44863
2019-02-14,43896
2019-02-15,43637
2019-02-16,42428
2019-02-17,41196
2019-02-18,40165
2019-02-19,39292
2019-02-20,39111
2019-02-21,38513
2019-02-22,38089
2019-02-23,37656
2019-02-24,37380
2019-02-25,37922
2019-02-26,39271
2019-02-27,39506
2019-02-28,38948
2019-03-01,38833
2019-03-02,38537
2019-03-03,38838
2019-03-04,39367
2019-03-05,39940
2019-03-06,40914
2019-03-07,41208
2019-03-08,41208
2019-03-09,40482
2019-03-10,41445
2019-03-11,41041
2019-03-12,41070
2019-03-13,40654
2019-03-14,40627
2019-03-15,40866
2019-03-16,41263
2019-03-17,40647
2019-03-18,40013
2019-03-19,40599
2019-03-20,40407
2019-03-21,40911
2019-03-22,40744
2019-03-23,41115
2019-03-24,41611
2019-03-25,42362
2019-03-26,42892
2019-03-27,42928
2019-03-28,41796
2019-03-29,41618
2019-03-30,41618
2019-03-31,41454
2019-04-01,41571
2019-04-02,41208
2019-04-03,41372
2019-04-04,40707
