date_obj,Ancient%20platelegs price
2019-03-19,45355
2019-03-20,45507
2019-03-21,45836
2019-03-22,46384
2019-03-23,45719
2019-03-24,46018
2019-03-25,45028
2019-03-26,44130
2019-03-27,43641
2019-03-28,43634
2019-03-29,43526
2019-03-30,42962
2019-03-31,42617
2019-04-01,43262
2019-04-02,43681
2019-04-03,44915
2019-04-04,45149
2019-04-05,45451
2019-04-06,45029
2019-04-07,44518
2019-04-08,44211
2019-04-09,45098
2019-04-10,45406
2019-04-11,45726
2019-04-12,45490
2019-04-13,45324
2019-04-14,45061
2019-04-15,44322
2019-04-16,44367
2019-04-17,44319
2019-04-18,43954
2019-04-19,43638
2019-04-20,42958
2019-04-21,42578
2019-04-22,41592
2019-04-23,40848
2019-04-24,40342
2019-04-25,39785
2019-04-26,39373
2019-04-27,39182
2019-04-28,39150
2019-04-29,39412
2019-04-30,39345
2019-05-01,39280
2019-05-02,39346
2019-05-03,39372
2019-05-04,38888
2019-05-05,39228
2019-05-06,38963
2019-05-07,39878
2019-05-08,39784
2019-05-09,40061
2019-05-10,41001
2019-05-11,41017
2019-05-12,40825
2019-05-13,40873
2019-05-14,40478
2019-05-15,41004
2019-05-16,41424
2019-05-17,41807
2019-05-18,41609
2019-05-19,42331
2019-05-20,42736
2019-05-21,42906
2019-05-22,42251
2019-05-23,42304
2019-05-24,42923
2019-05-25,42118
2019-05-26,42449
2019-05-27,41587
2019-05-28,42210
2019-05-29,41524
2019-05-30,41076
2019-05-31,40784
2019-06-01,40598
2019-06-02,40771
2019-06-03,41549
2019-06-04,41930
2019-06-05,41340
2019-06-06,40927
2019-06-07,41586
2019-06-08,41462
2019-06-09,41562
2019-06-10,41562
2019-06-11,41625
2019-06-12,42000
2019-06-13,41772
2019-06-14,43196
2019-06-15,43222
2019-06-16,42552
2019-06-17,41956
2019-06-18,42248
2019-06-19,41611
2019-06-20,41392
2019-06-21,41542
2019-06-22,41789
2019-06-23,42391
2019-06-24,43557
2019-06-25,44162
2019-06-26,44269
2019-06-27,44553
2019-06-28,44533
2019-06-29,44187
2019-06-30,43114
2019-07-01,43338
2019-07-02,43411
2019-07-03,44535
2019-07-04,44919
2019-07-05,45207
2019-07-06,44764
2019-07-07,44766
2019-07-08,45201
2019-07-09,45304
2019-07-10,45487
2019-07-11,45233
2019-07-12,45457
2019-07-13,44456
2019-07-14,44232
2019-07-15,44932
2019-07-16,45466
2019-07-17,45064
2019-07-18,44822
2019-07-19,44196
2019-07-20,43079
2019-07-21,43446
2019-07-22,43113
2019-07-23,43057
2019-07-24,43240
2019-07-25,43150
2019-07-26,43026
2019-07-27,44388
2019-07-28,44694
2019-07-29,44500
2019-07-30,44180
2019-07-31,42855
2019-08-01,41456
2019-08-02,41725
2019-08-03,41902
2019-08-04,42261
2019-08-05,42953
2019-08-06,42720
2019-08-07,41857
2019-08-08,42182
2019-08-09,40623
2019-08-10,40753
2019-08-11,40933
2019-08-12,40616
2019-08-13,41345
2019-08-14,41380
2019-08-15,42084
2019-08-16,42916
2019-08-17,43481
2019-08-18,43959
2019-08-19,43983
2019-08-20,43516
2019-08-21,44341
2019-08-22,44630
2019-08-23,44707
2019-08-24,44207
2019-08-24,44207
2019-08-25,44104
2019-08-25,44104
2019-08-26,43408
2019-08-27,42588
2019-08-27,42588
2019-08-28,42016
2019-08-29,41816
2019-08-30,41665
2019-08-31,42674
2019-09-01,43399
2019-09-02,43603
2019-09-03,44151
2019-09-04,43919
2019-09-05,43458
2019-09-06,44059
2019-09-07,44307
2019-09-08,44029
2019-09-09,43063
2019-09-10,42321
2019-09-11,41364
2019-09-12,41641
2019-09-13,42120
2019-09-14,42399
2019-09-15,42026
2019-09-16,41925
2019-09-17,41032
2019-09-18,41023
2019-09-19,41589
2019-09-20,41811
2019-09-21,41723
2019-09-22,42435
2019-09-23,43324
2019-09-24,44075
2019-09-25,45088
2019-09-26,46043
2019-09-27,47341
2019-09-28,47542
2019-09-29,47542
2019-09-30,47164
2019-10-01,47506
2019-10-02,48121
2019-10-03,48321
2019-10-04,47968
2019-10-05,48643
2019-10-06,48438
2019-10-07,47027
2019-10-08,46338
2019-10-09,46338
2019-10-10,46492
2019-10-11,45557
2019-10-12,44877
2019-10-13,44720
2019-10-14,44114
2019-10-15,43459
2019-10-16,43539
2019-10-17,43893
2019-10-18,44035
2019-10-19,43384
2019-10-20,44097
2019-10-21,43716
2019-10-22,43768
2019-10-23,43231
2019-10-24,43446
2019-10-25,43315
2019-10-26,43295
2019-10-27,43497
2019-10-28,42783
2019-10-29,42168
2019-10-30,41648
2019-10-31,41012
2019-11-01,41160
2019-11-02,40659
2019-11-03,40507
2019-11-04,41140
2019-11-05,41140
2019-11-06,41375
2019-11-07,42161
2019-11-08,41961
2019-11-09,42420
2019-11-10,40997
2019-11-11,41818
2019-11-12,42138
2019-11-13,41850
2019-11-14,41530
2019-11-15,41702
2019-11-16,41629
2019-11-17,41629
2019-11-18,41558
2019-11-19,40274
2019-11-20,41011
2019-11-21,41011
2019-11-22,40778
2019-11-23,40991
2019-11-24,40175
2019-11-25,40176
2019-11-26,40266
2019-11-27,40689
2019-11-28,41414
2019-11-29,41414
2019-11-30,41449
2019-12-01,41241
2019-12-02,41272
2019-12-03,41506
2019-12-04,41782
2019-12-05,41782
2019-12-06,41266
2019-12-07,40757
2019-12-08,40551
2019-12-09,39652
2019-12-10,40041
2019-12-11,40352
2019-12-12,40985
2019-12-13,40780
2019-12-14,41052
2019-12-15,41259
2019-12-16,41090
2019-12-17,41982
2019-12-18,42666
2019-12-19,42273
2019-12-20,41532
2019-12-21,41467
2019-12-22,42082
2019-12-23,42582
2019-12-24,42459
2019-12-25,42085
2019-12-26,42388
2019-12-27,42813
2019-12-28,41621
2019-12-29,41118
2019-12-30,41745
2019-12-31,41996
2020-01-01,42213
2020-01-02,42081
2020-01-03,42119
2020-01-04,42090
2020-01-05,42376
2020-01-06,42291
2020-01-07,42187
2020-01-08,41852
2020-01-09,41361
2020-01-10,41346
2020-01-11,42317
2020-01-12,43585
2020-01-13,43941
2020-01-14,44002
2020-01-15,44175
2020-01-16,44080
2020-01-17,44461
2020-01-18,44593
2020-01-19,44473
2020-01-20,45181
2020-01-21,45181
2020-01-22,44795
2020-01-23,44915
2020-01-24,44879
2020-01-25,44955
2020-01-26,44784
2020-01-27,43334
2020-01-28,43346
2020-01-29,43863
2020-01-30,43552
2020-01-31,43198
2020-02-01,43122
2020-02-02,42083
2020-02-03,41567
2020-02-04,40884
2020-02-05,40089
2020-02-06,39235
2020-02-07,38845
2020-02-08,38349
2020-02-09,38394
2020-02-10,38640
2020-02-11,39038
2020-02-12,39654
2020-02-13,40074
2020-02-14,39803
2020-02-15,39607
2020-02-16,40079
2020-02-17,40105
2020-02-18,40541
2020-02-19,40042
2020-02-20,40201
2020-02-21,40201
2020-02-22,40463
2020-02-23,40649
2020-02-24,40260
2020-02-25,40495
2020-02-26,41502
2020-02-27,41642
2020-02-28,40316
2020-02-29,39624
2020-03-01,39707
2020-03-02,40087
2020-03-03,39730
2020-03-04,40047
2020-03-05,40999
2020-03-06,40197
2020-03-07,40191
2020-03-08,39712
2020-03-09,40438
2020-03-10,40383
2020-03-11,40630
2020-03-12,40899
2020-03-13,40243
2020-03-14,39934
2020-03-15,40561
2020-03-16,40984
2020-03-17,40856
2020-03-18,41099
2020-03-19,41136
2020-03-20,39785
2020-03-21,39412
2020-03-22,39534
2020-03-23,39960
2020-03-24,40193
2020-03-25,40377
2020-03-26,40375
2020-03-27,40737
2020-03-28,40783
2020-03-29,41381
2020-03-30,41175
2020-03-31,41636
2020-04-01,42100
2020-04-02,42377
2020-04-03,42635
2020-04-04,42943
2020-04-05,43205
2020-04-06,43433
2020-04-07,43134
2020-04-08,43121
2020-04-09,42918
2020-04-10,43320
2020-04-11,43492
2020-04-12,43341
2020-04-13,43042
2020-04-14,43046
2020-04-15,43080
2020-04-16,42339
2020-04-17,40728
2020-04-18,40075
2020-04-19,39473
2020-04-20,39209
2020-04-21,39674
2020-04-22,40003
2020-04-23,40696
2020-04-24,41082
2020-04-25,41115
2020-04-26,41381
2020-04-27,41682
2020-04-28,41328
2020-04-29,41986
2020-04-30,42225
2020-05-01,41992
2020-05-02,41360
2020-05-03,40798
2020-05-04,40782
2020-05-05,41081
2020-05-06,41573
2020-05-07,40780
2020-05-08,40407
2020-05-09,40079
2020-05-10,40180
2020-05-11,40517
2020-05-12,40923
2020-05-13,40183
