date_obj,Dragon%20bones price
2016-03-04,3398
2016-03-05,3406
2016-03-06,3370
2016-03-07,3351
2016-03-08,3361
2016-03-09,3337
2016-03-10,3306
2016-03-11,3312
2016-03-12,3309
2016-03-13,3297
2016-03-14,3304
2016-03-15,3319
2016-03-16,3318
2016-03-17,3317
2016-03-18,3314
2016-03-19,3317
2016-03-20,3296
2016-03-21,3322
2016-03-22,3356
2016-03-23,3347
2016-03-24,3338
2016-03-25,3352
2016-03-26,3346
2016-03-27,3350
2016-03-28,3332
2016-03-29,3311
2016-03-30,3295
2016-03-31,3270
2016-04-01,3254
2016-04-02,3246
2016-04-03,3255
2016-04-04,3259
2016-04-05,3255
2016-04-06,3259
2016-04-07,3282
2016-04-08,3281
2016-04-09,3268
2016-04-10,3265
2016-04-11,3273
2016-04-12,3279
2016-04-13,3279
2016-04-14,3338
2016-04-15,3465
2016-04-16,3465
2016-04-17,3460
2016-04-18,3441
2016-04-19,3423
2016-04-20,3391
2016-04-21,3366
2016-04-22,3338
2016-04-23,3322
2016-04-24,3297
2016-04-25,3248
2016-04-26,3223
2016-04-27,3184
2016-04-28,3167
2016-04-29,3158
2016-04-30,3193
2016-05-01,3234
2016-05-02,3241
2016-05-03,3218
2016-05-04,3207
2016-05-05,3170
2016-05-06,3134
2016-05-07,3074
2016-05-08,3090
2016-05-09,3074
2016-05-10,3055
2016-05-11,3042
2016-05-12,3021
2016-05-13,2999
2016-05-14,3020
2016-05-15,3059
2016-05-16,3087
2016-05-17,3155
2016-05-18,3187
2016-05-19,3187
2016-05-22,3175
2016-05-23,3143
2016-05-24,3139
2016-05-25,3151
2016-05-26,3181
2016-05-27,3177
2016-05-28,3161
2016-05-29,3160
2016-05-30,3187
2016-05-31,3224
2016-06-01,3236
2016-06-02,3273
2016-06-03,3275
2016-06-04,3309
2016-06-05,3296
2016-06-06,3288
2016-06-07,3339
2016-06-08,3363
2016-06-09,3385
2016-06-10,3402
2016-06-11,3382
2016-06-12,3335
2016-06-13,3331
2016-06-14,3311
2016-06-15,3286
2016-06-16,3265
2016-06-17,3244
2016-06-18,3251
2016-06-19,3271
2016-06-20,3330
2016-06-21,3344
2016-06-22,3357
2016-06-23,3380
2016-06-24,3435
2016-06-25,3537
2016-06-26,3688
2016-06-27,3805
2016-06-28,3894
2016-06-29,3782
2016-06-30,3601
2016-07-01,3500
2016-07-02,3429
2016-07-03,3401
2016-07-04,3393
2016-07-05,3418
2016-07-06,3406
2016-07-07,3390
2016-07-08,3392
2016-07-09,3429
2016-07-10,3448
2016-07-11,3417
2016-07-12,3419
2016-07-13,3467
2016-07-14,3507
2016-07-15,3490
2016-07-16,3488
2016-07-17,3476
2016-07-18,3436
2016-07-23,3458
2016-07-24,3458
2016-07-25,3417
2016-07-26,3413
2016-07-27,3423
2016-07-28,3439
2016-07-29,3432
2016-07-30,3411
2016-07-31,3383
2016-08-01,3316
2016-08-02,3319
2016-08-03,3362
2016-08-04,3360
2016-08-05,3348
2016-08-06,3314
2016-08-07,3297
2016-08-08,3263
2016-08-09,3239
2016-08-10,3222
2016-08-11,3218
2016-08-12,3208
2016-08-13,3193
2016-08-14,3175
2016-08-15,3176
2016-08-16,3228
2016-08-17,3250
2016-08-18,3266
2016-08-19,3250
2016-08-20,3208
2016-08-21,3182
2016-08-22,3200
2016-08-23,3197
2016-08-24,3179
2016-08-25,3138
2016-08-26,3140
2016-08-28,3103
2016-08-31,3118
2016-09-01,3123
2016-09-02,3113
2016-09-03,3080
2016-09-04,3031
2016-09-05,3028
2016-09-06,3044
2016-09-07,3039
2016-09-08,3026
2016-09-09,3005
2016-09-10,3023
2016-09-11,3039
2016-09-12,3070
2016-09-13,3135
2016-09-14,3165
2016-09-15,3145
2016-09-16,3126
2016-09-17,3125
2016-09-18,3117
2016-09-19,3090
2016-09-20,3073
2016-09-21,3089
2016-09-22,3108
2016-09-23,3118
2016-09-24,3156
2016-09-25,3121
2016-09-26,3093
2016-09-27,3051
2016-09-28,3017
2016-09-29,2997
2016-09-30,2976
2016-10-01,2967
2016-10-02,3003
2016-10-03,3044
2016-10-04,3048
2016-10-05,3095
2016-10-06,3093
2016-10-07,3060
2016-10-08,3041
2016-10-09,3052
2016-10-10,3065
2016-10-11,3091
2016-10-12,3091
2016-10-13,3149
2016-10-14,3137
2016-10-15,3134
2016-10-16,3130
2016-10-17,3168
2016-10-18,3232
2016-10-19,3215
2016-10-20,3200
2016-10-21,3174
2016-10-22,3140
2016-10-23,3163
2016-10-24,3176
2016-10-25,3184
2016-10-26,3180
2016-10-27,3176
2016-10-28,3146
2016-10-29,3129
2016-10-30,3180
2016-10-31,3194
2016-11-01,3187
2016-11-02,3189
2016-11-03,3244
2016-11-04,3245
2016-11-05,3251
2016-11-06,3241
2016-11-07,3208
2016-11-08,3158
2016-11-09,3123
2016-11-10,3108
2016-11-11,3104
2016-11-12,3091
2016-11-13,3130
2016-11-14,3130
2016-11-15,3120
2016-12-07,3201
2016-12-08,3191
2016-12-09,3190
2016-12-10,3180
2016-12-11,3175
2016-12-12,3191
2016-12-13,3195
2016-12-14,3179
2016-12-15,3169
2016-12-16,3165
2016-12-17,3160
2016-12-18,3150
2016-12-19,3149
2016-12-20,3155
2016-12-21,3184
2016-12-22,3184
2016-12-23,3212
2016-12-24,3209
2016-12-25,3176
2016-12-26,3158
2016-12-27,3147
2016-12-28,3149
2016-12-29,3144
2016-12-30,3133
2016-12-31,3116
2017-01-01,3088
2017-01-02,3068
2017-01-03,3073
2017-01-04,3163
2017-01-05,3129
2017-01-06,3117
2017-01-07,3091
2017-01-08,3072
2017-01-09,3072
2017-01-10,3084
2017-01-11,3081
2017-01-12,3091
2017-01-13,3091
2017-01-14,3082
2017-01-15,3091
2017-01-16,3109
2017-01-17,3131
2017-01-18,3167
2017-01-19,3139
2017-01-20,3132
2017-01-21,3140
2017-01-22,3164
2017-01-23,3176
2017-01-27,3219
2017-01-28,3289
2017-01-29,3312
2017-01-30,3314
2017-01-31,3309
2017-02-01,3305
2017-02-02,3302
2017-02-03,3314
2017-02-04,3292
2017-02-05,3274
2017-02-06,3292
2017-02-07,3292
2017-02-08,3293
2017-02-09,3277
2017-02-10,3234
2017-02-11,3209
2017-02-12,3216
2017-02-13,3197
2017-02-14,3162
2017-02-15,3136
2017-02-16,3130
2017-02-18,3135
2017-02-19,3121
2017-02-20,3113
2017-02-21,3113
2017-02-22,3142
2017-02-23,3210
2017-02-24,3227
2017-02-25,3206
2017-02-26,3181
2017-02-27,3187
2017-02-28,3169
2017-03-01,3124
2017-03-02,3091
2017-03-03,3073
2017-03-04,3059
2017-03-05,3059
2017-03-06,3089
2017-03-07,3105
2017-03-08,3089
2017-03-09,3064
2017-03-10,3024
2017-03-11,2993
2017-03-12,2979
2017-03-13,2961
2017-03-14,2946
2017-03-15,2943
2017-03-16,2955
2017-03-17,2953
2017-03-18,2959
2017-03-19,2959
2017-03-20,2958
2017-03-21,2971
2017-03-22,2978
2017-03-23,2991
2017-03-24,2989
2017-03-25,2983
2017-03-26,2961
2017-03-27,2961
2017-03-28,2967
2017-03-29,2959
2017-03-30,2957
2017-03-31,2957
2017-04-01,2954
2017-04-02,2950
2017-04-03,2946
2017-04-04,2946
2017-04-12,2873
2017-04-13,2863
2017-04-14,2833
2017-04-15,2816
2017-04-16,2818
2017-04-17,2833
2017-04-18,2835
2017-04-19,2843
2017-04-20,2848
2017-04-21,2848
2017-04-22,2858
2017-04-23,2860
2017-04-24,2859
2017-04-25,2841
2017-04-26,2777
2017-04-27,2680
2017-04-28,2740
2017-04-29,2782
2017-04-30,2847
2017-05-01,2901
2017-05-02,2918
2017-05-03,2877
2017-05-04,2854
2017-05-05,2848
2017-05-06,2868
2017-05-07,2921
2017-05-08,2907
2017-05-09,2895
2017-05-10,2884
2017-05-11,2874
2017-05-12,2863
2017-05-13,2853
2017-05-14,2849
2017-05-15,2853
2017-05-16,2845
2017-05-17,2846
2017-05-18,2828
2017-05-19,2804
2017-05-20,2800
2017-05-21,2793
2017-05-22,2810
2017-05-23,2815
2017-05-24,2827
2017-05-25,2930
2017-05-26,2968
2017-05-27,2949
2017-05-28,2931
2017-05-29,2907
2017-05-30,2885
2017-05-31,2905
2017-06-01,2898
2017-06-02,2909
2017-06-03,2928
2017-06-04,3022
2017-06-05,3011
2017-06-06,3024
2017-06-07,3008
2017-06-08,2998
2017-06-09,2975
2017-06-10,2945
2017-06-11,2933
2017-06-12,2919
2017-06-13,2897
2017-06-14,2863
2017-06-15,2848
2017-06-16,2830
2017-06-17,2815
2017-06-18,2812
2017-06-19,2794
2017-06-20,2724
2017-06-21,2715
2017-06-22,2696
2017-06-23,2683
2017-06-24,2681
2017-06-25,2718
2017-06-26,2717
2017-06-27,2711
2017-06-28,2697
2017-06-29,2661
2017-06-30,2631
2017-07-01,2623
2017-07-02,2627
2017-07-03,2646
2017-07-04,2643
2017-07-05,2631
2017-07-06,2638
2017-07-07,2652
2017-07-08,2667
2017-07-13,2718
2017-07-14,2752
2017-07-15,2750
2017-07-16,2756
2017-07-17,2763
2017-07-18,2756
2017-07-19,2757
2017-07-20,2753
2017-07-21,2723
2017-07-22,2669
2017-07-23,2687
2017-07-24,2694
2017-07-25,2676
2017-07-26,2663
2017-07-27,2650
2017-07-28,2654
2017-07-29,2661
2017-07-30,2655
2017-07-31,2654
2017-08-01,2653
2017-08-02,2664
2017-08-03,2680
2017-08-04,2666
2017-08-05,2645
2017-08-06,2631
2017-08-09,2602
2017-08-10,2575
2017-08-11,2534
2017-08-12,2505
2017-08-13,2513
2017-08-14,2509
2017-08-15,2518
2017-08-16,2518
2017-08-17,2511
2017-08-18,2498
2017-08-19,2467
2017-08-20,2482
2017-08-21,2500
2017-08-22,2484
2017-08-23,2469
2017-08-24,2461
2017-08-25,2463
2017-08-26,2445
2017-08-27,2413
2017-08-28,2398
2017-08-29,2386
2017-08-30,2386
2017-08-31,2377
2017-09-01,2381
2017-09-03,2518
2017-09-04,2529
2017-09-05,2516
2017-09-06,2494
2017-09-07,2418
2017-09-08,2405
2017-09-09,2428
2017-09-10,2431
2017-09-11,2434
2017-09-12,2456
2017-09-13,2475
2017-09-14,2483
2017-09-15,2463
2017-09-16,2439
2017-09-17,2438
2017-09-18,2454
2017-09-19,2467
2017-09-20,2479
2017-09-21,2517
2017-09-22,2526
2017-09-23,2511
2017-09-24,2533
2017-09-25,2561
2017-09-26,2541
2017-09-27,2511
2017-09-28,2500
2017-09-29,2461
2017-09-30,2448
2017-10-01,2468
2017-10-02,2459
2017-10-03,2446
2017-10-04,2437
2017-10-05,2430
2017-10-06,2410
2017-10-07,2434
2017-10-08,2495
2017-10-09,2549
2017-10-10,2557
2017-10-11,2565
2017-10-12,2553
2017-10-13,2558
2017-10-14,2557
2017-10-15,2585
2017-10-16,2555
2017-10-17,2541
2017-10-18,2514
2017-10-19,2471
2017-10-20,2450
2017-10-21,2435
2017-10-22,2453
2017-10-23,2456
2017-10-24,2473
2017-10-25,2464
2017-10-26,2448
2017-10-27,2434
2017-10-28,2423
2017-10-29,2424
2017-10-30,2401
2017-10-31,2413
2017-11-01,2413
2017-11-02,2414
2017-11-03,2411
2017-11-04,2413
2017-11-05,2407
2017-11-06,2399
2017-11-07,2399
2017-11-08,2405
2017-11-09,2401
2017-11-10,2391
2017-11-11,2381
2017-11-12,2411
2017-11-13,2402
2017-11-14,2402
2017-11-15,2402
2017-11-16,2436
2017-11-17,2434
2017-11-18,2428
2017-11-19,2440
2017-11-20,2427
2017-11-21,2429
2017-11-22,2435
2017-11-23,2428
2017-11-24,2420
2017-11-25,2413
2017-11-26,2402
2017-11-27,2379
2017-11-28,2316
2017-11-29,2264
2017-11-30,2242
2017-12-01,2238
2017-12-02,2244
2017-12-03,2310
2017-12-04,2342
2017-12-05,2381
2017-12-06,2368
2017-12-07,2354
2017-12-08,2343
2017-12-09,2350
2017-12-10,2346
2017-12-11,2344
2017-12-12,2333
2017-12-13,2331
2017-12-14,2326
2017-12-15,2299
2017-12-16,2259
2017-12-17,2235
2017-12-18,2217
2017-12-19,2216
2017-12-20,2215
2017-12-21,2215
2017-12-22,2221
2017-12-23,2172
2017-12-24,2185
2017-12-25,2245
2017-12-26,2239
2017-12-27,2274
2017-12-28,2296
2017-12-29,2285
2017-12-30,2250
2017-12-31,2237
2018-01-01,2218
2018-01-02,2234
2018-01-03,2249
2018-01-04,2246
2018-01-05,2242
2018-01-06,2237
2018-01-07,2236
2018-01-08,2180
2018-01-09,2158
2018-01-10,2161
2018-01-11,2194
2018-01-12,2205
2018-01-13,2215
2018-01-14,2228
2018-01-15,2216
2018-01-16,2212
2018-01-17,2213
2018-01-18,2213
2018-01-19,2223
2018-01-20,2245
2018-01-21,2258
2018-01-22,2277
2018-01-23,2328
2018-01-25,2335
2018-01-26,2321
2018-01-27,2310
2018-01-28,2304
2018-01-29,2314
2018-01-30,2343
2018-01-31,2336
2018-02-01,2340
2018-02-02,2326
2018-02-03,2305
2018-02-04,2270
2018-02-05,2263
2018-02-06,2261
2018-02-07,2248
2018-02-08,2226
2018-02-09,2196
2018-02-10,2187
2018-02-11,2198
2018-02-12,2239
2018-02-13,2297
2018-02-14,2383
2018-02-15,2403
2018-02-16,2413
2018-02-17,2399
2018-02-18,2435
2018-02-19,2419
2018-02-20,2422
2018-02-21,2430
2018-02-22,2481
2018-02-23,2464
2018-02-24,2455
2018-02-25,2456
2018-02-26,2432
2018-02-27,2412
2018-02-28,2392
2018-03-01,2396
2018-03-02,2396
2018-03-03,2401
2018-03-04,2419
2018-03-05,2435
2018-03-06,2421
2018-03-07,2444
2018-03-08,2489
2018-03-09,2474
2018-03-10,2471
2018-03-11,2499
2018-03-12,2492
2018-03-13,2496
2018-03-14,2485
2018-03-15,2470
2018-03-16,2498
2018-03-17,2622
2018-03-18,2740
2018-03-20,2690
2018-03-21,2653
2018-03-23,2592
2018-03-24,2567
2018-03-25,2528
2018-03-26,2484
2018-03-27,2455
2018-03-28,2447
2018-03-29,2436
2018-03-30,2421
2018-03-31,2406
2018-04-01,2406
2018-04-02,2409
2018-04-03,2410
2018-04-04,2414
2018-04-05,2409
2018-04-06,2385
2018-04-07,2373
2018-04-08,2351
2018-04-09,2349
2018-04-10,2368
2018-04-11,2408
2018-04-12,2502
2018-04-13,2532
2018-04-14,2509
2018-04-15,2519
2018-04-16,2500
2018-04-17,2500
2018-04-18,2496
2018-04-19,2497
2018-04-20,2506
2018-04-21,2515
2018-04-22,2551
2018-04-23,2596
2018-04-24,2606
2018-04-25,2629
2018-04-26,2644
2018-04-27,2646
2018-04-28,2588
2018-04-29,2514
2018-04-30,2483
2018-05-01,2481
2018-05-03,2466
2018-05-04,2465
2018-05-05,2492
2018-05-07,2533
2018-05-08,2564
2018-05-09,2608
2018-05-10,2613
2018-05-11,2591
2018-05-12,2602
2018-05-13,2598
2018-05-14,2620
2018-05-15,2629
2018-05-16,2628
2018-05-17,2614
2018-05-18,2607
2018-05-19,2613
2018-05-20,2603
2018-05-21,2592
2018-05-22,2617
2018-05-23,2640
2018-05-24,2649
2018-05-25,2660
2018-05-26,2670
2018-05-27,2682
2018-05-28,2688
2018-05-29,2715
2018-05-30,2727
2018-05-31,2726
2018-06-01,2715
2018-06-02,2694
2018-06-03,2703
2018-06-04,2706
2018-06-05,2692
2018-06-06,2619
2018-06-07,2560
2018-06-08,2531
2018-06-09,2518
2018-06-10,2530
2018-06-11,2533
2018-06-12,2538
2018-06-13,2544
2018-06-14,2556
2018-06-15,2544
2018-06-16,2541
2018-06-17,2553
2018-06-18,2580
2018-06-19,2638
2018-06-20,2651
2018-06-21,2644
2018-06-22,2619
2018-06-23,2612
2018-06-24,2596
2018-06-25,2596
2018-06-26,2595
2018-06-27,2583
2018-06-28,2575
2018-06-29,2580
2018-06-30,2585
2018-07-01,2610
2018-07-02,2614
2018-07-03,2618
2018-07-04,2636
2018-07-05,2693
2018-07-06,2671
2018-07-07,2658
2018-07-08,2635
2018-07-09,2611
2018-07-10,2601
2018-07-11,2605
2018-07-12,2607
2018-07-13,2605
2018-07-14,2613
2018-07-15,2619
2018-07-16,2620
2018-07-17,2614
2018-07-18,2600
2018-07-19,2592
2018-07-20,2592
2018-07-21,2598
2018-07-22,2598
2018-07-23,2603
2018-07-24,2604
2018-07-25,2618
2018-07-26,2659
2018-07-27,2680
2018-07-28,2675
2018-07-29,2671
2018-07-30,2677
2018-07-31,2698
2018-08-01,2721
2018-08-02,2704
2018-08-03,2683
2018-08-04,2680
2018-08-05,2684
2018-08-06,2700
2018-08-07,2730
2018-08-08,2770
2018-08-09,2803
2018-08-10,2821
2018-08-11,2840
2018-08-12,2867
2018-08-14,2885
2018-08-16,2860
2018-08-17,2805
2018-08-18,2791
2018-08-19,2774
2018-08-20,2759
2018-08-21,2739
2018-08-22,2699
2018-08-23,2633
2018-08-24,2603
2018-08-25,2605
2018-08-26,2614
2018-08-27,2638
2018-08-28,2655
2018-08-29,2699
2018-08-30,2714
2018-08-31,2723
2018-09-01,2730
2018-09-02,2740
2018-09-03,2781
2018-09-04,2841
2018-09-05,2827
2018-09-06,2820
2018-09-07,2809
2018-09-08,2812
2018-09-09,2799
2018-09-10,2806
2018-09-11,2807
2018-09-12,2796
2018-09-13,2733
2018-09-14,2714
2018-09-15,2726
2018-09-16,2739
2018-09-17,2748
2018-09-18,2761
2018-09-19,2764
2018-09-20,2746
2018-09-21,2739
2018-09-22,2743
2018-09-23,2772
2018-09-24,2787
2018-09-25,2788
2018-09-26,2775
2018-09-27,2762
2018-09-28,2733
2018-09-29,2716
2018-09-30,2712
2018-10-01,2706
2018-10-02,2690
2018-10-03,2672
2018-10-04,2672
2018-10-05,2672
2018-10-06,2653
2018-10-07,2660
2018-10-08,2674
2018-10-09,2691
2018-10-10,2737
2018-10-11,2770
2018-10-12,2774
2018-10-13,2743
2018-10-14,2742
2018-10-15,2757
2018-10-16,2751
2018-10-17,2738
2018-10-18,2752
2018-10-19,2751
2018-10-20,2746
2018-10-21,2729
2018-10-22,2713
2018-10-23,2705
2018-10-24,2680
2018-10-25,2687
2018-10-26,2690
2018-10-27,2691
2018-10-28,2709
2018-10-29,2705
2018-10-30,2695
2018-10-31,2684
2018-11-01,2694
2018-11-03,2738
2018-11-04,2794
2018-11-05,2852
2018-11-06,2834
2018-11-07,2864
2018-11-08,2885
2018-11-09,2970
2018-11-10,3078
2018-11-11,3094
2018-11-12,3080
2018-11-13,3049
2018-11-14,3036
2018-11-15,3017
2018-11-16,2989
2018-11-17,2978
2018-11-18,2968
2018-11-19,2949
2018-11-20,2913
2018-11-21,2893
2018-11-22,2858
2018-11-23,2866
2018-11-24,2898
2018-11-25,2955
2018-11-26,2963
2018-11-27,2978
2018-11-28,3008
2018-11-29,3023
2018-12-01,2988
2018-12-02,2996
2018-12-03,3010
2018-12-04,3009
2018-12-05,3001
2018-12-07,2995
2018-12-09,3028
2018-12-10,3009
2018-12-11,2986
2018-12-12,2965
2018-12-13,2936
2018-12-14,2913
2018-12-15,2893
2018-12-16,2895
2018-12-17,2898
2018-12-18,2851
2018-12-19,2829
2018-12-20,2814
2018-12-21,2791
2018-12-22,2793
2018-12-23,2785
2018-12-24,2804
2018-12-25,2828
2018-12-26,2847
2018-12-27,2823
2018-12-28,2824
2018-12-29,2819
2018-12-30,2844
2018-12-31,2860
2019-01-01,2895
2019-01-02,2911
2019-01-03,2916
2019-01-04,2904
2019-01-05,2903
2019-01-06,2908
2019-01-08,2900
2019-01-10,2762
2019-01-11,2623
2019-01-12,2541
2019-01-13,2534
2019-01-14,2551
2019-01-15,2540
2019-01-16,2502
2019-01-17,2471
2019-01-18,2430
2019-01-19,2368
2019-01-20,2343
2019-01-21,2378
2019-01-22,2415
2019-01-23,2450
2019-01-24,2482
2019-01-25,2520
2019-01-26,2546
2019-01-27,2550
2019-01-28,2566
2019-01-29,2558
2019-01-30,2530
2019-01-31,2504
2019-02-01,2463
2019-02-02,2431
2019-02-03,2405
2019-02-04,2392
2019-02-05,2371
2019-02-06,2375
2019-02-07,2367
2019-02-08,2351
2019-02-09,2329
2019-02-10,2322
2019-02-11,2313
2019-02-12,2313
2019-02-13,2309
2019-02-14,2293
2019-02-15,2250
2019-02-16,2211
2019-02-17,2199
2019-02-18,2212
2019-02-19,2226
2019-02-20,2232
2019-02-21,2252
2019-02-22,2258
2019-02-23,2245
2019-02-24,2232
2019-02-25,2225
2019-02-26,2220
2019-02-27,2217
2019-02-28,2226
2019-03-01,2218
2019-03-02,2220
2019-03-03,2209
2019-03-04,2203
2019-03-05,2199
2019-03-06,2191
2019-03-07,2237
2019-03-08,2314
2019-03-09,2352
2019-03-10,2398
2019-03-11,2418
2019-03-12,2393
2019-03-13,2359
2019-03-14,2291
2019-03-15,2258
2019-03-16,2229
2019-03-17,2209
2019-03-18,2186
2019-03-19,2178
2019-03-20,2197
2019-03-21,2220
2019-03-22,2234
2019-03-23,2242
2019-03-24,2225
2019-03-25,2241
2019-03-26,2279
2019-03-27,2338
2019-03-28,2333
2019-03-29,2278
