date_obj,Spotted%20cape price
2015-12-09,957
2015-12-10,957
2015-12-11,958
2015-12-12,958
2015-12-13,943
2015-12-14,943
2015-12-15,934
2015-12-16,934
2015-12-17,934
2015-12-18,950
2015-12-19,950
2015-12-20,954
2015-12-21,954
2015-12-22,976
2015-12-23,976
2015-12-24,984
2015-12-25,984
2015-12-26,984
2015-12-27,1015
2015-12-28,1015
2015-12-29,1009
2015-12-30,1009
2015-12-31,987
2016-01-01,987
2016-01-02,987
2016-01-03,969
2016-01-04,969
2016-01-05,968
2016-01-06,968
2016-01-07,997
2016-01-08,997
2016-01-09,992
2016-01-10,992
2016-01-11,1002
2016-01-12,1002
2016-01-13,1047
2016-01-14,1047
2016-01-15,1052
2016-01-16,1052
2016-01-17,999
2016-01-18,969
2016-01-19,969
2016-01-20,974
2016-01-21,974
2016-01-22,986
2016-01-23,986
2016-01-24,993
2016-01-25,1023
2016-01-26,1023
2016-01-27,1058
2016-01-28,1058
2016-01-29,1067
2016-01-30,1067
2016-01-31,1013
2016-02-01,1013
2016-02-02,962
2016-02-03,962
2016-02-04,965
2016-02-05,965
2016-02-06,920
2016-02-07,920
2016-02-08,920
2016-02-09,920
2016-02-10,920
2016-02-11,943
2016-02-12,943
2016-02-13,991
2016-02-14,991
2016-02-15,1021
2016-02-16,1021
2016-02-17,1048
2016-02-18,1048
2016-02-19,1070
2016-02-20,1070
2016-02-21,1074
2016-02-22,1074
2016-02-23,1092
2016-02-24,1092
2016-02-25,1098
2016-02-26,1098
2016-02-27,1101
2016-02-28,1101
2016-02-29,1076
2016-03-01,1076
2016-03-02,1022
2016-03-03,1022
2016-03-04,1004
2016-03-05,1004
2016-03-06,1004
2016-03-07,1004
2016-03-08,1007
2016-03-09,1007
2016-03-10,993
2016-03-11,993
2016-03-12,1024
2016-03-13,1024
2016-03-14,1017
2016-03-15,1017
2016-03-16,1013
2016-03-17,1013
2016-03-18,980
2016-03-19,980
2016-03-20,986
2016-03-21,986
2016-03-22,971
2016-03-23,971
2016-03-24,1000
2016-03-25,1000
2016-03-26,995
2016-03-27,995
2016-03-28,993
2016-03-29,993
2016-03-30,987
2016-03-31,987
2016-04-01,995
2016-04-02,995
2016-04-03,1001
2016-04-04,1001
2016-04-05,976
2016-04-06,976
2016-04-07,960
2016-04-08,960
2016-04-09,956
2016-04-10,956
2016-04-11,951
2016-04-12,951
2016-04-13,952
2016-04-14,952
2016-04-15,928
2016-04-16,928
2016-04-17,911
2016-04-18,887
2016-04-19,887
2016-04-20,865
2016-04-21,865
2016-04-22,862
2016-04-23,862
2016-04-24,878
2016-04-25,889
2016-04-26,889
2016-04-27,903
2016-04-28,903
2016-04-29,922
2016-04-30,922
2016-05-01,934
2016-05-02,934
2016-05-03,955
2016-05-04,955
2016-05-05,907
2016-05-06,907
2016-05-07,897
2016-05-08,897
2016-05-09,894
2016-05-10,870
2016-05-11,870
2016-05-12,840
2016-05-13,847
2016-05-14,847
2016-05-15,855
2016-05-16,855
2016-05-17,890
2016-05-18,890
2016-05-19,908
2016-05-22,943
2016-05-23,991
2016-05-24,991
2016-05-25,1039
2016-05-26,1039
2016-05-27,1028
2016-05-28,1028
2016-05-29,1065
2016-05-30,1065
2016-05-31,1113
2016-06-01,1145
2016-06-02,1145
2016-06-03,1162
2016-06-04,1162
2016-06-05,1114
2016-06-06,1093
2016-06-07,1093
2016-06-08,1087
2016-06-09,1098
2016-06-10,1063
2016-06-11,1063
2016-06-12,1044
2016-06-13,1044
2016-06-14,1006
2016-06-15,1006
2016-06-16,965
2016-06-17,997
2016-06-18,997
2016-06-19,994
2016-06-20,994
2016-06-21,1019
2016-06-22,1024
2016-06-23,1024
2016-06-24,1063
2016-06-25,1101
2016-06-26,1101
2016-06-27,1091
2016-06-28,1101
2016-06-29,1101
2016-06-30,1109
2016-07-01,1104
2016-07-02,1104
2016-07-03,1119
2016-07-04,1149
2016-07-05,1149
2016-07-06,1123
2016-07-07,1123
2016-07-08,1086
2016-07-09,1086
2016-07-10,1050
2016-07-11,1047
2016-07-12,1047
2016-07-13,1043
2016-07-14,1018
2016-07-15,1018
2016-07-16,1012
2016-07-17,1012
2016-07-18,999
2016-07-24,884
2016-07-25,884
2016-07-26,852
2016-07-27,852
2016-07-28,856
2016-07-29,856
2016-07-30,843
2016-07-31,843
2016-08-01,835
2016-08-02,826
2016-08-03,826
2016-08-04,825
2016-08-05,825
2016-08-06,846
2016-08-07,846
2016-08-08,866
2016-08-09,866
2016-08-10,858
2016-08-11,858
2016-08-12,858
2016-08-13,824
2016-08-14,824
2016-08-15,787
2016-08-16,787
2016-08-17,762
2016-08-18,762
2016-08-19,737
2016-08-20,737
2016-08-21,717
2016-08-22,717
2016-08-23,708
2016-08-24,708
2016-08-25,687
2016-08-26,687
2016-08-28,692
2016-08-31,713
2016-09-01,749
2016-09-02,749
2016-09-03,749
2016-09-04,778
2016-09-05,778
2016-09-06,786
2016-09-07,786
2016-09-08,761
2016-09-09,761
2016-09-10,750
2016-09-11,750
2016-09-12,750
2016-09-13,767
2016-09-14,767
2016-09-15,770
2016-09-16,770
2016-09-17,770
2016-09-18,789
2016-09-19,789
2016-09-20,818
2016-09-21,818
2016-09-22,830
2016-09-23,830
2016-09-24,830
2016-09-25,855
2016-09-26,855
2016-09-27,855
2016-09-28,851
2016-09-29,851
2016-09-30,823
2016-10-01,823
2016-10-02,823
2016-10-03,826
2016-10-04,826
2016-10-05,826
2016-10-06,826
2016-10-07,826
2016-10-08,832
2016-10-09,832
2016-10-11,842
2016-10-12,842
2016-10-13,871
2016-10-14,871
2016-10-15,863
2016-10-16,863
2016-10-17,850
2016-10-18,850
2016-10-19,850
2016-10-20,856
2016-10-21,856
2016-10-22,857
2016-10-23,857
2016-10-24,852
2016-10-25,852
2016-10-26,834
2016-10-27,834
2016-10-28,834
2016-10-29,858
2016-10-30,858
2016-10-31,888
2016-11-01,888
2016-11-02,888
2016-11-03,903
2016-11-04,903
2016-11-05,927
2016-11-06,927
2016-11-07,964
2016-11-08,964
2016-11-09,1002
2016-11-10,1002
2016-11-11,995
2016-11-12,995
2016-11-13,1000
2016-11-14,1000
2016-12-08,825
2016-12-09,825
2016-12-10,799
2016-12-11,799
2016-12-12,819
2016-12-13,819
2016-12-14,814
2016-12-15,814
2016-12-16,814
2016-12-17,812
2016-12-18,812
2016-12-19,812
2016-12-20,812
2016-12-21,817
2016-12-22,817
2016-12-23,825
2016-12-24,825
2016-12-25,841
2016-12-26,841
2016-12-27,857
2016-12-28,857
2016-12-29,900
2016-12-30,900
2016-12-31,899
2017-01-01,899
2017-01-02,898
2017-01-03,898
2017-01-04,916
2017-01-05,916
2017-01-06,894
2017-01-07,871
2017-01-08,871
2017-01-09,872
2017-01-10,872
2017-01-11,869
2017-01-12,879
2017-01-13,879
2017-01-14,885
2017-01-15,885
2017-01-16,900
2017-01-17,906
2017-01-18,906
2017-01-19,935
2017-01-20,935
2017-01-21,972
2017-01-22,972
2017-01-27,970
2017-01-28,936
2017-01-29,936
2017-01-30,909
2017-01-31,909
2017-02-01,901
2017-02-02,901
2017-02-03,900
2017-02-04,900
2017-02-05,884
2017-02-06,884
2017-02-07,884
2017-02-08,886
2017-02-09,886
2017-02-10,884
2017-02-11,883
2017-02-12,883
2017-02-13,860
2017-02-14,860
2017-02-15,832
2017-02-16,832
2017-02-18,844
2017-02-19,848
2017-02-20,848
2017-02-21,866
2017-02-22,866
2017-02-23,886
2017-02-24,886
2017-02-25,886
2017-02-26,886
2017-02-27,916
2017-02-28,955
2017-03-01,955
2017-03-02,965
2017-03-03,965
2017-03-04,951
2017-03-05,951
2017-03-06,911
2017-03-07,911
2017-03-08,865
2017-03-09,865
2017-03-10,826
2017-03-11,826
2017-03-12,819
2017-03-13,811
2017-03-14,811
2017-03-15,776
2017-03-16,776
2017-03-17,766
2017-03-18,766
2017-03-19,766
2017-03-20,766
2017-03-21,783
2017-03-22,783
2017-03-23,769
2017-03-24,769
2017-03-25,752
2017-03-26,752
2017-03-27,763
2017-03-28,763
2017-03-29,772
2017-03-30,772
2017-03-31,766
2017-04-01,766
2017-04-02,768
2017-04-03,788
2017-04-04,788
2017-04-12,861
2017-04-13,848
2017-04-14,848
2017-04-15,844
2017-04-16,848
2017-04-17,864
2017-04-18,864
2017-04-19,882
2017-04-20,882
2017-04-21,918
2017-04-22,918
2017-04-23,945
2017-04-24,945
2017-04-25,927
2017-04-26,927
2017-04-27,899
2017-04-28,899
2017-04-29,887
2017-04-30,887
2017-05-01,902
2017-05-02,902
2017-05-03,864
2017-05-04,825
2017-05-05,825
2017-05-06,801
2017-05-07,801
2017-05-08,772
2017-05-09,750
2017-05-10,750
2017-05-11,780
2017-05-12,780
2017-05-13,786
2017-05-14,786
2017-05-15,786
2017-05-16,795
2017-05-17,795
2017-05-18,835
2017-05-19,835
2017-05-20,852
2017-05-21,852
2017-05-22,829
2017-05-23,829
2017-05-24,837
2017-05-25,837
2017-05-26,842
2017-05-27,842
2017-05-28,875
2017-05-29,875
2017-05-30,869
2017-05-31,869
2017-06-01,825
2017-06-02,825
2017-06-03,797
2017-06-06,785
2017-06-07,785
2017-06-08,746
2017-06-09,746
2017-06-10,710
2017-06-11,710
2017-06-12,676
2017-06-13,676
2017-06-14,659
2017-06-15,659
2017-06-16,632
2017-06-17,632
2017-06-18,627
2017-06-19,627
2017-06-20,653
2017-06-21,653
2017-06-22,670
2017-06-23,670
2017-06-24,683
2017-06-25,683
2017-06-26,665
2017-06-27,665
2017-06-28,638
2017-06-29,638
2017-06-30,614
2017-07-01,614
2017-07-02,614
2017-07-03,623
2017-07-04,623
2017-07-05,639
2017-07-06,639
2017-07-07,671
2017-07-08,671
2017-07-13,699
2017-07-14,718
2017-07-15,718
2017-07-16,718
2017-07-17,738
2017-07-18,738
2017-07-19,757
2017-07-20,757
2017-07-21,749
2017-07-22,749
2017-07-23,732
2017-07-24,732
2017-07-25,700
2017-07-26,700
2017-07-27,678
2017-07-28,678
2017-07-29,672
2017-07-30,668
2017-07-31,668
2017-08-01,668
2017-08-02,674
2017-08-03,674
2017-08-04,674
2017-08-05,678
2017-08-06,678
2017-08-09,688
2017-08-10,688
2017-08-11,677
2017-08-12,677
2017-08-13,670
2017-08-14,670
2017-08-15,668
2017-08-17,693
2017-08-18,693
2017-08-19,693
2017-08-20,717
2017-08-21,717
2017-08-22,700
2017-08-23,700
2017-08-24,700
2017-08-25,676
2017-08-26,676
2017-08-27,675
2017-08-28,675
2017-08-29,675
2017-08-30,684
2017-08-31,684
2017-09-01,684
2017-09-02,706
2017-09-03,706
2017-09-04,729
2017-09-05,729
2017-09-06,759
2017-09-07,759
2017-09-08,759
2017-09-09,764
2017-09-10,764
2017-09-11,754
2017-09-12,754
2017-09-13,752
2017-09-14,752
2017-09-15,752
2017-09-16,754
2017-09-17,754
2017-09-19,766
2017-09-20,731
2017-09-21,731
2017-09-22,703
2017-09-23,703
2017-09-24,687
2017-09-25,687
2017-09-26,712
2017-09-27,712
2017-09-28,712
2017-09-29,712
2017-09-30,706
2017-10-01,706
2017-10-02,680
2017-10-03,680
2017-10-04,680
2017-10-05,682
2017-10-06,682
2017-10-07,674
2017-10-08,674
2017-10-09,678
2017-10-10,678
2017-10-11,678
2017-10-12,684
2017-10-13,684
2017-10-14,695
2017-10-15,695
2017-10-16,700
2017-10-17,700
2017-10-18,700
2017-10-19,709
2017-10-20,709
2017-10-21,714
2017-10-22,714
2017-10-23,729
2017-10-24,729
2017-10-25,737
2017-10-26,737
2017-10-27,740
2017-10-28,740
2017-10-29,722
2017-10-30,722
2017-10-31,703
2017-11-01,703
2017-11-02,703
2017-11-03,705
2017-11-04,705
2017-11-05,713
2017-11-06,713
2017-11-07,713
2017-11-08,715
2017-11-09,715
2017-11-10,719
2017-11-11,719
2017-11-12,730
2017-11-13,730
2017-11-14,730
2017-11-15,730
2017-11-16,730
2017-11-17,734
2017-11-18,734
2017-11-19,739
2017-11-20,739
2017-11-21,740
2017-11-22,740
2017-11-23,767
2017-11-24,767
2017-11-25,775
2017-11-26,775
2017-11-27,775
2017-11-28,812
2017-11-29,812
2017-11-30,812
2017-12-01,813
2017-12-02,813
2017-12-03,808
2017-12-04,808
2017-12-05,767
2017-12-06,767
2017-12-07,744
2017-12-08,744
2017-12-09,744
2017-12-10,744
2017-12-11,744
2017-12-12,745
2017-12-13,745
2017-12-14,745
2017-12-15,735
2017-12-16,735
2017-12-17,735
2017-12-18,747
2017-12-19,747
2017-12-20,747
2017-12-21,758
2017-12-22,758
2017-12-23,795
2017-12-24,795
2017-12-25,795
2017-12-26,822
2017-12-27,822
2017-12-28,812
2017-12-29,812
2017-12-30,774
2017-12-31,774
2018-01-01,740
2018-01-02,740
2018-01-03,733
2018-01-04,733
2018-01-05,729
2018-01-06,729
2018-01-07,739
2018-01-08,739
2018-01-09,763
2018-01-10,763
2018-01-11,760
2018-01-12,760
2018-01-13,756
2018-01-14,756
2018-01-15,773
2018-01-16,773
2018-01-17,788
2018-01-18,788
2018-01-19,810
2018-01-20,810
2018-01-21,832
2018-01-22,832
2018-01-23,874
2018-01-24,917
2018-01-25,917
2018-01-26,949
2018-01-27,943
2018-01-28,924
2018-01-29,921
2018-01-30,903
2018-02-01,861
2018-02-02,821
2018-02-04,746
2018-02-05,746
2018-02-06,713
2018-02-07,721
2018-02-08,721
2018-02-09,715
2018-02-10,715
2018-02-11,728
2018-02-12,740
2018-02-13,740
2018-02-14,756
2018-02-15,760
2018-02-16,760
2018-02-17,756
2018-02-18,734
2018-02-19,703
2018-02-20,703
2018-02-21,694
2018-02-22,694
2018-02-23,692
2018-02-24,692
2018-02-25,702
2018-02-26,702
2018-02-27,702
2018-02-28,702
2018-03-01,701
2018-03-02,704
2018-03-03,702
2018-03-04,702
2018-03-05,693
2018-03-06,697
2018-03-07,672
2018-03-08,672
2018-03-09,646
2018-03-10,646
2018-03-11,631
2018-03-12,599
2018-03-13,571
2018-03-14,561
2018-03-15,561
2018-03-16,583
2018-03-17,613
2018-03-18,638
2018-03-19,638
2018-03-20,655
2018-03-21,655
2018-03-23,679
2018-03-24,692
2018-03-26,724
2018-03-27,754
2018-03-28,754
2018-03-29,792
2018-03-30,792
2018-03-31,832
2018-04-01,832
2018-04-02,846
2018-04-03,803
2018-04-04,776
2018-04-05,776
2018-04-06,772
2018-04-08,768
2018-04-09,756
2018-04-10,756
2018-04-11,751
2018-04-12,767
2018-04-13,767
2018-04-14,751
2018-04-16,738
2018-04-17,732
2018-04-18,732
2018-04-19,743
2018-04-20,743
2018-04-21,759
2018-04-22,759
2018-04-23,771
2018-04-24,771
2018-04-25,780
2018-04-26,780
2018-04-27,759
2018-04-28,751
2018-04-29,735
2018-04-30,735
2018-05-01,735
2018-05-02,735
2018-05-03,712
2018-05-04,712
2018-05-05,709
2018-05-06,709
2018-05-07,710
2018-05-08,710
2018-05-09,727
2018-05-10,755
2018-05-11,755
2018-05-12,772
2018-05-13,772
2018-05-14,797
2018-05-15,797
2018-05-16,796
2018-05-17,796
2018-05-18,794
2018-05-19,792
2018-05-20,792
2018-05-21,792
2018-05-22,792
2018-05-23,786
2018-05-24,786
2018-05-25,782
2018-05-26,780
2018-05-27,780
2018-05-28,778
2018-05-29,789
2018-05-30,789
2018-05-31,792
2018-06-01,797
2018-06-02,780
2018-06-03,780
2018-06-04,764
2018-06-05,766
2018-06-06,788
2018-06-07,788
2018-06-08,773
2018-06-09,773
2018-06-10,742
2018-06-11,742
2018-06-12,750
2018-06-13,746
2018-06-14,735
2018-06-15,735
2018-06-16,747
2018-06-17,731
2018-06-18,738
2018-06-19,756
2018-06-20,756
2018-06-21,753
2018-06-22,764
2018-06-23,764
2018-06-24,778
2018-06-25,787
2018-06-26,787
2018-06-27,799
2018-06-28,809
2018-06-29,832
2018-06-30,832
2018-07-01,830
2018-07-02,830
2018-07-03,805
2018-07-04,805
2018-07-05,803
2018-07-06,803
2018-07-07,803
2018-07-08,809
2018-07-09,831
2018-07-10,859
2018-07-11,874
2018-07-12,874
2018-07-13,878
2018-07-14,888
2018-07-15,888
2018-07-16,909
2018-07-17,929
2018-07-18,929
2018-07-19,945
2018-07-20,954
2018-07-21,956
2018-07-22,958
2018-07-23,998
2018-07-24,998
2018-07-25,1007
2018-07-26,1006
2018-07-27,1018
2018-07-28,1018
2018-07-29,1030
2018-07-30,1043
2018-07-31,1043
2018-08-01,1043
2018-08-02,1017
2018-08-03,1004
2018-08-04,1003
2018-08-05,998
2018-08-06,994
2018-08-07,991
2018-08-08,997
2018-08-09,997
2018-08-10,959
2018-08-11,921
2018-08-12,939
2018-08-14,913
2018-08-16,920
2018-08-17,932
2018-08-18,932
2018-08-19,979
2018-08-20,1002
2018-08-21,1002
2018-08-22,1007
2018-08-23,986
2018-08-24,945
2018-08-25,913
2018-08-26,913
2018-08-27,890
2018-08-28,870
2018-08-29,879
2018-08-30,910
2018-08-31,920
2018-09-01,941
2018-09-03,936
2018-09-04,912
2018-09-05,899
2018-09-06,899
2018-09-07,907
2018-09-08,905
2018-09-09,905
2018-09-10,920
2018-09-11,920
2018-09-12,929
2018-09-13,936
2018-09-14,967
2018-09-15,1000
2018-09-16,1000
2018-09-17,1007
2018-09-18,985
2018-09-19,1012
2018-09-20,1015
2018-09-21,1015
2018-09-22,990
2018-09-23,990
2018-09-24,1003
2018-09-25,1003
2018-09-26,1001
2018-09-27,1001
2018-09-28,997
2018-09-29,997
2018-09-30,976
2018-10-02,941
2018-10-03,937
2018-10-04,937
2018-10-05,911
2018-10-06,888
2018-10-07,888
2018-10-08,883
2018-10-09,872
2018-10-10,884
2018-10-11,880
2018-10-12,880
2018-10-13,875
2018-10-14,875
2018-10-15,886
2018-10-16,886
2018-10-17,874
2018-10-18,869
2018-10-19,906
2018-10-20,906
2018-10-21,908
2018-10-22,943
2018-10-23,943
2018-10-24,934
2018-10-25,899
2018-10-26,895
2018-10-27,900
2018-10-28,914
2018-10-29,914
2018-10-30,960
2018-10-31,997
2018-11-01,1013
2018-11-03,1014
2018-11-04,982
2018-11-05,964
2018-11-06,971
2018-11-07,972
2018-11-08,954
2018-11-09,939
2018-11-10,941
2018-11-11,985
2018-11-12,1004
2018-11-13,1013
2018-11-14,1021
2018-11-15,994
2018-11-16,962
2018-11-17,938
2018-11-18,914
2018-11-19,906
2018-11-20,911
2018-11-21,922
2018-11-22,923
2018-11-23,931
2018-11-24,910
2018-11-25,914
2018-11-26,905
2018-11-27,908
2018-11-28,907
2018-11-29,924
2018-12-01,1016
2018-12-02,993
2018-12-03,993
2018-12-04,983
2018-12-05,957
2018-12-07,921
2018-12-09,908
2018-12-10,933
2018-12-11,904
2018-12-12,887
2018-12-13,865
2018-12-14,857
2018-12-15,855
2018-12-16,822
2018-12-17,806
2018-12-18,802
2018-12-19,799
2018-12-20,786
2018-12-21,767
2018-12-22,805
2018-12-23,844
2018-12-24,847
2018-12-25,834
2018-12-26,831
2018-12-27,820
2018-12-28,822
2018-12-29,823
2018-12-30,781
2018-12-31,791
2019-01-01,793
2019-01-02,793
2019-01-03,768
2019-01-04,756
2019-01-05,759
2019-01-06,792
2019-01-08,807
2019-01-10,808
2019-01-11,788
2019-01-12,778
2019-01-13,756
2019-01-14,742
2019-01-15,719
2019-01-16,683
2019-01-17,649
2019-01-18,627
2019-01-19,629
2019-01-20,641
2019-01-21,649
2019-01-22,642
2019-01-23,641
2019-01-24,638
2019-01-25,634
2019-01-26,637
2019-01-27,640
2019-01-28,671
2019-01-29,703
2019-01-30,739
2019-01-31,776
2019-02-01,815
2019-02-02,843
2019-02-03,841
2019-02-04,805
2019-02-05,792
2019-02-06,780
2019-02-07,771
2019-02-08,761
2019-02-09,750
2019-02-10,745
2019-02-11,724
2019-02-12,713
2019-02-13,707
2019-02-14,707
2019-02-15,704
2019-02-16,705
2019-02-17,715
2019-02-18,732
2019-02-19,762
2019-02-20,787
2019-02-21,823
2019-02-22,852
2019-02-23,874
2019-02-24,864
2019-02-25,820
2019-02-26,779
2019-02-27,765
2019-02-28,744
2019-03-01,744
2019-03-02,740
2019-03-03,743
2019-03-04,705
2019-03-05,683
2019-03-06,692
2019-03-07,714
2019-03-08,714
2019-03-09,704
2019-03-10,692
2019-03-11,703
2019-03-12,712
2019-03-13,712
2019-03-14,747
2019-03-15,782
2019-03-16,822
2019-03-17,862
2019-03-18,862
2019-03-19,906
2019-03-20,912
2019-03-21,898
2019-03-22,894
2019-03-23,915
2019-03-24,894
2019-03-25,894
2019-03-26,861
2019-03-27,861
2019-03-28,875
2019-03-29,919
2019-03-30,919
2019-03-31,951
2019-04-01,999
2019-04-02,1046
2019-04-03,1050
2019-04-04,1053
2019-04-05,1096
2019-04-06,1150
2019-04-07,1179
2019-04-08,1183
2019-04-09,1198
2019-04-10,1212
2019-04-11,1245
2019-04-12,1235
2019-04-13,1179
2019-04-14,1156
2019-04-15,1161
2019-04-16,1214
2019-04-17,1205
2019-04-18,1162
2019-04-19,1145
2019-04-20,1132
2019-04-21,1103
2019-04-22,1069
2019-04-23,1032
2019-04-24,1020
2019-04-25,1021
2019-04-26,1027
2019-04-27,1027
2019-04-28,990
2019-04-29,946
2019-04-30,960
2019-05-01,922
2019-05-02,875
2019-05-03,856
2019-05-04,854
2019-05-05,841
2019-05-06,824
2019-05-07,803
2019-05-08,770
2019-05-09,744
2019-05-10,734
2019-05-11,731
2019-05-12,728
2019-05-13,730
2019-05-14,737
2019-05-15,737
2019-05-16,742
2019-05-17,742
2019-05-18,768
2019-05-19,779
2019-05-20,801
2019-05-21,841
2019-05-22,876
2019-05-23,900
2019-05-24,894
2019-05-25,889
2019-05-26,870
2019-05-27,890
2019-05-28,909
2019-05-29,916
2019-05-30,928
2019-05-31,928
2019-06-01,941
2019-06-02,968
2019-06-03,985
2019-06-04,1004
2019-06-05,1039
2019-06-06,1091
2019-06-07,1139
2019-06-08,1162
2019-06-09,1149
2019-06-10,1149
2019-06-11,1091
2019-06-12,1044
2019-06-13,1035
2019-06-14,1001
2019-06-15,951
2019-06-16,903
2019-06-17,863
2019-06-18,842
2019-06-19,828
2019-06-20,825
2019-06-21,804
2019-06-22,832
2019-06-23,821
2019-06-24,813
2019-06-25,802
2019-06-26,828
2019-06-27,869
2019-06-28,869
2019-06-29,907
2019-06-30,947
2019-07-01,947
2019-07-02,954
2019-07-03,954
2019-07-04,954
2019-07-05,986
2019-07-06,1036
2019-07-07,1067
2019-07-08,1032
2019-07-09,983
2019-07-10,957
2019-07-11,951
2019-07-12,942
2019-07-13,942
2019-07-14,940
2019-07-15,940
2019-07-16,939
2019-07-17,932
2019-07-18,919
2019-07-19,901
2019-07-20,899
2019-07-21,871
2019-07-22,844
2019-07-23,810
2019-07-24,810
2019-07-25,769
2019-07-26,754
2019-07-27,748
2019-07-28,736
2019-07-29,728
2019-07-30,712
2019-07-31,714
2019-08-01,702
2019-08-02,702
2019-08-03,704
2019-08-04,691
2019-08-05,692
2019-08-06,711
2019-08-07,707
2019-08-08,707
2019-08-09,713
2019-08-10,749
