date_obj,Lovakengj%20scarf price
2016-10-25,1766420
2016-10-26,1766420
2016-10-27,1766420
2016-10-28,1766420
2016-10-29,1766420
2016-10-30,1766420
2016-10-31,1766420
2016-11-01,1766420
2016-11-02,1766420
2016-11-03,1766420
2016-11-04,1766420
2016-11-05,1766420
2016-11-06,1766420
2016-11-07,1766420
2016-11-08,1766420
2016-11-09,1678674
2016-11-10,1678674
2016-11-11,1678674
2016-11-12,1678674
2016-11-13,1678674
2016-11-14,1678674
2016-12-07,1516469
2016-12-08,1516469
2016-12-09,1516469
2016-12-10,1516469
2016-12-11,1516469
2016-12-12,1516469
2016-12-13,1516469
2016-12-14,1516469
2016-12-15,1516469
2016-12-16,1516469
2016-12-17,1441347
2016-12-18,1441347
2016-12-19,1441347
2016-12-20,1441347
2016-12-21,1441347
2016-12-22,1441347
2016-12-23,1441347
2016-12-24,1441347
2016-12-25,1441347
2016-12-26,1441347
2016-12-27,1441347
2016-12-28,1441347
2016-12-29,1371279
2016-12-30,1371279
2016-12-31,1371279
2017-01-01,1371279
2017-01-02,1371279
2017-01-03,1371279
2017-01-04,1371279
2017-01-05,1371279
2017-01-06,1371279
2017-01-07,1371279
2017-01-08,1371279
2017-01-09,1305186
2017-01-10,1305186
2017-01-11,1305186
2017-01-12,1305186
2017-01-13,1305186
2017-01-14,1305186
2017-01-15,1305186
2017-01-16,1305186
2017-01-17,1305186
2017-01-18,1240916
2017-01-19,1240916
2017-01-20,1240916
2017-01-21,1240916
2017-01-22,1240916
2017-01-27,1181038
2017-01-28,1181038
2017-01-29,1181038
2017-01-30,1181038
2017-01-31,1181038
2017-02-01,1181038
2017-02-02,1181038
2017-02-03,1181038
2017-02-04,1123110
2017-02-05,1123110
2017-02-06,1123110
2017-02-07,1123110
2017-02-08,1123110
2017-02-09,1123110
2017-02-10,1123110
2017-02-11,1123110
2017-02-12,1123110
2017-02-13,1123110
2017-02-14,1067564
2017-02-15,1067564
2017-02-16,1067564
2017-02-18,1067564
2017-02-19,1067564
2017-02-20,1067564
2017-02-21,1067564
2017-02-22,1067564
2017-02-23,1067564
2017-02-24,1015360
2017-02-25,1015360
2017-02-26,1015360
2017-02-27,1015360
2017-02-28,1015360
2017-03-01,1015360
2017-03-02,1015360
2017-03-03,1015360
2017-03-04,1015360
2017-03-05,1015360
2017-03-06,966401
2017-03-07,966401
2017-03-08,966401
2017-03-09,966401
2017-03-10,966401
2017-03-11,966401
2017-03-12,966401
2017-03-13,966401
2017-03-14,918859
2017-03-15,918859
2017-03-16,918859
2017-03-17,918859
2017-03-18,918859
2017-03-19,918859
2017-03-20,918859
2017-03-21,918859
2017-03-22,874226
2017-03-23,874226
2017-03-24,874226
2017-03-25,874226
2017-03-26,874226
2017-03-27,874226
2017-03-28,874226
2017-03-29,874226
2017-03-30,874226
2017-03-31,874226
2017-04-01,874226
2017-04-02,831784
2017-04-03,831784
2017-04-04,831784
2017-04-12,35000
2017-04-13,35000
2017-04-14,35000
2017-04-15,35000
2017-04-16,35000
2017-04-17,35000
2017-04-18,35000
2017-04-19,35000
2017-04-20,35000
2017-04-21,35000
2017-04-22,35000
2017-04-23,34558
2017-04-24,34558
2017-04-25,34558
2017-04-26,34558
2017-04-27,34558
2017-04-28,34558
2017-04-29,34558
2017-04-30,34558
2017-05-01,34558
2017-05-02,34558
2017-05-03,34558
2017-05-04,34558
2017-05-05,34558
2017-05-06,34558
2017-05-07,33994
2017-05-08,33994
2017-05-09,33994
2017-05-10,33994
2017-05-11,33994
2017-05-12,33994
2017-05-13,33994
2017-05-14,33994
2017-05-15,33994
2017-05-16,33994
2017-05-17,33994
2017-05-18,33994
2017-05-19,33994
2017-05-20,33175
2017-05-21,33175
2017-05-22,33175
2017-05-23,33175
2017-05-24,33175
2017-05-25,33175
2017-05-26,33175
2017-05-27,33175
2017-05-28,33175
2017-05-29,33175
2017-05-30,33175
2017-05-31,33175
2017-06-01,33175
2017-06-02,31554
2017-06-03,31554
2017-06-06,31554
2017-06-07,31554
2017-06-08,31554
2017-06-09,31554
2017-06-10,31554
2017-06-11,31554
2017-06-12,31649
2017-06-13,31649
2017-06-14,31649
2017-06-15,31649
2017-06-16,31649
2017-06-17,31649
2017-06-18,31649
2017-06-19,31649
2017-06-20,31649
2017-06-21,31649
2017-06-22,31649
2017-06-23,31649
2017-06-24,31649
2017-06-25,31649
2017-06-26,31649
2017-06-27,31150
2017-06-28,31150
2017-06-29,31150
2017-06-30,31150
2017-07-01,31150
2017-07-02,31150
2017-07-03,31150
2017-07-04,31150
2017-07-05,31150
2017-07-06,31150
2017-07-07,31150
2017-07-08,31150
2017-07-13,31150
2017-07-14,30801
2017-07-15,30801
2017-07-16,30801
2017-07-17,30801
2017-07-18,30801
2017-07-19,30801
2017-07-20,30801
2017-07-21,30801
2017-07-22,30801
2017-07-23,30801
2017-07-24,30801
2017-07-25,30801
2017-07-26,30801
2017-07-27,30103
2017-07-28,30103
2017-07-29,30103
2017-07-30,30103
2017-07-31,30103
2017-08-01,30103
2017-08-02,30103
2017-08-03,30103
2017-08-04,30103
2017-08-05,30103
2017-08-06,30103
2017-08-09,30103
2017-08-10,28979
2017-08-11,28979
2017-08-12,28979
2017-08-13,28979
2017-08-14,28979
2017-08-15,28979
2017-08-16,28979
2017-08-17,28979
2017-08-18,28979
2017-08-19,28979
2017-08-20,28979
2017-08-21,28979
2017-08-22,27606
2017-08-23,27606
2017-08-24,27606
2017-08-25,27606
2017-08-26,27606
2017-08-27,27606
2017-08-28,27606
2017-08-29,27606
2017-08-30,27606
2017-08-31,27606
2017-09-01,27606
2017-09-02,27606
2017-09-03,27606
2017-09-04,27606
2017-09-05,26225
2017-09-06,26225
2017-09-07,26225
2017-09-08,26225
2017-09-09,26225
2017-09-10,26225
2017-09-11,26225
2017-09-12,26225
2017-09-13,26225
2017-09-14,26225
2017-09-15,26225
2017-09-16,26225
2017-09-17,25784
2017-09-19,25784
2017-09-20,25784
2017-09-21,25784
2017-09-22,25784
2017-09-23,25784
2017-09-24,25784
2017-09-25,25784
2017-09-26,25784
2017-09-27,25784
2017-09-28,25784
2017-09-29,25784
2017-09-30,25333
2017-10-01,25333
2017-10-02,25333
2017-10-03,25333
2017-10-04,25333
2017-10-05,25333
2017-10-06,25333
2017-10-07,25333
2017-10-08,25333
2017-10-09,25333
2017-10-10,25333
2017-10-11,25333
2017-10-12,25333
2017-10-13,25333
2017-10-14,25112
2017-10-15,25112
2017-10-16,25112
2017-10-17,25112
2017-10-18,25112
2017-10-19,25112
2017-10-20,25112
2017-10-21,25112
2017-10-22,25112
2017-10-23,25112
2017-10-24,25112
2017-10-25,25112
2017-10-26,25112
2017-10-27,24831
2017-10-28,24831
2017-10-29,24831
2017-10-30,24831
2017-10-31,24831
2017-11-01,24831
2017-11-02,24831
2017-11-03,24831
2017-11-04,24831
2017-11-05,24831
2017-11-06,24831
2017-11-07,24271
2017-11-08,24271
2017-11-09,24271
2017-11-10,24271
2017-11-11,24271
2017-11-12,24271
2017-11-13,24271
2017-11-14,24271
2017-11-15,24271
2017-11-16,24271
2017-11-17,24271
2017-11-18,24271
2017-11-19,24271
2017-11-20,24271
2017-11-21,23697
2017-11-22,23697
2017-11-23,23697
2017-11-24,23697
2017-11-25,23697
2017-11-26,23697
2017-11-27,23697
2017-11-28,23697
2017-11-29,23697
2017-11-30,23697
2017-12-01,23697
2017-12-02,23697
2017-12-03,23697
2017-12-04,23697
2017-12-05,22647
2017-12-06,22647
2017-12-07,22647
2017-12-08,22647
2017-12-09,22647
2017-12-10,22647
2017-12-11,22647
2017-12-12,22647
2017-12-14,22647
2017-12-15,22647
2017-12-16,22647
2017-12-17,22647
2017-12-18,22157
2017-12-19,22157
2017-12-20,22157
2017-12-21,22157
2017-12-22,22157
2017-12-23,22157
2017-12-24,22157
2017-12-25,22157
2017-12-26,22157
2017-12-27,22157
2017-12-28,22157
2017-12-29,22157
2017-12-30,21720
2017-12-31,21720
2018-01-01,21720
2018-01-02,21720
2018-01-03,21720
2018-01-04,21720
2018-01-05,21720
2018-01-06,21720
2018-01-07,21720
2018-01-08,21720
2018-01-09,21720
2018-01-10,21130
2018-01-11,21130
2018-01-12,21130
2018-01-13,21130
2018-01-14,21130
2018-01-15,21130
2018-01-16,21130
2018-01-17,21130
2018-01-18,21130
2018-01-19,21130
2018-01-20,21130
2018-01-21,21130
2018-01-22,20693
2018-01-23,20693
2018-01-25,20693
2018-01-26,20693
2018-01-27,20693
2018-01-28,20347
2018-01-29,20347
2018-01-31,20347
2018-02-01,20347
2018-02-02,20347
2018-02-03,19749
2018-02-04,19749
2018-02-05,19749
2018-02-06,19749
2018-02-07,19749
2018-02-08,19749
2018-02-09,19045
2018-02-10,19045
2018-02-11,19045
2018-02-12,19045
2018-02-13,19045
2018-02-14,19045
2018-02-15,18651
2018-02-16,18651
2018-02-17,18651
2018-02-18,18651
2018-02-19,18651
2018-02-20,19037
2018-02-21,19037
2018-02-22,19037
2018-02-23,19037
2018-02-24,19037
2018-02-25,19037
2018-02-26,18928
2018-02-27,18928
2018-02-28,18928
2018-03-01,18928
2018-03-02,18928
2018-03-03,18835
2018-03-04,18835
2018-03-05,18835
2018-03-06,18835
2018-03-07,18835
2018-03-08,18835
2018-03-09,18709
2018-03-10,18709
2018-03-11,18709
2018-03-12,18709
2018-03-13,18709
2018-03-14,18709
2018-03-15,18332
2018-03-16,18332
2018-03-17,18332
2018-03-18,18332
2018-03-19,18332
2018-03-20,18332
2018-03-21,17874
2018-03-23,17874
2018-03-24,17874
2018-03-26,17874
2018-03-27,17874
2018-03-28,17777
2018-03-29,17777
2018-03-30,17777
2018-03-31,17777
2018-04-01,17777
2018-04-02,17777
2018-04-03,17467
2018-04-04,17467
2018-04-05,17467
2018-04-06,17467
2018-04-07,17467
2018-04-08,17467
2018-04-09,17467
2018-04-10,17004
2018-04-11,17004
2018-04-12,17004
2018-04-13,17004
2018-04-14,17004
2018-04-15,17004
2018-04-16,17004
2018-04-17,16856
2018-04-18,16856
2018-04-19,16856
2018-04-20,16856
2018-04-21,16856
2018-04-22,16856
2018-04-23,16743
2018-04-24,16743
2018-04-25,16743
2018-04-26,16743
2018-04-27,16743
2018-04-28,16743
2018-04-29,16743
2018-04-30,16524
2018-05-01,16524
2018-05-04,16524
2018-05-05,16524
2018-05-06,16524
2018-05-07,16358
2018-05-08,16358
2018-05-09,16358
2018-05-10,16358
2018-05-11,16358
2018-05-12,16358
2018-05-13,16358
2018-05-14,15847
2018-05-15,15847
2018-05-16,15847
2018-05-17,15847
2018-05-18,15847
2018-05-19,15403
2018-05-20,15403
2018-05-21,15403
2018-05-22,15403
2018-05-23,15403
2018-05-24,15403
2018-05-25,15403
2018-05-26,14728
2018-05-27,14728
2018-05-28,14728
2018-05-29,14728
2018-05-30,14728
2018-05-31,14728
2018-06-01,14303
2018-06-02,14303
2018-06-03,14303
2018-06-04,14303
2018-06-05,14303
2018-06-06,13751
2018-06-07,13751
2018-06-08,13751
2018-06-09,13751
2018-06-10,13751
2018-06-11,13409
2018-06-12,13409
2018-06-13,13409
2018-06-14,13409
2018-06-15,13409
2018-06-16,13409
2018-06-17,12876
2018-06-18,12876
2018-06-19,12876
2018-06-20,12876
2018-06-21,12876
2018-06-22,12299
2018-06-23,12299
2018-06-24,12299
2018-06-25,12299
2018-06-26,12299
2018-06-27,12299
2018-06-28,11733
2018-06-29,11733
2018-06-30,11733
2018-07-01,11733
2018-07-02,11733
2018-07-03,11733
2018-07-04,11241
2018-07-05,11241
2018-07-06,11241
2018-07-07,11241
2018-07-08,11241
2018-07-09,11241
2018-07-10,10793
2018-07-11,10793
2018-07-12,10793
2018-07-13,10793
2018-07-14,10793
2018-07-15,10793
2018-07-16,10286
2018-07-17,10286
2018-07-18,10286
2018-07-19,10286
2018-07-20,10286
2018-07-21,10070
2018-07-22,10070
2018-07-23,10070
2018-07-24,10070
2018-07-25,9750
2018-07-26,9750
2018-07-27,9750
2018-07-28,9750
2018-07-29,9750
2018-07-30,9720
2018-07-31,9720
2018-08-01,9720
2018-08-02,9720
2018-08-03,9720
2018-08-04,9566
2018-08-05,9566
2018-08-06,9566
2018-08-07,9566
2018-08-08,9537
2018-08-09,9537
2018-08-10,9537
2018-08-11,9537
2018-08-12,9537
2018-08-14,9843
2018-08-16,9843
2018-08-17,9843
2018-08-18,9843
2018-08-19,10159
2018-08-20,10159
2018-08-21,10159
2018-08-22,10159
2018-08-23,10159
2018-08-24,10071
2018-08-25,10071
2018-08-26,10071
2018-08-27,10071
2018-08-28,10071
2018-08-29,10152
2018-08-30,10152
2018-08-31,10152
2018-09-01,10152
2018-09-02,10236
2018-09-03,10236
2018-09-04,10236
2018-09-05,10236
2018-09-06,10236
2018-09-07,10156
2018-09-08,10156
2018-09-09,10156
2018-09-10,10156
2018-09-11,10156
2018-09-12,10156
2018-09-13,10146
2018-09-14,10146
2018-09-15,10146
2018-09-16,10146
2018-09-17,10059
2018-09-18,10059
2018-09-19,10059
2018-09-20,10059
2018-09-21,10059
2018-09-22,9919
2018-09-23,9919
2018-09-24,9919
2018-09-25,9919
2018-09-26,9919
2018-09-27,9771
2018-09-28,9771
2018-09-29,9771
2018-09-30,9771
2018-10-02,9699
2018-10-03,9699
2018-10-04,9699
2018-10-05,9699
2018-10-06,9554
2018-10-07,9554
2018-10-08,9554
2018-10-09,9554
2018-10-10,9554
2018-10-11,9466
2018-10-12,9466
2018-10-13,9466
2018-10-14,9466
2018-10-15,9466
2018-10-16,9469
2018-10-17,9469
2018-10-18,9469
2018-10-19,9469
2018-10-20,9469
2018-10-21,9469
2018-10-22,9204
2018-10-23,9204
2018-10-24,9204
2018-10-25,9204
2018-10-26,9204
2018-10-27,9128
2018-10-28,9128
2018-10-29,9128
2018-10-30,9128
2018-10-31,9128
2018-11-01,8956
2018-11-03,8956
2018-11-04,8956
2018-11-05,8855
2018-11-06,8855
2018-11-07,8855
2018-11-08,8814
2018-11-09,8814
2018-11-10,8814
2018-11-11,9001
2018-11-12,9001
2018-11-13,9001
2018-11-14,9352
2018-11-15,9352
2018-11-16,9352
2018-11-17,9794
2018-11-18,9794
2018-11-19,9794
2018-11-20,10248
2018-11-21,10248
2018-11-22,10248
2018-11-23,10229
2018-11-24,10229
2018-11-25,10210
2018-11-26,10210
2018-11-27,10210
2018-11-28,10116
2018-11-29,10116
2018-12-01,9977
2018-12-02,9977
2018-12-03,9977
2018-12-05,10097
2018-12-07,10366
2018-12-09,10400
2018-12-10,10400
2018-12-11,10400
2018-12-13,10244
2018-12-14,10244
2018-12-15,10261
2018-12-16,10261
2018-12-17,10261
2018-12-18,10028
2018-12-19,10028
2018-12-20,10028
2018-12-21,10046
2018-12-22,10046
2018-12-23,10046
2018-12-24,9952
2018-12-25,9952
2018-12-26,9952
2018-12-27,9952
2018-12-28,10042
2018-12-29,10042
2018-12-30,10042
2018-12-31,9844
2019-01-01,9844
2019-01-02,9844
2019-01-03,9844
2019-01-04,9714
2019-01-05,9714
2019-01-06,9714
2019-01-08,9886
2019-01-10,9552
2019-01-11,9552
2019-01-12,9552
2019-01-13,9458
2019-01-14,9458
2019-01-15,9458
2019-01-16,9187
2019-01-17,9187
2019-01-18,9187
2019-01-19,8976
2019-01-20,8976
2019-01-21,8976
2019-01-22,8878
2019-01-23,8878
2019-01-24,8878
2019-01-25,8878
2019-01-26,8653
2019-01-28,8653
2019-01-29,8514
2019-01-30,8514
2019-01-31,8514
2019-02-01,8514
2019-02-02,8367
2019-02-03,8367
2019-02-04,8367
2019-02-05,8318
2019-02-06,8318
2019-02-07,8318
2019-02-08,8302
2019-02-09,8302
2019-02-10,8302
2019-02-11,8111
2019-02-12,8111
2019-02-13,8111
2019-02-14,8111
2019-02-15,8036
2019-02-16,8036
2019-02-17,8036
2019-02-18,7938
2019-02-19,7938
2019-02-20,7938
2019-02-21,7848
2019-02-22,7848
2019-02-23,7848
2019-02-24,7774
2019-02-25,7774
2019-02-26,7774
2019-02-27,7870
2019-02-28,7870
2019-03-01,7870
2019-03-02,7870
2019-03-03,7717
2019-03-04,7717
2019-03-05,7717
2019-03-06,7535
2019-03-07,7535
2019-03-08,7535
2019-03-09,7535
2019-03-10,7472
2019-03-11,7472
2019-03-12,7472
2019-03-13,7481
2019-03-14,7481
2019-03-15,7481
2019-03-16,7481
2019-03-17,7454
2019-03-18,7454
2019-03-19,7454
2019-03-20,7454
2019-03-21,7678
2019-03-22,7678
2019-03-23,7678
2019-03-24,7732
2019-03-25,7732
2019-03-26,7732
2019-03-27,7732
2019-03-28,7732
2019-03-29,7699
2019-03-30,7699
2019-03-31,7699
2019-04-01,7699
2019-04-02,7699
2019-04-03,7531
2019-04-04,7531
2019-04-05,7531
2019-04-06,7531
2019-04-07,7531
2019-04-08,7337
2019-04-09,7337
2019-04-10,7337
2019-04-11,7337
2019-04-12,7200
2019-04-13,7200
2019-04-14,7200
2019-04-15,6902
2019-04-16,6902
2019-04-17,6902
2019-04-18,6642
2019-04-19,6642
2019-04-20,6642
2019-04-21,6642
2019-04-22,6449
2019-04-23,6449
2019-04-24,6449
2019-04-25,6416
2019-04-26,6416
2019-04-27,6416
2019-04-28,6416
2019-04-29,6100
2019-04-30,6100
2019-05-01,6100
2019-05-02,6100
2019-05-03,5967
2019-05-04,5967
2019-05-05,5967
2019-05-06,5967
2019-05-07,5816
2019-05-08,5816
2019-05-09,5816
2019-05-10,5816
2019-05-11,5766
2019-05-12,5766
2019-05-13,5766
2019-05-14,5624
2019-05-15,5624
2019-05-16,5624
2019-05-17,5624
2019-05-18,5390
2019-05-19,5390
2019-05-20,5390
2019-05-21,5390
2019-05-22,5571
2019-05-23,5571
2019-05-24,5571
2019-05-25,5808
2019-05-26,5808
2019-05-27,5808
2019-05-28,5808
2019-05-29,6069
2019-05-30,6069
2019-05-31,6069
2019-06-01,6069
2019-06-02,6069
2019-06-03,6323
2019-06-04,6323
2019-06-05,6323
2019-06-06,6323
2019-06-07,6492
2019-06-08,6492
2019-06-09,6492
2019-06-10,6492
2019-06-11,6584
2019-06-12,6584
2019-06-13,6584
2019-06-14,6584
2019-06-15,6584
2019-06-16,6467
2019-06-17,6467
2019-06-18,6467
2019-06-19,6467
2019-06-20,6305
2019-06-21,6305
2019-06-22,6305
2019-06-23,6305
2019-06-24,6605
2019-06-25,6605
2019-06-26,6605
2019-06-27,6605
2019-06-28,6605
2019-06-29,6918
2019-06-30,6918
2019-07-01,6918
2019-07-02,6918
2019-07-03,7248
2019-07-04,7248
2019-07-05,7248
2019-07-06,7248
2019-07-07,7581
2019-07-08,7581
2019-07-09,7581
2019-07-10,7581
2019-07-11,7946
2019-07-12,7946
2019-07-13,7946
2019-07-14,7946
2019-07-15,7946
2019-07-16,8316
2019-07-17,8316
2019-07-18,8316
2019-07-19,8316
2019-07-20,8436
2019-07-21,8436
2019-07-22,8436
2019-07-23,8436
2019-07-24,8722
2019-07-25,8722
2019-07-26,8722
2019-07-27,8722
2019-07-28,8722
2019-07-29,8722
2019-07-30,9120
2019-07-31,9120
2019-08-01,9120
2019-08-02,9120
2019-08-03,9533
2019-08-04,9533
2019-08-05,9533
2019-08-06,9533
2019-08-07,9533
2019-08-08,9939
2019-08-09,9939
2019-08-10,9939
2019-08-11,9939
2019-08-12,9709
2019-08-13,9709
2019-08-14,9709
2019-08-15,9709
2019-08-16,9599
2019-08-17,9599
2019-08-18,9599
2019-08-19,9599
2019-08-20,9599
2019-08-21,9320
2019-08-22,9320
2019-08-23,9320
2019-08-24,9320
2019-08-24,9320
2019-08-25,9027
2019-08-25,9027
2019-08-26,9027
2019-08-26,9027
2019-08-27,9027
2019-08-27,9027
2019-08-28,9027
2019-08-29,9027
2019-08-30,8859
2019-08-31,8859
2019-09-01,8859
2019-09-02,8859
2019-09-03,8859
2019-09-04,8798
2019-09-05,8798
2019-09-06,8798
2019-09-07,8798
2019-09-08,8798
2019-09-09,8648
2019-09-10,8648
2019-09-11,8648
2019-09-12,8648
2019-09-13,8648
2019-09-14,8953
2019-09-15,8953
2019-09-16,8953
2019-09-17,8953
2019-09-18,9256
2019-09-19,9256
2019-09-20,9256
2019-09-21,9256
2019-09-22,9256
2019-09-23,9343
2019-09-24,9343
2019-09-25,9343
2019-09-26,9343
2019-09-27,9343
2019-09-28,9651
2019-09-29,9651
2019-09-30,9651
2019-10-01,9651
2019-10-02,9651
2019-10-03,9867
2019-10-04,9867
2019-10-05,9867
2019-10-06,9867
2019-10-07,9867
2019-10-08,9915
2019-10-09,9915
2019-10-10,9915
2019-10-11,9915
2019-10-12,9915
2019-10-13,9969
2019-10-14,9969
2019-10-15,9969
2019-10-16,9969
2019-10-17,9969
2019-10-18,9969
2019-10-19,10182
2019-10-20,10182
2019-10-21,10182
2019-10-22,10182
2019-10-23,10182
2019-10-24,9950
2019-10-25,9950
2019-10-26,9950
2019-10-27,9950
2019-10-28,9959
2019-10-29,9959
2019-10-30,9959
2019-10-31,9959
2019-11-01,9959
2019-11-02,10049
2019-11-03,10049
2019-11-04,10049
2019-11-05,10049
2019-11-06,10049
2019-11-07,10049
2019-11-08,9750
2019-11-09,9750
2019-11-10,9750
2019-11-11,9750
2019-11-12,9622
2019-11-13,9622
2019-11-14,9622
2019-11-15,9622
2019-11-16,9622
2019-11-17,9622
2019-11-18,9378
2019-11-19,9378
2019-11-20,9378
2019-11-21,9378
2019-11-22,9378
2019-11-23,9364
2019-11-24,9364
2019-11-25,9364
2019-11-26,9364
2019-11-27,9364
2019-11-28,9364
2019-11-29,9189
2019-11-30,9189
2019-12-01,9189
2019-12-02,9189
2019-12-03,9189
2019-12-04,8998
2019-12-05,8998
2019-12-06,8998
2019-12-07,8998
2019-12-08,8998
2019-12-09,8684
2019-12-10,8684
2019-12-11,8684
2019-12-12,8684
2019-12-13,8684
2019-12-14,8684
2019-12-15,8386
2019-12-16,8386
2019-12-17,8386
2019-12-18,8386
2019-12-19,8386
2019-12-20,8386
2019-12-21,8061
2019-12-22,8061
2019-12-23,8061
2019-12-24,8061
2019-12-25,7890
2019-12-26,7890
2019-12-27,7890
2019-12-28,7890
2019-12-29,7737
2019-12-30,7737
2019-12-31,7737
2020-01-01,7737
2020-01-02,7530
2020-01-03,7530
2020-01-04,7530
2020-01-05,7530
2020-01-06,7530
2020-01-07,7284
2020-01-08,7284
2020-01-09,7284
2020-01-10,7284
2020-01-11,7284
2020-01-12,6919
2020-01-13,6919
2020-01-14,6919
2020-01-15,6919
2020-01-16,6932
2020-01-17,6932
2020-01-18,6932
2020-01-19,6932
2020-01-20,7151
2020-01-21,7151
2020-01-22,7151
2020-01-23,7151
2020-01-24,6985
2020-01-25,6985
2020-01-26,6985
2020-01-27,6985
2020-01-28,6901
2020-01-29,6901
2020-01-30,6901
2020-01-31,6901
2020-02-01,6673
2020-02-02,6673
2020-02-03,6673
2020-02-04,6673
2020-02-05,6585
2020-02-06,6585
2020-02-07,6585
2020-02-08,6585
2020-02-09,6585
2020-02-10,6464
2020-02-11,6464
2020-02-12,6464
2020-02-13,6464
2020-02-14,6199
2020-02-15,6199
2020-02-16,6199
2020-02-17,6199
2020-02-18,6004
2020-02-19,6004
2020-02-20,6004
2020-02-21,6004
2020-02-22,5803
2020-02-23,5803
2020-02-24,5803
2020-02-25,5803
2020-02-26,5618
2020-02-27,5618
2020-02-28,5618
2020-02-29,5618
2020-03-01,5561
2020-03-02,5561
2020-03-03,5561
2020-03-04,5561
2020-03-05,5561
2020-03-06,5693
2020-03-07,5693
2020-03-08,5693
2020-03-09,5693
2020-03-10,5598
2020-03-11,5598
2020-03-12,5598
2020-03-13,5598
2020-03-14,5497
2020-03-15,5497
2020-03-16,5497
2020-03-17,5497
2020-03-18,5385
2020-03-19,5385
2020-03-20,5385
2020-03-21,5286
2020-03-22,5286
2020-03-23,5286
2020-03-24,5393
2020-03-25,5393
2020-03-26,5393
2020-03-27,5553
2020-03-28,5553
2020-03-29,5553
2020-03-30,5630
2020-03-31,5630
2020-04-01,5630
2020-04-02,5672
2020-04-03,5672
2020-04-04,5672
2020-04-05,5681
2020-04-06,5681
2020-04-07,5681
2020-04-08,5710
2020-04-09,5710
2020-04-10,5710
2020-04-11,5680
2020-04-12,5680
2020-04-13,5680
2020-04-14,5682
2020-04-15,5682
2020-04-16,5682
2020-04-17,5588
2020-04-18,5588
2020-04-19,5519
2020-04-20,5519
2020-04-21,5519
2020-04-22,5602
2020-04-23,5602
2020-04-24,5602
2020-04-25,5680
2020-04-26,5680
2020-04-27,5680
2020-04-28,5699
2020-04-29,5699
2020-04-30,5699
2020-05-01,5866
2020-05-02,5866
2020-05-03,5866
2020-05-04,5852
2020-05-05,5852
2020-05-06,5852
2020-05-07,5826
2020-05-08,5826
2020-05-09,5826
2020-05-10,5817
2020-05-11,5817
2020-05-12,5817
2020-05-13,5822
