date_obj,Armadyl%20crossbow price
2016-03-01,23832081
2016-03-02,24022691
2016-03-03,24111146
2016-03-04,24205350
2016-03-05,24406485
2016-03-06,24325690
2016-03-07,24266158
2016-03-08,24135221
2016-03-09,24245623
2016-03-10,24311456
2016-03-11,24186912
2016-03-12,24104428
2016-03-13,23943106
2016-03-14,23529420
2016-03-15,23426386
2016-03-16,23350993
2016-03-17,23262040
2016-03-18,23164029
2016-03-19,23111299
2016-03-20,23066996
2016-03-21,22907349
2016-03-22,22548156
2016-03-23,22446239
2016-03-24,22359208
2016-03-25,22383602
2016-03-26,22643705
2016-03-27,22746192
2016-03-28,22632442
2016-03-29,22479561
2016-03-30,22338064
2016-03-31,22259461
2016-04-01,22316091
2016-04-02,22271818
2016-04-03,22968057
2016-04-04,22947767
2016-04-05,23423972
2016-04-06,23083550
2016-04-07,22646647
2016-04-08,22702063
2016-04-09,22943675
2016-04-10,22967159
2016-04-11,22967159
2016-04-12,22937863
2016-04-13,22958959
2016-04-14,22907705
2016-04-15,23016675
2016-04-16,23027576
2016-04-17,22972125
2016-04-18,22911217
2016-04-19,22879475
2016-04-20,22871683
2016-04-21,22871175
2016-04-22,22927424
2016-04-23,23004350
2016-04-24,22983278
2016-04-25,23031751
2016-04-26,23029446
2016-04-27,22930152
2016-04-28,22977917
2016-04-29,23086820
2016-04-30,23182138
2016-05-01,23290923
2016-05-02,23228126
2016-05-03,23498594
2016-05-04,23298004
2016-05-05,23032476
2016-05-06,22358911
2016-05-07,21589345
2016-05-08,21227974
2016-05-09,21216007
2016-05-10,21268312
2016-05-11,21832306
2016-05-12,21640870
2016-05-13,21689160
2016-05-14,21763182
2016-05-15,21777999
2016-05-16,21551005
2016-05-17,21001773
2016-05-18,20704706
2016-05-19,20544657
2016-05-22,20762802
2016-05-23,20690069
2016-05-24,20607389
2016-05-25,20401999
2016-05-26,20065283
2016-05-27,20082813
2016-05-28,20536244
2016-05-29,20702986
2016-05-30,20723862
2016-05-31,20582520
2016-06-01,20442486
2016-06-02,20435895
2016-06-03,20443948
2016-06-04,20402224
2016-06-05,20360645
2016-06-06,20386293
2016-06-07,20090185
2016-06-08,20129828
2016-06-09,20193169
2016-06-10,20201352
2016-06-11,20217836
2016-06-12,20215301
2016-06-13,20159406
2016-06-14,20127361
2016-06-15,20142649
2016-06-16,20069815
2016-06-17,19957136
2016-06-18,19922888
2016-06-19,19629065
2016-06-20,19121044
2016-06-21,18899742
2016-06-22,18897449
2016-06-23,18858404
2016-06-24,19147725
2016-06-25,19577581
2016-06-26,19680984
2016-06-27,19581195
2016-06-28,19393889
2016-06-29,19239469
2016-06-30,19167484
2016-07-01,19133909
2016-07-02,19139519
2016-07-03,19178307
2016-07-04,19301363
2016-07-05,19245930
2016-07-06,19165256
2016-07-07,19003563
2016-07-08,18879778
2016-07-09,18823165
2016-07-10,18725562
2016-07-11,18675871
2016-07-12,18540020
2016-07-13,18354333
2016-07-14,18314952
2016-07-15,18300062
2016-07-16,18296914
2016-07-17,18542999
2016-07-18,18547248
2016-07-23,19095863
2016-07-24,19155519
2016-07-25,18931276
2016-07-26,18788909
2016-07-27,18899036
2016-07-28,19264676
2016-07-29,19206445
2016-07-30,19308513
2016-07-31,19479606
2016-08-01,19288299
2016-08-02,19229742
2016-08-03,19168201
2016-08-04,19118002
2016-08-05,19024216
2016-08-06,19162905
2016-08-07,19305924
2016-08-08,19091664
2016-08-09,19085841
2016-08-10,18958432
2016-08-11,18786376
2016-08-12,18735915
2016-08-13,18894482
2016-08-14,18988035
2016-08-15,18822466
2016-08-16,18815814
2016-08-17,18919097
2016-08-18,18885849
2016-08-19,18679049
2016-08-20,18560559
2016-08-21,18553908
2016-08-22,18400409
2016-08-23,17828527
2016-08-24,17173049
2016-08-25,16646043
2016-08-26,16796249
2016-08-28,17305822
2016-08-31,17286043
2016-09-01,17541696
2016-09-02,17616749
2016-09-03,17823627
2016-09-04,17995770
2016-09-05,18063962
2016-09-06,18104140
2016-09-07,18166523
2016-09-08,18252119
2016-09-09,18297953
2016-09-10,18195882
2016-09-11,17887232
2016-09-12,17505958
2016-09-13,16871635
2016-09-14,16705947
2016-09-15,16555882
2016-09-16,16661525
2016-09-17,17241406
2016-09-18,17206524
2016-09-19,17095792
2016-09-20,17011051
2016-09-21,16954027
2016-09-22,17134307
2016-09-23,17403941
2016-09-24,17487321
2016-09-25,17580122
2016-09-26,17594425
2016-09-27,17605632
2016-09-28,17517751
2016-09-29,17297237
2016-09-30,17272239
2016-10-01,17298689
2016-10-02,17277374
2016-10-03,17367029
2016-10-04,17651813
2016-10-05,17632168
2016-10-06,17588102
2016-10-07,17608177
2016-10-08,17840903
2016-10-09,17787136
2016-10-10,17869071
2016-10-11,18096704
2016-10-12,18301303
2016-10-13,18522564
2016-10-14,18480856
2016-10-15,18433543
2016-10-16,18392809
2016-10-17,18435148
2016-10-18,18653826
2016-10-19,18722810
2016-10-20,18915812
2016-10-21,18991161
2016-10-22,19164401
2016-10-23,19247563
2016-10-24,19139318
2016-10-25,19124566
2016-10-26,18998405
2016-10-27,18929372
2016-10-28,18765449
2016-10-29,18780498
2016-10-30,18888644
2016-10-31,19440936
2016-11-01,20184108
2016-11-02,20542524
2016-11-03,20481874
2016-11-04,20326264
2016-11-05,20287117
2016-11-06,20040620
2016-11-07,19255175
2016-11-08,18679960
2016-11-09,18017412
2016-11-10,17599864
2016-11-11,18054929
2016-11-12,18840212
2016-11-13,18760754
2016-11-14,18485532
2016-11-15,18455511
2016-12-07,19157344
2016-12-08,18897539
2016-12-09,18722468
2016-12-10,18712099
2016-12-11,18618308
2016-12-12,18691570
2016-12-13,18643165
2016-12-14,18621243
2016-12-15,18659257
2016-12-16,18995805
2016-12-17,19117453
2016-12-18,19233549
2016-12-19,19473955
2016-12-20,19492607
2016-12-21,19919519
2016-12-22,20192405
2016-12-23,20589389
2016-12-24,20630318
2016-12-25,20942088
2016-12-26,21515153
2016-12-27,22463895
2016-12-28,21777103
2016-12-29,20836196
2016-12-30,20450943
2016-12-31,20972646
2017-01-01,21349721
2017-01-02,21925786
2017-01-03,22822360
2017-01-04,23942770
2017-01-05,25139909
2017-01-06,26396905
2017-01-07,27715478
2017-01-08,28936598
2017-01-09,28501280
2017-01-10,27126843
2017-01-11,26025054
2017-01-12,26661851
2017-01-13,27912325
2017-01-14,28811134
2017-01-15,28723953
2017-01-16,27361082
2017-01-17,26248595
2017-01-18,26572081
2017-01-19,25889821
2017-01-20,25297099
2017-01-21,25175654
2017-01-22,25221867
2017-01-23,24932084
2017-01-27,22953912
2017-01-28,23967151
2017-01-29,24165293
2017-01-30,23944201
2017-01-31,23884740
2017-02-01,23816673
2017-02-02,23558126
2017-02-03,23920404
2017-02-04,24563469
2017-02-05,25145447
2017-02-06,25072353
2017-02-07,24926644
2017-02-08,25071465
2017-02-09,25917354
2017-02-10,26387941
2017-02-11,26510214
2017-02-12,26220010
2017-02-13,25885447
2017-02-14,25823895
2017-02-15,25978809
2017-02-16,25933301
2017-02-18,26797472
2017-02-19,26830397
2017-02-20,26718925
2017-02-21,26213846
2017-02-22,25518192
2017-02-23,24608771
2017-02-24,24969912
2017-02-25,25492996
2017-02-26,26122076
2017-02-27,26144333
2017-02-28,26287457
2017-03-01,26632611
2017-03-02,26944597
2017-03-03,27224566
2017-03-04,27414007
2017-03-05,27514390
2017-03-06,27520868
2017-03-07,27602277
2017-03-08,27111138
2017-03-09,26648936
2017-03-10,26000246
2017-03-11,26294809
2017-03-12,26609074
2017-03-13,26640190
2017-03-14,26620095
2017-03-15,26392596
2017-03-16,26020911
2017-03-17,25914904
2017-03-18,25864546
2017-03-19,25498103
2017-03-20,24260072
2017-03-21,24094427
2017-03-22,24191209
2017-03-23,24948420
2017-03-24,25799418
2017-03-25,25841012
2017-03-26,26140366
2017-03-27,25961911
2017-03-28,25924904
2017-03-29,25742118
2017-03-30,25722158
2017-03-31,25882269
2017-04-01,25981883
2017-04-02,26289463
2017-04-03,26068240
2017-04-04,25602890
2017-04-05,25538768
2017-04-12,25279251
2017-04-13,25248348
2017-04-14,25277200
2017-04-15,25479343
2017-04-16,25547578
2017-04-17,25458700
2017-04-18,25392144
2017-04-19,25310838
2017-04-20,25288308
2017-04-21,25479056
2017-04-22,25477290
2017-04-23,25494249
2017-04-24,25572641
2017-04-25,25577609
2017-04-26,25665305
2017-04-27,25551640
2017-04-28,25530417
2017-04-29,26037329
2017-04-30,26415324
2017-05-01,26474999
2017-05-02,26224653
2017-05-03,26071823
2017-05-04,25898834
2017-05-05,25875943
2017-05-06,26098876
2017-05-07,26741202
2017-05-08,27057363
2017-05-09,27752561
2017-05-10,27761032
2017-05-11,27496768
2017-05-12,27417840
2017-05-13,27190639
2017-05-14,26844914
2017-05-15,26850220
2017-05-16,27030342
2017-05-17,27859045
2017-05-18,27982761
2017-05-19,28095405
2017-05-20,28749578
2017-05-21,28812235
2017-05-22,28429422
2017-05-23,27611305
2017-05-24,27646666
2017-05-25,28125393
2017-05-26,27198956
2017-05-27,27233105
2017-05-28,27298290
2017-05-29,28362658
2017-05-30,29388652
2017-05-31,29972184
2017-06-01,28852369
2017-06-02,27529060
2017-06-03,27929846
2017-06-04,27674751
2017-06-05,27893647
2017-06-06,28000058
2017-06-07,28134386
2017-06-08,28119418
2017-06-09,27888542
2017-06-10,27450948
2017-06-11,26854484
2017-06-12,25511759
2017-06-13,25237803
2017-06-14,26217913
2017-06-15,26862496
2017-06-16,26892667
2017-06-17,27232540
2017-06-18,26830597
2017-06-19,26378334
2017-06-20,26016927
2017-06-21,25886036
2017-06-22,25772050
2017-06-23,25708465
2017-06-24,25752071
2017-06-25,25549072
2017-06-26,24632201
2017-06-27,24892823
2017-06-28,24897285
2017-06-29,24764471
2017-06-30,24985461
2017-07-01,24858928
2017-07-02,24773469
2017-07-03,24420509
2017-07-04,24210769
2017-07-05,23883835
2017-07-06,23535987
2017-07-07,23538997
2017-07-08,23628443
2017-07-09,23718218
2017-07-13,22388987
2017-07-14,22878554
2017-07-15,23271742
2017-07-16,23776318
2017-07-17,24359343
2017-07-18,24538256
2017-07-19,24162664
2017-07-20,24053447
2017-07-21,24058208
2017-07-22,24025483
2017-07-23,24046597
2017-07-24,24009696
2017-07-25,23977924
2017-07-26,23853057
2017-07-27,23842826
2017-07-28,23805764
2017-07-29,23842054
2017-07-30,23701259
2017-07-31,23621404
2017-08-01,23476606
2017-08-02,23382727
2017-08-03,23327439
2017-08-04,23269172
2017-08-05,23247062
2017-08-06,23398193
2017-08-07,23443432
2017-08-08,23704166
2017-08-09,23532058
2017-08-10,23437374
2017-08-11,23344357
2017-08-12,23275653
2017-08-13,23215517
2017-08-14,23163328
2017-08-15,23106322
2017-08-16,23047453
2017-08-17,22913507
2017-08-18,22988187
2017-08-19,23052162
2017-08-20,23282781
2017-08-21,23269516
2017-08-22,23420055
2017-08-23,23422601
2017-08-24,23470933
2017-08-25,23552691
2017-08-26,23674869
2017-08-27,23747258
2017-08-28,23701586
2017-08-29,23711596
2017-08-30,24007539
2017-08-31,24634921
2017-09-01,25104127
2017-09-02,25971513
2017-09-03,25713157
2017-09-04,25584055
2017-09-05,25454965
2017-09-06,25314100
2017-09-07,24998655
2017-09-08,24517594
2017-09-09,24188639
2017-09-10,23968325
2017-09-11,23626929
2017-09-12,23421716
2017-09-13,23297604
2017-09-14,23008494
2017-09-15,23332689
2017-09-16,23177427
2017-09-17,23097664
2017-09-18,22939511
2017-09-19,22837519
2017-09-20,22693167
2017-09-22,22575888
2017-09-23,22558656
2017-09-24,22667854
2017-09-25,22822490
2017-09-26,23138936
2017-09-27,23153669
2017-09-28,23287075
2017-09-29,23630447
2017-09-30,23464799
2017-10-01,23474594
2017-10-02,23336889
2017-10-03,23121777
2017-10-04,22924976
2017-10-05,22818363
2017-10-06,22738415
2017-10-07,22948945
2017-10-08,22898874
2017-10-09,22768261
2017-10-10,22709760
2017-10-11,22718346
2017-10-12,22766731
2017-10-13,22799729
2017-10-14,23164839
2017-10-15,23028500
2017-10-16,22951840
2017-10-17,22913628
2017-10-18,22876956
2017-10-19,22933167
2017-10-20,23072017
2017-10-21,23127495
2017-10-22,23121521
2017-10-23,23008091
2017-10-24,22963220
2017-10-25,22975589
2017-10-26,22870987
2017-10-27,22860965
2017-10-28,22839082
2017-10-29,22793141
2017-10-30,22740176
2017-10-31,22738149
2017-11-01,22803269
2017-11-02,22769837
2017-11-03,22787884
2017-11-04,22734492
2017-11-05,22680526
2017-11-06,22683185
2017-11-07,22594577
2017-11-08,22418740
2017-11-09,22206385
2017-11-10,22145510
2017-11-11,22177644
2017-11-12,22115564
2017-11-13,21962409
2017-11-14,21834176
2017-11-15,21596686
2017-11-16,21352772
2017-11-17,21239037
2017-11-18,21313269
2017-11-19,21378577
2017-11-20,20986434
2017-11-21,20719060
2017-11-22,20685631
2017-11-23,20576836
2017-11-24,20492073
2017-11-25,20559627
2017-11-26,20726065
2017-11-27,20836823
2017-11-28,20760103
2017-11-29,20788650
2017-11-30,21245308
2017-12-01,21852414
2017-12-02,22145425
2017-12-03,22100930
2017-12-04,22077777
2017-12-05,22038188
2017-12-06,21756230
2017-12-07,21439212
2017-12-08,21547186
2017-12-09,21616051
2017-12-10,21772130
2017-12-11,21675744
2017-12-12,21676319
2017-12-13,21617673
2017-12-14,21462138
2017-12-15,21411923
2017-12-16,21922626
2017-12-17,22239424
2017-12-18,22312746
2017-12-19,22596343
2017-12-20,22584306
2017-12-21,23054283
2017-12-22,23721478
2017-12-23,24422185
2017-12-24,24478671
2017-12-25,24596920
2017-12-26,24621751
2017-12-27,24446991
2017-12-28,24221651
2017-12-29,24219442
2017-12-30,24658350
2017-12-31,24350647
2018-01-01,24145935
2018-01-02,24548059
2018-01-03,25108721
2018-01-04,24909301
2018-01-05,23892718
2018-01-06,23981813
2018-01-07,24176331
2018-01-08,24094650
2018-01-09,23710070
2018-01-10,23596487
2018-01-11,23456715
2018-01-12,23767527
2018-01-13,24670503
2018-01-14,24692811
2018-01-15,24271905
2018-01-16,23855935
2018-01-17,23396814
2018-01-18,23180232
2018-01-19,23245241
2018-01-20,23439465
2018-01-21,23649347
2018-01-22,23668319
2018-01-23,23663319
2018-01-24,24073397
2018-01-25,23834123
2018-01-26,23698455
2018-01-27,24013431
2018-01-29,23673082
2018-01-30,23598943
2018-01-31,23576140
2018-02-01,23479696
2018-02-02,23410316
2018-02-03,23431269
2018-02-04,23517423
2018-02-05,23464362
2018-02-06,23420724
2018-02-07,23529394
2018-02-08,23517732
2018-02-09,23567764
2018-02-10,23479279
2018-02-11,23285094
2018-02-12,23170380
2018-02-13,22930183
2018-02-14,22628959
2018-02-15,22628336
2018-02-16,22959186
2018-02-17,23382253
2018-02-18,23389205
2018-02-19,23967162
2018-02-20,23950898
2018-02-21,24451768
2018-02-22,24958646
2018-02-23,25559809
2018-02-24,26386621
2018-02-25,26388323
2018-02-26,26154590
2018-02-27,25873175
2018-02-28,25562737
2018-03-01,25311535
2018-03-02,25197689
2018-03-03,25864587
2018-03-04,26358045
2018-03-05,26681144
2018-03-06,26577890
2018-03-07,26732542
2018-03-08,27707091
2018-03-09,29090729
2018-03-10,29083620
2018-03-11,28390164
2018-03-12,27560609
2018-03-13,27024037
2018-03-14,26536108
2018-03-15,26525194
2018-03-16,27515306
2018-03-17,28116879
2018-03-18,28183849
2018-03-20,28055782
2018-03-22,27961900
2018-03-23,28520184
2018-03-24,28410036
2018-03-25,28670977
2018-03-26,28975927
2018-03-27,29029522
2018-03-28,29389629
2018-03-29,29429108
2018-03-30,29381004
2018-03-31,29331154
2018-04-01,29322739
2018-04-02,29329328
2018-04-03,29267525
2018-04-04,29252087
2018-04-05,29319493
2018-04-06,29235222
2018-04-07,29204411
2018-04-08,29248427
2018-04-09,29167747
2018-04-10,29119646
2018-04-11,28993406
2018-04-12,28945781
2018-04-13,29144033
2018-04-14,29590959
2018-04-15,30027994
2018-04-16,30218609
2018-04-17,30709810
2018-04-18,31080132
2018-04-19,31867342
2018-04-20,33416091
2018-04-21,33897145
2018-04-22,33529782
2018-04-23,33435890
2018-04-24,33266194
2018-04-25,32791511
2018-04-26,31846887
2018-04-27,31119722
2018-04-28,31257073
2018-04-29,32442470
2018-04-30,32747458
2018-05-01,33131085
2018-05-02,32881654
2018-05-03,33088466
2018-05-04,33761772
2018-05-05,35123635
2018-05-06,35444921
2018-05-07,36570836
2018-05-08,37832978
2018-05-09,36737730
2018-05-10,34900843
2018-05-11,33198438
2018-05-12,33986090
2018-05-13,33745271
2018-05-14,33883161
2018-05-15,33913669
2018-05-16,33754560
2018-05-17,33681872
2018-05-18,33724979
2018-05-19,33752669
2018-05-20,33792228
2018-05-21,33956159
2018-05-22,33973186
2018-05-23,34032049
2018-05-24,34113087
2018-05-25,34364663
2018-05-26,34618556
2018-05-27,34898165
2018-05-28,35342276
2018-05-29,36008722
2018-05-30,35800476
2018-05-31,34771623
2018-06-01,33870755
2018-06-02,34152111
2018-06-03,34414318
2018-06-04,34544636
2018-06-05,34863549
2018-06-06,34689445
2018-06-07,32954972
2018-06-08,31546913
2018-06-09,31526663
2018-06-10,31101110
2018-06-11,30422502
2018-06-12,29990713
2018-06-13,29514823
2018-06-14,30448835
2018-06-15,31236434
2018-06-16,31932900
2018-06-17,31794284
2018-06-18,31676903
2018-06-19,31404787
2018-06-20,31272870
2018-06-21,31002261
2018-06-22,30650061
2018-06-23,30336655
2018-06-24,29960252
2018-06-25,29540078
2018-06-26,29615302
2018-06-27,29515332
2018-06-28,28929212
2018-06-29,29202194
2018-06-30,29306397
2018-07-01,29811814
2018-07-02,29751734
2018-07-03,29697017
2018-07-04,29666323
2018-07-05,29494220
2018-07-06,29739768
2018-07-07,30793189
2018-07-08,31339243
2018-07-09,31366621
2018-07-10,31899512
2018-07-11,32666032
2018-07-12,32767274
2018-07-13,32911486
2018-07-14,33060183
2018-07-15,32920608
2018-07-16,32955612
2018-07-17,32979880
2018-07-18,32852727
2018-07-19,32890453
2018-07-20,32921498
2018-07-21,33182855
2018-07-22,33568606
2018-07-23,33391875
2018-07-24,33554681
2018-07-25,33364051
2018-07-26,32776851
2018-07-27,31209797
2018-07-28,31350748
2018-07-29,31134738
2018-07-30,30822571
2018-07-31,30651493
2018-08-01,30630493
2018-08-02,30105688
2018-08-03,29899493
2018-08-04,30109251
2018-08-05,29979264
2018-08-06,29886899
2018-08-07,29755630
2018-08-08,29209249
2018-08-09,28788974
2018-08-10,28804389
2018-08-11,29536889
2018-08-12,30182590
2018-08-14,30291585
2018-08-16,28800746
2018-08-17,28914595
2018-08-18,29807228
2018-08-19,30016468
2018-08-20,30187414
2018-08-21,30032107
2018-08-22,29969861
2018-08-23,30045019
2018-08-24,30184898
2018-08-25,30371608
2018-08-26,30415234
2018-08-27,30366127
2018-08-28,30608639
2018-08-29,30570606
2018-08-30,30580131
2018-08-31,30626113
2018-09-01,30704181
2018-09-02,30663266
2018-09-03,30636092
2018-09-04,30516577
2018-09-05,30309998
2018-09-06,30219682
2018-09-07,30031255
2018-09-08,30144715
2018-09-09,30085271
2018-09-10,29867185
2018-09-11,29604635
2018-09-12,29240727
2018-09-13,28917313
2018-09-14,28928496
2018-09-15,29216818
2018-09-16,29216365
2018-09-17,29467117
2018-09-18,29458059
2018-09-19,29397548
2018-09-20,29433143
2018-09-21,29686146
2018-09-22,30268875
2018-09-23,30520219
2018-09-24,30540997
2018-09-25,30569051
2018-09-26,30784349
2018-09-27,30895495
2018-09-28,31444303
2018-09-29,31725547
2018-09-30,31899188
2018-10-01,31789034
2018-10-02,31641838
2018-10-03,31516753
2018-10-04,31503020
2018-10-05,31582197
2018-10-06,31811518
2018-10-07,31623036
2018-10-08,31609894
2018-10-09,31648576
2018-10-10,31680799
2018-10-11,31753319
2018-10-12,31783422
2018-10-13,32039208
2018-10-14,32619559
2018-10-15,32850892
2018-10-16,32853143
2018-10-17,32794968
2018-10-18,32743614
2018-10-19,32799502
2018-10-20,32615043
2018-10-21,32544364
2018-10-22,32282709
2018-10-23,32061885
2018-10-24,31628548
2018-10-25,31489160
2018-10-26,31487417
2018-10-27,31845692
2018-10-28,31605206
2018-10-29,31395845
2018-10-30,31103490
2018-10-31,30947676
2018-11-01,30806179
2018-11-03,30693173
2018-11-04,31136420
2018-11-05,30910028
2018-11-06,31120937
2018-11-07,31175221
2018-11-08,31192296
2018-11-09,31141965
