date_obj,Black%20mask price
2019-03-05,1450457
2019-03-06,1464640
2019-03-07,1464176
2019-03-08,1464065
2019-03-09,1470563
2019-03-10,1485193
2019-03-11,1471688
2019-03-12,1465918
2019-03-13,1459109
2019-03-14,1439140
2019-03-15,1439790
2019-03-16,1438887
2019-03-17,1421751
2019-03-18,1412293
2019-03-19,1386607
2019-03-20,1335800
2019-03-21,1289295
2019-03-22,1250083
2019-03-23,1191438
2019-03-24,1168021
2019-03-25,1174191
2019-03-26,1171140
2019-03-27,1178729
2019-03-28,1205599
2019-03-29,1199512
2019-03-30,1206630
2019-03-31,1199423
2019-04-01,1240684
2019-04-02,1289383
2019-04-03,1280451
2019-04-04,1223258
2019-04-05,1202197
2019-04-06,1185651
2019-04-07,1151293
2019-04-08,1110053
2019-04-09,1054550
2019-04-10,1033571
2019-04-11,1053790
2019-04-12,1064172
2019-04-13,1061526
2019-04-14,1048318
2019-04-15,1032417
2019-04-16,1017689
2019-04-17,999754
2019-04-18,1006151
2019-04-19,1046710
2019-04-20,1037437
2019-04-21,1010689
2019-04-22,1005605
2019-04-23,988670
2019-04-24,941679
2019-04-25,897450
2019-04-26,893619
2019-04-27,883049
2019-04-28,859347
2019-04-29,844560
2019-04-30,861248
2019-05-01,900851
2019-05-02,935874
2019-05-03,974235
2019-05-04,984050
2019-05-05,995643
2019-05-06,1034801
2019-05-07,1061675
2019-05-08,1064304
2019-05-09,1084951
2019-05-10,1076262
2019-05-11,1070568
2019-05-12,1071026
2019-05-13,1097496
2019-05-14,1105427
2019-05-15,1113994
2019-05-16,1105077
2019-05-17,1090466
2019-05-18,1059253
2019-05-19,1015054
2019-05-20,999073
2019-05-21,988401
2019-05-22,972212
2019-05-23,965056
2019-05-24,959729
2019-05-25,987424
2019-05-26,1019564
2019-05-27,1066663
2019-05-28,1097080
2019-05-29,1103699
2019-05-30,1084137
2019-05-31,1079721
2019-06-01,1076410
2019-06-02,1078644
2019-06-03,1095195
2019-06-04,1082686
2019-06-05,1105861
2019-06-06,1088845
2019-06-07,1080912
2019-06-08,1096774
2019-06-09,1084445
2019-06-10,1075607
2019-06-11,1074476
2019-06-12,1061961
2019-06-13,1028103
2019-06-14,998938
2019-06-15,983339
2019-06-16,978356
2019-06-17,967125
2019-06-18,963645
2019-06-19,960445
2019-06-20,951095
2019-06-21,945465
2019-06-22,959690
2019-06-23,954152
2019-06-24,946331
2019-06-25,940386
2019-06-26,971003
2019-06-27,1006142
2019-06-28,998259
2019-06-29,996498
2019-06-30,1035608
2019-07-01,1061448
2019-07-02,1102472
2019-07-03,1056361
2019-07-04,1005034
2019-07-05,991178
2019-07-06,974513
2019-07-07,984120
2019-07-08,990383
2019-07-09,994640
2019-07-10,990395
2019-07-11,991747
2019-07-12,984792
2019-07-13,968183
2019-07-14,967908
2019-07-15,959115
2019-07-16,960381
2019-07-17,952488
2019-07-18,949370
2019-07-19,959008
2019-07-20,949380
2019-07-21,945282
2019-07-22,925968
2019-07-23,932287
2019-07-24,925588
2019-07-25,919151
2019-07-26,925712
2019-07-27,933378
2019-07-28,939101
2019-07-29,935163
2019-07-30,930541
2019-07-31,936335
2019-08-01,923773
2019-08-02,907838
2019-08-03,916673
2019-08-04,913419
2019-08-05,909273
2019-08-06,907027
2019-08-07,908061
2019-08-08,921873
2019-08-09,923811
2019-08-10,925826
2019-08-11,932764
2019-08-12,939838
2019-08-13,917927
2019-08-14,912666
2019-08-15,910353
2019-08-16,890696
2019-08-17,896183
2019-08-18,905777
2019-08-19,881859
2019-08-20,869768
2019-08-21,867025
2019-08-22,873341
2019-08-23,877352
2019-08-24,873652
2019-08-24,873652
2019-08-25,891896
2019-08-25,891896
2019-08-26,921618
2019-08-27,908322
2019-08-27,908322
2019-08-28,897518
2019-08-29,892864
2019-08-30,883418
2019-08-31,866042
2019-09-01,862736
2019-09-02,864322
2019-09-03,855254
2019-09-04,843481
2019-09-05,835760
2019-09-06,859573
2019-09-07,855722
2019-09-08,864052
2019-09-09,871180
2019-09-10,865403
2019-09-11,869903
2019-09-12,876406
2019-09-13,879264
2019-09-14,879585
2019-09-15,897908
2019-09-16,907769
2019-09-17,926412
2019-09-18,917269
2019-09-19,914113
2019-09-20,904378
2019-09-21,872456
2019-09-22,882008
2019-09-23,869410
2019-09-24,865400
2019-09-25,842393
2019-09-26,826346
2019-09-27,811610
2019-09-28,792557
2019-09-29,794183
2019-09-30,793560
2019-10-01,809032
2019-10-02,817198
2019-10-03,812143
2019-10-04,799774
2019-10-05,784533
2019-10-06,776177
2019-10-07,760006
2019-10-08,778411
2019-10-09,791941
2019-10-10,808558
2019-10-11,813905
2019-10-12,815586
2019-10-13,829319
2019-10-14,816764
2019-10-15,816933
2019-10-16,812323
2019-10-17,809069
2019-10-18,807923
2019-10-19,810088
2019-10-20,812221
2019-10-21,809029
2019-10-22,792272
2019-10-23,771417
2019-10-24,766212
2019-10-25,754970
2019-10-26,768822
2019-10-27,771370
2019-10-28,761430
2019-10-29,794141
2019-10-30,770897
2019-10-31,743932
2019-11-01,742866
2019-11-02,763478
2019-11-03,792029
2019-11-04,807684
2019-11-05,822081
2019-11-06,826234
2019-11-07,838976
2019-11-08,839848
2019-11-09,843321
2019-11-10,844203
2019-11-11,853578
2019-11-12,852163
2019-11-13,836459
2019-11-14,841552
2019-11-15,828097
2019-11-16,824279
2019-11-17,833102
2019-11-18,826360
2019-11-19,814339
2019-11-20,811827
2019-11-21,823604
2019-11-22,823202
2019-11-23,832055
2019-11-24,834779
2019-11-25,833905
2019-11-26,827234
2019-11-27,826532
2019-11-28,823876
2019-11-29,831234
2019-11-30,844983
2019-12-01,832330
2019-12-02,837438
2019-12-03,839605
2019-12-04,837275
2019-12-05,843008
2019-12-06,851842
2019-12-07,853302
2019-12-08,856310
2019-12-09,845726
2019-12-10,837677
2019-12-11,831777
2019-12-12,817589
2019-12-13,798597
2019-12-14,817817
2019-12-15,827573
2019-12-16,831337
2019-12-17,836131
2019-12-18,838957
2019-12-19,842005
2019-12-20,835655
2019-12-21,836949
2019-12-22,840698
2019-12-23,815597
2019-12-24,804517
2019-12-25,796934
2019-12-26,795590
2019-12-27,799549
2019-12-28,821849
2019-12-29,832069
2019-12-30,820577
2019-12-31,821671
2020-01-01,823017
2020-01-02,834186
2020-01-03,843080
2020-01-04,839945
2020-01-05,837996
2020-01-06,849251
2020-01-07,841902
2020-01-08,842903
2020-01-09,836635
2020-01-10,834691
2020-01-11,843649
2020-01-12,867616
2020-01-13,898548
2020-01-14,932081
2020-01-15,927410
2020-01-16,888262
2020-01-17,878242
2020-01-18,874933
2020-01-19,878023
2020-01-20,887414
2020-01-21,890192
2020-01-22,885176
2020-01-23,876722
2020-01-24,875206
2020-01-25,870725
2020-01-26,871675
2020-01-27,868281
2020-01-28,866803
2020-01-29,886501
2020-01-30,897629
2020-01-31,893724
2020-02-01,904242
2020-02-02,895271
2020-02-03,896670
2020-02-04,912086
2020-02-05,923986
2020-02-06,904657
2020-02-07,859424
2020-02-08,851786
2020-02-09,868718
2020-02-10,875486
2020-02-11,882893
2020-02-12,910810
2020-02-13,933013
2020-02-14,929168
2020-02-15,936020
2020-02-16,948049
2020-02-17,947700
2020-02-18,920262
2020-02-19,924180
2020-02-20,914469
2020-02-21,909173
2020-02-22,918822
2020-02-23,939253
2020-02-24,935962
2020-02-25,934830
2020-02-26,935157
2020-02-27,928019
2020-02-28,917979
2020-02-29,915841
2020-03-01,922384
2020-03-02,938833
2020-03-03,939805
2020-03-04,934152
2020-03-05,930525
2020-03-06,933965
2020-03-07,940029
2020-03-08,975543
2020-03-09,987291
2020-03-10,985270
2020-03-11,977068
2020-03-12,979387
2020-03-13,976514
2020-03-14,971307
2020-03-15,966179
2020-03-16,980053
2020-03-17,1019334
2020-03-18,1066307
2020-03-19,1114267
2020-03-20,1168717
2020-03-21,1221742
2020-03-22,1276601
2020-03-23,1316211
2020-03-24,1301049
2020-03-25,1312483
2020-03-26,1362534
2020-03-27,1359759
2020-03-28,1352645
2020-03-29,1331936
2020-03-30,1304501
2020-03-31,1291501
2020-04-01,1263535
2020-04-02,1235101
2020-04-03,1209298
2020-04-04,1151688
2020-04-05,1108000
2020-04-06,1059929
2020-04-07,1066440
2020-04-08,1085222
2020-04-09,1051751
2020-04-10,1011603
2020-04-11,991986
2020-04-12,990181
2020-04-13,989334
2020-04-14,984754
2020-04-15,974374
2020-04-16,962013
2020-04-17,957648
2020-04-18,962598
2020-04-19,975498
2020-04-20,984599
2020-04-21,989684
2020-04-22,1004521
2020-04-23,1021859
2020-04-24,1020702
2020-04-25,1027557
2020-04-26,1075329
2020-04-27,1077133
2020-04-28,1087322
2020-04-29,1073435
2020-04-30,1065117
2020-05-01,1072346
2020-05-02,1074224
2020-05-03,1104400
2020-05-04,1144432
2020-05-05,1170530
2020-05-06,1154813
2020-05-07,1143409
2020-05-08,1137973
2020-05-09,1123974
2020-05-10,1137676
2020-05-11,1156680
2020-05-12,1187788
2020-05-13,1196864
