date_obj,Law%20rune price
2015-09-24,221
2015-09-25,218
2015-09-27,224
2015-09-28,221
2015-09-29,222
2015-09-30,228
2015-10-05,223
2015-10-06,224
2015-10-07,222
2015-10-08,218
2015-10-09,215
2015-10-10,206
2015-10-11,211
2015-10-12,215
2015-10-13,209
2015-10-14,210
2015-10-15,209
2015-10-16,213
2015-10-17,213
2015-10-18,223
2015-10-19,226
2015-10-20,234
2015-10-22,241
2015-10-23,235
2015-10-24,234
2015-10-25,235
2015-10-26,230
2015-10-27,228
2015-10-29,229
2015-10-30,228
2015-10-31,230
2015-11-01,236
2015-11-02,235
2015-11-03,232
2015-11-04,240
2015-11-05,244
2015-11-06,235
2015-11-07,240
2015-11-08,248
2015-11-09,245
2015-11-10,245
2015-11-11,244
2015-11-12,241
2015-11-13,238
2015-11-14,236
2015-11-15,233
2015-11-16,233
2015-11-17,235
2015-11-18,235
2015-11-19,232
2015-11-20,230
2015-11-21,232
2015-11-22,231
2015-11-23,232
2015-11-24,234
2015-11-25,231
2015-11-26,232
2015-11-27,233
2015-11-28,233
2015-11-29,233
2015-11-30,233
2015-12-01,235
2015-12-02,236
2015-12-03,235
2015-12-04,232
2015-12-05,232
2015-12-06,231
2015-12-07,231
2015-12-08,229
2015-12-09,229
2015-12-10,224
2015-12-11,221
2015-12-12,215
2015-12-13,214
2015-12-14,219
2015-12-15,221
2015-12-16,220
2015-12-17,221
2015-12-18,225
2015-12-19,226
2015-12-20,229
2015-12-21,231
2015-12-22,232
2015-12-23,236
2015-12-24,240
2015-12-25,244
2015-12-26,253
2015-12-27,257
2015-12-28,252
2015-12-29,248
2015-12-30,256
2015-12-31,264
2016-01-01,275
2016-01-02,276
2016-01-03,269
2016-01-04,263
2016-01-05,256
2016-01-06,253
2016-01-07,246
2016-01-08,240
2016-01-09,231
2016-01-10,228
2016-01-11,230
2016-01-12,238
2016-01-13,247
2016-01-14,245
2016-01-15,247
2016-01-16,254
2016-01-17,265
2016-01-18,263
2016-01-19,255
2016-01-20,251
2016-01-21,247
2016-01-22,252
2016-01-23,248
2016-01-24,244
2016-01-25,246
2016-01-26,253
2016-01-27,251
2016-01-28,255
2016-01-29,259
2016-01-30,264
2016-01-31,264
2016-02-01,261
2016-02-02,262
2016-02-03,263
2016-02-04,263
2016-02-05,265
2016-02-06,269
2016-02-07,275
2016-02-08,281
2016-02-09,282
2016-02-10,279
2016-02-11,271
2016-02-12,263
2016-02-13,257
2016-02-14,260
2016-02-15,255
2016-02-16,252
2016-02-17,248
2016-02-18,244
2016-02-19,245
2016-02-20,253
2016-02-21,255
2016-02-22,257
2016-02-23,255
2016-02-24,255
2016-02-25,251
2016-02-26,254
2016-02-27,255
2016-02-28,253
2016-02-29,258
2016-03-01,260
2016-03-02,265
2016-03-03,268
2016-03-04,277
2016-03-05,287
2016-03-06,284
2016-03-07,281
2016-03-08,277
2016-03-09,271
2016-03-10,261
2016-03-11,256
2016-03-12,255
2016-03-13,254
2016-03-14,259
2016-03-15,260
2016-03-16,268
2016-03-17,267
2016-03-18,262
2016-03-19,260
2016-03-20,258
2016-03-21,255
2016-03-22,254
2016-03-23,256
2016-03-24,256
2016-03-25,258
2016-03-26,264
2016-03-27,273
2016-03-28,276
2016-03-29,282
2016-03-30,287
2016-03-31,286
2016-04-01,278
2016-04-02,272
2016-04-03,270
2016-04-04,267
2016-04-05,270
2016-04-06,277
2016-04-07,278
2016-04-08,280
2016-04-09,276
2016-04-10,283
2016-04-11,285
2016-04-12,284
2016-04-13,284
2016-04-14,274
2016-04-15,274
2016-04-16,269
2016-04-17,264
2016-04-18,264
2016-04-19,260
2016-04-20,259
2016-04-21,251
2016-04-22,250
2016-04-23,247
2016-04-24,245
2016-04-25,247
2016-04-26,249
2016-04-27,258
2016-04-28,255
2016-04-29,258
2016-04-30,258
2016-05-01,258
2016-05-02,253
2016-05-03,251
2016-05-04,244
2016-05-05,240
2016-05-06,229
2016-05-07,221
2016-05-08,216
2016-05-09,225
2016-05-10,227
2016-05-11,223
2016-05-12,229
2016-05-13,234
2016-05-14,236
2016-05-15,232
2016-05-16,231
2016-05-17,231
2016-05-18,236
2016-05-19,237
2016-05-22,231
2016-05-23,233
2016-05-24,240
2016-05-25,250
2016-05-26,251
2016-05-27,244
2016-05-28,243
2016-05-29,237
2016-05-30,239
2016-05-31,246
2016-06-01,252
2016-06-02,253
2016-06-03,259
2016-06-04,265
2016-06-05,272
2016-06-06,271
2016-06-07,259
2016-06-08,256
2016-06-09,253
2016-06-10,252
2016-06-11,251
2016-06-12,251
2016-06-13,248
2016-06-14,247
2016-06-15,245
2016-06-16,244
2016-06-17,245
2016-06-18,254
2016-06-19,257
2016-06-20,251
2016-06-21,250
2016-06-22,246
2016-06-23,247
2016-06-24,251
2016-06-25,261
2016-06-26,275
2016-06-27,289
2016-06-28,295
2016-06-29,295
2016-06-30,302
2016-07-01,297
2016-07-02,294
2016-07-03,290
2016-07-04,279
2016-07-05,275
2016-07-06,268
2016-07-07,260
2016-07-08,262
2016-07-09,274
2016-07-10,287
2016-07-11,283
2016-07-12,276
2016-07-13,269
2016-07-14,266
2016-07-15,275
2016-07-16,271
2016-07-17,270
2016-07-18,274
2016-07-23,282
2016-07-24,277
2016-07-25,274
2016-07-26,273
2016-07-27,275
2016-07-28,280
2016-07-29,270
2016-07-30,271
2016-07-31,269
2016-08-01,269
2016-08-02,267
2016-08-03,262
2016-08-04,259
2016-08-05,259
2016-08-06,269
2016-08-07,266
2016-08-08,258
2016-08-09,254
2016-08-10,244
2016-08-11,236
2016-08-12,235
2016-08-13,236
2016-08-14,234
2016-08-15,229
2016-08-16,228
2016-08-17,224
2016-08-18,225
2016-08-19,228
2016-08-20,232
2016-08-21,230
2016-08-22,230
2016-08-23,225
2016-08-24,217
2016-08-25,206
2016-08-26,200
2016-08-28,205
2016-08-31,209
2016-09-01,206
2016-09-02,203
2016-09-03,203
2016-09-04,201
2016-09-05,202
2016-09-06,207
2016-09-07,207
2016-09-08,209
2016-09-09,213
2016-09-10,221
2016-09-11,220
2016-09-12,216
2016-09-13,214
2016-09-14,217
2016-09-15,218
2016-09-16,216
2016-09-17,221
2016-09-18,223
2016-09-19,227
2016-09-20,230
2016-09-21,228
2016-09-22,221
2016-09-23,213
2016-09-24,204
2016-09-25,209
2016-09-26,214
2016-09-27,210
2016-09-28,207
2016-09-29,216
2016-09-30,222
2016-10-01,224
2016-10-02,228
2016-10-03,228
2016-10-04,228
2016-10-05,227
2016-10-06,224
2016-10-07,223
2016-10-08,221
2016-10-09,224
2016-10-10,227
2016-10-11,227
2016-10-12,227
2016-10-13,231
2016-10-14,226
2016-10-15,224
2016-10-16,221
2016-10-17,219
2016-10-18,218
2016-10-19,216
2016-10-20,212
2016-10-21,209
2016-10-22,209
2016-10-23,212
2016-10-24,212
2016-10-25,214
2016-10-26,213
2016-10-27,211
2016-10-28,210
2016-10-29,216
2016-10-30,217
2016-10-31,216
2016-11-01,213
2016-11-02,210
2016-11-03,212
2016-11-04,209
2016-11-05,212
2016-11-06,211
2016-11-07,208
2016-11-08,211
2016-11-09,211
2016-11-10,210
2016-11-11,210
2016-11-12,206
2016-11-13,203
2016-11-14,203
2016-12-07,201
2016-12-08,199
2016-12-09,198
2016-12-10,197
2016-12-11,197
2016-12-12,197
2016-12-13,197
2016-12-14,196
2016-12-15,197
2016-12-16,197
2016-12-17,197
2016-12-18,198
2016-12-19,199
2016-12-20,201
2016-12-21,203
2016-12-22,203
2016-12-23,204
2016-12-24,204
2016-12-25,204
2016-12-26,203
2016-12-27,203
2016-12-28,202
2016-12-29,200
2016-12-30,199
2016-12-31,198
2017-01-01,197
2017-01-02,197
2017-01-03,193
2017-01-04,188
2017-01-05,180
2017-01-06,179
2017-01-07,184
2017-01-08,188
2017-01-09,192
2017-01-10,195
2017-01-11,194
2017-01-12,192
2017-01-13,191
2017-01-14,189
2017-01-15,187
2017-01-16,186
2017-01-17,185
2017-01-18,185
2017-01-19,184
2017-01-20,184
2017-01-21,184
2017-01-22,185
2017-01-27,185
2017-01-28,185
2017-01-29,185
2017-01-30,186
2017-01-31,185
2017-02-01,185
2017-02-02,185
2017-02-03,185
2017-02-04,185
2017-02-05,186
2017-02-06,185
2017-02-07,185
2017-02-08,184
2017-02-09,182
2017-02-10,182
2017-02-11,181
2017-02-12,181
2017-02-13,180
2017-02-14,179
2017-02-15,178
2017-02-16,176
2017-02-18,175
2017-02-19,175
2017-02-20,176
2017-02-21,180
2017-02-22,179
2017-02-23,177
2017-02-24,171
2017-02-25,170
2017-02-26,167
2017-02-27,166
2017-02-28,168
2017-03-01,169
2017-03-02,171
2017-03-03,171
2017-03-04,173
2017-03-05,171
2017-03-06,173
2017-03-07,174
2017-03-08,174
2017-03-09,174
2017-03-10,175
2017-03-11,173
2017-03-12,170
2017-03-13,169
2017-03-14,170
2017-03-15,171
2017-03-16,173
2017-03-17,173
2017-03-18,172
2017-03-19,174
2017-03-20,176
2017-03-21,177
2017-03-22,177
2017-03-23,178
2017-03-24,182
2017-03-25,185
2017-03-26,186
2017-03-27,189
2017-03-28,189
2017-03-29,188
2017-03-30,187
2017-03-31,184
2017-04-01,182
2017-04-02,182
2017-04-03,180
2017-04-04,178
2017-04-12,178
2017-04-13,178
2017-04-14,179
2017-04-15,178
2017-04-16,181
2017-04-17,185
2017-04-18,187
2017-04-19,189
2017-04-20,195
2017-04-21,201
2017-04-22,198
2017-04-23,196
2017-04-24,194
2017-04-25,191
2017-04-26,192
2017-04-27,194
2017-04-28,193
2017-04-29,194
2017-04-30,194
2017-05-01,194
2017-05-02,194
2017-05-03,194
2017-05-04,195
2017-05-05,196
2017-05-06,196
2017-05-07,196
2017-05-08,197
2017-05-09,197
2017-05-10,197
2017-05-11,194
2017-05-12,191
2017-05-13,190
2017-05-14,189
2017-05-15,188
2017-05-16,187
2017-05-17,183
2017-05-18,178
2017-05-19,175
2017-05-20,178
2017-05-21,178
2017-05-22,178
2017-05-23,178
2017-05-24,181
2017-05-25,173
2017-05-26,173
2017-05-27,174
2017-05-28,175
2017-05-29,176
2017-05-30,182
2017-05-31,191
2017-06-01,199
2017-06-02,197
2017-06-03,199
2017-06-04,207
2017-06-06,219
2017-06-07,218
2017-06-08,218
2017-06-09,217
2017-06-10,215
2017-06-11,211
2017-06-12,205
2017-06-13,199
2017-06-14,199
2017-06-15,201
2017-06-16,206
2017-06-17,215
2017-06-18,223
2017-06-19,219
2017-06-20,223
2017-06-21,218
2017-06-22,214
2017-06-23,208
2017-06-24,208
2017-06-25,206
2017-06-26,207
2017-06-27,212
2017-06-28,216
2017-06-29,220
2017-06-30,229
2017-07-01,238
2017-07-02,240
2017-07-03,237
2017-07-04,233
2017-07-05,230
2017-07-06,220
2017-07-07,216
2017-07-08,216
2017-07-13,204
2017-07-14,205
2017-07-15,208
2017-07-16,211
2017-07-17,218
2017-07-18,227
2017-07-19,229
2017-07-20,232
2017-07-21,235
2017-07-22,238
2017-07-23,234
2017-07-24,232
2017-07-25,228
2017-07-26,224
2017-07-27,219
2017-07-28,220
2017-07-29,219
2017-07-30,224
2017-07-31,221
2017-08-01,221
2017-08-02,222
2017-08-03,226
2017-08-04,234
2017-08-05,235
2017-08-06,245
2017-08-09,241
2017-08-10,235
2017-08-11,236
2017-08-12,236
2017-08-13,236
2017-08-14,234
2017-08-15,231
2017-08-17,226
2017-08-18,221
2017-08-19,218
2017-08-20,216
2017-08-21,215
2017-08-22,213
2017-08-23,212
2017-08-24,210
2017-08-25,208
2017-08-26,211
2017-08-27,216
2017-08-28,222
2017-08-29,222
2017-08-30,220
2017-08-31,218
2017-09-01,215
2017-09-02,212
2017-09-03,213
2017-09-04,209
2017-09-05,206
2017-09-06,204
2017-09-07,200
2017-09-08,201
2017-09-09,200
2017-09-10,204
2017-09-11,202
2017-09-12,202
2017-09-13,202
2017-09-14,203
2017-09-15,203
2017-09-16,202
2017-09-17,204
2017-09-19,209
2017-09-20,210
2017-09-21,211
2017-09-22,212
2017-09-23,219
2017-09-24,223
2017-09-25,222
2017-09-26,222
2017-09-27,226
2017-09-28,230
2017-09-29,228
2017-09-30,229
2017-10-01,228
2017-10-02,227
2017-10-03,225
2017-10-04,222
2017-10-05,216
2017-10-06,212
2017-10-07,215
2017-10-08,216
2017-10-09,218
2017-10-10,218
2017-10-11,219
2017-10-12,223
2017-10-13,223
2017-10-14,223
2017-10-15,221
2017-10-16,217
2017-10-17,216
2017-10-18,214
2017-10-19,214
2017-10-20,213
2017-10-21,212
2017-10-22,212
2017-10-23,213
2017-10-24,213
2017-10-25,214
2017-10-26,215
2017-10-27,214
2017-10-28,213
2017-10-29,214
2017-10-30,213
2017-10-31,213
2017-11-01,214
2017-11-02,216
2017-11-03,215
2017-11-04,214
2017-11-05,213
2017-11-06,213
2017-11-07,214
2017-11-08,215
2017-11-09,219
2017-11-10,219
2017-11-11,218
2017-11-12,219
2017-11-13,219
2017-11-14,221
2017-11-15,221
2017-11-16,219
2017-11-17,217
2017-11-18,218
2017-11-19,218
2017-11-20,218
2017-11-21,220
2017-11-22,219
2017-11-23,217
2017-11-24,213
2017-11-25,207
2017-11-26,204
2017-11-27,202
2017-11-28,197
2017-11-29,195
2017-11-30,192
2017-12-01,187
2017-12-02,185
2017-12-03,183
2017-12-04,182
2017-12-05,183
2017-12-06,187
2017-12-07,190
2017-12-08,190
2017-12-09,192
2017-12-10,193
2017-12-11,195
2017-12-12,197
2017-12-14,197
2017-12-15,196
2017-12-16,195
2017-12-17,192
2017-12-18,191
2017-12-19,191
2017-12-20,192
2017-12-21,191
2017-12-22,194
2017-12-23,198
2017-12-24,197
2017-12-25,196
2017-12-26,200
2017-12-27,203
2017-12-28,207
2017-12-29,207
2017-12-30,207
2017-12-31,207
2018-01-01,205
2018-01-02,203
2018-01-03,202
2018-01-04,201
2018-01-05,199
2018-01-06,201
2018-01-07,200
2018-01-08,198
2018-01-09,198
2018-01-10,203
2018-01-11,208
2018-01-12,208
2018-01-13,211
2018-01-14,209
2018-01-15,211
2018-01-16,218
2018-01-17,224
2018-01-18,225
2018-01-19,229
2018-01-20,229
2018-01-21,228
2018-01-22,226
2018-01-23,229
2018-01-25,229
2018-01-26,227
2018-01-27,224
2018-01-28,219
2018-01-29,218
2018-01-31,214
2018-02-01,213
2018-02-02,212
2018-02-03,210
2018-02-04,208
2018-02-05,207
2018-02-06,207
2018-02-07,209
2018-02-08,204
2018-02-09,195
2018-02-10,185
2018-02-11,175
2018-02-12,168
2018-02-13,163
2018-02-14,158
2018-02-15,154
2018-02-16,149
2018-02-17,148
2018-02-18,155
2018-02-19,161
2018-02-20,166
2018-02-21,174
2018-02-22,179
2018-02-23,177
2018-02-24,174
2018-02-25,170
2018-02-26,168
2018-02-27,166
2018-02-28,165
2018-03-01,163
2018-03-02,164
2018-03-03,167
2018-03-04,166
2018-03-05,167
2018-03-06,168
2018-03-07,168
2018-03-08,168
2018-03-09,169
2018-03-10,171
2018-03-11,171
2018-03-12,170
2018-03-13,169
2018-03-14,173
2018-03-15,173
2018-03-16,176
2018-03-17,174
2018-03-18,175
2018-03-19,176
2018-03-20,178
2018-03-21,182
2018-03-23,185
2018-03-24,187
2018-03-25,188
2018-03-26,186
2018-03-27,186
2018-03-28,188
2018-03-29,189
2018-03-30,192
2018-03-31,195
2018-04-01,194
2018-04-02,190
2018-04-03,192
2018-04-04,194
2018-04-05,196
2018-04-06,197
2018-04-07,197
2018-04-08,200
2018-04-09,206
2018-04-10,210
2018-04-11,208
2018-04-12,206
2018-04-13,205
2018-04-14,208
2018-04-15,207
2018-04-16,205
2018-04-17,204
2018-04-18,203
2018-04-19,203
2018-04-20,202
2018-04-21,202
2018-04-22,200
2018-04-23,200
2018-04-24,199
2018-04-25,199
2018-04-26,200
2018-04-27,198
2018-04-28,199
2018-04-29,200
2018-04-30,201
2018-05-01,202
2018-05-04,200
2018-05-05,199
2018-05-06,199
2018-05-08,198
2018-05-09,198
2018-05-10,198
2018-05-11,197
2018-05-12,197
2018-05-13,197
2018-05-14,197
2018-05-15,197
2018-05-16,197
2018-05-17,197
2018-05-18,197
2018-05-19,197
2018-05-20,196
2018-05-21,196
2018-05-22,196
2018-05-23,194
2018-05-24,191
2018-05-25,191
2018-05-26,189
2018-05-27,189
2018-05-28,188
2018-05-29,188
2018-05-30,186
2018-05-31,186
2018-06-01,186
2018-06-02,185
2018-06-03,184
2018-06-04,183
2018-06-05,183
2018-06-06,181
2018-06-07,178
2018-06-08,173
2018-06-09,169
2018-06-10,166
2018-06-11,162
2018-06-12,160
2018-06-13,158
2018-06-14,159
2018-06-15,161
2018-06-16,161
2018-06-17,161
2018-06-18,164
2018-06-19,169
2018-06-20,174
2018-06-21,179
2018-06-22,181
2018-06-23,181
2018-06-24,182
2018-06-25,186
2018-06-26,187
2018-06-27,189
2018-06-28,191
2018-06-29,191
2018-06-30,194
2018-07-01,193
2018-07-02,191
2018-07-03,189
2018-07-04,188
2018-07-05,187
2018-07-06,185
2018-07-07,182
2018-07-08,180
2018-07-09,179
2018-07-10,182
2018-07-11,183
2018-07-12,186
2018-07-13,189
2018-07-14,193
2018-07-15,191
2018-07-16,190
2018-07-17,196
2018-07-18,200
2018-07-19,201
2018-07-20,202
2018-07-21,202
2018-07-22,201
2018-07-23,201
2018-07-24,200
2018-07-25,200
2018-07-26,200
2018-07-27,200
2018-07-28,200
2018-07-29,202
2018-07-30,208
2018-07-31,213
2018-08-01,218
2018-08-02,226
2018-08-03,231
2018-08-04,234
2018-08-05,234
2018-08-06,235
2018-08-07,235
2018-08-08,235
2018-08-09,235
2018-08-10,233
2018-08-11,228
2018-08-12,225
2018-08-14,224
2018-08-16,225
2018-08-17,225
2018-08-18,225
2018-08-19,225
2018-08-20,225
2018-08-21,226
2018-08-22,228
2018-08-23,232
2018-08-24,236
2018-08-25,244
2018-08-26,247
2018-08-27,249
2018-08-28,248
2018-08-29,246
2018-08-30,247
2018-08-31,245
2018-09-01,244
2018-09-02,244
2018-09-03,245
2018-09-04,244
2018-09-05,247
2018-09-06,252
2018-09-07,258
2018-09-08,256
2018-09-09,252
2018-09-10,250
2018-09-11,255
2018-09-12,263
2018-09-13,275
2018-09-14,287
2018-09-15,296
2018-09-16,294
2018-09-17,291
2018-09-18,285
2018-09-19,279
2018-09-20,270
2018-09-21,257
2018-09-22,247
2018-09-23,250
2018-09-24,250
2018-09-25,252
2018-09-26,255
2018-09-27,257
2018-09-28,256
2018-09-29,253
2018-09-30,251
2018-10-02,256
2018-10-03,261
2018-10-04,261
2018-10-05,266
2018-10-06,268
2018-10-07,267
2018-10-08,267
2018-10-09,265
2018-10-10,260
2018-10-11,256
2018-10-12,252
2018-10-13,247
2018-10-14,243
2018-10-15,242
2018-10-16,245
2018-10-17,249
2018-10-18,256
2018-10-19,258
2018-10-20,254
2018-10-21,256
2018-10-22,255
2018-10-23,253
2018-10-24,255
2018-10-25,258
2018-10-26,255
2018-10-27,253
2018-10-28,250
2018-10-29,250
2018-10-30,248
2018-10-31,250
2018-11-01,255
2018-11-03,269
2018-11-04,274
2018-11-05,285
2018-11-06,291
2018-11-07,306
2018-11-08,322
2018-11-09,339
2018-11-10,356
2018-11-11,367
2018-11-12,360
2018-11-13,342
2018-11-14,324
2018-11-15,331
2018-11-16,335
2018-11-17,332
2018-11-18,327
2018-11-19,313
2018-11-20,299
2018-11-21,295
2018-11-22,297
2018-11-23,304
2018-11-24,303
2018-11-25,302
2018-11-26,300
2018-11-27,299
2018-11-28,298
2018-11-29,296
2018-12-01,292
2018-12-02,290
2018-12-03,286
2018-12-04,283
2018-12-05,282
2018-12-07,279
2018-12-09,277
2018-12-10,276
2018-12-11,276
2018-12-12,274
2018-12-13,271
2018-12-14,267
2018-12-15,264
2018-12-16,263
2018-12-17,261
2018-12-18,260
2018-12-19,259
2018-12-20,258
2018-12-21,258
2018-12-22,255
2018-12-23,254
2018-12-24,260
2018-12-25,267
2018-12-26,274
2018-12-27,275
2018-12-28,276
2018-12-29,274
2018-12-30,274
2018-12-31,275
2019-01-01,283
2019-01-02,286
2019-01-03,290
2019-01-04,302
2019-01-05,304
2019-01-06,300
2019-01-08,299
2019-01-10,286
2019-01-11,271
2019-01-12,266
2019-01-13,266
2019-01-14,273
2019-01-15,282
2019-01-16,282
2019-01-17,286
2019-01-18,283
2019-01-19,282
2019-01-20,283
2019-01-21,284
2019-01-22,283
2019-01-23,281
2019-01-24,280
2019-01-25,276
2019-01-26,267
2019-01-27,264
2019-01-28,261
2019-01-29,261
2019-01-30,266
2019-01-31,270
2019-02-01,263
2019-02-02,254
2019-02-03,250
2019-02-04,248
2019-02-05,244
2019-02-06,239
2019-02-07,231
2019-02-08,226
2019-02-09,225
2019-02-10,223
2019-02-11,221
2019-02-12,220
2019-02-13,221
2019-02-14,221
2019-02-15,215
2019-02-16,207
2019-02-17,209
2019-02-18,214
2019-02-19,224
2019-02-20,232
2019-02-21,234
2019-02-22,228
2019-02-23,223
2019-02-24,218
2019-02-25,215
2019-02-26,207
2019-02-27,205
2019-02-28,207
2019-03-01,204
2019-03-02,202
2019-03-03,199
2019-03-04,198
2019-03-05,203
2019-03-06,206
2019-03-07,211
2019-03-08,218
2019-03-09,227
2019-03-10,229
2019-03-11,226
2019-03-12,217
2019-03-13,209
2019-03-14,205
2019-03-15,203
2019-03-16,203
2019-03-17,206
2019-03-18,203
2019-03-19,203
2019-03-20,202
2019-03-21,202
2019-03-22,201
2019-03-23,199
2019-03-24,198
2019-03-25,198
2019-03-26,197
2019-03-27,199
2019-03-28,199
2019-03-29,199
2019-03-30,200
2019-03-31,200
2019-04-01,199
2019-04-02,199
2019-04-03,198
2019-04-04,199
2019-04-05,199
2019-04-06,201
2019-04-07,202
2019-04-08,208
2019-04-09,211
2019-04-10,218
2019-04-11,219
2019-04-12,218
2019-04-13,218
2019-04-14,222
2019-04-15,231
2019-04-16,232
2019-04-17,229
2019-04-18,223
2019-04-19,224
2019-04-20,219
2019-04-21,213
2019-04-22,205
2019-04-23,204
2019-04-24,204
2019-04-25,205
2019-04-26,207
2019-04-27,212
2019-04-28,212
2019-04-29,214
2019-04-30,213
2019-05-01,211
2019-05-02,209
2019-05-03,210
2019-05-04,213
2019-05-05,216
2019-05-06,217
2019-05-07,218
2019-05-08,220
2019-05-09,220
2019-05-10,218
2019-05-11,217
2019-05-12,216
2019-05-13,216
2019-05-14,217
2019-05-15,218
2019-05-16,220
2019-05-17,221
2019-05-18,220
2019-05-19,219
2019-05-20,218
2019-05-21,216
2019-05-22,214
2019-05-23,214
2019-05-24,212
2019-05-25,207
2019-05-26,204
2019-05-27,201
2019-05-28,199
2019-05-29,199
2019-05-30,198
2019-05-31,197
2019-06-01,195
2019-06-02,192
2019-06-03,191
2019-06-04,191
2019-06-05,194
2019-06-06,199
2019-06-07,201
2019-06-08,202
2019-06-09,202
2019-06-10,203
2019-06-11,203
2019-06-12,203
2019-06-13,204
2019-06-14,205
2019-06-15,208
2019-06-16,210
2019-06-17,212
2019-06-18,212
2019-06-19,214
2019-06-20,214
2019-06-21,212
2019-06-22,210
2019-06-23,205
2019-06-24,201
2019-06-25,196
2019-06-26,195
2019-06-27,195
2019-06-28,195
2019-06-29,195
2019-06-30,195
2019-07-01,195
2019-07-02,195
2019-07-03,193
2019-07-04,193
2019-07-05,192
2019-07-06,192
2019-07-07,190
2019-07-08,188
2019-07-09,187
2019-07-10,188
2019-07-11,190
2019-07-12,189
2019-07-13,189
2019-07-14,188
2019-07-15,188
2019-07-16,189
2019-07-17,189
2019-07-18,188
2019-07-19,187
2019-07-20,187
2019-07-21,186
2019-07-22,188
2019-07-23,187
2019-07-24,187
2019-07-25,186
2019-07-26,182
2019-07-27,176
2019-07-28,168
2019-07-29,164
2019-07-30,164
2019-07-31,164
2019-08-01,162
2019-08-02,159
2019-08-03,156
2019-08-04,155
2019-08-05,156
2019-08-06,155
2019-08-07,156
2019-08-08,158
2019-08-09,158
2019-08-10,160
2019-08-11,160
2019-08-12,159
2019-08-13,160
2019-08-14,160
2019-08-15,160
2019-08-16,158
2019-08-17,158
2019-08-18,159
2019-08-19,159
2019-08-20,159
2019-08-21,160
2019-08-22,160
2019-08-23,160
2019-08-24,159
2019-08-24,159
2019-08-25,160
2019-08-25,160
2019-08-26,160
2019-08-26,160
2019-08-27,160
2019-08-27,160
2019-08-28,160
2019-08-29,160
2019-08-30,159
2019-08-31,158
2019-09-01,157
2019-09-02,158
2019-09-03,159
