date_obj,Rune%20crossbow price
2019-04-06,9780
2019-04-07,9819
2019-04-08,9862
2019-04-09,9855
2019-04-10,9888
2019-04-11,9886
2019-04-12,9909
2019-04-13,9866
2019-04-14,9817
2019-04-15,9759
2019-04-16,9794
2019-04-17,9767
2019-04-18,9830
2019-04-19,9828
2019-04-20,9848
2019-04-21,9887
2019-04-22,9876
2019-04-23,9869
2019-04-24,9875
2019-04-25,9859
2019-04-26,9865
2019-04-27,9848
2019-04-28,9889
2019-04-29,9903
2019-04-30,9911
2019-05-01,10049
2019-05-02,10003
2019-05-03,10028
2019-05-04,10114
2019-05-05,10092
2019-05-06,10054
2019-05-07,9986
2019-05-08,9971
2019-05-09,10058
2019-05-10,10055
2019-05-11,10091
2019-05-12,10301
2019-05-13,10213
2019-05-14,10218
2019-05-15,10095
2019-05-16,10088
2019-05-17,10132
2019-05-18,10087
2019-05-19,10075
2019-05-20,10062
2019-05-21,10040
2019-05-22,10032
2019-05-23,10046
2019-05-24,10051
2019-05-25,10024
2019-05-26,9962
2019-05-27,10003
2019-05-28,9937
2019-05-29,9942
2019-05-30,9975
2019-05-31,9958
2019-06-01,9974
2019-06-02,9909
2019-06-03,9978
2019-06-04,9989
2019-06-05,10004
2019-06-06,10005
2019-06-07,9957
2019-06-08,9977
2019-06-09,9971
2019-06-10,9935
2019-06-11,9961
2019-06-12,9916
2019-06-13,9915
2019-06-14,9901
2019-06-15,9922
2019-06-16,9879
2019-06-17,9824
2019-06-18,9767
2019-06-19,9760
2019-06-20,9780
2019-06-21,9814
2019-06-22,9776
2019-06-23,9743
2019-06-24,9748
2019-06-25,9749
2019-06-26,9793
2019-06-27,9779
2019-06-28,9786
2019-06-29,9844
2019-06-30,9835
2019-07-01,9844
2019-07-02,9850
2019-07-03,9923
2019-07-04,10006
2019-07-05,9881
2019-07-06,9889
2019-07-07,9924
2019-07-08,9922
2019-07-09,9973
2019-07-10,9989
2019-07-11,10026
2019-07-12,9983
2019-07-13,9968
2019-07-14,9956
2019-07-15,9941
2019-07-16,9963
2019-07-17,9917
2019-07-18,9903
2019-07-19,9906
2019-07-20,9805
2019-07-21,9759
2019-07-22,9780
2019-07-23,9759
2019-07-24,9767
2019-07-25,9765
2019-07-26,9805
2019-07-27,9811
2019-07-28,9812
2019-07-29,9771
2019-07-30,9867
2019-07-31,9864
2019-08-01,9832
2019-08-02,9873
2019-08-03,9861
2019-08-04,9831
2019-08-05,9829
2019-08-06,9841
2019-08-07,9870
2019-08-08,9929
2019-08-09,9982
2019-08-10,10005
2019-08-11,10012
2019-08-12,10049
2019-08-13,10141
2019-08-14,10020
2019-08-15,9968
2019-08-16,9945
2019-08-17,9895
2019-08-18,9892
2019-08-19,9869
2019-08-20,9839
2019-08-21,9828
2019-08-22,9861
2019-08-23,9929
2019-08-24,9964
2019-08-24,9964
2019-08-25,9945
2019-08-25,9945
2019-08-26,9889
2019-08-26,9889
2019-08-27,9994
2019-08-27,9994
2019-08-28,9945
2019-08-29,9963
2019-08-30,9910
2019-08-31,10003
2019-09-01,10010
2019-09-02,9974
2019-09-03,9987
2019-09-04,10004
2019-09-05,9972
2019-09-06,10051
2019-09-07,9992
2019-09-08,9991
2019-09-09,9990
2019-09-10,10003
2019-09-11,9993
2019-09-12,10011
2019-09-13,10012
2019-09-14,9989
2019-09-15,10013
2019-09-16,9965
2019-09-17,10031
2019-09-18,10006
2019-09-19,10050
2019-09-20,10026
2019-09-21,10106
2019-09-22,10178
2019-09-23,10221
2019-09-24,10217
2019-09-25,10115
2019-09-26,10236
2019-09-27,10387
2019-09-28,10258
2019-09-29,10164
2019-09-30,10075
2019-10-01,10078
2019-10-02,10042
2019-10-03,9973
2019-10-04,10002
2019-10-05,10025
2019-10-06,9998
2019-10-07,9979
2019-10-08,10012
2019-10-09,10018
2019-10-10,9970
2019-10-11,9929
2019-10-12,9930
2019-10-13,9870
2019-10-14,9867
2019-10-15,9910
2019-10-16,9915
2019-10-17,9860
2019-10-18,9881
2019-10-19,9883
2019-10-20,9900
2019-10-21,9876
2019-10-22,9900
2019-10-23,9869
2019-10-24,9815
2019-10-25,9868
2019-10-26,9855
2019-10-27,9802
2019-10-28,9807
2019-10-29,9838
2019-10-30,9879
2019-10-31,9873
2019-11-01,9867
2019-11-02,9876
2019-11-03,9735
2019-11-04,9679
2019-11-05,9738
2019-11-06,9654
2019-11-07,9692
2019-11-08,9781
2019-11-09,9751
2019-11-10,9863
2019-11-11,9834
2019-11-12,9915
2019-11-13,9906
2019-11-14,9894
2019-11-15,9970
2019-11-16,9941
2019-11-17,9949
2019-11-18,10021
2019-11-19,10134
2019-11-20,10061
2019-11-21,10056
2019-11-22,10101
2019-11-23,10032
2019-11-24,10082
2019-11-25,10197
2019-11-26,10114
2019-11-27,10125
2019-11-28,10119
2019-11-29,10021
2019-11-30,10041
2019-12-01,9995
2019-12-02,9966
2019-12-03,9932
2019-12-04,9915
2019-12-05,9828
2019-12-06,9898
2019-12-07,9938
2019-12-08,9846
2019-12-09,9784
2019-12-10,9801
2019-12-11,9861
2019-12-12,9847
2019-12-13,9854
2019-12-14,9895
2019-12-15,9971
2019-12-16,9949
2019-12-17,9905
2019-12-18,9908
2019-12-19,9917
2019-12-20,9922
2019-12-21,9908
2019-12-22,9872
2019-12-23,9871
2019-12-24,9907
2019-12-25,9911
2019-12-26,9930
2019-12-27,9850
2019-12-28,9815
2019-12-29,9853
2019-12-30,9768
2019-12-31,9876
2020-01-01,9872
2020-01-02,9912
2020-01-03,9915
2020-01-04,9881
2020-01-05,9892
2020-01-06,9799
2020-01-07,9810
2020-01-08,9809
2020-01-09,9815
2020-01-10,9859
2020-01-11,9813
2020-01-12,9835
2020-01-13,9841
2020-01-14,9862
2020-01-15,9891
2020-01-16,9849
2020-01-17,9856
2020-01-18,9849
2020-01-19,9837
2020-01-20,9833
2020-01-21,9873
2020-01-22,9840
2020-01-23,9859
2020-01-24,9819
2020-01-25,9816
2020-01-26,9800
2020-01-27,9752
2020-01-28,9796
2020-01-29,9854
2020-01-30,9850
2020-01-31,9880
2020-02-01,9886
2020-02-02,9907
2020-02-03,9968
2020-02-04,9887
2020-02-05,9929
2020-02-06,9779
2020-02-07,9786
2020-02-08,9711
2020-02-09,9678
2020-02-10,9741
2020-02-11,9759
2020-02-12,9697
2020-02-13,9735
2020-02-14,9682
2020-02-15,9743
2020-02-16,9763
2020-02-17,9744
2020-02-18,9795
2020-02-19,9795
2020-02-20,9733
2020-02-21,9752
2020-02-22,9737
2020-02-23,9736
2020-02-24,9762
2020-02-25,9785
2020-02-26,9755
2020-02-27,9788
2020-02-28,9797
2020-02-29,9816
2020-03-01,9814
2020-03-02,9795
2020-03-03,9773
2020-03-04,9807
2020-03-05,9817
2020-03-06,9800
2020-03-07,9746
2020-03-08,9747
2020-03-09,9786
2020-03-10,9850
2020-03-11,9910
2020-03-12,9868
2020-03-13,9915
2020-03-14,9930
2020-03-15,9916
2020-03-16,9839
2020-03-17,9834
2020-03-18,9901
2020-03-19,9839
2020-03-20,9829
2020-03-21,9733
2020-03-22,9758
2020-03-23,9729
2020-03-24,9788
2020-03-25,9792
2020-03-26,9836
2020-03-27,9772
2020-03-28,9763
2020-03-29,9774
2020-03-30,9749
2020-03-31,9751
2020-04-01,9840
2020-04-02,9825
2020-04-03,9825
2020-04-04,9804
2020-04-05,9822
2020-04-06,9792
2020-04-07,9784
2020-04-08,9819
2020-04-09,9784
2020-04-10,9800
2020-04-11,9725
2020-04-12,9766
2020-04-13,9753
2020-04-14,9825
2020-04-15,9823
2020-04-16,9808
2020-04-17,9819
2020-04-18,9862
2020-04-19,9813
2020-04-20,9784
2020-04-21,9782
2020-04-22,9807
2020-04-23,9819
2020-04-24,9786
2020-04-25,9764
2020-04-26,9750
2020-04-27,9775
2020-04-28,9776
2020-04-29,9755
2020-04-30,9702
2020-05-01,9742
2020-05-02,9722
2020-05-03,9737
2020-05-04,9748
2020-05-05,9790
2020-05-06,9741
2020-05-07,9720
2020-05-08,9759
2020-05-09,9780
2020-05-10,9762
2020-05-11,9671
2020-05-12,9763
2020-05-13,9781
