date_obj,Obsidian%20cape price
2019-04-11,782741
2019-04-12,794133
2019-04-13,793768
2019-04-14,783691
2019-04-15,785808
2019-04-16,783686
2019-04-17,778520
2019-04-18,776499
2019-04-19,777039
2019-04-20,775128
2019-04-21,768050
2019-04-22,771747
2019-04-23,764282
2019-04-24,758840
2019-04-25,744408
2019-04-26,740102
2019-04-27,740374
2019-04-28,751854
2019-04-29,755802
2019-04-30,764842
2019-05-01,769544
2019-05-02,759177
2019-05-03,760978
2019-05-04,777470
2019-05-05,776911
2019-05-06,777080
2019-05-07,779836
2019-05-08,780566
2019-05-09,777346
2019-05-10,775693
2019-05-11,773781
2019-05-12,771739
2019-05-13,770685
2019-05-14,766537
2019-05-15,769595
2019-05-16,766514
2019-05-17,768217
2019-05-18,771102
2019-05-19,775711
2019-05-20,774761
2019-05-21,778132
2019-05-22,787814
2019-05-23,799821
2019-05-24,794935
2019-05-25,789701
2019-05-26,785711
2019-05-27,785422
2019-05-28,790814
2019-05-29,784800
2019-05-30,772919
2019-05-31,773972
2019-06-01,775409
2019-06-02,778103
2019-06-03,765412
2019-06-04,768931
2019-06-05,774890
2019-06-06,775355
2019-06-07,773820
2019-06-08,773112
2019-06-09,770670
2019-06-10,772932
2019-06-11,788981
2019-06-12,783362
2019-06-13,780110
2019-06-14,779846
2019-06-15,793022
2019-06-16,823241
2019-06-17,808435
2019-06-18,816984
2019-06-19,810365
2019-06-20,805881
2019-06-21,802585
2019-06-22,797699
2019-06-23,793387
2019-06-24,790292
2019-06-25,783246
2019-06-26,778524
2019-06-27,764883
2019-06-28,762962
2019-06-29,749113
2019-06-30,749893
2019-07-01,748923
2019-07-02,745939
2019-07-03,747882
2019-07-04,757873
2019-07-05,762591
2019-07-06,779619
2019-07-07,811065
2019-07-08,796540
2019-07-09,794254
2019-07-10,787425
2019-07-11,807448
2019-07-12,803114
2019-07-13,796986
2019-07-14,794442
2019-07-15,791876
2019-07-16,787871
2019-07-17,785914
2019-07-18,771774
2019-07-19,769117
2019-07-20,767149
2019-07-21,761377
2019-07-22,759921
2019-07-23,763960
2019-07-24,758475
2019-07-25,750732
2019-07-26,740822
2019-07-27,736218
2019-07-28,735330
2019-07-29,752303
2019-07-30,747544
2019-07-31,743821
2019-08-01,741180
2019-08-02,747275
2019-08-03,742371
2019-08-04,732216
2019-08-05,734397
2019-08-06,732043
2019-08-07,727492
2019-08-08,726576
2019-08-09,721750
2019-08-10,705104
2019-08-11,687512
2019-08-12,684571
2019-08-13,682035
2019-08-14,695898
2019-08-15,684553
2019-08-16,669198
2019-08-17,678696
2019-08-18,676621
2019-08-19,670955
2019-08-20,663595
2019-08-21,665695
2019-08-22,675228
2019-08-23,689859
2019-08-24,693669
2019-08-24,693669
2019-08-25,686370
2019-08-25,686370
2019-08-26,685587
2019-08-26,685587
2019-08-27,682742
2019-08-27,682742
2019-08-28,681135
2019-08-29,701351
2019-08-30,700922
2019-08-31,694601
2019-09-01,707210
2019-09-02,709303
2019-09-03,716627
2019-09-04,721301
2019-09-05,749450
2019-09-06,737482
2019-09-07,729665
2019-09-08,714088
2019-09-09,703407
2019-09-10,689649
2019-09-11,679802
2019-09-12,677836
2019-09-13,695503
2019-09-14,727819
2019-09-15,734081
2019-09-16,717906
2019-09-17,728637
2019-09-18,743674
2019-09-19,736185
2019-09-20,740007
2019-09-21,735021
2019-09-22,722824
2019-09-23,718958
2019-09-24,719124
2019-09-25,700233
2019-09-26,685535
2019-09-27,697673
2019-09-28,692204
2019-09-29,690393
2019-09-30,703636
2019-10-01,712497
2019-10-02,708675
2019-10-03,698371
2019-10-04,685267
2019-10-05,689442
2019-10-06,696556
2019-10-07,697396
2019-10-08,702044
2019-10-09,715531
2019-10-10,710149
2019-10-11,703998
2019-10-12,696025
2019-10-13,689547
2019-10-14,686578
2019-10-15,684332
2019-10-16,678055
2019-10-17,675237
2019-10-18,666205
2019-10-19,667650
2019-10-20,666825
2019-10-21,661918
2019-10-22,670431
2019-10-23,674973
2019-10-24,671594
2019-10-25,670986
2019-10-26,671488
2019-10-27,673877
2019-10-28,676204
2019-10-29,675207
2019-10-30,671592
2019-10-31,666604
2019-11-01,641474
2019-11-02,615890
2019-11-03,608298
2019-11-04,629372
2019-11-05,628572
2019-11-06,628586
2019-11-07,630477
2019-11-08,636508
2019-11-09,625447
2019-11-10,614720
2019-11-11,613545
2019-11-12,613298
2019-11-13,608577
2019-11-14,609718
2019-11-15,607807
2019-11-16,604294
2019-11-17,603954
2019-11-18,603715
2019-11-19,599062
2019-11-20,592355
2019-11-21,585095
2019-11-22,579102
2019-11-23,576746
2019-11-24,574351
2019-11-25,574156
2019-11-26,569610
2019-11-27,576714
2019-11-28,577038
2019-11-29,584057
2019-11-30,579899
2019-12-01,581446
2019-12-02,569543
2019-12-03,570968
2019-12-04,566018
2019-12-05,563988
2019-12-06,563367
2019-12-07,569496
2019-12-08,566750
2019-12-09,566573
2019-12-10,566558
2019-12-11,583693
2019-12-12,586685
2019-12-13,583746
2019-12-14,579541
2019-12-15,579860
2019-12-16,570007
2019-12-17,561201
2019-12-18,563120
2019-12-19,570349
2019-12-20,578746
2019-12-21,578941
2019-12-22,585025
2019-12-23,565306
2019-12-24,573603
2019-12-25,583352
2019-12-26,600948
2019-12-27,593242
2019-12-28,591887
2019-12-29,579697
2019-12-30,574969
2019-12-31,557859
2020-01-01,554338
2020-01-02,564935
2020-01-03,576144
2020-01-04,600802
2020-01-05,616840
2020-01-06,621070
2020-01-07,625869
2020-01-08,614530
2020-01-09,608756
2020-01-10,592706
2020-01-11,592107
2020-01-12,590200
2020-01-13,583346
2020-01-14,570958
2020-01-15,550056
2020-01-16,548386
2020-01-17,555312
2020-01-18,561255
2020-01-19,559229
2020-01-20,572421
2020-01-21,578188
2020-01-22,586205
2020-01-23,593046
2020-01-24,589115
2020-01-25,583446
2020-01-26,590349
2020-01-27,586176
2020-01-28,592291
2020-01-29,611221
2020-01-30,606220
2020-01-31,605202
2020-02-01,608215
2020-02-02,624987
2020-02-03,628782
2020-02-04,644606
2020-02-05,674420
2020-02-06,661811
2020-02-07,628720
2020-02-08,623250
2020-02-09,617426
2020-02-10,609042
2020-02-11,603817
2020-02-12,602083
2020-02-13,592910
2020-02-14,587565
2020-02-15,584428
2020-02-16,589267
2020-02-17,595994
2020-02-18,608177
2020-02-19,623853
2020-02-20,622355
2020-02-21,618051
2020-02-22,621353
2020-02-23,632022
2020-02-24,642937
2020-02-25,665608
2020-02-26,685350
2020-02-27,683876
2020-02-28,687452
2020-02-29,689747
2020-03-01,686775
2020-03-02,697396
2020-03-03,713553
2020-03-04,694714
2020-03-05,688000
2020-03-06,681406
2020-03-07,675877
2020-03-08,671767
2020-03-09,673737
2020-03-10,678747
2020-03-11,679304
2020-03-12,686134
2020-03-13,687845
2020-03-14,705930
2020-03-15,715297
2020-03-16,707875
2020-03-17,703706
2020-03-18,700784
2020-03-19,698905
2020-03-20,703555
2020-03-21,704155
2020-03-22,708201
2020-03-23,723401
2020-03-24,710893
2020-03-25,707273
2020-03-26,703184
2020-03-27,699981
2020-03-28,701199
2020-03-29,723879
2020-03-30,742272
2020-03-31,773971
2020-04-01,796145
2020-04-02,808440
2020-04-03,805387
2020-04-04,796862
2020-04-05,792921
2020-04-06,776374
2020-04-07,767443
2020-04-08,757447
2020-04-09,758961
2020-04-10,759182
2020-04-11,745503
2020-04-12,745545
2020-04-13,736299
2020-04-14,727174
2020-04-15,719096
2020-04-16,723205
2020-04-17,722519
2020-04-18,718928
2020-04-19,719802
2020-04-20,720099
2020-04-21,717725
2020-04-22,714202
2020-04-23,711504
2020-04-24,705363
2020-04-25,701791
2020-04-26,693910
2020-04-27,692118
2020-04-28,691749
2020-04-29,707143
2020-04-30,713182
2020-05-01,725713
2020-05-02,726236
2020-05-03,728529
2020-05-04,729826
2020-05-05,735257
2020-05-06,749936
2020-05-07,755222
2020-05-08,757893
2020-05-09,751403
2020-05-10,747525
2020-05-11,744617
2020-05-12,740473
2020-05-13,738932
