date_obj,Dragonstone%20armour%20set price
2019-07-24,9500000
2019-07-25,9500000
2019-07-26,9500000
2019-07-27,9892251
2019-07-28,9892251
2019-07-29,9892251
2019-07-30,10298617
2019-07-31,10298617
2019-08-01,10298617
2019-08-02,10298617
2019-08-03,10713461
2019-08-04,10713461
2019-08-05,10713461
2019-08-06,10713461
2019-08-07,10713461
2019-08-08,10713461
2019-08-09,10713461
2019-08-10,11176631
2019-08-11,11176631
2019-08-12,11176631
2019-08-13,11176631
2019-08-14,11176631
2019-08-15,11176631
2019-08-16,11662759
2019-08-17,11662759
2019-08-18,11662759
2019-08-19,11662759
2019-08-20,11662759
2019-08-21,11662759
2019-08-22,11662759
2019-08-23,11662759
2019-08-24,12162476
2019-08-24,12162476
2019-08-25,12162476
2019-08-25,12162476
2019-08-26,12162476
2019-08-27,12162476
2019-08-27,12162476
2019-08-28,12162476
2019-08-29,12162476
2019-08-30,12162476
2019-08-31,12162476
2019-09-01,12162476
2019-09-02,12162476
2019-09-03,12669675
2019-09-04,12669675
2019-09-05,12669675
2019-09-06,12669675
2019-09-07,12669675
2019-09-08,12669675
2019-09-09,12669675
2019-09-10,12669675
2019-09-11,13200152
2019-09-12,13200152
2019-09-13,13200152
2019-09-14,13200152
2019-09-15,13200152
2019-09-16,13200152
2019-09-17,13200152
2019-09-18,13200152
2019-09-19,13200152
2019-09-20,13760312
2019-09-21,13760312
2019-09-22,13760312
2019-09-23,13760312
2019-09-24,13760312
2019-09-25,13760312
2019-09-26,13760312
2019-09-27,13760312
2019-09-28,13760312
2019-09-29,13760312
2019-09-30,13760312
2019-10-01,13760312
2019-10-02,14346332
2019-10-03,14346332
2019-10-04,14346332
2019-10-05,14346332
2019-10-06,14346332
2019-10-07,14346332
2019-10-08,14346332
2019-10-09,14346332
2019-10-10,14346332
2019-10-11,14346332
2019-10-12,14346332
2019-10-13,14346332
2019-10-14,14346332
2019-10-15,14346332
2019-10-16,14929343
2019-10-17,14929343
2019-10-18,14929343
2019-10-19,14929343
2019-10-20,14929343
2019-10-21,14929343
2019-10-22,14929343
2019-10-23,14929343
2019-10-24,14929343
2019-10-25,14929343
2019-10-26,14929343
2019-10-27,14929343
2019-10-28,14929343
2019-10-29,14929343
2019-10-30,14929343
2019-10-31,15531413
2019-11-01,15531413
2019-11-02,15531413
2019-11-03,15531413
2019-11-04,15531413
2019-11-05,15531413
2019-11-06,15531413
2019-11-07,15531413
2019-11-08,15531413
2019-11-09,15531413
2019-11-10,15531413
2019-11-11,15531413
2019-11-12,15531413
2019-11-13,15531413
2019-11-14,15531413
2019-11-15,15531413
2019-11-16,15531413
2019-11-17,15531413
2019-11-18,16196161
2019-11-19,16196161
2019-11-20,16196161
2019-11-21,16196161
2019-11-22,16196161
2019-11-23,16196161
2019-11-24,16196161
2019-11-25,16196161
2019-11-26,16196161
2019-11-27,16196161
2019-11-28,16196161
2019-11-29,16196161
2019-11-30,16196161
2019-12-01,16196161
2019-12-02,16196161
2019-12-03,16196161
2019-12-04,16196161
2019-12-05,16196161
2019-12-06,16196161
2019-12-07,16907104
2019-12-08,16907104
2019-12-09,16907104
2019-12-10,16907104
2019-12-11,16907104
2019-12-12,16907104
2019-12-13,16907104
2019-12-14,16907104
2019-12-15,16907104
2019-12-16,16907104
2019-12-17,16907104
2019-12-18,16907104
2019-12-19,16907104
2019-12-20,16907104
2019-12-21,16907104
2019-12-22,16907104
2019-12-23,16907104
2019-12-24,16907104
2019-12-25,16974270
2019-12-26,16974270
2019-12-27,16974270
2019-12-28,16974270
2019-12-29,16974270
2019-12-30,16974270
2019-12-31,16974270
2020-01-01,16974270
2020-01-02,16974270
2020-01-03,16974270
2020-01-04,16974270
2020-01-05,16974270
2020-01-06,16974270
2020-01-07,16974270
2020-01-08,16974270
2020-01-09,16974270
2020-01-10,16974270
2020-01-11,16133895
2020-01-12,16133895
2020-01-13,16133895
2020-01-14,16133895
2020-01-15,16133895
2020-01-16,16133895
2020-01-17,16133895
2020-01-18,16133895
2020-01-19,16133895
2020-01-20,16133895
2020-01-21,16133895
2020-01-22,16133895
2020-01-23,16133895
2020-01-24,16133895
2020-01-25,16133895
2020-01-26,16133895
2020-01-27,15339194
2020-01-28,15339194
2020-01-29,15339194
2020-01-30,15339194
2020-01-31,15339194
2020-02-01,15339194
2020-02-02,15339194
2020-02-03,15339194
2020-02-04,15339194
2020-02-05,15339194
2020-02-06,15339194
2020-02-07,15339194
2020-02-08,15339194
2020-02-09,14580878
2020-02-10,14580878
2020-02-11,14580878
2020-02-12,14580878
2020-02-13,14580878
2020-02-14,14580878
2020-02-15,14580878
2020-02-16,14580878
2020-02-17,14580878
2020-02-18,14580878
2020-02-19,13865125
2020-02-20,13865125
2020-02-21,13865125
2020-02-22,13865125
2020-02-23,13865125
2020-02-24,13865125
2020-02-25,13865125
2020-02-26,13865125
2020-02-27,13865125
2020-02-28,13865125
2020-02-29,13865125
2020-03-01,13865125
2020-03-02,13865125
2020-03-03,13865125
2020-03-04,13193294
2020-03-05,13193294
2020-03-06,13193294
2020-03-07,13193294
2020-03-08,13193294
2020-03-09,13193294
2020-03-10,13193294
2020-03-11,13193294
2020-03-12,12554495
2020-03-13,12554495
2020-03-14,12554495
2020-03-15,12554495
2020-03-16,12554495
2020-03-17,12554495
2020-03-18,12554495
2020-03-19,12554495
2020-03-20,11937795
2020-03-21,11937795
2020-03-22,11937795
2020-03-23,11937795
2020-03-24,11937795
2020-03-25,11937795
2020-03-26,11937795
2020-03-27,11937795
2020-03-28,11357979
2020-03-29,11357979
2020-03-30,11357979
2020-03-31,11357979
2020-04-01,11357979
2020-04-02,11357979
2020-04-03,11357979
2020-04-04,11357979
2020-04-05,11357979
2020-04-06,11357979
2020-04-07,11357979
2020-04-08,10814872
2020-04-09,10814872
2020-04-10,10814872
2020-04-11,10814872
2020-04-12,10814872
2020-04-13,10814872
2020-04-14,10814872
2020-04-15,10814872
2020-04-16,10814872
2020-04-17,10814872
2020-04-18,10814872
2020-04-19,10814872
2020-04-20,10814872
2020-04-21,10283238
2020-04-22,10283238
2020-04-23,10283238
2020-04-24,10283238
2020-04-25,10283238
2020-04-26,10283238
2020-04-27,10283238
2020-04-28,10283238
2020-04-29,10283238
2020-04-30,10283238
2020-05-01,10283238
2020-05-02,10283238
2020-05-03,10283238
2020-05-04,10283238
2020-05-05,10283238
2020-05-06,10283238
2020-05-07,10283238
2020-05-08,9783997
2020-05-09,9783997
2020-05-10,9783997
2020-05-11,9783997
2020-05-12,9783997
2020-05-13,9783997
