date_obj,Gilded%20hasta price
2016-07-06,728455
2016-07-07,756022
2016-07-08,788608
2016-07-09,820765
2016-07-10,851382
2016-07-11,886673
2016-07-12,886673
2016-07-13,923338
2016-07-14,923338
2016-07-15,923338
2016-07-16,959736
2016-07-17,959736
2016-07-18,959736
2016-07-23,1000109
2016-07-24,1043365
2016-07-25,1043365
2016-07-26,1043365
2016-07-27,1043365
2016-07-28,1043365
2016-07-29,1043365
2016-07-30,1088275
2016-07-31,1088275
2016-08-01,1088275
2016-08-02,1088275
2016-08-03,1088275
2016-08-04,1088275
2016-08-05,1088275
2016-08-06,1137292
2016-08-07,1137292
2016-08-08,1137292
2016-08-09,1137292
2016-08-10,1137292
2016-08-11,1137292
2016-08-12,1137292
2016-08-13,1133636
2016-08-14,1133636
2016-08-15,1133636
2016-08-16,1133636
2016-08-17,1133636
2016-08-18,1133636
2016-08-19,1133636
2016-08-20,1133636
2016-08-21,1127709
2016-08-22,1127709
2016-08-23,1127709
2016-08-24,1127709
2016-08-25,1127709
2016-08-26,1127709
2016-08-28,1127709
2016-08-31,1073058
2016-09-01,1073058
2016-09-02,1073058
2016-09-03,1073058
2016-09-04,1073058
2016-09-05,1073058
2016-09-06,1020526
2016-09-07,1020526
2016-09-08,1020526
2016-09-09,1020526
2016-09-10,1020526
2016-09-11,1020526
2016-09-12,1020526
2016-09-13,1020526
2016-09-14,1020526
2016-09-15,969499
2016-09-16,969499
2016-09-17,969499
2016-09-18,969499
2016-09-19,969499
2016-09-20,969499
2016-09-21,969499
2016-09-22,969499
2016-09-23,969499
2016-09-24,969499
2016-09-25,921024
2016-09-26,921024
2016-09-27,921024
2016-09-28,921024
2016-09-29,921024
2016-09-30,921024
2016-10-01,921024
2016-10-02,921024
2016-10-03,921024
2016-10-04,877084
2016-10-05,877084
2016-10-06,877084
2016-10-07,877084
2016-10-08,877084
2016-10-09,877084
2016-10-10,877084
2016-10-11,834156
2016-10-12,834156
2016-10-13,834156
2016-10-14,834156
2016-10-15,834156
2016-10-16,834156
2016-10-17,834156
2016-10-18,834156
2016-10-19,793790
2016-10-20,793790
2016-10-21,793790
2016-10-22,793790
2016-10-23,793790
2016-10-24,793790
2016-10-25,793790
2016-10-26,754963
2016-10-27,754963
2016-10-28,754963
2016-10-29,754963
2016-10-30,754963
2016-10-31,754963
2016-11-01,754963
2016-11-02,754963
2016-11-03,754963
2016-11-04,742117
2016-11-05,742117
2016-11-06,742117
2016-11-07,742117
2016-11-08,742117
2016-11-09,742117
2016-11-10,742117
2016-11-11,711084
2016-11-12,711084
2016-11-13,711084
2016-11-14,711084
2016-11-15,711084
2016-12-07,611969
2016-12-08,582753
2016-12-09,582753
2016-12-10,582753
2016-12-11,582753
2016-12-12,582753
2016-12-13,582753
2016-12-14,554921
2016-12-15,554921
2016-12-16,554921
2016-12-17,554921
2016-12-18,554921
2016-12-19,554921
2016-12-20,554921
2016-12-21,527381
2016-12-22,527381
2016-12-23,527381
2016-12-24,527381
2016-12-25,527381
2016-12-26,502876
2016-12-27,502876
2016-12-28,502876
2016-12-29,502876
2016-12-30,502876
2016-12-31,495397
2017-01-01,495397
2017-01-02,495397
2017-01-03,495397
2017-01-04,495397
2017-01-05,495397
2017-01-06,513905
2017-01-07,513905
2017-01-08,513905
2017-01-09,513905
2017-01-10,513905
2017-01-11,513905
2017-01-12,513905
2017-01-13,513905
2017-01-14,534833
2017-01-15,534833
2017-01-16,534833
2017-01-17,534833
2017-01-18,534833
2017-01-19,534833
2017-01-20,534833
2017-01-21,558147
2017-01-22,558147
2017-01-23,558147
2017-01-27,583186
2017-01-28,583186
2017-01-29,583186
2017-01-30,583186
2017-01-31,583186
2017-02-01,583186
2017-02-02,583186
2017-02-03,609277
2017-02-04,609277
2017-02-05,609277
2017-02-06,609277
2017-02-07,609277
2017-02-08,609277
2017-02-09,609277
2017-02-10,632508
2017-02-11,632508
2017-02-12,632508
2017-02-13,632508
2017-02-14,632508
2017-02-15,632508
2017-02-16,632508
2017-02-18,632508
2017-02-19,658515
2017-02-20,658515
2017-02-21,658515
2017-02-22,658515
2017-02-23,658515
2017-02-24,658515
2017-02-25,658515
2017-02-26,658515
2017-02-27,658515
2017-02-28,687955
2017-03-01,687955
2017-03-02,687955
2017-03-03,687955
2017-03-04,687955
2017-03-05,687955
2017-03-06,687955
2017-03-07,687955
2017-03-08,687955
2017-03-09,687955
2017-03-10,718764
2017-03-11,718764
2017-03-12,718764
2017-03-13,718764
2017-03-14,718764
2017-03-15,718764
2017-03-16,685239
2017-03-17,685239
2017-03-18,685239
2017-03-19,685239
2017-03-20,685239
2017-03-21,685239
2017-03-22,685239
2017-03-23,651291
2017-03-24,651291
2017-03-25,651291
2017-03-26,651291
2017-03-27,651291
2017-03-28,651291
2017-03-29,619154
2017-03-30,619154
2017-03-31,619154
2017-04-01,619154
2017-04-02,619154
2017-04-03,588959
2017-04-04,588959
2017-04-12,177111
2017-04-13,177111
2017-04-14,177111
2017-04-15,177111
2017-04-16,168415
2017-04-17,168415
2017-04-18,168415
2017-04-19,168415
2017-04-20,166675
2017-04-21,166675
2017-04-22,166675
2017-04-23,166675
2017-04-24,166675
2017-04-25,165662
2017-04-26,165662
2017-04-27,165662
2017-04-28,165662
2017-04-29,165662
2017-04-30,165662
2017-05-01,167206
2017-05-02,167206
2017-05-03,167206
2017-05-04,167206
2017-05-05,167206
2017-05-06,167206
2017-05-07,167206
2017-05-08,168686
2017-05-09,168686
2017-05-10,168686
2017-05-11,168686
2017-05-12,168686
2017-05-13,168686
2017-05-14,168686
2017-05-15,173238
2017-05-16,173238
2017-05-17,173238
2017-05-18,173238
2017-05-19,173238
2017-05-20,173238
2017-05-21,173238
2017-05-22,177720
2017-05-23,177720
2017-05-24,177720
2017-05-25,177720
2017-05-26,177720
2017-05-27,177720
2017-05-28,177720
2017-05-29,178377
2017-05-30,178377
2017-05-31,178377
2017-06-01,178377
2017-06-02,178377
2017-06-03,178377
2017-06-04,175438
2017-06-05,175438
2017-06-06,175438
2017-06-07,175438
2017-06-08,175438
2017-06-09,178982
2017-06-10,178982
2017-06-11,178982
2017-06-12,178982
2017-06-13,178982
2017-06-14,184561
2017-06-15,184561
2017-06-16,184561
2017-06-17,184561
2017-06-18,184561
2017-06-19,184561
2017-06-20,184561
2017-06-21,184561
2017-06-22,180137
2017-06-23,180137
2017-06-24,180137
2017-06-25,180137
2017-06-26,180137
2017-06-27,182413
2017-06-28,182413
2017-06-29,182413
2017-06-30,182413
2017-07-01,182413
2017-07-02,182413
2017-07-03,182413
2017-07-04,182413
2017-07-05,182413
2017-07-06,182393
2017-07-07,182393
2017-07-08,182393
2017-07-13,182454
2017-07-14,182454
2017-07-15,182454
2017-07-16,182454
2017-07-17,182454
2017-07-18,182454
2017-07-19,182454
2017-07-20,181982
2017-07-21,181982
2017-07-22,181982
2017-07-23,181982
2017-07-24,181982
2017-07-25,181982
2017-07-26,182371
2017-07-27,182371
2017-07-28,182371
2017-07-29,182371
2017-07-30,182371
2017-07-31,182371
2017-08-01,174062
2017-08-02,174062
2017-08-03,174062
2017-08-04,174062
2017-08-05,174062
2017-08-06,174062
2017-08-09,168316
2017-08-10,168316
2017-08-11,168316
2017-08-12,168316
2017-08-13,168316
2017-08-14,168749
2017-08-15,168749
2017-08-16,168749
2017-08-17,168749
2017-08-18,168749
2017-08-19,168749
2017-08-20,168749
2017-08-21,163602
2017-08-22,163602
2017-08-23,163602
2017-08-24,163602
2017-08-25,163602
2017-08-26,163602
2017-08-27,156152
2017-08-28,156152
2017-08-29,156152
2017-08-30,156152
2017-08-31,156152
2017-09-01,156152
2017-09-02,156152
2017-09-03,156152
2017-09-04,148381
2017-09-05,148381
2017-09-06,143191
2017-09-07,143191
2017-09-08,143191
2017-09-09,143191
2017-09-10,136696
2017-09-11,136696
2017-09-12,136696
2017-09-13,129861
2017-09-14,129861
2017-09-15,129861
2017-09-16,129861
2017-09-17,123446
2017-09-18,123446
2017-09-19,123446
2017-09-20,123446
2017-09-21,123446
2017-09-22,117273
2017-09-23,117273
2017-09-24,117273
2017-09-25,117273
2017-09-26,111463
2017-09-27,111463
2017-09-28,111463
2017-09-29,111463
2017-09-30,106245
2017-10-01,106245
2017-10-02,106245
2017-10-03,106245
2017-10-04,106245
2017-10-05,101126
2017-10-06,101126
2017-10-07,101126
2017-10-08,101126
2017-10-09,101126
2017-10-10,96190
2017-10-11,96190
2017-10-12,96190
2017-10-13,96190
2017-10-14,96190
2017-10-15,92587
2017-10-16,92587
2017-10-17,92587
2017-10-18,92587
2017-10-19,92587
2017-10-20,92587
2017-10-21,90563
2017-10-22,90563
2017-10-23,90563
2017-10-24,90563
2017-10-25,94680
2017-10-26,94680
2017-10-27,94680
2017-10-28,94680
2017-10-29,94680
2017-10-30,98540
2017-10-31,98540
2017-11-01,98540
2017-11-02,98540
2017-11-03,103102
2017-11-04,103102
2017-11-05,103102
2017-11-06,103102
2017-11-07,103102
2017-11-08,107512
2017-11-09,107512
2017-11-10,107512
2017-11-11,107512
2017-11-12,107512
2017-11-13,108404
2017-11-14,108404
2017-11-15,108404
2017-11-16,108404
2017-11-17,108404
2017-11-18,108404
2017-11-19,108404
2017-11-20,106916
2017-11-21,106916
2017-11-22,106916
2017-11-23,106916
2017-11-24,106916
2017-11-25,106916
2017-11-26,103420
2017-11-27,103420
2017-11-28,103420
2017-11-29,103420
2017-11-30,103420
2017-12-01,99025
2017-12-02,99025
2017-12-03,99025
2017-12-04,99025
2017-12-05,99025
2017-12-06,96798
2017-12-07,96798
2017-12-08,96798
2017-12-09,96798
2017-12-10,96798
2017-12-11,96798
2017-12-12,96798
2017-12-13,95850
2017-12-14,95850
2017-12-15,95850
2017-12-16,95850
2017-12-17,95850
2017-12-18,98683
2017-12-19,98683
2017-12-20,98683
2017-12-21,98683
2017-12-22,103199
2017-12-23,103199
2017-12-24,103199
2017-12-25,103199
2017-12-26,107472
2017-12-27,107472
2017-12-28,107472
2017-12-29,107472
2017-12-30,112420
2017-12-31,112420
2018-01-01,112420
2018-01-02,112420
2018-01-03,112420
2018-01-04,111937
2018-01-05,111937
2018-01-06,111937
2018-01-07,111937
2018-01-08,107888
2018-01-09,107888
2018-01-10,107888
2018-01-11,107888
2018-01-12,107888
2018-01-13,110334
2018-01-14,110334
2018-01-15,110334
2018-01-16,110334
2018-01-17,115456
2018-01-18,115456
2018-01-19,115456
2018-01-20,115456
2018-01-21,115456
2018-01-22,120758
2018-01-23,120758
2018-01-24,120758
2018-01-25,120758
2018-01-26,126551
2018-01-27,126551
2018-01-28,126551
2018-01-29,126551
2018-01-30,131307
2018-01-31,131307
2018-02-01,131307
2018-02-02,131307
2018-02-03,131307
2018-02-04,131686
2018-02-05,131686
2018-02-06,131686
2018-02-07,131686
2018-02-08,131686
2018-02-09,134155
2018-02-10,134155
2018-02-11,134155
2018-02-12,134155
2018-02-13,134155
2018-02-14,133991
2018-02-15,133991
2018-02-16,133991
2018-02-17,133991
2018-02-18,133991
2018-02-19,132118
2018-02-20,132118
2018-02-21,132118
2018-02-22,132118
2018-02-23,132118
2018-02-24,132118
2018-02-25,135399
2018-02-26,135399
2018-02-27,135399
2018-02-28,135399
2018-03-01,135399
2018-03-02,135399
2018-03-03,134981
2018-03-04,134981
2018-03-05,134981
2018-03-06,134981
2018-03-07,139028
2018-03-08,139028
2018-03-09,139028
2018-03-10,139028
2018-03-11,139028
2018-03-12,143002
2018-03-13,143002
2018-03-14,143002
2018-03-15,143002
2018-03-16,143002
2018-03-17,148686
2018-03-18,148686
2018-03-20,148686
2018-03-21,148686
2018-03-23,154455
2018-03-24,154455
2018-03-25,154455
2018-03-26,154455
2018-03-27,154455
2018-03-28,154455
2018-03-29,161239
2018-03-30,161239
2018-03-31,161239
2018-04-01,161239
2018-04-02,161239
2018-04-03,161239
2018-04-04,168618
2018-04-05,168618
2018-04-06,168618
2018-04-07,168618
2018-04-08,168618
2018-04-09,168618
2018-04-10,176268
2018-04-11,176268
2018-04-12,176268
2018-04-13,176268
2018-04-14,176268
2018-04-15,184092
2018-04-16,184092
2018-04-17,184092
2018-04-18,184092
2018-04-19,184092
2018-04-20,184092
2018-04-21,184092
2018-04-22,190127
2018-04-23,190127
2018-04-24,190127
2018-04-25,190127
2018-04-26,190127
2018-04-27,190127
2018-04-28,199422
2018-04-29,199422
2018-04-30,199422
2018-05-01,199422
2018-05-02,199422
2018-05-03,199422
2018-05-04,199422
2018-05-05,208517
2018-05-06,208517
2018-05-07,208517
2018-05-08,208517
2018-05-09,208517
2018-05-10,208517
2018-05-11,218347
2018-05-12,218347
2018-05-13,218347
2018-05-14,218347
2018-05-15,218347
2018-05-16,218347
2018-05-17,218347
