date_obj,Gilded%20hasta price
2018-05-18,218347
2018-05-19,224789
2018-05-20,224789
2018-05-21,224789
2018-05-22,224789
2018-05-23,224789
2018-05-24,224789
2018-05-25,224789
2018-05-26,224559
2018-05-27,224559
2018-05-28,224559
2018-05-29,224559
2018-05-30,224559
2018-05-31,224559
2018-06-01,222951
2018-06-02,222951
2018-06-03,222951
2018-06-04,222951
2018-06-05,222951
2018-06-06,222951
2018-06-07,228702
2018-06-08,228702
2018-06-09,228702
2018-06-10,228702
2018-06-11,228702
2018-06-12,228702
2018-06-13,219787
2018-06-14,219787
2018-06-15,219787
2018-06-16,219787
2018-06-17,219787
2018-06-18,212090
2018-06-19,212090
2018-06-20,212090
2018-06-21,212090
2018-06-22,212090
2018-06-23,201727
2018-06-24,201727
2018-06-25,201727
2018-06-26,201727
2018-06-27,201727
2018-06-28,201727
2018-06-29,192356
2018-06-30,192356
2018-07-01,192356
2018-07-02,192356
2018-07-03,192356
2018-07-04,192356
2018-07-05,182738
2018-07-06,182738
2018-07-07,182738
2018-07-08,182738
2018-07-09,176306
2018-07-10,176306
2018-07-11,176306
2018-07-12,176306
2018-07-13,176306
2018-07-14,176306
2018-07-15,176306
2018-07-16,170118
2018-07-17,170118
2018-07-18,170118
2018-07-19,170118
2018-07-20,170118
2018-07-21,168901
2018-07-22,168901
2018-07-23,168901
2018-07-24,168901
2018-07-25,168901
2018-07-26,166058
2018-07-27,166058
2018-07-28,166058
2018-07-29,166058
2018-07-30,164538
2018-07-31,164538
2018-08-01,164538
2018-08-02,164538
2018-08-03,164538
2018-08-04,159726
2018-08-05,159726
2018-08-06,159726
2018-08-07,159726
2018-08-08,159726
2018-08-09,159726
2018-08-10,152660
2018-08-11,152660
2018-08-12,152660
2018-08-14,148298
2018-08-16,148298
2018-08-17,148298
2018-08-18,148298
2018-08-19,148298
2018-08-20,144997
2018-08-21,144997
2018-08-22,144997
2018-08-23,144997
2018-08-24,144997
2018-08-25,146130
2018-08-26,146130
2018-08-27,146130
2018-08-28,146130
2018-08-29,146130
2018-08-30,146130
2018-08-31,147089
2018-09-01,147089
2018-09-02,147089
2018-09-03,147089
2018-09-04,147089
2018-09-05,145382
2018-09-06,145382
2018-09-07,145382
2018-09-08,145382
2018-09-09,145382
2018-09-10,145382
2018-09-11,141690
2018-09-12,141690
2018-09-13,141690
2018-09-14,141690
2018-09-15,141690
2018-09-16,141257
2018-09-17,141257
2018-09-18,141257
2018-09-19,141257
2018-09-20,141257
2018-09-21,141257
2018-09-22,145617
2018-09-23,145617
2018-09-24,145617
2018-09-25,145617
2018-09-26,145617
2018-09-27,145617
2018-09-28,150420
2018-09-29,150420
2018-09-30,150420
2018-10-01,150420
2018-10-02,150420
2018-10-03,157723
2018-10-04,157723
2018-10-05,157723
2018-10-06,157723
2018-10-07,157723
2018-10-08,164476
2018-10-09,164476
2018-10-10,164476
2018-10-11,164476
2018-10-12,164476
2018-10-13,171355
2018-10-14,171355
2018-10-15,171355
2018-10-16,171355
2018-10-17,171355
2018-10-18,171355
2018-10-19,175672
2018-10-20,175672
2018-10-21,175672
2018-10-22,175672
2018-10-23,175672
2018-10-24,181344
2018-10-25,181344
2018-10-26,181344
2018-10-27,181344
2018-10-28,181344
2018-10-29,181344
2018-10-30,187006
2018-10-31,187006
2018-11-01,187006
2018-11-03,187006
2018-11-04,191751
2018-11-05,191751
2018-11-06,191751
2018-11-07,191751
2018-11-08,198727
2018-11-09,198727
2018-11-10,198727
2018-11-11,198727
2018-11-12,208236
2018-11-13,208236
2018-11-14,208236
2018-11-15,208236
2018-11-16,217805
2018-11-17,217805
2018-11-18,217805
2018-11-19,217805
2018-11-20,226534
2018-11-21,226534
2018-11-22,226534
2018-11-23,226534
2018-11-24,237592
2018-11-25,237592
2018-11-26,237592
2018-11-27,237592
2018-11-28,246097
2018-11-29,246097
2018-12-01,233809
2018-12-02,233809
2018-12-03,233809
2018-12-05,222505
2018-12-07,212876
2018-12-09,203470
2018-12-10,203470
2018-12-11,203470
2018-12-12,193837
2018-12-13,193837
2018-12-14,194851
2018-12-15,194851
2018-12-16,194851
2018-12-17,194851
2018-12-18,190366
2018-12-19,190366
2018-12-20,190366
2018-12-21,184210
2018-12-22,184210
2018-12-23,184210
2018-12-24,177395
2018-12-25,177395
2018-12-26,177395
2018-12-27,172002
2018-12-28,172002
2018-12-29,172002
2018-12-30,172002
2018-12-31,163448
2019-01-01,163448
2019-01-02,163448
2019-01-03,156117
2019-01-04,156117
2019-01-05,156117
2019-01-06,148338
2019-01-08,148338
2019-01-10,141544
2019-01-11,135062
2019-01-12,135062
2019-01-13,135062
2019-01-14,129166
2019-01-15,129166
2019-01-16,123226
2019-01-17,123226
2019-01-18,123226
2019-01-19,117853
2019-01-20,117853
2019-01-21,117853
2019-01-22,112496
2019-01-23,112496
2019-01-24,112496
2019-01-25,107239
2019-01-26,107239
2019-01-27,107239
2019-01-28,102238
2019-01-29,102238
2019-01-30,97757
2019-01-31,97757
2019-02-01,97757
2019-02-02,97757
2019-02-03,95147
2019-02-04,95147
2019-02-05,95147
2019-02-06,95147
2019-02-07,92363
2019-02-08,92363
2019-02-09,92363
2019-02-10,92363
2019-02-11,94387
2019-02-12,94387
2019-02-13,94387
2019-02-14,94387
2019-02-15,94387
2019-02-16,93557
2019-02-17,93557
2019-02-18,93557
2019-02-19,93557
2019-02-20,98180
2019-02-21,98180
2019-02-22,101312
2019-02-23,101312
2019-02-24,101312
2019-02-25,104912
2019-02-26,104912
2019-02-27,104912
2019-02-28,104912
2019-03-01,104912
2019-03-02,104912
2019-03-03,109549
2019-03-04,109549
2019-03-05,109549
2019-03-06,109549
2019-03-07,111141
2019-03-08,111141
2019-03-09,111141
2019-03-10,111141
2019-03-11,111141
2019-03-12,115112
2019-03-13,115112
2019-03-14,115112
2019-03-15,115112
2019-03-16,115112
2019-03-17,120301
2019-03-18,120301
2019-03-19,120301
2019-03-20,120301
2019-03-21,126118
2019-03-22,126118
2019-03-23,126118
2019-03-24,126118
2019-03-25,129503
2019-03-26,129503
2019-03-27,129503
2019-03-28,129503
2019-03-29,133429
2019-03-30,133429
2019-03-31,133429
2019-04-01,133429
2019-04-02,133429
2019-04-03,139607
2019-04-04,139607
2019-04-05,139607
2019-04-06,139607
2019-04-07,146224
2019-04-08,146224
2019-04-09,146224
2019-04-10,146224
2019-04-11,152002
2019-04-12,152002
2019-04-13,158671
2019-04-14,158671
2019-04-15,158671
2019-04-16,166039
2019-04-17,166039
2019-04-18,166039
2019-04-19,173534
2019-04-20,173534
2019-04-21,173534
2019-04-22,173534
2019-04-23,166761
2019-04-24,166761
2019-04-25,166761
2019-04-26,158742
2019-04-27,158742
2019-04-28,158742
2019-04-29,158742
2019-04-30,152181
2019-05-01,152181
2019-05-02,152181
2019-05-03,144676
2019-05-04,144676
2019-05-05,144676
2019-05-06,137603
2019-05-07,137603
2019-05-08,137603
2019-05-09,137603
2019-05-10,130722
2019-05-11,130722
2019-05-12,124470
2019-05-13,124470
2019-05-14,120280
2019-05-15,120280
2019-05-16,120280
2019-05-17,120280
2019-05-18,125696
2019-05-19,125696
2019-05-20,125696
2019-05-21,125696
2019-05-22,130956
2019-05-23,130956
2019-05-24,130956
2019-05-25,134117
2019-05-26,134117
2019-05-27,134117
2019-05-28,134117
2019-05-29,138649
2019-05-30,138649
2019-05-31,138649
2019-06-01,138649
2019-06-02,138649
2019-06-03,138649
2019-06-04,141932
2019-06-05,141932
2019-06-06,141932
2019-06-07,141932
2019-06-08,143039
2019-06-09,143039
2019-06-10,143039
2019-06-11,149787
2019-06-12,149787
2019-06-13,149787
2019-06-14,149787
2019-06-15,149787
2019-06-16,155705
2019-06-17,155705
2019-06-18,155705
2019-06-19,155705
2019-06-20,155705
2019-06-21,162115
2019-06-22,162115
2019-06-23,162115
2019-06-24,169911
2019-06-25,169911
2019-06-26,169911
2019-06-27,169911
2019-06-28,177072
2019-06-29,177072
2019-06-30,177072
2019-07-01,177072
2019-07-02,177072
2019-07-03,185572
2019-07-04,185572
2019-07-05,185572
2019-07-06,185572
2019-07-07,194101
2019-07-08,194101
2019-07-09,194101
2019-07-10,194101
2019-07-11,194101
2019-07-12,202831
2019-07-13,202831
2019-07-14,202831
2019-07-15,202831
2019-07-16,202831
2019-07-17,207666
2019-07-18,207666
2019-07-19,207666
2019-07-20,207666
2019-07-21,207666
2019-07-22,207666
2019-07-23,212576
2019-07-24,212576
2019-07-25,212576
2019-07-26,212576
2019-07-27,212576
2019-07-28,212576
2019-07-29,205420
2019-07-30,205420
2019-07-31,205420
2019-08-01,205420
2019-08-02,196030
2019-08-03,196030
2019-08-04,196030
2019-08-05,196030
2019-08-06,187244
2019-08-07,187244
2019-08-08,187244
2019-08-09,187244
2019-08-10,181346
2019-08-11,181346
2019-08-12,181346
2019-08-13,175583
2019-08-14,175583
2019-08-15,175583
2019-08-16,171402
2019-08-17,171402
2019-08-18,171402
2019-08-19,171402
2019-08-20,173831
2019-08-21,173831
2019-08-22,173831
2019-08-23,173831
2019-08-24,173831
2019-08-24,173831
2019-08-25,173831
2019-08-25,173831
2019-08-26,177159
2019-08-27,177159
2019-08-27,177159
2019-08-28,177159
2019-08-29,177159
2019-08-30,177159
2019-08-31,171512
2019-09-01,171512
2019-09-02,171512
2019-09-03,171512
2019-09-04,167046
2019-09-05,167046
2019-09-06,167046
2019-09-07,167046
2019-09-08,167046
2019-09-09,167046
2019-09-10,165561
2019-09-11,165561
2019-09-12,165561
2019-09-13,165561
2019-09-14,165561
2019-09-15,168315
2019-09-16,168315
2019-09-17,168315
2019-09-18,168315
2019-09-19,168315
2019-09-20,174154
2019-09-21,174154
2019-09-22,174154
2019-09-23,174154
2019-09-24,174154
2019-09-25,174154
2019-09-26,178600
2019-09-27,178600
2019-09-28,178600
2019-09-29,178600
2019-09-30,178600
2019-10-01,186418
2019-10-02,186418
2019-10-03,186418
2019-10-04,186418
2019-10-05,186418
2019-10-06,193523
2019-10-07,193523
2019-10-08,193523
2019-10-09,193523
2019-10-10,201645
2019-10-11,201645
2019-10-12,201645
2019-10-13,201645
2019-10-14,201645
2019-10-15,201645
2019-10-16,210472
2019-10-17,210472
2019-10-18,210472
2019-10-19,210472
2019-10-20,210472
2019-10-21,220465
2019-10-22,220465
2019-10-23,220465
2019-10-24,220465
2019-10-25,220465
2019-10-26,220465
2019-10-27,229718
2019-10-28,229718
2019-10-29,229718
2019-10-30,229718
2019-10-31,229718
2019-11-01,236967
2019-11-02,236967
2019-11-03,236967
2019-11-04,236967
2019-11-05,236967
2019-11-06,236967
2019-11-07,236967
2019-11-08,245967
2019-11-09,245967
2019-11-10,245967
2019-11-11,245967
2019-11-12,245967
2019-11-13,245967
2019-11-14,256602
2019-11-15,256602
2019-11-16,256602
2019-11-17,256602
2019-11-18,256602
2019-11-19,256602
2019-11-20,256602
2019-11-21,267224
2019-11-22,267224
2019-11-23,267224
2019-11-24,267224
2019-11-25,267224
2019-11-26,267224
2019-11-27,277848
2019-11-28,277848
2019-11-29,277848
2019-11-30,277848
2019-12-01,277848
2019-12-02,287993
2019-12-03,287993
2019-12-04,287993
2019-12-05,287993
2019-12-06,287993
2019-12-07,287993
2019-12-08,284178
2019-12-09,284178
2019-12-10,284178
2019-12-11,284178
2019-12-12,284178
2019-12-13,279689
2019-12-14,279689
2019-12-15,279689
2019-12-16,279689
2019-12-17,279689
2019-12-18,282104
2019-12-19,282104
2019-12-20,282104
2019-12-21,282104
2019-12-22,279949
2019-12-23,279949
2019-12-24,279949
2019-12-25,276985
2019-12-26,276985
2019-12-27,276985
2019-12-28,276985
2019-12-29,276985
2019-12-30,276985
2019-12-31,274991
2020-01-01,274991
2020-01-02,274991
2020-01-03,274991
2020-01-04,282863
2020-01-05,282863
2020-01-06,282863
2020-01-07,282863
2020-01-08,282265
2020-01-09,282265
2020-01-10,282265
2020-01-11,292016
2020-01-12,292016
2020-01-13,292016
2020-01-14,292016
2020-01-15,292016
2020-01-16,303437
2020-01-17,303437
2020-01-18,303437
2020-01-19,303437
2020-01-20,303437
2020-01-21,303437
2020-01-22,301503
2020-01-23,301503
2020-01-24,301503
2020-01-25,301503
2020-01-26,290998
2020-01-27,290998
2020-01-28,290998
2020-01-29,290998
2020-01-30,290998
2020-01-31,290998
2020-02-01,277118
2020-02-02,277118
2020-02-03,277118
2020-02-04,277118
2020-02-05,266519
2020-02-06,266519
2020-02-07,266519
2020-02-08,266519
2020-02-09,257447
2020-02-10,257447
2020-02-11,257447
2020-02-12,257447
2020-02-13,257447
2020-02-14,251193
2020-02-15,251193
2020-02-16,251193
2020-02-17,251193
2020-02-18,251193
2020-02-19,251193
2020-02-20,250969
2020-02-21,250969
2020-02-22,250969
2020-02-23,250969
2020-02-24,250969
2020-02-25,248473
2020-02-26,248473
2020-02-27,248473
2020-02-28,248473
2020-02-29,248473
2020-03-01,248473
2020-03-02,237636
2020-03-03,237636
2020-03-04,237636
2020-03-05,237636
2020-03-06,237636
2020-03-07,230318
2020-03-08,230318
2020-03-09,230318
2020-03-10,230318
2020-03-11,230318
2020-03-12,230318
2020-03-13,221631
2020-03-14,221631
2020-03-15,221631
2020-03-16,221631
2020-03-17,221631
2020-03-18,222302
2020-03-19,222302
2020-03-20,222302
2020-03-21,222302
2020-03-22,222302
2020-03-23,220272
2020-03-24,220272
2020-03-25,220272
2020-03-26,220272
2020-03-27,220272
2020-03-28,212192
2020-03-29,212192
2020-03-30,212192
2020-03-31,201917
2020-04-01,201917
2020-04-02,201917
2020-04-03,192372
2020-04-04,192372
2020-04-05,192372
2020-04-06,182753
2020-04-07,182753
2020-04-08,182753
2020-04-09,178388
2020-04-10,178388
2020-04-11,178388
2020-04-12,170924
2020-04-13,170924
2020-04-14,170924
2020-04-15,163552
2020-04-16,163552
2020-04-17,163552
2020-04-18,160269
2020-04-19,160269
2020-04-20,160269
2020-04-21,160269
2020-04-22,166259
2020-04-23,166259
2020-04-24,166259
2020-04-25,166259
2020-04-26,174011
2020-04-27,174011
2020-04-28,174011
2020-04-29,175276
2020-04-30,175276
2020-05-01,175276
2020-05-02,175276
2020-05-03,170964
2020-05-04,170964
2020-05-05,170964
2020-05-06,165274
2020-05-07,165274
2020-05-08,165274
2020-05-09,165274
2020-05-10,162189
2020-05-11,162189
2020-05-12,162189
2020-05-13,158221
