date_obj,Dragon%20pickaxe price
2017-08-31,4142038
2017-09-01,4215262
2017-09-03,4271816
2017-09-04,4112388
2017-09-05,3971668
2017-09-06,3894855
2017-09-07,3710226
2017-09-08,3524714
2017-09-09,3348478
2017-09-10,3203477
2017-09-11,3148107
2017-09-12,3170604
2017-09-13,3249743
2017-09-14,3109513
2017-09-15,2954037
2017-09-16,2865956
2017-09-17,2858822
2017-09-18,2971011
2017-09-19,3077557
2017-09-20,3074573
2017-09-21,2959307
2017-09-22,2945679
2017-09-23,2820750
2017-09-24,2764573
2017-09-25,2865602
2017-09-26,2845163
2017-09-27,2786648
2017-09-28,2738115
2017-09-29,2778696
2017-09-30,2821904
2017-10-01,2824713
2017-10-02,2767266
2017-10-03,2690648
2017-10-04,2650060
2017-10-05,2611595
2017-10-06,2607340
2017-10-07,2688252
2017-10-08,2749446
2017-10-09,2693629
2017-10-10,2700451
2017-10-11,2726434
2017-10-12,2764401
2017-10-13,2884748
2017-10-14,2962234
2017-10-15,2983871
2017-10-16,2983958
2017-10-17,2962325
2017-10-18,2830642
2017-10-19,2754640
2017-10-20,2747005
2017-10-21,2756564
2017-10-22,2751352
2017-10-23,2730685
2017-10-24,2793247
2017-10-25,2787645
2017-10-26,2729577
2017-10-27,2699061
2017-10-28,2686797
2017-10-29,2694931
2017-10-30,2683327
2017-10-31,2651966
2017-11-01,2634334
2017-11-02,2604428
2017-11-03,2586778
2017-11-04,2640765
2017-11-05,2683147
2017-11-06,2759275
2017-11-07,2746275
2017-11-08,2758733
2017-11-09,2748913
2017-11-10,2697994
2017-11-11,2692777
2017-11-12,2756531
2017-11-13,2889792
2017-11-14,2879862
2017-11-15,2957742
2017-11-16,2970357
2017-11-17,2928006
2017-11-18,2839385
2017-11-19,2846816
2017-11-20,2845024
2017-11-21,2810168
2017-11-22,2847999
2017-11-23,2841568
2017-11-24,2830934
2017-11-25,2825696
2017-11-26,2821558
2017-11-27,2856554
2017-11-28,2875178
2017-11-29,2878385
2017-11-30,2877599
2017-12-01,2856189
2017-12-02,2879243
2017-12-03,2931930
2017-12-04,2978112
2017-12-05,3012310
2017-12-06,3029766
2017-12-07,3044238
2017-12-08,3059158
2017-12-09,3132928
2017-12-10,3266146
2017-12-11,3280477
2017-12-12,3245310
2017-12-13,3209897
2017-12-14,3195410
2017-12-15,3158991
2017-12-16,3230597
2017-12-17,3335634
2017-12-18,3340699
2017-12-19,3450368
2017-12-20,3477272
2017-12-21,3457737
2017-12-22,3450528
2017-12-23,3527160
2017-12-24,3625639
2017-12-25,3575318
2017-12-26,3656510
2017-12-27,3792173
2017-12-28,3783404
2017-12-29,3721504
2017-12-30,3600192
2017-12-31,3420182
2018-01-01,3276886
2018-01-02,3250928
2018-01-03,3271224
2018-01-04,3350322
2018-01-05,3420876
2018-01-06,3461364
2018-01-07,3444416
2018-01-08,3272507
2018-01-09,3166311
2018-01-10,3141402
2018-01-11,3140184
2018-01-12,3198092
2018-01-13,3251263
2018-01-14,3222938
2018-01-15,3202922
2018-01-16,3195745
2018-01-17,3218971
2018-01-18,3238821
2018-01-19,3307058
2018-01-20,3319144
2018-01-21,3303774
2018-01-22,3284107
2018-01-23,3274050
2018-01-25,3310204
2018-01-26,3452653
2018-01-27,3625084
2018-01-28,3583467
2018-01-29,3475927
2018-01-30,3496091
2018-01-31,3455180
2018-02-01,3402074
2018-02-02,3357652
2018-02-03,3384568
2018-02-04,3380156
2018-02-05,3389305
2018-02-06,3325711
2018-02-07,3319267
2018-02-08,3289263
2018-02-09,3288189
2018-02-10,3208853
2018-02-11,3190298
2018-02-12,3184814
2018-02-13,3168030
2018-02-14,3221201
2018-02-15,3198792
2018-02-16,3163661
2018-02-17,3185739
2018-02-18,3217910
2018-02-19,3274711
2018-02-20,3411940
2018-02-21,3432657
2018-02-22,3469579
2018-02-23,3504768
2018-02-24,3545440
2018-02-25,3512829
2018-02-26,3387337
2018-02-27,3432937
2018-02-28,3480717
2018-03-01,3474601
2018-03-02,3467547
2018-03-03,3528262
2018-03-04,3618339
2018-03-05,3734984
2018-03-06,3775046
2018-03-07,3878082
2018-03-08,3925541
2018-03-09,3906433
2018-03-10,3858724
2018-03-11,3799430
2018-03-12,3782551
2018-03-13,3764755
2018-03-14,3769212
2018-03-15,3756643
2018-03-16,3718195
2018-03-17,3687895
2018-03-18,3752677
2018-03-20,3782662
2018-03-21,3757527
2018-03-23,3740110
2018-03-24,3705099
2018-03-25,3657299
2018-03-26,3642593
2018-03-27,3703735
2018-03-28,3778517
2018-03-29,3856553
2018-03-30,3891675
2018-03-31,3883087
2018-04-01,3893135
2018-04-02,3935817
2018-04-03,4008629
2018-04-04,3973981
2018-04-05,3963448
2018-04-06,3890245
2018-04-07,3877659
2018-04-08,3875483
2018-04-09,3957436
2018-04-10,3945373
2018-04-11,3939657
2018-04-12,3976905
2018-04-13,3937821
2018-04-14,3990592
2018-04-15,4049297
2018-04-16,4016842
2018-04-17,4024227
2018-04-18,4168333
2018-04-19,4136084
2018-04-20,4145855
2018-04-21,4139289
2018-04-22,4131128
2018-04-23,4121297
2018-04-24,4117755
2018-04-25,4118958
2018-04-26,4223334
2018-04-27,4223266
2018-04-28,4263235
2018-04-29,4363800
2018-04-30,4318572
2018-05-01,4278797
2018-05-03,4219092
2018-05-04,4206629
2018-05-05,4169020
2018-05-07,4114399
2018-05-08,4075764
2018-05-09,4020925
2018-05-10,3956106
2018-05-11,3785561
2018-05-12,3754205
2018-05-13,3820264
2018-05-14,3955917
2018-05-15,4074638
2018-05-16,4080327
2018-05-17,4149435
2018-05-18,4160060
2018-05-19,4210397
2018-05-20,4345674
2018-05-21,4459832
2018-05-22,4541805
2018-05-23,4534662
2018-05-24,4509997
2018-05-25,4505925
2018-05-26,4478842
2018-05-27,4509633
2018-05-28,4600466
2018-05-29,4640512
2018-05-30,4670450
2018-05-31,4651110
2018-06-01,4614402
2018-06-02,4613934
2018-06-03,4622153
2018-06-04,4620101
2018-06-05,4667117
2018-06-06,4506756
2018-06-07,4281451
2018-06-08,4078569
2018-06-09,3916287
2018-06-10,4007527
2018-06-11,4023885
2018-06-12,4023358
2018-06-13,3978195
2018-06-14,3976550
2018-06-15,3950528
2018-06-16,3952782
2018-06-17,3986621
2018-06-18,4117974
2018-06-19,4114545
2018-06-20,4174064
2018-06-21,4249136
2018-06-22,4167978
2018-06-23,4142595
2018-06-24,4117905
2018-06-25,4096509
2018-06-26,4084018
2018-06-27,4042088
2018-06-28,4030180
2018-06-29,4003847
2018-06-30,3982286
2018-07-01,3959079
2018-07-02,3947918
2018-07-03,3943823
2018-07-04,3984821
2018-07-05,4110567
2018-07-06,4208416
2018-07-07,4305333
2018-07-08,4404670
2018-07-09,4465922
2018-07-10,4499055
2018-07-11,4664860
2018-07-12,4762041
2018-07-13,4765130
2018-07-14,4854122
2018-07-15,4832013
2018-07-16,4819086
2018-07-17,4772895
2018-07-18,4708277
2018-07-19,4644866
2018-07-20,4626365
2018-07-21,4595688
2018-07-22,4572185
2018-07-23,4623237
2018-07-24,4636374
2018-07-25,4606789
2018-07-26,4524602
2018-07-27,4299430
2018-07-28,4283692
2018-07-29,4245435
2018-07-30,4176267
2018-07-31,4149037
2018-08-01,4159264
2018-08-02,4171205
2018-08-03,4352195
2018-08-04,4498954
2018-08-05,4451296
2018-08-06,4451992
2018-08-07,4439963
2018-08-08,4508757
2018-08-09,4492348
2018-08-10,4458874
2018-08-11,4494936
2018-08-12,4520573
2018-08-14,4615364
2018-08-16,4573670
2018-08-17,4609081
2018-08-18,4730946
2018-08-19,4858359
2018-08-20,4866641
2018-08-21,4857576
2018-08-22,4835636
2018-08-23,4817317
2018-08-24,4790974
2018-08-25,4833816
2018-08-26,4870715
2018-08-27,4850343
2018-08-28,4813809
2018-08-29,4827164
2018-08-30,4794351
2018-08-31,4821268
2018-09-01,4971362
2018-09-02,5007206
2018-09-03,5030720
2018-09-04,5114181
2018-09-05,5046302
2018-09-06,5004012
2018-09-07,5050673
2018-09-08,5104517
2018-09-09,5129197
2018-09-10,5081369
2018-09-11,5029486
2018-09-12,4974943
2018-09-13,4852277
2018-09-14,4666079
2018-09-15,4695900
2018-09-16,4654266
2018-09-17,4695830
2018-09-18,4692923
2018-09-19,4698763
2018-09-20,4695403
2018-09-21,4671113
2018-09-22,4667068
2018-09-23,4712346
2018-09-24,4802970
2018-09-25,4780086
2018-09-26,4745432
2018-09-27,4719307
2018-09-28,4690676
2018-09-29,4719803
2018-09-30,4760218
2018-10-01,4744801
2018-10-02,4741385
2018-10-03,4731378
2018-10-04,4737984
2018-10-05,4738726
2018-10-06,4853410
2018-10-07,4878945
2018-10-08,4834770
2018-10-09,4884536
2018-10-10,4937762
2018-10-11,4911498
2018-10-12,4893555
2018-10-13,4875923
2018-10-14,4907730
2018-10-15,4919492
2018-10-16,4919125
2018-10-17,4992182
2018-10-18,4982941
2018-10-19,4972577
2018-10-20,4958036
2018-10-21,4959154
2018-10-22,5016124
2018-10-23,5086881
2018-10-24,5126044
2018-10-25,5085819
2018-10-26,5077968
2018-10-27,5074818
2018-10-28,5036056
2018-10-29,5035322
2018-10-30,5098063
2018-10-31,5314345
2018-11-01,5556414
2018-11-02,5685939
2018-11-03,5777104
2018-11-04,5905081
2018-11-05,6010579
2018-11-06,6155832
2018-11-07,6103034
2018-11-08,5967462
2018-11-09,5771055
2018-11-10,5540134
2018-11-11,5497911
2018-11-12,5453552
2018-11-13,5475684
2018-11-14,5472260
2018-11-15,5456804
