date_obj,Dragon%20pickaxe price
2015-03-26,2704024
2015-03-27,2704024
2015-03-28,2568822
2015-03-29,2446005
2015-03-30,2446005
2015-03-31,2324505
2015-04-01,2324505
2015-04-02,2208279
2015-04-03,2135598
2015-04-04,2108032
2015-04-05,2108032
2015-04-06,2127137
2015-04-07,2127137
2015-04-08,2109967
2015-04-09,2109967
2015-04-10,2212599
2015-04-11,2293004
2015-04-12,2293004
2015-04-13,2344521
2015-04-14,2344521
2015-04-15,2303850
2015-04-16,2303850
2015-04-17,2250816
2015-04-18,2250816
2015-04-19,2162717
2015-04-20,2162717
2015-04-21,2064856
2015-04-22,2064856
2015-04-23,1984480
2015-04-24,1984480
2015-04-25,1930220
2015-04-26,1930220
2015-04-27,1849313
2015-04-28,1770635
2015-04-29,1770635
2015-04-30,1697931
2015-05-01,1697931
2015-05-02,1648281
2015-05-03,1648281
2015-05-04,1688619
2015-05-05,1688619
2015-05-06,1771750
2015-05-07,1771750
2015-05-08,1860338
2015-05-09,1860338
2015-05-10,1944234
2015-05-11,1944234
2015-05-12,1873664
2015-05-13,1873664
2015-05-14,1849135
2015-05-15,1849135
2015-05-16,1936858
2015-05-17,1894520
2015-05-18,1894520
2015-05-19,1816079
2015-05-20,1816079
2015-05-21,1816079
2015-05-22,1844287
2015-05-23,1844287
2015-05-24,1823215
2015-05-25,1823215
2015-05-26,1767522
2015-05-27,1767522
2015-05-28,1760755
2015-05-29,1751652
2015-05-30,1722540
2015-05-31,1722540
2015-06-01,1659321
2015-06-02,1659321
2015-06-03,1617853
2015-06-04,1668888
2015-06-05,1699140
2015-06-06,1678994
2015-06-07,1639520
2015-06-08,1639520
2015-06-09,1609369
2015-06-10,1646153
2015-06-11,1646153
2015-06-12,1694712
2015-06-13,1734272
2015-06-14,1740548
2015-06-15,1740548
2015-06-16,1770505
2015-06-17,1747727
2015-06-18,1678054
2015-06-19,1678054
2015-06-20,1607914
2015-06-21,1607914
2015-06-22,1557659
2015-06-23,1569081
2015-06-24,1551012
2015-06-25,1551012
2015-06-26,1473461
2015-06-27,1473461
2015-06-28,1410815
2015-06-29,1410815
2015-06-30,1360788
2015-07-01,1424010
2015-07-02,1424010
2015-07-03,1459075
2015-07-04,1392179
2015-07-05,1392179
2015-07-06,1322634
2015-07-07,1274943
2015-07-08,1276172
2015-07-09,1276172
2015-07-10,1264836
2015-07-11,1264836
2015-07-12,1276477
2015-07-13,1269953
2015-07-14,1249903
2015-07-15,1233015
2015-07-16,1235674
2015-07-17,1251844
2015-07-18,1251844
2015-07-19,1246421
2015-07-20,1296710
2015-07-21,1296710
2015-07-22,1358212
2015-07-23,1358212
2015-07-24,1421056
2015-07-25,1489160
2015-07-26,1489160
2015-07-27,1521086
2015-07-28,1546103
2015-07-29,1530786
2015-07-30,1530786
2015-07-31,1475034
2015-08-01,1407932
2015-08-02,1343701
2015-08-03,1318590
2015-08-04,1359483
2015-08-05,1419477
2015-08-06,1462325
2015-08-07,1463532
2015-08-08,1511034
2015-08-09,1490698
2015-08-10,1502093
2015-08-11,1570526
2015-08-12,1570526
2015-08-13,1623604
2015-08-14,1636589
2015-08-15,1636589
2015-08-16,1675489
2015-08-17,1660428
2015-08-18,1631219
2015-08-19,1574899
2015-08-20,1541162
2015-08-21,1538566
2015-08-22,1467898
2015-08-23,1438068
2015-08-24,1433644
2015-08-25,1433644
2015-08-26,1502326
2015-08-27,1529919
2015-08-28,1460739
2015-08-29,1523241
2015-08-30,1534557
2015-08-31,1474165
2015-09-01,1402848
2015-09-02,1402848
2015-09-03,1390543
2015-09-04,1442841
2015-09-05,1442841
2015-09-06,1401901
2015-09-07,1332241
2015-09-08,1328143
2015-09-09,1313824
2015-09-10,1284921
2015-09-11,1251047
2015-09-12,1192092
2015-09-13,1148578
2015-09-14,1197289
2015-09-15,1169811
2015-09-16,1169811
2015-09-17,1177275
2015-09-18,1177275
2015-09-19,1164492
2015-09-20,1207026
2015-09-21,1246472
2015-09-22,1258378
2015-09-23,1196452
2015-09-24,1196452
2015-09-25,1136629
2015-09-27,1071772
2015-09-28,1071457
2015-09-29,1116731
2015-09-30,1140238
2015-10-05,1059240
2015-10-06,1103804
2015-10-07,1100967
2015-10-08,1137529
2015-10-09,1154169
2015-10-10,1154169
2015-10-11,1179059
2015-10-12,1167070
2015-10-13,1167070
2015-10-14,1155116
2015-10-15,1169120
2015-10-16,1216552
2015-10-17,1216552
2015-10-18,1277262
2015-10-19,1305056
2015-10-20,1365138
2015-10-22,1389146
2015-10-23,1424677
2015-10-24,1406492
2015-10-25,1470860
2015-10-26,1463527
2015-10-27,1463527
2015-10-29,1560998
2015-10-30,1514869
2015-10-31,1576608
2015-11-01,1576608
2015-11-02,1565621
2015-11-03,1549187
2015-11-04,1549187
2015-11-05,1535247
2015-11-06,1503681
2015-11-07,1531181
2015-11-08,1531181
2015-11-09,1561007
2015-11-10,1561007
2015-11-11,1589241
2015-11-12,1651148
2015-11-13,1651148
2015-11-14,1627840
2015-11-15,1626234
2015-11-16,1626234
2015-11-17,1638807
2015-11-18,1638807
2015-11-19,1639436
2015-11-20,1689090
2015-11-21,1689090
2015-11-22,1733788
2015-11-23,1733788
2015-11-24,1791347
2015-11-25,1754622
2015-11-26,1754622
2015-11-27,1715678
2015-11-28,1645554
2015-11-29,1628328
2015-11-30,1599384
2015-12-01,1599384
2015-12-02,1616457
2015-12-03,1643154
2015-12-04,1643154
2015-12-05,1653569
2015-12-06,1667886
2015-12-07,1742303
2015-12-08,1799572
2015-12-09,1784656
2015-12-10,1731791
2015-12-11,1735289
2015-12-12,1707717
2015-12-13,1706748
2015-12-14,1706748
2015-12-15,1749415
2015-12-16,1776520
2015-12-17,1776520
2015-12-18,1814427
2015-12-19,1804265
2015-12-20,1789238
2015-12-21,1773772
2015-12-22,1780783
2015-12-23,1765078
2015-12-24,1790547
2015-12-25,1814047
2015-12-26,1808118
2015-12-27,1822740
2015-12-28,1856072
2015-12-29,1897189
2015-12-30,1979201
2015-12-31,2064257
2016-01-01,2064257
2016-01-02,2119616
2016-01-03,2119130
2016-01-04,2150129
2016-01-05,2231887
2016-01-06,2326786
2016-01-07,2443126
2016-01-08,2474675
2016-01-09,2450941
2016-01-10,2339467
2016-01-11,2230383
2016-01-12,2118863
2016-01-13,2012919
2016-01-14,1946824
2016-01-15,1946229
2016-01-16,1888170
2016-01-17,1821716
2016-01-18,1811285
2016-01-19,1790255
2016-01-20,1749459
2016-01-21,1677197
2016-01-22,1651670
2016-01-23,1629070
2016-01-24,1659151
2016-01-25,1687030
2016-01-26,1677535
2016-01-27,1711000
2016-01-28,1711000
2016-01-29,1693092
2016-01-30,1693092
2016-01-31,1690190
2016-02-01,1715340
2016-02-02,1701601
2016-02-03,1690879
2016-02-04,1671856
2016-02-05,1694735
2016-02-06,1691439
2016-02-07,1721996
2016-02-08,1766314
2016-02-09,1777990
2016-02-10,1723361
2016-02-11,1700681
2016-02-12,1665362
2016-02-13,1722611
2016-02-14,1685837
2016-02-15,1672183
2016-02-16,1668017
2016-02-17,1696530
2016-02-18,1713872
2016-02-19,1755077
2016-02-20,1740664
2016-02-21,1808425
2016-02-22,1808425
2016-02-23,1811363
2016-02-24,1866627
2016-02-25,1829312
2016-02-26,1829312
2016-02-27,1820632
2016-02-28,1792995
2016-02-29,1778644
2016-03-01,1821410
2016-03-02,1809200
2016-03-03,1824584
2016-03-04,1827793
2016-03-05,1825908
2016-03-06,1855115
2016-03-07,1900412
2016-03-08,1887726
2016-03-09,1975309
2016-03-10,1959303
2016-03-11,1898256
2016-03-12,1871451
2016-03-13,1866099
2016-03-14,1849954
2016-03-15,1844970
2016-03-16,1831668
2016-03-17,1816412
2016-03-18,1804224
2016-03-19,1793460
2016-03-20,1788761
2016-03-21,1769766
2016-03-22,1762477
2016-03-23,1769844
2016-03-24,1774103
2016-03-25,1854571
2016-03-26,1850014
2016-03-27,1854630
2016-03-28,1846465
2016-03-29,1829881
2016-03-30,1829881
2016-03-31,1827351
2016-04-01,1790940
2016-04-02,1777127
2016-04-03,1770682
2016-04-04,1769933
2016-04-05,1773235
2016-04-06,1786042
2016-04-07,1803965
2016-04-08,1796220
2016-04-09,1771856
2016-04-10,1744664
2016-04-11,1744664
2016-04-12,1743755
2016-04-13,1804047
2016-04-14,1868949
2016-04-15,1822625
2016-04-16,1789533
2016-04-17,1739553
2016-04-18,1720757
2016-04-19,1744351
2016-04-20,1730084
2016-04-21,1729131
2016-04-22,1735449
2016-04-23,1726717
2016-04-24,1725486
2016-04-25,1718037
2016-04-26,1725195
2016-04-27,1725086
2016-04-28,1720606
2016-04-29,1695522
2016-04-30,1683530
2016-05-01,1668740
2016-05-02,1592388
2016-05-03,1546031
2016-05-04,1550748
2016-05-05,1600958
2016-05-06,1600958
2016-05-07,1531650
2016-05-08,1520825
2016-05-09,1458179
2016-05-10,1431238
2016-05-11,1411560
2016-05-12,1400674
2016-05-13,1419493
2016-05-14,1456088
2016-05-15,1528893
2016-05-16,1588724
2016-05-17,1584443
2016-05-18,1584627
2016-05-19,1588711
2016-05-22,1708252
2016-05-23,1731091
2016-05-24,1817471
2016-05-25,1885445
2016-05-26,1922770
2016-05-27,1926600
2016-05-28,1916098
2016-05-29,1919022
2016-05-30,1919022
2016-05-31,1878395
2016-06-01,1841579
2016-06-02,1858890
2016-06-03,1903927
2016-06-04,1868996
2016-06-05,1835610
2016-06-06,1785283
2016-06-07,1763184
2016-06-08,1847363
2016-06-09,1898316
2016-06-10,1967117
2016-06-11,1990695
2016-06-12,2062479
2016-06-13,2104603
2016-06-14,2207259
2016-06-15,2213969
2016-06-16,2180415
2016-06-17,2129378
2016-06-18,2102184
2016-06-19,2093971
2016-06-20,2117783
2016-06-21,2102778
2016-06-22,2179644
2016-06-23,2241813
2016-06-24,2242279
2016-06-25,2285848
2016-06-26,2390065
2016-06-27,2394086
2016-06-28,2379783
2016-06-29,2289937
2016-06-30,2179545
2016-07-01,2128662
2016-07-02,2220638
2016-07-03,2212228
2016-07-04,2211206
2016-07-05,2219747
2016-07-06,2285256
2016-07-07,2315897
2016-07-08,2415908
2016-07-09,2517574
2016-07-10,2603512
2016-07-11,2556152
2016-07-12,2549423
2016-07-13,2515836
2016-07-14,2521585
2016-07-15,2566784
2016-07-16,2538708
2016-07-17,2533449
2016-07-18,2522164
2016-07-23,2398178
2016-07-24,2437694
2016-07-25,2418761
2016-07-26,2406556
2016-07-27,2349436
2016-07-28,2408877
2016-07-29,2484869
2016-07-30,2533847
2016-07-31,2533847
2016-08-01,2506148
2016-08-02,2465855
2016-08-03,2467462
2016-08-04,2382649
2016-08-05,2298540
2016-08-06,2305867
2016-08-07,2314616
2016-08-08,2273970
2016-08-09,2175672
2016-08-10,2131914
2016-08-11,2162593
2016-08-12,2122092
2016-08-13,2124054
2016-08-14,2144478
2016-08-15,2132756
2016-08-16,2084733
2016-08-17,2066064
2016-08-18,2039249
2016-08-19,2013677
2016-08-20,2012276
2016-08-21,2027654
2016-08-22,2030895
2016-08-23,2007913
2016-08-24,1935302
2016-08-25,1838536
2016-08-26,1838536
2016-08-28,1871427
2016-08-31,1796080
2016-09-01,1859596
2016-09-02,1859596
2016-09-03,1951338
2016-09-04,1933215
2016-09-05,1931419
2016-09-06,1923917
2016-09-07,1956970
2016-09-08,2008656
2016-09-09,1970715
2016-09-10,1887363
2016-09-11,1899435
2016-09-12,1962862
2016-09-13,2009931
2016-09-14,1951152
2016-09-15,1948371
2016-09-16,1988197
2016-09-17,2030672
2016-09-18,2036042
2016-09-19,2035753
2016-09-20,2028910
2016-09-21,2026799
2016-09-22,2077732
2016-09-23,2087432
2016-09-24,2087432
2016-09-25,2034093
2016-09-26,1973729
2016-09-27,1956482
2016-09-28,1932102
2016-09-29,1918796
2016-09-30,1863193
2016-10-01,1901859
2016-10-02,1943769
2016-10-03,1930770
2016-10-04,1968624
2016-10-05,1948220
2016-10-06,1955233
2016-10-07,1993197
2016-10-08,1975177
2016-10-09,1968792
2016-10-10,1965887
2016-10-11,1940904
2016-10-12,1908896
2016-10-13,1869541
2016-10-14,1848912
2016-10-15,1853037
2016-10-16,1861668
2016-10-17,1844781
2016-10-18,1853121
2016-10-19,1885268
2016-10-20,1894742
2016-10-21,1853666
2016-10-22,1853666
2016-10-23,1863265
2016-10-24,1855552
2016-10-25,1855552
2016-10-26,1843503
2016-10-27,1831427
2016-10-28,1827940
2016-10-29,1871689
2016-10-30,1917054
2016-10-31,1929448
2016-11-01,1929448
2016-11-02,1908120
2016-11-03,1888602
2016-11-04,1889330
2016-11-05,1889330
2016-11-06,1858180
2016-11-07,1844799
2016-11-08,1843156
2016-11-09,1857989
2016-11-10,1845794
2016-11-11,1843838
2016-11-12,1887365
2016-11-13,1906198
2016-11-14,1967103
2016-11-15,2018879
2016-12-07,2425280
2016-12-08,2319633
2016-12-09,2247747
2016-12-10,2226878
2016-12-11,2230911
2016-12-12,2321425
2016-12-13,2419878
2016-12-14,2468740
2016-12-15,2450205
2016-12-16,2439414
2016-12-17,2382008
2016-12-18,2351722
2016-12-19,2361093
2016-12-20,2408538
2016-12-21,2438113
2016-12-22,2456392
2016-12-23,2451595
2016-12-24,2450718
2016-12-25,2436834
2016-12-26,2391637
2016-12-27,2413867
2016-12-28,2534524
2016-12-29,2661251
2016-12-30,2700804
2016-12-31,2679468
2017-01-01,2799973
2017-01-02,2892599
2017-01-03,2866723
2017-01-04,2981983
2017-01-05,3128994
2017-01-06,3285326
2017-01-07,3395788
2017-01-08,3506092
2017-01-09,3341413
2017-01-10,3174342
2017-01-11,3016856
2017-01-12,2994899
2017-01-13,3144245
2017-01-14,3187122
2017-01-15,3174624
2017-01-16,3129125
2017-01-17,3111308
2017-01-18,3149024
2017-01-19,3124330
2017-01-20,3079896
2017-01-21,3097889
2017-01-22,3104952
2017-01-23,3055677
2017-01-27,3069682
2017-01-28,3057654
2017-01-29,3064716
2017-01-30,3068127
2017-01-31,3098467
2017-02-01,3065452
2017-02-02,2948962
2017-02-03,2966398
2017-02-04,2922959
2017-02-05,2891304
2017-02-06,2838089
2017-02-07,2805282
2017-02-08,2763890
2017-02-09,2793020
2017-02-10,2819423
2017-02-11,2930412
2017-02-12,2972698
2017-02-13,2945158
2017-02-14,2997541
2017-02-15,2956469
2017-02-16,2846440
2017-02-18,2815830
2017-02-19,2814830
2017-02-20,2882393
2017-02-21,3004261
2017-02-22,3062252
2017-02-23,3207579
2017-02-24,3291226
2017-02-25,3225612
2017-02-26,3243902
2017-02-27,3327831
2017-02-28,3348490
2017-03-01,3343930
2017-03-02,3320861
2017-03-03,3283335
2017-03-04,3243633
2017-03-05,3265126
2017-03-06,3257967
2017-03-07,3233457
2017-03-08,3138477
2017-03-09,3059560
2017-03-10,3040211
2017-03-11,2950599
2017-03-12,2943029
2017-03-13,2869029
2017-03-14,2889627
2017-03-15,2927704
2017-03-16,2902580
2017-03-17,2893794
2017-03-18,2851626
2017-03-19,2847308
2017-03-20,2824946
2017-03-21,2817122
2017-03-22,2776774
2017-03-23,2758932
2017-03-24,2728587
2017-03-25,2676693
2017-03-26,2717793
2017-03-27,2727521
2017-03-28,2718285
2017-03-29,2675171
2017-03-30,2630424
2017-03-31,2620007
2017-04-01,2646383
2017-04-02,2778189
2017-04-03,2797291
2017-04-04,2729433
2017-04-12,3025084
2017-04-13,3147985
2017-04-14,3074887
2017-04-15,3059004
2017-04-16,3135908
2017-04-17,3109675
2017-04-18,3093436
2017-04-19,3090393
2017-04-20,3088041
2017-04-21,3068250
2017-04-22,3168793
2017-04-23,3154922
2017-04-24,3115683
2017-04-25,3079475
2017-04-26,3127443
2017-04-27,3171875
2017-04-28,3102123
2017-04-29,3095036
2017-04-30,3083637
2017-05-01,3083500
2017-05-02,3083998
2017-05-03,3046728
2017-05-04,3005938
2017-05-05,3022409
2017-05-06,3018196
2017-05-07,3049257
2017-05-08,3019019
2017-05-09,2948504
2017-05-10,2983284
2017-05-11,2952114
2017-05-12,2947150
2017-05-13,2979104
2017-05-14,2994739
2017-05-15,3025484
2017-05-16,3073383
2017-05-17,3073026
2017-05-18,3048436
2017-05-19,3036883
2017-05-20,3041951
2017-05-21,3047886
2017-05-22,3103578
2017-05-23,3074487
2017-05-24,3140772
2017-05-25,3040745
2017-05-26,3037752
2017-05-27,3033599
2017-05-28,3023928
2017-05-29,3082701
2017-05-30,3101263
2017-05-31,3188690
2017-06-01,3110073
2017-06-02,3080341
2017-06-03,3096321
2017-06-04,3087735
2017-06-05,3102132
2017-06-06,3100654
2017-06-07,3106193
2017-06-08,3122997
2017-06-09,3073970
2017-06-10,3051403
2017-06-11,3005841
2017-06-12,2902412
2017-06-13,2797274
2017-06-14,2931503
2017-06-15,3011819
2017-06-16,3012714
2017-06-17,3068443
2017-06-18,3164729
2017-06-19,3151661
2017-06-20,3190504
2017-06-21,3350030
2017-06-22,3517532
2017-06-23,3693409
2017-06-24,3877870
2017-06-25,4071764
2017-06-26,4121413
2017-06-27,4060117
2017-06-28,3895871
2017-06-29,3703836
2017-06-30,3518644
2017-07-01,3342711
2017-07-02,3281166
2017-07-03,3292515
2017-07-04,3236937
2017-07-05,3276855
2017-07-06,3275289
2017-07-07,3274494
2017-07-08,3294129
2017-07-13,3412418
2017-07-14,3561565
2017-07-15,3552101
2017-07-16,3546972
2017-07-17,3560844
2017-07-18,3599393
2017-07-19,3727547
2017-07-20,3619841
2017-07-21,3559237
2017-07-22,3591353
2017-07-23,3579353
2017-07-24,3673539
2017-07-25,3775737
2017-07-26,3698159
2017-07-27,3597116
2017-07-28,3569667
2017-07-29,3518201
2017-07-30,3576240
2017-07-31,3630394
2017-08-01,3601902
2017-08-02,3569312
2017-08-03,3567345
2017-08-04,3569860
2017-08-05,3658551
2017-08-06,3763676
2017-08-09,3699390
2017-08-10,3661016
2017-08-11,3636057
2017-08-12,3669792
2017-08-13,3708370
2017-08-14,3727062
2017-08-15,3706731
2017-08-16,3652458
2017-08-17,3626641
2017-08-18,3648652
2017-08-19,3648272
2017-08-20,3624004
2017-08-21,3665838
2017-08-22,3805133
2017-08-23,3790262
2017-08-24,3871354
2017-08-25,4005664
2017-08-26,3976325
2017-08-27,3962097
2017-08-28,3933297
2017-08-29,4056496
2017-08-30,4162139
