date_obj,Saradomin%20page%203 price
2015-03-26,7959
2015-03-27,7959
2015-03-28,7684
2015-03-29,7350
2015-03-30,7350
2015-03-31,7059
2015-04-01,7059
2015-04-02,6796
2015-04-03,6796
2015-04-04,6564
2015-04-05,6564
2015-04-06,6415
2015-04-07,6415
2015-04-08,6443
2015-04-09,6443
2015-04-10,6535
2015-04-11,6535
2015-04-12,6730
2015-04-13,6730
2015-04-14,6926
2015-04-15,6926
2015-04-16,7251
2015-04-17,7251
2015-04-18,7559
2015-04-19,7559
2015-04-20,7836
2015-04-21,7836
2015-04-22,8095
2015-04-23,8095
2015-04-24,8183
2015-04-25,8183
2015-04-26,8230
2015-04-27,8230
2015-04-28,8035
2015-04-29,8035
2015-04-30,8054
2015-05-01,8054
2015-05-02,8107
2015-05-03,8107
2015-05-04,8140
2015-05-05,8140
2015-05-06,8173
2015-05-07,8173
2015-05-08,8168
2015-05-09,8168
2015-05-10,8085
2015-05-11,8085
2015-05-12,7997
2015-05-13,7997
2015-05-14,8076
2015-05-15,8076
2015-05-16,8106
2015-05-17,8176
2015-05-18,8176
2015-05-19,8324
2015-05-20,8324
2015-05-21,8324
2015-05-22,8327
2015-05-23,8327
2015-05-24,8389
2015-05-25,8389
2015-05-26,8442
2015-05-27,8442
2015-05-28,8452
2015-05-29,8452
2015-05-30,8432
2015-05-31,8432
2015-06-01,8499
2015-06-02,8499
2015-06-03,8418
2015-06-04,8418
2015-06-05,8271
2015-06-06,8271
2015-06-07,8155
2015-06-08,8155
2015-06-09,8187
2015-06-10,8187
2015-06-11,8238
2015-06-12,8238
2015-06-13,8307
2015-06-14,8307
2015-06-15,8248
2015-06-16,8248
2015-06-17,8414
2015-06-18,8505
2015-06-19,8505
2015-06-20,8705
2015-06-21,8705
2015-06-22,8890
2015-06-23,8890
2015-06-24,9238
2015-06-25,9238
2015-06-26,9643
2015-06-27,9643
2015-06-28,10032
2015-06-29,10032
2015-06-30,10336
2015-07-01,10787
2015-07-02,10787
2015-07-03,11269
2015-07-04,11269
2015-07-05,11583
2015-07-06,11583
2015-07-07,11345
2015-07-08,11345
2015-07-09,10989
2015-07-10,10587
2015-07-11,10587
2015-07-12,10197
2015-07-13,10197
2015-07-14,9779
2015-07-15,9779
2015-07-16,9452
2015-07-17,9289
2015-07-18,9289
2015-07-19,9235
2015-07-20,9235
2015-07-21,9114
2015-07-22,9275
2015-07-23,9275
2015-07-24,9270
2015-07-25,9270
2015-07-26,9240
2015-07-27,9240
2015-07-28,9533
2015-07-29,9680
2015-07-30,9680
2015-07-31,9430
2015-08-01,9430
2015-08-02,9144
2015-08-03,9144
2015-08-04,9000
2015-08-05,8898
2015-08-06,8898
2015-08-07,8766
2015-08-08,8868
2015-08-09,8919
2015-08-10,9266
2015-08-11,9266
2015-08-12,9687
2015-08-13,9687
2015-08-14,10018
2015-08-15,10018
2015-08-16,10153
2015-08-17,10153
2015-08-18,10317
2015-08-19,10317
2015-08-20,10503
2015-08-21,10503
2015-08-22,10754
2015-08-23,10754
2015-08-24,10709
2015-08-25,10709
2015-08-26,10899
2015-08-27,10930
2015-08-28,10930
2015-08-29,11206
2015-08-30,11206
2015-08-31,11453
2015-09-01,11453
2015-09-02,11750
2015-09-03,11750
2015-09-04,12187
2015-09-05,12187
2015-09-06,12034
2015-09-07,12034
2015-09-08,11558
2015-09-09,11558
2015-09-10,10995
2015-09-11,10995
2015-09-12,10445
2015-09-13,10445
2015-09-14,9933
2015-09-15,9494
2015-09-16,9494
2015-09-17,9019
2015-09-18,9019
2015-09-19,8568
2015-09-20,8568
2015-09-21,8172
2015-09-22,8149
2015-09-23,8149
2015-09-24,7867
2015-09-25,7867
2015-09-27,7626
2015-09-28,7395
2015-09-29,7395
2015-09-30,7323
2015-10-05,7046
2015-10-06,7046
2015-10-07,7095
2015-10-08,7095
2015-10-09,7085
2015-10-10,7085
2015-10-11,6948
2015-10-12,6948
2015-10-13,6690
2015-10-14,6690
2015-10-15,6666
2015-10-16,6666
2015-10-17,6666
2015-10-18,6652
2015-10-19,6652
2015-10-20,6864
2015-10-22,7088
2015-10-23,7088
2015-10-24,7204
2015-10-25,7204
2015-10-26,7462
2015-10-27,7462
2015-10-29,7416
2015-10-30,7486
2015-10-31,7486
2015-11-01,7602
2015-11-02,7602
2015-11-03,7558
