date_obj,Bronze%20plateskirt%20(t) price
2019-05-23,1077
2019-05-24,1123
2019-05-25,1123
2019-05-26,1123
2019-05-27,1123
2019-05-28,1172
2019-05-29,1172
2019-05-30,1172
2019-05-31,1172
2019-06-01,1228
2019-06-02,1228
2019-06-03,1228
2019-06-04,1228
2019-06-05,1233
2019-06-06,1233
2019-06-07,1233
2019-06-08,1233
2019-06-09,1233
2019-06-10,1251
2019-06-11,1251
2019-06-12,1251
2019-06-13,1251
2019-06-14,1251
2019-06-15,1290
2019-06-16,1290
2019-06-17,1290
2019-06-18,1290
2019-06-19,1290
2019-06-20,1274
2019-06-21,1274
2019-06-22,1274
2019-06-23,1274
2019-06-24,1274
2019-06-25,1274
2019-06-26,1246
2019-06-27,1246
2019-06-28,1246
2019-06-29,1246
2019-06-30,1246
2019-07-01,1246
2019-07-02,1231
2019-07-03,1231
2019-07-04,1231
2019-07-05,1231
2019-07-06,1231
2019-07-07,1271
2019-07-08,1271
2019-07-09,1271
2019-07-10,1271
2019-07-11,1271
2019-07-12,1222
2019-07-13,1222
2019-07-14,1222
2019-07-15,1222
2019-07-16,1222
2019-07-17,1222
2019-07-18,1266
2019-07-19,1266
2019-07-20,1266
2019-07-21,1266
2019-07-22,1268
2019-07-23,1268
2019-07-24,1268
2019-07-25,1268
2019-07-26,1268
2019-07-27,1268
2019-07-28,1291
2019-07-29,1291
2019-07-30,1291
2019-07-31,1291
2019-08-01,1291
2019-08-02,1341
2019-08-03,1341
2019-08-04,1341
2019-08-05,1341
2019-08-06,1341
2019-08-07,1398
2019-08-08,1398
2019-08-09,1398
2019-08-10,1398
2019-08-11,1398
2019-08-12,1398
2019-08-13,1461
2019-08-14,1461
2019-08-15,1461
2019-08-16,1461
2019-08-17,1461
2019-08-18,1461
2019-08-19,1509
2019-08-20,1509
2019-08-21,1509
2019-08-22,1509
2019-08-23,1509
2019-08-24,1509
2019-08-24,1509
2019-08-25,1509
2019-08-25,1509
2019-08-26,1509
2019-08-27,1517
2019-08-27,1517
2019-08-28,1517
2019-08-29,1517
2019-08-30,1517
2019-08-31,1517
2019-09-01,1588
2019-09-02,1588
2019-09-03,1588
2019-09-04,1588
2019-09-05,1588
2019-09-06,1588
2019-09-07,1543
2019-09-08,1543
2019-09-09,1543
2019-09-10,1543
2019-09-11,1543
2019-09-12,1543
2019-09-13,1476
2019-09-14,1476
2019-09-15,1476
2019-09-16,1476
2019-09-17,1476
2019-09-18,1448
2019-09-19,1448
2019-09-20,1448
2019-09-21,1448
2019-09-22,1448
2019-09-23,1448
2019-09-24,1448
2019-09-25,1425
2019-09-26,1425
2019-09-27,1425
2019-09-28,1425
2019-09-29,1425
2019-09-30,1425
2019-10-01,1425
2019-10-02,1393
2019-10-03,1393
2019-10-04,1393
2019-10-05,1393
2019-10-06,1393
2019-10-07,1393
2019-10-08,1376
2019-10-09,1376
2019-10-10,1376
2019-10-11,1376
2019-10-12,1376
2019-10-13,1376
2019-10-14,1373
2019-10-15,1373
2019-10-16,1373
2019-10-17,1373
2019-10-18,1373
2019-10-19,1373
2019-10-20,1377
2019-10-21,1377
2019-10-22,1377
2019-10-23,1377
2019-10-24,1377
2019-10-25,1377
2019-10-26,1368
2019-10-27,1368
2019-10-28,1368
2019-10-29,1368
2019-10-30,1368
2019-10-31,1368
2019-11-01,1319
2019-11-02,1319
2019-11-03,1319
2019-11-04,1319
2019-11-05,1298
2019-11-06,1298
2019-11-07,1298
2019-11-08,1298
2019-11-09,1298
2019-11-10,1238
2019-11-11,1238
2019-11-12,1238
2019-11-13,1238
2019-11-14,1238
2019-11-15,1195
2019-11-16,1195
2019-11-17,1195
2019-11-18,1195
2019-11-19,1195
2019-11-20,1142
2019-11-21,1142
2019-11-22,1142
2019-11-23,1142
2019-11-24,1142
2019-11-25,1142
2019-11-26,1151
2019-11-27,1151
2019-11-28,1151
2019-11-29,1151
2019-11-30,1151
2019-12-01,1151
2019-12-02,1151
2019-12-03,1205
2019-12-04,1205
2019-12-05,1205
2019-12-06,1205
2019-12-07,1205
2019-12-08,1205
2019-12-09,1194
2019-12-10,1194
2019-12-11,1194
2019-12-12,1194
2019-12-13,1194
2019-12-14,1194
2019-12-15,1229
2019-12-16,1229
2019-12-17,1229
2019-12-18,1229
2019-12-19,1229
2019-12-20,1229
2019-12-21,1200
2019-12-22,1200
2019-12-23,1200
2019-12-24,1200
2019-12-25,1200
2019-12-26,1177
2019-12-27,1177
2019-12-28,1177
2019-12-29,1177
2019-12-30,1177
2019-12-31,1177
2020-01-01,1170
2020-01-02,1170
2020-01-03,1170
2020-01-04,1170
2020-01-05,1170
2020-01-06,1170
2020-01-07,1206
2020-01-08,1206
2020-01-09,1206
2020-01-10,1206
2020-01-11,1206
2020-01-12,1206
2020-01-13,1206
2020-01-14,1197
2020-01-15,1197
2020-01-16,1197
2020-01-17,1197
2020-01-18,1197
2020-01-19,1217
2020-01-20,1217
2020-01-21,1217
2020-01-22,1217
2020-01-23,1217
2020-01-24,1217
2020-01-25,1217
2020-01-26,1265
2020-01-27,1265
2020-01-28,1265
2020-01-29,1265
2020-01-30,1265
2020-01-31,1265
2020-02-01,1265
2020-02-02,1317
2020-02-03,1317
2020-02-04,1317
2020-02-05,1317
2020-02-06,1317
2020-02-07,1381
2020-02-08,1381
2020-02-09,1381
2020-02-10,1381
2020-02-11,1381
2020-02-12,1448
2020-02-13,1448
2020-02-14,1448
2020-02-15,1448
2020-02-16,1448
2020-02-17,1495
2020-02-18,1495
2020-02-19,1495
2020-02-20,1495
2020-02-21,1495
2020-02-22,1495
2020-02-23,1487
2020-02-24,1487
2020-02-25,1487
2020-02-26,1487
2020-02-27,1487
2020-02-28,1546
2020-02-29,1546
2020-03-01,1546
2020-03-02,1546
2020-03-03,1546
2020-03-04,1546
2020-03-05,1513
2020-03-06,1513
2020-03-07,1513
2020-03-08,1513
2020-03-09,1455
2020-03-10,1455
2020-03-11,1455
2020-03-12,1455
2020-03-13,1455
2020-03-14,1391
2020-03-15,1391
2020-03-16,1391
2020-03-17,1391
2020-03-18,1395
2020-03-19,1395
2020-03-20,1395
2020-03-21,1395
2020-03-22,1426
2020-03-23,1426
2020-03-24,1426
2020-03-25,1426
2020-03-26,1481
2020-03-27,1481
2020-03-28,1481
2020-03-29,1490
2020-03-30,1490
2020-03-31,1490
2020-04-01,1433
2020-04-02,1433
2020-04-03,1433
2020-04-04,1433
2020-04-05,1432
2020-04-06,1432
2020-04-07,1432
2020-04-08,1391
2020-04-09,1391
2020-04-10,1391
2020-04-11,1388
2020-04-12,1388
2020-04-13,1388
2020-04-14,1320
2020-04-15,1320
2020-04-16,1320
2020-04-17,1277
2020-04-18,1277
2020-04-19,1277
2020-04-20,1269
2020-04-21,1269
2020-04-22,1269
2020-04-23,1269
2020-04-24,1245
2020-04-25,1245
2020-04-26,1245
2020-04-27,1193
2020-04-28,1193
2020-04-29,1138
2020-04-30,1138
2020-05-01,1138
2020-05-02,1110
2020-05-03,1110
2020-05-04,1110
2020-05-05,1126
2020-05-06,1126
2020-05-07,1126
2020-05-08,1126
2020-05-09,1177
2020-05-10,1177
2020-05-11,1177
2020-05-12,1177
2020-05-13,1211
