date_obj,Clue%20box price
2015-03-26,232844
2015-03-27,232844
2015-03-28,232844
2015-03-29,232844
2015-03-30,232844
2015-03-31,232844
2015-04-01,232844
2015-04-02,232844
2015-04-03,232844
2015-04-04,232844
2015-04-05,232844
2015-04-06,221571
2015-04-07,221571
2015-04-08,221571
2015-04-09,221571
2015-04-10,221571
2015-04-11,221571
2015-04-12,221571
2015-04-13,221571
2015-04-14,221571
2015-04-15,221571
2015-04-16,221571
2015-04-17,221571
2015-04-18,221571
2015-04-19,221571
2015-04-20,221571
2015-04-21,221571
2015-04-22,221571
2015-04-23,221571
2015-04-24,210571
2015-04-25,210571
2015-04-26,210571
2015-04-27,210571
2015-04-28,210571
2015-04-29,210571
2015-04-30,210571
2015-05-01,210571
2015-05-02,210571
2015-05-03,210571
2015-05-04,210571
2015-05-05,210571
2015-05-06,210571
2015-05-07,200604
2015-05-08,200604
2015-05-09,200604
2015-05-10,200604
2015-05-11,200604
2015-05-12,200604
2015-05-13,200604
2015-05-14,200604
2015-05-15,200604
2015-05-16,200604
2015-05-17,200604
2015-05-18,190668
2015-05-19,190668
2015-05-20,190668
2015-05-21,190668
2015-05-22,190668
2015-05-23,190668
2015-05-24,190668
2015-05-25,190668
2015-05-26,190668
2015-05-27,190668
2015-05-28,181134
2015-05-29,181134
2015-05-30,181134
2015-05-31,181134
2015-06-01,181134
2015-06-02,181134
2015-06-03,181134
2015-06-04,181134
2015-06-05,181134
2015-06-06,181134
2015-06-07,172136
2015-06-08,172136
2015-06-09,172136
2015-06-10,172136
2015-06-11,172136
2015-06-12,172136
2015-06-13,172136
2015-06-14,172136
2015-06-15,172136
2015-06-16,172136
2015-06-17,172136
2015-06-18,172136
2015-06-19,163730
2015-06-20,163730
2015-06-21,163730
2015-06-22,163730
2015-06-23,163730
2015-06-24,163730
2015-06-25,163730
2015-06-26,163730
2015-06-27,163730
2015-06-28,163730
2015-06-29,163730
2015-06-30,163730
2015-07-01,155601
2015-07-02,155601
2015-07-03,155601
2015-07-04,155601
2015-07-05,155601
2015-07-06,155601
2015-07-07,155601
2015-07-08,155601
2015-07-09,155601
2015-07-10,155601
2015-07-11,155601
2015-07-12,155601
2015-07-13,147850
2015-07-14,147850
2015-07-15,147850
2015-07-16,147850
2015-07-17,147850
2015-07-18,147850
2015-07-19,147850
2015-07-20,147850
2015-07-21,147850
2015-07-22,147850
2015-07-23,147850
2015-07-24,147850
2015-07-25,140513
2015-07-26,140513
2015-07-27,140513
2015-07-28,140513
2015-07-29,140513
2015-07-30,140513
2015-07-31,140513
2015-08-01,140513
2015-08-02,140513
2015-08-03,140513
2015-08-04,140513
2015-08-05,133687
2015-08-06,133687
2015-08-07,133687
2015-08-08,133687
2015-08-09,133687
2015-08-10,133687
2015-08-11,133687
2015-08-12,133687
2015-08-13,133687
2015-08-14,133687
2015-08-15,133687
2015-08-16,127123
2015-08-17,127123
2015-08-18,127123
2015-08-19,127123
2015-08-20,127123
2015-08-21,127123
2015-08-22,127123
2015-08-23,127123
2015-08-24,127123
2015-08-25,127123
2015-08-26,127123
2015-08-27,120800
2015-08-28,120800
2015-08-29,120800
2015-08-30,120800
2015-08-31,120800
2015-09-01,120800
2015-09-02,120800
2015-09-03,120800
2015-09-04,120800
2015-09-05,120800
2015-09-06,120800
2015-09-07,120800
2015-09-08,114895
2015-09-09,114895
2015-09-10,114895
2015-09-11,114895
2015-09-12,114895
2015-09-13,114895
2015-09-14,114895
2015-09-15,114895
2015-09-16,114895
2015-09-17,114895
2015-09-18,109244
2015-09-19,109244
2015-09-20,109244
2015-09-21,109244
2015-09-22,109244
2015-09-23,109244
2015-09-24,109244
2015-09-25,109244
2015-09-27,109244
2015-09-28,109244
2015-09-29,103862
2015-09-30,103862
2015-10-05,103862
2015-10-06,103862
2015-10-07,103862
2015-10-08,103862
2015-10-09,103862
2015-10-10,103862
2015-10-11,103862
2015-10-12,98702
2015-10-13,98702
2015-10-14,98702
2015-10-15,98702
2015-10-16,98702
2015-10-17,98702
2015-10-18,98702
2015-10-19,98702
2015-10-20,98702
2015-10-22,98702
2015-10-23,98702
2015-10-24,98702
2015-10-25,93792
2015-10-26,93792
2015-10-27,93792
2015-10-29,93792
2015-10-30,93792
2015-10-31,93792
2015-11-01,93792
2015-11-02,93792
2015-11-03,93792
2015-11-04,93792
2015-11-05,93792
2015-11-06,93792
2015-11-07,93792
2015-11-08,93792
2015-11-09,89170
2015-11-10,89170
2015-11-11,89170
2015-11-12,89170
2015-11-13,89170
2015-11-14,89170
2015-11-15,89170
2015-11-16,89170
2015-11-17,89170
2015-11-18,89170
2015-11-19,89170
2015-11-20,89170
2015-11-21,89170
2015-11-22,89170
2015-11-23,89170
2015-11-24,84997
2015-11-25,84997
2015-11-26,84997
2015-11-27,84997
2015-11-28,84997
2015-11-29,84997
2015-11-30,84997
2015-12-01,84997
2015-12-02,84997
2015-12-03,84997
2015-12-04,84997
2015-12-05,84997
2015-12-06,80766
2015-12-07,80766
2015-12-08,80766
2015-12-09,80766
2015-12-10,80766
2015-12-11,80766
2015-12-12,80766
2015-12-13,80766
2015-12-14,80766
2015-12-15,80766
2015-12-16,77245
2015-12-17,77245
2015-12-18,77245
2015-12-19,77245
2015-12-20,77245
2015-12-21,77245
2015-12-22,77245
2015-12-23,77245
2015-12-24,77245
2015-12-25,77245
2015-12-26,73418
2015-12-27,73418
2015-12-28,73418
2015-12-29,73418
2015-12-30,73418
2015-12-31,73418
2016-01-01,73418
2016-01-02,73418
2016-01-03,69747
2016-01-04,69747
2016-01-05,69747
2016-01-06,69747
2016-01-07,69747
2016-01-08,69747
2016-01-09,69747
2016-01-10,69747
2016-01-11,69747
2016-01-12,66259
2016-01-13,66259
2016-01-14,66259
2016-01-15,66259
2016-01-16,66259
2016-01-17,66259
2016-01-18,66259
2016-01-19,66259
2016-01-20,62946
2016-01-21,62946
2016-01-22,62946
2016-01-23,62946
2016-01-24,62946
2016-01-25,62946
2016-01-26,62946
2016-01-27,59798
2016-01-28,59798
2016-01-29,59798
2016-01-30,59798
2016-01-31,59798
2016-02-01,59798
2016-02-02,59798
2016-02-03,56822
2016-02-04,56822
2016-02-05,56822
2016-02-06,56822
2016-02-07,56822
2016-02-08,56822
2016-02-09,56822
2016-02-10,54032
2016-02-11,54032
2016-02-12,54032
2016-02-13,54032
2016-02-14,54032
2016-02-15,54032
2016-02-16,54032
2016-02-17,51376
2016-02-18,51376
2016-02-19,51376
2016-02-20,51376
2016-02-21,51376
2016-02-22,51376
2016-02-23,51376
2016-02-24,48828
2016-02-25,48828
2016-02-26,48828
2016-02-27,48828
2016-02-28,48828
2016-02-29,48828
2016-03-01,48828
2016-03-02,46426
2016-03-03,46426
2016-03-04,46426
2016-03-05,46426
2016-03-06,46426
2016-03-07,46426
2016-03-08,46426
2016-03-09,46653
2016-03-10,46653
2016-03-11,46653
2016-03-12,46653
2016-03-13,46653
2016-03-14,46653
2016-03-15,46653
2016-03-16,44320
2016-03-17,44320
2016-03-18,44320
2016-03-19,44320
2016-03-20,44320
2016-03-21,44320
2016-03-22,44320
2016-03-23,42104
2016-03-24,42104
2016-03-25,42104
2016-03-26,42104
2016-03-27,42104
2016-03-28,42104
2016-03-29,42104
2016-03-30,40072
2016-03-31,40072
2016-04-01,40072
2016-04-02,40072
2016-04-03,40072
2016-04-04,40072
2016-04-05,40072
2016-04-06,38103
2016-04-07,38103
2016-04-08,38103
2016-04-09,38103
2016-04-10,38103
2016-04-11,38103
2016-04-12,38103
2016-04-13,36969
2016-04-14,36969
2016-04-15,36969
2016-04-16,36969
2016-04-17,36969
2016-04-18,36969
2016-04-19,38248
2016-04-20,38248
2016-04-21,38248
2016-04-22,38248
2016-04-23,38248
2016-04-24,38248
2016-04-25,36913
2016-04-26,36913
2016-04-27,36913
2016-04-28,36913
2016-04-29,36913
2016-04-30,36913
2016-05-01,36913
2016-05-02,35562
2016-05-03,35562
2016-05-04,35562
2016-05-05,35562
2016-05-06,35562
2016-05-07,35562
2016-05-08,34540
2016-05-09,34540
2016-05-10,34540
2016-05-11,34540
2016-05-12,34540
2016-05-13,34540
2016-05-14,32825
2016-05-15,32825
2016-05-16,32825
2016-05-17,32825
2016-05-18,32825
2016-05-19,32825
2016-05-22,31695
2016-05-23,31695
2016-05-24,31695
2016-05-25,31695
2016-05-26,30479
2016-05-27,30479
2016-05-28,30479
2016-05-29,30479
2016-05-30,30479
2016-05-31,30207
2016-06-01,30207
2016-06-02,30207
2016-06-03,30207
2016-06-04,30207
2016-06-05,30207
2016-06-06,29712
2016-06-07,29712
2016-06-08,29712
2016-06-09,29712
2016-06-10,29712
2016-06-11,29712
2016-06-12,29712
2016-06-13,29348
2016-06-14,29348
2016-06-15,29348
2016-06-16,29348
2016-06-17,29348
2016-06-18,28760
2016-06-19,28760
2016-06-20,28760
2016-06-21,28760
2016-06-22,28760
2016-06-23,28960
2016-06-24,28960
2016-06-25,28960
2016-06-26,28960
2016-06-27,28960
2016-06-28,28960
2016-06-29,28960
2016-06-30,27993
2016-07-01,27993
2016-07-02,27993
2016-07-03,27993
2016-07-04,27993
2016-07-05,27861
2016-07-06,29030
2016-07-07,29030
2016-07-08,29882
2016-07-09,29882
2016-07-10,31264
2016-07-11,32709
2016-07-12,32709
2016-07-13,32965
2016-07-14,32965
2016-07-15,33247
2016-07-16,33247
2016-07-17,31584
2016-07-18,31584
2016-07-23,28700
2016-07-24,28700
2016-07-25,28052
2016-07-26,28052
2016-07-27,28052
2016-07-28,28916
2016-07-29,28916
2016-07-30,28429
2016-07-31,28429
2016-08-01,28429
2016-08-02,28613
2016-08-03,28613
2016-08-04,28613
2016-08-05,28654
2016-08-06,28654
2016-08-07,28654
2016-08-08,28491
2016-08-09,28491
2016-08-10,28491
2016-08-11,28946
2016-08-12,28946
2016-08-13,28946
2016-08-14,28946
2016-08-15,28399
2016-08-16,28399
2016-08-17,28399
2016-08-18,28399
2016-08-19,27439
2016-08-20,27439
2016-08-21,27439
2016-08-22,27439
2016-08-23,27042
2016-08-24,27042
2016-08-25,27042
2016-08-26,27042
2016-08-28,27853
2016-08-31,27853
2016-09-01,29017
2016-09-02,29017
