date_obj,Skills%20necklace price
2015-09-30,24386
2015-10-05,24386
2015-10-06,25359
2015-10-07,25359
2015-10-08,25359
2015-10-09,25359
2015-10-10,25359
2015-10-11,26383
2015-10-12,26383
2015-10-13,26383
2015-10-14,26383
2015-10-15,27124
2015-10-16,27124
2015-10-17,27124
2015-10-18,27124
2015-10-19,26848
2015-10-20,26848
2015-10-22,26848
2015-10-23,26492
2015-10-24,26492
2015-10-25,26492
2015-10-26,26492
2015-10-27,27571
2015-10-29,27571
2015-10-30,27571
2015-10-31,27830
2015-11-01,27830
2015-11-02,27830
2015-11-03,27830
2015-11-04,27830
2015-11-05,28477
2015-11-06,28477
2015-11-07,28477
2015-11-08,28477
2015-11-09,28477
2015-11-10,28222
2015-11-11,28222
2015-11-12,28222
2015-11-13,28222
2015-11-14,28222
2015-11-15,28321
2015-11-16,28321
2015-11-17,28321
2015-11-18,28321
2015-11-19,28321
2015-11-20,27331
2015-11-21,27331
2015-11-22,27331
2015-11-23,27331
2015-11-24,26353
2015-11-25,26353
2015-11-26,26353
2015-11-27,26353
2015-11-28,25963
2015-11-29,25963
2015-11-30,25963
2015-12-01,25963
2015-12-02,26000
2015-12-03,26000
2015-12-04,26000
2015-12-05,26000
2015-12-06,27139
2015-12-07,27139
2015-12-08,27139
2015-12-09,27139
2015-12-10,28276
2015-12-11,28276
2015-12-12,28276
2015-12-13,28276
2015-12-14,29019
2015-12-15,29019
2015-12-16,29019
2015-12-17,29119
2015-12-18,29119
2015-12-19,29119
2015-12-20,28559
2015-12-21,28559
2015-12-22,28559
2015-12-23,28559
2015-12-24,28565
2015-12-25,28565
2015-12-26,28565
2015-12-27,28565
2015-12-28,27686
2015-12-29,27686
2015-12-30,27686
2015-12-31,26571
2016-01-01,26571
2016-01-02,26571
2016-01-03,27411
2016-01-04,27411
2016-01-05,27411
2016-01-06,28522
2016-01-07,28522
2016-01-08,28522
2016-01-09,27866
2016-01-10,27866
2016-01-11,27866
2016-01-12,27586
2016-01-13,27586
2016-01-14,27586
2016-01-15,27101
2016-01-16,27101
2016-01-17,27101
2016-01-18,27876
2016-01-19,27876
2016-01-20,27876
2016-01-21,28596
2016-01-22,28596
2016-01-23,28596
2016-01-24,29416
2016-01-25,29416
2016-01-26,29416
2016-01-27,30709
2016-01-28,30709
2016-01-29,30709
2016-01-30,30918
2016-01-31,30918
2016-02-01,30397
2016-02-02,30397
2016-02-03,30397
2016-02-04,30571
2016-02-05,30571
2016-02-06,29074
2016-02-07,29074
2016-02-08,29074
2016-02-09,28863
2016-02-10,28863
2016-02-11,28863
2016-02-12,27971
2016-02-13,27971
2016-02-14,27971
2016-02-15,27837
2016-02-16,27837
2016-02-17,27837
2016-02-18,29050
2016-02-19,29050
2016-02-20,29050
2016-02-21,29218
2016-02-22,29218
2016-02-23,29218
2016-02-24,29899
2016-02-25,29899
2016-02-26,29899
2016-02-27,30663
2016-02-28,30663
2016-02-29,30663
2016-03-01,30604
2016-03-02,30604
2016-03-03,30604
2016-03-04,30141
2016-03-05,30141
2016-03-06,30148
2016-03-07,30148
2016-03-08,30148
2016-03-09,30414
2016-03-10,30414
2016-03-11,30414
2016-03-12,29653
2016-03-13,29653
2016-03-14,29653
2016-03-15,29832
2016-03-16,29832
2016-03-17,30926
2016-03-18,30926
2016-03-19,30926
2016-03-20,31745
2016-03-21,31745
2016-03-22,31745
2016-03-23,30190
2016-03-24,30190
2016-03-25,28778
2016-03-26,28778
2016-03-27,27915
2016-03-28,27915
2016-03-29,27825
2016-03-30,27825
2016-03-31,27825
2016-04-01,27400
2016-04-02,27400
2016-04-03,27409
2016-04-04,27409
2016-04-05,27409
2016-04-06,27820
2016-04-07,27820
2016-04-08,28033
2016-04-09,28033
2016-04-10,29162
2016-04-11,29162
2016-04-12,29162
2016-04-13,30132
2016-04-14,30132
2016-04-15,30803
2016-04-16,30803
2016-04-17,32283
2016-04-18,32283
2016-04-19,33165
2016-04-20,33165
2016-04-21,33746
2016-04-22,33746
2016-04-23,33746
2016-04-24,33547
2016-04-25,33547
2016-04-26,34218
2016-04-27,34218
2016-04-28,34171
2016-04-29,34171
2016-04-30,33630
2016-05-01,33630
2016-05-02,32090
2016-05-03,32090
2016-05-04,32490
2016-05-05,32490
2016-05-06,32872
2016-05-07,32872
2016-05-08,33855
2016-05-09,33855
2016-05-10,32416
2016-05-11,32416
2016-05-12,30897
2016-05-13,30897
2016-05-14,30171
2016-05-15,30171
2016-05-16,29795
2016-05-17,29795
2016-05-18,30140
2016-05-19,30140
2016-05-22,29754
2016-05-23,29754
2016-05-24,28989
2016-05-25,28989
2016-05-26,27885
2016-05-27,27207
2016-05-28,27207
2016-05-29,27123
2016-05-30,27123
2016-05-31,28376
2016-06-01,28376
2016-06-02,28540
2016-06-03,28540
2016-06-04,28755
2016-06-05,28755
2016-06-06,28362
2016-06-07,28362
2016-06-08,28436
2016-06-09,28436
2016-06-10,28385
2016-06-11,28385
2016-06-12,28308
2016-06-13,28308
2016-06-14,27842
2016-06-15,27842
2016-06-16,28410
2016-06-17,28462
2016-06-18,28462
2016-06-19,28601
2016-06-20,28601
2016-06-21,29526
2016-06-22,29526
2016-06-23,30436
2016-06-24,30436
2016-06-25,31429
2016-06-26,31429
2016-06-27,31805
2016-06-28,31805
2016-06-29,31131
2016-06-30,31131
2016-07-01,30474
2016-07-02,30474
2016-07-03,31261
2016-07-04,32657
2016-07-05,32657
2016-07-06,31919
2016-07-07,31919
2016-07-08,30754
2016-07-09,30754
2016-07-10,29858
2016-07-11,28426
2016-07-12,28426
2016-07-13,27849
2016-07-14,28435
2016-07-15,28435
2016-07-16,27597
2016-07-17,27597
2016-07-18,28919
2016-07-24,29582
2016-07-25,29582
2016-07-26,30338
2016-07-27,30338
2016-07-28,30751
2016-07-29,30879
2016-07-30,30879
2016-07-31,30542
2016-08-01,30542
2016-08-02,30035
2016-08-03,29641
2016-08-04,29641
2016-08-05,29169
2016-08-06,29099
2016-08-07,30066
2016-08-08,30066
2016-08-09,30097
2016-08-10,29115
2016-08-11,29115
2016-08-12,28333
2016-08-13,28333
2016-08-14,28756
2016-08-15,29930
2016-08-16,28980
2016-08-17,28980
2016-08-18,28081
2016-08-19,27835
2016-08-20,27372
2016-08-21,27372
2016-08-22,26607
2016-08-23,25771
2016-08-24,26522
2016-08-25,27337
2016-08-26,27337
2016-08-28,27123
2016-08-31,27951
2016-09-01,27849
2016-09-02,27849
2016-09-03,27151
2016-09-04,28333
2016-09-05,27334
2016-09-06,27334
2016-09-07,26716
2016-09-08,26716
2016-09-09,26952
2016-09-10,26134
2016-09-11,26134
2016-09-12,26009
2016-09-13,25540
2016-09-14,25540
2016-09-15,26604
2016-09-16,26604
2016-09-17,27623
2016-09-18,27623
2016-09-19,27944
2016-09-20,27944
2016-09-21,26614
2016-09-22,25361
2016-09-23,25361
2016-09-24,25121
2016-09-25,25989
2016-09-26,25989
2016-09-27,25741
2016-09-28,24537
2016-09-29,24537
2016-09-30,23444
2016-10-01,22456
2016-10-02,22456
2016-10-03,22361
2016-10-04,22361
2016-10-05,21685
2016-10-06,21685
2016-10-07,21488
2016-10-08,21654
2016-10-09,21654
2016-10-11,22074
2016-10-12,22074
2016-10-13,23169
2016-10-14,24281
2016-10-15,23568
2016-10-16,23568
2016-10-17,22783
2016-10-18,22783
2016-10-19,22085
2016-10-20,22085
2016-10-21,21604
2016-10-22,21604
2016-10-23,22044
2016-10-24,22178
2016-10-25,22178
2016-10-26,21813
2016-10-27,21813
2016-10-28,21030
2016-10-29,20140
2016-10-30,20140
2016-10-31,19695
2016-11-01,19695
2016-11-02,19657
2016-11-03,19657
2016-11-04,20150
2016-11-05,20150
2016-11-06,20462
2016-11-07,20462
2016-11-08,21107
2016-11-09,20912
2016-11-10,21093
2016-11-11,21093
2016-11-12,21216
2016-11-13,21216
2016-11-14,20912
2016-12-08,20418
2016-12-09,20728
2016-12-10,20728
2016-12-11,20911
2016-12-12,21358
2016-12-13,21469
2016-12-14,20617
2016-12-15,20617
2016-12-16,20373
2016-12-17,20177
2016-12-18,20177
2016-12-19,19888
2016-12-20,20538
2016-12-21,20626
2016-12-22,20626
2016-12-23,21340
2016-12-24,21340
2016-12-25,21268
2016-12-26,21268
2016-12-27,20395
2016-12-28,20051
2016-12-29,19108
2016-12-30,19072
2016-12-31,19212
2017-01-01,19441
2017-01-02,19945
2017-01-03,20467
2017-01-04,20392
2017-01-05,19425
2017-01-06,19381
2017-01-07,19653
2017-01-08,19291
2017-01-09,18707
2017-01-10,17920
2017-01-11,17977
2017-01-12,18342
2017-01-13,18342
2017-01-14,17600
2017-01-15,17773
2017-01-16,18266
2017-01-17,19109
2017-01-18,19812
2017-01-19,18898
2017-01-20,17955
2017-01-21,17067
2017-01-22,16819
2017-01-27,17784
2017-01-28,17862
2017-01-29,17825
2017-01-30,17825
2017-01-31,17922
2017-02-01,17962
2017-02-02,17375
2017-02-03,17064
2017-02-04,16317
2017-02-05,16169
2017-02-06,16855
2017-02-07,16847
2017-02-08,16478
2017-02-09,16478
2017-02-10,17194
2017-02-11,18030
2017-02-12,18030
2017-02-13,18165
2017-02-14,17365
2017-02-15,17557
2017-02-16,17356
2017-02-18,17421
2017-02-19,17413
2017-02-20,17581
2017-02-21,18116
2017-02-22,18038
2017-02-23,18255
2017-02-24,18136
2017-02-25,17965
2017-02-26,17954
2017-02-27,17814
2017-02-28,17860
2017-03-01,17668
2017-03-02,17635
2017-03-03,17418
2017-03-04,16865
2017-03-05,16694
2017-03-06,16005
2017-03-07,15204
2017-03-08,14577
2017-03-09,14439
2017-03-10,14639
2017-03-11,15307
2017-03-12,15666
2017-03-13,15794
2017-03-14,16559
2017-03-15,17387
2017-03-16,16898
2017-03-17,16135
2017-03-18,16331
2017-03-19,16437
2017-03-20,16655
2017-03-21,16421
2017-03-22,16508
2017-03-23,16642
2017-03-24,16329
2017-03-25,16329
2017-03-26,16690
2017-03-27,16982
2017-03-28,17019
2017-03-29,16419
2017-03-30,16956
2017-03-31,16524
2017-04-01,16522
2017-04-02,16556
2017-04-03,16601
2017-04-04,16666
2017-04-12,19047
2017-04-13,18173
2017-04-14,17428
2017-04-15,16801
2017-04-16,16825
2017-04-17,16354
2017-04-18,16612
2017-04-19,17150
2017-04-20,17063
2017-04-21,17516
2017-04-22,17623
2017-04-23,17722
2017-04-24,17706
2017-04-25,17797
2017-04-26,17797
2017-04-27,17693
2017-04-28,16974
2017-04-29,17689
2017-04-30,17265
2017-05-01,17316
2017-05-02,17472
2017-05-03,17388
2017-05-04,17071
2017-05-05,17288
2017-05-06,17396
2017-05-07,17681
2017-05-08,18045
2017-05-09,18009
2017-05-10,18071
2017-05-11,18267
2017-05-12,18298
2017-05-13,18200
2017-05-14,17968
2017-05-15,18058
2017-05-16,18539
2017-05-17,18318
2017-05-18,17669
2017-05-19,17320
2017-05-20,17119
2017-05-21,17119
2017-05-22,17264
2017-05-23,17269
2017-05-24,17170
2017-05-25,16517
2017-05-26,16544
2017-05-27,16164
2017-05-28,15983
2017-05-29,16240
2017-05-30,16804
2017-05-31,16988
2017-06-01,16434
2017-06-02,16332
2017-06-03,16349
2017-06-06,16166
2017-06-07,15876
2017-06-08,15876
2017-06-09,15444
2017-06-10,14778
2017-06-11,14703
2017-06-12,14299
2017-06-13,14134
2017-06-14,14236
2017-06-15,14674
2017-06-16,14947
2017-06-17,15027
2017-06-18,15497
2017-06-19,15497
2017-06-20,15586
2017-06-21,16366
2017-06-22,16701
2017-06-23,16149
2017-06-24,16759
2017-06-25,16952
2017-06-26,16881
2017-06-27,16156
2017-06-28,16156
2017-06-29,16400
2017-06-30,16436
2017-07-01,16436
2017-07-02,16655
2017-07-03,16954
2017-07-04,17663
2017-07-05,17663
2017-07-06,18002
2017-07-07,17617
2017-07-08,17025
2017-07-13,18899
2017-07-14,18790
2017-07-15,18654
2017-07-16,18403
2017-07-17,18853
2017-07-18,18648
2017-07-19,18605
2017-07-20,18342
2017-07-21,18412
2017-07-22,18096
2017-07-23,18509
2017-07-24,18693
2017-07-25,18355
2017-07-26,18234
2017-07-27,17709
2017-07-28,17809
2017-07-29,16929
2017-07-30,17386
2017-07-31,17386
2017-08-01,17839
2017-08-02,18053
2017-08-03,18908
2017-08-04,19029
2017-08-05,18257
2017-08-06,18144
2017-08-09,18347
2017-08-10,18259
2017-08-11,18687
2017-08-12,18488
2017-08-13,18788
2017-08-14,18499
2017-08-15,18455
2017-08-17,18473
2017-08-18,18473
2017-08-19,18365
2017-08-20,18161
2017-08-21,17692
2017-08-22,17610
2017-08-23,17511
2017-08-24,17864
2017-08-25,18036
2017-08-26,18237
2017-08-27,18212
2017-08-28,18271
2017-08-29,18329
2017-08-30,18329
2017-08-31,18557
2017-09-01,18616
2017-09-02,19128
2017-09-03,19128
2017-09-04,19456
2017-09-05,19467
2017-09-06,19569
2017-09-07,19042
2017-09-08,18987
2017-09-09,19300
2017-09-10,20145
2017-09-11,21153
2017-09-12,21263
2017-09-13,20803
2017-09-14,20145
2017-09-15,19359
2017-09-16,18821
2017-09-17,18741
2017-09-19,18945
2017-09-20,18536
2017-09-21,18560
2017-09-22,18934
2017-09-23,18788
2017-09-24,18865
2017-09-25,18888
2017-09-26,19207
2017-09-27,18747
2017-09-28,18503
2017-09-29,19089
2017-09-30,19290
2017-10-01,20205
2017-10-02,20995
2017-10-03,20510
2017-10-04,21008
2017-10-05,21819
2017-10-06,21520
2017-10-07,21361
2017-10-08,21102
2017-10-09,20824
2017-10-10,20796
2017-10-11,20825
2017-10-12,21377
2017-10-13,22094
2017-10-14,22484
2017-10-15,22386
2017-10-16,22044
2017-10-17,21857
2017-10-18,21519
2017-10-19,21071
2017-10-20,20716
2017-10-21,20775
2017-10-22,20918
2017-10-23,20299
2017-10-24,20394
2017-10-25,20160
2017-10-26,20068
2017-10-27,19645
2017-10-28,19645
2017-10-29,20207
2017-10-30,20131
2017-10-31,20038
2017-11-01,20128
2017-11-02,20262
2017-11-03,20211
2017-11-04,20384
2017-11-05,20567
2017-11-06,20542
2017-11-07,20597
2017-11-08,20515
2017-11-09,20756
2017-11-10,20584
2017-11-11,20789
2017-11-12,20813
2017-11-13,21104
2017-11-14,21031
2017-11-15,20785
2017-11-16,20275
2017-11-17,20134
2017-11-18,20237
2017-11-19,19729
2017-11-20,19872
2017-11-21,19673
2017-11-22,18809
2017-11-23,19112
2017-11-24,19163
2017-11-25,19214
2017-11-26,19282
2017-11-27,19282
2017-11-28,19457
2017-11-29,19835
2017-11-30,19555
2017-12-01,19372
2017-12-02,19024
2017-12-03,19300
2017-12-04,19339
2017-12-05,19564
2017-12-06,19650
2017-12-07,20069
2017-12-08,20191
2017-12-09,20226
2017-12-10,20745
2017-12-11,20407
2017-12-12,20130
2017-12-13,20358
2017-12-14,19774
2017-12-15,19793
2017-12-16,19785
2017-12-17,19208
2017-12-18,19317
2017-12-19,19459
2017-12-20,19284
2017-12-21,19429
2017-12-22,19136
2017-12-23,19093
2017-12-24,18766
2017-12-25,18766
2017-12-26,19046
2017-12-27,19362
2017-12-28,19606
2017-12-29,19952
2017-12-30,19987
2017-12-31,20153
2018-01-01,19476
2018-01-02,19617
2018-01-03,19424
2018-01-04,19571
2018-01-05,19630
2018-01-06,19351
2018-01-07,19077
2018-01-08,18458
2018-01-09,18075
2018-01-10,18235
2018-01-11,17822
2018-01-12,17268
2018-01-13,17600
2018-01-14,17197
2018-01-15,17143
2018-01-16,17475
2018-01-17,16864
2018-01-18,17122
2018-01-19,16710
2018-01-20,16258
2018-01-21,16378
2018-01-22,16448
2018-01-23,16815
2018-01-24,16499
2018-01-25,15938
2018-01-26,15887
2018-01-27,15716
2018-01-28,16044
2018-01-29,15700
2018-01-30,15604
2018-01-31,15825
2018-02-01,15486
2018-02-02,15959
2018-02-03,15801
2018-02-04,15722
2018-02-05,15430
2018-02-06,15413
2018-02-07,15758
2018-02-08,16168
2018-02-09,16160
2018-02-10,16007
2018-02-11,15483
2018-02-12,15628
2018-02-13,14920
2018-02-14,15070
2018-02-15,14877
2018-02-16,14687
2018-02-17,14145
2018-02-18,14024
2018-02-19,14108
2018-02-20,13947
2018-02-21,14399
2018-02-22,14768
2018-02-23,14945
2018-02-24,14925
2018-02-25,14593
2018-02-26,14259
2018-02-27,13785
2018-02-28,13804
2018-03-01,13457
2018-03-02,13130
2018-03-03,13699
2018-03-04,13802
2018-03-05,13845
2018-03-06,13869
2018-03-07,14009
2018-03-08,14043
2018-03-09,14170
2018-03-10,14252
2018-03-11,14054
2018-03-12,14074
2018-03-13,14053
2018-03-14,13933
2018-03-15,13647
2018-03-16,13653
2018-03-17,13370
2018-03-18,12701
2018-03-19,12090
2018-03-20,12342
2018-03-21,12310
2018-03-23,12365
2018-03-24,12944
2018-03-26,13060
2018-03-27,12578
2018-03-28,12095
2018-03-29,12072
2018-03-30,12040
2018-03-31,12131
2018-04-01,12425
2018-04-02,12249
2018-04-03,12326
2018-04-04,12562
2018-04-05,12295
2018-04-06,12334
2018-04-08,12107
2018-04-09,12187
2018-04-10,12494
2018-04-11,12553
2018-04-12,12390
2018-04-13,12364
2018-04-14,12036
2018-04-16,11795
2018-04-17,11981
2018-04-18,12035
2018-04-19,12045
2018-04-20,12177
2018-04-21,12171
2018-04-22,11798
2018-04-23,11923
2018-04-24,12022
2018-04-25,12053
2018-04-26,12129
2018-04-27,12177
2018-04-28,12435
2018-04-29,12275
2018-04-30,12136
2018-05-01,12260
2018-05-02,12365
2018-05-03,12367
2018-05-04,12843
2018-05-05,12637
2018-05-06,12708
2018-05-07,12525
2018-05-08,12548
2018-05-09,12467
2018-05-10,12061
2018-05-11,12270
2018-05-12,12258
2018-05-13,12123
2018-05-14,12511
2018-05-15,12403
2018-05-16,12395
2018-05-17,12413
2018-05-18,12456
2018-05-19,12527
2018-05-20,12696
2018-05-21,12659
2018-05-22,12776
2018-05-23,12743
2018-05-24,12698
2018-05-25,12693
2018-05-26,12719
2018-05-27,12715
2018-05-28,12620
2018-05-29,12322
2018-05-30,12307
2018-05-31,12409
2018-06-01,12441
2018-06-02,12430
2018-06-03,12408
2018-06-04,12345
2018-06-05,12364
2018-06-06,12324
2018-06-07,12183
2018-06-08,12070
2018-06-09,11811
2018-06-10,12074
2018-06-11,12377
2018-06-12,12428
2018-06-13,12401
2018-06-14,12422
2018-06-15,12412
2018-06-16,12275
2018-06-17,11899
2018-06-18,11808
2018-06-19,11866
2018-06-20,11858
2018-06-21,11981
2018-06-22,12134
2018-06-23,12105
2018-06-24,12169
2018-06-25,12159
2018-06-26,12135
2018-06-27,12126
2018-06-28,12044
2018-06-29,12056
2018-06-30,12129
2018-07-01,12302
2018-07-02,12233
2018-07-03,12225
2018-07-04,12220
2018-07-05,12210
2018-07-06,12333
2018-07-07,12897
2018-07-08,13498
2018-07-09,13240
2018-07-10,12949
2018-07-11,12814
2018-07-12,12605
2018-07-13,12415
2018-07-14,12287
2018-07-15,12107
2018-07-16,12183
2018-07-17,12260
2018-07-18,12310
2018-07-19,12416
2018-07-20,12884
2018-07-21,12980
2018-07-22,13008
2018-07-23,13133
2018-07-24,12639
2018-07-25,12831
2018-07-26,12476
2018-07-27,12175
2018-07-28,12231
2018-07-29,12145
2018-07-30,12175
2018-07-31,12088
2018-08-01,12057
2018-08-02,12128
2018-08-03,12184
2018-08-04,12126
2018-08-05,12225
2018-08-06,12643
2018-08-07,12802
2018-08-08,12530
2018-08-09,12325
2018-08-10,12225
2018-08-11,12162
2018-08-12,12176
2018-08-14,11933
2018-08-16,12003
2018-08-17,12050
2018-08-18,12156
2018-08-19,12238
2018-08-20,12626
2018-08-21,12635
2018-08-22,13028
2018-08-23,13049
2018-08-24,12955
2018-08-25,12621
2018-08-26,12275
2018-08-27,12207
2018-08-28,12098
2018-08-29,11965
2018-08-30,12020
2018-08-31,12003
2018-09-01,12004
2018-09-02,12004
2018-09-03,12268
2018-09-04,12633
2018-09-05,12586
2018-09-06,12839
2018-09-07,12958
2018-09-08,13488
2018-09-09,13213
2018-09-10,12956
2018-09-11,12740
2018-09-12,12404
2018-09-13,12143
2018-09-14,12096
2018-09-15,12316
2018-09-16,12348
2018-09-17,12440
2018-09-18,12809
2018-09-19,13135
2018-09-20,13338
2018-09-21,13394
2018-09-22,12752
2018-09-23,12133
2018-09-24,12176
2018-09-25,12234
2018-09-26,12394
2018-09-27,12820
2018-09-28,12696
2018-09-29,12883
2018-09-30,12783
2018-10-02,12421
2018-10-03,12317
2018-10-04,12160
2018-10-05,12038
2018-10-06,12189
2018-10-07,12171
2018-10-08,12342
2018-10-09,12463
2018-10-10,12796
2018-10-11,13420
2018-10-12,13706
2018-10-13,13494
2018-10-14,13192
2018-10-15,13265
2018-10-16,12893
2018-10-17,12526
2018-10-18,12235
2018-10-19,12183
2018-10-20,12137
2018-10-21,12163
2018-10-22,12258
2018-10-23,12283
2018-10-24,12509
2018-10-25,12661
2018-10-26,12507
2018-10-27,12327
2018-10-28,12234
2018-10-29,12206
2018-10-30,12248
2018-10-31,12362
2018-11-01,12312
2018-11-03,12571
2018-11-04,12737
2018-11-05,12936
2018-11-06,13277
2018-11-07,13091
2018-11-08,13170
2018-11-09,12956
2018-11-10,12815
2018-11-11,12460
2018-11-12,12149
2018-11-13,12160
2018-11-14,12066
2018-11-15,12077
2018-11-16,12173
2018-11-17,12212
2018-11-18,12446
2018-11-19,12814
2018-11-20,13385
2018-11-21,13314
2018-11-22,13171
2018-11-23,13034
2018-11-24,12496
2018-11-25,12480
2018-11-26,12402
2018-11-27,12330
2018-11-28,12425
2018-11-29,12506
2018-12-01,12937
2018-12-02,12738
2018-12-03,12771
2018-12-04,12861
2018-12-05,13071
2018-12-07,13020
2018-12-09,13013
2018-12-10,12819
2018-12-11,12392
2018-12-12,12342
2018-12-13,12173
2018-12-14,12296
2018-12-15,12254
2018-12-16,12305
2018-12-17,12216
2018-12-18,12270
2018-12-19,12231
2018-12-20,12296
2018-12-21,12454
2018-12-22,12521
2018-12-23,12619
2018-12-24,12608
2018-12-25,12504
2018-12-26,12615
2018-12-27,12500
2018-12-28,12183
2018-12-29,12114
2018-12-30,12067
2018-12-31,12106
2019-01-01,12240
2019-01-02,12305
2019-01-03,12736
2019-01-04,12835
2019-01-05,12889
2019-01-06,12717
2019-01-08,12837
2019-01-10,12757
2019-01-11,12645
2019-01-12,12737
2019-01-13,12732
2019-01-14,12855
2019-01-15,12610
2019-01-16,12372
2019-01-17,12252
2019-01-18,12225
2019-01-19,12388
2019-01-20,12418
2019-01-21,12529
2019-01-22,12690
2019-01-23,12577
2019-01-24,12670
2019-01-25,12887
2019-01-26,12758
2019-01-27,12493
2019-01-28,12421
2019-01-29,12453
2019-01-30,12320
2019-01-31,12263
2019-02-01,12344
2019-02-02,12529
2019-02-03,12738
2019-02-04,12747
2019-02-05,13102
2019-02-06,13208
2019-02-07,12728
2019-02-08,12206
2019-02-09,12346
2019-02-10,12375
2019-02-11,12349
2019-02-12,12327
2019-02-13,12581
2019-02-14,12632
2019-02-15,12659
2019-02-16,12570
2019-02-17,12484
2019-02-18,12347
2019-02-19,12160
2019-02-20,12174
2019-02-21,12080
2019-02-22,12082
2019-02-23,12106
2019-02-24,12162
2019-02-25,12253
2019-02-26,12433
2019-02-27,12618
2019-02-28,12770
2019-03-01,12936
2019-03-02,12813
2019-03-03,12630
2019-03-04,12626
2019-03-05,12600
2019-03-06,12257
2019-03-07,12230
2019-03-08,12219
2019-03-09,12238
2019-03-10,12285
2019-03-11,12329
2019-03-12,12344
2019-03-13,12346
2019-03-14,12423
2019-03-15,12365
2019-03-16,12468
2019-03-17,12588
2019-03-18,12804
2019-03-19,12818
2019-03-20,12600
2019-03-21,12573
2019-03-22,12485
2019-03-23,12446
2019-03-24,12603
2019-03-25,12688
2019-03-26,12779
2019-03-27,12808
2019-03-28,12738
2019-03-29,12652
2019-03-30,12653
2019-03-31,12539
2019-04-01,12484
2019-04-02,12482
2019-04-03,12546
2019-04-04,12528
2019-04-05,12313
2019-04-06,12204
